SMILES	X0A	ATSC8p	F06[O-Cl]	nR_5_False_False_False_True	PEOE_VSA2	C-025	B06[N-F]	F06[N-F]	B06[N-Cl]	B06[N-Br]	B06[O-O]	F06[O-O]	B06[O-S]	B06[O-F]	B06[O-Cl]	observed	predicted
N=C1N[C@H]2[C@H](CN3C(=O)CCC3=O)NC(=N)N3C[C@H](NC(=O)c4cc(C(F)(F)F)ccc4C(F)(F)F)C(O)(O)[C@]23N1	1.85	-1.36	-0.17	5.65	5.52	0.17	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO	0.24	-0.62	-0.17	-0.39	0.73	1.3	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	1.0	1.0
c1ccc(Cn2ncc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1	-2.53	0.59	-0.17	-0.39	-0.42	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3ncon3)ccc12	-0.52	-0.4	-0.17	-0.39	-0.4	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1Cl	0.46	0.89	4.32	-0.39	-0.46	-0.97	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	5.33	1.0	1.0
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1	-0.46	-0.61	-0.17	-0.39	0.66	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(NS(=O)(=O)NCCCO)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	-0.44	-2.05	-0.17	-0.39	-0.45	-0.4	1.61	0.36	-0.25	-0.03	2.06	4.02	-0.15	2.46	-0.19	1.0	1.0
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(C(C)C)CC1	0.51	-0.66	-0.17	-0.39	-0.45	0.17	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
CC(C)COc1ncc(-c2ccc(-c3nnc(S(=O)(=O)C4CCC4)[nH]3)cc2F)cc1Cl	0.33	0.42	-0.17	-0.39	-1.58	0.17	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COCc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1ccccc1Cl	0.49	2.07	4.32	-0.39	-0.32	-0.4	-0.62	-0.5	4.05	-0.03	2.06	2.54	-0.15	-0.41	5.33	0.0	0.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(-n2ccnc2)cc1	-1.63	0.16	-0.17	-0.39	-0.46	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	1.75	0.28	-0.17	-0.39	-0.45	-0.97	1.61	2.95	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1ccc(-c2cn(C)c3cc(S(=O)(=O)Nc4ncns4)ccc23)cc1C(F)(F)F	0.78	-0.86	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(OC(F)(F)F)cc3Cl)cccc2c1	0.44	0.65	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(c1ccccc1C(F)(F)F)N(CC1CCC1)[C@H]1CCNC1	0.32	-0.54	-0.17	1.63	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(C(F)(F)F)ccc1-c1ncc(O)c2cc(S(=O)(=O)Nc3nccs3)ccc12	0.75	-0.63	-0.17	-0.39	0.71	0.73	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3cccnn3)ccc21	-0.22	-0.54	4.32	-0.39	1.74	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	5.33	0.0	0.0
Cn1cc(-c2ccc(C#N)c(F)c2)c2ccc(S(=O)(=O)Nc3ncns3)cc21	0.01	1.16	-0.17	-0.39	-0.46	0.73	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cc(C)c1N(C)C	0.35	0.03	-0.17	-0.39	-0.46	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1c2ccccc2CN1C1CCN(CC(O)COc2cccc(C(F)(F)F)c2)CC1	-0.01	-0.07	-0.17	1.63	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC1(C)CCOc2c(C(=O)N[C@H]3CN4C(=N)N[C@@H](CN5C(=O)CNC5=O)[C@@H]5NC(=N)N[C@@]54C3(O)O)cccc21	0.34	-1.42	-0.17	5.65	4.39	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1ncc(-c2cccc(OC)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1	0.78	0.66	-0.17	-0.39	-0.45	0.73	1.61	2.09	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1	0.37	-0.63	-0.17	-0.39	-0.54	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1cscn1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1C1=CCNCC1	-0.42	1.31	-0.17	-0.39	-0.46	-0.4	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
N[C@H]1CC[C@@H](CNc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2Cl)CC1	0.67	-0.1	-0.17	-0.39	-0.46	-1.54	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1c2cc(-c3ccc(OCC4CCC4)cc3)ccc2OCCN1Cc1ncccn1	-2.04	-0.18	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cn1cc(-c2ccccc2C(F)(F)F)c2ccc(S(=O)(=O)Nc3ncns3)cc21	0.48	2.85	-0.17	-0.39	-0.46	0.73	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncc(F)s1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2-n2ccnc2)C1	-0.12	0.26	-0.17	-0.39	-1.58	1.3	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2-c2ccncc2)C1	-0.42	0.72	-0.17	-0.39	-0.4	2.44	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O	-1.01	1.13	-0.17	-0.39	0.63	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
COc1ccc(-c2cn(C)c3cc(S(=O)(=O)Nc4ncns4)ccc23)cc1C#N	-0.0	-0.42	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1	-0.12	0.06	-0.17	-0.39	-1.58	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	-1.36	-0.76	-0.17	1.63	-1.58	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(NC1CC1c1ccccc1)N1CCC(n2ccnn2)CC1	-1.95	0.06	-0.17	-0.39	-1.58	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c(C#N)c1	-0.37	0.55	-0.17	-0.39	-0.46	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Fc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12	-2.1	0.54	-0.17	-0.39	-0.42	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cc(Cl)ccc2-n2cccc23)cc1	-1.32	-0.57	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1	-2.04	-0.04	-0.17	-0.39	0.75	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1onc(-c2c(Cl)cncc2Cl)c1NC(=O)NCc1ccc(OC(C)C)nc1	0.83	0.22	-0.17	-0.39	-0.4	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cccc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3nncs3)ccc12	-0.84	0.42	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@H]2c1ccc(C(F)(F)F)cc1-n1ccnn1	-0.43	0.87	-0.17	-0.39	-0.46	0.17	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(=O)n1cc(-c2ccc(C(F)(F)F)cc2-c2ccnn2C)c2ccc(S(=O)(=O)Nc3ncns3)nc21	0.45	2.71	-0.17	-0.39	2.85	1.3	1.61	2.09	-0.25	-0.03	-0.49	-0.44	6.57	-0.41	-0.19	1.0	1.0
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1F	-0.01	-0.5	-0.17	-0.39	0.64	-1.54	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N	0.69	0.64	-0.17	-0.39	0.74	0.73	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
COc1cc(-c2ccc(Cl)c(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.51	0.09	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	1.13	1.49	-0.17	5.65	-0.42	3.01	1.61	2.09	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	1.0	1.0
Cc1cnc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)s1	0.13	-1.36	-0.17	3.64	0.69	-1.54	1.61	0.36	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1	-0.12	1.05	-0.17	-0.39	-0.46	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
NC(=O)N1c2ccccc2C=Cc2ccccc21	-0.9	0.58	-0.17	-0.39	-0.42	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F	-0.25	-0.61	-0.17	3.64	0.69	-1.54	1.61	0.36	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1F	-0.0	-0.74	-0.17	-0.39	0.64	-1.54	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2ccc(F)cc2F)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.51	0.36	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=C(O)c1ccc(N2CC3(CCN(Cc4cc(Cl)c(-c5ccc(F)cc5F)c(C5CC5)c4)CC3)OC2=O)cc1	-0.65	-0.85	-0.17	1.63	0.73	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
Nc1nc(-c2ccc(NC(=O)c3ccc[nH]3)cc2)c[nH]1	-0.83	0.3	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ncc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	1.26	2.49	-0.17	3.64	0.75	4.15	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
Cn1cc(-c2ccc(C(F)(F)F)cc2C2=CCNCC2)c2ccc(S(=O)(=O)Nc3cscn3)cc21	-0.12	1.26	-0.17	-0.39	-0.46	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cccc2c1C(C(=O)NCc1ccc(OC(F)(F)F)cc1)N(CCc1ccccn1)C2=O	0.27	0.81	-0.17	1.63	1.86	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1C2CN(Cc3ccccc3)CC2CN1c1cccc2c1cnn2-c1ccccc1F	-2.18	0.69	-0.17	3.64	0.71	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1cnccn1	-0.03	0.71	-0.17	1.63	3.03	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(NS(=O)(=O)C1CC1)c1cc(Cl)c(OCCC2(F)CCN(Cc3cc(Cl)cc(Cl)c3)CC2)cc1F	0.94	-1.56	-0.17	-0.39	0.71	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	0.0	0.0
COc1cc(C(F)(F)F)ccc1-c1nc(C)nc2cc(S(=O)(=O)Nc3nccs3)ccc12	0.75	0.06	-0.17	-0.39	-0.46	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(Cl)cc1F	-0.38	-0.14	-0.17	-0.39	-0.46	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
O=S1(=O)c2cc(-c3ccc(C(F)(F)F)cc3)ccc2OCCN1Cc1ncc(Cl)cn1	0.44	-0.2	-0.17	-0.39	-1.58	0.17	-0.62	-0.5	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n2)c1C	0.27	0.47	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
COc1cc(CC(C)(C)C)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	0.4	-2.24	-0.17	-0.39	0.71	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(Cl)cc1-c1cn[nH]c1N	-0.01	-0.25	-0.17	-0.39	0.74	0.17	-0.62	-0.5	4.05	-0.03	2.06	2.54	-0.15	-0.41	-0.19	1.0	0.0
N#Cc1cc(Cl)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21	-0.37	0.51	-0.17	-0.39	-0.46	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccncn3)ccc21	-0.12	1.38	-0.17	-0.39	0.64	0.73	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(NS(=O)(=O)N1CCOCC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	-1.24	-2.39	-0.17	-0.39	-0.45	-0.4	1.61	0.36	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	1.0	1.0
COc1cc(-c2ccc(F)c(F)c2)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nncs3)ccc12	-0.52	0.84	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1COCCN1c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21	-0.12	1.89	-0.17	-0.39	0.67	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2)cc1F	1.16	-0.68	-0.17	-0.39	0.69	-0.97	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	1.0	1.0
Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1	0.53	-0.3	-0.17	-0.39	-0.45	0.73	1.61	2.09	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(OCc2ccc(Cl)cc2)c(Cl)c1	1.22	-0.73	8.82	-0.39	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	6.57	-0.41	5.33	0.0	0.0
Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)co1	0.16	-0.49	-0.17	-0.39	-0.46	0.73	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl	1.01	0.72	-0.17	-0.39	0.74	0.17	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
CCOc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1	0.35	-0.55	-0.17	-0.39	-0.54	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1	1.4	-0.19	-0.17	1.63	-0.4	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O	1.16	0.12	-0.17	-0.39	3.11	0.17	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	0.0
CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)c3ccc[nH]3)cc2)nc1N	1.03	1.32	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1nnc(C2CCC2)o1	-0.86	-1.27	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(C#N)ccc1N1C[C@H](C)Oc2cc(S(=O)(=O)Nc3nccs3)ccc21	-0.01	1.17	-0.17	-0.39	-0.46	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
O=C(NS(=O)(=O)C1CC1)c1cc(C2CC2)c(OCC23CC4CC(C2)C(F)(F)C(C4)C3)cc1F	-0.52	-1.89	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	1.0	1.0
Cc1cccc(SC[C@@H](C)CN[C@@H]2COc3ccccc3SC2)c1N	-0.28	0.12	-0.17	-0.39	-1.58	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(Cl)cc2Cl)C1	-0.38	1.64	-0.17	-0.39	-1.58	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ncns3)ccc12	-0.84	0.42	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1cnc(NS(=O)(=O)c2ccc3c(c2)OCCN3c2ccc(C(F)(F)F)cc2Cl)s1	0.78	0.23	4.32	-0.39	-0.46	-0.97	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	5.33	1.0	1.0
Cn1nccc1-c1cc(C(F)(F)F)ccc1-c1cn(C)c2nc(S(=O)(=O)Nc3ncns3)ccc12	0.19	2.56	-0.17	-0.39	0.64	1.3	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncnc2cc(S(=O)(=O)Nc3ncns3)ccc12	-0.52	0.55	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Nc1cncc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1	-1.87	-0.0	-0.17	-0.39	-0.4	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cn1cc(-c2ccc(C(F)(F)F)cc2-c2cn[nH]c2)c2ccc(S(=O)(=O)Nc3ncns3)cc21	-0.12	0.89	-0.17	-0.39	0.74	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CNS(=O)(=O)NC(=O)c1cc(Cl)c(Oc2cnc(OCC(C)C)c(Cl)c2)cc1F	2.63	0.24	-0.17	-0.39	-0.45	-0.97	1.61	0.36	4.05	-0.03	2.06	1.05	-0.15	2.46	-0.19	1.0	0.0
c1ccc2c(CCO[C@@H]3CCCC[C@H]3N3CCOCC3)cccc2c1	-2.23	1.07	-0.17	-0.39	-0.42	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncc(F)cn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1	0.15	-0.15	-0.17	-0.39	-1.58	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
NC(=O)c1ccc(Cc2ccccc2)cc1-c1cccc(CCC(=O)O)c1	0.12	-0.67	-0.17	-0.39	0.68	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21	2.25	-0.47	-0.17	-0.39	-0.45	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)co1	-0.12	0.16	-0.17	-0.39	-0.46	0.73	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC1(C)[C@H]2CC[C@H](COc3cc(F)c(C(=O)NS(C)(=O)=O)cc3Cl)[C@@H]1C2	2.03	-1.27	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	1.0	1.0
COc1cc(-c2c(F)cccc2F)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.51	0.38	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1	2.29	2.98	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
