SMILES	X0A	ATSC8p	F06[O-Cl]	nR_5_False_False_False_True	PEOE_VSA2	C-025	B06[N-F]	F06[N-F]	B06[N-Cl]	B06[N-Br]	B06[O-O]	F06[O-O]	B06[O-S]	B06[O-F]	B06[O-Cl]	observed	predicted
CCOC(=O)C(C)(C)c1ccc2c(c1)c([C@H](C)CO)c(-c1cc(C)cc(C)c1)n2C(=O)OC(C)(C)C	2.59	-7.2	-0.17	-0.39	-0.45	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21	-0.98	-3.41	-0.17	1.63	0.71	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21	0.73	-0.43	-0.17	-0.39	-0.45	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
Cn1nccc1-c1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2	-1.65	0.58	-0.17	-0.39	0.66	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
Cc1ncc(-c2nc3c(-c4ccc5c(c4)[C@@]4(CCCN4C(=O)C4CC4)C(=O)N5C)ncnc3n2C)cn1	-1.42	-1.44	-0.17	3.64	0.68	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCCN2CCCC3)cc1F	-0.25	-1.03	-0.17	-0.39	0.69	-1.54	1.61	0.36	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1ccncc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21	-0.77	0.62	-0.17	-0.39	0.71	-1.54	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1ccccc1SC[C@H](CN[C@@H]1COc2ccccc2SC1)C(C)C	-0.27	0.72	-0.17	-0.39	-1.58	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc(-c2cccc(C(F)(F)F)c2)cc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.12	-1.33	-0.17	-0.39	0.71	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cc(F)cc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3nncs3)ccc12	-0.52	0.38	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Sc2cccc(C)c2)c(Cl)c1	1.26	-1.76	4.32	-0.39	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	6.57	-0.41	5.33	1.0	0.0
Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)c(F)c1	-0.01	0.04	-0.17	-0.39	0.64	-1.54	1.61	1.23	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1C1CCN(C)CC1	0.2	-0.88	-0.17	-0.39	0.73	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cc(F)cnc2OC)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3ccon3)ccc12	-0.22	0.81	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
CS(=O)(=O)NC(=O)c1cc(F)c(COc2ccc(Cl)c(Cl)c2)cc1F	2.66	0.19	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=S(=O)(Nc1ncc(F)s1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2C2CCNCC2)C1	-0.12	1.14	-0.17	-0.39	-1.58	1.87	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5cc6c(cn5)OCCO6)CO[C@@H]43)c2n1	-1.57	-0.21	-0.17	3.64	0.77	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
CC(C)(O)CC(=O)N1C[C@H]2CN(c3cccc4c3cnn4-c3ccccc3F)C(=O)[C@H]2C1	-0.22	-0.02	-0.17	3.64	0.68	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
Cc1ccnc(CN2CCOc3ccc(-c4ccc(OC(F)(F)F)cc4)cc3C2=O)n1	-0.01	-0.83	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
[N-]=[N+]=Nc1ccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c(C2=CCNCC2)c1	-1.15	1.0	-0.17	-0.39	-0.46	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cn1nccc1-c1cc(Cl)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12	-0.88	0.85	-0.17	-0.39	0.64	1.3	-0.62	-0.5	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1cnc(CN2CCOc3ccc(-c4ccc(OC(F)(F)F)cc4)cc3C2=O)cn1	-0.01	-1.53	-0.17	-0.39	1.9	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
CC(C)COc1ncc(-c2c(F)cc(C(=O)NS(C)(=O)=O)cc2F)cc1Cl	2.84	1.46	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
O=C(O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1	-1.32	-0.4	-0.17	-0.39	-1.58	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CN1CC=C(c2cc(Cl)cc(F)c2-c2cccc3c2CCN(S(=O)(=O)Nc2ncc(F)s2)C3)CC1	-0.22	0.3	-0.17	-0.39	-1.58	1.3	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
Cc1nc(OC2CCN(Cc3cscn3)CC2)c2ccn(Cc3ccccc3)c2n1	-2.1	-0.23	-0.17	-0.39	-0.42	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.82	0.27	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1	0.87	0.47	-0.17	-0.39	0.68	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S1(=O)CCN(c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ncccn4)ccc32)CC1	0.24	-0.31	-0.17	-0.39	-1.58	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
N#Cc1cc(-c2ccc(F)cc2)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21	-0.84	0.62	-0.17	-0.39	-0.46	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(C)(O)CC(=O)N1CC[C@H]2CN(c3cccc4c3cnn4-c3ccccc3F)C(=O)[C@H]21	-0.22	0.66	-0.17	3.64	0.68	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cn1nccc1-c1cc(C(F)(F)F)ccc1-c1cn(C)c2cc(S(=O)(=O)Nc3ccncn3)ccc12	0.17	2.0	-0.17	-0.39	0.64	1.3	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(C(F)(F)F)ccc1-c1nccc2cc(S(=O)(=O)Nc3nccs3)cnc12	0.44	-0.22	-0.17	-0.39	1.89	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2C2=CCNCC2)C1	-0.42	0.72	-0.17	-0.39	-1.58	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1CC(O)CO	0.69	1.39	-0.17	-0.39	-0.46	-0.4	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)c1cc(F)c(NCC23CCCN2CCC3)cc1F	-0.25	0.68	-0.17	3.64	0.69	-1.54	1.61	1.23	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1[nH]c(=O)cc2cc(S(=O)(=O)Nc3ccon3)ccc12	-0.22	-0.45	-0.17	-0.39	0.67	1.3	-0.62	-0.5	-0.25	-0.03	2.06	1.05	6.57	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncnc2cc(S(=O)(=O)Nc3ccncn3)ccc12	-0.51	0.2	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
O=C1CC2(CCN(C(=O)NC3CCc4ccccc43)CC2)Oc2ccccc21	-1.74	0.2	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1	0.57	-0.18	-0.17	-0.39	0.66	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1	-1.31	-1.61	-0.17	-0.39	-1.58	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccccc1C(F)(F)F	0.12	1.38	-0.17	-0.39	-0.46	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2Cc1ccccc1	-1.2	1.45	-0.17	-0.39	-0.46	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)[C@H]3CCCN3)cc2)nc1N	1.03	1.09	-0.17	1.63	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1	-2.04	0.3	-0.17	-0.39	-0.4	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccc1F	-0.01	-0.88	-0.17	-0.39	0.73	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
CCOc1ccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cn1	-0.75	-0.1	-0.17	-0.39	-0.46	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C(Nc1ccccc1)C1CCN(CC(O)COc2ccc(C(F)(F)F)cc2)CC1	0.55	-0.09	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
COCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	-0.44	-1.85	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	1.0	1.0
CC1(C)C(=O)N(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c21	-1.21	-0.1	-0.17	1.63	1.86	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	0.0
COCCS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1	-0.79	-1.24	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21	-0.67	-0.77	-0.17	1.63	-0.45	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
C[C@@H]1COc2ccc(-c3ccc(C(F)(F)F)cc3)cc2C(=O)N1Cc1ncccn1	-0.01	0.16	-0.17	-0.39	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CN1C(C)(C)CC(Nc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1(C)C	2.28	-3.64	-0.17	-0.39	0.69	-1.54	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2cc(F)cc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3cc(C)ncn3)ccc12	-0.22	-0.32	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1ccc(C(=O)NC(=N)NCCc2cccs2)cc1	0.55	0.03	-0.17	-0.39	2.08	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1	1.4	-1.1	-0.17	-0.39	-0.54	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CN1CC=C(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncns2)C3)CC1	-0.12	0.62	-0.17	-0.39	-1.58	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CS(=O)(=O)CCNC(=O)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1	1.38	-0.65	-0.17	-0.39	-0.45	-0.4	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1ccncn1	0.38	0.46	-0.17	-0.39	-0.46	0.17	1.61	2.09	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
CC(=O)N1CCCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1	0.99	0.8	-0.17	-0.39	0.67	-1.54	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cn[nH]c1	0.4	-0.52	-0.17	-0.39	0.74	0.73	-0.62	-0.5	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(Br)c1	0.15	-0.96	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1	-0.77	0.28	-0.17	-0.39	-1.58	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3C3=CCNCC3)cccc2c1	-0.42	1.1	-0.17	-0.39	-0.46	1.87	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCOCC(F)(F)F	1.56	0.65	-0.17	1.63	0.68	0.17	1.61	2.09	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(N2C(=O)COc3ccccc32)CC1	-1.2	0.16	-0.17	-0.39	0.68	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cn1cc(-c2cnc(OCC3CC3)c(Cl)c2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21	-0.56	-1.62	-0.17	-0.39	-0.45	0.73	-0.62	-0.5	4.05	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	1.0
Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl	0.33	0.73	-0.17	-0.39	0.64	-0.97	1.61	0.36	4.05	-0.03	2.06	2.54	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2ccc(F)c(F)c2)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3nncs3)ccc12	-0.22	0.47	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Nc1nc(-c2cccc(NC(=O)c3ccc[nH]3)c2)cn1C(=O)c1ccc[nH]1	-0.9	0.17	-0.17	-0.39	0.68	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Nc1nc(-c2cccc(NC(=O)c3ccc[nH]3)c2)c[nH]1	-0.83	0.15	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
CN(C)c1ccnc(CN2CCOc3ccc(-c4ccc(OC(F)(F)F)cc4)cc3C2=O)n1	0.3	-1.83	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1nccc(N2CCCCC2)n1	-0.81	-0.78	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
O=C1N(Cc2ncco2)CCN1c1cccc2c1cnn2-c1ccccc1F	-1.86	0.21	-0.17	1.63	-0.42	-0.97	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	-1.55	1.11	-0.17	3.64	-0.45	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CN1CC=C(c2cc(C(F)(F)F)ccc2N2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)CC1	-0.12	1.25	-0.17	-0.39	-0.46	-0.4	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCC(OC)CC1	0.2	-0.63	-0.17	-0.39	-0.45	-0.4	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
CCCCc1nc2cc(C(=O)N3CCC4(CC3)Nc3cc(OC)ccc3-n3cccc34)ccc2o1	-1.61	-0.59	-0.17	-0.39	-0.45	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(-c2cccc(F)c2)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nncs3)ccc12	-0.84	0.82	-0.17	-0.39	-0.46	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1c2cc(-c3cccc(OC(F)(F)F)c3)ccc2OCCN1Cc1ncccn1	-0.36	-0.31	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1	-0.86	-0.13	-0.17	-0.39	-1.58	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1cc(C(F)(F)F)ccc1-c1ccc2c(c1)C(=O)N(Cc1ncccn1)CCO2	-0.01	0.62	-0.17	-0.39	-0.45	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
NC(=O)c1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12	0.75	0.62	-0.17	-0.39	0.67	1.87	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(Cl)cc2-c2ccc3nccnc3c2)cc1F	-0.52	-0.21	-0.17	-0.39	1.89	-0.4	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	-0.41	-0.19	1.0	1.0
COc1cccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1	-0.77	0.13	-0.17	-0.39	-0.46	-1.54	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C	1.43	-1.46	-0.17	-0.39	0.67	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	-1.25	-0.03	-0.17	-0.39	-0.5	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12	-0.5	-0.85	-0.17	-0.39	0.57	1.87	1.61	0.36	-0.25	-0.03	2.06	2.54	-0.15	2.46	-0.19	0.0	0.0
COc1cc(-c2cc(F)cc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccnc(C)n3)ccc12	-0.22	-0.32	-0.17	-0.39	0.71	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
CCn1c(-c2cnc(C)nc2)nc2c(-c3cnc4c(c3)[C@](C)(NCC(C)(C)F)C(=O)N4)ncnc21	0.19	-1.19	-0.17	1.63	0.81	0.17	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	0.0	0.0
Cn1cc(C2=CCNCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21	-0.39	0.16	-0.17	-0.39	-0.45	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1CCc1ccccn1	-0.36	-1.26	-0.17	-0.39	0.73	0.17	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
Cc1ncc(-c2ccccc2CCNC(=O)c2cnc(OCCOCC(F)(F)F)c(C)c2)cn1	0.78	-1.28	-0.17	-0.39	-0.45	1.3	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	2.46	-0.19	0.0	0.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)c(Cl)c3)nccc2c1	0.46	-1.35	-0.17	-0.39	0.71	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
C[C@@]12CCC(=O)C[C@@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1	-0.38	-0.44	-0.17	-0.39	0.71	-0.97	-0.62	-0.5	-0.25	-0.03	2.06	1.05	-0.15	-0.41	-0.19	0.0	0.0
CN1CCCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1	0.67	0.29	-0.17	-0.39	-0.46	-1.54	1.61	0.36	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
COc1cc(-c2ccc(Cl)c(C)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ncns3)ccc21	0.07	0.47	-0.17	-0.39	1.74	0.73	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	2.46	-0.19	1.0	1.0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(Cl)cc3C(F)(F)F)cccc2c1	0.46	1.87	-0.17	-0.39	-0.46	1.3	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	1.0	1.0
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1	0.95	0.09	-0.17	1.63	-1.58	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1onc(-c2ccccc2Cl)c1N(C)C(=O)NCc1ccc(OC2CCOCC2)nc1	-0.46	0.63	-0.17	-0.39	-0.42	-0.4	-0.62	-0.5	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
Cc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1	-0.03	-0.04	-0.17	-0.39	3.08	0.17	1.61	2.09	-0.25	-0.03	-0.49	-0.44	-0.15	-0.41	-0.19	0.0	0.0
