idx_together;idx_separated;SMILES;Index;Binary_Characterization;ID;subset;COMPOUND_KEY;Characterization
1342;1342;COC1[C@@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O;1343;0;O(C)C1[C@@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O;training;;
1343;1343;C[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O;1344;0;O1c2c(C(=O)C(O[C@@H]3O[C@H](C)[C@H](O)[C@@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2;training;;
1344;1344;CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12;1345;0;Clc1cc2nc3c(cc(OC)cc3)c(N[C@@H](CCCN(CC)CC)C)c2cc1;training;;
1345;1345;O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21;1346;0;Oc1c2c(ccc1O)C(=O)c1c(C2=O)c(O)ccc1O;training;;
1346;1346;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O;1347;0;O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C)CCc1ccccc1;training;;
1347;1347;O=C(O)C1(O)C[C@@H](O)C(O)[C@H](O)C1;1348;0;OC1[C@H](O)CC(O)(C[C@H]1O)C(O)=O;training;;
1348;1348;C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12;1349;0;O(C)c1cc2c(nccc2[C@@H](OC(OCC)=O)[C@H]2[N@]3C[C@@H]([C@H](C2)CC3)C=C)cc1;training;;
1349;1349;O=C(O)c1cccnc1C(=O)O;1350;0;OC(=O)c1cccnc1C(O)=O;training;;
1350;1350;c1ccc2nc(N3CCNCC3)ccc2c1;1351;0;n1c2c(ccc1N1CCNCC1)cccc2;training;;
1351;1351;CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3;1352;0;O1CCc2c3c(CC[C@H]3CCNC(=O)CC)ccc12;training;;
1352;1352;Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C;1353;0;O=C1N(N(C)C(C)=C1NC(C)C)c1ccccc1;training;;
1353;1353;O=C(N[C@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1;1354;0;Clc1ccc(cc1)C(=O)N[C@H](CC1=CC(=O)Nc2c1cccc2)C(O)=O;training;;
1354;1354;CC(=O)Oc1cccc(O)c1;1355;0;O(C(=O)C)c1cc(O)ccc1;training;;
1355;1355;Oc1cccc(O)c1;1356;0;Oc1cc(O)ccc1;training;;
1356;1356;COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;1357;0;O(C)c1ccc(cc1)\C=C\c1cc(O)cc(O)c1;training;;
1357;1357;Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;1358;0;Oc1cc(cc(O)c1)\C=C\c1ccc(O)cc1;training;;
1358;1358;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1;1359;1;OC\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C;training;;
1359;1359;CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C;1360;1;O(C(=O)C)C\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C;training;;
1360;1360;CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C;1361;0;O(C(=O)CCCCCCCCCCCCCCC)C\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C;training;;
1361;1361;COc1ccc(-c2coc3c(O)c(OC)ccc3c2=O)cc1;1362;0;O1C=C(C(=O)c2c1c(O)c(OC)cc2)c1ccc(OC)cc1;training;;
1362;1362;C=C(C)/C=C1/C=CC(=O)C(C)=C1;1363;0;O=C1C=C/C(/C=C1C)=C/C(C)=C;training;;
1363;1363;COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1;1364;0;O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)cc(OC)c2;training;;
1364;1364;COc1ccc(/C=C/c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1O;1365;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1Oc1cc(cc(O)c1)\C=C\c1cc(O)c(OC)cc1;training;;
1365;1365;CNc1ccccc1C(=O)N1CCc2c([nH]c3ccccc23)C1=O;1366;0;O=C1N(CCc2c1[nH]c1c2cccc1)C(=O)c1ccccc1NC;training;;
1366;1366;CC(=O)OCC[C@H](C)CCC=C(C)C;1367;0;O(C(=O)C)CC[C@@H](CC\C=C(\C)/C)C;training;;
1367;1367;COC1=C(O)C(=O)c2c(cc3oc(C(C)=O)c(O)c3c2O)C1=O;1368;0;o1c2c(c(O)c1C(=O)C)c(O)c1c(c2)C(=O)C(OC)=C(O)C1=O;training;;
1368;1368;CC[C@@H](C)C(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)[C@H](C)CC)c(O)c3c2c1O;1369;1;o1c2c(c3c1c(C)c(O)c(C(=O)[C@@H](CC)C)c3O)c(O)c(C(=O)[C@@H](CC)C)c(O)c2C;training;;
1369;1369;Cc1c(O)c(C(=O)CC(C)C)c2oc3c(C(=O)CC(C)C)c(O)c(C)c(O)c3c2c1O;1370;1;o1c2c(c3c1c(C(=O)CC(C)C)c(O)c(C)c3O)c(O)c(C)c(O)c2C(=O)CC(C)C;training;;
1370;1370;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;1371;0;O1c2c(C(=O)C=C1c1ccc(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)c2;training;;
1371;1371;NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;1372;0;O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1nc(nc1)C(=O)N;training;;
1372;1372;Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C;1373;0;O=C1NC(=O)N=C2N(c3cc(C)c(cc3N=C12)C)C[C@@H](O)[C@@H](O)[C@@H](O)CO;training;;
1373;1373;NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O;1374;0;O1[C@H](CN)[C@@H](O)[C@H](O)[C@@H](N)[C@H]1O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](N)C[C@@H]1N;training;;
1374;1374;CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;1375;1;O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N/N1CCN(CC1)C)c4O;training;;
1375;1375;CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;1376;0;O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c1n2c(nc14)C=C(C=C2)C;training;;
1376;1376;Nc1nc2ccc(OC(F)(F)F)cc2s1;1377;0;s1c2cc(OC(F)(F)F)ccc2nc1N;training;;
1377;1377;Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1;1378;0;S1C=CN2C1=NC(C)=C(CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1)C2=O;training;;
1378;1378;C[C@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1;1379;0;Oc1ccc(cc1)CCN[C@H]([C@@H](O)c1ccc(O)cc1)C;training;;
1379;1379;COc1ccc(-c2c(OC)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1;1380;0;O1c2c(C(OC)=C(c3ccc(OC)cc3)C1=O)c(OC)c1C=CC(Oc1c2)(C)C;training;;
1380;1380;COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1;1381;0;O1c2c(C(O)=C(c3ccc(OC)cc3)C1=O)c(OC)c1C=CC(Oc1c2)(C)C;training;;
1381;1381;CC1(C)C=Cc2c(cc3occ(-c4ccc5c(c4)OCO5)c(=O)c3c2O)O1;1382;0;O1c2c(C=CC1(C)C)c(O)c1c(OC=C(C1=O)c1cc3OCOc3cc1)c2;training;;
1382;1382;CCCCCCCCCCCC[C@H](C(=O)O)[C@@H](C)C(=O)O;1383;0;OC(=O)[C@H]([C@H](C(O)=O)C)CCCCCCCCCCCC;training;;
1383;1383;CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1;1384;0;S(=O)(=O)(C)c1ccc(cc1)C=1COC(=O)C=1c1ccccc1;training;;
1384;1384;Cn1c([N+](=O)[O-])cnc1COC(N)=O;1385;0;O(Cc1ncc([N+](=O)[O-])n1C)C(=O)N;training;;
1385;1385;CCCN(CCC)CCc1cccc2c1CC(=O)N2;1386;0;O=C1Nc2c(C1)c(ccc2)CCN(CCC)CCC;training;;
1386;1386;O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O;1387;0;Oc1cc(ccc1O)C[C@@H](OC(=O)\C=C\c1cc(O)c(O)cc1)C(O)=O;training;;
1387;1387;O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1;1388;1;Oc1ccc(cc1)C(=C1C=CC(=O)C=C1)c1ccc(O)cc1;training;;
1388;1388;C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1;1389;1;O1c2c(C[C@@H]1C(C)=C)c1O[C@H]3[C@H](c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2;training;;
1389;1389;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc(OC)c(CC=C(C)C)c3O[C@@H]1CO2;1390;0;O1c2cc(OC)c(OC)cc2[C@H]2[C@H](Oc3c(ccc(OC)c3C\C=C(\C)/C)C2=O)C1;training;;
1390;1390;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc(O)c(CC=C(C)C)c3O[C@@H]1CO2;1391;0;O1c2cc(OC)c(OC)cc2[C@H]2[C@H](Oc3c(ccc(O)c3C\C=C(\C)/C)C2=O)C1;training;;
1391;1391;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O;1392;0;O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C;training;;
1392;1392;CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC;1393;0;Oc1c2c(cc3c1[C@@H](O)C[C@](O)(CC)[C@@H]3C(OC)=O)C(=O)c1c(C2=O)c(O)ccc1O;training;;
1393;1393;CCCCSP(=O)(SCCCC)SCCCC;1394;0;S(P(SCCCC)(SCCCC)=O)CCCC;training;;
1394;1394;N[C@@H](CCC(=O)N[C@@H](CCS[C@@H](CC(=O)O)C(=O)O)C(=O)NCC(=O)O)C(=O)O;1395;0;S([C@@H](CC(O)=O)C(O)=O)CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O;training;;
1395;1395;COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3;1396;0;O(C)c1c2-c3c(C[C@@H]4N(CCc(cc1OC)c24)C)ccc(OC)c3O;training;;
1396;1396;CSC(=N)NCCC[C@@H](N)C(=O)O;1397;0;S(C(NCCC[C@@H](N)C(O)=O)=N)C;training;;
1397;1397;O=C1NS(=O)(=O)c2ccccc21;1398;0;S1(=O)(=O)NC(=O)c2c1cccc2;training;;
1398;1398;C=CCc1ccc2c(c1)OCO2;1399;0;O1c2cc(ccc2OC1)CC=C;training;;
1399;1399;OC[C@H](O)Cc1ccc2c(c1)OCO2;1400;0;O1c2cc(ccc2OC1)C[C@@H](O)CO;training;;
1400;1400;OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;1401;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1Oc1ccccc1CO;training;;
1401;1401;OCc1ccccc1O;1402;0;Oc1ccccc1CO;training;;
1402;1402;NC(=O)c1ccccc1O;1403;0;Oc1ccccc1C(=O)N;training;;
1403;1403;CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C;1404;1;O1[C@](CC[C@@]12O[C@]1(O[C@H]([C@@H](CC)C(=O)[C@H]([C@@H](O)[C@H](C)[C@@H]3O[C@H](CC[C@@H]3C)[C@@H](CC)C(O)=O)C)[C@H](C[C@H]1C)C)C=C[C@H]2O)(C)[C@@H]1O[C@@H](C)[C@](O)(CC1)CC;training;;
1404;1404;COc1cc2c(cc1OC)[C@@H](C)NCC2;1405;0;O(C)c1cc2c(cc1OC)CCN[C@@H]2C;training;;
1405;1405;COc1cc2c(cc1O)CCN[C@@H]2C;1406;0;O(C)c1cc2c(cc1O)CCN[C@@H]2C;training;;
1406;1406;CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@]2(C)C=CC1=O;1407;0;O1[C@H]2[C@@H](CC[C@]3(C2=C(C)C(=O)C=C3)C)[C@H](C)C1=O;training;;
1407;1407;C[C@H]1O[C@H](O[C@@H]2[C@@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@@]6(C(=O)O)CC[C@@]45C)[C@]3(C)CO)OC[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O;1408;0;O1[C@H](C)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1[C@H](O)[C@H](O)CO[C@@H]1O[C@H]1CC[C@]2([C@H](CC[C@]3([C@@H]2CC=C2[C@@H]4CC(CC[C@]4(CC[C@@]23C)C(O)=O)(C)C)C)[C@@]1(CO)C)C;training;;
1408;1408;COc1ccc2c(c1)OC/C(=C/c1ccc(O)c(O)c1)C2=O;1409;0;O1C\C(=C\c2cc(O)c(O)cc2)\C(=O)c2c1cc(OC)cc2;training;;
1409;1409;COc1ccc2c(c1)OC/C(=C\c1ccc(OC)c(O)c1)C2=O;1410;0;O1C\C(=C/c2cc(O)c(OC)cc2)\C(=O)c2c1cc(OC)cc2;training;;
1410;1410;COc1ccc2c(c1)OC/C(=C/c1ccc(OC)c(OC)c1)C2=O;1411;0;O1C\C(=C\c2cc(OC)c(OC)cc2)\C(=O)c2c1cc(OC)cc2;training;;
1411;1411;O=C([O-])c1cn(-c2ccc(F)cc2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O;1412;0;Fc1cc2c(N(C=C(C(=O)[O-])C2=O)c2ccc(F)cc2)cc1N1CC[NH2+]CC1;training;;
1412;1412;C[C@@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@H](C3=CC(=O)OC3)CC[C@]12O;1413;0;O1CC(=CC1=O)[C@@H]1CC[C@]2(O)[C@@H]3[C@H]([C@]4([C@H](C[C@@H](O)CC4)CC3)C)[C@H](O)C[C@@]12C;training;;
1413;1413;CO[C@H]1[C@H](O)[C@@H](O[C@H]2CC[C@]3(C=O)[C@@H]4[C@H](OC(C)=O)C[C@@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@]3(O)C2)O[C@@H](C)[C@@H]1OC(C)=O;1414;0;O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@@H]3[C@H]([C@]4(CC[C@H](O[C@H]5O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)[C@@H]5O)C[C@@]4(O)CC3)C=O)[C@H](OC(=O)C)C[C@@]12C;training;;
1414;1414;COc1c(CC=C(C)C)c2c(c3oc(=O)c(-c4ccc(O)cc4)c(O)c13)C=CC(C)(C)O2;1415;1;O1c2c(C(O)=C(c3ccc(O)cc3)C1=O)c(OC)c(c1OC(C=Cc12)(C)C)C\C=C(\C)/C;training;;
1415;1415;CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12;1416;0;O1[C@H]2[C@H]3N([C@H]([C@@H]12)CC(OC(=O)[C@H](CO)c1ccccc1)C3)C;training;;
1416;1416;COc1cc2ccc(=O)oc2cc1O;1417;0;O1c2cc(O)c(OC)cc2C=CC1=O;training;;
1417;1417;CN1[C@H]2C[C@@H]3C[C@H]1[C@@H](O3)[C@@H]2O;1418;0;O1[C@@H]2[C@H]3[N@]([C@H](C[C@@H]1C3)[C@H]2O)C;training;;
1418;1418;Cc1ncc([N+](=O)[O-])n1C[C@H](C)O;1419;0;O[C@H](Cn1c(ncc1[N+](=O)[O-])C)C;training;;
1419;1419;O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31;1420;0;O1[C@]23[C@@H]4N([C@H](C=CC2=CC1=O)C3)CCCC4;training;;
1420;1420;CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O;1421;0;O1[C@@H]2C[C@@]3(O[C@@H]([C@H](CC3)C)C3CCCCC3)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@H]\4[C@]/3(O)[C@@H](C=C(C)/C/4=N/O)C1=O)C)C2;training;;
1421;1421;C/C=C(/C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C;1422;0;O1c2c(C[C@@H](OC(=O)\C(=C/C)\C)C1(C)C)c1OC(=O)C=Cc1cc2;training;;
1422;1422;CC1CCC(NC(=O)N(CCCl)N=O)CC1;1423;0;ClCCN(N=O)C(=O)NC1CCC(CC1)C;training;;
1423;1423;CC(=O)O[C@@H]1CC[C@@]2(O)C[C@]1(C)CC[C@@H]1[C@@H]2CC1(C)C;1424;0;O(C(=O)C)[C@@H]1CC[C@]2(O)[C@@H]3[C@@H](CC[C@]1(C2)C)C(C3)(C)C;training;;
1424;1424;O=C(O)c1cc(O)c2c(c1)[C@@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O;1425;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1Oc1c2c(ccc1)[C@H](c1c(C2=O)c(O)cc(c1)C(O)=O)[C@@H]1c2c(C(=O)c3c1cccc3O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c(O)cc(c2)C(O)=O;training;;
1425;1425;CC(=O)Oc1c(-c2ccccc2)oc2c(CC=C(C)C)c3c(c(OC(C)=O)c2c1=O)C=CC(C)(C)O3;1426;0;O1c2c(C(=O)C(OC(=O)C)=C1c1ccccc1)c(OC(=O)C)c1c(OC(C=C1)(C)C)c2C\C=C(\C)/C;training;;
1426;1426;CC(C)=CCc1c2c(c(O)c3c(=O)c(O)c(-c4ccccc4)oc13)C=CC(C)(C)O2;1427;0;O1c2c(C(=O)C(O)=C1c1ccccc1)c(O)c1c(OC(C=C1)(C)C)c2C\C=C(\C)/C;training;;
1427;1427;CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21;1428;0;Clc1cc(ccc1Cl)[C@@H]1CC[C@H](NC)c2c1cccc2;training;;
1428;1428;O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1;1429;0;O[C@H]1[C@H](O)CC(=C[C@H]1O)C(O)=O;training;;
1429;1429;CC(C)C[C@@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1;1430;0;Clc1ccc(cc1)C1(CCC1)[C@H](N(C)C)CC(C)C;training;;
1430;1430;COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O;1431;0;O1c2c(C(=O)[C@H](O)[C@H]1c1cc3O[C@@H]([C@H](Oc3cc1)CO)c1cc(OC)c(O)cc1)c(O)cc(O)c2;training;;
1431;1431;CCNc1nc(Cl)nc(NCC)n1;1432;0;Clc1nc(nc(n1)NCC)NCC;training;;
1432;1432;COc1cc(/C=C/C(=O)O)cc(OC)c1OC;1433;0;O(C)c1c(OC)cc(cc1OC)\C=C\C(O)=O;training;;
1433;1433;COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@@]2(CCN3C)CC1=O;1434;0;O(C)C1=C[C@H]2[C@]3(CC1=O)c1c(C[C@@H]2[N@@](CC3)C)ccc(OC)c1O;training;;
1434;1434;CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O;1435;0;O1[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@@](O)(C)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)CC=C1CN;training;;
1435;1435;CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](OC(C)=O)CC[C@@]4(C)[C@@H]3CC[C@@]21C)C(C)C;1436;0;O(C(=O)C)[C@@H]1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](CC[C@H](C(C)C)CC)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C;training;;
1436;1436;C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C;1437;0;O1C[C@@H](CC[C@]12O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@H]([C@H]3[C@H](CC2)[C@]2([C@@H](C[C@@H](O)CC2)CC3)C)C1)C)C;training;;
1437;1437;CC(=O)N[C@H](C(=O)O)C(C)(C)SN=O;1438;0;S(N=O)C([C@H](NC(=O)C)C(O)=O)(C)C;training;;
1438;1438;O=C(O)CF;1439;0;FCC(O)=O;training;;
1439;1439;O=C(O)c1ccccc1O;1440;0;Oc1ccccc1C(O)=O;training;;
1440;1440;C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@H]4CC=C5C[C@@H](O)CC[C@@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C;1441;0;O1[C@@H]2[C@H]([C@H](C)[C@]13NC[C@@H](CC3)C)[C@@]1([C@H]([C@@H]3[C@@H](CC1)[C@]1(C(C[C@@H](O)CC1)=CC3)C)C2)C;training;;
1441;1441;CC1=CC(=O)[C@H]2C(C)(C)CCC[C@@]2(C)[C@@]1(O)CCc1ccoc1;1442;1;o1cc(cc1)CC[C@]1(O)[C@]2([C@H](C(CCC2)(C)C)C(=O)C=C1C)C;training;;
1442;1442;CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O;1443;0;OC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)C)CC(O)=O)C(O)=O;training;;
1443;1443;C1CCN2C[C@@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1;1444;0;[N@@]12[C@H]([C@H]3C[C@@H]([C@@H]4N(CCCC4)C3)C1)CCCC2;training;;
1444;1444;CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O;1445;0;O1[C@H]2[C@H](O[C@@H]3O[C@@H](CC(=O)[C@@]13O)C)[C@@H](O)[C@H](NC)[C@H](O)[C@@H]2NC;training;;
1445;1445;COc1cc2ccc(=O)oc2c2ccoc12;1446;0;O1c2c(cc(OC)c3occc23)C=CC1=O;training;;
1446;1446;O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1;1447;0;Fc1ccc(cc1)C(=O)CCCN1CCC2(N(CNC2=O)c2ccccc2)CC1;training;;
1447;1447;CO[C@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@H](C)OC(=O)C[C@H]1O;1448;0;O1[C@H](C\C=C\C=C\[C@H](O[C@@H]2O[C@H](C)[C@@H](N(C)C)CC2)[C@@H](C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@](O)(C3)C)[C@H](N(C)C)[C@H]2O)[C@@H](OC)[C@H](O)CC1=O)C)C;training;;
1448;1448;COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1[C@@H](O)OC3=O)OC2=O;1449;0;O1[C@H](O)c2c(c(O)c(c3OC(=O)c4c(Oc23)c(C=O)c(OC)cc4C)C)C1=O;training;;
