SMILES	SLogP	GATS6s	PEOE_VSA6	GATS3se	VSA_EState5	EState_VSA3	ATSC3dv	ATSC8p	JGI10	JGI8	GATS1d	VSA_EState3	GATS4p	MCBO	AATSC0v	GATS8d	ATSC6se	GATS3d	GATS6Z	MINssCH2	observed	predicted
COc1cccc([C@@H](C)NC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1	-0.16	1.32	-0.78	0.08	0.34	-0.7	-0.74	0.57	0.03	-1.31	-1.05	0.08	0.96	1.28	-0.56	0.17	-0.58	0.35	0.85	-0.22	0	1
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21	0.77	-0.32	-0.68	0.63	-0.32	0.88	0.09	-1.33	-0.06	-0.52	-0.16	-0.96	-0.5	-0.39	0.15	0.83	1.8	-0.55	-0.33	-0.08	1	1
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2	0.11	-0.45	-0.73	0.79	-0.86	2.08	-0.34	-0.44	0.04	0.93	-0.91	-1.04	0.68	-0.42	-0.74	1.01	1.73	0.29	0.1	-0.09	1	1
O=C(Nc1ccc(-c2cn[nH]c2)cc1)C1COc2ccccc2O1	-0.58	1.13	-0.08	0.99	0.61	-0.32	-0.68	0.52	-0.72	-0.77	-0.57	-0.03	0.67	1.11	-0.88	1.22	-0.42	0.3	0.29	-0.34	1	1
COc1ccc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2c1	-1.02	1.0	-0.43	-0.17	0.72	0.81	0.8	-1.1	0.15	-0.4	-1.14	0.01	-0.9	0.9	-0.09	0.4	-0.86	-0.43	0.13	-0.17	0	0
CC(Oc1cccc(Cl)c1)C(=O)Nc1cc(C(F)(F)F)ccc1-n1cncn1	0.48	-0.23	-0.46	-0.37	-0.19	-0.74	-0.68	0.53	-0.11	-0.41	1.38	-0.33	-0.16	-0.02	-2.33	-0.62	-0.01	-0.49	-0.49	0.22	0	0
CC(C)(C)CCn1ccnc1C=NO	-1.11	1.57	0.01	-1.75	0.41	-0.71	0.29	0.7	-2.42	-3.7	2.1	0.16	-1.04	-1.67	-0.77	-2.82	-0.24	-1.72	1.86	1.22	0	0
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1	-0.08	2.85	-0.14	-0.07	-0.03	-0.41	-0.15	0.55	-2.42	-3.7	-0.96	0.13	0.71	0.53	0.04	-5.3	-0.47	-0.48	2.6	0.17	1	1
CC(=O)c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2	-0.13	-0.12	-0.33	-0.45	-0.47	0.1	2.3	-0.17	0.02	0.1	-0.12	1.07	-1.01	0.9	0.11	1.02	2.3	-1.41	1.07	-0.11	1	1
Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCCONC(=N)N	-2.43	-0.36	0.27	0.57	-2.7	-1.07	-1.08	0.07	0.56	-0.41	1.03	0.2	1.4	-0.82	-2.17	0.63	1.91	0.06	-0.15	-2.59	0	0
O=C(c1ccc2c(c1)CC(c1nc3ccc(-c4cn[nH]c4)cc3c(=O)[nH]1)CO2)C1CC1	-0.03	0.58	-1.13	0.4	1.06	0.49	-0.52	1.51	-0.27	-0.15	-0.74	-0.27	-0.13	1.73	-0.49	0.37	0.62	-0.2	-0.03	0.21	0	0
CC(C)c1ccc(SCC(=O)N2CCOCC2C(=O)O)cc1	-1.04	1.26	0.02	-0.26	-0.3	-0.2	-0.89	-1.16	1.59	-0.1	0.45	-0.08	1.0	-1.44	0.87	-0.21	-0.55	1.17	2.81	-0.62	0	0
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2ccccc2)c1=O	-0.65	1.51	1.31	-0.5	0.36	0.09	1.01	-0.43	-0.49	-1.49	-0.93	-0.04	-1.19	1.08	0.33	0.7	-0.84	-0.09	0.3	-0.12	0	0
NC(=O)OC(CCN1CCN(c2ccc(O)cc2)CC1)c1ccc(F)cc1	-0.57	-0.72	-0.78	0.49	-0.06	-1.02	-1.64	-0.62	-0.38	-0.14	0.5	-0.05	1.44	-0.82	-0.26	-1.3	0.55	0.56	-0.32	0.55	0	0
Oc1ccc2c(c1)CCN(CCCCc1ccccc1)CC2O	-0.26	-0.62	0.62	-0.31	0.16	-1.02	-0.14	0.33	-0.54	-1.89	0.3	1.07	1.52	-0.67	1.26	-0.14	0.98	0.3	-0.36	0.76	1	1
Cc1nn(CCO)c(C(C)C)c1Cc1cc(Cl)cc(Cl)c1	0.38	-0.87	0.65	0.26	0.19	0.02	-0.74	0.06	-0.99	-0.52	-0.28	0.54	-1.92	-1.06	1.89	-0.36	0.56	0.75	-2.54	-0.57	1	1
CCCC(=O)NS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1	0.67	0.4	1.75	-0.3	-0.2	1.17	1.26	0.11	-0.23	0.32	0.64	-0.68	0.0	0.04	0.76	0.13	-0.89	-0.55	1.73	-0.46	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCCCCC3N(Cc3ccc(F)cc3)C1=O)N2	0.17	-0.07	0.7	-0.4	-1.17	-0.25	0.78	0.29	0.34	0.55	1.19	0.46	-0.35	0.24	0.1	-0.49	0.78	-1.31	-0.44	-0.4	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3CCCC[C@H]3N(Cc3ccc(F)cc3)C1=O)N2	-0.39	0.01	-0.04	-0.14	-1.17	-0.25	0.03	-0.0	0.56	0.77	1.2	0.44	-0.47	0.48	-0.26	-0.53	0.59	-1.09	-0.19	-0.4	0	0
O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3	-0.08	-1.46	-1.13	-0.29	0.15	-0.65	0.46	-0.67	-0.38	0.74	0.1	-0.57	-0.04	0.9	0.5	1.67	0.05	0.1	-1.28	0.46	0	0
CC(C)C(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1	-0.36	0.16	-0.68	0.41	0.11	-0.66	0.22	1.05	1.2	0.11	-0.44	-0.59	-1.31	0.47	-0.01	-1.08	-0.39	-0.65	1.24	1.5	0	0
COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1	-0.34	0.04	0.31	0.18	1.1	1.77	0.27	1.04	-0.87	-0.59	-0.28	-0.02	-1.12	-0.92	-0.24	0.11	0.66	0.57	0.09	0.35	1	1
CN[C@@H]1CCN(c2nc(N)nc3c2oc2ncc(Cl)cc23)C1	-1.34	1.68	-0.81	-0.52	0.56	0.37	1.5	-0.17	1.8	-0.18	-1.28	-0.56	-1.32	0.67	-0.96	0.27	-0.69	-1.87	-0.4	1.13	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCC3N(Cc3ccc(F)cn3)C1=O)N2	-1.1	-0.06	-1.1	0.04	-1.31	-0.24	-0.43	-0.48	0.58	0.93	1.22	0.42	-0.39	0.61	-0.95	-0.39	0.36	-0.97	-0.22	-0.65	0	0
O=c1[nH]c([C@@H]2CNC[C@H]2c2ccccc2)nc2ccc(-c3cn[nH]c3)cc12	-0.63	1.38	0.62	-0.52	0.73	-0.71	0.02	0.65	-0.48	-0.69	-0.86	0.1	0.22	1.85	-0.13	0.19	-0.03	0.53	0.2	1.03	0	0
O=C1COCCN1c1ccc(C2CC(c3ccc([N+](=O)[O-])o3)=NO2)cn1	-1.33	-1.18	-1.18	-0.45	0.23	0.95	-0.68	-0.39	-0.18	-0.45	-0.43	0.5	0.97	0.31	-3.01	0.11	0.77	0.15	-0.58	-0.63	0	0
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(C(F)(F)F)cc3)c2C)C1=O	0.57	-1.82	-1.47	-0.94	-0.71	-0.34	-0.76	-0.9	0.92	0.49	-0.24	-0.73	1.19	-0.3	-0.79	1.39	1.8	1.44	-0.81	-0.4	0	0
CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1	-1.98	-1.32	-1.17	1.38	-0.01	-0.59	-0.51	1.18	1.32	3.33	0.18	-0.04	0.31	1.37	-0.91	-0.16	0.59	0.08	-1.07	0.39	0	0
COc1cc(C2CCN(CC(N)=O)CC2)ccc1Nc1ncc2c(C)cc(-c3ccccc3N(C)S(C)(=O)=O)n2n1	-0.11	-0.25	-0.08	0.61	0.67	0.5	-0.96	-1.38	0.54	0.04	-0.28	-0.19	0.39	0.27	0.09	0.51	-0.51	0.37	0.08	-0.1	1	1
Cc1nc(C(=O)N2CCC[C@@H](C(F)(F)F)[C@H]2CNC(=O)c2cccc3cccnc23)c(-c2ccccc2)s1	1.58	0.94	1.31	-1.17	-1.79	-0.44	0.36	-2.86	-0.01	0.43	0.21	-0.61	0.38	0.36	-0.12	0.45	-1.63	0.3	1.83	-1.52	0	0
O=C([C@H]1CCCN1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1	-0.8	-0.6	-0.43	-1.65	-0.05	-0.65	1.99	-0.26	0.32	0.52	2.15	-0.71	1.34	-0.24	-0.21	0.66	2.03	-0.03	-0.79	-0.26	1	1
CCCCCN(C(=O)Nc1ccc(SC(F)(F)F)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1	2.71	-0.75	0.01	-2.51	-0.56	0.19	0.35	-0.26	0.88	0.66	1.72	0.25	-0.64	-1.39	1.03	-0.79	-1.19	-0.8	-0.62	0.52	0	0
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)c2ccccc2)(C(C)C)C1	-0.69	-1.78	0.37	-0.2	0.4	0.62	-0.54	2.13	-0.39	0.59	0.37	-0.64	0.24	-1.52	0.26	0.12	0.01	2.04	0.15	0.64	0	0
CS(=O)(=O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21	-0.93	-1.5	-0.78	1.76	0.51	-0.17	-0.78	-0.09	0.3	-0.21	-0.05	-1.04	0.32	1.59	0.1	1.07	0.37	-0.63	-1.14	-0.5	0	0
N#C[C@@H]1CCCN1C(=O)c1cccc2c1C(=O)N(Cc1ccccc1)C2	-0.5	0.05	0.96	-1.02	-0.21	0.97	0.52	-0.38	-0.91	-0.78	-1.05	-0.06	-0.33	0.9	0.27	-0.69	-0.39	0.3	0.42	0.36	0	0
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCS(=O)CC4)cc3)C2)o1	-0.75	-1.79	-0.48	-0.38	0.89	0.47	-0.49	0.02	-0.55	0.01	-0.18	0.51	-0.66	0.31	-0.74	-0.51	1.4	0.0	-0.69	0.33	0	0
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCN3CCOCC3)nc2c(=O)[nH]1	-2.06	-0.3	-0.68	0.37	0.23	3.11	1.77	-2.08	-0.14	-0.5	-0.78	-0.56	1.2	-0.39	-0.57	1.75	2.33	0.42	0.02	-0.06	1	1
C#Cc1ccc(Nc2c(C(=O)NOCCO)c3n(c(=O)c2F)CCC3)c(F)c1	-1.59	0.89	-1.13	-1.19	-0.34	-0.24	1.51	-0.61	-0.43	0.63	-1.17	0.15	0.77	0.16	-1.83	0.34	-0.66	-0.35	1.05	-1.5	0	0
COc1ccc2c(c1)COC(=O)N2C1CCN(CC(=O)Nc2ccc3[nH]c4ccccc4c3c2)CC1	0.87	1.57	-0.43	-0.22	0.42	-1.02	-0.66	0.25	-0.64	-0.52	-1.07	-0.48	0.63	0.76	0.06	0.33	-0.95	0.42	1.19	-0.19	0	1
COc1cccc(CN(C)C(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1	0.13	1.88	-0.08	-0.44	0.47	-0.65	-0.86	1.17	0.25	-0.75	-1.67	-0.22	0.75	1.08	0.2	-0.36	-0.56	1.13	0.74	0.38	1	1
CCN1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)CC1	0.77	-0.38	1.36	1.1	-0.07	-1.08	-0.49	-0.06	-1.61	0.66	-0.85	-0.72	1.44	0.37	1.29	0.28	0.14	1.14	-0.61	1.57	0	0
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1	-1.76	2.01	-0.78	-0.53	-0.01	0.15	1.15	-0.05	-2.42	-2.07	0.14	-0.53	2.44	0.64	0.72	-2.44	-0.43	1.15	-0.5	0.39	0	0
O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3	0.78	1.18	0.59	-1.68	-0.87	0.38	0.98	0.52	0.15	-0.84	-1.09	1.22	0.57	0.7	0.77	-0.71	-1.07	-0.44	0.43	0.02	0	0
CC(C)Cc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1	1.98	-1.35	0.37	-0.42	0.86	0.83	0.66	-1.07	1.14	-0.37	1.12	-1.04	-1.25	0.6	0.0	-0.26	-0.1	-1.76	-0.9	0.3	0	0
CC(C)=Cc1nn(CCC(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O	-0.67	0.68	0.04	0.14	-0.54	-1.02	1.79	-0.31	1.14	1.7	1.66	0.86	-1.6	0.16	0.01	0.12	-0.16	-2.55	0.08	-0.21	1	1
Cc1c2c(n3c1CCCN1CCNC[C@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O	-0.72	-1.36	-0.68	0.36	-0.13	-0.27	0.16	-0.69	0.13	1.19	-0.33	-0.3	0.21	-0.66	0.36	0.58	0.58	-0.08	-0.34	0.53	0	0
COc1ccc(CCN2C(=O)N(NS(=O)(=O)CC#N)C[C@@H]2c2ccc(OC)cc2)cc1	-1.14	-0.5	-0.08	0.48	0.42	-0.23	-2.01	0.43	0.21	-0.4	0.52	-0.01	1.44	0.07	-0.22	-0.45	-0.47	0.75	-0.41	-2.37	1	1
c1ccc(C(Cc2ccccc2OCC2CC2)N2CCNCC2)cc1	-0.0	-0.6	1.31	1.96	1.13	-1.05	0.1	-0.29	-1.65	-1.27	-0.03	-0.67	-0.15	-0.54	1.38	-1.2	0.23	0.4	-0.02	1.18	0	0
CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3c(CNS(C)(=O)=O)cccc32)C(=O)N1Cc1ccc(F)c(Cl)c1	-0.27	0.18	1.78	-0.35	-1.01	-1.08	0.47	-1.39	0.61	1.03	1.22	0.14	-1.68	0.2	0.24	0.51	0.96	-1.08	-1.04	-1.42	0	0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1	-1.3	-1.14	-1.47	1.6	0.51	-1.02	-1.17	0.35	-2.42	1.25	-0.89	-0.63	2.23	-0.01	0.09	-1.16	-0.09	0.76	-0.32	0.69	0	0
O=C(O)c1cccc(NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3Cl)cc2)c1	1.07	0.22	1.25	-0.21	-0.72	-0.79	-0.32	-0.72	-0.67	-0.28	1.09	0.01	1.2	1.09	-0.41	-0.24	-0.41	0.24	-0.18	-0.23	0	1
C[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccc(F)cc2OCCN[C@@H](C2CC2)C(=O)N1C	-0.95	-0.51	-0.43	0.01	-0.79	0.98	-0.83	1.86	0.39	-0.39	0.57	-0.1	0.6	-1.08	-0.24	-0.28	-0.01	0.45	0.28	-0.41	0	0
CC(C)(C)c1ccc(-c2ccnc(C#N)c2)cc1	0.18	-0.85	1.11	-1.69	-0.01	-1.07	-0.08	-0.91	-2.42	3.22	0.61	-0.11	-0.01	0.9	1.57	0.66	0.24	0.26	-1.4	0.13	1	1
c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1	0.06	0.47	0.27	0.48	-0.01	-1.05	0.2	1.41	-0.74	-0.9	-1.26	-0.92	-0.24	1.52	0.53	-0.82	-0.05	-0.02	1.0	1.56	0	0
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O	1.75	-0.41	1.73	-1.52	-1.23	1.35	2.5	0.16	0.23	-0.18	1.88	-0.25	-0.61	-0.54	-0.47	0.92	1.58	-1.32	-0.23	-2.09	1	1
COc1cccc(CN(CCN2CCOCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1	-0.16	1.37	-0.08	0.41	0.47	-0.59	-1.05	0.57	-0.96	-1.33	-0.6	-0.0	1.42	-0.23	-0.06	0.42	-0.42	0.83	0.33	0.35	1	1
CC(C)(C)OC(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1	-0.87	-0.32	-0.78	0.69	-0.38	-0.59	-0.89	-0.9	0.13	2.09	1.22	-0.15	-1.25	-0.97	-0.42	0.07	-0.52	-1.81	1.08	0.31	0	0
CNC1CN(C(=O)c2cc3cc(Cl)cc(C)c3[nH]2)C1	-1.07	1.36	-0.81	-0.61	0.02	-0.35	0.04	-0.71	0.75	1.82	-0.75	-0.53	-1.11	0.09	0.75	0.02	0.16	-0.15	-1.21	0.94	0	0
C[C@H](O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2)CC1	0.79	-0.81	-0.08	0.73	0.58	-0.67	0.84	-0.84	1.05	-0.18	1.11	0.82	0.85	0.13	0.67	0.75	0.33	-1.12	-0.33	0.88	1	1
CN1CC[C@@](NC(=O)c2ccc3c(C4CCCC4)c(-c4cccc(N)n4)n(C)c3c2)(C(=O)Nc2ccc(/C=C/C(=O)O)cc2)C1	0.97	-0.05	0.66	-0.83	-0.49	1.68	0.02	0.93	0.24	-0.23	-0.4	0.65	-0.51	0.33	0.21	-0.09	-1.52	-0.11	0.93	0.06	0	0
C[C@H](O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2)CC1	0.31	-0.37	0.27	1.21	0.58	-0.3	-0.56	-0.44	0.57	-0.26	0.26	0.82	-0.21	0.36	0.53	0.33	-0.07	-0.16	-0.19	0.88	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3CCCN3N(Cc3ccc(F)cc3)C1=O)N2	-1.24	0.03	-0.78	0.35	-1.06	0.18	-0.79	-0.1	0.58	0.93	1.02	0.75	-0.24	0.61	-0.95	-0.52	0.41	-0.92	-0.22	-0.57	0	0
COc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)=C(O)[C@H]3[C@@H]2[C@H]2CC[C@@H]3C2)ccc1F	-0.49	-0.02	-1.13	-0.54	-1.04	-1.08	0.16	-0.53	0.71	1.27	0.84	0.47	-0.7	0.38	-0.37	0.19	0.73	-0.62	-0.39	-0.53	0	0
Fc1cc(I)ccc1Nc1c(-c2nnc(NCCCN3CCOCC3)o2)ccc(F)c1F	0.69	-0.51	-1.18	-0.74	-1.79	-0.78	1.7	1.19	-0.13	-0.19	-0.42	0.38	-1.44	-0.55	1.0	0.47	1.57	-1.12	-2.41	0.59	0	0
Cn1c(C(N)=O)cc2cc(NC(=O)C(C)(C)NC(=O)c3ccc4c(C5CCCCC5)c(-c5ccccn5)n(C)c4c3)ccc21	1.69	-0.71	0.33	-0.54	-0.5	0.04	-0.08	0.72	0.46	0.72	-0.75	-0.22	0.12	0.67	0.45	0.26	-0.53	0.16	0.72	1.78	1	1
CC(C)[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)OC(C)(C)C)CC[C@@H](NC2CCOCC2F)C1	-0.4	-1.43	-0.68	0.59	0.25	0.26	-0.98	2.87	0.73	0.27	1.64	-0.67	-0.16	-2.64	-0.55	-0.9	-0.04	0.63	0.26	-0.41	0	0
COc1cc(N2CCN(C3CCN(c4ccc(F)c5cccnc45)CC3)CC2)c2ncccc2c1	0.75	-1.08	-1.13	0.18	0.4	-0.7	-0.14	0.42	-0.81	-0.6	-1.41	-0.86	1.35	0.46	0.49	-0.34	-0.55	1.24	0.61	1.38	1	1
CN(C)CCn1cnc2c(c(Nc3ccc(I)cc3F)cc(=O)n2C)c1=O	-1.09	0.37	-1.47	-0.19	-0.3	-0.59	0.98	0.07	0.66	0.92	-0.89	-0.71	-2.13	0.52	1.83	1.71	-0.45	-0.72	-2.35	0.25	1	0
Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)nc1	-0.28	-2.14	-0.78	-1.95	-0.02	1.72	0.14	0.3	0.34	-0.14	0.39	-1.04	0.75	0.07	-1.98	-0.04	0.66	-0.18	-0.82	0.39	0	0
COC[C@H]1C[C@@H](C(=O)NCC2CCOCC2)CN(Cc2nc(-c3ccncn3)[nH]c2C)C1	-1.34	2.48	-1.47	-0.19	1.04	0.18	-0.34	0.5	-0.72	-0.91	0.23	-0.7	-0.76	-1.19	-0.5	0.14	-0.74	-0.37	0.81	0.7	0	0
Cc1ccc(-c2nn(Cc3ccccc3)c(=O)c(C3=CS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)c2O)s1	-0.05	0.32	0.27	0.83	-0.29	-1.12	-0.26	0.26	0.54	0.24	0.76	1.01	-0.16	1.58	0.0	-0.5	0.9	-1.52	-0.21	-0.54	0	0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C(F)(F)F)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C	0.09	-0.18	2.11	-0.42	-3.65	-0.54	-2.32	-0.09	0.89	0.59	1.16	4.34	0.93	-1.38	-0.89	-0.71	-1.83	1.85	0.07	-2.21	0	0
CC(C)C(=O)N/C(=N/C1=NC(=O)C(=O)N1C(C)C)Nc1ccc(Cl)c(Cl)c1	-0.72	0.44	0.65	-0.1	-1.51	-0.42	1.21	-0.16	1.19	1.61	0.2	-0.39	-1.37	-0.82	-0.46	1.98	0.02	-1.05	-1.01	0.63	0	0
CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21	-0.53	-0.45	-0.73	1.0	-1.47	0.89	-0.71	-0.63	0.17	1.65	-0.74	-0.76	1.17	-0.24	-1.1	1.11	1.94	0.03	-0.17	-1.51	0	0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CCOCC3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	0.76	1.0	1.13	-0.11	-4.36	1.5	1.91	-2.83	-0.02	0.12	1.1	1.44	0.36	-2.5	-0.24	-0.01	-1.73	1.02	0.88	-1.0	1	1
N#CC1(n2cc([C@@H](NC(=O)c3ccsc3)c3ccc(Cl)cc3)nn2)CC1	-0.1	0.0	0.19	0.52	-0.13	-0.38	-0.31	-1.14	-0.22	-0.16	0.09	1.59	-0.96	1.3	-0.39	-0.24	0.13	-0.57	-0.77	0.93	0	0
CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1	-0.28	-0.65	1.31	2.46	0.61	-0.62	-0.33	-0.43	1.86	-1.4	-0.65	-0.68	0.86	-0.67	1.24	-0.79	0.25	1.47	-0.04	0.81	0	0
CC(C)Oc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1	-0.34	-0.01	-1.47	1.3	0.63	2.98	0.12	-2.58	-0.52	-0.94	-0.33	-0.45	0.12	-0.48	-0.59	-0.96	-0.75	-0.59	0.75	0.6	0	0
CC1(C)CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O	-0.77	0.16	0.02	0.25	-1.09	-1.08	-1.04	0.72	0.44	1.33	1.54	0.4	-1.47	0.46	-0.48	-1.42	-0.14	-1.32	-0.15	-0.52	0	0
O=C(NC[C@H]1CC[C@@H](CCOc2ccccc2)CC1)c1cc[nH]n1	-0.18	0.96	-0.43	-0.41	1.34	-0.69	0.3	-0.25	-1.6	-0.86	0.95	-0.03	0.34	-0.6	0.4	-0.67	-0.35	0.05	0.22	0.9	0	0
CC#Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O	-1.58	1.6	-0.09	-0.24	3.79	0.09	0.92	0.05	-0.28	-0.66	-0.98	-0.05	-1.57	0.9	0.09	0.31	-1.05	-0.27	0.42	-0.15	0	0
CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@H](NS(C)(=O)=O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12	0.29	-0.81	2.1	-0.21	-1.47	0.87	0.36	-1.56	2.31	1.59	1.47	-0.01	-1.31	-0.65	0.88	-0.55	3.87	-1.28	-1.69	0.2	0	0
COCN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2)S(C)(=O)=O	-0.73	0.71	-0.33	-0.1	-0.38	-0.71	1.94	-0.42	0.97	0.28	0.43	1.08	-0.93	0.49	0.1	0.76	0.24	-0.79	0.4	-1.48	1	1
CSc1nc2ccccn2/c(=N\C(C)=O)c1S(=O)(=O)c1ccccc1	-0.96	1.17	-0.08	0.91	-0.31	-0.75	0.31	-0.19	-2.42	-1.04	-0.56	-1.01	0.22	1.72	0.41	-2.73	-0.95	0.27	2.98	0.88	0	0
CC[C@H]1C[C@@H](C(=O)NC[C@@H]2CCCO2)CN(Cc2nc(N3CCOCC3)oc2C)C1	-1.22	2.2	-0.71	0.82	0.97	0.62	-0.92	-0.33	-0.43	-1.03	0.37	-0.71	-0.11	-2.02	-0.59	0.32	-1.06	-0.11	1.03	0.65	0	1
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCn1ccnn1	0.12	-0.58	-1.17	2.04	1.73	1.86	-1.25	-0.36	-0.41	-0.59	-0.87	0.19	0.58	-0.13	-0.71	0.26	0.46	0.23	0.1	0.35	0	0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(OCc3ccccc3)c(F)c2)cc1F	2.44	0.94	2.01	-0.21	-1.59	-0.35	-0.79	0.9	-0.91	-0.05	-0.5	-0.37	0.62	1.24	-0.37	0.42	-0.56	0.38	-0.2	-0.41	0	1
CN(C(=O)c1ccc(-n2cccn2)cc1)[C@@H]1CCN(C2CCC2)C1	-0.79	-0.72	-1.1	0.73	0.06	-1.05	-0.34	0.54	-0.73	-0.43	-0.46	-0.6	0.31	-0.17	0.47	0.82	0.69	1.74	-0.72	1.52	0	0
COC(=O)c1cc(N)c(Nc2ccc(C#N)cc2)cc1Oc1c(C)cc(/C=C/C#N)cc1C	1.4	-0.74	-1.47	0.26	0.16	0.03	-0.92	1.45	0.26	0.13	-1.22	1.17	-0.91	1.06	-0.23	0.72	0.09	0.43	0.07	-0.55	0	0
