SMILES	X0A	ATSC8p	F06[O-Cl]	nR_5_False_False_False_True	PEOE_VSA2	C-025	B06[N-F]	F06[N-F]	B06[N-Cl]	B06[N-Br]	B06[O-O]	F06[O-O]	B06[O-S]	B06[O-F]	B06[O-Cl]
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2C2=CCNCC2)C1	0.7037480361500295	2.100882041475949	0	0	0.0	6	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1CC(O)CO	0.720878262402688	4.2930997802343	0	0	4.722094864452088	2	1	3	0	0	0	0	0	0	0
O=S(=O)(Nc1ncns1)c1cc(F)c(NCC23CCCN2CCC3)cc1F	0.7063223456642952	1.9939055396227996	0	2	9.622004595302567	0	1	2	0	0	0	0	0	0	0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1[nH]c(=O)cc2cc(S(=O)(=O)Nc3ccon3)ccc12	0.7069171808457448	-1.684522458170554	0	0	9.51663204852391	5	0	0	0	0	1	1	1	0	0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1ncnc2cc(S(=O)(=O)Nc3ccncn3)ccc12	0.7023856056563967	0.4398845556123654	0	0	4.722094864452088	4	0	0	0	0	0	0	0	0	0
O=C1CC2(CCN(C(=O)NC3CCc4ccccc43)CC2)Oc2ccccc21	0.6835577654888684	0.4396504707143648	0	0	4.794537184071822	3	0	0	0	0	1	1	0	0	0
COc1ccc(Cl)c(-c2ccc(NC(=O)c3ccnn3C)nc2N)c1	0.7189730806303463	-0.8109891088937	0	0	9.476340119217006	2	0	0	0	0	0	0	0	0	0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1	0.690159669702207	-5.432264642811954	0	0	0.0	2	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccccc1C(F)(F)F	0.7120018483491586	4.2550028985433155	0	0	4.722094864452088	1	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2Cc1ccccc1	0.6917275728965026	4.472511934268001	0	0	4.722094864452088	1	0	0	0	0	0	0	0	0	0
CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)[C@H]3CCCN3)cc2)nc1N	0.7260771676946511	3.3144352099079626	0	1	4.794537184071822	1	0	0	0	0	0	0	0	0	0
O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1	0.6788837041169072	0.7615398781300182	0	0	4.9839785209472085	2	0	0	0	0	0	0	0	0	0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccc1F	0.7099955136029481	-3.0679736945309024	0	0	9.77851570501903	3	0	0	0	0	0	0	0	1	0
CCOc1ccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cn1	0.6986523987320961	-0.5507880600116197	0	0	4.722094864452088	0	0	0	0	0	0	0	0	0	0
O=C(Nc1ccccc1)C1CCN(CC(O)COc2ccc(C(F)(F)F)cc2)CC1	0.7187422388166229	-0.5152195049630006	0	0	4.794537184071822	1	0	0	0	0	0	0	0	1	0
COCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	0.703433153802856	-6.205694479191719	0	0	4.794537184071822	2	0	0	0	0	1	2	0	1	0
CC1(C)C(=O)N(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c21	0.6915994145390948	-0.5317368895794297	0	1	14.594356645772777	2	0	0	0	0	0	0	0	0	0
COCCS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1	0.6980521752802681	-4.227973158853999	0	0	4.794537184071822	2	0	0	0	0	1	2	0	0	0
CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21	0.6999336017706532	-2.709268910015106	0	1	4.794537184071822	6	0	0	0	0	0	0	0	0	0
C[C@@H]1COc2ccc(-c3ccc(C(F)(F)F)cc3)cc2C(=O)N1Cc1ncccn1	0.7100918046834948	0.297363964203174	0	0	4.794537184071822	4	0	0	0	0	0	0	0	0	0
CN1C(C)(C)CC(Nc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1(C)C	0.7452592998687193	-12.023492353822967	0	0	9.622004595302567	0	1	1	0	0	0	0	0	0	0
COc1cc(-c2cc(F)cc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3cc(C)ncn3)ccc12	0.70692230517928	-1.2460270664761202	0	0	9.706073385399296	5	0	0	0	0	0	0	0	0	0
Cc1ccc(C(=O)NC(=N)NCCc2cccs2)cc1	0.7186016360093352	-0.12029109301436591	0	0	15.520609393869675	2	0	0	0	0	0	0	0	0	0
C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1	0.7316548976442038	-3.7946737863169853	0	0	4.400694606261793	2	0	0	0	0	0	0	0	0	0
CN1CC=C(c2cc(C(F)(F)F)ccc2-c2cccc3c2CCN(S(=O)(=O)Nc2ncns2)C3)CC1	0.708372909812614	1.7935059094980916	0	0	0.0	6	0	0	0	0	0	0	0	0	0
CS(=O)(=O)CCNC(=O)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1	0.7313648940313014	-2.3366584689149223	0	0	4.794537184071822	2	0	0	0	0	1	2	0	1	0
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1ccncn1	0.7160801239669077	1.2613405599213379	0	0	4.722094864452088	3	1	3	0	0	1	2	0	1	0
CC(=O)N1CCCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1	0.7253996538907901	2.3850064431460556	0	0	9.51663204852391	0	1	1	0	0	0	0	0	0	0
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cn[nH]c1	0.7163520434451005	-1.8945188078130828	0	0	9.820776672753126	4	0	0	0	0	1	2	0	1	0
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(Br)c1	0.7125666637909982	-3.3463401245613342	0	0	4.794537184071822	1	0	0	0	0	1	1	0	0	0
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1	0.6983452978067921	0.6792127487387501	0	0	0.0	0	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3C3=CCNCC3)cccc2c1	0.7037480361500293	3.35810007849347	0	0	4.722094864452088	6	0	0	0	0	0	0	0	0	0
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCOCC(F)(F)F	0.7341031476156127	1.8929840286029327	0	1	9.589074368143644	3	1	3	0	0	1	1	0	0	0
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(N2C(=O)COc3ccccc32)CC1	0.6918667263108312	0.30052061948397846	0	0	9.589074368143644	2	0	0	0	0	0	0	0	0	0
Cn1cc(-c2cnc(OCC3CC3)c(Cl)c2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21	0.701624125732179	-5.46687499809389	0	0	4.794537184071822	4	0	0	1	0	0	0	0	0	0
Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl	0.7152579880163846	2.1348505791729337	0	0	9.403897799597273	1	1	1	1	0	1	2	0	0	0
COc1cc(-c2ccc(F)c(F)c2)c(F)cc1-c1nccc2cc(S(=O)(=O)Nc3nncs3)ccc12	0.7069171808457448	1.3173075769151334	0	0	9.706073385399296	5	0	0	0	0	0	0	0	0	0
Nc1nc(-c2cccc(NC(=O)c3ccc[nH]3)c2)cn1C(=O)c1ccc[nH]1	0.6963983015001795	0.3234658605743014	0	0	9.589074368143644	1	0	0	0	0	0	0	0	0	0
Nc1nc(-c2cccc(NC(=O)c3ccc[nH]3)c2)c[nH]1	0.6974691494688166	0.2770625025543738	0	0	4.794537184071822	1	0	0	0	0	0	0	0	0	0
CN(C)c1ccnc(CN2CCOc3ccc(-c4ccc(OC(F)(F)F)cc4)cc3C2=O)n1	0.714763975481243	-6.151565020591416	0	0	4.794537184071822	3	0	0	0	0	0	0	0	0	0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1nccc(N2CCCCC2)n1	0.6978540304670485	-2.7576850092525613	0	0	4.794537184071822	3	0	0	0	0	0	0	0	0	0
O=C1N(Cc2ncco2)CCN1c1cccc2c1cnn2-c1ccccc1F	0.6816861139600364	0.4669422444354139	0	1	4.899909730850478	1	0	0	0	0	0	0	0	0	0
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	0.6865013924510782	3.395458703790946	0	2	4.794537184071822	4	0	0	0	0	0	0	0	0	0
CN1CC=C(c2cc(C(F)(F)F)ccc2N2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)CC1	0.7083386901200176	3.848736909042998	0	0	4.722094864452088	2	1	3	0	0	0	0	0	0	0
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCC(OC)CC1	0.7133655677152242	-2.2519871002828156	0	0	4.794537184071822	2	1	1	0	0	0	0	0	0	0
CCCCc1nc2cc(C(=O)N3CCC4(CC3)Nc3cc(OC)ccc3-n3cccc34)ccc2o1	0.6855139595661951	-2.1458581365470537	0	0	4.794537184071822	1	0	0	0	0	1	1	0	0	0
COc1cc(-c2cccc(F)c2)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nncs3)ccc12	0.6973097510129606	2.4517156567638265	0	0	4.722094864452088	4	0	0	0	0	0	0	0	0	0
O=C1c2cc(-c3cccc(OC(F)(F)F)c3)ccc2OCCN1Cc1ncccn1	0.704653914456277	-1.2302366389303736	0	0	4.794537184071822	3	0	0	0	0	0	0	0	0	0
CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1	0.6970128713107305	-0.6344865830794947	0	0	0.0	2	0	0	0	0	0	0	0	0	0
Cc1cc(C(F)(F)F)ccc1-c1ccc2c(c1)C(=O)N(Cc1ncccn1)CCO2	0.7100918046834946	1.786756575522538	0	0	4.794537184071822	5	0	0	0	0	0	0	0	0	0
NC(=O)c1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12	0.7217389799786966	1.7899603278137273	0	0	9.51663204852391	6	1	3	0	0	0	0	0	1	0
O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(Cl)cc2-c2ccc3nccnc3c2)cc1F	0.7022507149269638	-0.9138037176377833	0	0	14.690051906346504	2	1	1	0	0	1	2	0	0	0
COc1cccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1	0.6983392734560053	0.21190788132061078	0	0	4.722094864452088	0	0	0	0	0	0	0	0	0	0
COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C	0.7321192679471153	-4.949426134229026	0	0	9.51663204852391	3	0	0	0	0	0	0	0	0	0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0.6909702524946127	-0.31199381138655624	0	0	4.567099647791355	2	0	0	0	0	0	0	0	0	0
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12	0.7025709119451038	-2.968934187692553	0	0	9.099753175368056	6	1	1	0	0	1	2	0	1	0
COc1cc(-c2cc(F)cc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccnc(C)n3)ccc12	0.70692230517928	-1.24602706647612	0	0	9.706073385399296	5	0	0	0	0	0	0	0	0	0
CCn1c(-c2cnc(C)nc2)nc2c(-c3cnc4c(c3)[C@](C)(NCC(C)(C)F)C(=O)N4)ncnc21	0.7130701336824028	-4.076523335851511	0	1	10.111325788078153	3	1	1	0	0	0	0	0	1	0
Cn1cc(C2=CCNCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21	0.7041633411102233	0.31555322162033794	0	0	4.794537184071822	3	0	0	0	0	0	0	0	0	0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1CCc1ccccn1	0.7047330391895116	-4.31650580732587	0	0	9.77851570501903	3	0	0	0	0	0	0	0	0	0
Cc1ncc(-c2ccccc2CCNC(=O)c2cnc(OCCOCC(F)(F)F)c(C)c2)cn1	0.7221714998841592	-4.362911825937555	0	0	4.794537184071822	5	0	0	0	0	1	1	0	1	0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)c(Cl)c3)nccc2c1	0.7172765696709557	-4.596407671245375	0	0	9.706073385399296	4	0	0	0	0	0	0	0	0	0
C[C@@]12CCC(=O)C[C@@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1	0.7043813737084693	-1.6465718180296207	0	0	9.694446914922299	1	0	0	0	0	1	1	0	0	0
CN1CCCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1	0.72053230922125	0.7205638723591283	0	0	4.722094864452088	0	1	1	0	0	0	0	0	0	0
COc1cc(-c2ccc(Cl)c(C)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ncns3)ccc21	0.7113314053635105	1.2908707069245282	0	0	14.083731696315265	4	0	0	0	0	0	0	0	1	0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(Cl)cc3C(F)(F)F)cccc2c1	0.7172765696709558	5.851085939580562	0	0	4.722094864452088	5	0	0	0	0	0	0	0	0	0
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1	0.7247688651768507	0.08742261212107094	0	1	0.0	2	0	0	0	0	0	0	0	0	0
Cc1onc(-c2ccccc2Cl)c1N(C)C(=O)NCc1ccc(OC2CCOCC2)nc1	0.7031695235391908	1.8123775142529657	0	0	4.899909730850478	2	0	0	0	0	0	0	0	0	0
Cc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1	0.709820438911045	-0.3574785686335832	0	0	19.746472746913447	3	1	3	0	0	0	0	0	0	0
N=C1N[C@H]2[C@H](CN3C(=O)CCC3=O)NC(=N)N3C[C@H](NC(=O)c4cc(C(F)(F)F)ccc4C(F)(F)F)C(O)(O)[C@]23N1	0.738627514451638	-4.628141001789086	0	3	30.102088494648985	3	1	3	0	0	0	0	0	1	0
Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO	0.7139361706926272	-2.23243005308495	0	0	9.77851570501903	5	0	0	0	0	1	1	0	1	0
c1ccc(Cn2ncc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1	0.6713118813253277	1.6830880135222464	0	0	4.899909730850478	2	0	0	0	0	0	0	0	0	0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3ncon3)ccc12	0.7022507149269639	-1.5210371095697468	0	0	4.9839785209472085	5	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1Cl	0.7172765696709559	2.6769243996480028	1	0	4.722094864452088	1	1	3	0	0	0	0	0	0	1
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1	0.7031882453106099	-2.1945221431914854	0	0	9.476340119217006	1	0	0	0	0	0	0	0	0	0
O=C(NS(=O)(=O)NCCCO)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	0.703544475844786	-6.8599781560946465	0	0	4.794537184071822	2	1	1	0	0	1	3	0	1	0
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(C(C)C)CC1	0.7181194440875834	-2.373364776580685	0	0	4.794537184071822	3	1	1	0	0	0	0	0	0	0
CC(C)COc1ncc(-c2ccc(-c3nnc(S(=O)(=O)C4CCC4)[nH]3)cc2F)cc1Cl	0.7152579880163846	1.155692887177693	0	0	0.0	3	1	1	0	0	0	0	0	0	0
COCc1onc(-c2c(Cl)cccc2Cl)c1NC(=O)OCc1ccccc1Cl	0.717701691404225	6.498232493800465	1	0	5.316788604006331	2	0	0	1	0	1	2	0	0	1
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(-n2ccnc2)cc1	0.6851276998687136	0.2912128840800776	0	0	4.722094864452088	0	0	0	0	0	0	0	0	0	0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	0.7370522758062569	0.7012275099422541	0	0	4.794537184071822	1	1	4	0	0	0	0	0	0	0
COc1ccc(-c2cn(C)c3cc(S(=O)(=O)Nc4ncns4)ccc23)cc1C(F)(F)F	0.7222109863913468	-2.9936535339878185	0	0	4.722094864452088	4	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(OC(F)(F)F)cc3Cl)cccc2c1	0.7169485119779102	1.8779026279073932	0	0	4.722094864452088	4	0	0	0	0	0	0	0	0	0
O=C(c1ccccc1C(F)(F)F)N(CC1CCC1)[C@H]1CCNC1	0.7151905647554926	-1.9778797849047907	0	1	4.794537184071822	2	0	0	0	0	0	0	0	0	0
COc1cc(C(F)(F)F)ccc1-c1ncc(O)c2cc(S(=O)(=O)Nc3nccs3)ccc12	0.7217389799786966	-2.250540193265253	0	0	9.706073385399296	4	0	0	0	0	1	2	0	0	0
COc1cc(-c2cccc(F)c2)c(Cl)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3cccnn3)ccc21	0.70692230517928	-1.9782705683474444	1	0	14.083731696315265	3	0	0	0	0	0	0	0	0	1
Cn1cc(-c2ccc(C#N)c(F)c2)c2ccc(S(=O)(=O)Nc3ncns3)cc21	0.7103050206475625	3.5441935825702195	0	0	4.722094864452088	4	1	1	0	0	0	0	0	0	0
Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cc(C)c1N(C)C	0.7155296949107126	-0.13143757294889086	0	0	4.722094864452088	2	0	0	0	0	0	0	0	0	0
O=C1c2ccccc2CN1C1CCN(CC(O)COc2cccc(C(F)(F)F)c2)CC1	0.7099955136029482	-0.4427826922287854	0	1	4.794537184071822	3	0	0	0	0	0	0	0	0	0
CC1(C)CCOc2c(C(=O)N[C@H]3CN4C(=N)N[C@@H](CN5C(=O)CNC5=O)[C@@H]5NC(=N)N[C@@]54C3(O)O)cccc21	0.7155140624635076	-4.833201171046167	0	3	25.307551310577164	2	0	0	0	0	0	0	0	0	0
COc1ncc(-c2cccc(OC)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1	0.722171499884159	1.9122072555285565	0	0	4.794537184071822	4	1	3	0	0	1	1	0	0	0
COc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1	0.715960448904916	-2.2456808823385987	0	0	4.400694606261793	2	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1cscn1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1C1=CCNCC1	0.7037480361500296	4.017585173435081	0	0	4.722094864452088	2	1	3	0	0	0	0	0	0	0
N[C@H]1CC[C@@H](CNc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2Cl)CC1	0.72053230922125	-0.5327718513952051	0	0	4.722094864452088	0	1	1	0	0	0	0	0	0	0
O=C1c2cc(-c3ccc(OCC4CCC4)cc3)ccc2OCCN1Cc1ncccn1	0.6788837041169073	-0.8071279589577152	0	0	4.794537184071822	3	0	0	0	0	0	0	0	0	0
Cn1cc(-c2ccccc2C(F)(F)F)c2ccc(S(=O)(=O)Nc3ncns3)cc21	0.7176272520324869	9.02396532879203	0	0	4.722094864452088	4	1	3	0	0	0	0	0	0	0
O=S(=O)(Nc1ncc(F)s1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2-n2ccnc2)C1	0.7084090849162161	0.6392682540001591	0	0	0.0	5	1	1	0	0	0	0	0	1	0
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2-c2ccncc2)C1	0.7037480361500295	2.1131619482340485	0	0	4.9839785209472085	7	0	0	0	0	0	0	0	0	0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O	0.6946711273572168	3.4585732429169598	0	0	9.361636831863176	2	0	0	0	0	0	0	0	0	0
COc1ccc(-c2cn(C)c3cc(S(=O)(=O)Nc4ncns4)ccc23)cc1C#N	0.7101947365282172	-1.5768588851652452	0	0	4.722094864452088	4	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1	0.7083386901200178	-0.017544764380007294	0	0	0.0	5	0	0	0	0	0	0	0	0	0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	0.6894086529437804	-2.6957844605884014	0	1	0.0	2	0	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(n2ccnn2)CC1	0.6803501566141565	-0.008069370950763904	0	0	0.0	1	0	0	0	0	0	0	0	0	0
COc1ccc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c(C#N)c1	0.7045693328448885	1.5569795228328647	0	0	4.722094864452088	1	0	0	0	0	0	0	0	0	0
Fc1cn(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12	0.6779429348812528	1.5466256966583851	0	0	4.899909730850478	2	0	0	0	0	0	0	0	0	0
N#Cc1ccc(C(=O)N2CCC3(CC2)Nc2cc(Cl)ccc2-n2cccc23)cc1	0.6899952041962549	-2.050022795849748	0	0	4.794537184071822	2	0	0	0	0	0	0	0	0	0
Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1	0.6788837041169072	-0.34206770651315527	0	0	9.883888251797686	3	0	0	0	0	0	0	0	0	0
Cc1onc(-c2c(Cl)cncc2Cl)c1NC(=O)NCc1ccc(OC(C)C)nc1	0.7229617533559095	0.48821303441583497	0	0	4.9839785209472085	2	0	0	0	0	0	0	0	0	0
COc1cc(-c2cccc(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3nncs3)ccc12	0.6973097510129606	1.1401046817068217	0	0	9.706073385399296	5	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@H]2c1ccc(C(F)(F)F)cc1-n1ccnn1	0.7036492495313085	2.605575957303	0	0	4.722094864452088	3	1	3	0	0	0	0	0	0	0
CC(=O)n1cc(-c2ccc(C(F)(F)F)cc2-c2ccnn2C)c2ccc(S(=O)(=O)Nc3ncns3)nc21	0.7171568904884789	8.566462435762071	0	0	18.76553463146045	5	1	3	0	0	0	0	1	0	0
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1F	0.7100918046834948	-1.8536056893630197	0	0	9.403897799597273	0	1	1	0	0	1	2	0	0	0
Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N	0.7208782624026879	1.860246667837476	0	0	9.820776672753126	4	0	0	0	0	1	2	0	1	0
COc1cc(-c2ccc(Cl)c(F)c2)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	0.7023856056563967	0.05867770662866523	0	0	9.706073385399296	5	0	0	0	0	0	0	0	0	0
COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	0.7275324227921218	4.5995450679763294	0	3	4.899909730850478	8	1	3	0	0	1	1	0	1	0
Cc1cnc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)s1	0.7121766721763946	-4.628285134949799	0	2	9.622004595302567	0	1	1	1	0	0	0	0	0	0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1	0.7083729098126142	3.1840406899379454	0	0	4.722094864452088	5	0	0	0	0	0	0	0	0	0
NC(=O)N1c2ccccc2C=Cc2ccccc21	0.6963983015001797	1.6454193718283643	0	0	4.899909730850478	2	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F	0.7063223456642952	-2.1965654510394055	0	2	9.622004595302567	0	1	1	1	0	0	0	0	0	0
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1F	0.7101947365282171	-2.62227388433213	0	0	9.403897799597273	0	1	1	0	0	1	2	0	0	0
COc1cc(-c2ccc(F)cc2F)ccc1-c1nccc2cc(S(=O)(=O)Nc3ccncn3)ccc12	0.7023856056563967	0.9378785818936292	0	0	9.706073385399296	5	0	0	0	0	0	0	0	1	0
O=C(O)c1ccc(N2CC3(CCN(Cc4cc(Cl)c(-c5ccc(F)cc5F)c(C5CC5)c4)CC3)OC2=O)cc1	0.7002775853849388	-2.9786154737505406	0	1	9.799819461700956	5	0	0	0	0	0	0	0	0	0
Nc1nc(-c2ccc(NC(=O)c3ccc[nH]3)cc2)c[nH]1	0.6974691494688166	0.7676170888092297	0	0	4.794537184071822	1	0	0	0	0	0	0	0	0	0
COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ncc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	0.729529673419569	7.860904941753593	0	2	9.883888251797686	10	1	3	0	0	0	0	0	1	0
Cn1cc(-c2ccc(C(F)(F)F)cc2C2=CCNCC2)c2ccc(S(=O)(=O)Nc3cscn3)cc21	0.7084090849162161	3.8551620481609814	0	0	4.722094864452088	5	0	0	0	0	0	0	0	0	0
COc1cccc2c1C(C(=O)NCc1ccc(OC(F)(F)F)cc1)N(CCc1ccccn1)C2=O	0.7143264215215459	2.4063015303089355	0	1	14.573052889090853	3	0	0	0	0	0	0	0	0	0
O=C1C2CN(Cc3ccccc3)CC2CN1c1cccc2c1cnn2-c1ccccc1F	0.6767539153635427	2.0191128817039665	0	2	9.694446914922299	2	0	0	0	0	0	0	0	0	0
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1cnccn1	0.709820438911045	2.074639869827311	0	1	19.55703141003806	3	0	0	0	0	0	0	0	0	0
O=C(NS(=O)(=O)C1CC1)c1cc(Cl)c(OCCC2(F)CCN(Cc3cc(Cl)cc(Cl)c3)CC2)cc1F	0.7246447553022504	-5.280437772739784	0	0	9.694446914922299	2	0	0	0	0	1	1	0	1	0
COc1cc(C(F)(F)F)ccc1-c1nc(C)nc2cc(S(=O)(=O)Nc3nccs3)ccc12	0.7217389799786966	-0.03024924448007793	0	0	4.722094864452088	3	0	0	0	0	0	0	0	0	0
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccc(Cl)cc1F	0.7043813737084695	-0.6639429773579393	0	0	4.722094864452088	0	0	0	0	0	0	0	0	1	0
