SMILES	AATSC1c	GATS1se	N-079	GATS7d	SIC3	SLogP_VSA2	AATSC0c	JGI7	AATSC3c	ATSC3c	observed	predicted
O=c1[nH]cc(F)c(=O)[nH]1	-3.14382238746773	-0.09083765406554241	-0.2836607454425078	-0.09564725358243475	1.7043086766052506	-1.139876300584651	2.1697868026834057	-2.379938314813748	-1.9157561819982014	-0.5645670305744543	0.0	0.0
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1	1.0955495593483642	-0.3239725683631214	-0.2836607454425078	1.2359583811160568	0.4052588061579214	-0.7443591837101455	-0.9957980584585201	-0.8738922844838275	-0.5585420034454982	-0.6685003727909297	1.0	1.0
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	-0.6558862367267273	-0.6168986311945092	-0.2836607454425078	-0.6825143440306096	1.3606875116909198	-0.6143892414411886	0.458394393676262	0.10607669950215068	-0.9755999746575525	-0.8890741463630217	1.0	1.0
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O	0.717410165383148	-0.6508713442147152	-0.2836607454425078	0.3442203079452301	0.31757672808817694	0.7285478852376215	-0.5679025520208368	-0.6157579878066345	-0.15025492877731803	-0.41263322092437943	1.0	1.0
C[N+](C)(C)CC(O)CC(=O)[O-]	0.7368381517848666	-0.24200147844079353	1.8692515789416542	-3.3380382862875284	-2.2526957361673707	-0.08487619516977965	1.1259897551518574	-2.379938314813748	0.3538806393064985	-0.04714024797764534	0.0	0.0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3[C@@H](O)[C@@H](N)C[C@H](N)[C@H]3O[C@@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	-0.4817099646764829	1.5649496971822672	-0.2836607454425078	0.8375670226256695	-0.6463851486497815	3.193401466756268	0.8772548500703157	0.45440768949344584	1.6072657215025468	3.1760023400859008	0.0	0.0
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	0.16282017867020535	0.5175635715443816	-0.2836607454425078	-0.4529082612780403	0.19801458958200113	-0.4341828653457147	-0.16438240740632504	0.609951211584526	0.06387443269623969	-0.16021748606359354	1.0	1.0
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C	0.6745585551002136	-1.05026212492634	-0.2836607454425078	0.2467946622346361	0.5733031632316572	-0.3183938641013801	-0.6585306399864163	0.4156082553723458	0.08629186086268799	-0.030954575896267215	1.0	1.0
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1	1.504943672301505	0.4447803096195383	-0.2836607454425078	-0.616878083271658	-0.057029701778500655	-0.7361974329879788	-1.634687718483594	0.8430240766272595	-0.12945203828341637	-0.3106207856661784	1.0	1.0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	1.0200966070184658	-1.2958792403143715	-0.2836607454425078	-0.20241902111010576	0.27043844031909703	-0.35567213620394755	-1.0543901723259073	-0.20294422717510405	-0.4123312213529605	-0.6818313928455993	1.0	1.0
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1	0.9386189561060396	-1.002587724037174	-0.2836607454425078	0.46285643771181006	0.9557104312649431	-0.6822749622445697	-0.9220294452001915	-0.45030801672186416	-0.624912015368355	-0.609745599339557	1.0	1.0
CC[N+](C)(C)c1cccc(O)c1	0.5428369331169927	1.3347335348640452	1.8692515789416542	-3.0196827909363475	-0.6337932090760349	-0.7171901357578273	-0.4926924551892346	-2.379938314813748	-0.1294310078204832	-0.2889694344446402	0.0	0.0
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	0.6839481708331897	-0.6770728671224842	-0.2836607454425078	1.258174368819316	-2.2381413122105314	-0.4264858257938328	-0.9203472176286385	-0.5385121195721837	0.09501690874802199	0.051732825857610326	0.0	0.0
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1	0.703134286528106	-1.6733330357014033	-0.2836607454425078	-0.37555887068897637	1.1873525186295029	-0.722063044880902	-0.9013754164641725	-0.26442816820712306	-0.3849045230160976	-0.4828737575411282	1.0	1.0
