ID_all;SMILES;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;y_consensus;valid/outlier
309;COc1cc(OC(=O)c2ccccc2)cc2c1C(=O)C=CC2=O;309;;0;;620514;classBSEPsub;SMILES;COc1cc(OC(=O)c2ccccc2)cc2c1C(=O)C=CC2=O;classBSEPsub;0;0;valid
310;CC(C)Oc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;310;;0;;671042;classBSEPsub;SMILES;CC(C)Oc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;classBSEPsub;0;0;valid
311;COc1cccc2nc3c(C(=O)NCCN(C)C)cccc3nc12;311;;0;;617984;classBSEPsub;SMILES;COc1cccc2nc3c(C(=O)NCCN(C)C)cccc3nc12;classBSEPsub;0;0;valid
312;COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1;312;;0;;69187;classBSEPsub;SMILES;COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1;classBSEPsub;0;0;valid
313;COc1ncc(C#CC(=O)c2ccccc2)c(OC)n1;313;;0;;696251;classBSEPsub;SMILES;COc1ncc(C#CC(=O)c2ccccc2)c(OC)n1;classBSEPsub;0;0;valid
314;COc1ccc(/C=C(C(=C/c2ccc(OC)cc2)/[N+](=O)[O-])\[N+](=O)[O-])cc1;314;;0;;693132;classBSEPsub;SMILES;COc1ccc(/C=C(C(=C/c2ccc(OC)cc2)/[N+](=O)[O-])\[N+](=O)[O-])cc1;classBSEPsub;0;0;valid
315;CCOc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;315;;0;;671043;classBSEPsub;SMILES;CCOc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;classBSEPsub;0;0;valid
316;C=C1CC2(OC1=O)c1ccccc1CCc1ccccc12;316;;0;;637827;classBSEPsub;SMILES;C=C1CC2(OC1=O)c1ccccc1CCc1ccccc12;classBSEPsub;0;0;valid
317;COc1ccc2c(c1)C=C([N+](=O)[O-])C(C1OC(C)(C)OC1C1COC(C)(C)O1)O2;317;;0;;618261;classBSEPsub;SMILES;COc1ccc2c(c1)C=C([N+](=O)[O-])C(C1OC(C)(C)OC1C1COC(C)(C)O1)O2;classBSEPsub;0;0;valid
318;Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1;318;;0;;63878;classBSEPsub;SMILES;Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1;classBSEPsub;0;0;valid
319;CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O;319;;0;;93134;classBSEPsub;SMILES;CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O;classBSEPsub;0;0;valid
320;COc1cc(C2c3cc4c(cc3C(Nc3cccc(O)c3)C3COC(=O)C23)OCO4)cc(OC)c1O;320;;0;;628678;classBSEPsub;SMILES;COc1cc(C2c3cc4c(cc3C(Nc3cccc(O)c3)C3COC(=O)C23)OCO4)cc(OC)c1O;classBSEPsub;0;0;valid
321;NC(=O)/C=C/c1c[nH]c2nccnc12;321;;0;;217906;classBSEPsub;SMILES;NC(=O)/C=C/c1c[nH]c2nccnc12;classBSEPsub;0;0;valid
322;Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(OC8CCC(O)C(C)O8)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O;322;;0;;639187;classBSEPsub;SMILES;Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(OC8CCC(O)C(C)O8)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O;classBSEPsub;0;0;valid
323;CN(C)CC1CCCC1=O;323;;0;;621888;classBSEPsub;SMILES;CN(C)CC1CCCC1=O;classBSEPsub;0;0;valid
324;CN(C)CCCNc1ccc2nnn3c4ccc([N+](=O)[O-])cc4c(=O)c1c23;324;;0;;645817;classBSEPsub;SMILES;CN(C)CCCNc1ccc2nnn3c4ccc([N+](=O)[O-])cc4c(=O)c1c23;classBSEPsub;0;0;valid
325;C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O;325;;0;;6386;classBSEPsub;SMILES;C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O;classBSEPsub;0;0;valid
326;CN1C(=O)CC2(C)c3cc(O)ccc3N(C)C12;326;;0;;640071;classBSEPsub;SMILES;CN1C(=O)CC2(C)c3cc(O)ccc3N(C)C12;classBSEPsub;0;0;valid
327;O=C1NC(c2cccc3ccccc23)Nc2ccc(O)cc21;327;;0;;342435;classBSEPsub;SMILES;O=C1NC(c2cccc3ccccc23)Nc2ccc(O)cc21;classBSEPsub;0;0;valid
328;O=C(c1cccc(OCc2ccccc2)c1OCc1ccccc1)N1CCSC1=S;328;;0;;691700;classBSEPsub;SMILES;O=C(c1cccc(OCc2ccccc2)c1OCc1ccccc1)N1CCSC1=S;classBSEPsub;0;0;valid
329;Nc1nnc(N)[nH]1;329;;0;;1895;classBSEPsub;SMILES;Nc1nnc(N)[nH]1;classBSEPsub;0;0;valid
330;O=C(CNc1ccc2c(=S)c3ccccc3[nH]c2c1)Nc1ccccc1-c1ccccc1NC(=O)CNc1ccc2c(=S)c3ccccc3[nH]c2c1;330;;0;;645153;classBSEPsub;SMILES;O=C(CNc1ccc2c(=S)c3ccccc3[nH]c2c1)Nc1ccccc1-c1ccccc1NC(=O)CNc1ccc2c(=S)c3ccccc3[nH]c2c1;classBSEPsub;0;0;valid
331;c1ccc(C(/N=N/c2ccccn2)c2cccnn2)cc1;331;;0;;693623;classBSEPsub;SMILES;c1ccc(C(/N=N/c2ccccn2)c2cccnn2)cc1;classBSEPsub;0;0;valid
332;O=c1c2c(no[n+]2[O-])c2ccccc2n1-c1ccccc1;332;;0;;681279;classBSEPsub;SMILES;O=c1c2c(no[n+]2[O-])c2ccccc2n1-c1ccccc1;classBSEPsub;0;0;valid
333;CCSc1nnc(Sc2c3ccccc3nc3ccccc23)s1;333;;0;;687311;classBSEPsub;SMILES;CCSc1nnc(Sc2c3ccccc3nc3ccccc23)s1;classBSEPsub;0;0;valid
334;O=C(CCBr)N1CCN(C(=O)CCBr)CC1;334;;0;;25154;classBSEPsub;SMILES;O=C(CCBr)N1CCN(C(=O)CCBr)CC1;classBSEPsub;0;0;valid
335;NS(=O)(=O)c1nn2c(Br)c(-c3ccccc3)nc2s1;335;;0;;698131;classBSEPsub;SMILES;NS(=O)(=O)c1nn2c(Br)c(-c3ccccc3)nc2s1;classBSEPsub;0;0;valid
336;CC(C)(CN1C(=O)C(Cl)=C(Cl)C1=O)CN1C(=O)C(Cl)=C(Cl)C1=O;336;;0;;617145;classBSEPsub;SMILES;CC(C)(CN1C(=O)C(Cl)=C(Cl)C1=O)CN1C(=O)C(Cl)=C(Cl)C1=O;classBSEPsub;0;0;valid
337;COc1ccc2nc3ccccc3c(NCCCN(C)CCCl)c2c1;337;;0;;626540;classBSEPsub;SMILES;COc1ccc2nc3ccccc3c(NCCCN(C)CCCl)c2c1;classBSEPsub;0;0;valid
338;NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O;338;;0;;8806;classBSEPsub;SMILES;NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O;classBSEPsub;0;0;valid
339;O=c1c2ccccc2sc2nc(CCl)nn12;339;;0;;631911;classBSEPsub;SMILES;O=c1c2ccccc2sc2nc(CCl)nn12;classBSEPsub;0;0;valid
340;O=C1c2ccccc2C(=O)c2sc(Nc3ccc(Cl)c(Cl)c3)nc21;340;;0;;631521;classBSEPsub;SMILES;O=C1c2ccccc2C(=O)c2sc(Nc3ccc(Cl)c(Cl)c3)nc21;classBSEPsub;0;0;valid
341;CC(C)O/N=C/c1cc(NC(=S)OC(C)C)ccc1Cl;341;;0;;645727;classBSEPsub;SMILES;CC(C)O/N=C/c1cc(NC(=S)OC(C)C)ccc1Cl;classBSEPsub;0;0;valid
342;Cc1nnc(N)nc1C/C=C/C(C)Sc1ccc(Cl)cc1;342;;0;;698023;classBSEPsub;SMILES;Cc1nnc(N)nc1C/C=C/C(C)Sc1ccc(Cl)cc1;classBSEPsub;0;0;valid
343;Cc1cc2nc(CC(C(F)(F)F)C(F)(F)F)oc2cc1C;343;;0;;664316;classBSEPsub;SMILES;Cc1cc2nc(CC(C(F)(F)F)C(F)(F)F)oc2cc1C;classBSEPsub;0;0;valid
344;CNC(=O)OC1/C(C)=C\C(C)C(O)C(OC)CC(C)CC2=C(OC)C(=O)C=C(C2=O)N(C)C(=O)/C(C)=C\C=C/C1OC;344;;0;;330512;classBSEPsub;SMILES;CNC(=O)OC1/C(C)=C\C(C)C(O)C(OC)CC(C)CC2=C(OC)C(=O)C=C(C2=O)N(C)C(=O)/C(C)=C\C=C/C1OC;classBSEPsub;0;0;valid
345;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3O;345;;0;;109351;classBSEPsub;SMILES;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3O;classBSEPsub;0;0;valid
346;C=C(CN(C)C)C(=O)c1ccccc1OC;346;;0;;382003;classBSEPsub;SMILES;C=C(CN(C)C)C(=O)c1ccccc1OC;classBSEPsub;0;0;valid
347;CCCCCCCCCCCCCCCCCc1cccc(OCOCCOC)c1C(=O)O;347;;0;;691035;classBSEPsub;SMILES;CCCCCCCCCCCCCCCCCc1cccc(OCOCCOC)c1C(=O)O;classBSEPsub;0;0;valid
348;CC(=O)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1;348;;0;;698691;classBSEPsub;SMILES;CC(=O)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1;classBSEPsub;0;0;valid
349;CN(C)CCNC(=O)c1cccc2nc3c(ccc4ccccc43)nc12;349;;0;;617976;classBSEPsub;SMILES;CN(C)CCNC(=O)c1cccc2nc3c(ccc4ccccc43)nc12;classBSEPsub;0;0;valid
350;CCOC(=O)/C=C(\C(=O)OCC)n1ccc(=O)n(Cc2cn(CCCCOC(C)=O)nn2)c1=O;350;;0;;693993;classBSEPsub;SMILES;CCOC(=O)/C=C(\C(=O)OCC)n1ccc(=O)n(Cc2cn(CCCCOC(C)=O)nn2)c1=O;classBSEPsub;0;0;valid
351;O=C1C(CO)=C(CO)C(=O)c2c(O)ccc(O)c21;351;;0;;227279;classBSEPsub;SMILES;O=C1C(CO)=C(CO)C(=O)c2c(O)ccc(O)c21;classBSEPsub;0;0;valid
352;CCN(CC)CCCNc1ccc2nnn3c4ccc(O)cc4c(=O)c1c23;352;;0;;645814;classBSEPsub;SMILES;CCN(CC)CCCNc1ccc2nnn3c4ccc(O)cc4c(=O)c1c23;classBSEPsub;0;0;valid
353;CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)[nH]c3c2)CC1;353;;0;;322921;classBSEPsub;SMILES;CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)[nH]c3c2)CC1;classBSEPsub;0;0;valid
354;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1;354;;0;;72151;classBSEPsub;SMILES;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1;classBSEPsub;0;0;valid
355;COc1ccc(O)c(/C=N/NC(=S)N2CCCCC2)c1;355;;0;;689529;classBSEPsub;SMILES;COc1ccc(O)c(/C=N/NC(=S)N2CCCCC2)c1;classBSEPsub;0;0;valid
356;O=C(Nc1ccccc1)c1c(O)[nH]c(=S)[nH]c1=O;356;;0;;336628;classBSEPsub;SMILES;O=C(Nc1ccccc1)c1c(O)[nH]c(=S)[nH]c1=O;classBSEPsub;0;0;valid
357;C/C=C(\N=C=S)C(=O)OC1C(COC(C)=O)OC(C2(O)CC(=O)C(=N)C(C(=O)O)C2=O)C(O)C1OC1CC(OC)C(O)(C(C)OC(=O)C(C)CC)C(C)O1;357;;0;;356207;classBSEPsub;SMILES;C/C=C(\N=C=S)C(=O)OC1C(COC(C)=O)OC(C2(O)CC(=O)C(=N)C(C(=O)O)C2=O)C(O)C1OC1CC(OC)C(O)(C(C)OC(=O)C(C)CC)C(C)O1;classBSEPsub;0;0;valid
358;Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCCN;358;;0;;176328;classBSEPsub;SMILES;Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCCN;classBSEPsub;0;0;valid
359;Nc1ccc(-c2nc3ccccc3s2)cc1;359;;0;;34445;classBSEPsub;SMILES;Nc1ccc(-c2nc3ccccc3s2)cc1;classBSEPsub;0;0;valid
360;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(/C=N/c2ccc(-c3csc(COc4ccccc4)n3)cc2)cc1;360;;0;;280074;classBSEPsub;SMILES;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(/C=N/c2ccc(-c3csc(COc4ccccc4)n3)cc2)cc1;classBSEPsub;0;0;valid
361;O=C1C(Br)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1;361;;0;;624982;classBSEPsub;SMILES;O=C1C(Br)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1;classBSEPsub;0;0;valid
362;CCC1(O)C(=O)OCc2c1c(Cl)c1n(c2=O)Cc2cc3ccccc3nc2-1;362;;0;;643833;classBSEPsub;SMILES;CCC1(O)C(=O)OCc2c1c(Cl)c1n(c2=O)Cc2cc3ccccc3nc2-1;classBSEPsub;0;0;valid
363;O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1;363;;0;;34462;classBSEPsub;SMILES;O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1;classBSEPsub;0;0;valid
364;O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O;364;;0;;95466;classBSEPsub;SMILES;O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O;classBSEPsub;0;0;valid
365;COC(=O)c1oc([N+](=O)[O-])c(Cl)c1Cl;365;;0;;616362;classBSEPsub;SMILES;COC(=O)c1oc([N+](=O)[O-])c(Cl)c1Cl;classBSEPsub;0;0;valid
366;COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl;366;;0;;338720;classBSEPsub;SMILES;COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl;classBSEPsub;0;0;valid
367;Cn1c(=O)nc2n(-c3ccc(Cl)cc3)c3cc(Cl)ccc3nc-2c1=O;367;;0;;627991;classBSEPsub;SMILES;Cn1c(=O)nc2n(-c3ccc(Cl)cc3)c3cc(Cl)ccc3nc-2c1=O;classBSEPsub;0;0;valid
368;O=c1cc(/N=N/c2ccc(Cl)cc2)[nH]c(=O)[nH]1;368;;0;;683648;classBSEPsub;SMILES;O=c1cc(/N=N/c2ccc(Cl)cc2)[nH]c(=O)[nH]1;classBSEPsub;0;0;valid
369;CC(=C(C(=O)O)C(=O)O)c1cc(-c2cccs2)cc(-c2ccc(Cl)cc2)c1O;369;;0;;692584;classBSEPsub;SMILES;CC(=C(C(=O)O)C(=O)O)c1cc(-c2cccs2)cc(-c2ccc(Cl)cc2)c1O;classBSEPsub;0;0;valid
370;Nc1ncnc2c1nc(Cl)n2C1OC2COP(=O)(O)OC2C1O;370;;0;;284751;classBSEPsub;SMILES;Nc1ncnc2c1nc(Cl)n2C1OC2COP(=O)(O)OC2C1O;classBSEPsub;0;0;valid
371;Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1;371;;0;;613327;classBSEPsub;SMILES;Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1;classBSEPsub;0;0;valid
372;CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O;372;;0;;246131;classBSEPsub;SMILES;CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O;classBSEPsub;0;0;valid
373;O=C(CCCN1CCC(C(O)c2ccc(F)cc2)CC1)c1ccc(F)cc1;373;;0;;343513;classBSEPsub;SMILES;O=C(CCCN1CCC(C(O)c2ccc(F)cc2)CC1)c1ccc(F)cc1;classBSEPsub;0;0;valid
374;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O;374;;0;;624807;classBSEPsub;SMILES;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O;classBSEPsub;0;0;valid
375;COc1cc2[nH]c3c(c2cc1OC)CCNC31CCC2(CC3c4c(cc(OC)c(O)c42)CCN3C)CC1OC;375;;0;;626578;classBSEPsub;SMILES;COc1cc2[nH]c3c(c2cc1OC)CCNC31CCC2(CC3c4c(cc(OC)c(O)c42)CCN3C)CC1OC;classBSEPsub;0;0;valid
376;CCN(CC)CCNC(=O)c1ccc(C)c(OCc2ccccc2)c1[N+](=O)[O-];376;;0;;155246;classBSEPsub;SMILES;CCN(CC)CCNC(=O)c1ccc(C)c(OCc2ccccc2)c1[N+](=O)[O-];classBSEPsub;0;0;valid
377;CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O;377;;0;;267461;classBSEPsub;SMILES;CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O;classBSEPsub;0;0;valid
378;N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12;378;;0;;63701;classBSEPsub;SMILES;N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12;classBSEPsub;0;0;valid
379;N=c1ccn2c(n1)OC1C(O)C(CO)OC12;379;;0;;145668;classBSEPsub;SMILES;N=c1ccn2c(n1)OC1C(O)C(CO)OC12;classBSEPsub;0;0;valid
380;O=C(CN1CCN(C(=O)OCc2ccccc2)CCN(CC(=O)N2CCCCC2)CCN(C(=O)OCc2ccccc2)CC1)N1CCCCC1;380;;0;;696851;classBSEPsub;SMILES;O=C(CN1CCN(C(=O)OCc2ccccc2)CCN(CC(=O)N2CCCCC2)CCN(C(=O)OCc2ccccc2)CC1)N1CCCCC1;classBSEPsub;0;0;valid
381;COc1ccc(C2COc3cc(O)c(O)cc3C2)cc1;381;;0;;600285;classBSEPsub;SMILES;COc1ccc(C2COc3cc(O)c(O)cc3C2)cc1;classBSEPsub;0;0;valid
382;Cc1ccc(C2COc3cc(O)c(O)cc3C2)cc1;382;;0;;600286;classBSEPsub;SMILES;Cc1ccc(C2COc3cc(O)c(O)cc3C2)cc1;classBSEPsub;0;0;valid
383;CC(C)Cc1ccc(C(C)/C=C2\CCC(CN3CCOCC3)C2=O)cc1;383;;0;;639976;classBSEPsub;SMILES;CC(C)Cc1ccc(C(C)/C=C2\CCC(CN3CCOCC3)C2=O)cc1;classBSEPsub;0;0;valid
384;O=c1cc(-c2ccccc2)[nH]c2cc3c(cc12)OCO3;384;;0;;647325;classBSEPsub;SMILES;O=c1cc(-c2ccccc2)[nH]c2cc3c(cc12)OCO3;classBSEPsub;0;0;valid
385;CN(C)CC1CC/C(=C/c2ccc3c(c2)OCO3)C1=O;385;;0;;639515;classBSEPsub;SMILES;CN(C)CC1CC/C(=C/c2ccc3c(c2)OCO3)C1=O;classBSEPsub;0;0;valid
386;CN(C)CCNC(=O)c1cc([N+](=O)[O-])cc2ccc(-c3ccccc3)nc12;386;;0;;617933;classBSEPsub;SMILES;CN(C)CCNC(=O)c1cc([N+](=O)[O-])cc2ccc(-c3ccccc3)nc12;classBSEPsub;0;0;valid
387;CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O;387;;0;;308847;classBSEPsub;SMILES;CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O;classBSEPsub;0;0;valid
388;COC(=O)NNc1c([N+](=O)[O-])cnn(-c2ccccc2)c1=O;388;;0;;641821;classBSEPsub;SMILES;COC(=O)NNc1c([N+](=O)[O-])cnn(-c2ccccc2)c1=O;classBSEPsub;0;0;valid
389;CCOC(=O)C1(Cc2ccc(C)cc2)Cc2ccc(C)cc2C1=O;389;;0;;670329;classBSEPsub;SMILES;CCOC(=O)C1(Cc2ccc(C)cc2)Cc2ccc(C)cc2C1=O;classBSEPsub;0;0;valid
390;N#Cc1c(=O)c2cc([N+](=O)[O-])ccc2n2c1[nH]c1ccccc12;390;;0;;691216;classBSEPsub;SMILES;N#Cc1c(=O)c2cc([N+](=O)[O-])ccc2n2c1[nH]c1ccccc12;classBSEPsub;0;0;valid
391;N#CC(NNC(=O)Cc1ccccc1)c1c(O)ccc2ccccc12;391;;0;;653830;classBSEPsub;SMILES;N#CC(NNC(=O)Cc1ccccc1)c1c(O)ccc2ccccc12;classBSEPsub;0;0;valid
392;O=C1CC(Sc2ccccc2)C2(OCCO2)C(Sc2ccccc2)C1;392;;0;;693224;classBSEPsub;SMILES;O=C1CC(Sc2ccccc2)C2(OCCO2)C(Sc2ccccc2)C1;classBSEPsub;0;0;valid
393;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(C=O)cc1;393;;0;;268965;classBSEPsub;SMILES;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(C=O)cc1;classBSEPsub;0;0;valid
394;SCc1ccc(-c2ccc(CS)cc2)cc1;394;;0;;650744;classBSEPsub;SMILES;SCc1ccc(-c2ccc(CS)cc2)cc1;classBSEPsub;0;0;valid
395;CCN(CC)c1ccc(/C=C(\C#N)c2nc(N)nc(N3N=C(C)CC3(C)C)n2)cc1;395;;0;;696923;classBSEPsub;SMILES;CCN(CC)c1ccc(/C=C(\C#N)c2nc(N)nc(N3N=C(C)CC3(C)C)n2)cc1;classBSEPsub;0;0;valid
396;Cc1c2ccncc2cc2c1sc1ccncc12;396;;0;;646278;classBSEPsub;SMILES;Cc1c2ccncc2cc2c1sc1ccncc12;classBSEPsub;0;0;valid
397;COc1ccc2[nH]c(C(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1;397;;0;;695589;classBSEPsub;SMILES;COc1ccc2[nH]c(C(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1;classBSEPsub;0;0;valid
398;O=NN(CCCl)C(=O)NCCCl;398;;0;;409962;classBSEPsub;SMILES;O=NN(CCCl)C(=O)NCCCl;classBSEPsub;0;0;valid
399;COc1ccc(NC(=S)N/N=C2\C(=O)Nc3c(Cl)cc(Cl)cc32)cc1;399;;0;;73306;classBSEPsub;SMILES;COc1ccc(NC(=S)N/N=C2\C(=O)Nc3c(Cl)cc(Cl)cc32)cc1;classBSEPsub;0;0;valid
400;CN(C)CCNc1ccc2nnn3c4ccc(Cl)cc4c(=O)c1c23;400;;0;;645818;classBSEPsub;SMILES;CN(C)CCNc1ccc2nnn3c4ccc(Cl)cc4c(=O)c1c23;classBSEPsub;0;0;valid
401;Cc1c2ccncc2c(C)c2c1[nH]c1ccc(Cl)cc12;401;;0;;176326;classBSEPsub;SMILES;Cc1c2ccncc2c(C)c2c1[nH]c1ccc(Cl)cc12;classBSEPsub;0;0;valid
402;COC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(\C)C(=O)NC(=CC1=O)C2=O;402;;0;;122750;classBSEPsub;SMILES;COC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(\C)C(=O)NC(=CC1=O)C2=O;classBSEPsub;0;0;valid
403;COc1ccc(/C=C2\CCC(CN(C)C)C2=O)cc1;403;;0;;639511;classBSEPsub;SMILES;COc1ccc(/C=C2\CCC(CN(C)C)C2=O)cc1;classBSEPsub;0;0;valid
404;CCCOc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;404;;0;;671041;classBSEPsub;SMILES;CCCOc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;classBSEPsub;0;0;valid
405;C=C(C)c1nc(Oc2ccccc2)nc(Oc2ccccc2)n1;405;;0;;372146;classBSEPsub;SMILES;C=C(C)c1nc(Oc2ccccc2)nc(Oc2ccccc2)n1;classBSEPsub;0;0;valid
406;CC12CCC(CC1)C(C)(C)O2;406;;0;;6171;classBSEPsub;SMILES;CC12CCC(CC1)C(C)(C)O2;classBSEPsub;0;0;valid
407;COC(=O)C12C(=O)C=CC(=O)C1C1C(=CC2COC(C)=O)OC2OC3(CCCCC3)OC21;407;;0;;637399;classBSEPsub;SMILES;COC(=O)C12C(=O)C=CC(=O)C1C1C(=CC2COC(C)=O)OC2OC3(CCCCC3)OC21;classBSEPsub;0;0;valid
408;CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccc(C)cc1)C2;408;;0;;600288;classBSEPsub;SMILES;CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccc(C)cc1)C2;classBSEPsub;0;0;valid
409;CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccccc1)C2;409;;0;;600289;classBSEPsub;SMILES;CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccccc1)C2;classBSEPsub;0;0;valid
410;CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;410;;0;;94600;classBSEPsub;SMILES;CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;classBSEPsub;0;0;valid
411;O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12;411;;0;;22842;classBSEPsub;SMILES;O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12;classBSEPsub;0;0;valid
412;CN(C)/N=N/c1nc[nH]c1C(N)=O;412;;0;;45388;classBSEPsub;SMILES;CN(C)/N=N/c1nc[nH]c1C(N)=O;classBSEPsub;0;0;valid
413;CCN(CCC(=O)/C=C/c1ccc(C(C)C)cc1)CCC(=O)/C=C/c1ccc(C(C)C)cc1;413;;0;;691273;classBSEPsub;SMILES;CCN(CCC(=O)/C=C/c1ccc(C(C)C)cc1)CCC(=O)/C=C/c1ccc(C(C)C)cc1;classBSEPsub;0;0;valid
414;NCc1ccc(O)c(O)c1O;414;;0;;329097;classBSEPsub;SMILES;NCc1ccc(O)c(O)c1O;classBSEPsub;0;0;valid
415;CCN(CC)CCNc1ccc2nnn3c4ccc(O)cc4c(=O)c1c23;415;;0;;645828;classBSEPsub;SMILES;CCN(CC)CCNc1ccc2nnn3c4ccc(O)cc4c(=O)c1c23;classBSEPsub;0;0;valid
416;CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1;416;;0;;156305;classBSEPsub;SMILES;CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1;classBSEPsub;0;0;valid
