ID_all;SMILES;y_consensus;y_consensus_sd;valid/outlier;ID_avdeef;NAME_avdeef;CAS_avdeef;y_avdeef_nointraoutliers_nointeroutliers;pka_avdeef;ID_sander;NAME_sander;CAS_sander;y_sander_nointraoutliers_nointeroutliers;pka_sander;ID_liao;NAME_liao;CAS_liao;y_liao_nointraoutliers_nointeroutliers;pka_liao;ID_qtbx;NAME_qtbx;CAS_qtbx;y_qtbx_nointraoutliers_nointeroutliers;ID_settimo;NAME_settimo;CAS_settimo;y_settimo_nointraoutliers_nointeroutliers;pka_settimo;units
2341;CN(C)c1ccc(N=O)cc1;4.540666678746538;0.0009428261251004477;valid;;;;;;4361;;;4.54;a/thermodynamic;;;;;;[17320, 17321, 17308];;138-89-6;4.541333357493077;;;;;;pKa
2342;CN(C)c1ccc(NC=S)cc1;11.960000019073451;2.697393094502406e-08;valid;;;;;;651;;;11.96;a1/apparent;;;;;;949;;26060-34-4;11.9600000381469;;;;;;pKa
2343;CN(C)c1ccc(O)cc1;10.145000176429736;0.021212953926269672;valid;;;;;;1767;;;10.16;a1/apparent;;;;;;[3049, 3274, 3275, 3276];;619-60-3;10.130000352859474;;;;;;pKa
2344;CN(C)c1ccc(SC#N)cc1;3.3;;valid;;;;;;654;;;3.3;b/apparent;;;;;;;;;;;;;;;pKa
2345;CN(C)c1ccc([N+](=O)[O-])c2c(NCCC[NH+](C)C)c3ccccc3nc12;6.47;;valid;;;;;;6810;;;6.47;a1/apparent;;;;;;;;;;;;;;;pKa
2346;CN(C)c1ccc([N+](=O)[O-])cc1;0.696875007152557;0.009722728356558238;valid;;;;;;682;;;0.69;b1/apparent;;;;;;[28700, 28701, 28726, 28667, 28668, 28669, 28510, 28511];[nan, nan, nan, nan, nan, nan, nan, nan];100-23-2;0.7037500143051141;;;;;;pKa
2347;CN(C)c1ccc([N+](C)(C)C)cc1;2.640000052452085;7.417844983704491e-08;valid;;;;;;3549;;;2.64;a/apparent;;;;;;25027;;5584-67-8;2.64000010490417;;;;;;pKa
2348;CN(C)c1ccc([NH+](C)C)cc1;2.5;;valid;;;;;;641;;;2.5;b1/apparent;;;;;;;;;;;;;;;pKa
2349;CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2;5.468750014305112;0.08662056046486873;valid;;;;;;5354;;;5.53;a2/thermodynamic;;;;;;[15037, 15498, 14181, 13527];;613-11-6;5.407500028610224;;;;;;pKa
2350;CN(C)c1ccc2c(c1)Sc1cc([NH+](C)C)ccc1N2;5.27;;valid;;;;;;5355;;;5.27;a1/thermodynamic;;;;;;;;;;;;;;;pKa
2351;CN(C)c1ccc2cc3c(ccc4ccccc43)nc2c1;7.302500038146972;0.010606547769831843;valid;;;;;;6417;;;7.31;a/apparent;;;;;;[10709, 10629];;['No CAS number', 'Invalid CAS number: 4-56-9'];7.295000076293945;;;;;;pKa
2352;CN(C)c1ccc2cc3ccc(N(C)C)cc3[nH+]c2c1;0.4;;valid;;;;;;5353;;;0.4;a2/apparent;;;;;;;;;;;;;;;pKa
2353;CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1;10.42;;valid;;;;;;5348;;;10.42;a1/apparent;;;;;;;;;;;;;;;pKa
2354;CN(C)c1ccc2cc3ccc([NH+](C)C)cc3[nH+]c2c1;-3.15;;valid;;;;;;5351;;;-3.15;a1/apparent;;;;;;;;;;;;;;;pKa
2355;CN(C)c1ccc2ccccc2c1;4.569000039100645;0.0014141582657105618;valid;;;;;;3370;;;4.57;thermodynamic;;;;;;[17218, 17238];;2436-85-3;4.56800007820129;;;;;;pKa
2356;CN(C)c1ccc2nc3ccc(N)cc3nc2c1;6.59999995231628;6.74349630185485e-08;valid;;;;;;5509;;;6.6;a/apparent;;;;;;12065;;7704-39-4;6.59999990463256;;;;;;pKa
2357;CN(C)c1ccc[nH+]c1;-1.91;;valid;;;;;;2907;;;-1.91;a2/apparent;;;;;;;;;;;;;;;pKa
2358;CN(C)c1cccc(/C(=N\O)C(F)(F)F)c1;9.3;;valid;;;;;;4883;;;9.3;a1/apparent;;;;;;;;;;;;;;;pKa
2359;CN(C)c1cccc(C#N)c1;2.9697500324249226;0.0003535075348281984;valid;;;;;;4307;;;2.97;a/thermodynamic;;;;;;[24017, 24005];;['38803-30-4', 'Invalid CAS number: 5-60-5'];2.969500064849845;;;;;;pKa
2360;CN(C)c1cccc(Cl)c1;3.83174995422363;0.002474808996589471;valid;;;;;;1668;;;3.83;a/thermodynamic;;;;;;[20384, 20408];;6848-13-1;3.83349990844726;;;;;;pKa
2361;CN(C)c1cccc(NC=S)c1;11.77999986648555;1.8881794493639095e-07;valid;;;;;;649;;;11.78;a1/apparent;;;;;;1063;;26060-43-5;11.7799997329711;;;;;;pKa
2362;CN(C)c1cccc(O)c1;9.85000019073486;2.6973982569664074e-07;valid;;;;;;1749;;;9.85;a1/apparent;;;;;;[3925, 3926];;99-07-0;9.85000038146972;;;;;;pKa
2363;CN(C)c1cccc([N+](=O)[O-])c1;2.5850000252042467;0.007071103456052509;valid;;;;;;681;;;2.58;a/thermodynamic;;;;;;[25059, 25509, 25510, 25004, 25039, 25040, 24989];[nan, nan, nan, nan, nan, nan, nan];619-31-8;2.590000050408493;;;;;;pKa
2364;CN(C)c1cccc([N+](C)(C)C)c1;2.59999995231628;6.743496364658549e-08;valid;;;;;;3550;;;2.6;a/apparent;;;;;;[25158, 25159];;['No CAS number', '109732-01-6'];2.59999990463256;;;;;;pKa
2365;CN(C)c1cccc2c(S(=O)(=O)NCC(=O)O)cccc12;;;outlier;;;;;;6467;;;;a2/apparent;;;;;;1102;;1091-85-6;;;;;;;pKa
2366;CN(C)c1cccc2c(S(=O)(=O)NCC(=O)[O-])cccc12;11.7;;valid;;;;;;6470;;;11.7;a3/apparent;;;;;;;;;;;;;;;pKa
2367;CN(C)c1cccc2c(S(=O)(=O)[N-]CCN3CCNCCNCCNCC3)cccc12;11.8;;valid;;;;;;4834;;;11.8;a1/apparent;;;;;;;;;;;;;;;pKa
2368;CN(C)c1cccc2cccc(N(C)C)c12;12.13;;valid;;;;;;5066;;;12.13;a1/apparent;;;;;;;;;;;;;;;pKa
2369;CN(C)c1cccc2cccc([NH+](C)C)c12;;;outlier;;;;;;5073;;;;a2/apparent;;;;;;;;;;;;;;;pKa
2370;CN(C)c1cccc2ccccc12;4.829999961853025;5.394796928437224e-08;valid;;;;;;3371;;;4.83;a/thermodynamic;;;;;;[16104, 16102, 16103];;86-56-6;4.82999992370605;;;;;;pKa
2371;CN(C)c1cccc[n+]1O;2.27;;valid;;;;;;1594;;;2.27;a/apparent;;;;;;;;;;;;;;;pKa
2372;CN(C)c1ccccc1;5.1;;valid;;;;;;3025;;;5.1;b1/apparent;;;;;;;;;;;;;;;pKa
2373;CN(C)c1ccccc1C(=O)[O-];8.46;;valid;;;;;;822;;;8.46;a1/apparent;;;;;;;;;;;;;;;pKa
2374;CN(C)c1cccnc1;6.67000003814697;5.3947962375965416e-08;valid;;;;;;2891;;;6.67;a1/apparent;;;;;;11915;;18437-57-5;6.67000007629394;;;;;;pKa
2375;CN(C)c1ccncc1;9.7;;valid;;;;;;2880;;;9.7;b1/apparent;;;;;;;;;;;;;;;pKa
2376;CN(C)c1ccncn1;6.34999995231628;6.74349630185485e-08;valid;;;;;;3163;;;6.35;a/apparent;;;;;;12543;;31401-45-3;6.34999990463256;;;;;;pKa
2377;CN(C)c1nc(/N=N/O)nn1C;5.940000028610225;4.0460968013752166e-08;valid;;;;;;740;;;5.94;a1/apparent;;;;;;13358;;No CAS number;5.94000005722045;;;;;;pKa
2378;CN(C)c1nc2c(o1)CCCC2;6.16;;valid;;;;;;1099;;;6.16;a1/apparent;;;;;;;;;;;;;;;pKa
2379;CN(C)c1nc2c(s1)CCCC2;6.16;;valid;;;;;;1073;;;6.16;a1/apparent;;;;;;;;;;;;;;;pKa
2380;CN(C)c1nc2cc3c(cc2[nH]1)CCCC3;7.650000047683715;6.743495611014169e-08;valid;;;;;;5033;;;7.65;a/apparent;;;;;;9982;;109038-33-7;7.65000009536743;;;;;;pKa
2381;CN(C)c1ncc(-c2ccccc2)s1;4.889999933242795;9.440894420653121e-08;valid;;;;;;2392;;;4.89;a1/thermodynamic;;;;;;15903;;75427-04-2;4.88999986648559;;;;;;pKa
2382;CN(C)c1ncc(Br)s1;3.66000004291534;6.069145578885014e-08;valid;;;;;;2912;;;3.66;a1/thermodynamic;;;;;;21121;;66571-60-6;3.66000008583068;;;;;;pKa
2383;CN(C)c1ncc([N+](=O)[O-])s1;0.4799999946355815;7.586433386689481e-09;valid;;;;;;4578;;;0.48;a1/thermodynamic;;;;;;28784;;21165-97-9;0.479999989271163;;;;;;pKa
2384;CN(C)c1ncccn1;3.960000019073485;2.6973981187982708e-08;valid;;;;;;3161;;;3.96;a/apparent;;;;;;19863;;5621-02-03 00:00:00;3.96000003814697;;;;;;pKa
2385;CN(C)c1ncnc2c1cnn2C;4.05999997138977;4.046097492215898e-08;valid;;;;;;3436;;;4.06;a/apparent;;;;;;19492;;90085-12-4;4.05999994277954;;;;;;pKa
2386;CN(C)c1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O;3.65;;valid;;;;;;6553;;;3.65;a1/apparent;;;;;;;;;;;;;;;pKa
2387;CN(C)c1nnn[nH]1;5.92000003814697;5.3947962375965416e-08;valid;;;;;;300;;;5.92;a/apparent;;;;;;13397;;5422-45-7;5.92000007629394;;;;;;pKa
2388;CN(C1=NCCCO1)c1ccccc1;10.71;;valid;;;;;;2450;;;10.71;a1/apparent;;;;;;;;;;;;;;;pKa
2389;CN(C1=NCCO1)c1ccccc1;8.51;;valid;;;;;;3348;;;8.51;a1/apparent;;;;;;;;;;;;;;;pKa
2390;CN(CC1CO1)CC1CO1;6.45;;valid;;;;;;2045;;;6.45;b1/apparent;;;;;;;;;;;;;;;pKa
2391;CN(CCC#N)CCC#N;4.24;;valid;;;;;;1930;;;4.24;a1/apparent;;;;;;;;;;;;;;;pKa
2392;CN(CCCN)CCCN;10.39;;valid;;;;;;1929;;;10.39;a3/apparent;;;;;;;;;;;;;;;pKa
2393;CN(CCCN)CCC[NH3+];9.27;;valid;;;;;;1938;;;9.27;a2/apparent;;;;;;;;;;;;;;;pKa
2394;CN(CCC[NH+](C)C)C(=O)/C=N/O;8.68;;valid;;;;;;3235;;;8.68;a1/apparent;;;;;;;;;;;;;;;pKa
2395;CN(CCC[NH+](C)C)CCC[NH+](C)C;6.4;;valid;;;;;;2309;;;6.4;a1/apparent;;;;;;;;;;;;;;;pKa
2396;CN(CCC[NH3+])CCC[NH3+];6.45;;valid;;;;;;1934;;;6.45;a1/apparent;;;;;;;;;;;;;;;pKa
2397;CN(CCN)CC[NH+](C)C;9.23;;valid;;;;;;1940;;;9.23;b2/thermodynamic;;;;;;;;;;;;;;;pKa
2398;CN(CCO)CCCl;7.5;;valid;;;;;;495;;;7.5;a/apparent;;;;;;;;;;;;;;;pKa
2399;CN(CCO)CCO;8.418000106811522;0.13010749668402205;valid;;;;;;449;;;8.51;a1/apparent;;;;;;[9155, 7727, 7728, 7729, 7730, 9459, 8281, 8282, 8765, 7615];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];['105-59-9', '54060-15-0'];8.326000213623043;;;;;;pKa
2400;CN(CCO)c1ccccc1;4.889999933242795;9.440894420653121e-08;valid;;;;;;4526;;;4.89;a1/apparent;;;;;;15870;;93-90-3;4.88999986648559;;;;;;pKa
2401;CN(CC[NH+](C)C)CC[NH+](C)C;2.57;;valid;;;;;;1351;;;2.57;b1/thermodynamic;;;;;;;;;;;;;;;pKa
2402;CN(CC[NH+](C)C)c1ccnc2cccc([N+](=O)[O-])c12;4.86;;valid;;;;;;5381;;;4.86;a1/apparent;;;;;;;;;;;;;;;pKa
2403;CN(CC[NH3+])CC[NH+](C)C;3.19;;valid;;;;;;1936;;;3.19;b1/thermodynamic;;;;;;;;;;;;;;;pKa
2404;CN(CO)c1ccc(Cl)cc1;3.019999990463255;1.3486994048194767e-08;valid;;;;;;4538;;;3.02;a1/thermodynamic;;;;;;23785;;No CAS number;3.01999998092651;;;;;;pKa
2405;CN(CO)c1ccccc1;3.72000001430511;2.0230480552672673e-08;valid;;;;;;1748;;;3.72;a1/thermodynamic;;;;;;20895;;105804-97-5;3.72000002861022;;;;;;pKa
2406;CN(O)C(=O)C(C)(C)C;10.304999799728375;0.5161876670393329;valid;;;;;;2654;;;9.94;a1/apparent;;;;;;[3666, 1379];;29740-66-7;10.669999599456752;;;;;;pKa
2407;CN(O)C(=O)c1ccc([N+](=O)[O-])cc1;8.22199994087219;0.427092412217323;valid;;;;;;2138;;;7.92;a1/apparent;;;;;;[9282, 9283, 9284, 5177, 5178];[nan, nan, nan, nan, nan];1613-77-0;8.523999881744379;;;;;;pKa
2408;CN(O)C(=O)c1ccccc1;8.072499904632569;0.003535399036016046;valid;;;;;;4446;;;8.07;a1/apparent;;;;;;[8385, 8386, 9467, 9466];;2446-50-6;8.074999809265135;;;;;;pKa
2409;CN(O)Cc1ccccc1;4.59999995231628;6.74349630185485e-08;valid;;;;;;1756;;;4.6;a1/apparent;;;;;;17097;;3555-72-4;4.59999990463256;;;;;;pKa
2410;CN([NH3+])C(N)=S;1.2;;valid;;;;;;7482;;;1.2;a1/apparent;;;;;;;;;;;;;;;pKa
2411;CN(c1ccccc1)C(C)(C)C;7.464999961853025;0.04949752863102718;valid;;;;;;762;;;7.5;a1/thermodynamic;;;;;;[10497, 10077, 10192, 10743, 10493];[nan, nan, nan, nan, nan];['Invalid CAS number: 5-60-0', '70974-88-8'];7.429999923706051;;;;;;pKa
2412;CN(c1ccccc1)C1CCCC1;6.710000019073485;2.6973981187982708e-08;valid;;;;;;3366;;;6.71;a/apparent;;;;;;11828;;Invalid CAS number: 5-60-9;6.71000003814697;;;;;;pKa
2413;CN(c1ccccc1)C1CCCCC1;6.34999995231628;6.74349630185485e-08;valid;;;;;;2470;;;6.35;a/apparent;;;;;;12553;;Invalid CAS number: 5-60-6;6.34999990463256;;;;;;pKa
2414;CN(c1nc([N+](=O)[O-])n[nH]1)[N+](=O)[O-];3.1199999427795397;8.092195078637344e-08;valid;;;;;;3598;;;3.12;a1/apparent;;;;;;23427;;72285-36-0;3.11999988555908;;;;;;pKa
2415;CN(c1nnn[nH]1)[N+](=O)[O-];2.880000057220455;8.092194356394812e-08;valid;;;;;;1607;;;2.88;a/apparent;;;;;;24355;;98025-76-4;2.88000011444091;;;;;;pKa
2416;CN/C=N/c1cccc(-c2csc(N=C(N)N)n2)c1;8.29;;valid;;;;;;6618;;;8.29;a2/apparent;;;;;;;;;;;;;;;pKa
2417;CN/C=[NH+]/c1cccc(-c2csc(N=C(N)N)n2)c1;6.29;;valid;;;;;;6619;;;6.29;a1/apparent;;;;;;;;;;;;;;;pKa
2418;CN1C(=N)C(C)(C)c2ccccc21;9.25;;valid;;;;;;3302;;;9.25;a/apparent;;;;;;;;;;;;;;;pKa
2419;CN1C(=N)Cc2ccccc21;9.6;;valid;;;;;;3805;;;9.6;a/apparent;;;;;;;;;;;;;;;pKa
2420;CN1C(=O)C(C)(C)NC1=S;10.8000000953674;1.348698695137685e-07;valid;;;;;;1599;;;10.8;a/apparent;;;;;;2040;;24619-04-3;10.8000001907348;;;;;;pKa
2421;CN1C(=O)C2(CCCCC2)NC1=S;11.22999977111815;3.236878169623074e-07;valid;;;;;;3353;;;11.23;a/apparent;;;;;;1528;;72323-48-9;11.2299995422363;;;;;;pKa
2422;CN1C(=O)N(CCN2CCOCC2)C(=O)C(C)(C2=CCCCC2)C1=O;5.75;0.0;valid;;;;;;6412;;;5.75;a1/apparent;;;;;;13752;;31414-76-3;5.75;;;;;;pKa
2423;CN1C(=O)N/C(=C\c2ccccc2)C1=O;9.6;;valid;;;;;;6999;;;9.6;a/apparent;;;;;;;;;;;;;;;pKa
2424;CN1C(=O)NCc2[nH]cnc21;11.10000019073485;2.697398118798271e-07;valid;;;;;;3783;;;11.1;a/apparent;;;;;;1684;;No CAS number;11.1000003814697;;;;;;pKa
2425;CN1C(=S)NC(=O)C12CCCCC2;9.25;0.0;valid;;;;;;3352;;;9.25;a/apparent;;;;;;5651;;99516-32-2;9.25;;;;;;pKa
2426;CN1C(C)(C)CCCC1(C)C;11.164999961853026;0.12020820674968169;valid;;;;;;4404;;;11.25;a1/apparent;;;;;;[1497, 1498, 1589, 2353];;79-55-0;11.079999923706051;;;;;;pKa
2427;CN1C2=CCCC1CCC2;8.80000009536743;1.3486991222028337e-07;valid;;;;;;2035;;;8.8;a1/thermodynamic;;;;;;6956;;124419-64-3;8.80000019073486;;;;;;pKa
2428;CN1C2CCC(C2)N1C;6.889999933242795;9.440894420653121e-08;valid;;;;;;2721;;;6.89;a1/apparent;;;;;;11511;;14287-89-9;6.88999986648559;;;;;;pKa
2429;CN1C2CCC(CC2)N1C;7.139999933242795;9.440894420653121e-08;valid;;;;;;1991;;;7.14;a1/apparent;;;;;;11004;;14287-92-4;7.13999986648559;;;;;;pKa
2430;CN1C=C(C#N)C=CC1;2.7;;valid;;;;;;2888;;;2.7;a/apparent;;;;;;;;;;;;;;;pKa
2431;CN1C=C(C#N)CCC1;2.7;;valid;;;;;;2889;;;2.7;a/apparent;;;;;;;;;;;;;;;pKa
2432;CN1CC(=O)NC1=O;11.3999998092651;2.6973988221996924e-07;valid;;;;;;145;;;11.4;a1/apparent;;;;;;1366;;616-04-6;11.3999996185302;;;;;;pKa
2433;CN1CC(O)C2=C/C(=N\O)C(=O)C=C21;8.6;;valid;;;;;;2460;;;8.6;a/apparent;;;;;;;;;;;;;;;pKa
2434;CN1CC(O[Si](C)(C)C)C1;9.10000019073486;2.6973982569664074e-07;valid;;;;;;1776;;;9.1;a1/apparent;;;;;;6114;;111043-38-0;9.10000038146972;;;;;;pKa
2435;CN1CC1;7.8600000667572;9.44089372981244e-08;valid;;;;;;7225;;;7.86;a/thermodynamic;;;;;;[9482, 9483];;1072-44-2;7.8600001335144;;;;;;pKa
2436;CN1CC=CC1;9.910000047683713;0.014142068188778308;valid;;;;;;7310;;;9.92;a/apparent;;;;;;[3714, 3866];;['Invalid CAS number: 5-89-5', '554-15-4'];9.900000095367425;;;;;;pKa
2437;CN1CC=CC1c1cccnc1;7.000000019073485;0.056568515520942664;valid;;;;;;1053;;;7.04;b/apparent;;;;;;11358;;No CAS number;6.96000003814697;;;;;;pKa
2438;CN1CC=CCN1C;5.6999999046325645;1.3486992038476418e-07;valid;;;;;;83;;;5.7;a1/apparent;;;;;;13843;;26163-36-0;5.69999980926513;;;;;;pKa
2439;CN1CCC(=O)NC1=O;11.86999981880185;0.0141418793708497;valid;;;;;;2932;;;11.86;a1/thermodynamic;;;;;;[982, 999];;696-11-7;11.8799996376037;;;;;;pKa
2440;CN1CCC(NN)CC1;;;outlier;;;;;;3165;;;;a2/apparent;;;;;;13854;;51304-64-4;;;;;;;pKa
2441;CN1CCC(NNc2ccccc2)CC1;8.699999904632564;1.3486991975672718e-07;valid;;;;;;7126;;;8.7;a/apparent;;;;;;7234;;101589-72-4;8.69999980926513;;;;;;pKa
2442;CN1CCC(n2nc(-c3ccccc3)c(Cc3ccccc3)c2[O-])CC1;9.13;;valid;;;;;;5836;;;9.13;a2/apparent;;;;;;;;;;;;;;;pKa
2443;CN1CCC1;10.4;;valid;;;;;;7593;;;10.4;a/thermodynamic;;;;;;;;;;;;;;;pKa
2444;CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12;8.29;;valid;;;;;;5473;;;8.29;a/apparent;;;;;;;;;;;;;;;pKa
2445;CN1CCC2Cc3ccc(O)c(O)c3C3CCCC1C23;7.579999961853025;5.394796928437224e-08;valid;;;;;;5474;;;7.58;a1/apparent;;;;;;10112;;No CAS number;7.57999992370605;;;;;;pKa
2446;CN1CCC=C(C#N)C1;6.35;;valid;;;;;;2879;;;6.35;a/apparent;;;;;;;;;;;;;;;pKa
2447;CN1CCC=C(C(=O)[O-])C1;9.07;;valid;;;;;;1729;;;9.07;a2/apparent;;;;;;;;;;;;;;;pKa
2448;CN1CCCC(C(=O)[O-])C1;9.7;;valid;;;;;;1718;;;9.7;a2/apparent;;;;;;;;;;;;;;;pKa
2449;CN1CCCC1;10.58;;valid;;;;;;7311;;;10.58;a/thermodynamic;;;;;;;;;;;;;;;pKa
2450;CN1CCCC1c1ccccc1;8.8;;valid;;;;;;1134;;;8.8;b/apparent;;;;;;;;;;;;;;;pKa
2451;CN1CCCC1c1cccnc1;7.955;;valid;;;;;;[1054, 1055];;;7.955;['a2/apparent', 'b1/apparent'];;;;;;;;;;;;;;;pKa
2452;CN1CCCC1c1cncc2[nH]c3ccccc3c12;;;outlier;;;;;;6687;;;;a2/thermodynamic;;;;;;15132;;No CAS number;;;;;;;pKa
2453;CN1CCCC2CCN=C21;11.5;;valid;;;;;;2000;;;11.5;b/apparent;;;;;;;;;;;;;;;pKa
2454;CN1CCCCC1;10.08;;valid;;;;;;7859;;;10.08;a1/apparent;;;;;;;;;;;;;;;pKa
2455;CN1CCCCC1c1cccnc1;5.42;;valid;;;;;;3306;;;5.42;a/apparent;;;;;;;;;;;;;;;pKa
2456;CN1CCCCCC1;10.96;;valid;;;;;;206;;;10.96;a1/apparent;;;;;;;;;;;;;;;pKa
2457;CN1CCCCCCN(C)CCCCCC1;9.23999988555908;1.6184390094470989e-07;valid;;;;;;4865;;;9.24;a/apparent;;;;;;5675;;53016-80-1;9.23999977111816;;;;;;pKa
2458;CN1CCCCCN1C;6.659999923706049;1.0789593919678146e-07;valid;;;;;;2885;;;6.66;a1/apparent;;;;;;11935;;49840-68-8;6.6599998474121;;;;;;pKa
2459;CN1CCCCN1C;6.659999923706049;1.0789593919678146e-07;valid;;;;;;84;;;6.66;a1/apparent;;;;;;11934;;26163-37-1;6.6599998474121;;;;;;pKa
2460;CN1CCCN(C)Cc2ccccc2OCCOc2ccccc2C1;10.14;;valid;;;;;;6395;;;10.14;b1/apparent;;;;;;;;;;;;;;;pKa
2461;CN1CCCN(C)c2cccc3cccc1c23;10.2700002288818;3.236877466221652e-07;valid;;;;;;6309;;;10.27;a1/apparent;;;;;;2962;;80703-35-1;10.2700004577636;;;;;;pKa
2462;CN1CCCN1C;6.67000003814697;5.3947962375965416e-08;valid;;;;;;7792;;;6.67;a1/apparent;;;;;;11916;;38704-89-1;6.67000007629394;;;;;;pKa
2463;CN1CCC[NH+](C)Cc2ccccc2OCCOc2ccccc2C1;7.92;;valid;;;;;;6396;;;7.92;b2/apparent;;;;;;;;;;;;;;;pKa
2464;CN1CCN(C(=O)c2ccccc2)CC1;6.78;;valid;;;;;;7026;;;6.78;a/apparent;;;;;;;;;;;;;;;pKa
2465;CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;7.81;;valid;;;;;;6534;;;7.81;a2/apparent;;;;;;;;;;;;;;;pKa
2466;CN1CCN(C(c2ccccc2)c2ccccc2)CC1;8.05;;valid;;;;;;5299;;;8.05;a2/apparent;;;;;;;;;;;;;;;pKa
2467;CN1CCN(C)c2cccc3cccc1c23;4.61999994277954;8.092195047235494e-08;valid;;;;;;4951;;;4.62;a1/apparent;;;;;;17008;;80703-34-0;4.61999988555908;;;;;;pKa
2468;CN1CCNCC1;9.72500019073486;0.1767769650364626;valid;;;;;;7787;;;9.6;a1/apparent;;;;;;3931;;109-01-3;9.85000038146972;;;;;;pKa
2469;CN1CCOCC1;7.55750000953674;0.14495687665625484;valid;;;;;;7885;;;7.66;a1/thermodynamic;;;;;;[10403, 10501, 10502, 10219, 10126, 9615, 10523, 10966, 11415, 8923];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];['109-02-4', '57133-78-5'];7.455000019073481;;;;;;pKa
2470;CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5;7.97;;valid;;;;;;6510;;;7.97;a/apparent;;;;;;;;;;;;;;;pKa
2471;CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5;8.905;;valid;;;;;;[6512, 6513];;;8.905;['b/apparent', 'a/apparent'];;;;;;;;;;;;;;;pKa
2472;CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5;8.94;;valid;;;;;;6511;;;8.94;b/apparent;;;;;;;;;;;;;;;pKa
2473;CN1CC[C@@]23c4c5ccc(O)c4O[C@]2(C)C(=O)CC[C@@H]3[C@@H]1C5;8.08;;valid;;;;;;5899;;;8.08;a/apparent;;;;;;;;;;;;;;;pKa
2474;CN1CC[C@@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5;8.07;;valid;;;;;;4765;;;8.07;a/apparent;;;;;;;;;;;;;;;pKa
2475;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1[C@H]5O;8.095;;valid;;;;;;[5897, 5898];;;8.095;['a2/apparent', 'a1/apparent'];;;;;;;;;;;;;;;pKa
2476;CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6O)c4O[C@@H]2[C@@H](O)C=C[C@H]3[C@H]1C5;8.1;;valid;;;;;;4797;;;8.1;a2/apparent;;;;;;;;;;;;;;;pKa
2477;CN1CC[NH2+]CC1;5.05;;valid;;;;;;7807;;;5.05;a1/apparent;;;;;;;;;;;;;;;pKa
2478;CN1CCc2cccc(c2)CCc2ccc1cc2;6.76;;valid;;;;;;5553;;;6.76;b1/apparent;;;;;;;;;;;;;;;pKa
2479;CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3;8.0;;valid;;;;;;[5475, 5476];;;8.0;['a/thermodynamic', 'b/thermodynamic'];;;;;;;;;;;;;;;pKa
2480;CN1CSCC1C(=O)[O-];6.6;;valid;;;;;;3095;;;6.6;a2/apparent;;;;;;;;;;;;;;;pKa
2481;CN1C[C@@H](C(=O)[O-])C=C2c3cccc4[nH]cc(c34)C[C@@H]21;7.85;;valid;;;;;;5467;;;7.85;a2/apparent;;;;;;;;;;;;;;;pKa
2482;CN1C[C@@H](C(=O)[O-])C[C@@]2(O)c3cccc4[nH]cc(c34)C[C@@H]12;9.2;;valid;;;;;;6421;;;9.2;a2/apparent;;;;;;;;;;;;;;;pKa
2483;CN1C[C@@H](C(=O)[O-])C[C@@]2(O)c3cccc4[nH]cc(c34)C[C@H]12;9.0;;valid;;;;;;6422;;;9.0;a2/apparent;;;;;;;;;;;;;;;pKa
2484;CN1C[C@@H](C(=O)[O-])C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21;8.47;;valid;;;;;;5466;;;8.47;a2/apparent;;;;;;;;;;;;;;;pKa
2485;CN1C[C@@H](CO)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21;8.3;;valid;;;;;;6683;;;8.3;a/apparent;;;;;;;;;;;;;;;pKa
2486;CN1C[C@H](C(=O)[O-])C=C2c3cccc4[nH]cc(c34)C[C@@H]21;8.49;;valid;;;;;;5468;;;8.49;a2/apparent;;;;;;;;;;;;;;;pKa
2487;CN1C[C@H](C(=O)[O-])C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21;8.57;;valid;;;;;;5465;;;8.57;a2/apparent;;;;;;;;;;;;;;;pKa
2488;CN1C[C@H](C(=O)[O-])C[C@@]2(O)c3cccc4[nH]cc(c34)C[C@@H]12;8.33;;valid;;;;;;6419;;;8.33;a2/apparent;;;;;;;;;;;;;;;pKa
