ID_all;SMILES;y_consensus;y_consensus_sd;valid/outlier;ID_avdeef;NAME_avdeef;CAS_avdeef;y_avdeef_nointraoutliers_nointeroutliers;pka_avdeef;ID_sander;NAME_sander;CAS_sander;y_sander_nointraoutliers_nointeroutliers;pka_sander;ID_liao;NAME_liao;CAS_liao;y_liao_nointraoutliers_nointeroutliers;pka_liao;ID_qtbx;NAME_qtbx;CAS_qtbx;y_qtbx_nointraoutliers_nointeroutliers;ID_settimo;NAME_settimo;CAS_settimo;y_settimo_nointraoutliers_nointeroutliers;pka_settimo;units
0;C#CCN(C)[C@H](C)Cc1ccc(F)cc1;7.42;;valid;55.0;p-F-deprenyl;;7.42;base;;;;;;;;;;;;;;;;;;;;pKa
1;C#CCN(C)[C@H](C)Cc1ccccc1;7.48;;valid;56.0;Deprenyl;;7.48;base;;;;;;;;;;;;;;;;;;;;pKa
2;C=CCOc1ccccc1OCC(O)CNC(C)C;9.569999847412106;2.157918708571191e-07;valid;117.0;oxprenolol;;9.57;base;;;;;;;;;;;4678;;No CAS number;9.56999969482421;;;;;;pKa
3;C=CCc1ccccc1OCC(O)CNC(C)C;9.563333384195964;0.04618806558356302;valid;107.0;alprenolol;;9.51;base;5618;;;9.59;a1/apparent;;;;;;4646;;No CAS number;9.59000015258789;;;;;;pKa
4;C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12;8.405000000000001;0.20506096654409944;valid;81.0;Quinine;;8.55;base;5260;;;8.26;b1/apparent;;;;;;;;;;;;;;;pKa
5;CC(=O)O;4.668666666666667;0.10651447475969347;valid;40.0;acetic acid;;4.55;acid;7227;;;4.7;a1/apparent;71;;;4.756;acid;;;;;;;;;;pKa
6;CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C;9.53999998092651;2.6973987468352544e-08;valid;114.0;metipranolol;;9.54;base;;;;;;;;;;;4745;;No CAS number;9.53999996185302;;;;;;pKa
7;CC(=O)Oc1ccc2c3c1O[C@@H]1C(OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;7.96;;valid;67.0;Diacetylmorphine;;7.96;base;;;;;;;;;;;;;;;;;;;;pKa
8;CC(=O)Oc1ccccc1C(=O)O;3.540833344459532;0.09786259275438325;valid;26.0;acetylsalicylic acid;;3.5;acid;;;;;;82;;;3.47;acid;[22348, 21904, 21905, 21968, 17204, 21557, 21558, 21014];[nan, nan, nan, nan, nan, nan, nan, nan];50-78-2;3.652500033378596;;;;;;pKa
9;CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1;3.7275000119209247;0.003535517047198973;valid;28.0;flamprop;;3.73;acid;;;;;;;;;;;[20848, 20893];;No CAS number;3.72500002384185;;;;;;pKa
10;CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1;4.191666634877523;0.11445522216451165;valid;33.0;flurbiprofen;;4.03;acid;5654;;;4.22;a1/apparent;;;;;;[18786, 18725, 18726];;51543-38-5;4.21666653951009;33;;;4.3;acid;pKa
11;CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1;3.9933333333333336;0.20033305601755644;valid;30.0;ketoprofen;;3.98;acid;6576;;;4.2;a1/apparent;;;;;;;;;;35;;;3.8;acid;pKa
12;CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2;9.69;;valid;125.0;nadolol;;9.69;base;;;;;;;;;;;;;;;;;;;;pKa
13;CC(C)(C)NCC(O)COc1ccccc1C1CCCC1;9.92000003814697;5.3947962375965416e-08;valid;129.0;phenbutolol;;9.92;base;;;;;;;;;;;3724;;No CAS number;9.92000007629394;;;;;;pKa
14;CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1;9.53;;valid;112.0;timolol;;9.53;base;;;;;;;;;;;;;;;;;;;;pKa
15;CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1;8.928750028610228;0.6296344733869516;valid;128.0;Terfenadine;;9.86;base;4821;;;8.6;a1/apparent;;;;;;[6569, 7532];;50679-08-8;8.755000114440914;65;;;8.5;base;pKa
16;CC(C)Cc1ccc(C(C)C(=O)O)cc1;4.51;0.08485281374238578;valid;39.0;ibupofen;;4.45;acid;4615;;;4.57;a1/apparent;;;;;;;;;;;;;;;pKa
17;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;10.239999936421698;0.06928208736324419;valid;133.0;Disopyramide;;10.32;base;6368;;;10.2;a2/apparent;;;;;;3129;;No CAS number;10.1999998092651;;;;;;pKa
18;CC(C)NCC(O)COc1ccc(CC(N)=O)cc1;9.493749923706053;0.11757105092759423;valid;113.0;atenolol;;9.54;base;[6774, 6775];;;9.535;['a1/apparent', 'b1/apparent'];8;;;9.58;base;5438;;No CAS number;9.31999969482421;;;;;;pKa
19;CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1;9.569999847412106;2.157918708571191e-07;valid;118.0;Bisoprolol;;9.57;base;;;;;;;;;;;4677;;No CAS number;9.56999969482421;;;;;;pKa
20;CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12;9.520000228881834;3.2368779560904994e-07;valid;110.0;Carazolol;;9.52;base;;;;;;;;;;;4809;;No CAS number;9.52000045776367;;;;;;pKa
21;CC(C)NCC(O)COc1cccc2[nH]ccc12;9.53999998092651;2.6973987468352544e-08;valid;115.0;Pindolol;;9.54;base;;;;;;;;;;;4746;;No CAS number;9.53999996185302;;;;;;pKa
22;CC(C)NCC(O)COc1cccc2ccccc12;9.47277770784166;0.05202394454779238;valid;111.0;Propranolol;;9.53;base;6630;;;9.46;a1/apparent;;;;;;[4773, 5063, 5104, 5105, 5431, 4853, 4757, 4758, 5430, 5051, 4989, 5694];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];No CAS number;9.42833312352498;;;;;;pKa
23;CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;4.31;;valid;37.0;fluvastatin;;4.31;acid;;;;;;;;;;;;;;;;;;;;pKa
24;CC(CN1c2ccccc2Sc2ccccc21)N(C)C;8.736249967416125;0.1809869118838804;valid;91.0;Promethazine;;9.0;base;5304;;;8.65;a/apparent;;;;;;[6755, 6089, 7370, 9193, 6192, 9363];[nan, nan, nan, nan, nan, nan];['60-87-7', '58-33-3'];8.594999869664504;69;;;8.7;base;pKa
25;CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1;7.34;;valid;54.0;Fenpropimorph;;7.34;base;;;;;;;;;;;;;;;;;;;;pKa
26;CC(N)(Cc1ccc(O)c(O)c1)C(=O)O;2.21;;valid;2.0;a-methyl-DOPA;;2.21;acid;;;;;;;;;;;;;;;;;;;;pKa
27;CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O;7.84;;valid;62.0;Enalaprilat;;7.84;base;;;;;;;;;;;;;;;;;;;;pKa
28;CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1;8.48;;valid;78.0;Tamoxifen;;8.48;base;;;;;;;;;;;;;;;;;;;;pKa
29;CC1(C)S[C@@H]2[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O;2.6;;valid;9.0;amoxicilin;;2.6;acid;;;;;;;;;;;;;;;;;;;;pKa
30;CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23;6.324999999999999;0.07778174593052045;valid;48.0;flumequine;;6.27;acid;;;;;;97;;;6.38;acid;;;;;;;;;;pKa
31;CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23;8.20999982833862;0.14142159900316106;valid;74.0;ofloxacin;;8.31;base;;;;;;;;;;;8811;;82419-36-1;8.10999965667724;;;;;;pKa
32;CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C;9.06;;valid;94.0;Propoxyphene;;9.06;base;;;;;;;;;;;;;;;;;;;;pKa
33;CCC1OC(=O)CC(O)C(C)C(CC=O)(OC2OC(C)CC(N(C)C)C2O)CC(C)C(=O)C=CC(C)=CC1C;8.83;;valid;88.0;repromycin;;8.83;base;;;;;;;;;;;;;;;;;;;;pKa
34;CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1CC;8.36;;valid;76.0;Desmycosin;;8.36;base;;;;;;;;;;;;;;;;;;;;pKa
35;CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1CC;7.73;;valid;60.0;tylosin;;7.73;base;;;;;;;;;;;;;;;;;;;;pKa
36;CCC1OC(=O)CC(O)CC(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2OC2C1C;8.79;;valid;85.0;rosaramicin;;8.79;base;;;;;;;;;;;;;;;;;;;;pKa
37;CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1;9.52;;valid;109.0;acebutolol;;9.52;base;;;;;;;;;;;;;;;;;;;;pKa
38;CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](O)CC(=O)[C@H]1C/C=C/CCCC(=O)O;4.77;;valid;42.0;Prostoglandin E2;;4.77;acid;;;;;;;;;;;;;;;;;;;;pKa
39;CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(=O)O;4.87;;valid;43.0;Prostoglandin E1;;4.87;acid;;;;;;;;;;;;;;;;;;;;pKa
40;CCCCNc1ccc(C(=O)OCCN(C)C)cc1;8.545;0.07778174593051983;valid;79.0;tetracaine;;8.49;base;;;;;;;;;;;;;;;95;;;8.6;base;pKa
41;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1;;;outlier;93.0;amiodalone;;;base;;;;;;;;;;;[12441, 14534];;1951-25-3;;;;;;;pKa
42;CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1;3.01;;valid;18.0;Probenecid;;3.01;acid;;;;;;;;;;;;;;;;;;;;pKa
43;CCCOC(=O)NCCCN(C)C;9.48499988555908;0.00707090596796438;valid;105.0;propamocarb;;9.48;base;;;;;;;;;;;[4941, 4870];;24579-73-5;9.48999977111816;;;;;;pKa
44;CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1;8.8;;valid;87.0;Rivastigmine;;8.8;base;;;;;;;;;;;;;;;;;;;;pKa
45;CCN(CC)C(=O)Nc1ccc(OCC(O)CNC)c(C(C)=O)c1;9.66;;valid;123.0;Celiprolol;;9.66;base;;;;;;;;;;;;;;;;;;;;pKa
46;CCN(CC)CC(=O)Nc1c(C)cccc1C;7.850999986648558;0.10788265972268384;valid;66.0;lidocaine;;7.95;base;6237;;;7.72;a1/apparent;35;;;7.928;base;[9509, 10736, 9048, 9244, 9213];[nan, nan, nan, nan, nan];['137-58-6', '73-78-9'];7.805999946594234;;;;;;pKa
47;CCN(CC)CCOC(=O)c1ccc(N)cc1;9.04;0.0;valid;92.0;Procaine;;9.04;base;;;;;;54;;;9.04;base;;;;;;;;;;pKa
48;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;9.285000209808349;0.03535563577314104;valid;101.0;amlodipine;;9.26;base;;;;;;;;;;;5455;;No CAS number;9.3100004196167;;;;;;pKa
49;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O;2.92;;valid;17.0;Enalapril;;2.92;acid;;;;;;;;;;;;;;;;;;;;pKa
50;CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@@H](C)[C@@H](O)[C@]1(C)O;9.27;;valid;102.0;roxitheromycin;;9.27;base;;;;;;;;;;;;;;;;;;;;pKa
51;CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O;8.8;;valid;86.0;erythromycin;;8.8;base;;;;;;;;;;;;;;;;;;;;pKa
52;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O;8.98999988555908;1.6184390094470989e-07;valid;90.0;Claridhromycin;;8.99;base;;;;;;;;;;;6388;;81103-11-9;8.98999977111816;;;;;;pKa
53;CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21;6.378750090599056;0.5214913792514934;valid;45.0;Nalidixic acid;;6.01;acid;;;;;;;;;;;[12960, 7513, 12958, 12959];;389-08-2;6.747500181198113;;;;;;pKa
54;CN(C)CCC=C1c2ccccc2CCc2ccccc21;8.844999999999999;0.9121677477306469;valid;106.0;amitriptyline;;9.49;base;;;;;;;;;;;;;;;107;;;8.2;base;pKa
55;CN(C)CCCN1c2ccccc2CCc2ccccc21;9.51;;valid;108.0;imipramine;;9.51;base;;;;;;;;;;;;;;;;;;;;pKa
56;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;9.093333331214057;0.22030282554698308;valid;100.0;Chlorpromazine;;9.24;base;;;;;;;;;;;[5481, 5707, 7021, 7924, 7290, 7612];[nan, nan, nan, nan, nan, nan];['50-53-3', '69-09-0'];8.839999993642166;109;;;9.2;base;pKa
57;CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12;9.27;;valid;103.0;benzydamine;;9.27;base;;;;;;;;;;;;;;;;;;;;pKa
58;CN(C)CCOC(c1ccccc1)c1ccccc1;8.945000006357828;0.13481468126056065;valid;97.0;Diphenhydramine;;9.1;base;6644;;;8.88;a1/apparent;;;;;;[7518, 6403, 6318, 6807];;58-73-1;8.855000019073483;;;;;;pKa
59;CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C;9.61;;valid;120.0;Deramciclane;;9.61;base;;;;;;;;;;;;;;;;;;;;pKa
60;CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12;7.085;0.049497474683058526;valid;50.0;Terbinafine;;7.05;base;;;;;;;;;;;;;;;64;;;7.12;base;pKa
61;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;8.483499794006345;0.24536576175271096;valid;75.0;ranitidine;;8.31;base;;;;;;;;;;;7365;;66357-35-5;8.65699958801269;;;;;;pKa
62;CN1CCC[C@H]1c1cccnc1;8.11;;valid;70.0;nicotine;;8.11;base;;;;;;;;;;;;;;;;;;;;pKa
63;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;7.85;0.07071067811865513;valid;64.0;Colzapine;;7.9;base;;;;;;;;;;;;;;;113;;;7.8;base;pKa
64;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O[C@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)C2O)C=C[C@H]3[C@H]1C5;2.77;;valid;13.0;Morphine-6-beta-D-glucuronide;;2.77;acid;;;;;;;;;;;;;;;;;;;;pKa
65;CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2;9.84;;valid;127.0;atropine;;9.84;base;;;;;;;;;;;;;;;;;;;;pKa
66;CNC(C)C(O)c1ccccc1;9.778333301544189;0.16173539631014508;valid;122.0;Ephedrine;;9.65;base;837;;;9.96;a1/thermodynamic;;;;;;[4923, 3619];;No CAS number;9.724999904632565;;;;;;pKa
67;CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O;2.66;;valid;12.0;vancomycin;;2.66;acid;;;;;;;;;;;;;;;;;;;;pKa
68;CNCCC=C1c2ccccc2CCc2ccccc21;10.13;;valid;131.0;nortryptiline;;10.13;base;;;;;;;;;;;;;;;;;;;;pKa
69;CNCCCN1c2ccccc2CCc2ccccc21;10.414999904632552;0.271845434459427;valid;132.0;Desipramine;;10.16;base;5300;;;10.65;a1/apparent;;;;;;2314;;58-28-6;10.6499996185302;116;;;10.2;base;pKa
70;CN[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O;9.6;;valid;119.0;N-methyl-D-glucamine;;9.6;base;;;;;;;;;;;;;;;;;;;;pKa
71;COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2/C=C/C(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O;8.44;;valid;77.0;desmycarosyl carbomycin a;;8.44;base;;;;;;;;;;;;;;;;;;;;pKa
72;COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O;7.55;;valid;57.0;Carbomycin B;;7.55;base;;;;;;;;;;;;;;;;;;;;pKa
73;COC1CC(OC2C(C)C(O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O;8.84;;valid;89.0;oleandomycin;;8.84;base;;;;;;;;;;;;;;;;;;;;pKa
74;COCCc1ccc(OCC(O)CNC(C)C)cc1;9.587500123977659;0.038891048296144544;valid;116.0;metoprolol;;9.56;base;;;;;;;;;;;[4593, 4526];;['No CAS number', '51384-51-1'];9.615000247955315;;;;;;pKa
75;CO[C@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O[C@@H](O)CC(C)C)[C@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)[C@H](O)CC[C@@H]2O[C@H]2C[C@@H](C)O[C@@H](O)C[C@H]1O[C@H](C)O;7.61;;valid;59.0;Carbomycin A;;7.61;base;;;;;;;;;;;;;;;;;;;;pKa
76;COc1cc(NC(C)CCCN)c2ncccc2c1;10.03;;valid;130.0;Primaquine;;10.03;base;;;;;;;;;;;;;;;;;;;;pKa
77;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;8.927500162124632;0.20152520335931287;valid;95.0;Verapamil;;9.07;base;;;;;;;;;;;[7320, 6666];;23313-68-0;8.785000324249264;;;;;;pKa
78;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;8.02;;valid;69.0;Diltiazem;;8.02;base;;;;;;;;;;;;;;;;;;;;pKa
79;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;4.427777794731987;0.06866448526714476;valid;38.0;indomethacin;;4.42;acid;;;;;;;;;;;[19009, 17498, 17819];;53-86-1;4.36333338419596;12;;;4.5;acid;pKa
80;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;7.456111138661699;1.0803019878503664;valid;73.0;Codeine phosphate;;8.22;base;;;;;;;;;;;[13120, 13392, 8531, 8532, 13685, 13686, 13021, 13022, 8991];[nan, nan, nan, nan, nan, nan, nan, nan, nan];76-57-3;6.692222277323398;;;;;;pKa
81;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314;9.23;;valid;99.0;norcodeine;;9.23;base;;;;;;;;;;;;;;;;;;;;pKa
82;COc1ccc2cc(C(C)C(=O)O)ccc2c1;4.355000028610228;0.1775528525524887;valid;36.0;Naproxen;;4.18;acid;[6070, 6071];;;4.35;a1/apparent;;;;;;[19679, 15548, 17229, 17228];;['23981-80-8', 'No CAS number'];4.535000085830685;;;;;;pKa
83;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12;7.97;;valid;68.0;Carvedilol;;7.97;base;;;;;;;;;;;;;;;;;;;;pKa
84;Cc1cc(=O)oc2cc(C3OC(C(=O)O)C(O)C(O)C3O)ccc12;2.82;;valid;14.0;4-Me-umbelliferyl b-D-glucuron;;2.82;acid;;;;;;;;;;;;;;;;;;;;pKa
85;Cc1cc(Cl)ccc1O[C@H](C)C(=O)O;3.21;;valid;21.0;mecoprop;;3.21;acid;;;;;;;;;;;;;;;;;;;;pKa
86;Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1;7.8;;valid;61.0;olanzapine;;7.8;base;;;;;;;;;;;;;;;;;;;;pKa
87;Cc1cccc(C)c1OCC(C)N;9.14;;valid;98.0;mexiletine;;9.14;base;;;;;;;;;;;;;;;;;;;;pKa
88;Cc1cnc2c(C(=O)O)c(Cl)ccc2c1;3.960000019073485;2.6973981187982708e-08;valid;29.0;quinmerac;;3.96;acid;;;;;;;;;;;19864;;No CAS number;3.96000003814697;;;;;;pKa
89;N#Cc1ccc2c(c1)N(CCCCN1CCC(O)CC1)c1ccccc1S2;8.76;;valid;84.0;periciazine;;8.76;base;;;;;;;;;;;;;;;;;;;;pKa
90;NC(CC(=O)O)C(=O)O;9.67;;valid;124.0;aspartic acid;;9.67;base;;;;;;;;;;;;;;;;;;;;pKa
91;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O;3.38;;valid;24.0;trp-trp;;3.38;acid;;;;;;;;;;;;;;;;;;;;pKa
92;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O;3.18;;valid;19.0;trp-phe;;3.18;acid;;;;;;;;;;;;;;;;;;;;pKa
93;NC(Cc1ccc(O)c(O)c1)C(=O)O;2.21;;valid;3.0;DOPA;;2.21;acid;;;;;;;;;;;;;;;;;;;;pKa
94;NC(Cc1ccc(O)cc1)C(=O)O;2.2;;valid;1.0;tyrosine;;2.2;acid;;;;;;;;;;;;;;;;;;;;pKa
95;NCCCCc1ccccc1;10.445;0.07778174593051983;valid;134.0;4-phenylbutylamine;;10.5;base;4385;;;10.39;a1/apparent;;;;;;;;;;;;;;;pKa
96;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;3.6380000190734862;0.15974984348391433;valid;27.0;furosemide;;3.52;acid;6476;;;3.62;a1/apparent;98;;;3.65;acid;20093;;54-31-9;3.90000009536743;23;;;3.5;acid;pKa
97;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;8.543333339691161;0.09291572593133059;valid;83.0;haloperidol;;8.65;base;;;;;;;;;;;[7347, 8311];;52-86-8;8.480000019073485;44;;;8.5;base;pKa
98;O=C(O)CCCCc1ccccc1;4.773333371480303;0.1847521191769344;valid;41.0;5-phenylvaleric acid;;4.56;acid;3483;;;4.88;a/apparent;;;;;;[15930, 15931, 15932];;2270-20-4;4.88000011444091;;;;;;pKa
99;O=C(O)COc1ccc(Cl)cc1Cl;2.901444435649446;0.36973826670242627;valid;10.0;2,4-dichlorophenoxyacetic acid;;2.64;acid;;;;;;;;;;;[24258, 18498, 18499, 24259, 24777, 24650, 24401, 24402, 24314];[nan, nan, nan, nan, nan, nan, nan, nan, nan];94-75-7;3.162888871298892;;;;;;pKa
100;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;4.088750041723251;0.14642261370255527;valid;32.0;Diclofenac;;3.99;acid;;;;;;92;;;3.99;acid;[19128, 19501, 19502, 19503];;15307-86-5;4.075000166893002;24;;;4.3;acid;pKa
101;O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;2.65;;valid;11.0;Sulfasalazine;;2.65;acid;;;;;;;;;;;;;;;;;;;;pKa
102;O=C(O)c1ccc2ccccc2c1;4.174444446563719;0.028738923572865553;valid;35.0;2-napthoic acid;;4.18;acid;3250;;;4.2;a1/apparent;;;;;;[19049, 19050, 19051, 18348, 18349, 19052, 19053, 19563, 19564, 19593, 19594, 19001, 19002, 19003, 19163];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];93-09-4;4.143333339691156;;;;;;pKa
103;O=C(O)c1ccccc1;4.08175;0.12976485143006422;valid;31.0;benzoic acid;;3.98;acid;2769;;;4.18;a1/apparent;84;;;4.207;acid;;;;;27;;;3.96;acid;pKa
104;O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1;4.09;;valid;34.0;flufenamic acid;;4.09;acid;;;;;;;;;;;;;;;;;;;;pKa
105;O=C(O)c1ccccc1O;2.8833333333333333;0.10503967504392508;valid;16.0;Salicylic Acid;;2.88;acid;1469;;;2.99;a1/apparent;110;;;2.78;acid;;;;;;;;;;pKa
106;O=C(O)c1nc(Cl)ccc1Cl;2.314999971389766;0.007071108272845585;valid;5.0;Clopyralid;;2.32;acid;;;;;;;;;;;[26019, 25925, 25926];;1702-17-6;2.309999942779533;;;;;;pKa
107;O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1;7.6;;valid;58.0;Buspinone;;7.6;base;;;;;;;;;;;;;;;;;;;;pKa
108;Oc1ccc2c3c1O[C@H]1C(O)C=C[C@H]4[C@@H](C2)NCC[C@]314;9.8;;valid;126.0;normorphine;;9.8;base;;;;;;;;;;;;;;;;;;;;pKa
109;Brc1c[nH]cn1;3.79999997615814;3.371748150927425e-08;valid;;;;;;7303;;;3.8;b1/apparent;;;;;;20572;;2302-25-2;3.79999995231628;;;;;;pKa
110;Brc1cc2cccnc2c2ncccc12;4.1999999046325645;1.3486992038476418e-07;valid;;;;;;7174;;;4.2;a/apparent;;;;;;18859;;40000-20-2;4.19999980926513;;;;;;pKa
111;Brc1ccc(-c2cnc(-c3ccccc3)o2)cc1;0.649999988079071;1.685873949856316e-08;valid;;;;;;5561;;;0.65;b1/apparent;;;;;;28685;;96908-21-3;0.649999976158142;;;;;;pKa
112;Brc1ccc(-c2ncc(-c3ccccc3)o2)cc1;0.400000002980232;4.214684482117676e-09;valid;;;;;;5559;;;0.4;b1/apparent;;;;;;28813;;14492-02-5;0.400000005960464;;;;;;pKa
113;Brc1ccc(-c2nnn[nH]2)cc1;3.73000000953674;1.348698713978795e-08;valid;;;;;;997;;;3.73;a1/apparent;;;;;;20847;;50907-23-8;3.73000001907348;;;;;;pKa
114;Brc1ccc(C2NCCS2)cc1;5.05000009536743;1.3486991284832037e-07;valid;;;;;;1137;;;5.05;a1/apparent;;;;;;[15425, 15412];;['No CAS number', '67086-81-1'];5.05000019073486;;;;;;pKa
115;Brc1ccc(Nc2ccccc2)cc1;1.73;;valid;;;;;;2476;;;1.73;b1/apparent;;;;;;;;;;;;;;;pKa
116;Brc1ccc([P+](c2ccccc2)(c2ccccc2)C2c3ccccc3-c3ccccc32)cc1;8.67;;valid;;;;;;4795;;;8.67;a1/apparent;;;;;;;;;;;;;;;pKa
