ID_all;SMILES;ID_Livertox;orig_ID_Livertox;yorig_Livertox;CAS_Livertox;NAME_Livertox;units_Livertox;smilessource_Livertox;SMILES_Livertox;desired_units_Livertox;y_Livertox;y_consensus;valid/outlier
472;CC(C)=C[C@@H]1[C@@H](CO)C1(C)C;472;472;0;;;classOATP1B1inh;SMILES;CC(C)=C[C@@H]1[C@@H](CO)C1(C)C;classOATP1B1inh;0;0;valid
473;COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1;473;473;0;;;classOATP1B1inh;SMILES;COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1;classOATP1B1inh;0;0;valid
474;O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12;474;474;0;;;classOATP1B1inh;SMILES;O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12;classOATP1B1inh;0;0;valid
475;Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O;475;475;0;;;classOATP1B1inh;SMILES;Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O;classOATP1B1inh;0;0;valid
476;COC(=O)C[C@H]1[C@@]2(C)C[C@]34O[C@]5(C)O[C@@]6([C@H](OC)[C@@]3(OC)[C@H]2OC(C)=O)[C@H]2/C(=C(/OC)C(C)C)C(=O)O[C@@H](c3ccoc3)[C@]2(C)[C@@H](OC(=O)C(C)C)[C@@H](OC)[C@]6(O5)[C@]14C;476;476;1;;;classOATP1B1inh;SMILES;COC(=O)C[C@H]1[C@@]2(C)C[C@]34O[C@]5(C)O[C@@]6([C@H](OC)[C@@]3(OC)[C@H]2OC(C)=O)[C@H]2/C(=C(/OC)C(C)C)C(=O)O[C@@H](c3ccoc3)[C@]2(C)[C@@H](OC(=O)C(C)C)[C@@H](OC)[C@]6(O5)[C@]14C;classOATP1B1inh;1;1;valid
477;Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2;477;477;0;;;classOATP1B1inh;SMILES;Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2;classOATP1B1inh;0;0;valid
478;Cc1cc(C2CCCCC2)n(O)c(=O)c1;478;478;0;;;classOATP1B1inh;SMILES;Cc1cc(C2CCCCC2)n(O)c(=O)c1;classOATP1B1inh;0;0;valid
479;O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1;479;479;0;;;classOATP1B1inh;SMILES;O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1;classOATP1B1inh;0;0;valid
480;CN/C(=N\C#N)NCCSCc1nc[nH]c1C;480;480;0;;;classOATP1B1inh;SMILES;CN/C(=N\C#N)NCCSCc1nc[nH]c1C;classOATP1B1inh;0;0;valid
481;C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12;481;481;0;;;classOATP1B1inh;SMILES;C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12;classOATP1B1inh;0;0;valid
482;C(=C/N1CCN(C(c2ccccc2)c2ccccc2)CC1)\Cc1ccccc1;482;482;0;;;classOATP1B1inh;SMILES;C(=C/N1CCN(C(c2ccccc2)c2ccccc2)CC1)\Cc1ccccc1;classOATP1B1inh;0;0;valid
483;CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3;483;483;0;;;classOATP1B1inh;SMILES;CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3;classOATP1B1inh;0;0;valid
484;O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O;484;484;0;;;classOATP1B1inh;SMILES;O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O;classOATP1B1inh;0;0;valid
485;CC(=O)N[C@@H]1CCSC1=O;485;485;0;;;classOATP1B1inh;SMILES;CC(=O)N[C@@H]1CCSC1=O;classOATP1B1inh;0;0;valid
486;CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O;486;486;1;;;classOATP1B1inh;SMILES;CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O;classOATP1B1inh;1;1;valid
487;COc1cc(OC)c2ccc(=O)oc2c1;487;487;0;;;classOATP1B1inh;SMILES;COc1cc(OC)c2ccc(=O)oc2c1;classOATP1B1inh;0;0;valid
488;NC(=O)NCCC[C@H]([NH3+])C(=O)[O-];488;488;0;;;classOATP1B1inh;SMILES;NC(=O)NCCC[C@H]([NH3+])C(=O)[O-];classOATP1B1inh;0;0;valid
489;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1;489;489;0;;;classOATP1B1inh;SMILES;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1;classOATP1B1inh;0;0;valid
490;CC(C)(C)NC[C@H](O)c1cc(Cl)c(N)c(Cl)c1;490;490;0;;;classOATP1B1inh;SMILES;CC(C)(C)NC[C@H](O)c1cc(Cl)c(N)c(Cl)c1;classOATP1B1inh;0;0;valid
491;CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1;491;491;0;;;classOATP1B1inh;SMILES;CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1;classOATP1B1inh;0;0;valid
492;CCC(=O)O[C@@]1(C(=O)CCl)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C;492;492;1;;;classOATP1B1inh;SMILES;CCC(=O)O[C@@]1(C(=O)CCl)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C;classOATP1B1inh;1;1;valid
493;CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1;493;493;0;;;classOATP1B1inh;SMILES;CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1;classOATP1B1inh;0;0;valid
494;CC(C)(Oc1ccc(Cl)cc1)C(=O)O;494;494;0;;;classOATP1B1inh;SMILES;CC(C)(Oc1ccc(Cl)cc1)C(=O)O;classOATP1B1inh;0;0;valid
495;CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1;495;495;0;;;classOATP1B1inh;SMILES;CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1;classOATP1B1inh;0;0;valid
496;CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1;496;496;0;;;classOATP1B1inh;SMILES;CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1;classOATP1B1inh;0;0;valid
497;CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21;497;497;1;;;classOATP1B1inh;SMILES;CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21;classOATP1B1inh;1;1;valid
498;Clc1cccc(Cl)c1N=C1NCCN1;498;498;0;;;classOATP1B1inh;SMILES;Clc1cccc(Cl)c1N=C1NCCN1;classOATP1B1inh;0;0;valid
499;C[C@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;499;499;0;;;classOATP1B1inh;SMILES;C[C@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;classOATP1B1inh;0;0;valid
500;Clc1ccc([C@H](OCCN2CCCCC2)c2ccccc2)cc1;500;500;0;;;classOATP1B1inh;SMILES;Clc1ccc([C@H](OCCN2CCCCC2)c2ccccc2)cc1;classOATP1B1inh;0;0;valid
501;COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1;501;501;0;;;classOATP1B1inh;SMILES;COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1;classOATP1B1inh;0;0;valid
502;Cc1nc(C)c(Cl)c(O)c1Cl;502;502;0;;;classOATP1B1inh;SMILES;Cc1nc(C)c(Cl)c(O)c1Cl;classOATP1B1inh;0;0;valid
503;CC(=O)O[C@H]1CC[C@@]23C[C@]1(C)CCC2C(C)(C)C[C@H]3OC(C)=O;503;503;0;;;classOATP1B1inh;SMILES;CC(=O)O[C@H]1CC[C@@]23C[C@]1(C)CCC2C(C)(C)C[C@H]3OC(C)=O;classOATP1B1inh;0;0;valid
504;Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12;504;504;1;;;classOATP1B1inh;SMILES;Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12;classOATP1B1inh;1;1;valid
505;Oc1ccc(Cl)c2cccnc12;505;505;0;;;classOATP1B1inh;SMILES;Oc1ccc(Cl)c2cccnc12;classOATP1B1inh;0;0;valid
506;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;506;506;0;;;classOATP1B1inh;SMILES;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;classOATP1B1inh;0;0;valid
507;COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](NC(C)=O)CC2;507;507;0;;;classOATP1B1inh;SMILES;COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](NC(C)=O)CC2;classOATP1B1inh;0;0;valid
508;C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@@H]1C(C)(C)CC[C@H](O)[C@@]12C;508;508;0;;;classOATP1B1inh;SMILES;C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@@H]1C(C)(C)CC[C@H](O)[C@@]12C;classOATP1B1inh;0;0;valid
509;CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@@H](NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@H](NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)CCCCC(C)C)[C@@H](C)O)CCNC(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@@H]([C@@H](C)CC)NC1=O;509;509;0;;;classOATP1B1inh;SMILES;CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@@H](NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@H](NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)CCCCC(C)C)[C@@H](C)O)CCNC(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@H](CC[NH2+]CS(=O)(=O)[O-])NC(=O)[C@@H]([C@@H](C)CC)NC1=O;classOATP1B1inh;0;0;valid
510;C[C@H]1[C@H]2CC[C@@H]3[C@H]4CC=C5C[C@@H](N(C)C)CC[C@@]5(C)[C@@H]4CC[C@]23CN1C;510;510;0;;;classOATP1B1inh;SMILES;C[C@H]1[C@H]2CC[C@@H]3[C@H]4CC=C5C[C@@H](N(C)C)CC[C@@]5(C)[C@@H]4CC[C@]23CN1C;classOATP1B1inh;0;0;valid
511;OC/C=C/c1ccc(O)c(O)c1;511;511;1;;;classOATP1B1inh;SMILES;OC/C=C/c1ccc(O)c(O)c1;classOATP1B1inh;1;1;valid
512;CCC[C@@H]1CCCCN1;512;512;0;;;classOATP1B1inh;SMILES;CCC[C@@H]1CCCCN1;classOATP1B1inh;0;0;valid
513;C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@@H]4CC[C@@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O;513;513;0;;;classOATP1B1inh;SMILES;C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@@H]4CC[C@@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O;classOATP1B1inh;0;0;valid
514;CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3C(=O)C[C@]21C;514;514;0;;;classOATP1B1inh;SMILES;CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3C(=O)C[C@]21C;classOATP1B1inh;0;0;valid
515;C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2C(=O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO;515;515;0;;;classOATP1B1inh;SMILES;C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2C(=O)C[C@@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO;classOATP1B1inh;0;0;valid
516;COC(=O)[C@@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12;516;516;0;;;classOATP1B1inh;SMILES;COC(=O)[C@@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12;classOATP1B1inh;0;0;valid
517;CC(=O)OC[C@H]1O[C@@H](Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)cc4)oc3c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O;517;517;0;;;classOATP1B1inh;SMILES;CC(=O)OC[C@H]1O[C@@H](Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)cc4)oc3c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O;classOATP1B1inh;0;0;valid
518;O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;518;518;0;;;classOATP1B1inh;SMILES;O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;classOATP1B1inh;0;0;valid
519;CN1C(=O)CC[C@H]1c1cccnc1;519;519;0;;;classOATP1B1inh;SMILES;CN1C(=O)CC[C@H]1c1cccnc1;classOATP1B1inh;0;0;valid
520;COc1ccccc1/C=C\C(=O)O;520;520;0;;;classOATP1B1inh;SMILES;COc1ccccc1/C=C\C(=O)O;classOATP1B1inh;0;0;valid
521;CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1;521;521;0;;;classOATP1B1inh;SMILES;CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1;classOATP1B1inh;0;0;valid
522;C=C1C(=O)O[C@H]2C[C@@H]1[C@@H](OC(C)=O)C/C(C)=C\CC/C(C)=C\CC[C@]2(C)O;522;522;0;;;classOATP1B1inh;SMILES;C=C1C(=O)O[C@H]2C[C@@H]1[C@@H](OC(C)=O)C/C(C)=C\CC/C(C)=C\CC[C@]2(C)O;classOATP1B1inh;0;0;valid
523;CN1CC(=O)NC1=N;523;523;0;;;classOATP1B1inh;SMILES;CN1CC(=O)NC1=N;classOATP1B1inh;0;0;valid
524;Cc1ccc(O)cc1;524;524;0;;;classOATP1B1inh;SMILES;Cc1ccc(O)cc1;classOATP1B1inh;0;0;valid
525;CO[C@@H]1C=C[C@]23c4cc5c(cc4C[N@](C[C@H]2O)[C@@H]3C1)OCO5;525;525;0;;;classOATP1B1inh;SMILES;CO[C@@H]1C=C[C@]23c4cc5c(cc4C[N@](C[C@H]2O)[C@@H]3C1)OCO5;classOATP1B1inh;0;0;valid
526;O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1;526;526;0;;;classOATP1B1inh;SMILES;O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1;classOATP1B1inh;0;0;valid
527;C/C=C/C(=O)N(CC)c1ccccc1C;527;527;0;;;classOATP1B1inh;SMILES;C/C=C/C(=O)N(CC)c1ccccc1C;classOATP1B1inh;0;0;valid
528;CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)[C@@H]3CC[C@]12C;528;528;0;;;classOATP1B1inh;SMILES;CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)[C@@H]3CC[C@]12C;classOATP1B1inh;0;0;valid
529;COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O;529;529;0;;;classOATP1B1inh;SMILES;COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O;classOATP1B1inh;0;0;valid
530;CN1CCN(C(c2ccccc2)c2ccccc2)CC1;530;530;0;;;classOATP1B1inh;SMILES;CN1CCN(C(c2ccccc2)c2ccccc2)CC1;classOATP1B1inh;0;0;valid
531;CN(C)CCC=C1c2ccccc2C=Cc2ccccc21;531;531;0;;;classOATP1B1inh;SMILES;CN(C)CCC=C1c2ccccc2C=Cc2ccccc21;classOATP1B1inh;0;0;valid
532;[NH2+]=C1NCCN1CC(=O)[O-];532;532;0;;;classOATP1B1inh;SMILES;[NH2+]=C1NCCN1CC(=O)[O-];classOATP1B1inh;0;0;valid
533;C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1;533;533;0;;;classOATP1B1inh;SMILES;C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1;classOATP1B1inh;0;0;valid
534;[NH3+]C1(C(=O)[O-])CCCC1;534;534;0;;;classOATP1B1inh;SMILES;[NH3+]C1(C(=O)[O-])CCCC1;classOATP1B1inh;0;0;valid
535;CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1;535;535;0;;;classOATP1B1inh;SMILES;CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1;classOATP1B1inh;0;0;valid
536;CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C=O)[C@@H]4CC[C@@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@@]3(O)C2)O[C@H](C)[C@H]1O;536;536;0;;;classOATP1B1inh;SMILES;CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C=O)[C@@H]4CC[C@@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@@]3(O)C2)O[C@H](C)[C@H]1O;classOATP1B1inh;0;0;valid
537;CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C;537;537;1;;;classOATP1B1inh;SMILES;CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C;classOATP1B1inh;1;1;valid
538;NCCSSCCN;538;538;0;;;classOATP1B1inh;SMILES;NCCSSCCN;classOATP1B1inh;0;0;valid
539;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;539;539;0;;;classOATP1B1inh;SMILES;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;classOATP1B1inh;0;0;valid
540;O=c1cccc2n1C[C@H]1CNC[C@@H]2C1;540;540;0;;;classOATP1B1inh;SMILES;O=c1cccc2n1C[C@H]1CNC[C@@H]2C1;classOATP1B1inh;0;0;valid
541;[NH3+][C@H](Cc1ccccc1)C(=O)[O-];541;541;0;;;classOATP1B1inh;SMILES;[NH3+][C@H](Cc1ccccc1)C(=O)[O-];classOATP1B1inh;0;0;valid
542;CN(C)N=Nc1[nH]cnc1C(N)=O;542;542;0;;;classOATP1B1inh;SMILES;CN(C)N=Nc1[nH]cnc1C(N)=O;classOATP1B1inh;0;0;valid
543;COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl;543;543;0;;;classOATP1B1inh;SMILES;COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl;classOATP1B1inh;0;0;valid
544;Cc1c2oc3c(C)ccc(C(=O)O[C@@H](C)[C@@H]4NC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]5CCCN5C(=O)[C@@H](C(C)C)NC4=O)c3nc-2c(C(=O)O[C@@H](C)[C@@H]2NC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]3CCCN3C(=O)[C@@H](C(C)C)NC2=O)c(N)c1=O;544;544;0;;;classOATP1B1inh;SMILES;Cc1c2oc3c(C)ccc(C(=O)O[C@@H](C)[C@@H]4NC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]5CCCN5C(=O)[C@@H](C(C)C)NC4=O)c3nc-2c(C(=O)O[C@@H](C)[C@@H]2NC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]3CCCN3C(=O)[C@@H](C(C)C)NC2=O)c(N)c1=O;classOATP1B1inh;0;0;valid
545;C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1;545;545;0;;;classOATP1B1inh;SMILES;C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1;classOATP1B1inh;0;0;valid
546;C=C[C@H](C1=CC(=O)C=CC1=O)c1ccccc1;546;546;0;;;classOATP1B1inh;SMILES;C=C[C@H](C1=CC(=O)C=CC1=O)c1ccccc1;classOATP1B1inh;0;0;valid
547;C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@H]3CC[C@@]21C;547;547;0;;;classOATP1B1inh;SMILES;C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@H]3CC[C@@]21C;classOATP1B1inh;0;0;valid
548;O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1;548;548;0;;;classOATP1B1inh;SMILES;O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1;classOATP1B1inh;0;0;valid
549;O=c1ccc2ccc(O)c(O)c2o1;549;549;0;;;classOATP1B1inh;SMILES;O=c1ccc2ccc(O)c(O)c2o1;classOATP1B1inh;0;0;valid
550;Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1;550;550;0;;;classOATP1B1inh;SMILES;Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1;classOATP1B1inh;0;0;valid
551;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(CC(=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](C(=O)O)OC(=O)[C@@H]4O[C@@]423)C1(C)C;551;551;0;;;classOATP1B1inh;SMILES;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(CC(=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](C(=O)O)OC(=O)[C@@H]4O[C@@]423)C1(C)C;classOATP1B1inh;0;0;valid
552;CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;552;552;0;;;classOATP1B1inh;SMILES;CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;classOATP1B1inh;0;0;valid
553;CC1(C)C(=O)C=C[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;553;553;1;;;classOATP1B1inh;SMILES;CC1(C)C(=O)C=C[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;classOATP1B1inh;1;1;valid
554;CC1(C)C(=O)C=C[C@@]2(C)C1C[C@@H](O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@]321;554;554;0;;;classOATP1B1inh;SMILES;CC1(C)C(=O)C=C[C@@]2(C)C1C[C@@H](O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@]321;classOATP1B1inh;0;0;valid
555;CC(C)CCC[C@@]1(C)C=Cc2c(O)c3c(c(CCC(C)C)c2O1)O[C@@]12[C@H]4C[C@@H](C[C@H]1C3=O)[C@H](O)[C@]2(CC[C@H](C)C(=O)O)OC4(C)C;555;555;1;;;classOATP1B1inh;SMILES;CC(C)CCC[C@@]1(C)C=Cc2c(O)c3c(c(CCC(C)C)c2O1)O[C@@]12[C@H]4C[C@@H](C[C@H]1C3=O)[C@H](O)[C@]2(CC[C@H](C)C(=O)O)OC4(C)C;classOATP1B1inh;1;1;valid
556;CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN;556;556;0;;;classOATP1B1inh;SMILES;CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN;classOATP1B1inh;0;0;valid
557;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4;557;557;0;;;classOATP1B1inh;SMILES;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4;classOATP1B1inh;0;0;valid
558;C[C@@H]1C2[C@]3(CC[C@H]1C)CC[C@@]1(C)[C@@]2(C=C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@H]4CC[C@@]21C)OC3=O;558;558;0;;;classOATP1B1inh;SMILES;C[C@@H]1C2[C@]3(CC[C@H]1C)CC[C@@]1(C)[C@@]2(C=C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@H]4CC[C@@]21C)OC3=O;classOATP1B1inh;0;0;valid
559;CC(C)c1ccc2c(c1)CC[C@H]1[C@@](C)(C(N)=O)CCC[C@@]21C;559;559;0;;;classOATP1B1inh;SMILES;CC(C)c1ccc2c(c1)CC[C@H]1[C@@](C)(C(N)=O)CCC[C@@]21C;classOATP1B1inh;0;0;valid
560;C=CCCCCCCCCCCC/C=C/[C@@H](O)COC(C)=O;560;560;0;;;classOATP1B1inh;SMILES;C=CCCCCCCCCCCC/C=C/[C@@H](O)COC(C)=O;classOATP1B1inh;0;0;valid
561;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@@]4(C)[C@H]3CC(=O)[C@@]21C;561;561;0;;;classOATP1B1inh;SMILES;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@@]4(C)[C@H]3CC(=O)[C@@]21C;classOATP1B1inh;0;0;valid
