ID_all;SMILES;y_consensus;valid/outlier;ID_DeepPK;NAME_DeepPK;CAS_DeepPK;y_DeepPK_nonambiguous;ID_Metrabase;NAME_Metrabase;CAS_Metrabase;y_Metrabase_nonambiguous
154;CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3;0.0;valid;[218, 2212, 1215];;;0.0;;;;
155;CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2C1)OC12C(=CC4CC1C(C)(C)OC2(C/C=C(/C)C([NH])=O)C4=O)C3=O;0.0;valid;[2713, 1716, 719];;;0.0;;;;
156;CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(C/C=C(/C)C(=O)O)C4=O)C3=O;0.0;valid;[64, 2058, 1061];;;0.0;;;;
157;CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(C/C=C(/C)C(=O)O)C4O)C3=O;1.0;valid;[2697, 1700, 703];;;1.0;;;;
158;CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(CC4CC1C(C)(C)OC2(C/C=C(/C)C(=O)O)C4O)C3=O;1.0;valid;[2808, 1811, 814];;;1.0;;;;
159;CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2;0.0;valid;[1, 1995, 998];;;0.0;;;;
160;CC(C)=CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2;0.0;valid;[1144, 147, 2141];;;0.0;;;;
161;CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CCC(O)CC(O)CC(=O)O;1.0;valid;[1058, 61, 2055];;;1.0;;;;
162;CC(C)C(=O)C1C(=O)OC(c2ccoc2)C2(C)C(O)C(O)C34OC5(C)OC3(C12)C(O)C1(O)C(O)C2(C)CC1(O5)C4(C)C2CC(=O)O;0.0;valid;[1226, 229, 2223];;;0.0;;;;
163;CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1;0.0;valid;[577, 2571, 1574];;;0.0;;;;
164;CC(C)C(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C;0.0;valid;[632, 2626, 1629];;;0.0;;;;
165;CC(C)C(C)/C=C/C(C)C1CCC2C3=CCC4CC(=O)CCC4(C)C3CCC21C;0.0;valid;[1025, 28, 2022];;;0.0;;;;
166;CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21;0.0;valid;[2072, 1075, 78];;;0.0;;;;
167;CC(C)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(F)(F)F)C(C)C)C(=O)O;0.0;valid;[2112, 1115, 118];;;0.0;;;;
168;CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2=O;0.0;valid;[2369, 1372, 375];;;0.0;;;;
169;CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1;1.0;valid;[2665, 1668, 671];;;1.0;;;;
170;CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1;0.0;valid;[1977, 980, 2974];;;0.0;;;;
171;CC(C)C1COc2cc3oc(=O)ccc3cc2O1;0.0;valid;[834, 2828, 1831];;;0.0;;;;
172;CC(C)CC(N)C(=O)NC(C)C(=O)O;0.0;valid;[1050, 53, 2047];;;0.0;;;;
173;CC(C)CC(NC(=O)C(C)N)C(=O)O;0.0;valid;[144, 2138, 1141];;;0.0;;;;
174;CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1;1.0;valid;[1026, 29, 2023];;;1.0;;;;
175;CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O;0.0;valid;[2401, 1404, 407];;;0.0;;;;
176;CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O;0.0;valid;[610, 2604, 1607];;;0.0;;;;
177;CC(C)CC(NC(=O)C1CCCN1C(=O)C(N)C(C)C)C(=O)O;0.0;valid;[1201, 204, 2198];;;0.0;;;;
178;CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O;1.0;valid;[2225, 1228, 231];;;1.0;;;;
179;CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12;1.0;valid;[2840, 1843, 846];;;1.0;;;;
180;CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12;1.0;valid;[696, 2690, 1693];;;1.0;;;;
181;CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC([NH])=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O;0.0;valid;[2193, 1196, 199];;;0.0;;;;
182;CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C;0.0;valid;[1705, 708, 2702];;;0.0;;;;
183;CC(C)CCCC(C)C1CCC2C3C(=O)C=C4CC(O)CCC4(C)C3CCC12C;0.0;valid;[393, 2387, 1390];;;0.0;;;;
184;CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C;0.0;valid;[609, 2603, 1606];;;0.0;;;;
185;CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;0.0;valid;[122, 2116, 1119];;;0.0;;;;
186;CC(C)CCCC1(C)C=Cc2c(O)c3c(c(CCC(C)C)c2O1)OC12C(CC4CC1C(C)(C)OC2(CCC(C)C(=O)O)C4O)C3=O;1.0;valid;[1834, 837, 2831];;;1.0;;;;
187;CC(C)CCCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl;0.0;valid;[1362, 365, 2359];;;0.0;;;;
188;CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1;0.0;valid;[664, 2658, 1661];;;0.0;;;;
189;CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1;1.0;valid;[1978, 981, 2975];;;1.0;;;;
190;CC(C)Cc1ccc(C(C)C(=O)O)cc1;0.0;valid;[1642, 645, 2639];;;0.0;39.0;Ibuprofen;;0.0
191;CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21;0.0;valid;[330, 2324, 1327];;;0.0;;;;
192;CC(C)N(CCC(C([NH])=O)(c1ccccc1)c1ccccn1)C(C)C;0.0;valid;[1281, 284, 2278];;;0.0;;;;
193;CC(C)NCC(O)COc1ccc(CC([NH])=O)cc1;0.0;valid;[666, 2660, 1663];;;0.0;;;;
194;CC(C)NCC(O)COc1cccc2[nH]ccc12;0.0;valid;[1176, 179, 2173];;;0.0;;;;
195;CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1;0.0;valid;[353, 2347, 1350];;;0.0;;;;
196;CC(C)NCC(O)c1ccc2ccccc2c1;0.0;valid;[1560, 563, 2557];;;0.0;;;;
197;CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1;0.0;valid;[1922, 925, 2919];;;0.0;;;;
198;CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1;0.0;valid;[2849, 1852, 855];;;0.0;;;;
199;CC(C)[N+](C)(CCC(C([NH])=O)(c1ccccc1)c1ccccc1)C(C)C;0.0;valid;[842, 2836, 1839];;;0.0;;;;
200;CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O;1.0;valid;[2144, 1147, 150];;;1.0;;;;
201;CC(C)c1c(O)ccc2c1CCC1C(C)(CO)CCCC21C;1.0;valid;[2209, 1212, 215];;;1.0;;;;
202;CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C;0.0;valid;[1689, 692, 2686];;;0.0;;;;
203;CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;1.0;valid;[1185, 188, 2182];;;1.0;;;;
204;CC(C1OC(C)(C)C(O)C1O)C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C;0.0;valid;[593, 2587, 1590];;;0.0;;;;
205;CC(C=CC1C(C)C(=O)C(=O)CC1(C)C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)C=CC1C(C)C(=O)C(=O)CC1(C)C;0.0;valid;[850, 2844, 1847];;;0.0;;;;
206;CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;0.0;valid;[1641, 644, 2638];;;0.0;;;;
207;CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;1.0;valid;[272, 2266, 1269];;;1.0;;;;
208;CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C;1.0;valid;[1545, 548, 2542];;;1.0;;;;
209;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;1.0;valid;[936, 2930, 1933];;;1.0;;;;
210;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;1.0;valid;[650, 2644, 1647];;;1.0;;;;
211;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C;1.0;valid;[178, 2172, 1175];;;1.0;;;;
212;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C;1.0;valid;[2241, 1244, 247];;;1.0;;;;
213;CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;0.0;valid;[2049, 1052, 55];;;0.0;;;;
214;CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C;0.0;valid;[1658, 661, 2655];;;0.0;;;;
215;CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C;0.0;valid;[2208, 1211, 214];;;0.0;;;;
216;CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;1.0;valid;[2800, 1803, 806];;;1.0;;;;
217;CC(CN(C)C)CN1c2ccccc2Sc2ccccc21;0.0;valid;[522, 2516, 1519];;;0.0;;;;
218;CC(CN1c2ccccc2Sc2ccccc21)N(C)C;0.0;valid;[968, 2962, 1965];;;0.0;;;;
219;CC(COc1ccccc1)N(CCCl)Cc1ccccc1;0.0;valid;[1649, 652, 2646];;;0.0;;;;
220;CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1;0.0;valid;[2968, 1971, 974];;;0.0;;;;
221;CC(CS)C(=O)N1CCCC1C(=O)O;0.0;valid;[1009, 12, 2006];;;0.0;;;;
222;CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1;0.0;valid;[1216, 219, 2213];;;0.0;;;;
223;CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O;0.0;valid;[1346, 349, 2343];;;0.0;;;;
224;CC(N)(Cc1ccc(O)cc1)C(=O)O;0.0;valid;[1778, 781, 2775];;;0.0;;;;
225;CC(N)C(=O)NC(Cc1ccccc1)C(=O)O;0.0;valid;[1385, 388, 2382];;;0.0;;;;
226;CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1;0.0;valid;[201, 2195, 1198];;;0.0;;;;
227;CC(N)C(O)c1ccc(O)c(O)c1;0.0;valid;[162, 2156, 1159];;;0.0;;;;
228;CC(N)C(O)c1cccc(O)c1;0.0;valid;[282, 2276, 1279];;;0.0;;;;
229;CC(N)C(O)c1ccccc1;0.0;valid;[690, 2684, 1687];;;0.0;;;;
230;CC(N)Cc1ccc(O)cc1;0.0;valid;[1960, 963, 2957];;;0.0;;;;
231;CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C;0.0;valid;[1265, 268, 2262];;;0.0;;;;
232;CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1;0.0;valid;[129, 2123, 1126];;;0.0;;;;
233;CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1;0.0;valid;[1034, 37, 2031];;;0.0;;;;
234;CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12;0.0;valid;[2664, 1667, 670];;;0.0;;;;
235;CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1;0.0;valid;[1202, 205, 2199];;;0.0;;;;
236;CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C;1.0;valid;[1986, 989, 2983];;;1.0;;;;
237;CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC4OC(C(=O)O)C(O)C(O)C4OC4OC(C(=O)O)C(O)C(O)C4O)C(C)(C)C2CCC13C;1.0;valid;[856, 2850, 1853];;;1.0;;;;
238;CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21;1.0;valid;[2224, 1227, 230];;;1.0;;;;
239;CC1(C)C(=O)C2CC3(O)C4=CC(=O)OC(c5ccoc5)C4(C)CCC3C(C)(C2=O)C1CC(=O)O;0.0;valid;[80, 2074, 1077];;;0.0;;;;
240;CC1(C)C(=O)C2OC2C2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321;0.0;valid;[1314, 317, 2311];;;0.0;;;;
241;CC1(C)C(=O)C=CC2(C)C1C=CC1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC312;0.0;valid;[322, 2316, 1319];;;0.0;;;;
242;CC1(C)C(=O)C=CC2(C)C1CC(O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321;0.0;valid;[1961, 964, 2958];;;0.0;;;;
243;CC1(C)C(O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321;1.0;valid;[617, 2611, 1614];;;1.0;;;;
244;CC1(C)C(O)CC(O)C2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321;0.0;valid;[137, 2131, 1134];;;0.0;;;;
245;CC1(C)C=Cc2c(cc3occ(-c4ccc5c(c4)OCO5)c(=O)c3c2O)O1;0.0;valid;[385, 2379, 1382];;;0.0;;;;
246;CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1;0.0;valid;[1962, 965, 2959];;;0.0;;;;
247;CC1(C)CC2C(=O)CCC3OC3(C)CCC21;0.0;valid;[904, 2898, 1901];;;0.0;;;;
248;CC1(C)CC2C1CCC1(C)CC2(O)CCC1O;0.0;valid;[1169, 172, 2166];;;0.0;;;;
249;CC1(C)CC2C1CCC1(CBr)CCC3C(CC(=O)O)C(=O)OC32C1;0.0;valid;[1792, 795, 2789];;;0.0;;;;
250;CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1;1.0;valid;[2104, 1107, 110];;;1.0;;;;
251;CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1;0.0;valid;[2776, 1779, 782];;;0.0;;;;
252;CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1;1.0;valid;[928, 2922, 1925];;;1.0;;;;
253;CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1;0.0;valid;[120, 2114, 1117];;;0.0;;;;
254;CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O;0.0;valid;[2657, 1660, 663];;;0.0;;;;
255;CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1;0.0;valid;[2056, 1059, 62];;;0.0;;;;
256;CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1;0.0;valid;[1856, 859, 2853];;;0.0;;;;
257;CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O;0.0;valid;[352, 2346, 1349];;;0.0;;;;
258;CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O;0.0;valid;[1426, 429, 2423];;;0.0;;;;
259;CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O;0.0;valid;[2513, 1516, 519];;;0.0;;;;
260;CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O;0.0;valid;[298, 2292, 1295];;;0.0;;;;
261;CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O;0.0;valid;[2696, 1699, 702];;;0.0;;;;
262;CC1(O)CC2C(CC1O)C2(C)C;0.0;valid;[737, 2731, 1734];;;0.0;;;;
263;CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO;0.0;valid;[817, 2811, 1814];;;0.0;;;;
264;CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO;0.0;valid;[1242, 245, 2239];;;0.0;;;;
265;CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O;0.0;valid;[634, 2628, 1631];;;0.0;;;;
266;CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F;0.0;valid;[2129, 1132, 135];;;0.0;;;;
267;CC12CC3CC(C)(C1)CC(N)(C3)C2;0.0;valid;[193, 2187, 1190];;;0.0;;;;
268;CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O;0.0;valid;[553, 2547, 1550];;;0.0;;;;
269;CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1;0.0;valid;[1504, 507, 2501];;;0.0;;;;
270;CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12;0.0;valid;[776, 2770, 1773];;;0.0;;;;
271;CC12CCC(=O)C=C1CCc1ccc(O)cc12;0.0;valid;[1065, 68, 2062];;;0.0;;;;
272;CC12CCC(O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO;0.0;valid;[2001, 1004, 7];;;0.0;;;;
273;CC12CCC(O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO;0.0;valid;[9, 2003, 1006];;;0.0;;;;
274;CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O;0.0;valid;[368, 2362, 1365];;;0.0;;;;
275;CC12CCC3C(CC3(C)C)C(C)(CCC1=O)O2;0.0;valid;[2912, 1915, 918];;;0.0;;;;
276;CC12CCC3C(CCC4CC(Cl)CCC43C)C1CCC2=O;0.0;valid;[2089, 1092, 95];;;0.0;;;;
277;CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O;0.0;valid;[1921, 924, 2918];;;0.0;;;;
278;CC12CCC3c4ccc(O)cc4CCC3C1CCC2O;0.0;valid;[2216, 1219, 222];;;0.0;;;;
279;CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1;0.0;valid;[17, 2011, 1014];;;0.0;;;;
280;CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2=O;0.0;valid;[506, 2500, 1503];;;0.0;;;;
281;CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O;0.0;valid;[1448, 451, 2445];;;0.0;;;;
282;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1;1.0;valid;[138, 2132, 1135];;;1.0;;;;
283;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1;1.0;valid;[2560, 1563, 566];;;1.0;;;;
284;CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1;0.0;valid;[1121, 124, 2118];;;0.0;;;;
285;CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1;0.0;valid;[1570, 573, 2567];;;0.0;;;;
286;CC1=C2C(=O)CC(C)=C2C2OC(=O)C(C)C2C(O)C1;0.0;valid;[1113, 116, 2110];;;0.0;;;;
287;CC1=C2C(O)C(=O)OC3CC4C(C)(C)C(=O)C=CC4(C)C(CC1)C23C;0.0;valid;[1418, 421, 2415];;;0.0;;;;
288;CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O;0.0;valid;[857, 2851, 1854];;;0.0;;;;
289;CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1;0.0;valid;[1578, 581, 2575];;;0.0;;;;
290;CC1=CC(=O)C2C(C)(C)CCCC2(C)C1(O)CCc1ccoc1;0.0;valid;[2681, 1684, 687];;;0.0;;;;
291;CC1=CC2C(C(C)C)CCC(C)(O)C2CC1;0.0;valid;[2472, 1475, 478];;;0.0;;;;
292;CC1=CCCC(=O)C2CC(C)(C)C2CC1;0.0;valid;[2728, 1731, 734];;;0.0;;;;
293;CC1=CCCC2C1(C)CCC(C)C2(C)CC/C(C)=C/Cn1c[n+](C)c2c(N)ncnc21;0.0;valid;[2873, 1876, 879];;;0.0;;;;
294;CC1=NS(=O)(=O)c2cc(Cl)ccc2N1;0.0;valid;[258, 2252, 1255];;;0.0;;;;
295;CC1=c2c(C)c(O)c(C(=O)O)c(O)c2=COC1C;0.0;valid;[1016, 19, 2013];;;0.0;;;;
296;CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O;0.0;valid;[1784, 787, 2781];;;0.0;;;;
297;CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C;0.0;valid;[66, 2060, 1063];;;0.0;;;;
298;CC1C(=O)OC2C1CCC1(C)C=CC(=O)C3(C)OC213;0.0;valid;[784, 2778, 1781];;;0.0;;;;
299;CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O;0.0;valid;[2824, 1827, 830];;;0.0;;;;
300;CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O;1.0;valid;[1377, 380, 2374];;;1.0;;;;
301;CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO;1.0;valid;[1200, 203, 2197];;;1.0;;;;
302;CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl;1.0;valid;[1282, 285, 2279];;;1.0;;;;
303;CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO;0.0;valid;[2593, 1596, 599];;;0.0;;;;
304;CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O;0.0;valid;[1209, 212, 2206];;;0.0;;;;
305;CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C;1.0;valid;[1698, 701, 2695];;;1.0;;;;
306;CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C;0.0;valid;[1304, 307, 2301];;;0.0;;;;
307;CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C;0.0;valid;[329, 2323, 1326];;;0.0;;;;
308;CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C;0.0;valid;[649, 2643, 1646];;;0.0;;;;
309;CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C;1.0;valid;[1601, 604, 2598];;;1.0;;;;
310;CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C;1.0;valid;[2424, 1427, 430];;;1.0;;;;
311;CC1CCC23CCC4(C)C5(C)CCC6C(C)(C)C(=O)CCC6(C)C5C=CC4(OC2=O)C3C1C;0.0;valid;[2904, 1907, 910];;;0.0;;;;
312;CC1CCC23CCC4(C)C5(C)CCC6C(C)(C)C(O)CCC6(C)C5C=CC4(OC2=O)C3C1C;0.0;valid;[2136, 1139, 142];;;0.0;;;;
313;CC1CCC2C(C)(CO)C(O)CCC2(C)C12CCC(CO)(CCO)O2;0.0;valid;[456, 2450, 1453];;;0.0;;;;
314;CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4;0.0;valid;[2504, 1507, 510];;;0.0;;;;
315;CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12;0.0;valid;[442, 2436, 1439];;;0.0;;;;
316;CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1;0.0;valid;[2097, 1100, 103];;;0.0;;;;
317;CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23;0.0;valid;[1536, 539, 2533];;;0.0;;;;
318;CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;0.0;valid;[986, 2980, 1983];;;0.0;;;;
319;CC1NC(=O)C(CC(C)(O)CO)NC(=O)C2NC(=O)C(C)NC(=O)C3CC(O)CN3C(=O)C(CSc3[nH]c4ccccc4c32)NC(=O)C(C(C)O)NC1=O;0.0;valid;[1592, 595, 2589];;;0.0;;;;
320;CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O;0.0;valid;[1072, 75, 2069];;;0.0;;;;
321;CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O;0.0;valid;[161, 2155, 1158];;;0.0;;;;
