ID_all;SMILES;ID_avdeef;orig_ID_avdeef;yorig_avdeef;CAS_avdeef;NAME_avdeef;units_avdeef;smilessource_avdeef;pka_avdeef;SMILES_avdeef;desired_units_avdeef;y_avdeef;ID_sander;orig_ID_sander;yorig_sander;CAS_sander;NAME_sander;units_sander;smilessource_sander;pka_sander;SMILES_sander;desired_units_sander;y_sander;ID_liao;orig_ID_liao;yorig_liao;CAS_liao;NAME_liao;units_liao;smilessource_liao;pka_liao;SMILES_liao;desired_units_liao;y_liao;ID_qtbx;orig_ID_qtbx;yorig_qtbx;CAS_qtbx;NAME_qtbx;units_qtbx;smilessource_qtbx;SMILES_qtbx;desired_units_qtbx;y_qtbx;ID_settimo;orig_ID_settimo;yorig_settimo;CAS_settimo;NAME_settimo;units_settimo;smilessource_settimo;pka_settimo;SMILES_settimo;desired_units_settimo;y_settimo
1271;CCC(N)CCCl;;;;;;;;;;;;7691;gNxHBHaIVzj`@;8.53;;;pKa;Smiles;a1/apparent;CCC(N)CCCl;pKa;8.53;;;;;;;;;;;;7715;8797;8.52999973297119;No CAS number;;pKa;SMILES;CCC(N)CCCl;pKa;8.52999973297119;;;;;;;;;;;
1272;CCC(N)CO;;;;;;;;;;;;7471;gGY@LDenj`@;9.53;;;pKa;Smiles;a1/apparent;CCC(N)CO;pKa;9.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1273;CCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1;;;;;;;;;;;;5371;fbuA`@@HEdTtTTRrJbRuYNVjB`b@@@@@;4.16;;;pKa;Smiles;a1/thermodynamic;CCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1;pKa;4.16;;;;;;;;;;;;19090;5882;4.1599998474121;No CAS number;;pKa;SMILES;CCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1;pKa;4.1599998474121;;;;;;;;;;;
1274;CCC(O)CN(C)CC(C)O;;;;;;;;;;;;4112;dmVD@BBTfUojjjh@@;8.9;;;pKa;Smiles;a1/apparent;CCC(O)CN(C)CC(C)O;pKa;8.9;;;;;;;;;;;;[6613, 6614];5883;8.89999961853027;16677-88-6;;pKa;SMILES;CCC(O)CN(C)CC(C)O;pKa;8.89999961853027;;;;;;;;;;;
1275;CCC(O)CN(C)CC(O)CC;;;;;;;;;;;;1333;dcvD@BBTfUonjjj`@;9.0;;;pKa;Smiles;a1/apparent;CCC(O)CN(C)CC(O)CC;pKa;9.0;;;;;;;;;;;;[6346, 6347];5884;9.0;16677-76-2;;pKa;SMILES;CCC(O)CN(C)CC(O)CC;pKa;9.0;;;;;;;;;;;
1276;CCC(O)CN(C)CCO;;;;;;;;;;;;1892;defD@BBTfUojjj@@;8.7;;;pKa;Smiles;a1/apparent;CCC(O)CN(C)CCO;pKa;8.7;;;;;;;;;;;;[7229, 7230];5885;8.69999980926513;16681-35-9;;pKa;SMILES;CCC(O)CN(C)CCO;pKa;8.69999980926513;;;;;;;;;;;
1277;CCC(O)CN(CC(C)O)C(C)(C)C;;;;;;;;;;;;2295;dgnD@B@|bbRfdUeUUUT@@;9.5;;;pKa;Smiles;a1/apparent;CCC(O)CN(CC(C)O)C(C)(C)C;pKa;9.5;;;;;;;;;;;;[4881, 4882];5886;9.5;16677-97-7;;pKa;SMILES;CCC(O)CN(CC(C)O)C(C)(C)C;pKa;9.5;;;;;;;;;;;
1278;CCC(O)CN(CC(O)CC)C(C)(C)C;;;;;;;;;;;;4603;do^D@B@|bbRfdUfjjjjh@@;9.6;;;pKa;Smiles;a1/apparent;CCC(O)CN(CC(O)CC)C(C)(C)C;pKa;9.6;;;;;;;;;;;;[4605, 4606];5887;9.60000038146972;16677-87-5;;pKa;SMILES;CCC(O)CN(CC(O)CC)C(C)(C)C;pKa;9.60000038146972;;;;;;;;;;;
1279;CCC(O)CN(CC)CC(C)O;;;;;;;;;;;;1330;dcvD@BATfUmZjjj`@;9.2;;;pKa;Smiles;a1/apparent;CCC(O)CN(CC)CC(C)O;pKa;9.2;;;;;;;;;;;;[5788, 5789];5888;9.19999980926513;16677-89-7;;pKa;SMILES;CCC(O)CN(CC)CC(C)O;pKa;9.19999980926513;;;;;;;;;;;
1280;CCC(O)CN(CC)CC(O)CC;;;;;;;;;;;;3212;dkND@BA\bbRfRajjjj@@;9.2;;;pKa;Smiles;a1/apparent;CCC(O)CN(CC)CC(O)CC;pKa;9.2;;;;;;;;;;;;[5790, 5791];5889;9.19999980926513;16677-77-3;;pKa;SMILES;CCC(O)CN(CC)CC(O)CC;pKa;9.19999980926513;;;;;;;;;;;
1281;CCC(O)CN(CC)CCO;;;;;;;;;;;;4111;dmVD@BATfUmZjjh@@;9.1;;;pKa;Smiles;a1/apparent;CCC(O)CN(CC)CCO;pKa;9.1;;;;;;;;;;;;[6105, 6106];5890;9.10000038146972;16681-36-0;;pKa;SMILES;CCC(O)CN(CC)CCO;pKa;9.10000038146972;;;;;;;;;;;
1282;CCC(O)CN(CCO)C(C)(C)C;;;;;;;;;;;;3210;dkND@B@|bbRfdUjjjj@@;9.4;;;pKa;Smiles;a1/apparent;CCC(O)CN(CCO)C(C)(C)C;pKa;9.4;;;;;;;;;;;;[5181, 5182];5891;9.39999961853027;16681-44-0;;pKa;SMILES;CCC(O)CN(CCO)C(C)(C)C;pKa;9.39999961853027;;;;;;;;;;;
1283;CCC(Oc1ccccc1C)C(=O)O;;;;;;;;;;;;2101;dg\L@@PdfyVySmjj@`@@;3.43;;;pKa;Smiles;a/apparent;CCC(Oc1ccccc1C)C(=O)O;pKa;3.43;;;;;;;;;;;;[22164, 22165];4481;3.4300000667572;104216-79-7;;pKa;SMILES;CCC(Oc1ccccc1C)C(=O)O;pKa;3.4300000667572;;;;;;;;;;;
1284;CCC(P)C(=O)O;;;;;;;;;;;;7615;gNphCQxILsTt@@;4.08;;;pKa;Smiles;a1/apparent;CCC(P)C(=O)O;pKa;4.08;;;;;;;;;;;;[19448, 19447];3844;4.07999992370605;2617-40-5;;pKa;SMILES;CCC(P)C(=O)O;pKa;4.07999992370605;;;;;;;;;;;
1285;CCC([N+](=O)[O-])[N+](=O)[O-];;;;;;;;;;;;2610;diEB@hHD[heNJ^yInYZih@@;5.67;;;pKa;Smiles;apparent;CCC([N+](=O)[O-])[N+](=O)[O-];pKa;5.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;CCC([NH3+])C(=O)O;;;;;;;;;;;;7722;gNxaBDYR[mjh@;2.29;;;pKa;Smiles;thermodynamic;CCC([NH3+])C(=O)O;pKa;2.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287;CCC/C(N)=C/C(=O)c1ccccc1;;;;;;;;;;;;2213;dg^H@ICHhhdeD\Nm@aQPDT`;-1.12;;;pKa;Smiles;b1/apparent;CCC/C(N)=C/C(=O)c1ccccc1;pKa;-1.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288;CCC/C=C(/C)C(=O)O;;;;;;;;;;;;2576;diDD@@QIn]ZZhHq@;4.44;;;pKa;Smiles;a/apparent;CCC/C=C(/C)C(=O)O;pKa;4.44;;;;;;;;;;;;17761;6227;4.44000005722045;No CAS number;;pKa;SMILES;CCC/C=C(/C)C(=O)O;pKa;4.44000005722045;;;;;;;;;;;
1289;CCC/C=C(\C)C(=O)O;;;;;;;;;;;;2577;diDD@@QIn]ZZhHr@;5.13;;;pKa;Smiles;a/apparent;CCC/C=C(\C)C(=O)O;pKa;5.13;;;;;;;;;;;;15233;6226;5.13000011444091;97961-66-5;;pKa;SMILES;CCC/C=C(\C)C(=O)O;pKa;5.13000011444091;;;;;;;;;;;
1290;CCC/C=C/C(=O)O;;;;;;;;;;;;338;daxD@@QImUijBL`;4.71;;;pKa;Smiles;apparent;CCC/C=C/C(=O)O;pKa;4.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;CCC/C=C1\CCCN1C;;;;;;;;;;;;1645;deV@@@rRJKETuSUTDY@;11.88;;;pKa;Smiles;a/apparent;CCC/C=C1\CCCN1C;pKa;11.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;CCC1(C)CC(=O)NC1=O;;;;;;;;;;;;1682;deVD@D@TfVgJfjih@@;9.34;;;pKa;Smiles;a1/thermodynamic;CCC1(C)CC(=O)NC1=O;pKa;9.34;;;;;;;;;;;;[5377, 5378];1065;9.34000015258789;77-67-8;;pKa;SMILES;CCC1(C)CC(=O)NC1=O;pKa;9.34000015258789;;;;;;;;;;;
1293;CCC1(C)OC(=O)NC1=O;;;;;;;;;;;;1790;deVL@LAARYVTjZjf`@;6.0;;;pKa;Smiles;a/apparent;CCC1(C)OC(=O)NC1=O;pKa;6.0;;;;;;;;;;;;[13032, 13445, 13031];4265;6.033333301544183;52387-52-7;;pKa;SMILES;CCC1(C)OC(=O)NC1=O;pKa;6.033333301544183;;;;;;;;;;;
1294;CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O;;;;;;;;;;;;6106;fhiPb@DXXH@Pdrl}roSg`mTsSUU@@@;7.12;;;pKa;Smiles;a1/apparent;CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O;pKa;7.12;;;;;;;;;;;;11050;5894;7.11999988555908;79835-72-6;;pKa;SMILES;CCC1(C2=CCCCC2)C(=O)NC(=S)NC1=O;pKa;7.11999988555908;;;;;;;;;;;
1295;CCC1(C2=CCCCC2)C(=O)[N-]C(=S)NC1=O;;;;;;;;;;;;6111;fhiPbDDXXH@QcdfUgnUz\|EjfZZjh@@;11.8;;;pKa;Smiles;a2/apparent;CCC1(C2=CCCCC2)C(=O)[N-]C(=S)NC1=O;pKa;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1296;CCC1(CC)C(=O)NC(=O)N(C(=O)c2ccccc2OC)C1=O;;;;;;;;;;;;6822;fncQP@DXArVdyEEDhhmMLeDTpQVmULsPUAD@@@;6.54;;;pKa;Smiles;a1/apparent;CCC1(CC)C(=O)NC(=O)N(C(=O)c2ccccc2OC)C1=O;pKa;6.54;;;;;;;;;;;;12163;5908;6.53999996185302;67748-12-3;;pKa;SMILES;CCC1(CC)C(=O)NC(=O)N(C(=O)c2ccccc2OC)C1=O;pKa;6.53999996185302;;;;;;;;;;;
1297;CCC1(CC)OC(=O)NC1=O;;;;;;;;;;;;4546;dmvL@LAARYVUJfjij@@;5.7;;;pKa;Smiles;a/apparent;CCC1(CC)OC(=O)NC1=O;pKa;5.7;;;;;;;;;;;;13849;5914;5.69999980926513;5638-84-6;;pKa;SMILES;CCC1(CC)OC(=O)NC1=O;pKa;5.69999980926513;;;;;;;;;;;
1298;CCC1(CC)SC(=O)NC1=O;;;;;;;;;;;;4496;dmvD`BpPBLdTTaRJjZij@@;6.42;;;pKa;Smiles;a/apparent;CCC1(CC)SC(=O)NC1=O;pKa;6.42;;;;;;;;;;;;12403;5915;6.42000007629394;89295-61-4;;pKa;SMILES;CCC1(CC)SC(=O)NC1=O;pKa;6.42000007629394;;;;;;;;;;;
1299;CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O;;;;;;;;;;;;5707;fdyPb@DXyH@PdsK_\klDFKUSMA@P@@;7.65;;;pKa;Smiles;a1/apparent;CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O;pKa;7.65;;;;;;;;;;;;[9976, 9977];4480;7.65000009536743;104169-72-4;;pKa;SMILES;CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O;pKa;7.65000009536743;;;;;;;;;;;
1300;CCC1(c2ccccc2)C(=O)NC(=S)NC1=O;;;;;;;;;;;;6105;fhiPb@DXXH@Pdrl}roSg`mTsPPD@@@;6.3;;;pKa;Smiles;a/apparent;CCC1(c2ccccc2)C(=O)NC(=S)NC1=O;pKa;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;CCC1(c2ccccc2)NC(=O)NC1=O;;;;;;;;;;;;6998;foAP`@DX@qIeVyWIRsfjZB@bEB@@;8.5;;;pKa;Smiles;a/apparent;CCC1(c2ccccc2)NC(=O)NC1=O;pKa;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;CCC1=CC(=O)C=C(CC)C1=NO;;;;;;;;;;;;3648;dknD@I@tfUeUifejZh@@;8.34;;;pKa;Smiles;a/apparent;CCC1=CC(=O)C=C(CC)C1=NO;pKa;8.34;;;;;;;;;;;;8235;5926;8.34000015258789;No CAS number;;pKa;SMILES;CCC1=CC(=O)C=C(CC)C1=NO;pKa;8.34000015258789;;;;;;;;;;;
1303;CCC1=NCCC1;;;;;;;;;;;;7855;gOx@@eL~kUT@@;7.91;;;pKa;Smiles;b/apparent;CCC1=NCCC1;pKa;7.91;;;;;;;;;;;;13060;2099;6.09000015258789;1192-29-6;;pKa;SMILES;CCC1=NCCC1;pKa;6.09000015258789;;;;;;;;;;;
1304;CCC1C(=O)C(CC)C1=O;;;;;;;;;;;;1395;deTD@@yIfU\Ijij@@;3.5;;;pKa;Smiles;a/apparent;CCC1C(=O)C(CC)C1=O;pKa;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;CCC1C(=O)C=C(C)OC1=O;;;;;;;;;;;;4261;dmtL@@RTfVYZyjif`@;5.3;;;pKa;Smiles;a/apparent;CCC1C(=O)C=C(C)OC1=O;pKa;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;CCC1C(=O)COC1=O;;;;;;;;;;;;2843;didL@@SdfVtjZjZ@@;4.29;;;pKa;Smiles;a/apparent;CCC1C(=O)COC1=O;pKa;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;CCC1C(=O)c2ccccc2C1=O;;;;;;;;;;;;3253;dk\D@@UIfYURZSZB`X`@@;6.5;;;pKa;Smiles;a1/apparent;CCC1C(=O)c2ccccc2C1=O;pKa;6.5;;;;;;;;;;;;12255;5927;6.5;27606-61-7;;pKa;SMILES;CCC1C(=O)c2ccccc2C1=O;pKa;6.5;;;;;;;;;;;
1308;CCC1CCCN1C;;;;;;;;;;;;215;daF@@@rRJHduUU@@;9.78;;;pKa;Smiles;b/apparent;CCC1CCCN1C;pKa;9.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;CCC1CN1;;;;;;;;;;;;7592;gKX@@eOEUP@;5.69;;;pKa;Smiles;b/apparent;CCC1CN1;pKa;5.69;;;;;;;;;;;;[13836, 8367, 8286, 13886, 8287];2304;7.2600001335144;2549-67-9;[nan, nan, nan, nan, nan];pKa;SMILES;CCC1CN1;pKa;7.2600001335144;;;;;;;;;;;
1310;CCC1CN1CC;;;;;;;;;;;;7862;gOx@@eSlUUT@@;8.19;;;pKa;Smiles;b/thermodynamic;CCC1CN1CC;pKa;8.19;;;;;;;;;;;;8674;14437;8.18000030517578;Invalid CAS number: 5-74-7;;pKa;SMILES;CCC1CN1CC;pKa;8.18000030517578;;;;;;;;;;;
1311;CCC1CSC(C(C)C)=N1;;;;;;;;;;;;1677;deV@`L@HrQQZHyUMUT@@;5.28;;;pKa;Smiles;a1/apparent;CCC1CSC(C(C)C)=N1;pKa;5.28;;;;;;;;;;;;14859;5929;5.28000020980835;18640-79-4;;pKa;SMILES;CCC1CSC(C(C)C)=N1;pKa;5.28000020980835;;;;;;;;;;;
1312;CCCC(=N)OCC;;;;;;;;;;;;488;dazH@LAJY~fj@@;7.08;;;pKa;Smiles;a1/apparent;CCCC(=N)OCC;pKa;7.08;;;;;;;;;;;;11143;5930;7.07999992370605;998-97-0;;pKa;SMILES;CCCC(=N)OCC;pKa;7.07999992370605;;;;;;;;;;;
1313;CCCC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1;;;;;;;;;;;;5812;feg``@D`gdTTbTTRRRVvaR}fIQsZj`B`BBj``@@;7.17;;;pKa;Smiles;a/apparent;CCCC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1;pKa;7.17;;;;;;;;;;;;[10922, 10926];[5931, 14531];7.17000007629394;['No CAS number', 'Invalid CAS number: 5-92-6'];;pKa;SMILES;CCCC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1;pKa;7.17000007629394;;;;;;;;;;;
1314;CCCC(=O)C1(c2cccc(O)c2)CCN(C)CC1;;;;;;;;;;;;6635;fle``@O@CdTTbTRRRLvoNbuUATEE@@@;8.62;;;pKa;Smiles;a/apparent;CCCC(=O)C1(c2cccc(O)c2)CCN(C)CC1;pKa;8.62;;;;;;;;;;;;7465;5932;8.61999988555908;66924-19-4;;pKa;SMILES;CCCC(=O)C1(c2cccc(O)c2)CCN(C)CC1;pKa;8.61999988555908;;;;;;;;;;;
1315;CCCC(=O)NO;;;;;;;;;;;;7706;gNx`DBdr{UP@;9.48;;;pKa;Smiles;a/apparent;CCCC(=O)NO;pKa;9.48;;;;;;;;;;;;[4947, 4948];4750;9.47999954223632;4312-91-8;;pKa;SMILES;CCCC(=O)NO;pKa;9.47999954223632;;;;;;;;;;;
1316;CCCC(=O)O;;;;;;;;;;;;7328;gGP`@dfuj`@;4.8;;;pKa;Smiles;a1/apparent;CCCC(=O)O;pKa;4.8;;;;;;;;;;;;[16142, 16143, 16144, 16145, 16146, 16147, 16148, 16149, 16150, 16151, 15768, 15769, 15770, 15771, 24491, 16226, 16106, 12531, 12532];373;4.896842203642187;107-92-6;[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;CCCC(=O)O;pKa;4.896842203642187;;;;;;;;;;;
1317;CCCC(=O)OC(C)CN(C)C;;;;;;;;;;;;1336;dcvD@IALbbRbQcUUU@@;8.27;;;pKa;Smiles;a/thermodynamic;CCCC(=O)OC(C)CN(C)C;pKa;8.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1318;CCCC(=O)OCCN(C)C;;;;;;;;;;;;4107;dmVD@AADfUWfjjh@@;8.31;;;pKa;Smiles;a/thermodynamic;CCCC(=O)OCCN(C)C;pKa;8.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1319;CCCC(=O)OO;;;;;;;;;;;;7630;gNq`@bdr{UP@;8.2;;;pKa;Smiles;a/apparent;CCCC(=O)OO;pKa;8.2;;;;;;;;;;;;[8595, 8596];4749;8.19999980926513;13122-71-9;;pKa;SMILES;CCCC(=O)OO;pKa;8.19999980926513;;;;;;;;;;;
1320;CCCC(=O)SCCN(C)C;;;;;;;;;;;;4125;dmVH`Np@aJYuZfjj@@;8.32;;;pKa;Smiles;a/thermodynamic;CCCC(=O)SCCN(C)C;pKa;8.32;;;;;;;;;;;;8269;3171;8.31999969482421;63512-62-9;;pKa;SMILES;CCCC(=O)SCCN(C)C;pKa;8.31999969482421;;;;;;;;;;;
1321;CCCC(=O)c1cc(C(C)=O)n[nH]1;;;;;;;;;;;;3564;dkmD@BxMRYeW{aZfjfP@;9.28;;;pKa;Smiles;a/apparent;CCCC(=O)c1cc(C(C)=O)n[nH]1;pKa;9.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322;CCCC(C(CC)CO)C(CC)C(=O)O;;;;;;;;;;;;4593;do\L@@PtfyegUjjjj`@;4.78;;;pKa;Smiles;a1/apparent;CCCC(C(CC)CO)C(CC)C(=O)O;pKa;4.78;;;;;;;;;;;;16346;5946;4.78000020980835;79186-57-5;;pKa;SMILES;CCCC(C(CC)CO)C(CC)C(=O)O;pKa;4.78000020980835;;;;;;;;;;;
1323;CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O;;;;;;;;;;;;4887;f`aQ`DDR@IPnrJIRJIQTtdtuTuU@@@;12.38;;;pKa;Smiles;a2/apparent;CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O;pKa;12.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1324;CCCC(C)C1(CC)C(=O)NC(=O)NC1=O;;;;;;;;;;;;4884;f`aQ`@DX@pVQQIQZZIFgFjYjjh@@;8.08;;;pKa;Smiles;a1/apparent;CCCC(C)C1(CC)C(=O)NC(=O)NC1=O;pKa;8.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1325;CCCC(C)C1C(=O)NC(=S)N=C1[O-];;;;;;;;;;;;2144;dg]DbDqa@H[dfUgyzyijZj`@;11.41;;;pKa;Smiles;a2/apparent;CCCC(C)C1C(=O)NC(=S)N=C1[O-];pKa;11.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1326;CCCC(N)C(=O)[O-];;;;;;;;;;;;464;dazDBBADyInujj@@;9.86;;;pKa;Smiles;a/apparent;CCCC(N)C(=O)[O-];pKa;9.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1327;CCCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1;;;;;;;;;;;;6437;fjmA`@@HDdwLr{oJzmdkUAPQP@@@@;4.01;;;pKa;Smiles;a1/thermodynamic;CCCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1;pKa;4.01;;;;;;;;;;;;19607;5957;4.01999998092651;No CAS number;;pKa;SMILES;CCCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1;pKa;4.01999998092651;;;;;;;;;;;
1328;CCCC([N+](=O)[O-])[N+](=O)[O-];;;;;;;;;;;;1865;deeB@hHD[heNJ^{HihhbuST@@;5.2;;;pKa;Smiles;a/thermodynamic;CCCC([N+](=O)[O-])[N+](=O)[O-];pKa;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1329;CCCC/C=[N+](\[O-])O;;;;;;;;;;;;452;dazDAHAHeNR[Uij`aH;4.5;;;pKa;Smiles;a1/thermodynamic;CCCC/C=[N+](\[O-])O;pKa;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330;CCCC1(Br)C(=O)NC(=O)NC1=O;;;;;;;;;;;;3593;dkmL`FFnLLSHiEEEbaVjYjf@@;6.6;;;pKa;Smiles;a/apparent;CCCC1(Br)C(=O)NC(=O)NC1=O;pKa;6.6;;;;;;;;;;;;12059;5958;6.59999990463256;No CAS number;;pKa;SMILES;CCCC1(Br)C(=O)NC(=O)NC1=O;pKa;6.59999990463256;;;;;;;;;;;
1331;CCCC1(CCC)SC(=O)NC1=O;;;;;;;;;;;;3663;dknD`BpPBLdTTaRrJjZijh@@;6.37;;;pKa;Smiles;a/apparent;CCCC1(CCC)SC(=O)NC1=O;pKa;6.37;;;;;;;;;;;;12508;5961;6.36999988555908;89295-62-5;;pKa;SMILES;CCCC1(CCC)SC(=O)NC1=O;pKa;6.36999988555908;;;;;;;;;;;
1332;CCCC1CCCN1C;;;;;;;;;;;;3027;dif@@@rRJHxfjjj@@;9.78;;;pKa;Smiles;b/apparent;CCCC1CCCN1C;pKa;9.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1333;CCCC1N=C(N)N=C(Nc2ccc(SC)cc2)N1;;;;;;;;;;;;6650;flehB@AJt{p@cIELedhdhbf\lz`@ijZh`@@;10.6;;;pKa;Smiles;a/apparent;CCCC1N=C(N)N=C(Nc2ccc(SC)cc2)N1;pKa;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1334;CCCC1NC(C(=O)[O-])CS1;;;;;;;;;;;;4501;dmvDbLePBEyJYu[JjjiiHlj`@;6.25;;;pKa;Smiles;b1/apparent;CCCC1NC(C(=O)[O-])CS1;pKa;6.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1335;CCCCC#CC(=O)O;;;;;;;;;;;;2572;diDD@@QImUZzh@@;2.61;;;pKa;Smiles;a/apparent;CCCCC#CC(=O)O;pKa;2.61;;;;;;;;;;;;[25096, 25097];2132;2.60999989509582;1483-67-6;;pKa;SMILES;CCCCC#CC(=O)O;pKa;2.60999989509582;;;;;;;;;;;
1336;CCCCC(=O)O;;;;;;;;;;;;7602;gNp`@dfuZj@@;4.82;;;pKa;Smiles;a1/apparent;CCCCC(=O)O;pKa;4.82;;;;;;;;;;;;[16195, 16196, 16069, 16070, 16229, 16107, 16108, 12429, 12430, 15730, 16153, 15992, 15993, 15994, 15995];411;5.050666745503739;109-52-4;[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;CCCCC(=O)O;pKa;5.050666745503739;;;;;;;;;;;
