ID_all;SMILES;ID_Li;orig_ID_Li;yorig_Li;CAS_Li;NAME_Li;units_Li;smilessource_Li;SMILES_Li;desired_units_Li;y_Li;y_consensus;valid/outlier
69;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](c2csc(-c3ccccc3)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3267;CHEMBL2403897;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](c2csc(-c3ccccc3)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
70;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](c2nc(-c3ccccc3)cs2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3271;CHEMBL2403896;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](c2nc(-c3ccccc3)cs2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
71;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cc(-c3ccccc3)c(C)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;2925;CHEMBL2403895;1;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cc(-c3ccccc3)c(C)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;1;1;valid
72;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cc(-c3ccccc3)nn2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3222;CHEMBL437590;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cc(-c3ccccc3)nn2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
73;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cnc(-c3ccccc3)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3288;CHEMBL2401760;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](n2cnc(-c3ccccc3)c2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
74;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cc(C)ccc3OC)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3208;CHEMBL2403633;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cc(C)ccc3OC)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
75;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccc(C)cn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3152;CHEMBL2403734;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccc(C)cn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
76;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccc(OC)cc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3143;CHEMBL2403730;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccc(OC)cc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
77;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cccc(OC)c3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3185;CHEMBL2403729;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cccc(OC)c3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
78;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3191;CHEMBL2403727;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
79;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3214;CHEMBL2403631;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
80;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3OC)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3125;CHEMBL2403728;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccccc3OC)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
81;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cccnc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3146;CHEMBL2403732;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cccnc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
82;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccncc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3201;CHEMBL2403733;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccncc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
83;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cnn(C)c3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3206;CHEMBL2403735;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cnn(C)c3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
84;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cscn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3150;CHEMBL2403630;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cscn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
85;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3nccs3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3182;CHEMBL2403736;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3nccs3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
86;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3nccs3)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;3268;CHEMBL2403632;0;;;classHLM;SMILES;C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3nccs3)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1;classHLM;0;0;valid
87;C=Cc1cc(C(NC(=O)NC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;3564;CHEMBL3125036;0;;;classHLM;SMILES;C=Cc1cc(C(NC(=O)NC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;classHLM;0;0;valid
88;C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;3511;CHEMBL3125170;0;;;classHLM;SMILES;C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;classHLM;0;0;valid
89;C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;3554;CHEMBL3125169;0;;;classHLM;SMILES;C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;classHLM;0;0;valid
90;C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;3537;CHEMBL3125168;0;;;classHLM;SMILES;C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;classHLM;0;0;valid
91;C=Cc1cc([C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;3436;CHEMBL3125043;1;;;classHLM;SMILES;C=Cc1cc([C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1;classHLM;1;1;valid
92;C=Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;2150;CHEMBL1650426;0;;;classHLM;SMILES;C=Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;classHLM;0;0;valid
93;CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21;777;CHEMBL403553;0;;;classHLM;SMILES;CC#CCn1c(N2CCC[C@@H](N)C2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21;classHLM;0;0;valid
94;CC#Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;2364;CHEMBL1650423;0;;;classHLM;SMILES;CC#Cc1cnc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;classHLM;0;0;valid
95;CC(=O)CCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc2ccccc21;71;CHEMBL360230;0;;;classHLM;SMILES;CC(=O)CCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc2ccccc21;classHLM;0;0;valid
96;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2584;CHEMBL3220748;0;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;0;0;valid
97;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(C)C2CCCCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2422;CHEMBL3220754;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(C)C2CCCCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
98;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(C)c2ccccn2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2502;CHEMBL3220757;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(C)c2ccccn2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
99;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(CC(C)C)CC(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2511;CHEMBL3220752;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N(CC(C)C)CC(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
100;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCCCO2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2462;CHEMBL3220761;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCCCO2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
101;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCOCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2592;CHEMBL3220762;0;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCOCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;0;0;valid
102;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)NC(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2487;CHEMBL3220749;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)NC(C)C)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
103;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)NC2CCCCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2438;CHEMBL3220753;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)NC2CCCCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
104;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccc(-c3ccccc3)cc2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2419;CHEMBL3220755;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccc(-c3ccccc3)cc2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
105;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccccn2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2430;CHEMBL3220756;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccccn2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
106;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2cccnc2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2441;CHEMBL3220758;1;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2cccnc2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;1;1;valid
107;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccncc2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;2550;CHEMBL3220759;0;;;classHLM;SMILES;CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)Nc2ccncc2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O;classHLM;0;0;valid
108;CC(=O)N(C)C[C@H]1C[C@H](c2ccc(CN3CCCC3)c(Cl)c2)C1;2284;CHEMBL2206290;0;;;classHLM;SMILES;CC(=O)N(C)C[C@H]1C[C@H](c2ccc(CN3CCCC3)c(Cl)c2)C1;classHLM;0;0;valid
109;CC(=O)N1CC(N)C(c2ccc(Cl)cc2Cl)C1;408;CHEMBL395686;0;;;classHLM;SMILES;CC(=O)N1CC(N)C(c2ccc(Cl)cc2Cl)C1;classHLM;0;0;valid
110;CC(=O)N1CC2CC(C1)CN(C(=O)CN1CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C1=O)C2;1739;CHEMBL1923469;1;;;classHLM;SMILES;CC(=O)N1CC2CC(C1)CN(C(=O)CN1CCC[C@H](NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C1=O)C2;classHLM;1;1;valid
111;CC(=O)N1CCC(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)CC1;2647;CHEMBL2207557;0;;;classHLM;SMILES;CC(=O)N1CCC(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)CC1;classHLM;0;0;valid
112;CC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1;475;CHEMBL256801;1;;;classHLM;SMILES;CC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1;classHLM;1;1;valid
113;CC(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;2771;CHEMBL2013051;0;;;classHLM;SMILES;CC(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;classHLM;0;0;valid
114;CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1;1523;CHEMBL1091921;0;;;classHLM;SMILES;CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1;classHLM;0;0;valid
115;CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1;1602;CHEMBL1089173;0;;;classHLM;SMILES;CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1;classHLM;0;0;valid
116;CC(=O)N1CCCC(NC(=O)c2ccc3c(C4CCCCC4)c(-c4ccccn4)n(C)c3c2)(C(=O)Nc2ccc(/C=C/C(=O)O)cc2)C1;2172;CHEMBL1778490;0;;;classHLM;SMILES;CC(=O)N1CCCC(NC(=O)c2ccc3c(C4CCCCC4)c(-c4ccccn4)n(C)c3c2)(C(=O)Nc2ccc(/C=C/C(=O)O)cc2)C1;classHLM;0;0;valid
117;CC(=O)N1CCN2CCCc3c(C)c4c(n3-c3ccc(C(N)=O)c(c3)NC[C@H]2C1)CC(C)(C)CC4=O;1853;CHEMBL1779535;1;;;classHLM;SMILES;CC(=O)N1CCN2CCCc3c(C)c4c(n3-c3ccc(C(N)=O)c(c3)NC[C@H]2C1)CC(C)(C)CC4=O;classHLM;1;1;valid
118;CC(=O)N1CCc2cc(-c3cnccc3C)ccc21;3439;CHEMBL3287188;1;;;classHLM;SMILES;CC(=O)N1CCc2cc(-c3cnccc3C)ccc21;classHLM;1;1;valid
119;CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2)C1;2304;CHEMBL1684685;0;;;classHLM;SMILES;CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2)C1;classHLM;0;0;valid
120;CC(=O)NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;1105;CHEMBL540716;0;;;classHLM;SMILES;CC(=O)NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O;classHLM;0;0;valid
121;CC(=O)NCCO/N=C/c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F;2406;CHEMBL1684489;0;;;classHLM;SMILES;CC(=O)NCCO/N=C/c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F;classHLM;0;0;valid
122;CC(=O)N[C@@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C;981;CHEMBL559272;0;;;classHLM;SMILES;CC(=O)N[C@@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C;classHLM;0;0;valid
123;CC(=O)N[C@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C;978;CHEMBL563955;0;;;classHLM;SMILES;CC(=O)N[C@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C;classHLM;0;0;valid
124;CC(=O)Nc1ccc(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)cc1;2638;CHEMBL2207592;0;;;classHLM;SMILES;CC(=O)Nc1ccc(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)cc1;classHLM;0;0;valid
125;CC(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2;444;CHEMBL430224;1;;;classHLM;SMILES;CC(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2;classHLM;1;1;valid
