ID_all;SMILES;y_consensus;valid/outlier;ID_DeepPK;NAME_DeepPK;CAS_DeepPK;y_DeepPK_nonambiguous;ID_Metrabase;NAME_Metrabase;CAS_Metrabase;y_Metrabase_nonambiguous
20;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCC(F)(F)C2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[320, 2458, 1389];;;1.0;;;;
21;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[2161, 1092, 23];;;1.0;;;;
22;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCN(CCOC)CC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[506, 2644, 1575];;;1.0;;;;
23;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[1417, 348, 2486];;;1.0;;;;
24;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)COC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[656, 2794, 1725];;;1.0;;;;
25;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)COCCN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[1168, 99, 2237];;;1.0;;;;
26;C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C;1.0;valid;[1984, 915, 3053];;;1.0;;;;
27;C/C=C/c1ccc(OC)cc1;0.0;valid;[1986, 917, 3055];;;0.0;;;;
28;C/C=C/c1ccc2c(c1)OCO2;0.0;valid;[2889, 1820, 751];;;0.0;;;;
29;C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1;0.0;valid;[2224, 1155, 86];;;0.0;;;;
30;C1N2CN3CN1CN(C2)C3;0.0;valid;[1881, 812, 2950];;;0.0;;;;
31;C=C(C)C1CC=C(CO)CC1;0.0;valid;[2376, 1307, 238];;;0.0;;;;
32;C=C(C)C1CC=C2CC(=O)CC(C)C2(C)C1;0.0;valid;[2896, 1827, 758];;;0.0;;;;
33;C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1;0.0;valid;[106, 2244, 1175];;;0.0;;;;
34;C=C1C(=CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5C)c(C)c4CCC(=O)O)c(C=CC(=O)O)c3C;0.0;valid;[280, 2418, 1349];;;0.0;;;;
35;C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C;1.0;valid;[577, 2715, 1646];;;1.0;;;;
36;C=C1C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(/C=C/C(C)=C/C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C;1.0;valid;[3192, 2123, 1054];;;1.0;;;;
37;C=C1C(=O)OC2CC1C(OC(C)=O)CC(C)=CCCC(C)=CCCC2(C)O;0.0;valid;[2353, 1284, 215];;;0.0;;;;
38;C=C1C(C2(C)C(OC(C)=O)CC(=O)OC(C)(COC(C)=O)C2C(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)C2(C)C(c3ccoc3)CC(=O)C12O;1.0;valid;[184, 2322, 1253];;;1.0;;;;
39;C=C1C(C2(C)C(OC(C)=O)CC(=O)OC(C)(COC(C)=O)C2CC(=O)OC)C(OC=O)C(OC(=O)C(O)C(C)CC)C2(C)C(c3ccoc3)CC(=O)C12O;1.0;valid;[1256, 187, 2325];;;1.0;;;;
40;C=C1C(N)CC2CC1C2(C)C;0.0;valid;[1400, 331, 2469];;;0.0;;;;
41;C=C1C(O)C2OC3(CCC(/C=C/C(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C;1.0;valid;[2784, 1715, 646];;;1.0;;;;
42;C=C1C2=CC(=O)OC(c3ccoc3)C2(C)CCC1C1(C)C=CC(=O)C(C)(C)C1CC(=O)OC;1.0;valid;[3145, 2076, 1007];;;1.0;;;;
43;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)C12C;1.0;valid;[1042, 3180, 2111];;;1.0;;;;
44;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(OC(C)=O)C(=O)OC)C12C;1.0;valid;[210, 2348, 1279];;;1.0;;;;
45;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(CC(=O)OC)C12C;1.0;valid;[496, 2634, 1565];;;1.0;;;;
46;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(O)C(C)(C)C(CC(=O)OC)C12C;1.0;valid;[2856, 1787, 718];;;1.0;;;;
47;C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(OC(C)=O)C(C)(C)C(CC(=O)OC)C12C;1.0;valid;[2088, 1019, 3157];;;1.0;;;;
48;C=C1CC2OC2(C)CCC2C1CC2(C)C;0.0;valid;[2920, 1851, 782];;;0.0;;;;
49;C=C1CCC(=O)C(C)CCC2C1CC2(C)C;1.0;valid;[1537, 468, 2606];;;1.0;;;;
50;C=C1CCC(c2cc(O)oc2O)C(=O)CCC2C1CC2(C)C;1.0;valid;[2505, 1436, 367];;;1.0;;;;
51;C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1/C(=O)OCC1O;0.0;valid;[1873, 804, 2942];;;0.0;;;;
52;C=C1CCC2C(CC2(C)C)C(=C)CCC1=NO;0.0;valid;[1121, 52, 2190];;;0.0;;;;
53;C=C1CCC2C(CC2(C)C)C(=O)CCC1O;0.0;valid;[592, 2730, 1661];;;0.0;;;;
54;C=C1CCC=C(C)CCC2C1CC2(C)C;0.0;valid;[969, 3107, 2038];;;0.0;;;;
55;C=CC(C)(O)CCC1C(=C)CC(O)C2C(C)(C)CCCC12C;1.0;valid;[2632, 1563, 494];;;1.0;;;;
56;C=CC(C)(O)CCC1C(=C)CC(OC(C)=O)C2C(C)(C)CCCC12C;0.0;valid;[1058, 3196, 2127];;;0.0;;;;
57;C=CC(N)CCC(=O)O;0.0;valid;[1264, 195, 2333];;;0.0;;;;
58;C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1;0.0;valid;[1664, 595, 2733];;;0.0;;;;
59;C=CC1=C(C)C(=O)N=C1Cc1[nH]c(C=c2[nH]c(=Cc3[nH]c(O)c(C=C)c3C)c(C)c2CCC(=O)O)c(C=CC(=O)O)c1C;1.0;valid;[274, 2412, 1343];;;1.0;;;;
60;C=CC1=C(C)C(Cc2[nH]c(Cc3[nH]c(C=c4[nH]c(O)c(C)c4=CC)c(C)c3C=CC(=O)O)c(CCC(=O)O)c2C)=NC1=O;1.0;valid;[1832, 763, 2901];;;1.0;;;;
61;C=CC1=C(C)C(Cc2[nH]c(Cc3[nH]c(CC4=NC(=O)C(=C)C4=CC)c(C)c3CCC(=O)NCCS(=O)(=O)O)c(CCC(=O)NCCS(=O)(=O)O)c2C)=NC1=O;1.0;valid;[2753, 1684, 615];;;1.0;;;;
62;C=CC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C;1.0;valid;[249, 2387, 1318];;;1.0;;;;
63;C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12;0.0;valid;[538, 2676, 1607];;;0.0;;;;
64;C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12;0.0;valid;[1377, 308, 2446];;;0.0;;;;
65;C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O;0.0;valid;[1682, 613, 2751];;;0.0;;;;
66;C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC;1.0;valid;[137, 2275, 1206];;;1.0;;;;
67;C=CCCCCCCCCCCCC(O)CC(O)CO;0.0;valid;[1096, 27, 2165];;;0.0;;;;
68;C=CCSCC=C;0.0;valid;[2433, 1364, 295];;;0.0;;;;
69;C=CCc1ccc2c(c1)OCO2;0.0;valid;[2281, 1212, 143];;;0.0;;;;
70;C=CCc1ccccc1OCC(O)CNC(C)C;0.0;valid;[434, 2572, 1503];;;0.0;;;;
71;C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(=CC)c1C)=Cc1[nH]c(c(=CCC(=O)O)c1C)=Cc1[nH]c(c(C)c1CCC(=O)O)C=2;0.0;valid;[153, 2291, 1222];;;0.0;;;;
72;CC#CC1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C;1.0;valid;[1266, 197, 2335];;;1.0;;;;
73;CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;0.0;valid;[361, 2499, 1430];;;0.0;;;;
74;CC(=O)C1(O)CCC2C3=CC(Cl)=C4CC(=O)C5CC5C4(C)C3CCC21C;1.0;valid;[3184, 2115, 1046];;;1.0;;;;
75;CC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C;0.0;valid;[2018, 949, 3087];;;0.0;;;;
76;CC(=O)C1CCC2=C3CC(=O)C4CC(=O)CCC4(C)C3CCC21C;1.0;valid;[1113, 44, 2182];;;1.0;;;;
77;CC(=O)C1CCC2C3CC(C)=C4CC(=O)CCC4(C)C3C(O)CC12C;0.0;valid;[825, 2963, 1894];;;0.0;;;;
78;CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C;0.0;valid;[928, 3066, 1997];;;0.0;;;;
79;CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C;0.0;valid;[2066, 997, 3135];;;0.0;;;;
80;CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;1.0;valid;[1240, 171, 2309];;;1.0;;;;
81;CC(=O)CC(=O)CCC(=O)O;0.0;valid;[2560, 1491, 422];;;0.0;;;;
82;CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O;0.0;valid;[2329, 1260, 191];;;0.0;;;;
83;CC(=O)CC1CCCCN1;0.0;valid;[1466, 397, 2535];;;0.0;;;;
84;CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O;0.0;valid;[441, 2579, 1510];;;0.0;;;;
85;CC(=O)N1CCCC1C(=O)O;0.0;valid;[2840, 1771, 702];;;0.0;;;;
86;CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1;0.0;valid;[2721, 1652, 583];;;0.0;;;;
87;CC(=O)NC(C(=O)O)C(C)(C)SN=O;0.0;valid;[392, 2530, 1461];;;0.0;;;;
88;CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O;0.0;valid;[432, 2570, 1501];;;0.0;;;;
89;CC(=O)NC(CC(C)C)C(=O)O;0.0;valid;[2513, 1444, 375];;;0.0;;;;
90;CC(=O)NC(CCC(=O)O)C(=O)O;0.0;valid;[1048, 3186, 2117];;;0.0;;;;
91;CC(=O)NC(CS)C(=O)O;1.0;valid;[937, 3075, 2006];;;1.0;;;;
92;CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO;0.0;valid;[1441, 372, 2510];;;0.0;;;;
93;CC(=O)NC1C(O)OC(CO)C(O)C1O;1.0;valid;[936, 3074, 2005];;;1.0;;;;
94;CC(=O)Nc1ccc(O)cc1;0.0;valid;[546, 2684, 1615];;;0.0;;;;
95;CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1;0.0;valid;[1786, 717, 2855];;;0.0;;;;
96;CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1;1.0;valid;[1800, 731, 2869];;;1.0;;;;
97;CC(=O)Nc1cccc(O)c1;0.0;valid;[2952, 1883, 814];;;0.0;;;;
98;CC(=O)Nc1ccccc1;0.0;valid;[2313, 1244, 175];;;0.0;;;;
99;CC(=O)Nc1nnc(S(N)(=O)=O)s1;0.0;valid;[1290, 221, 2359];;;0.0;;;;
100;CC(=O)OC(C)(C)C1Cc2cc3ccc(=O)oc3cc2O1;0.0;valid;[1280, 211, 2349];;;0.0;;;;
101;CC(=O)OC(C)(CCC=C(C)C)C1CC=C(C)CC1;0.0;valid;[1313, 244, 2382];;;0.0;;;;
102;CC(=O)OC(C)C[N+](C)(C)C;0.0;valid;[554, 2692, 1623];;;0.0;;;;
103;CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C;1.0;valid;[721, 2859, 1790];;;1.0;;;;
104;CC(=O)OC1(C(C)=O)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C;0.0;valid;[1794, 725, 2863];;;0.0;;;;
105;CC(=O)OC1(C(C)=O)CCC2C3=CC(Cl)=C4CC(=O)CCC4(C)C3CCC21C;1.0;valid;[1705, 636, 2774];;;1.0;;;;
106;CC(=O)OC1C=C2CC(=O)C3C(CCC4(C)C(C(C)CCCC(C)C)CCC34)C2(C)CC1;0.0;valid;[2137, 1068, 3206];;;0.0;;;;
107;CC(=O)OC1C=CC2(C)C(CC(OC(C)=O)C3(C)C4=CC(=O)OC(c5ccoc5)C4(C)CCC23)C1(C)C;1.0;valid;[1561, 492, 2630];;;1.0;;;;
108;CC(=O)OC1CC(=O)C2(C)C(CC(=O)C3(C)C2CCC2(C)C(c4ccoc4)OC(=O)C4OC423)C1(C)C;0.0;valid;[1697, 628, 2766];;;0.0;;;;
109;CC(=O)OC1CC(O)C(C)(C)C2CC(OC(C)=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5OC543)C12C;0.0;valid;[1977, 908, 3046];;;0.0;;;;
110;CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(=O)C3(C)C2CCC2(C)C(c4ccoc4)OC(=O)C4OC423)C1(C)C;0.0;valid;[640, 2778, 1709];;;0.0;;;;
111;CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(O)C3(C)C2CCC2(C)C(c4ccoc4)OC(=O)C4OC423)C1(C)C;1.0;valid;[3097, 2028, 959];;;1.0;;;;
112;CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(OC(C)=O)C3(C)C2CCC2(C)C(c4ccoc4)C(=O)C4OC423)C1(C)C;1.0;valid;[1312, 243, 2381];;;1.0;;;;
113;CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(OC(C)=O)C3(C)C2CCC2(C)C(c4ccoc4)OC(=O)C4OC423)C1(C)C;0.0;valid;[1898, 829, 2967];;;0.0;;;;
114;CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)/C1=C(\CCC=C(C)C)C(=O)O;1.0;valid;[1666, 597, 2735];;;1.0;;;;
115;CC(=O)OC1CC2(C)C(c3ccoc3)CC3OC32C2(C)C(=O)C(=O)C3C(C)(C)C(=O)C=CC3(C)C12;1.0;valid;[2552, 1483, 414];;;1.0;;;;
116;CC(=O)OC1CC2(C)C(c3ccoc3)OC(=O)C3OC32C2(C)C(OC(C)=O)CC3C(C)(C)C(OC(C)=O)CC(OC(C)=O)C3(C)C12;1.0;valid;[2744, 1675, 606];;;1.0;;;;
117;CC(=O)OC1CC2C(C)(C)C(=O)C3OC3C2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C;0.0;valid;[1680, 611, 2749];;;0.0;;;;
118;CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C;1.0;valid;[3176, 2107, 1038];;;1.0;;;;
119;CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C;0.0;valid;[185, 2323, 1254];;;0.0;;;;
120;CC(=O)OC1CC2C(C)(C)C(=O)CCC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C;1.0;valid;[449, 2587, 1518];;;1.0;;;;
121;CC(=O)OC1CC2C(C)(C)C(=O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C;1.0;valid;[450, 2588, 1519];;;1.0;;;;
122;CC(=O)OC1CC2C(C)(C)C(O)C=CC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C;1.0;valid;[370, 2508, 1439];;;1.0;;;;
123;CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C;1.0;valid;[1418, 349, 2487];;;1.0;;;;
124;CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C;1.0;valid;[3017, 1948, 879];;;1.0;;;;
125;CC(=O)OC1CC2C(C)(C)C=CC(=O)C2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C;1.0;valid;[1392, 323, 2461];;;1.0;;;;
126;CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1;0.0;valid;[162, 2300, 1231];;;0.0;;;;
127;CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1;0.0;valid;[1136, 67, 2205];;;0.0;;;;
128;CC(=O)OC1CCC2(C)C(CC(OC(C)=O)C3(C)C4=CC(=O)OC(c5ccoc5)C4(C)CCC23)C1(C)C;1.0;valid;[738, 2876, 1807];;;1.0;;;;
129;CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C;1.0;valid;[1161, 92, 2230];;;1.0;;;;
130;CC(=O)OC1CCC23C(=O)OC45CCC(C6=CC(=O)OC6)C4(C)CCC2C5CCC3(O)C1;0.0;valid;[849, 2987, 1918];;;0.0;;;;
131;CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)CC(C)C;0.0;valid;[2545, 1476, 407];;;0.0;;;;
132;CC(=O)OCC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3C(O)CC21C;0.0;valid;[208, 2346, 1277];;;0.0;;;;
133;CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C;0.0;valid;[2553, 1484, 415];;;0.0;;;;
134;CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C;1.0;valid;[1754, 685, 2823];;;1.0;;;;
135;CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C;0.0;valid;[2600, 1531, 462];;;0.0;;;;
136;CC(=O)OCC(=O)C1(O)CCC2C3CCC4CC(OC(C)=O)CCC4(C)C3C(=O)CC21C;0.0;valid;[2304, 1235, 166];;;0.0;;;;
137;CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C;1.0;valid;[377, 2515, 1446];;;1.0;;;;
138;CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O;0.0;valid;[1274, 205, 2343];;;0.0;;;;
139;CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1;0.0;valid;[265, 2403, 1334];;;0.0;;;;
140;CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1;0.0;valid;[1544, 475, 2613];;;0.0;;;;
141;CC(=O)OCC1OC(Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)cc4)oc3c2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O;0.0;valid;[3129, 2060, 991];;;0.0;;;;
142;CC(=O)Oc1c2c(c(CC=C(C)C)c3c1C(=O)C1=CC4CC5C(C)(C)OC(C/C=C(\C)C(=O)O)(C4=O)C15O3)OC(C)(CCC=C(C)C)C=C2;1.0;valid;[704, 2842, 1773];;;1.0;;;;
143;CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC1OC13C2(C)CCC1(C)C2CC(C)(C(=O)O)CCC2(C)CCC13C;0.0;valid;[714, 2852, 1783];;;0.0;;;;
144;CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C;1.0;valid;[1736, 667, 2805];;;1.0;;;;
