ID_all;SMILES;ID_ChEMBL;orig_ID_ChEMBL;yorig_ChEMBL;CAS_ChEMBL;NAME_ChEMBL;units_ChEMBL;smilessource_ChEMBL;SMILES_ChEMBL;desired_units_ChEMBL;y_ChEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_ChEMBL_CtoxPred;onlyequal_ChEMBL_CtoxPred;y_CtoxPred_nonambiguous;y_ChEMBL_nonambiguous;y_consensus;valid/outlier
150;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1;[98, 207];[337, 156];0.0;;CHEMBL741;classCavinh;SMILES;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1;classCavinh;0.0;219.0;PYZRQGJRPPTADH-UHFFFAOYSA-N;0.0;;CHEMBL741;classCavinh;SMILES;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
151;O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1;86;141;1.0;;CHEMBL4211644;classCavinh;SMILES;O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
152;O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1;48;72;0.0;;CHEMBL3764774;classCavinh;SMILES;O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1;classCavinh;0.0;196.0;RJTCPQUWULEEAK-GEWUYGHSSA-N;0.0;;CHEMBL3764774;classCavinh;SMILES;O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
153;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1;112;183;1.0;;CHEMBL551921;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1;classCavinh;1.0;342.0;YZQWPJWDFKAQSN-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
154;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1;99;161;1.0;;CHEMBL561788;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1;classCavinh;1.0;140.0;AEUILRDAXLSTHQ-UHFFFAOYSA-N;1.0;;CHEMBL561788;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
155;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cccnc3)no2)CC1;35;51;0.0;;CHEMBL564757;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cccnc3)no2)CC1;classCavinh;0.0;344.0;VJCACPMAAVZCPB-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cccnc3)no2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
156;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1;111;182;1.0;;CHEMBL552061;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1;classCavinh;1.0;100.0;HRCSHGYOQCEMTF-UHFFFAOYSA-N;1.0;;CHEMBL552061;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
157;O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1;67;114;0.0;;CHEMBL552402;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1;classCavinh;0.0;136.0;SJIHFYQHTFWHTM-UHFFFAOYSA-N;0.0;;CHEMBL552402;classCavinh;SMILES;O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
158;O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;24;36;1.0;;CHEMBL3942685;classCavinh;SMILES;O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;191.0;RGXXKRREVVUYBC-UHFFFAOYSA-N;1.0;;CHEMBL3942685;classCavinh;SMILES;O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
159;O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1;169;267;0.0;;CHEMBL562926;classCavinh;SMILES;O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1;classCavinh;0.0;341.0;HRXSTBZYYQOBSY-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
160;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;133;217;1.0;;CHEMBL3932660;classCavinh;SMILES;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;123.0;ZYBCDJSJGJAUAE-UHFFFAOYSA-N;1.0;;CHEMBL3932660;classCavinh;SMILES;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
161;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;36;52;0.0;;CHEMBL522211;classCavinh;SMILES;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;classCavinh;0.0;109.0;NZZBOICLIUBLLK-MJGOQNOKSA-N;0.0;;CHEMBL522211;classCavinh;SMILES;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
162;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;68;118;0.0;;CHEMBL555347;classCavinh;SMILES;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;classCavinh;0.0;104.0;FOJGGWIJRFOXIF-UHFFFAOYSA-N;0.0;;CHEMBL555347;classCavinh;SMILES;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
163;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;32;48;1.0;;CHEMBL3946972;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;classCavinh;1.0;215.0;VJJOJVPAQRYRQP-UHFFFAOYSA-N;1.0;;CHEMBL3946972;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
164;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;147;236;1.0;;CHEMBL3947301;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;classCavinh;1.0;426.0;TWFRJVDERSSRTP-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
165;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;34;50;1.0;;CHEMBL3892579;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;classCavinh;1.0;435.0;RDQXNTXNNZITKD-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
166;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;134;218;1.0;;CHEMBL3920575;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;classCavinh;1.0;427.0;RDQXNTXNNZITKD-HXUWFJFHSA-N;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
167;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;135;219;1.0;;CHEMBL3962647;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;classCavinh;1.0;124.0;RDQXNTXNNZITKD-FQEVSTJZSA-N;1.0;;CHEMBL3962647;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
168;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;191;301;1.0;;CHEMBL3969020;classCavinh;SMILES;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;429.0;HBXXOZGTEHENQK-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
169;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;69;121;1.0;;CHEMBL3960151;classCavinh;SMILES;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;classCavinh;1.0;433.0;IAQPONQUFBLUJV-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
170;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;16;25;0.0;;CHEMBL3896657;classCavinh;SMILES;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;classCavinh;0.0;423.0;HTIVRXDQROURHF-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
171;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;108;175;0.0;;CHEMBL550348;classCavinh;SMILES;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;classCavinh;0.0;171.0;BOFQWVMAQOTZIW-UHFFFAOYSA-N;0.0;;CHEMBL550348;classCavinh;SMILES;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
172;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;120;195;1.0;;CHEMBL1734;classCavinh;SMILES;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;classCavinh;1.0;77.0;FBOUYBDGKBSUES-VXKWHMMOSA-N;1.0;;CHEMBL1734;classCavinh;SMILES;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
173;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;95;152;0.0;;CHEMBL16;classCavinh;SMILES;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;classCavinh;0.0;382.0;CXOFVDLJLONNDW-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
174;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;37;55;0.0;;CHEMBL1189679;classCavinh;SMILES;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;classCavinh;0.0;155.0;CPZBLNMUGSZIPR-NVXWUHKLSA-N;0.0;;CHEMBL1189679;classCavinh;SMILES;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
175;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;149;241;1.0;;CHEMBL111201;classCavinh;SMILES;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;classCavinh;1.0;399.0;MSOUIIHPMJCUNI-LJAQVGFWSA-N;1.0;;;classCavinh;SMILES;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
176;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;38;56;0.0;;CHEMBL434394;classCavinh;SMILES;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;classCavinh;0.0;174.0;KOHIRBRYDXPAMZ-UHFFFAOYSA-N;0.0;;CHEMBL434394;classCavinh;SMILES;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
177;Brc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;;;;;;;;;;;639.0;QQXQSDWOLBGZJI-UHFFFAOYSA-N;0.0;;CHEMBL4560105;classCavinh;SMILES;Brc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
178;Brc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;;;;;;;;;;;654.0;NGXDEUPDHNTODL-UHFFFAOYSA-N;0.0;;CHEMBL4520312;classCavinh;SMILES;Brc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
179;Brc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;;;;;;;;;;;642.0;NWCZIGRXFMNFER-UHFFFAOYSA-N;0.0;;CHEMBL4287276;classCavinh;SMILES;Brc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
180;C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;;;;;;;;;;;745.0;KQDKFJMCRKUNIS-RWEWTDSWSA-N;1.0;;CHEMBL4530974;classCavinh;SMILES;C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
181;C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;;;;;;;;;;;692.0;CDUCNZJQCHSDNX-UHFFFAOYSA-N;1.0;;CHEMBL4452784;classCavinh;SMILES;C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
182;C#CCn1cc(CN(C)C)c2cc(Br)ccc21;;;;;;;;;;;643.0;DBRHSMZHSWEION-UHFFFAOYSA-N;0.0;;CHEMBL4591052;classCavinh;SMILES;C#CCn1cc(CN(C)C)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
183;C#CCn1cc(CN(C)C)c2cc(C)ccc21;;;;;;;;;;;656.0;APDDPVJPYYQHKK-UHFFFAOYSA-N;0.0;;CHEMBL4524776;classCavinh;SMILES;C#CCn1cc(CN(C)C)c2cc(C)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
184;C#CCn1cc(CN(C)C)c2cc(Cl)ccc21;;;;;;;;;;;633.0;NOKMZWPVHUMXAB-UHFFFAOYSA-N;0.0;;CHEMBL4288058;classCavinh;SMILES;C#CCn1cc(CN(C)C)c2cc(Cl)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
185;C#CCn1cc(CN2CCCCC2)c2cc(Br)ccc21;;;;;;;;;;;644.0;BKSYURVADAFBIB-UHFFFAOYSA-N;0.0;;CHEMBL4565304;classCavinh;SMILES;C#CCn1cc(CN2CCCCC2)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
186;C#CCn1cc(CN2CCCCC2)c2cc(C)ccc21;;;;;;;;;;;638.0;FZKVVUQUJNYIPS-UHFFFAOYSA-N;0.0;;CHEMBL4585087;classCavinh;SMILES;C#CCn1cc(CN2CCCCC2)c2cc(C)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
187;C#CCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;;;;;;;;;;;630.0;LKGGXBUIGWBDKS-UHFFFAOYSA-N;0.0;;CHEMBL4283920;classCavinh;SMILES;C#CCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;classCavinh;0.0;0;0.0;0.0;;0.0;valid
188;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(=O)OC)cc1;;;;;;;;;;;726.0;HBLQFJGTVNTQJT-UHFFFAOYSA-N;1.0;;CHEMBL2063850;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(=O)OC)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
189;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)(C)C)cc1;;;;;;;;;;;722.0;NHTCYLJVQATQNT-UHFFFAOYSA-N;1.0;;CHEMBL1814700;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)(C)C)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
190;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)C)cc1;;;;;;;;;;;677.0;JAIWOMOJQVUXQD-UHFFFAOYSA-N;1.0;;CHEMBL2063835;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)C)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
191;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C)cc1;;;;;;;;;;;755.0;OGRWNCJFOCTHSO-UHFFFAOYSA-N;1.0;;CHEMBL2063836;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
192;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)c(Cl)c1;;;;;;;;;;;771.0;JJDYWJICNUHZES-UHFFFAOYSA-N;1.0;;CHEMBL2063814;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)c(Cl)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
193;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl;;;;;;;;;;;775.0;IXPDTYASGZFSTR-UHFFFAOYSA-N;1.0;;CHEMBL2063841;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl;classCavinh;1.0;1;1.0;1.0;;1.0;valid
194;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1;;;;;;;;;;;669.0;JLBSWRFHFNJKNH-UHFFFAOYSA-N;0.0;;CHEMBL2063957;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
195;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1;;;;;;;;;;;725.0;HEOZIWLUGOWCQN-UHFFFAOYSA-N;1.0;;CHEMBL2063849;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
196;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1;;;;;;;;;;;784.0;HDMRPBAVAOZSDL-UHFFFAOYSA-N;1.0;;CHEMBL2063834;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
197;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1;;;;;;;;;;;798.0;OEPFDMMSCHGWRN-UHFFFAOYSA-N;1.0;;CHEMBL2063833;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
198;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)cc1;;;;;;;;;;;736.0;IDQIWPYGXKMQDT-UHFFFAOYSA-N;1.0;;CHEMBL2063956;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)cc1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
199;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1;;;;;;;;;;;776.0;LKTUJASDDXLJIC-UHFFFAOYSA-N;1.0;;CHEMBL2063950;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
200;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Oc2ccccc2)c1;;;;;;;;;;;674.0;KQHXNOPSPSWLIW-UHFFFAOYSA-N;1.0;;CHEMBL2063813;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Oc2ccccc2)c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
201;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;680.0;SWWQWPJRZSPMMQ-UHFFFAOYSA-N;1.0;;CHEMBL2063832;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;;1.0;valid
202;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl;;;;;;;;;;;791.0;SYYNUDGYESJITC-UHFFFAOYSA-N;1.0;;CHEMBL2063851;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl;classCavinh;1.0;1;1.0;1.0;;1.0;valid
203;CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1;;;;;;;;;;;149.0;XTXMTBWPTJUGRV-UHFFFAOYSA-N;0.0;;CHEMBL1777861;classCavinh;SMILES;CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
204;CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C;;;;;;;;;;;665.0;KSAKMNJFOKNIAA-UHFFFAOYSA-N;0.0;;CHEMBL4059848;classCavinh;SMILES;CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C;classCavinh;0.0;0;0.0;0.0;;0.0;valid
205;CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1;;;;;;;;;;;25.0;TYZROVQLWOKYKF-ZDUSSCGKSA-N;0.0;;CHEMBL126;classCavinh;SMILES;CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1;classCavinh;0.0;0;0.0;0.0;;0.0;valid
206;CC(C)(C)NC(=O)Cn1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;591.0;NQTIGCUCDYLION-UHFFFAOYSA-N;1.0;;CHEMBL1643730;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
207;CC(C)(C)NC(=O)Cn1c(-c2cc(F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;579.0;SWWXJQJSZOXVEH-UHFFFAOYSA-N;1.0;;CHEMBL1643731;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2cc(F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
208;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;576.0;PUCSOJJDYCRJOQ-UHFFFAOYSA-N;1.0;;CHEMBL1643729;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;1.0;;1.0;valid
