ID_all;SMILES;ID_chEMBL;orig_ID_chEMBL;yorig_chEMBL;CAS_chEMBL;NAME_chEMBL;units_chEMBL;smilessource_chEMBL;SMILES_chEMBL;desired_units_chEMBL;y_chEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_chEMBL_CtoxPred;onlyequal_chEMBL_CtoxPred;y_chEMBL_nonambiguous;y_CtoxPred_nonambiguous;y_consensus;valid/outlier
381;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;304.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
382;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;306.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
383;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;302.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
384;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;307.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
385;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OC(C)C)C2c2cccc([N+](=O)[O-])c2)C1c1ccc([N+](=O)[O-])cc1;;;;;;;;;;;305.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OC(C)C)C2c2cccc([N+](=O)[O-])c2)C1c1ccc([N+](=O)[O-])cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
386;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;308.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
387;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;;;;;;;;;;;444.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
388;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5cccc(Br)c5)noc4C)nn3)nn2)C1c1c(-c2cccc(Br)c2)noc1C;;;;;;;;;;;88.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5cccc(Br)c5)noc4C)nn3)nn2)C1c1c(-c2cccc(Br)c2)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
389;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5)noc4C)nn3)nn2)C1c1c(-c2ccccc2)noc1C;;;;;;;;;;;522.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5)noc4C)nn3)nn2)C1c1c(-c2ccccc2)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
390;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5Br)noc4C)nn3)nn2)C1c1c(-c2ccccc2Br)noc1C;;;;;;;;;;;16.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5Br)noc4C)nn3)nn2)C1c1c(-c2ccccc2Br)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
391;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;;;;;;;;;;;18.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
392;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;;;;;;;;;;;445.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
393;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCc3ccccc3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;;;;;;;;;;;19.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCc3ccccc3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
394;CCOC(=O)C1=C(C)NC(N(C)C)=NC1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;543.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(N(C)C)=NC1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
395;CCOC(=O)C1=C(C)NC(OC)=NC1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;294.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(OC)=NC1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
396;CCOC(=O)C1=C(C)NC(OCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;296.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(OCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
397;CCOC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;50.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
398;CCOC(=O)C1=C(C)NC(SCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;295.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(SCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
399;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;562.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
400;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;566.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
401;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;559.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
402;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;564.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
403;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;563.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
404;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;565.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
405;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@@H]2C(=O)OCC;;;;;;;;;;;560.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
406;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@H]2C(=O)OCC;;;;;;;;;;;561.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@H]2C(=O)OCC;classCavinh;1.0;1;1.0;;1.0;1.0;valid
407;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3;;;;;;;;;;;689.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
408;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3;;;;;;;;;;;685.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
409;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3;;;;;;;;;;;741.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
410;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3;;;;;;;;;;;719.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
411;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;;;;;;;;;;;667.0;;0.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;classCavinh;0.0;0;0.0;;0.0;0.0;valid
412;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3;;;;;;;;;;;698.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
413;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3;;;;;;;;;;;728.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
414;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3;;;;;;;;;;;716.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
415;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3;;;;;;;;;;;686.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
416;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3;;;;;;;;;;;666.0;;0.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3;classCavinh;0.0;0;0.0;;0.0;0.0;valid
417;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3;;;;;;;;;;;693.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
418;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3;;;;;;;;;;;694.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
419;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3;;;;;;;;;;;718.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
420;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3;;;;;;;;;;;717.0;;1.0;;;classCavinh;SMILES;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3;classCavinh;1.0;1;1.0;;1.0;1.0;valid
421;CCOC(=O)C1CN(C(c2ccccc2)c2ccccc2)CCN1C(=O)CC(c1ccccc1)c1ccccc1;;;;;;;;;;;508.0;;0.0;;;classCavinh;SMILES;CCOC(=O)C1CN(C(c2ccccc2)c2ccccc2)CCN1C(=O)CC(c1ccccc1)c1ccccc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
422;CCOC(=O)CCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;;;;;;;;;;;660.0;;0.0;;;classCavinh;SMILES;CCOC(=O)CCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
423;CCOC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;330.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
424;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;36.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
425;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;43.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
426;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;66.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
427;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;35.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
428;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1;;;;;;;;;;;57.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
429;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1;;;;;;;;;;;30.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
430;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl;;;;;;;;;;;23.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl;classCavinh;1.0;1;1.0;;1.0;1.0;valid
431;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;22.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
432;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1Cl;;;;;;;;;;;29.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1Cl;classCavinh;1.0;1;1.0;;1.0;1.0;valid
433;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1C(F)(F)F;;;;;;;;;;;15.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1C(F)(F)F;classCavinh;1.0;1;1.0;;1.0;1.0;valid
434;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl;;;;;;;;;;;68.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl;classCavinh;1.0;1;1.0;;1.0;1.0;valid
435;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1[N+](=O)[O-];;;;;;;;;;;21.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;;1.0;1.0;valid
436;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;324.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
437;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;329.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
438;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;300.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
439;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;325.0;;1.0;;;classCavinh;SMILES;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
440;CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;;;;;;;;;;;86.0;;0.0;;;classCavinh;SMILES;CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
441;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];;;;;;;;;;;233.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;;1.0;1.0;valid
442;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;;;;;;;;;;;230.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
443;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;;;;;;;;;;;237.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
444;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;;;;;;;;;;;226.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
445;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];;;;;;;;;;;232.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;;1.0;1.0;valid
446;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;;;;;;;;;;;236.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
447;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;;;;;;;;;;;224.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
448;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;;;;;;;;;;;234.0;;1.0;;;classCavinh;SMILES;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
449;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3;;;;;;;;;;;280.0;;0.0;;;classCavinh;SMILES;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3;classCavinh;0.0;0;0.0;;0.0;0.0;valid
