ID_all;SMILES;ID_chEMBL;orig_ID_chEMBL;yorig_chEMBL;CAS_chEMBL;NAME_chEMBL;units_chEMBL;smilessource_chEMBL;SMILES_chEMBL;desired_units_chEMBL;y_chEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_chEMBL_CtoxPred;onlyequal_chEMBL_CtoxPred;y_chEMBL_nonambiguous;y_CtoxPred_nonambiguous;y_consensus;valid/outlier
160;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;133;;1.0;;;classCavinh;SMILES;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;123.0;;1.0;;;classCavinh;SMILES;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
161;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;36;;0.0;;;classCavinh;SMILES;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;classCavinh;0.0;109.0;;0.0;;;classCavinh;SMILES;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
162;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;68;;0.0;;;classCavinh;SMILES;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;classCavinh;0.0;104.0;;0.0;;;classCavinh;SMILES;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
163;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;32;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;classCavinh;1.0;215.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
164;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;147;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;classCavinh;1.0;426.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
165;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;34;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;classCavinh;1.0;435.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
166;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;134;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;classCavinh;1.0;427.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
167;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;135;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;classCavinh;1.0;124.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
168;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;191;;1.0;;;classCavinh;SMILES;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;429.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
169;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;69;;1.0;;;classCavinh;SMILES;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;classCavinh;1.0;433.0;;1.0;;;classCavinh;SMILES;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
170;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;16;;0.0;;;classCavinh;SMILES;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;classCavinh;0.0;423.0;;0.0;;;classCavinh;SMILES;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
171;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;108;;0.0;;;classCavinh;SMILES;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;classCavinh;0.0;171.0;;0.0;;;classCavinh;SMILES;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
172;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;120;;1.0;;;classCavinh;SMILES;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;classCavinh;1.0;77.0;;1.0;;;classCavinh;SMILES;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
173;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;95;;0.0;;;classCavinh;SMILES;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;classCavinh;0.0;382.0;;0.0;;;classCavinh;SMILES;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
174;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;37;;0.0;;;classCavinh;SMILES;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;classCavinh;0.0;155.0;;0.0;;;classCavinh;SMILES;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
175;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;149;;1.0;;;classCavinh;SMILES;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;classCavinh;1.0;399.0;;1.0;;;classCavinh;SMILES;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
176;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;38;;0.0;;;classCavinh;SMILES;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;classCavinh;0.0;174.0;;0.0;;;classCavinh;SMILES;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
177;Brc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;;;;;;;;;;;639.0;;0.0;;;classCavinh;SMILES;Brc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
178;Brc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;;;;;;;;;;;654.0;;0.0;;;classCavinh;SMILES;Brc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
179;Brc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;;;;;;;;;;;642.0;;0.0;;;classCavinh;SMILES;Brc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
180;C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;;;;;;;;;;;745.0;;1.0;;;classCavinh;SMILES;C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
181;C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;;;;;;;;;;;692.0;;1.0;;;classCavinh;SMILES;C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
182;C#CCn1cc(CN(C)C)c2cc(Br)ccc21;;;;;;;;;;;643.0;;0.0;;;classCavinh;SMILES;C#CCn1cc(CN(C)C)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
183;C#CCn1cc(CN(C)C)c2cc(C)ccc21;;;;;;;;;;;656.0;;0.0;;;classCavinh;SMILES;C#CCn1cc(CN(C)C)c2cc(C)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
184;C#CCn1cc(CN(C)C)c2cc(Cl)ccc21;;;;;;;;;;;633.0;;0.0;;;classCavinh;SMILES;C#CCn1cc(CN(C)C)c2cc(Cl)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
185;C#CCn1cc(CN2CCCCC2)c2cc(Br)ccc21;;;;;;;;;;;644.0;;0.0;;;classCavinh;SMILES;C#CCn1cc(CN2CCCCC2)c2cc(Br)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
186;C#CCn1cc(CN2CCCCC2)c2cc(C)ccc21;;;;;;;;;;;638.0;;0.0;;;classCavinh;SMILES;C#CCn1cc(CN2CCCCC2)c2cc(C)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
187;C#CCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;;;;;;;;;;;630.0;;0.0;;;classCavinh;SMILES;C#CCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;classCavinh;0.0;0;0.0;;0.0;0.0;valid
188;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(=O)OC)cc1;;;;;;;;;;;726.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(=O)OC)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
189;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)(C)C)cc1;;;;;;;;;;;722.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)(C)C)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
190;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)C)cc1;;;;;;;;;;;677.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)C)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
191;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C)cc1;;;;;;;;;;;755.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
192;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)c(Cl)c1;;;;;;;;;;;771.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)c(Cl)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
193;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl;;;;;;;;;;;775.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl;classCavinh;1.0;1;1.0;;1.0;1.0;valid
194;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1;;;;;;;;;;;669.0;;0.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
195;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1;;;;;;;;;;;725.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
196;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1;;;;;;;;;;;784.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
197;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1;;;;;;;;;;;798.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
198;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)cc1;;;;;;;;;;;736.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
199;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1;;;;;;;;;;;776.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
200;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Oc2ccccc2)c1;;;;;;;;;;;674.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Oc2ccccc2)c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
201;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1;;;;;;;;;;;680.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
202;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl;;;;;;;;;;;791.0;;1.0;;;classCavinh;SMILES;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl;classCavinh;1.0;1;1.0;;1.0;1.0;valid
203;CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1;;;;;;;;;;;149.0;;0.0;;;classCavinh;SMILES;CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
204;CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C;;;;;;;;;;;665.0;;0.0;;;classCavinh;SMILES;CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C;classCavinh;0.0;0;0.0;;0.0;0.0;valid
205;CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1;;;;;;;;;;;25.0;;0.0;;;classCavinh;SMILES;CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
206;CC(C)(C)NC(=O)Cn1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;591.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
207;CC(C)(C)NC(=O)Cn1c(-c2cc(F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;579.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2cc(F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
208;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;576.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
209;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;595.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
210;CC(C)(C)NC(=O)Cn1c(-c2ccc(OC(F)(F)F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;577.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccc(OC(F)(F)F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
211;CC(C)(C)NC(=O)Cn1c(-c2cccc(OC(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;592.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2cccc(OC(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
212;CC(C)(C)NC(=O)Cn1c(-c2ccccc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;580.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccccc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
213;CC(C)(C)NC(=O)Cn1c(-c2ccccc2OC(F)(F)F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;609.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(-c2ccccc2OC(F)(F)F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
214;CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;574.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
215;CC(C)(C)NC(=O)Cn1c(C(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;;;;;;;;;;;578.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)Cn1c(C(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
216;CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1;;;;;;;;;;;169.0;;0.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
217;CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1;;;;;;;;;;;53.0;;1.0;;;classCavinh;SMILES;CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
218;CC(C)(C)c1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(C(C)(C)C)c1O;;;;;;;;;;;507.0;;1.0;;;classCavinh;SMILES;CC(C)(C)c1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(C(C)(C)C)c1O;classCavinh;1.0;1;1.0;;1.0;1.0;valid
219;CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12;;;;;;;;;;;497.0;;1.0;;;classCavinh;SMILES;CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12;classCavinh;1.0;1;1.0;;1.0;1.0;valid
220;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;;;;;;;;;;;54.0;;0.0;;;classCavinh;SMILES;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;classCavinh;0.0;0;0.0;;0.0;0.0;valid
221;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;606.0;;1.0;;;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
222;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;611.0;;1.0;;;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
223;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;598.0;;1.0;;;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
224;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(C(F)(F)F)c2)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;588.0;;1.0;;;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(C(F)(F)F)c2)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
225;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(F)c2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;585.0;;1.0;;;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(F)c2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
226;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;;;;;;;;;;;597.0;;1.0;;;classCavinh;SMILES;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
227;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;413.0;;1.0;;;classCavinh;SMILES;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
228;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;;;;;;;;;;;272.0;;1.0;;;classCavinh;SMILES;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;classCavinh;1.0;1;1.0;;1.0;1.0;valid
229;CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21;;;;;;;;;;;211.0;;1.0;;;classCavinh;SMILES;CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21;classCavinh;1.0;1;1.0;;1.0;1.0;valid
230;CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1;;;;;;;;;;;516.0;;0.0;;;classCavinh;SMILES;CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1;classCavinh;0.0;0;0.0;;0.0;0.0;valid
231;CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C;;;;;;;;;;;62.0;;1.0;;;classCavinh;SMILES;CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C;classCavinh;1.0;1;1.0;;1.0;1.0;valid
