ID_all;SMILES;y_consensus;y_consensus_sd;valid/outlier;ID_DeepPK;NAME_DeepPK;CAS_DeepPK;y_DeepPK_nointraoutliers_nointeroutliers;ID_DSSTOX;NAME_DSSTOX;CAS_DSSTOX;y_DSSTOX_nointraoutliers_nointeroutliers;units
0;CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O;1.0;;valid;0.0;;;1.0;;;;;logmg/kg/day
1;Oc1c(Cl)cc(Cl)c2cccnc12;1.8241258339082744;1.1701899094570175e-11;valid;1.0;;;1.8241258339;261.0;2722.0;;1.824125833916549;logmg/kg/day
2;O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-];0.5622521124139812;0.05629684224945815;valid;2.0;;;0.5224442335;889.0;6518.0;;0.6020599913279624;logmg/kg/day
3;CC12CCC3C(CC=C4CC(=O)C=CC43C)C1CCC(=O)O2;0.620136055;;valid;3.0;;;0.620136055;;;;;logmg/kg/day
4;NC(=O)NNc1ccccc1;1.3979400086860188;1.9772331342074043e-11;valid;4.0;;;1.3979400087;910.0;61002.0;;1.3979400086720377;logmg/kg/day
5;C[N+]([O-])(CCCl)CCCl;-0.39794000868601875;1.977233134145065e-11;valid;5.0;;;-0.3979400086999999;834.0;9334.0;;-0.3979400086720376;logmg/kg/day
6;CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O;1.1760912591;;valid;6.0;;;1.1760912591;;;;;logmg/kg/day
7;CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O;0.4771212547;;valid;7.0;;;0.4771212547;;;;;logmg/kg/day
8;Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O;1.0969100130040284;5.696766470006016e-12;valid;8.0;;;1.096910013;491.0;41109.0;;1.0969100130080565;logmg/kg/day
9;c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2;-0.7772835288762083;3.3646453352609824e-11;valid;9.0;;;-0.7772835289;721.0;4066.0;;-0.7772835288524167;logmg/kg/day
10;O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1;0.8241258339082744;1.1701820590210576e-11;valid;10.0;;;0.8241258339;1105.0;5426.0;;0.8241258339165489;logmg/kg/day
11;CC12CCCCCC(Cc3ccc(O)cc31)C2N;-0.7772835289;;valid;11.0;;;-0.7772835289;;;;;logmg/kg/day
12;CC(=O)C12OC(C)(c3ccccc3)OC1CC1C3CC=C4CC(=O)CCC4(C)C3CCC12C;0.3979400086999999;;valid;12.0;;;0.3979400086999999;;;;;logmg/kg/day
13;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;0.1238516409835429;2.3273843598952737e-11;valid;13.0;;;0.123851641;526.0;3386.0;;0.12385164096708581;logmg/kg/day
14;CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O;-1.903089987;;valid;14.0;;;-1.903089987;;;;;logmg/kg/day
15;CC12CCC3c4ccc(O)cc4CCC3C1CCC2O;-0.3010299957;;valid;15.0;;;-0.3010299957;;;;;logmg/kg/day
16;CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O;1.123851641;;valid;16.0;;;1.123851641;;;;;logmg/kg/day
17;CCCC(=O)OC1(C(=O)COC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C;-0.8239087409;;valid;17.0;;;-0.8239087409;;;;;logmg/kg/day
18;Nc1ccn(C2CCC(CO)O2)c(=O)n1;-1.4259687323;;valid;18.0;;;-1.4259687323;;;;;logmg/kg/day
19;NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1;0.8241258339;;valid;19.0;;;0.8241258339;;;;;logmg/kg/day
20;CN(C)CCC(c1ccccc1)c1ccccn1;-0.20411998267796239;3.1165883903297245e-11;valid;20.0;;;-0.2041199827;913.0;4761.0;;-0.2041199826559248;logmg/kg/day
21;CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1;-1.0793549986;;valid;21.0;;;-1.0793549986;;;;;logmg/kg/day
22;CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2;1.1760912590778405;3.133794641100039e-11;valid;22.0;;;1.1760912591;794.0;34633.0;;1.1760912590556813;logmg/kg/day
23;CNCCCC1c2ccccc2C=Cc2ccccc21;0.0;0.0;valid;23.0;;;0.0;994.0;4976.0;;0.0;logmg/kg/day
24;CC=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C;2.0;;valid;24.0;;;2.0;;;;;logmg/kg/day
25;CCCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O;0.6989700043000001;;valid;25.0;;;0.6989700043000001;;;;;logmg/kg/day
26;COC1OC(OC2C(OC)OC(O)C(O)C2O)C(O)C(O)C1O;2.0;;valid;26.0;;;2.0;;;;;logmg/kg/day
27;CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C;-1.0793549986;;valid;27.0;;;-1.0793549986;;;;;logmg/kg/day
28;CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2;-1.0;;valid;28.0;;;-1.0;;;;;logmg/kg/day
29;Oc1cc(O)c2c(c1)OCC(c1ccc(O)c(O)c1)C2O;1.5224442335;;valid;29.0;;;1.5224442335;;;;;logmg/kg/day
30;CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1;0.1238516409835429;2.3273843598952737e-11;valid;30.0;;;0.123851641;386.0;3042.0;;0.12385164096708581;logmg/kg/day
31;O=c1[nH]c2cc(Cl)ccc2o1;1.5224442335031598;4.468797155905761e-12;valid;31.0;;;1.5224442335;273.0;2733.0;;1.5224442335063197;logmg/kg/day
32;N=C(N)NCCN1CCCCCCC1;-0.0793549986;;valid;32.0;;;-0.0793549986;;;;;logmg/kg/day
33;CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1;0.5224442335031599;4.468797155905761e-12;valid;33.0;;;0.5224442335;1160.0;20298.0;;0.5224442335063199;logmg/kg/day
34;CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I;2.0;0.0;valid;34.0;;;2.0;770.0;2528.0;;2.0;logmg/kg/day
35;N=C(N)NCCCC(N)C(=O)O;2.6989700043;;valid;35.0;;;2.6989700043;;;;;logmg/kg/day
36;C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C;-1.7772835289;;valid;36.0;;;-1.7772835289;;;;;logmg/kg/day
37;CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;-0.0793549986;;valid;37.0;;;-0.0793549986;;;;;logmg/kg/day
38;Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1;1.6989700043180094;2.546909780929299e-11;valid;38.0;;;1.6989700043;1073.0;5327.0;;1.6989700043360187;logmg/kg/day
39;COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3;0.3010299957;;valid;39.0;;;0.3010299957;;;;;logmg/kg/day
40;CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2;1.0;0.0;valid;40.0;;;1.0;7.0;17676.0;;1.0;logmg/kg/day
41;CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1;-1.3010299956819906;2.546909780929299e-11;valid;41.0;;;-1.3010299957;160.0;2472.0;;-1.3010299956639813;logmg/kg/day
42;CCN(CC)C(=S)S;1.0;;valid;42.0;;;1.0;;;;;logmg/kg/day
43;O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F;0.6989700043180095;2.546909780929299e-11;valid;43.0;;;0.6989700043000001;513.0;3356.0;;0.6989700043360189;logmg/kg/day
44;NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1;1.3979400087;;valid;44.0;;;1.3979400087;;;;;logmg/kg/day
45;O=[N+]([O-])c1cc(Cl)cc(-c2c(Cl)ccc([N+](=O)[O-])c2O)c1O;0.3010299957;;valid;45.0;;;0.3010299957;;;;;logmg/kg/day
46;Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1;-0.0793549986;;valid;46.0;;;-0.0793549986;;;;;logmg/kg/day
47;CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O;0.903089987;;valid;47.0;;;0.903089987;;;;;logmg/kg/day
48;C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O;0.5224442335031599;4.468797155905761e-12;valid;48.0;;;0.5224442335;1089.0;8275.0;;0.5224442335063199;logmg/kg/day
49;COc1ccccc1OCC(O)CO;1.3010299956819906;2.546909780929299e-11;valid;49.0;;;1.3010299957;573.0;3516.0;;1.3010299956639813;logmg/kg/day
50;NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O;0.5224442335031599;4.468797155905761e-12;valid;50.0;;;0.5224442335;589.0;3639.0;;0.5224442335063199;logmg/kg/day
51;C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1;0.079181246;;valid;51.0;;;0.079181246;;;;;logmg/kg/day
52;CN1CCCC(=C(c2cccs2)c2cccs2)C1;0.6989700043180095;2.546909780929299e-11;valid;52.0;;;0.6989700043000001;86.0;5484.0;;0.6989700043360189;logmg/kg/day
53;CCN(CC)CCc1nc(-c2ccccc2)no1;0.5224442335031599;4.468797155905761e-12;valid;53.0;;;0.5224442335;862.0;13738.0;;0.5224442335063199;logmg/kg/day
54;CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;1.6989700043;;valid;54.0;;;1.6989700043;;;;;logmg/kg/day
55;CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2;0.5740312677138595;1.960017070351319e-11;valid;55.0;;;0.5740312677;956.0;4888.0;;0.5740312677277188;logmg/kg/day
56;O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1;1.1760912590778405;3.133794641100039e-11;valid;56.0;;;1.1760912591;502.0;3335.0;;1.1760912590556813;logmg/kg/day
57;CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C;-0.3010299957;;valid;57.0;;;-0.3010299957;;;;;logmg/kg/day
58;CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O;0.5224442335;;valid;58.0;;;0.5224442335;;;;;logmg/kg/day
59;CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3;1.3979400086860188;1.9772331342074043e-11;valid;59.0;;;1.3979400087;863.0;4628.0;;1.3979400086720377;logmg/kg/day
60;CCC1(c2ccccc2)C(=O)NC(=O)NC1=O;0.33445375117546544;3.469708072133807e-11;valid;60.0;;;0.3344537512;915.0;4763.0;;0.3344537511509309;logmg/kg/day
61;COc1ccc(OC)c(C(O)C(C)N)c1;-0.47755576649684006;4.468836408389615e-12;valid;61.0;;;-0.4775557665;749.0;6082.0;;-0.4775557664936801;logmg/kg/day
62;CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1;1.4771212547;;valid;62.0;;;1.4771212547;;;;;logmg/kg/day
63;OC(CCN1CCCCC1)(c1ccccc1)C12C=CC(CC1)C2;-0.6989700043180094;2.5469019304791043e-11;valid;63.0;;;-0.6989700043000001;140.0;5284520.0;;-0.6989700043360187;logmg/kg/day
64;O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12;0.6989700043000001;;valid;64.0;;;0.6989700043000001;;;;;logmg/kg/day
65;O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O;1.2227164711237917;3.3646453352609824e-11;valid;65.0;;;1.2227164711;850.0;22419.0;;1.2227164711475833;logmg/kg/day
66;C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl;0.1238516409835429;2.3273843598952737e-11;valid;66.0;;;0.123851641;31.0;36354.0;;0.12385164096708581;logmg/kg/day
67;COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O;0.84509804;;valid;67.0;;;0.84509804;;;;;logmg/kg/day
68;CNCC(O)C(O)C(O)C(O)CO;2.0;;valid;68.0;;;2.0;;;;;logmg/kg/day
69;C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O;-2.5228787453;;valid;69.0;;;-2.5228787453;;;;;logmg/kg/day
70;CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O;1.3979400087;;valid;70.0;;;1.3979400087;;;;;logmg/kg/day
71;CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C;0.7267272090132861;1.8789374957855673e-11;valid;71.0;;;0.7267272090000001;798.0;4260.0;;0.7267272090265723;logmg/kg/day
72;O=P(O)(O)OCC(Cl)(Cl)Cl;1.5224442335031598;4.468797155905761e-12;valid;72.0;;;1.5224442335;1159.0;5563.0;;1.5224442335063197;logmg/kg/day
73;CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO;-0.0376306643;;valid;73.0;;;-0.0376306643;;;;;logmg/kg/day
74;CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C;-1.379863945;;valid;74.0;;;-1.379863945;;;;;logmg/kg/day
75;CC(Oc1c(Cl)cccc1Cl)C1=NCCN1;-1.3979400086860188;1.9772488350696515e-11;valid;75.0;;;-1.3979400087;680.0;30668.0;;-1.3979400086720375;logmg/kg/day
76;CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C;1.3979400087;;valid;76.0;;;1.3979400087;;;;;logmg/kg/day
77;CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1;-0.3010299957;;valid;77.0;;;-0.3010299957;;;;;logmg/kg/day
78;Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2;-1.47755576649684;4.468954167909758e-12;valid;78.0;;;-1.4775557665;455.0;3261.0;;-1.47755576649368;logmg/kg/day
79;Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1;0.4313637642;;valid;79.0;;;0.4313637642;;;;;logmg/kg/day
80;Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2;1.0;;valid;80.0;;;1.0;;;;;logmg/kg/day
81;CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO;0.5224442335;;valid;81.0;;;0.5224442335;;;;;logmg/kg/day
82;CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;0.0;0.0;valid;82.0;;;0.0;307.0;2804.0;;0.0;logmg/kg/day
83;COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1;-0.096910013;;valid;83.0;;;-0.096910013;;;;;logmg/kg/day
84;CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12;1.5224442335;;valid;84.0;;;1.5224442335;;;;;logmg/kg/day
85;CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1;0.5224442335031599;4.468797155905761e-12;valid;85.0;;;0.5224442335;1007.0;6307.0;;0.5224442335063199;logmg/kg/day
86;CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12;1.8241258339;;valid;86.0;;;1.8241258339;;;;;logmg/kg/day
87;CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1;0.6201360549868787;1.8556294732200065e-11;valid;87.0;;;0.620136055;600.0;30623.0;;0.6201360549737575;logmg/kg/day
88;CC1CC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO;-0.096910013;;valid;88.0;;;-0.096910013;;;;;logmg/kg/day
89;CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C;-0.1706962272;;valid;89.0;;;-0.1706962272;;;;;logmg/kg/day
90;O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1;-0.6989700043180094;2.5469019304791043e-11;valid;90.0;;;-0.6989700043000001;251.0;2708.0;;-0.6989700043360187;logmg/kg/day
91;Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1;1.3010299956819906;2.546909780929299e-11;valid;91.0;;;1.3010299957;989.0;31508.0;;1.3010299956639813;logmg/kg/day
92;CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1;-0.3010299956819906;2.5469137061634704e-11;valid;92.0;;;-0.3010299957;732.0;4095.0;;-0.3010299956639812;logmg/kg/day
93;NC(CO)(CO)CO;2.4771212547098314;1.3903482740136565e-11;valid;93.0;;;2.4771212547;1182.0;6503.0;;2.4771212547196626;logmg/kg/day
94;CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;2.0;;valid;94.0;;;2.0;;;;;logmg/kg/day
95;NC(=O)CCC(N)C(=O)O;2.3010299957;;valid;95.0;;;2.3010299957;;;;;logmg/kg/day
96;CN(C)c1nc(N(C)C)nc(N(C)C)n1;0.7331972651032848;4.645275548261817e-12;valid;96.0;;;0.7331972651;39.0;2123.0;;0.7331972651065695;logmg/kg/day
97;C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C;-1.7772835289;;valid;97.0;;;-1.7772835289;;;;;logmg/kg/day
98;O=NN(CCCl)C(=O)NC1CCCCC1;0.545307116482912;2.4165999573335904e-11;valid;98.0;;;0.5453071165;681.0;3950.0;;0.5453071164658241;logmg/kg/day
99;CC(C)(CO)C(O)C(=O)NCCC(=O)O;-0.9318141383;;valid;99.0;;;-0.9318141383;;;;;logmg/kg/day
100;COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C;-0.1758741661;;valid;100.0;;;-0.1758741661;;;;;logmg/kg/day
101;OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1;1.3010299956819906;2.546909780929299e-11;valid;101.0;;;1.3010299957;414.0;29088.0;;1.3010299956639813;logmg/kg/day
102;CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1;1.2227164711;;valid;102.0;;;1.2227164711;;;;;logmg/kg/day
103;O=C(O)Cn1cc(I)c(=O)c(I)c1;2.0;;valid;103.0;;;2.0;;;;;logmg/kg/day
104;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;0.6989700043180095;2.546909780929299e-11;valid;104.0;;;0.6989700043000001;927.0;1775.0;;0.6989700043360189;logmg/kg/day
105;NCCC(O)(P(=O)(O)O)P(=O)(O)O;0.17609125907784062;3.133810341985294e-11;valid;105.0;;;0.1760912591;873.0;4674.0;;0.17609125905568124;logmg/kg/day
106;CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12;-0.3010299956819906;2.5469137061634704e-11;valid;106.0;;;-0.3010299957;1024.0;5078.0;;-0.3010299956639812;logmg/kg/day
107;CCCC(C)C1(CC)C(=O)NC(=O)NC1=O;;;outlier;107.0;;;;894.0;4737.0;;;logmg/kg/day
108;CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I;2.0;;valid;108.0;;;2.0;;;;;logmg/kg/day
109;CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O;1.8241258339;;valid;109.0;;;1.8241258339;;;;;logmg/kg/day
110;NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1;2.0;;valid;110.0;;;2.0;;;;;logmg/kg/day
111;CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C;0.5224442335;;valid;111.0;;;0.5224442335;;;;;logmg/kg/day
112;CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2;-2.876148359;;valid;112.0;;;-2.876148359;;;;;logmg/kg/day
113;CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12;;;outlier;113.0;;;;;;;;logmg/kg/day
114;COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC;-0.1758741661;;valid;114.0;;;-0.1758741661;;;;;logmg/kg/day
115;COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12;-0.17587416609172551;1.1701899094570175e-11;valid;115.0;;;-0.1758741661;1205.0;5717.0;;-0.17587416608345102;logmg/kg/day
116;CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1;0.6989700043000001;;valid;116.0;;;0.6989700043000001;;;;;logmg/kg/day
117;CC(=O)Nc1ccc(O)cc1;1.6989700043180094;2.546909780929299e-11;valid;117.0;;;1.6989700043;2.0;1983.0;;1.6989700043360187;logmg/kg/day
118;COc1c2occc2cc2ccc(=O)oc12;-0.2218487496081782;1.1565713199951743e-11;valid;118.0;;;-0.2218487496;750.0;4114.0;;-0.2218487496163564;logmg/kg/day
119;CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O;0.5224442335;;valid;119.0;;;0.5224442335;;;;;logmg/kg/day
120;CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O;0.9206450014033938;4.799537132969536e-12;valid;120.0;;;0.9206450014;581.0;3608.0;;0.9206450014067876;logmg/kg/day
121;CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21;0.123851641;;valid;121.0;;;0.123851641;;;;;logmg/kg/day
122;C[N+]1(O)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2;-1.3010299957;;valid;122.0;;;-1.3010299957;;;;;logmg/kg/day
123;CCOC(=O)n1ccn(C)c1=S;0.0;0.0;valid;123.0;;;0.0;196.0;31072.0;;0.0;logmg/kg/day
124;Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O;1.5740312677;;valid;124.0;;;1.5740312677;;;;;logmg/kg/day
125;CCC(C(N)=O)N1CCCC1=O;1.7781512504;;valid;125.0;;;1.7781512504;;;;;logmg/kg/day
126;CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C;2.301029995681991;2.5469097811228818e-11;valid;126.0;;;2.3010299957;928.0;41946.0;;2.3010299956639813;logmg/kg/day
127;CCOP(=O)(OCC)SCC[N+](C)(C)C;-0.7772835288762083;3.3646453352609824e-11;valid;127.0;;;-0.7772835289;435.0;10547.0;;-0.7772835288524167;logmg/kg/day
128;CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12;1.1760912591;;valid;128.0;;;1.1760912591;;;;;logmg/kg/day
129;CC(CN(C)C)CN1c2ccccc2S(O)(O)c2ccccc21;-0.1758741661;;valid;129.0;;;-0.1758741661;;;;;logmg/kg/day
130;Clc1ccc2nsnc2c1NC1=NCCN1;-0.2218487496081782;1.1565713199951743e-11;valid;130.0;;;-0.2218487496;1138.0;5487.0;;-0.2218487496163564;logmg/kg/day
131;CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C;0.3979400086999999;;valid;131.0;;;0.3979400086999999;;;;;logmg/kg/day
132;CC1=NS(=O)(=O)c2cc(Cl)ccc2N1;0.9030899869959718;5.696766467842341e-12;valid;132.0;;;0.903089987;374.0;3019.0;;0.9030899869919435;logmg/kg/day
133;CCC1(c2ccc(N)cc2)CCC(=O)NC1=O;1.2227164711237917;3.3646453352609824e-11;valid;133.0;;;1.2227164711;49.0;2145.0;;1.2227164711475833;logmg/kg/day
134;CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl;0.0;0.0;valid;134.0;;;0.0;312.0;2811.0;;0.0;logmg/kg/day
135;CC(C)CCON=O;0.6989700043180095;2.546909780929299e-11;valid;135.0;;;0.6989700043000001;65.0;8053.0;;0.6989700043360189;logmg/kg/day
136;CCNNC(=O)C1C(c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2C(O)C1CO)OCO3;0.5224442335;;valid;136.0;;;0.5224442335;;;;;logmg/kg/day
137;CC(=O)OC(C)C[N+](C)(C)C;-0.37986394501312126;1.8556255479930112e-11;valid;137.0;;;-0.379863945;730.0;6114.0;;-0.3798639450262425;logmg/kg/day
138;CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC;0.3010299956819906;2.5469137061634704e-11;valid;138.0;;;0.3010299957;548.0;6172.0;;0.3010299956639812;logmg/kg/day
139;COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O;1.8241258339;;valid;139.0;;;1.8241258339;;;;;logmg/kg/day
140;Nc1ccn(C2CSC(CO)O2)c(=O)n1;0.6989700043000001;;valid;140.0;;;0.6989700043000001;;;;;logmg/kg/day
141;CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1;1.4265112613822875;2.5049098077087152e-11;valid;141.0;;;1.4265112614;975.0;4922.0;;1.4265112613645752;logmg/kg/day
142;COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC;-1.3010299957;;valid;142.0;;;-1.3010299957;;;;;logmg/kg/day
143;Cc1cccc2c1Oc1c(C)c(O)c(N)c(C(=O)N=C3C(=O)NC(C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)c1N2;-1.8239087409;;valid;143.0;;;-1.8239087409;;;;;logmg/kg/day
144;CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I;2.0170333393;;valid;144.0;;;2.0170333393;;;;;logmg/kg/day
145;CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O;-0.7772835288762083;3.3646453352609824e-11;valid;145.0;;;-0.7772835289;772.0;4121.0;;-0.7772835288524167;logmg/kg/day
146;CCC[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O;0.123851641;;valid;146.0;;;0.123851641;;;;;logmg/kg/day
147;Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1;0.903089987;;valid;147.0;;;0.903089987;;;;;logmg/kg/day
148;NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O;-0.47755576649684006;4.468836408389615e-12;valid;148.0;;;-0.4775557665;107.0;2315.0;;-0.4775557664936801;logmg/kg/day
149;Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1;0.5224442335031599;4.468797155905761e-12;valid;149.0;;;0.5224442335;1155.0;5546.0;;0.5224442335063199;logmg/kg/day
150;NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1;0.5224442335;;valid;150.0;;;0.5224442335;;;;;logmg/kg/day
