ID_all;SMILES;y_consensus;valid/outlier;NAME_DeepPK;CAS_DeepPK
434;C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;1.0;valid;;
435;C[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;0.0;valid;;
436;C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@H]1O[C@H]1C[C@H](O)[C@@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1;0.0;valid;;
437;C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O;0.0;valid;;
438;C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O;0.0;valid;;
439;C[C@H]1O[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O;0.0;valid;;
440;C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)C1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O;0.0;valid;;
441;C[C@]1(Cn2ccnn2)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O;0.0;valid;;
442;C[C@]12C=CC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CC[C@@H]12;0.0;valid;;
443;C[C@]12C=CC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;1.0;valid;;
444;C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F;0.0;valid;;
445;C[C@]12CC(C=O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O;1.0;valid;;
446;C[C@]12CCC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;1.0;valid;;
447;C[C@]12CCC(=O)C=C1CC[C@@H]1C2C(=O)C[C@]2(C)C(=O)CC[C@@H]12;1.0;valid;;
448;C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O;1.0;valid;;
449;C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO;1.0;valid;;
450;C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O;1.0;valid;;
451;C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12;1.0;valid;;
452;C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2O)CC(=O)CC4;1.0;valid;;
453;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O;1.0;valid;;
454;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;0.0;valid;;
455;C[N+](C)(C)CC(=O)[O-];0.0;valid;;
456;C[N+](C)(C)CCO;0.0;valid;;
457;C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C;0.0;valid;;
458;C[N+](C)(C)CCOC(N)=O;0.0;valid;;
459;C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1;1.0;valid;;
460;C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12;0.0;valid;;
461;C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2;1.0;valid;;
462;C[n+]1ccccc1C=NO;1.0;valid;;
463;Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1;0.0;valid;;
464;Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12;1.0;valid;;
465;Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2;0.0;valid;;
466;Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2;0.0;valid;;
467;Cc1c(Cl)cccc1Nc1ccccc1C(=O)O;0.0;valid;;
468;Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(=O)NC(C)(C)C;0.0;valid;;
469;Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1;1.0;valid;;
470;Cc1cc(=O)n(-c2ccccc2)[nH]1;0.0;valid;;
471;Cc1cc(=O)n(-c2ccccc2)n1C;0.0;valid;;
472;Cc1cc(=O)oc2cc(O)ccc12;0.0;valid;;
473;Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1;1.0;valid;;
474;Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1;1.0;valid;;
475;Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1;0.0;valid;;
476;Cc1cc(C2CCCCC2)n(O)c(=O)c1;0.0;valid;;
477;Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1;0.0;valid;;
478;Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21;1.0;valid;;
479;Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1;1.0;valid;;
480;Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1;1.0;valid;;
481;Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C;0.0;valid;;
482;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;0.0;valid;;
483;Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1;1.0;valid;;
484;Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]2C)c2c1Oc1c(C)c(O)c(N)c(=C(O)N=C3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)O[C@@H]3C)c1=N2;0.0;valid;;
485;Cc1ccc(C(C)C)c(O)c1;0.0;valid;;
486;Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1;0.0;valid;;
487;Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl;0.0;valid;;
488;Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1;1.0;valid;;
489;Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1;1.0;valid;;
490;Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1;0.0;valid;;
491;Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1;0.0;valid;;
492;Cc1cccc(C)c1NC(=O)C(C)N;0.0;valid;;
493;Cc1cccc(C)c1NC(=O)C1CCCCN1C;0.0;valid;;
494;Cc1cccc(C)c1OCC(C)N;0.0;valid;;
495;Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1;0.0;valid;;
496;Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1;0.0;valid;;
497;Cc1cccc(Nc2ccccc2C(=O)O)c1C;0.0;valid;;
498;Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1;1.0;valid;;
499;Cc1ccccc1C(OCCN(C)C)c1ccccc1;1.0;valid;;
500;Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C;0.0;valid;;
501;Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1;0.0;valid;;
502;Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1;0.0;valid;;
503;Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1;0.0;valid;;
504;Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1;0.0;valid;;
505;Cc1ncc(CO)c(CO)c1O;0.0;valid;;
506;Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O;1.0;valid;;
507;Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C;0.0;valid;;
508;Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1;1.0;valid;;
509;Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12;0.0;valid;;
510;Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1;0.0;valid;;
511;ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl;0.0;valid;;
512;Clc1cc(Cl)c(OCC#CI)cc1Cl;0.0;valid;;
513;Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1;1.0;valid;;
514;Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1;1.0;valid;;
515;Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1;1.0;valid;;
516;Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1;1.0;valid;;
517;Clc1cccc(Cl)c1NC1=NCCN1;1.0;valid;;
518;Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1;0.0;valid;;
519;Clc1ccccc1CN1CCc2sccc2C1;0.0;valid;;
520;Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O;0.0;valid;;
521;Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O;1.0;valid;;
522;Cn1cc[nH]c1=S;0.0;valid;;
523;Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12;0.0;valid;;
524;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br;0.0;valid;;
525;FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F;1.0;valid;;
526;FCOC(C(F)(F)F)C(F)(F)F;0.0;valid;;
527;N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1;0.0;valid;;
528;N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1;1.0;valid;;
529;N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O;1.0;valid;;
530;N=C(N)N/N=C\c1c(Cl)cccc1Cl;1.0;valid;;
531;N=C(N)N=C(N)NCCc1ccccc1;1.0;valid;;
532;N=C(N)NC(=O)c1nc(Cl)c(N)nc1N;1.0;valid;;
533;N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1;1.0;valid;;
534;N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1;1.0;valid;;
535;N=C(Nc1ccccc1)Nc1ccccc1;1.0;valid;;
536;NC(=O)CN1CCCC1=O;1.0;valid;;
537;NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1;0.0;valid;;
538;NC(=O)N/N=C\c1ccc([N+](=O)[O-])o1;0.0;valid;;
539;NC(=O)N1c2ccccc2C=Cc2ccccc21;0.0;valid;;
540;NC(=O)N1c2ccccc2CC(=O)c2ccccc21;0.0;valid;;
541;NC(=O)N1c2ccccc2CCc2ccccc21;0.0;valid;;
542;NC(=O)NC(=O)Cc1ccccc1;0.0;valid;;
543;NC(=O)OCC(O)COc1ccc(Cl)cc1;1.0;valid;;
544;NC(=O)OCCCc1ccccc1;0.0;valid;;
545;NC(=O)c1cccnc1;0.0;valid;;
546;NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1;0.0;valid;;
547;NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21;0.0;valid;;
548;NC(C=O)C(O)C(O)C(O)CO;0.0;valid;;
549;NC(CO)(CO)CO;0.0;valid;;
550;NC(CO)C(=O)NNCc1ccc(O)c(O)c1O;0.0;valid;;
551;NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O;0.0;valid;;
552;NC(Cc1ccc(O)c(O)c1)C(=O)O;0.0;valid;;
553;NC(O)=NO;0.0;valid;;
554;NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1;0.0;valid;;
555;NCCN;0.0;valid;;
556;NC[C@H](O)c1ccc(O)c(O)c1;0.0;valid;;
557;NN;0.0;valid;;
558;NNC(=O)c1ccncc1;0.0;valid;;
559;NNCCc1ccccc1;1.0;valid;;
560;NNc1ccccc1;0.0;valid;;
561;NNc1nncc2ccccc12;1.0;valid;;
562;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;0.0;valid;;
563;NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O;0.0;valid;;
564;NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O;0.0;valid;;
565;NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O;0.0;valid;;
566;NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O;0.0;valid;;
567;N[C@@H]1CCCC[C@H]1N;0.0;valid;;
568;N[C@H]1C[C@@H]1c1ccccc1;0.0;valid;;
569;N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2;0.0;valid;;
570;Nc1[nH]c(=O)ncc1F;0.0;valid;;
571;Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1;0.0;valid;;
572;Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1;0.0;valid;;
573;Nc1c2c(nc3ccccc13)CCCC2;1.0;valid;;
574;Nc1c2ccccc2nc2ccccc12;1.0;valid;;
575;Nc1ccc(C(=O)O)c(O)c1;0.0;valid;;
576;Nc1ccc(Cc2ccc(N)cc2)cc1;0.0;valid;;
577;Nc1ccc(N)cc1;0.0;valid;;
578;Nc1ccc(N=Nc2ccccc2)c(N)n1;0.0;valid;;
579;Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1;0.0;valid;;
580;Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1;0.0;valid;;
581;Nc1ccc(S(=O)(=O)Nc2nccs2)cc1;0.0;valid;;
582;Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1;0.0;valid;;
583;Nc1ccc(S(N)(=O)=O)cc1;0.0;valid;;
584;Nc1ccc2c3c(cccc13)C(=O)NC2=O;0.0;valid;;
585;Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1;0.0;valid;;
586;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1;0.0;valid;;
587;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;0.0;valid;;
588;Nc1nc(=O)c2[nH]nnc2[nH]1;0.0;valid;;
589;Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1;0.0;valid;;
590;Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1;0.0;valid;;
591;Nc1nc(=O)c2ncn(COCCO)c2[nH]1;0.0;valid;;
592;Nc1nc(=S)c2[nH]cnc2[nH]1;0.0;valid;;
593;Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1;0.0;valid;;
594;Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O;0.0;valid;;
595;Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1;0.0;valid;;
596;Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1;0.0;valid;;
597;Nc1nc(N)nc(NC2CC2)n1;1.0;valid;;
598;Nc1nc(O)c(-c2ccccc2)o1;0.0;valid;;
599;Nc1nc2ccc(OC(F)(F)F)cc2s1;0.0;valid;;
600;Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O;0.0;valid;;
601;Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O;0.0;valid;;
602;Nn1nnc2ccccc21;0.0;valid;;
603;O=C(C(O)CO)C(O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO;0.0;valid;;
604;O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1;1.0;valid;;
605;O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1;0.0;valid;;
606;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;0.0;valid;;
607;O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1;1.0;valid;;
608;O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1;0.0;valid;;
609;O=C(NCCN1CCOCC1)c1ccc(Cl)cc1;0.0;valid;;
610;O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1;0.0;valid;;
611;O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O;1.0;valid;;
612;O=C(O)C(S)C(S)C(=O)O;0.0;valid;;
613;O=C(O)CCCCC1CCSS1;0.0;valid;;
614;O=C(O)CCCCCCCC(=O)O;0.0;valid;;
615;O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1;0.0;valid;;
616;O=C(O)CCNC(=O)c1ccccc1;0.0;valid;;
617;O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1;0.0;valid;;
618;O=C(O)CO;0.0;valid;;
619;O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;0.0;valid;;
620;O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl;0.0;valid;;
621;O=C(O)Cc1ccc(-c2ccccc2)cc1;0.0;valid;;
622;O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O;0.0;valid;;
623;O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;0.0;valid;;
624;O=C(O)c1ccc([N+](=O)[O-])cc1;0.0;valid;;
625;O=C(O)c1ccccc1;0.0;valid;;
626;O=C(O)c1ccccc1S;0.0;valid;;
627;O=C(O)c1cccnc1;0.0;valid;;
628;O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1;0.0;valid;;
629;O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1;1.0;valid;;
630;O=C(Oc1ccccc1)c1ccccc1O;0.0;valid;;
631;O=C(Oc1ccccc1C(=O)O)c1ccccc1O;0.0;valid;;
632;O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12;1.0;valid;;
633;O=C(c1ccccc1)c1cc2n(c1)C(C(=O)O)CC2;0.0;valid;;
634;O=C(c1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1;1.0;valid;;
635;O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1;1.0;valid;;
636;O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1;0.0;valid;;
637;O=C/C=C/c1ccccc1;0.0;valid;;
638;O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O;0.0;valid;;
639;O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1;1.0;valid;;
640;O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1;1.0;valid;;
641;O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1;0.0;valid;;
642;O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46;1.0;valid;;
643;O=C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1O;0.0;valid;;
644;O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1;0.0;valid;;
645;O=C1NC(=O)[C@]2(CCOc3ccc(F)cc32)N1;0.0;valid;;
646;O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1;0.0;valid;;
647;O=C1OCCN1/N=C\c1ccc([N+](=O)[O-])o1;0.0;valid;;
648;O=C1c2ccccc2C(=O)C1c1ccccc1;0.0;valid;;
649;O=NN(CCCl)C(=O)NC1CCCCC1;0.0;valid;;
650;O=NN(CCCl)C(=O)NCCCl;0.0;valid;;
651;O=P1(N(CCCl)CCCl)NCCCO1;0.0;valid;;
652;O=S(=O)(O)CCS;0.0;valid;;
653;O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F;0.0;valid;;
654;O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I;0.0;valid;;
655;O=c1[nH]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1;0.0;valid;;
656;O=c1[nH]c2cc(Cl)ccc2o1;0.0;valid;;
657;O=c1[nH]c2ccccc2c2ccccc12;0.0;valid;;
658;O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1;1.0;valid;;
659;O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1;1.0;valid;;
660;O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;0.0;valid;;
661;O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1;0.0;valid;;
662;O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12;0.0;valid;;
663;O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12;0.0;valid;;
664;O=c1ccc2ccccc2o1;0.0;valid;;
665;O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12;1.0;valid;;
666;OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1;1.0;valid;;
667;OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1;1.0;valid;;
668;OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1;1.0;valid;;
669;OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O;0.0;valid;;
670;OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O;0.0;valid;;
671;OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1;1.0;valid;;
672;OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1;1.0;valid;;
673;OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1;1.0;valid;;
674;OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1;0.0;valid;;
675;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;0.0;valid;;
676;OC[C@H](O)c1oc(O)c(O)c1O;0.0;valid;;
677;OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO;0.0;valid;;
678;OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O;0.0;valid;;
679;OCc1ccccc1;0.0;valid;;
680;O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;0.0;valid;;
681;Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl;0.0;valid;;
682;Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O;1.0;valid;;
683;Oc1c(I)cc(Cl)c2cccnc12;0.0;valid;;
684;Oc1c(I)cc(I)c2cccnc12;0.0;valid;;
685;Oc1c2c(c(O)n1CCCCN1CCN(c3nsc4ccccc34)CC1)CCCC2;1.0;valid;;
686;Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1;0.0;valid;;
687;Oc1ccc(OCc2ccccc2)cc1;1.0;valid;;
688;Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314;1.0;valid;;
689;Oc1cccc(O)c1;0.0;valid;;
690;Oc1cccc(O)c1O;0.0;valid;;
691;Oc1cccc2cccnc12;0.0;valid;;
692;Oc1ccccc1;0.0;valid;;
693;On1ccccc1=S;0.0;valid;;
694;S=C=Nc1cccc2ccccc12;0.0;valid;;
695;S=c1[nH]c2ccccc2s1;0.0;valid;;
696;S=c1[nH]cnc2[nH]cnc12;0.0;valid;;
697;[O-][Cl+2]([O-])O;0.0;valid;;
698;c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1;0.0;valid;;
699;c1ccc(CC2=NCCN2)cc1;1.0;valid;;
700;c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1;1.0;valid;;
701;c1ccc(Cn2ccnc2)cc1;1.0;valid;;
702;c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1;0.0;valid;;
703;c1ccc2c(CC3=NCCN3)cccc2c1;1.0;valid;;
