ID_all;SMILES;ID_chEMBL;orig_ID_chEMBL;yorig_chEMBL;CAS_chEMBL;NAME_chEMBL;units_chEMBL;smilessource_chEMBL;SMILES_chEMBL;desired_units_chEMBL;y_chEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_chEMBL_CtoxPred;onlyequal_chEMBL_CtoxPred;y_chEMBL_nonambiguous;y_CtoxPred_nonambiguous;y_consensus;valid/outlier
372;CSc1ccc([C@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1;14;;0.0;;;classNavinh;SMILES;CSc1ccc([C@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1;classNavinh;0.0;314;;0.0;;;classNavinh;SMILES;CSc1ccc([C@H]2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
373;CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2;651;;1.0;;;classNavinh;SMILES;CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2;classNavinh;1.0;784;;1.0;;;classNavinh;SMILES;CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
374;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12;147;;0.0;;;classNavinh;SMILES;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12;classNavinh;0.0;458;;0.0;;;classNavinh;SMILES;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
375;C[C@@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1;[761, 782];;1.0;;;classNavinh;SMILES;C[C@@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
376;C[C@@H]1CN(c2ccc(C(F)(F)F)cc2C#N)c2ccc(S(=O)(=O)Nc3nccs3)cc2O1;934;;1.0;;;classNavinh;SMILES;C[C@@H]1CN(c2ccc(C(F)(F)F)cc2C#N)c2ccc(S(=O)(=O)Nc3nccs3)cc2O1;classNavinh;1.0;1141;;1.0;;;classNavinh;SMILES;C[C@@H]1CN(c2ccc(C(F)(F)F)cc2C#N)c2ccc(S(=O)(=O)Nc3nccs3)cc2O1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
377;C[C@@H]1COc2cc(S(=O)(=O)Nc3nccs3)ccc2N1c1ccc(C(F)(F)F)cc1C#N;993;;1.0;;;classNavinh;SMILES;C[C@@H]1COc2cc(S(=O)(=O)Nc3nccs3)ccc2N1c1ccc(C(F)(F)F)cc1C#N;classNavinh;1.0;1153;;1.0;;;classNavinh;SMILES;C[C@@H]1COc2cc(S(=O)(=O)Nc3nccs3)ccc2N1c1ccc(C(F)(F)F)cc1C#N;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
378;C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F;450;;0.0;;;classNavinh;SMILES;C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F;classNavinh;0.0;582;;0.0;;;classNavinh;SMILES;C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
379;C[C@H](NC(=O)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2ccccc12)c1ccccc1;600;;0.0;;;classNavinh;SMILES;C[C@H](NC(=O)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2ccccc12)c1ccccc1;classNavinh;0.0;1259;;0.0;;;classNavinh;SMILES;C[C@H](NC(=O)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2ccccc12)c1ccccc1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
380;C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1;701;;0.0;;;classNavinh;SMILES;C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1;classNavinh;0.0;243;;0.0;;;classNavinh;SMILES;C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
381;C[C@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1;760;;1.0;;;classNavinh;SMILES;C[C@H](c1cc(Cl)cc(Cl)c1)N1CCC(COc2cc(F)c(C(=O)NS(C)(=O)=O)cc2C2CC2)CC1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
382;C[C@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1;748;;1.0;;;classNavinh;SMILES;C[C@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1;classNavinh;1.0;1271;;1.0;;;classNavinh;SMILES;C[C@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
383;C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1;629;;0.0;;;classNavinh;SMILES;C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1;classNavinh;0.0;1418;;0.0;;;classNavinh;SMILES;C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
384;C[C@H]1CN(c2ccc(C(F)(F)F)cc2C#N)c2ccc(S(=O)(=O)Nc3nccs3)cc2O1;361;;1.0;;;classNavinh;SMILES;C[C@H]1CN(c2ccc(C(F)(F)F)cc2C#N)c2ccc(S(=O)(=O)Nc3nccs3)cc2O1;classNavinh;1.0;1168;;1.0;;;classNavinh;SMILES;C[C@H]1CN(c2ccc(C(F)(F)F)cc2C#N)c2ccc(S(=O)(=O)Nc3nccs3)cc2O1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
385;C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1;1163;;1.0;;;classNavinh;SMILES;C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
386;C[C@]1(CN2Cc3nc(-c4ccc(F)cc4)sc3C2)Cn2cc([N+](=O)[O-])nc2O1;1125;;0.0;;;classNavinh;SMILES;C[C@]1(CN2Cc3nc(-c4ccc(F)cc4)sc3C2)Cn2cc([N+](=O)[O-])nc2O1;classNavinh;0.0;;;;;;;;;;;0;0.0;0.0;;0.0;valid
387;C[C@]12CCC(F)(F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;1035;;0.0;;;classNavinh;SMILES;C[C@]12CCC(F)(F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;classNavinh;0.0;1206;;0.0;;;classNavinh;SMILES;C[C@]12CCC(F)(F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
388;C[C@]12CCCC[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;722;;0.0;;;classNavinh;SMILES;C[C@]12CCCC[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;classNavinh;0.0;1207;;0.0;;;classNavinh;SMILES;C[C@]12CCCC[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
389;C[C@]12CC[C@H](C(F)F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;912;;0.0;;;classNavinh;SMILES;C[C@]12CC[C@H](C(F)F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;classNavinh;0.0;159;;0.0;;;classNavinh;SMILES;C[C@]12CC[C@H](C(F)F)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
390;C[C@]12OCC[C@@]1(CNc1cc(F)c(S(=O)(=O)Nc3nccs3)cc1Cl)CCO2;122;;1.0;;;classNavinh;SMILES;C[C@]12OCC[C@@]1(CNc1cc(F)c(S(=O)(=O)Nc3nccs3)cc1Cl)CCO2;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
391;C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1;633;;1.0;;;classNavinh;SMILES;C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1;classNavinh;1.0;610;;1.0;;;classNavinh;SMILES;C[Si](C)(C)c1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
392;Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N;251;;0.0;;;classNavinh;SMILES;Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N;classNavinh;0.0;1241;;0.0;;;classNavinh;SMILES;Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
393;Cc1c(C)n(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12;518;;1.0;;;classNavinh;SMILES;Cc1c(C)n(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12;classNavinh;1.0;915;;1.0;;;classNavinh;SMILES;Cc1c(C)n(Cc2ccccc2)c2ncnc(OC3CCN(Cc4cscn4)CC3)c12;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
394;Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12;170;;0.0;;;classNavinh;SMILES;Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12;classNavinh;0.0;;;;;;;;;;;0;0.0;0.0;;0.0;valid
395;Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C;[868, 878];;0.0;;;classNavinh;SMILES;Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C;classNavinh;0.0;841;;0.0;;;classNavinh;SMILES;Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
396;Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O;1064;;1.0;;;classNavinh;SMILES;Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O;classNavinh;1.0;191;;1.0;;;classNavinh;SMILES;Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
397;Cc1cc(-c2ccc3nnc(C(F)(F)F)n3c2)ccc1OC(F)(F)F;463;;1.0;;;classNavinh;SMILES;Cc1cc(-c2ccc3nnc(C(F)(F)F)n3c2)ccc1OC(F)(F)F;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
398;Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO;185;;1.0;;;classNavinh;SMILES;Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO;classNavinh;1.0;971;;1.0;;;classNavinh;SMILES;Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
399;Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br;[801, 451];;0.0;;;classNavinh;SMILES;Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br;classNavinh;0.0;358;;0.0;;;classNavinh;SMILES;Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
400;Cc1cc(C#N)cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;301;;1.0;;;classNavinh;SMILES;Cc1cc(C#N)cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;classNavinh;1.0;1169;;1.0;;;classNavinh;SMILES;Cc1cc(C#N)cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
401;Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12;[1007, 743];;1.0;;;classNavinh;SMILES;Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12;classNavinh;1.0;544;;1.0;;;classNavinh;SMILES;Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
402;Cc1cc(C)cc(C(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)c1;941;;0.0;;;classNavinh;SMILES;Cc1cc(C)cc(C(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)c1;classNavinh;0.0;253;;0.0;;;classNavinh;SMILES;Cc1cc(C)cc(C(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)c1;classNavinh;0.0;0;0.0;0.0;0.0;0.0;valid
403;Cc1cc(Cl)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12;990;;1.0;;;classNavinh;SMILES;Cc1cc(Cl)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12;classNavinh;1.0;54;;1.0;;;classNavinh;SMILES;Cc1cc(Cl)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
404;Cc1cc(Cl)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;860;;1.0;;;classNavinh;SMILES;Cc1cc(Cl)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;classNavinh;1.0;413;;1.0;;;classNavinh;SMILES;Cc1cc(Cl)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
405;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cc(C)c1N(C)C;1000;;1.0;;;classNavinh;SMILES;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cc(C)c1N(C)C;classNavinh;1.0;385;;1.0;;;classNavinh;SMILES;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)cc(C)c1N(C)C;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
406;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1C#N;280;;1.0;;;classNavinh;SMILES;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1C#N;classNavinh;1.0;1146;;1.0;;;classNavinh;SMILES;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1C#N;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
407;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1Cl;482;;1.0;;;classNavinh;SMILES;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1Cl;classNavinh;1.0;410;;1.0;;;classNavinh;SMILES;Cc1cc(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)ccc1Cl;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
408;Cc1cc(Nc2nccc(N)n2)ccc1Oc1ccc(Cl)cc1;375;;1.0;;;classNavinh;SMILES;Cc1cc(Nc2nccc(N)n2)ccc1Oc1ccc(Cl)cc1;classNavinh;1.0;718;;1.0;;;classNavinh;SMILES;Cc1cc(Nc2nccc(N)n2)ccc1Oc1ccc(Cl)cc1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
409;Cc1cc(OC(F)(F)F)ccc1-c1ccc2nnc(C(F)(F)F)n2c1;317;;1.0;;;classNavinh;SMILES;Cc1cc(OC(F)(F)F)ccc1-c1ccc2nnc(C(F)(F)F)n2c1;classNavinh;1.0;343;;1.0;;;classNavinh;SMILES;Cc1cc(OC(F)(F)F)ccc1-c1ccc2nnc(C(F)(F)F)n2c1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
410;Cc1cc(OC(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;937;;1.0;;;classNavinh;SMILES;Cc1cc(OC(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;classNavinh;1.0;1151;;1.0;;;classNavinh;SMILES;Cc1cc(OC(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
411;Cc1cc(OC(F)F)cnc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;302;;1.0;;;classNavinh;SMILES;Cc1cc(OC(F)F)cnc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;classNavinh;1.0;864;;1.0;;;classNavinh;SMILES;Cc1cc(OC(F)F)cnc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
412;Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12;269;;1.0;;;classNavinh;SMILES;Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12;classNavinh;1.0;1261;;1.0;;;classNavinh;SMILES;Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
413;Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)cn1;455;;1.0;;;classNavinh;SMILES;Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)cn1;classNavinh;1.0;1302;;1.0;;;classNavinh;SMILES;Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)cn1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
414;Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)cn1;856;;1.0;;;classNavinh;SMILES;Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)cn1;classNavinh;1.0;697;;1.0;;;classNavinh;SMILES;Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)cn1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
415;Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1;471;;1.0;;;classNavinh;SMILES;Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1;classNavinh;1.0;60;;1.0;;;classNavinh;SMILES;Cc1ccc(-n2nc(C)c(C(=O)N[C@@H]3COc4cccc(N5CCN(C)CC5)c4C3)n2)c(C)c1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
416;Cc1ccc(C#N)c(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;485;;1.0;;;classNavinh;SMILES;Cc1ccc(C#N)c(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;classNavinh;1.0;412;;1.0;;;classNavinh;SMILES;Cc1ccc(C#N)c(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
417;Cc1ccc(C(=O)N/C(N)=N\c2ccccc2C(C)C)cc1;541;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)N/C(N)=N\c2ccccc2C(C)C)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
418;Cc1ccc(C(=O)NC(=N)NCCCCCc2ccccc2)cc1;461;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCCCCc2ccccc2)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
419;Cc1ccc(C(=O)NC(=N)NCCCCc2ccccc2)cc1;281;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCCCc2ccccc2)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
420;Cc1ccc(C(=O)NC(=N)NCCCOc2ccccc2)cc1;324;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCCOc2ccccc2)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
421;Cc1ccc(C(=O)NC(=N)NCCCc2ccccc2)cc1;321;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCCc2ccccc2)cc1;classNavinh;1.0;330;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCCc2ccccc2)cc1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
422;Cc1ccc(C(=O)NC(=N)NCCOc2ccccc2)cc1;278;;0.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCOc2ccccc2)cc1;classNavinh;0.0;;;;;;;;;;;0;0.0;0.0;;0.0;valid
423;Cc1ccc(C(=O)NC(=N)NCCSCc2ccccc2)cc1;641;;0.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCSCc2ccccc2)cc1;classNavinh;0.0;;;;;;;;;;;0;0.0;0.0;;0.0;valid
424;Cc1ccc(C(=O)NC(=N)NCCc2ccc(Cl)cc2)cc1;571;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCc2ccc(Cl)cc2)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
425;Cc1ccc(C(=O)NC(=N)NCCc2ccccc2)cc1;1;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCc2ccccc2)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
426;Cc1ccc(C(=O)NC(=N)NCCc2cccs2)cc1;48;;0.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCCc2cccs2)cc1;classNavinh;0.0;;;;;;;;;;;0;0.0;0.0;;0.0;valid
427;Cc1ccc(C(=O)NC(=N)NCc2cccc3ccccc23)cc1;706;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)NCc2cccc3ccccc23)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
428;Cc1ccc(C(=O)NC(=N)Nc2ccc(C(C)C)cc2)cc1;694;;0.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)Nc2ccc(C(C)C)cc2)cc1;classNavinh;0.0;;;;;;;;;;;0;0.0;0.0;;0.0;valid
429;Cc1ccc(C(=O)NC(=N)Nc2ccc(OC(C)C)cc2)cc1;392;;1.0;;;classNavinh;SMILES;Cc1ccc(C(=O)NC(=N)Nc2ccc(OC(C)C)cc2)cc1;classNavinh;1.0;;;;;;;;;;;1;1.0;1.0;;1.0;valid
430;Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1;515;;1.0;;;classNavinh;SMILES;Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1;classNavinh;1.0;794;;1.0;;;classNavinh;SMILES;Cc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
431;Cc1ccc(Cl)c(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;300;;1.0;;;classNavinh;SMILES;Cc1ccc(Cl)c(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;classNavinh;1.0;404;;1.0;;;classNavinh;SMILES;Cc1ccc(Cl)c(N2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)c1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
432;Cc1ccc(Cl)c(Oc2ncc(-c3cc(F)c(-c4nnc(S(=O)(=O)CC5CC5)[nH]4)cc3F)cc2Cl)c1;169;;1.0;;;classNavinh;SMILES;Cc1ccc(Cl)c(Oc2ncc(-c3cc(F)c(-c4nnc(S(=O)(=O)CC5CC5)[nH]4)cc3F)cc2Cl)c1;classNavinh;1.0;651;;1.0;;;classNavinh;SMILES;Cc1ccc(Cl)c(Oc2ncc(-c3cc(F)c(-c4nnc(S(=O)(=O)CC5CC5)[nH]4)cc3F)cc2Cl)c1;classNavinh;1.0;1;1.0;1.0;1.0;1.0;valid
