ID_all;SMILES;y_consensus;valid/outlier;ID_Bocci;NAME_Bocci;CAS_Bocci;y_Bocci_nonambiguous;ID_Metrabase;NAME_Metrabase;CAS_Metrabase;y_Metrabase_nonambiguous;ID_Sedykh;NAME_Sedykh;CAS_Sedykh;y_Sedykh_nonambiguous;ID_Livertox;NAME_Livertox;CAS_Livertox;y_Livertox_nonambiguous
1485;COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3;0.0;valid;;;;;;;;;;;;;885.0;77037;;0.0
1486;COc1ccc2nc(/N=N/CC(C)/N=N/c3cc(C)c4cc(OC)ccc4n3)cc(C)c2c1;0.0;valid;;;;;;;;;;;;;937.0;686357;;0.0
1487;COc1ccc2nc(C)cc(NCCCCCCCCCNc3cc(C)nc4ccc(OC)cc34)c2c1;0.0;valid;;;;;;;;;;;;;901.0;10010;;0.0
1488;COc1ccc2nc(CI)c(CI)nc2c1;0.0;valid;;;;;;;;;;;;;207.0;144173;;0.0
1489;COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(c2c1)N(CCCN(C)C)C(=S)N4CCCN(C)C;0.0;valid;;;;;;;;;;;;;1053.0;691845;;0.0
1490;COc1ccc2nc3cc(Cl)ccc3c(Nc3ccccc3-c3ccccc3Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)c2c1;0.0;valid;;;;;;;;;;;;;245.0;645159;;0.0
1491;COc1ccc2nc3cc([N+](=O)[O-])ccc3c(NNc3ccc(Cl)cc3)c2c1;0.0;valid;;;;;;;;;;;;;427.0;689873;;0.0
1492;COc1ccc2nc3cc([N+](=O)[O-])ccc3c(NNc3ccc([N+](=O)[O-])cc3)c2c1;0.0;valid;;;;;;;;;;;;;493.0;689874;;0.0
1493;COc1ccc2nc3cc([N+](=O)[O-])ccc3c(NNc3ccccc3)c2c1;0.0;valid;;;;;;;;;;;;;301.0;689872;;0.0
1494;COc1ccc2nc3ccccc3c(NCCCCCCN(CCCl)CCCl)c2c1;0.0;valid;;;;;;;;;;;;;594.0;629266;;0.0
1495;COc1ccc2nc3ccccc3c(NCCCN(C)CCCl)c2c1;0.0;valid;;;;;;;;;;;;;184.0;626540;;0.0
1496;COc1ccc2nc3ccccc3c(NCCN(C)CCCl)c2c1;1.0;valid;;;;;;;;;;;;;47.0;628115;;1.0
1497;COc1ccc2nccc(NCCCN3CCN(CCCNc4ccnc5ccc(OC)cc45)CC3)c2c1;0.0;valid;;;;;;;;;;;;;902.0;365360;;0.0
1498;COc1ccc2oc(S(=O)(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1;0.0;valid;;;;;;;;;;;;;488.0;696124;;0.0
1499;COc1ccc2oc(S(=O)(=O)N3CC(CCl)c4ccc([N+](=O)[O-])cc43)cc2c1;0.0;valid;;;;;;;;;;;;;798.0;696992;;0.0
1500;COc1cccc(-c2cc(=O)c3cc(Cl)c[nH]c-3n2)c1;0.0;valid;;;;;;;;;;;;;620.0;667452;;0.0
1501;COc1cccc(/C=C2\CCC(CN(C)C)C2=O)c1;0.0;valid;;;;;;;;;;;;;405.0;639513;;0.0
1502;COc1cccc(C2C3=C(COC3=O)Oc3cc4c(cc32)OCO4)c1;0.0;valid;;;;;;;;;;;;;850.0;665493;;0.0
1503;COc1cccc(C2c3cc4c(cc3OC(C)(N3CCCC3)C2C)OCO4)c1O;0.0;valid;;;;;;;;;;;;;726.0;375504;;0.0
1504;COc1cccc(C2c3cc4c(cc3OC(C)(O)C2C)OCO4)c1O;0.0;valid;;;;;;;;;;;;;785.0;602341;;0.0
1505;COc1cccc(C2c3cc4c(cc3OC(N3CCCC3)C2C)OCO4)c1O;0.0;valid;;;;;;;;;;;;;942.0;375503;;0.0
1506;COc1cccc(C2c3cc4c(cc3OC(N3CCOCC3)C2C)OCO4)c1O;0.0;valid;;;;;;;;;;;;;475.0;666214;;0.0
1507;COc1cccc(CCNc2c(C#N)c3nc4ccccc4n3c3ccccc23)c1;0.0;valid;;;;;;;;;;;;;780.0;691219;;0.0
1508;COc1cccc(NC(=O)CC(=O)n2nc(-c3ccccc3)c(/N=N/c3ccc(Cl)cc3)c2-c2ccccc2)c1;0.0;valid;;;;;;;;;;;;;652.0;671308;;0.0
1509;COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;577.0;254681;;0.0
1510;COc1cccc2c1C(=O)C=CC2=O;1.0;valid;;;;;;;;;;;;;9.0;618315;;1.0
1511;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(/C(C)=N/NC(=O)c1ccccc1)CC3OC1CC(N)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;579.0;164011;;0.0
1512;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CN1CCOCC1)CC3OC1CC(N)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;362.0;239400;;0.0
1513;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1;0.0;valid;;;;;;;;;;;;;691.0;301477;;0.0
1514;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1;0.0;valid;;;;;;;;;;;;;580.0;267469;;0.0
1515;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;810.0;354646;;0.0
1516;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;1101.0;357704;;0.0
1517;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(O)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;321.0;376739;;0.0
1518;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3O;0.0;valid;;;;;;;;;;;;;404.0;109351;;0.0
1519;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N(C)C)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;557.0;258812;;0.0
1520;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N(Cc2ccccc2)Cc2ccccc2)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;263.0;268242;;0.0
1521;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(O)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;208.0;284682;;0.0
1522;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)N=O)CC3OC1CC(N)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;174.0;143491;;0.0
1523;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3OC1CC(N)C(O)C(C)O1;0.0;valid;;;;;;;;;;;;;430.0;180510;;0.0
1524;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1;1.0;valid;;;;;;;;;;;;;1311.0;mol_0340;;1.0
1525;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1;1.0;valid;;;;;;;;;;;;;1314.0;mol_0406;;1.0
1526;COc1cccc2c1C(CO)N1C(C#N)C3CC(C(=O)O)C(C1C2)N3C;0.0;valid;;;;;;;;;;;;;576.0;607097;;0.0
1527;COc1cccc2ccc3c(c12)C(=O)OC31CCc2c(C)cccc21;0.0;valid;;;;;;;;;;;;;811.0;625587;;0.0
1528;COc1cccc2nc3c(C(=O)NCCN(C)C)cccc3nc12;0.0;valid;;;;;;;;;;;;;830.0;617984;;0.0
1529;COc1ccccc1/C=C1\CCC(CN(C)C)C1=O;0.0;valid;;;;;;;;;;;;;658.0;626874;;0.0
1530;COc1ccccc1/C=C1\CCC(CN2CCOCC2)C1=O;0.0;valid;;;;;;;;;;;;;367.0;639520;;0.0
1531;COc1ccccc1/C=C1\CCC(Cc2ccccc2)(CN(C)C)C1=O;0.0;valid;;;;;;;;;;;;;495.0;639521;;0.0
1532;COc1ccccc1C1C2=C(COC2=O)Oc2cc3c(cc21)OCO3;0.0;valid;;;;;;;;;;;;;501.0;665487;;0.0
1533;COc1ccccc1C1c2cc3c(cc2OC2(OC)COC(=O)C12)OCO3;0.0;valid;;;;;;;;;;;;;883.0;665484;;0.0
1534;COc1ccccc1NC(=O)C1=C(C)N=C(C)C(C(=O)Nc2ccccc2OC)C1c1ccco1;0.0;valid;;;;;;;;;;;;;958.0;623879;;0.0
1535;COc1ccccc1NC(=S)N/N=C/c1ccccn1;1.0;valid;;;;;;;;;;;;;93.0;668298;;1.0
1536;COc1ccnc(C[S@@](=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC;1.0;valid;;;;;;;;;;;;;1512.0;mol_0463;;1.0
1537;COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl;0.0;valid;;;;;;;;;;;;;870.0;338720;;0.0
1538;COc1ncc(C#CC(=O)c2ccccc2)c(OC)n1;1.0;valid;;;;;;;;;;;;;6.0;696251;;1.0
1539;CS(=O)(=O)CS(=O)(=O)OCCCl;0.0;valid;;;;;;;;;;;;;708.0;338947;;0.0
1540;CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1;0.0;valid;;;;;;;;;;;;;165.0;156305;;0.0
1541;CS(=O)(=O)OCCCCOS(C)(=O)=O;0.0;valid;;;;;;;;;;;;;222.0;750;;0.0
1542;CS(=O)(=O)OCCCNCCCOS(C)(=O)=O;0.0;valid;;;;;;;;;;;;;674.0;102627;;0.0
1543;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(/C=N/c2ccc(-c3csc(COc4ccccc4)n3)cc2)cc1;0.0;valid;;;;;;;;;;;;;542.0;280074;;0.0
1544;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1;0.0;valid;;;;;;;;;;;;;744.0;72151;;0.0
1545;CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(C=O)cc1;0.0;valid;;;;;;;;;;;;;538.0;268965;;0.0
1546;CS(=O)(=O)c1cc(=O)c2ccccc2s1;0.0;valid;;;;;;;;;;;;;238.0;622282;;0.0
1547;CS(=O)(=O)c1nc(Cl)c(Cl)c(C#N)c1Cl;1.0;valid;;;;;;;;;;;;;48.0;144872;;1.0
1548;CS(=O)c1cc(=O)c2ccccc2s1;0.0;valid;;;;;;;;;;;;;315.0;622281;;0.0
1549;CSC(=S)N/N=C(\C)c1cccc(C)n1;0.0;valid;;;;;;;;;;;;;293.0;600060;;0.0
1550;CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C;0.0;valid;;;;;;;;;;;;;1001.0;526417;;0.0
1551;CSCC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O;0.0;valid;;;;;;;;;;;;;589.0;233872;;0.0
1552;CSCS(=O)CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O;0.0;valid;;;;;;;;;;;;;1051.0;59729;;0.0
1553;CSCSCC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O;0.0;valid;;;;;;;;;;;;;483.0;251820;;0.0
1554;CSc1c(C(=O)Nc2ccc(Cl)cc2)c(N)[nH]c(=O)c1C#N;0.0;valid;;;;;;;;;;;;;1080.0;692008;;0.0
1555;CSc1nc(Cl)c2c(n1)Sc1nc3cc4c(cc3n1C2O)OCCO4;0.0;valid;;;;;;;;;;;;;398.0;697784;;0.0
1556;CSc1nc(Cl)c2c(n1)Sc1nc3ccccc3n1C2O;0.0;valid;;;;;;;;;;;;;457.0;697782;;0.0
1557;C[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCc1ccc(N)cc1;1.0;valid;;;;;;;;;;;;;1375.0;mol_0453;;1.0
1558;C[C@]12CC(O)C3C(CCC4=CC(=O)CC[C@@]43C)C1CCC2C(=O)CO;0.0;valid;;;;;;;;;;;;;1458.0;mol_0057;;0.0
1559;C[C@]12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)[C@@]3(C=O)CC(O)C12;0.0;valid;;;;;;;;;;;;;1459.0;mol_0028;;0.0
1560;C[C@]12CCC(O)CC1=CCC1C2CC[C@]2(C)C(=O)CCC12;1.0;valid;;;;;;;;;;;;;1461.0;mol_0318;;1.0
1561;C[C@]12CCC(OS(=O)(=O)O)CC1=CCC1C2CC[C@]2(C)C(=O)CCC12;1.0;valid;;;;;;;;;;;;;1524.0;mol_0272;;1.0
1562;C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CCC2O;1.0;valid;;;;;;;;;;;;;1467.0;mol_0264;;1.0
1563;C[C@]12CCC3c4ccc(O)cc4CCC3C1CCC2O;1.0;valid;;;;;;;;;;;;;1468.0;mol_0270;;1.0
1564;C[C@]12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O;1.0;valid;;;;;;;;;;;;;1301.0;mol_0208;;1.0
1565;C[C@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O;1.0;valid;;;;;;;;;;;;;1530.0;mol_0274;;1.0
1566;C[C@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2O;1.0;valid;;;;;;;;;;;;;1531.0;mol_0209;;1.0
1567;Cc1[nH]c(=O)[nH]c(=O)c1/C=C/C(=O)NC(CO)CS(=O)CS(C)=O;0.0;valid;;;;;;;;;;;;;794.0;251819;;0.0
1568;Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl;0.0;valid;;;;;;;;;;;;;155.0;73754;;0.0
1569;Cc1[nH]c(=O)nc(/N=N/Cc2ccc(Cl)cc2)c1C(=O)Nc1ccc(Cl)cc1;0.0;valid;;;;;;;;;;;;;1059.0;624947;;0.0
1570;Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O;0.0;valid;;;;;;;;;;;;;490.0;368390;;0.0
1571;Cc1c(C)c(C)c(-n2c(=O)n(C)c(=O)n2-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(C)c1C;0.0;valid;;;;;;;;;;;;;389.0;691600;;0.0
1572;Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCCC(C)CCCC(C)CCCC(C)C)O2;0.0;valid;;;;;;;;;;;;;1381.0;mol_0076;;0.0
1573;Cc1c(CCCl)c(Cl)n2c(nc3ccccc32)c1C#N;0.0;valid;;;;;;;;;;;;;205.0;649900;;0.0
1574;Cc1c(CNc2ccc(Cl)c(C(=O)NC(CC(=O)O)C(=O)O)c2)ccc2nc(N)nc(N)c12;0.0;valid;;;;;;;;;;;;;455.0;132483;;0.0
1575;Cc1c(Cc2cccnc2)c2c(c(C)c1OC1OC(O)C(O)C(O)C1O)SCN2;1.0;valid;;;;;;;;;;;;;1554.0;mol_0468;;1.0
1576;Cc1c(Cl)cccc1NC(=O)CC1Sc2ccccc2NC1=O;0.0;valid;;;;;;;;;;;;;776.0;634396;;0.0
1577;Cc1c(O)c(O)c2c(c1O)O2;0.0;valid;;;;;;;;;;;;;118.0;294734;;0.0
1578;Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C;1.0;valid;;;;;;;;;;;;;1517.0;mol_0322;;1.0
1579;Cc1c2c(cc3c1[nH]c1ccccc13)C(c1ccc(Cl)cc1)=NCC2;0.0;valid;;;;;;;;;;;;;803.0;83292;;0.0
1580;Cc1c2c(cc3c1[nH]c1ccccc13)C(c1ccc(F)cc1)=NCC2;0.0;valid;;;;;;;;;;;;;458.0;128895;;0.0
1581;Cc1c2c(cc3c1[nH]c1ccccc13)C=NCC2;0.0;valid;;;;;;;;;;;;;745.0;86100;;0.0
1582;Cc1c2cc[n+]([O-])cc2c(C)c2c1[nH]c1ccccc12;0.0;valid;;;;;;;;;;;;;445.0;237068;;0.0
1583;Cc1c2cccc-2c(OCCO)cc2c1[nH]c1ccccc12;0.0;valid;;;;;;;;;;;;;754.0;695154;;0.0
1584;Cc1c2ccn(C)c(C)c2cc2c1nc1ccccc12;0.0;valid;;;;;;;;;;;;;1167.0;336003;;0.0
1585;Cc1c2ccn(C)cc2c(C)c2c1nc1ccc(Cl)cc12;0.0;valid;;;;;;;;;;;;;341.0;632855;;0.0
1586;Cc1c2ccn(C)cc2c(C)c2c1nc1ccc(O)cc12;0.0;valid;;;;;;;;;;;;;701.0;264137;;0.0
1587;Cc1c2ccn(CCN3CCCCC3)cc2c(C)c2c1nc1ccc(O)cc12;0.0;valid;;;;;;;;;;;;;763.0;311153;;0.0
1588;Cc1c2ccn(Cc3ccc(I)cc3)cc2c(C)c2c1nc1ccccc12;0.0;valid;;;;;;;;;;;;;1173.0;604574;;0.0
1589;Cc1c2ccnc(-c3ccccc3)c2cc2c1[nH]c1ccccc12;0.0;valid;;;;;;;;;;;;;540.0;86715;;0.0
1590;Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(O)ccc3n(C)c12;0.0;valid;;;;;;;;;;;;;482.0;659687;;0.0
1591;Cc1c2ccnc(C(N)=O)c2c(C)c2c1[nH]c1ccccc12;0.0;valid;;;;;;;;;;;;;856.0;335142;;0.0
1592;Cc1c2ccncc2c(C)c2c1[nH]c1ccc(Cl)cc12;0.0;valid;;;;;;;;;;;;;298.0;176326;;0.0
1593;Cc1c2ccncc2c(C)c2c1[nH]c1ccc(O)cc12;0.0;valid;;;;;;;;;;;;;702.0;210717;;0.0
1594;Cc1c2ccncc2c(C)c2c1[nH]c1ccc(OCCN(C)C)cc12;0.0;valid;;;;;;;;;;;;;846.0;338258;;0.0
1595;Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12;0.0;valid;;;;;;;;;;;;;820.0;71795;;0.0
1596;Cc1c2ccncc2cc2c1[nH]c1ccccc12;0.0;valid;;;;;;;;;;;;;617.0;87206;;0.0
1597;Cc1c2ccncc2cc2c1sc1ccncc12;0.0;valid;;;;;;;;;;;;;201.0;646278;;0.0
1598;Cc1c2cnccc2c(C)c2c1c1ccccc1n2CC1CO1;0.0;valid;;;;;;;;;;;;;134.0;152731;;0.0
1599;Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCCCCCNCc1ccccc1;0.0;valid;;;;;;;;;;;;;705.0;164017;;0.0
1600;Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCCN;0.0;valid;;;;;;;;;;;;;927.0;176328;;0.0
1601;Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCOC(=O)c1ccccc1;0.0;valid;;;;;;;;;;;;;491.0;163443;;0.0
1602;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;0.0;valid;;;;;;;;;;;;;1106.0;3053;;0.0
1603;Cc1cc(=O)oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12;1.0;valid;;;;;;;;;;;;;1308.0;mol_0198;;1.0
1604;Cc1cc(=O)oc2cc(OC3OC(O)C(O)C(O)C3O)ccc12;1.0;valid;;;;;;;;;;;;;1325.0;mol_0467;;1.0
1605;Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2)ccc1N;0.0;valid;;;;;;;;;;;;;1174.0;93739;;0.0
1606;Cc1cc(C(C)/N=N/c2nc3ccccc3s2)ncn1;0.0;valid;;;;;;;;;;;;;277.0;693633;;0.0
1607;Cc1cc(C)c2c(=O)cc(-c3ccccc3)[nH]c2c1;0.0;valid;;;;;;;;;;;;;908.0;665925;;0.0
1608;Cc1cc(C)n(-c2nc3ccccc3c(=O)[nH]2)n1;0.0;valid;;;;;;;;;;;;;419.0;691081;;0.0
1609;Cc1cc(Cl)ccc1Nc1nc2c(s1)C(=O)c1ccccc1C2=O;0.0;valid;;;;;;;;;;;;;622.0;623761;;0.0
1610;Cc1cc(N(CCOS(C)(=O)=O)CCOS(C)(=O)=O)ccc1/C=N/c1ccc(-c2csc(-c3ccc(Br)cc3)n2)cc1;0.0;valid;;;;;;;;;;;;;706.0;281817;;0.0
1611;Cc1cc(N(CCOS(C)(=O)=O)CCOS(C)(=O)=O)ccc1/C=N/c1ccc(-c2csc(-c3ccccc3)n2)c(Cl)c1;0.0;valid;;;;;;;;;;;;;574.0;281613;;0.0
1612;Cc1cc(N(CCOS(C)(=O)=O)CCOS(C)(=O)=O)ccc1/C=N/c1ccc(-c2nc(Cc3ccccc3)sc2C)cc1;0.0;valid;;;;;;;;;;;;;746.0;281617;;0.0
1613;Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12;1.0;valid;;;;;;;;;;;;;1215.0;mol_0297;;1.0
1614;Cc1cc(NC(=O)NC(=O)c2ccccc2NC(=O)C(C)N)ccc1Oc1ncc(Br)cn1;0.0;valid;;;;;;;;;;;;;543.0;654260;;0.0
1615;Cc1cc(NC(=O)NC(=O)c2ccccc2NC(=O)CN(C)C)ccc1Oc1ncc(Br)cn1;0.0;valid;;;;;;;;;;;;;893.0;654261;;0.0
1616;Cc1cc(NC(=O)NC(=O)c2ccccc2NC(=O)CN)ccc1Oc1ncc(Br)cn1;0.0;valid;;;;;;;;;;;;;646.0;654259;;0.0
1617;Cc1cc(NCCCCCCCNc2cc(C)nc3cc([N+](=O)[O-])ccc23)c2ccc([N+](=O)[O-])cc2n1;0.0;valid;;;;;;;;;;;;;864.0;272346;;0.0
1618;Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O;0.0;valid;;;;;;;;;;;;;1142.0;361128;;0.0
1619;Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(OC8CCC(O)C(C)O8)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O;0.0;valid;;;;;;;;;;;;;611.0;639187;;0.0
1620;Cc1cc(S(=O)(=O)n2ccnc2Oc2cccc(Cl)c2)c(SSc2cc(Cl)c(C)cc2S(=O)(=O)n2ccnc2Oc2cccc(Cl)c2)cc1Cl;0.0;valid;;;;;;;;;;;;;841.0;696906;;0.0
1621;Cc1cc2c(C(C)C)c(O)c(O)c(/C=N/CC3CCCN4CCCCC34)c2cc1-c1cc2c(/C=N/CC3CCCN4CCCCC34)c(O)c(O)c(C(C)C)c2cc1C;0.0;valid;;;;;;;;;;;;;313.0;697096;;0.0
1622;Cc1cc2c(c(/C=N/c3ccc(N(C)C)cc3)c1)OC1(C=C2)Oc2ccccc2C(=O)N1C;0.0;valid;;;;;;;;;;;;;434.0;692400;;0.0
1623;Cc1cc2c(c3c1c1ccccc1n3C)C(=O)C=CC2=O;0.0;valid;;;;;;;;;;;;;288.0;648147;;0.0
1624;Cc1cc2c3ccccc3n(C)c2c2c1C(=O)C=CC2=O;0.0;valid;;;;;;;;;;;;;813.0;648148;;0.0
1625;Cc1cc2nc(C=C(C(F)(F)F)C(F)(F)F)sc2cc1C;0.0;valid;;;;;;;;;;;;;317.0;664311;;0.0
1626;Cc1cc2nc(CC(C(F)(F)F)C(F)(F)F)oc2cc1C;0.0;valid;;;;;;;;;;;;;319.0;664316;;0.0
1627;Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C;1.0;valid;;;;;;;;;;;;;1423.0;mol_0315;;1.0
1628;Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1;0.0;valid;;;;;;;;;;;;;639.0;632839;;0.0
1629;Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)cc3)c3ccccc32)cc1;0.0;valid;;;;;;;;;;;;;979.0;646504;;0.0
1630;Cc1ccc(C)c(C2NC(=O)c3ccccc3N2)c1;0.0;valid;;;;;;;;;;;;;418.0;158383;;0.0
1631;Cc1ccc(C)c(NC(=O)CC2Sc3ccccc3NC2=O)c1;0.0;valid;;;;;;;;;;;;;984.0;634398;;0.0
1632;Cc1ccc(C2=CC(=O)/C(=C/C(=O)c3ccc(Br)cc3)O2)c(C)c1;1.0;valid;;;;;;;;;;;;;56.0;674919;;1.0
1633;Cc1ccc(C2COc3cc(O)c(O)cc3C2)cc1;1.0;valid;;;;;;;;;;;;;88.0;600286;;1.0
1634;Cc1ccc(C2NC(=O)c3ccccc3N2)c(C)c1;0.0;valid;;;;;;;;;;;;;477.0;158382;;0.0
1635;Cc1ccc(NCCN(C)C)c2c(=O)c3cc(O)ccc3sc12;0.0;valid;;;;;;;;;;;;;422.0;317003;;0.0
1636;Cc1ccc(OCC2OC(n3cnc4c(Cl)nc(N)nc43)CC2Oc2ccc(C)cc2)cc1;0.0;valid;;;;;;;;;;;;;280.0;685798;;0.0
1637;Cc1ccc(S(=O)(=O)N2c3ccccc3C3CCC=CC32)cc1;0.0;valid;;;;;;;;;;;;;1039.0;648556;;0.0
1638;Cc1ccc(S(=O)(=O)SC/C=C/CSS(=O)(=O)c2ccc(C)cc2)cc1;1.0;valid;;;;;;;;;;;;;75.0;624158;;1.0
1639;Cc1ccc(S(=O)(=O)c2[nH]cc(/C(=C/C3CCCCC3)[N+](=O)[O-])c2C2CCCCC2)cc1;1.0;valid;;;;;;;;;;;;;105.0;688531;;1.0
1640;Cc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1;0.0;valid;;;;;;;;;;;;;618.0;98949;;0.0
1641;Cc1ccc2c(=O)cc(-c3ccccc3)nc-2[nH]1;0.0;valid;;;;;;;;;;;;;761.0;658867;;0.0
1642;Cc1ccc2c(c1)-c1c(C#N)c(N)nc(-c3ccc(Cl)cc3)c1CCS2(=O)=O;0.0;valid;;;;;;;;;;;;;842.0;691578;;0.0
1643;Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1;1.0;valid;;;;;;;;;;;;;1543.0;mol_0379;;1.0
1644;Cc1ccc2nc3c(C)c(Cl)c(=O)cc-3sc2c1;0.0;valid;;;;;;;;;;;;;241.0;641158;;0.0
1645;Cc1ccc2nc3c(C)c4ccn(C)cc4c(C)c3c2c1;0.0;valid;;;;;;;;;;;;;751.0;639364;;0.0
1646;Cc1cccc(C(C)(C)C)c1NC(=O)C(C#N)C1=C(Cl)C(=O)c2ccccc2C1=O;1.0;valid;;;;;;;;;;;;;94.0;637436;;1.0
