ID_all;SMILES;y_consensus;valid/outlier;ID_Bocci;NAME_Bocci;CAS_Bocci;y_Bocci_nonambiguous;ID_Metrabase;NAME_Metrabase;CAS_Metrabase;y_Metrabase_nonambiguous;ID_Sedykh;NAME_Sedykh;CAS_Sedykh;y_Sedykh_nonambiguous;ID_Livertox;NAME_Livertox;CAS_Livertox;y_Livertox_nonambiguous
345;CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1;0.0;valid;347.0;Timolol;;0.0;311.0;Timolol;;0.0;112.0;Timolol;26839758.0;0.0;;;;
346;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1;1.0;valid;348.0;Topotecan;;1.0;216.0;topotecan;;1.0;;;;;;;;
347;O=S(=O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)CC3)cc1;0.0;valid;349.0;TPCS2a;;0.0;56.0;TPCS2a;;0.0;;;;;1523.0;mol_0160;;0.0
348;O=S(=O)(O)c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)O)cc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1;0.0;valid;350.0;TPPS2a;;0.0;53.0;TPPS2a;;0.0;;;;;1522.0;mol_0159;;0.0
349;COc1cccc(C(=O)O[C@H]2C3[C@@]4(OC(C)=O)CO[C@@H]4C[C@H](OC(=O)C=Cc4ccc(C(=O)c5ccccc5)cc4)[C@]3(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(C)=O)C[C@@]2(O)C3(C)C)c1;0.0;valid;351.0;tRA01015;;0.0;;;;;;;;;;;;
350;COc1ccc(C(=O)Oc2ccc(C=CC(=O)O[C@H]3C[C@H]4OC[C@]4(OC(C)=O)C4[C@H](OC(=O)c5ccccc5)[C@@]5(O)C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]43C)C5(C)C)cc2)c2ccccc12;0.0;valid;352.0;tRA01069;;0.0;;;;;;;;;;;;
351;CCN(CC)c1ccc(C(=O)c2ccc(C=CC(=O)O[C@H]3C[C@H]4OC[C@]4(OC(C)=O)C4[C@H](OC(=O)c5ccccc5)[C@@]5(O)C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]43C)C5(C)C)cc2)cc1;0.0;valid;353.0;tRA9-1a;;0.0;;;;;;;;;;;;
352;CCOc1ccc(C(=O)c2ccc(C=CC(=O)O[C@H]3C[C@H]4OC[C@]4(OC(C)=O)C4[C@H](OC(=O)c5ccccc5)[C@@]5(O)C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]43C)C5(C)C)cc2)cc1;0.0;valid;354.0;tRA9-2a;;0.0;;;;;;;;;;;;
353;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc2ccccc2c1;0.0;valid;355.0;tRA95069;;0.0;;;;;;;;;;;;
354;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)c2ccccc2)cc1;0.0;valid;356.0;tRA96023;;0.0;;;;;;;;;;;;
355;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]34OC(=O)OC3[C@H](OC(C)=O)C(C)=C1C4(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)c2ccccc2)cc1;0.0;valid;357.0;tRA97013;;0.0;;;;;;;;;;;;
356;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)c2ccc(F)cc2)cc1;0.0;valid;358.0;tRA97045;;0.0;;;;;;;;;;;;
357;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc2c(c1)-c1ccccc1C2=O;0.0;valid;359.0;tRA98005;;0.0;;;;;;;;;;;;
358;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)c2ccc(N(C)C)cc2)cc1;0.0;valid;360.0;tRA98006;;0.0;;;;;;;;;;;;
359;COc1ccc(C(=O)c2ccc(C=CC(=O)O[C@H]3C[C@H]4OC[C@]4(OC(C)=O)C4[C@H](OC(=O)c5ccccc5)[C@@]5(O)C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]43C)C5(C)C)cc2)cc1;0.0;valid;361.0;tRA98007;;0.0;;;;;;;;;;;;
360;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)c2ccc(C(C)C)cc2)cc1;0.0;valid;362.0;tRA98009;;0.0;;;;;;;;;;;;
361;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)c2ccc(C)cc2)cc1;0.0;valid;363.0;tRA98010;;0.0;;;;;;;;;;;;
362;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(Oc2ccccc2)cc1;0.0;valid;364.0;tRA99010;;0.0;;;;;;;;;;;;
363;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]34OC(=O)OC3[C@H](OC(C)=O)C(C)=C1C4(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(Oc2ccccc2)cc1;0.0;valid;365.0;tRA99011;;0.0;;;;;;;;;;;;
364;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]34OC(=O)OC3[C@H](OC(C)=O)C(C)=C1C4(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(NC(=O)c2ccccc2)cc1;0.0;valid;366.0;tRA99018;;0.0;;;;;;;;;;;;
365;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(NC(=O)c2ccccc2)cc1;0.0;valid;367.0;tRA99019;;0.0;;;;;;;;;;;;
366;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)c1ccc(C(=O)c2ccccc2)cc1;0.0;valid;368.0;tRA99020;;0.0;;;;;;;;;;;;
367;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]34OC(=O)OC3[C@H](OC(C)=O)C(C)=C1C4(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)c1ccc(C(=O)c2ccccc2)cc1;0.0;valid;369.0;tRA99021;;0.0;;;;;;;;;;;;
368;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(C)=O)C(C)=C1C3(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)Oc2ccccc2)cc1;0.0;valid;370.0;tRA99030;;0.0;;;;;;;;;;;;
369;CC(=O)O[C@H]1C(=O)[C@]2(C)C([C@H](OC(=O)c3ccccc3)[C@@]34OC(=O)OC3[C@H](OC(C)=O)C(C)=C1C4(C)C)[C@@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OC(=O)C=Cc1ccc(C(=O)Oc2ccccc2)cc1;0.0;valid;371.0;tRA99031;;0.0;;;;;;;;;;;;
370;CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1;0.0;valid;372.0;Triamcinolone acetonide;;0.0;387.0;Triamcinolone acetonide;;0.0;135.0;Triamcinolone acetonide;76255.0;0.0;;;;
371;O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1;1.0;valid;373.0;Urate;;1.0;32.0;Uric acid;;1.0;;;;;1426.0;mol_0339;;1.0
372;NC(=O)c1cccc(-c2cc(OC(=O)NC3CCCCC3)ccc2O)c1;1.0;valid;374.0;URB 937;;1.0;82.0;URB 937;;1.0;;;;;1264.0;mol_0448;;1.0
373;CCCC(CCC)C(=O)O;0.0;valid;375.0;Valproate;;0.0;422.0;Valproic Acid;;0.0;157.0;Valproate;99661.0;0.0;1447.0;mol_0042;;0.0
374;CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C;0.0;valid;376.0;Valsartan;;0.0;;;;;;;;;;;;
375;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1;1.0;valid;377.0;Vandetanib;;1.0;74.0;Vandetanib;;1.0;;;;;1192.0;mol_0423;;1.0
376;C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC;1.0;valid;378.0;Verteporfin;;1.0;212.0;Verteporfin;;1.0;;;;;;;;
377;CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;0.0;valid;379.0;Vinblastine;;0.0;;;;;;;;;;;;
378;CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;0.0;valid;380.0;Vindesine;;0.0;;;;;;;;;;;;
379;CC1=CC(=O)c2ccccc2C1=O;1.0;valid;381.0;Vitamin K3;;1.0;427.0;Vitamin K3;;1.0;;;;;1432.0;mol_0308;;1.0
380;COCCN1C2=C(C(=O)c3ccccc3C2=O)N(Cc2cnccn2)C1C;0.0;valid;382.0;YM155;;0.0;;;;;;;;;;;;
381;Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1;0.0;valid;383.0;Zalcitabine;;0.0;37.0;Zalcitabine;;0.0;151.0;Zalcitabine;7481892.0;0.0;;;;
382;Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O;1.0;valid;384.0;Zidovudine;;1.0;30.0;Zidovudine;;1.0;;;;;;;;
383;CCc1c2c(nc3ccc(N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC;1.0;valid;;;;;0.0;SN 392;;1.0;99.0;SN-392;124622760.0;1.0;1367.0;mol_0370;;1.0
384;C[C@H](CCC(=O)NC(CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;0.0;valid;;;;;1.0;cholyl lysyl fluorescein;;0.0;;;;;;;;
385;CN(C)c1ccc2c(-c3ccccc3)c3ccc(N(C)C)cc3[o+]c2c1;0.0;valid;;;;;3.0;(6-dimethylamino-9-phenyl-xanthen-3-ylidene)-dimethyl-ammonium;;0.0;;;;;1571.0;mol_0007;;0.0
386;COc1ccc(C(=O)c2ccc(C=CC(=O)O[C@H]3C[C@H]4OC[C@@]4(OC(C)=O)[C@H]4[C@H](OC(=O)c5ccccc5)[C@]5(O)C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]34C)C5(C)C)cc2)cc1;0.0;valid;;;;;9.0;tRA98007;;0.0;;;;;;;;
387;O=CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)[C@@H](O)C(O)[C@H]4O)c3c3[nH]c4c(O)cccc4c23)C1=O;1.0;valid;;;;;15.0;NB-506;;1.0;;;;;;;;
388;Cn1nnc2c(C(N)=O)ncn2c1=O;0.0;valid;;;;;16.0;temozolomide;;0.0;;;;;1446.0;mol_0018;;0.0
389;O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;1.0;valid;;;;;21.0;Sulfasalazine;;1.0;;;;;1509.0;mol_0236;;1.0
390;CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=C[C@@H](O)C[C@@H](O)CC(=O)O;1.0;valid;;;;;22.0;Rosuvastatin;;1.0;;;;;;;;
391;C1=CNC=CC1;1.0;valid;;;;;31.0;1,4-Dihydropyridine;;1.0;0.0;1,4-Dihydropyridine;3337175.0;1.0;1259.0;mol_0498;;1.0
392;CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;0.0;valid;;;;;39.0;beta-Sitosterol;;0.0;16.0;beta-Sitosterol;83465.0;0.0;;;;
393;S=c1nc[nH]c2[nH]cnc12;1.0;valid;;;;;40.0;6-Mercaptopurine;;1.0;;;;;1559.0;mol_0346;;1.0
394;COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1;0.0;valid;;;;;44.0;nutlin-3a;;0.0;;;;;1222.0;mol_0146;;0.0
395;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;0.0;valid;;;;;47.0;Cytarabine;;0.0;;;;;;;;
396;CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1;0.0;valid;;;;;50.0;N-desmethyl-loperamide;;0.0;;;;;1221.0;mol_0166;;0.0
397;COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC;1.0;valid;;;;;52.0;Reserpine (no stereo);;1.0;;;;;1268.0;mol_0254;;1.0
398;CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@H](N)C(=O)Nc1ccc([N+](=O)[O-])c2nonc12;1.0;valid;;;;;60.0;C6-NBD-phosphatidylserine;;1.0;;;;;;;;
399;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;1.0;valid;;;;;62.0;Tetracycline;;1.0;;;;;;;;
400;CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12;1.0;valid;;;;;66.0;C6-NBD-phosphatidylcholine;;1.0;;;;;;;;
401;COc1ccc(NC(=S)NN=C2C(=O)Nc3c(Cl)cc(Cl)cc32)cc1;1.0;valid;;;;;67.0;NSC 73306;;1.0;;;;;;;;
402;NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O;1.0;valid;;;;;68.0;Chlorothiazide;;1.0;;;;;1216.0;mol_0298;;1.0
403;C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C;1.0;valid;;;;;70.0;Protoporphyrin;;1.0;;;;;1452.0;mol_0307;;1.0
404;CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;0.0;valid;;;;;71.0;Nizatidine;;0.0;;;;;;;;
405;CNc1nc2c(Cc3cccnc3)c(C)c(O)c(C)c2s1;1.0;valid;;;;;73.0;E3040;;1.0;;;;;1584.0;mol_0466;;1.0
406;CC1NC(=O)NC(=O)C1C=CC(=O)NC(CO)CS(=O)CS(C)=O;1.0;valid;;;;;77.0;Sparoxomycin A1;;1.0;;;;;;;;
407;CC(=O)Nc1cc2c3c(cccc3c1)C(=O)N(CCN(C)C)C2=O;1.0;valid;;;;;78.0;N-Acetyl-amonafide;;1.0;;;;;1406.0;mol_0482;;1.0
408;CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)Cc1cc2c(cc1OC(C)=O)Oc1cc(OC(C)=O)c(CN(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O)cc1C21OC(=O)c2ccccc21;1.0;valid;;;;;83.0;Calcein-AM;;1.0;24.0;Calcein-AM;148504341.0;1.0;1329.0;mol_0206;;1.0
409;COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OS(=O)(=O)O;1.0;valid;;;;;85.0;glycitein sulfate;;1.0;;;;;1535.0;mol_0386;;1.0
410;COc1ccc(C(=O)Oc2ccc(C=CC(=O)O[C@H]3C[C@H]4OC[C@@]4(OC(C)=O)[C@H]4[C@H](OC(=O)c5ccccc5)[C@]5(O)C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]34C)C5(C)C)cc2)c2ccccc12;0.0;valid;;;;;87.0;tRA01069;;0.0;;;;;;;;
411;CC(C)n1c(C=C[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21;1.0;valid;;;;;89.0;Fluvastatin;;1.0;;;;;;;;
412;O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1;0.0;valid;;;;;90.0;Bisdemethoxycurcumin;;0.0;;;;;;;;
413;Cc1cnc2ccc3c(nc(N)n3C)c2n1;1.0;valid;;;;;91.0;2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx);;1.0;;;;;1575.0;mol_0408;;1.0
414;CCc1c2c(nc3cc(F)c(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC;1.0;valid;;;;;92.0;SN 398;;1.0;101.0;SN-398;124623003.0;1.0;1248.0;mol_0372;;1.0
415;Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1;0.0;valid;;;;;95.0;Thiamine ion;;0.0;;;;;1588.0;mol_0064;;0.0
416;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)C=Cc3ccc(C(=O)Oc4ccccc4)cc3)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(C)=O)C(C)=C1C2(C)C;0.0;valid;;;;;97.0;tRA99030;;0.0;;;;;;;;
417;CC(C)(c1ccc(O)cc1)c1ccc(O[C@@H]2O[C@H](C(=O)O)C(O)[C@H](O)C2O)cc1;0.0;valid;;;;;98.0;Bisphenol A Glucuronide;;0.0;;;;;;;;
418;O=C1Cc2cc(O)ccc2-c2oc3cc(OS(=O)(=O)O)ccc3c21;1.0;valid;;;;;101.0;coumestrol-sulfate;;1.0;;;;;1538.0;mol_0481;;1.0
419;CC(=Cc1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1;0.0;valid;;;;;102.0;Ixabepilone;;0.0;;;;;;;;
420;CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO;0.0;valid;;;;;104.0;9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione;;0.0;;;;;;;;
421;O=C(O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O;1.0;valid;;;;;105.0;DNP-SG;;1.0;;;;;;;;
422;CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1;1.0;valid;;;;;107.0;sorafenib;;1.0;;;;;1219.0;mol_0226;;1.0
423;Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1;1.0;valid;;;;;109.0;resveratrol;;1.0;;;;;;;;
424;C(=NNC1=NCCN1)c1c2ccccc2c(C=NNC2=NCCN2)c2ccccc12;1.0;valid;;;;;111.0;Bisantrene;;1.0;;;;;1260.0;mol_0205;;1.0
425;O=C(O)[C@H]1C[C@H](Oc2ccc3ccc(=O)oc3c2)[C@H](O)[C@@H](O)[C@H]1O;0.0;valid;;;;;112.0;7-hydroxycoumarin glucuronide;;0.0;;;;;;;;
426;Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C;1.0;valid;;;;;114.0;Riboflavin;;1.0;;;;;;;;
427;C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12;1.0;valid;;;;;117.0;Dehydroepiandrosterone;;1.0;;;;;;;;
428;COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O;1.0;valid;;;;;118.0;Silymarin;;1.0;;;;;;;;
429;CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C;0.0;valid;;;;;119.0;Vitamin K1;;0.0;;;;;;;;
430;CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21;1.0;valid;;;;;120.0;Ulifloxacin;;1.0;;;;;1550.0;mol_0393;;1.0
431;Cc1cc(=O)oc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12;1.0;valid;;;;;121.0;4-methylumbelliferone glucuronide;;1.0;;;;;;;;
432;O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12;1.0;valid;;;;;122.0;alpha-Naphthoflavone;;1.0;;;;;1389.0;mol_0293;;1.0
433;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)C=Cc3ccc(C(=O)c4ccc(C(C)C)cc4)cc3)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(C)=O)C(C)=C1C2(C)C;0.0;valid;;;;;124.0;tRA98009;;0.0;;;;;;;;
434;O=C(O)[C@H]1CSC(c2nc3ccc(O)cc3s2)=N1;1.0;valid;;;;;125.0;D-Luciferin;;1.0;;;;;;;;
435;Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1;1.0;valid;;;;;126.0;ganciclovir;;1.0;;;;;1410.0;mol_0288;;1.0
436;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;1.0;valid;;;;;128.0;Cholic acid;;1.0;;;;;;;;
437;O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12;1.0;valid;;;;;129.0;Daidzein;;1.0;;;;;1360.0;mol_0305;;1.0
438;Nc1nc2nc[nH]c2c(=S)[nH]1;;outlier;;;;;132.0;Thioguanine;;;;;;;819.0;752;;
439;C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C;1.0;valid;;;;;133.0;Pyropheophorbide a;;1.0;;;;;;;;
440;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)C=Cc3ccc(C(=O)c4ccc(C)cc4)cc3)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(C)=O)C(C)=C1C2(C)C;0.0;valid;;;;;134.0;tRA98010;;0.0;;;;;;;;
441;Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1;1.0;valid;;;;;135.0;Abacavir;;1.0;;;;;;;;
442;CC(C)(c1ccc(O)cc1)c1ccc(O)cc1;1.0;valid;;;;;136.0;Parabis;;1.0;;;;;1489.0;mol_0319;;1.0
443;N[C@@H](CCC(=O)N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O;1.0;valid;;;;;138.0;2,4-dinitrophenyl-S-glutathione;;1.0;2.0;2,4-Dinitrophenyl-S-glutathione (DNP-SG);26289394.0;1.0;;;;
444;O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1;1.0;valid;;;;;141.0;Nitrofurantoin;;1.0;;;;;;;;
445;CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1;0.0;valid;;;;;143.0;Vindesine;;0.0;;;;;;;;
446;CNc1ccccc1C(=O)NC(=O)Nc1ccc(OC2NCC(Br)CN2)c(C)c1;0.0;valid;;;;;145.0;N-({4-[(5-bromopyrimidin-2-yl)oxy]-3-methylphenyl}carbamoyl)-2-(methylamino)benzamide;;0.0;;;;;1191.0;mol_0164;;0.0
447;O=C(O)COc1ccc(C(=O)CNC(=O)c2cc3c(s2)CCNC3)cc1OCC(=O)O;1.0;valid;;;;;147.0;ME3277;;1.0;;;;;1582.0;mol_0357;;1.0
448;CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1;1.0;valid;;;;;149.0;Teriflunomide;;1.0;;;;;;;;
449;O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;1.0;valid;;;;;152.0;Quercetin;;1.0;;;;;1378.0;mol_0281;;1.0
450;O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12;1.0;valid;;;;;154.0;Coumestrol;;1.0;;;;;71.0;22842;;1.0
451;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)C=Cc3cccc(NC(=O)c4ccccc4)c3)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(C)=O)C(C)=C1C2(C)C;0.0;valid;;;;;155.0;tRA99019;;0.0;;;;;;;;
