ID_all;SMILES;y_consensus;valid/outlier;ID_ChEMBL;NAME_ChEMBL;CAS_ChEMBL;y_ChEMBL_nonambiguous;ID_CtoxPred;NAME_CtoxPred;CAS_CtoxPred;y_CtoxPred_nonambiguous
301;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCCCCCCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;13.0;CHEMBL285868;;1.0
302;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCCCCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;28.0;CHEMBL204616;;1.0
303;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;70.0;CHEMBL37899;;1.0
304;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;47.0;CHEMBL35368;;1.0
305;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;14.0;CHEMBL37402;;1.0
306;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;6.0;CHEMBL35123;;1.0
307;CCOC(=O)C1=C(C)NC(=O)N(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;331.0;;;1.0
308;CCOC(=O)C1=C(C)NC(=S)N(C(=O)N(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;299.0;;;1.0
309;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;326.0;;;1.0
310;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;333.0;;;1.0
311;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1cccc(C(F)(F)F)c1;1.0;valid;;;;;322.0;;;1.0
312;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1cccc(Cl)c1;1.0;valid;;;;;327.0;;;1.0
313;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1cccc(Cl)c1Cl;1.0;valid;;;;;328.0;;;1.0
314;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;298.0;;;1.0
315;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1Cl;1.0;valid;;;;;320.0;;;1.0
316;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1ccccc1C(F)(F)F;1.0;valid;;;;;297.0;;;1.0
317;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1ccccc1Cl;1.0;valid;;;;;323.0;;;1.0
318;CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1ccccc1[N+](=O)[O-];1.0;valid;;;;;321.0;;;1.0
319;CCOC(=O)C1=C(C)NC(=S)N(C(=O)c2ccc(OC)cc2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;332.0;;;1.0
320;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cc(Cl)cc(Cl)c1OC;1.0;valid;;;;;744.0;CHEMBL2063817;;1.0
321;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1;1.0;valid;;;;;709.0;CHEMBL2063646;;1.0
322;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)cc1;1.0;valid;;;;;673.0;CHEMBL2063642;;1.0
323;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc([N+](=O)[O-])cc1;1.0;valid;;;;;679.0;CHEMBL1086835;;1.0
324;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;227.0;CHEMBL475534;;1.0
325;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1;1.0;valid;;;;;750.0;CHEMBL2063640;;1.0
326;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccc(Br)cc2)noc1C;1.0;valid;;;;;567.0;;;1.0
327;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2cccc(Br)c2)noc1C;1.0;valid;;;;;69.0;CHEMBL4074268;;1.0
328;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1C;1.0;valid;;;;;554.0;;;1.0
329;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1C(C)C;1.0;valid;;;;;556.0;;;1.0
330;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(Br)c1;1.0;valid;;;;;549.0;;;1.0
331;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(OC)c1;1.0;valid;;;;;548.0;;;1.0
332;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1CCc1ccccc1;1.0;valid;;;;;546.0;;;1.0
333;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2Br)noc1C;1.0;valid;;;;;10.0;CHEMBL4101015;;1.0
334;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1C;1.0;valid;;;;;555.0;;;1.0
335;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CC;1.0;valid;;;;;558.0;;;1.0
336;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccc(-c2ccccc2)cc1;1.0;valid;;;;;551.0;;;1.0
337;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccc2ccccc2c1;1.0;valid;;;;;552.0;;;1.0
338;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1cccc2ccccc12;1.0;valid;;;;;550.0;;;1.0
339;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccccc1;1.0;valid;;;;;553.0;;;1.0
340;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccccc1-c1ccccc1;1.0;valid;;;;;547.0;;;1.0
341;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(Cl)cccc1Cl;1.0;valid;;;;;772.0;CHEMBL2063806;;1.0
342;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(F)cccc1Cl;1.0;valid;;;;;713.0;CHEMBL2063837;;1.0
343;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cc(Cl)cc(Cl)c1OC;1.0;valid;;;;;793.0;CHEMBL2063634;;1.0
344;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Br)cc1;1.0;valid;;;;;763.0;CHEMBL2063644;;1.0
345;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(C)(C)C)cc1;1.0;valid;;;;;704.0;CHEMBL2063654;;1.0
346;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(C)C)cc1;1.0;valid;;;;;754.0;CHEMBL2063830;;1.0
347;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C)cc1;1.0;valid;;;;;777.0;CHEMBL1977154;;1.0
348;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Cl)c(Cl)c1;1.0;valid;;;;;764.0;CHEMBL2063645;;1.0
349;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1;1.0;valid;;;;;701.0;CHEMBL1825006;;1.0
350;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(F)cc1;1.0;valid;;;;;671.0;CHEMBL2063633;;1.0
351;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(N(C)C)cc1;1.0;valid;;;;;752.0;CHEMBL2063815;;1.0
352;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(N(CC)CC)cc1;1.0;valid;;;;;787.0;CHEMBL2063808;;1.0
353;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(O)c(OCC)c1;1.0;valid;;;;;753.0;CHEMBL2063824;;1.0
354;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1;1.0;valid;;;;;743.0;CHEMBL2063816;;1.0
355;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1;1.0;valid;;;;;678.0;CHEMBL2063802;;1.0
356;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCC)cc1;1.0;valid;;;;;675.0;CHEMBL2063818;;1.0
357;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCCCN2CCCC2)cc1;0.0;valid;;;;;451.0;;;0.0
358;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCCCN2CCCCC2)cc1;0.0;valid;;;;;83.0;CHEMBL4573309;;0.0
359;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCCN2CCCC2)cc1;0.0;valid;;;;;9.0;CHEMBL4443523;;0.0
360;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCCN2CCCCC2)cc1;1.0;valid;;;;;740.0;CHEMBL4470234;;1.0
361;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCC2)c(OC)c1;1.0;valid;;;;;768.0;CHEMBL4434809;;1.0
362;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCC2)c(OCC)c1;0.0;valid;;;;;82.0;CHEMBL4473509;;0.0
363;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCC2)cc1;1.0;valid;;;;;739.0;CHEMBL4455698;;1.0
364;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCCC2)c(OC)c1;1.0;valid;;;;;682.0;CHEMBL4547812;;1.0
365;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCCC2)c(OCC)c1;0.0;valid;;;;;48.0;CHEMBL4518949;;0.0
366;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCCC2)cc1;1.0;valid;;;;;681.0;CHEMBL4469017;;1.0
367;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Br)c1;1.0;valid;;;;;0.0;CHEMBL4457747;;1.0
368;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Cl)c1;1.0;valid;;;;;11.0;CHEMBL4541016;;1.0
369;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(OC)c1;0.0;valid;;;;;67.0;CHEMBL4459907;;0.0
370;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)cc1;1.0;valid;;;;;738.0;CHEMBL4465625;;1.0
371;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Br)c1;1.0;valid;;;;;64.0;CHEMBL4535978;;1.0
372;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Cl)c1;1.0;valid;;;;;84.0;CHEMBL4437775;;1.0
373;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])cc1;1.0;valid;;;;;742.0;CHEMBL1099206;;1.0
374;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc2c(c1)OCO2;0.0;valid;;;;;670.0;CHEMBL2063951;;0.0
375;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(Br)c1;1.0;valid;;;;;710.0;CHEMBL1098177;;1.0
376;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(Oc2ccccc2)c1;1.0;valid;;;;;778.0;CHEMBL1814699;;1.0
377;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;60.0;CHEMBL1099207;;1.0
378;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1;1.0;valid;;;;;761.0;CHEMBL1099205;;1.0
379;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1Cl;1.0;valid;;;;;676.0;CHEMBL2063821;;1.0
380;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;301.0;;;1.0
381;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;304.0;;;1.0
382;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;306.0;;;1.0
383;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;302.0;;;1.0
384;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;307.0;;;1.0
385;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OC(C)C)C2c2cccc([N+](=O)[O-])c2)C1c1ccc([N+](=O)[O-])cc1;1.0;valid;;;;;305.0;;;1.0
386;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;308.0;;;1.0
387;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;1.0;valid;;;;;444.0;;;1.0
388;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5cccc(Br)c5)noc4C)nn3)nn2)C1c1c(-c2cccc(Br)c2)noc1C;1.0;valid;;;;;88.0;CHEMBL4092304;;1.0
389;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5)noc4C)nn3)nn2)C1c1c(-c2ccccc2)noc1C;1.0;valid;;;;;522.0;;;1.0
390;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5Br)noc4C)nn3)nn2)C1c1c(-c2ccccc2Br)noc1C;1.0;valid;;;;;16.0;CHEMBL4071511;;1.0
391;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;1.0;valid;;;;;18.0;CHEMBL4080120;;1.0
392;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;1.0;valid;;;;;445.0;;;1.0
393;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCc3ccccc3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C;1.0;valid;;;;;19.0;CHEMBL4087156;;1.0
394;CCOC(=O)C1=C(C)NC(N(C)C)=NC1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;543.0;;;1.0
395;CCOC(=O)C1=C(C)NC(OC)=NC1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;294.0;;;1.0
396;CCOC(=O)C1=C(C)NC(OCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;296.0;;;1.0
397;CCOC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;50.0;CHEMBL39925;;1.0
398;CCOC(=O)C1=C(C)NC(SCC)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;295.0;;;1.0
399;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@@H]2C(=O)OCC;1.0;valid;;;;;562.0;;;1.0
400;CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@H]2C(=O)OCC;1.0;valid;;;;;566.0;;;1.0
401;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@@H]2C(=O)OCC;1.0;valid;;;;;559.0;;;1.0
402;CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@H]2C(=O)OCC;1.0;valid;;;;;564.0;;;1.0
403;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@@H]2C(=O)OCC;1.0;valid;;;;;563.0;;;1.0
404;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccc([N+](=O)[O-])cc3[C@H]1[C@H]2C(=O)OCC;1.0;valid;;;;;565.0;;;1.0
405;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@@H]2C(=O)OCC;1.0;valid;;;;;560.0;;;1.0
406;CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@H]2C(=O)OCC;1.0;valid;;;;;561.0;;;1.0
407;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3;1.0;valid;;;;;689.0;CHEMBL490338;;1.0
408;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C)cc1)CCCC3;1.0;valid;;;;;685.0;CHEMBL219406;;1.0
409;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3;1.0;valid;;;;;741.0;CHEMBL219172;;1.0
410;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3;1.0;valid;;;;;719.0;CHEMBL491358;;1.0
411;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3;0.0;valid;;;;;667.0;CHEMBL374184;;0.0
412;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc([N+](=O)[O-])cc1)CCCC3;1.0;valid;;;;;698.0;CHEMBL219405;;1.0
413;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3;1.0;valid;;;;;728.0;CHEMBL218940;;1.0
414;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3;1.0;valid;;;;;716.0;CHEMBL220294;;1.0
415;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3;1.0;valid;;;;;686.0;CHEMBL218939;;1.0
416;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3;0.0;valid;;;;;666.0;CHEMBL491561;;0.0
417;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3;1.0;valid;;;;;693.0;CHEMBL436302;;1.0
418;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3;1.0;valid;;;;;694.0;CHEMBL219400;;1.0
419;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3;1.0;valid;;;;;718.0;CHEMBL491359;;1.0
420;CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3;1.0;valid;;;;;717.0;CHEMBL491360;;1.0
421;CCOC(=O)C1CN(C(c2ccccc2)c2ccccc2)CCN1C(=O)CC(c1ccccc1)c1ccccc1;0.0;valid;;;;;508.0;;;0.0
422;CCOC(=O)CCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;0.0;valid;;;;;660.0;CHEMBL4583861;;0.0
423;CCOC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;330.0;;;1.0
424;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;36.0;CHEMBL89260;;1.0
425;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;43.0;CHEMBL1907867;;1.0
426;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;66.0;CHEMBL2092901;;1.0
427;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;35.0;CHEMBL88191;;1.0
428;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(C(F)(F)F)c1;1.0;valid;;;;;57.0;CHEMBL315839;;1.0
429;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1;1.0;valid;;;;;30.0;CHEMBL313446;;1.0
430;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl;1.0;valid;;;;;23.0;CHEMBL329897;;1.0
431;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;22.0;CHEMBL440695;;1.0
432;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1Cl;1.0;valid;;;;;29.0;CHEMBL84906;;1.0
433;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1C(F)(F)F;1.0;valid;;;;;15.0;CHEMBL87921;;1.0
434;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl;1.0;valid;;;;;68.0;CHEMBL315298;;1.0
435;CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1[N+](=O)[O-];1.0;valid;;;;;21.0;CHEMBL86415;;1.0
436;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;324.0;;;1.0
437;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;329.0;;;1.0
438;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;300.0;;;1.0
439;CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;325.0;;;1.0
440;CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;0.0;valid;;;;;86.0;CHEMBL998;;0.0
441;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];1.0;valid;;;;;233.0;CHEMBL2110301;;1.0
442;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;1.0;valid;;;;;230.0;CHEMBL2110298;;1.0
443;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;1.0;valid;;;;;237.0;CHEMBL2110302;;1.0
444;CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;1.0;valid;;;;;226.0;CHEMBL2110303;;1.0
445;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1c2cccc1[N+](=O)[O-];1.0;valid;;;;;232.0;CHEMBL2110168;;1.0
446;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12;1.0;valid;;;;;236.0;CHEMBL2110167;;1.0
447;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccc([N+](=O)[O-])cc12;1.0;valid;;;;;224.0;CHEMBL2110169;;1.0
448;CCOC(=O)[C@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1ccccc12;1.0;valid;;;;;234.0;CHEMBL2110170;;1.0
449;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3;0.0;valid;;;;;280.0;CHEMBL2234538;;0.0
450;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCC3;0.0;valid;;;;;455.0;;;0.0
451;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCCC3;0.0;valid;;;;;268.0;CHEMBL2234540;;0.0
452;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCC3;0.0;valid;;;;;454.0;;;0.0
