ID_all;SMILES;y_consensus;valid/outlier;ID_ChEMBL;NAME_ChEMBL;CAS_ChEMBL;y_ChEMBL_nonambiguous;ID_CtoxPred;NAME_CtoxPred;CAS_CtoxPred;y_CtoxPred_nonambiguous
135;Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cc1;0.0;valid;151;;;0.0;424.0;;;0.0
136;Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C;1.0;valid;65;;;1.0;;;;
137;Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@H](C)[C@@H]1C;1.0;valid;59;;;1.0;214.0;CHEMBL2418811;;1.0
138;Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1;1.0;valid;83;;;1.0;197.0;CHEMBL104;;1.0
139;Cn1cc(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)nn1;0.0;valid;66;;;0.0;343.0;;;0.0
140;Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1;0.0;valid;213;;;0.0;;;;
141;Cn1nccc1-c1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2;0.0;valid;30;;;0.0;340.0;;;0.0
142;Cn1nccc1Nc1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2;0.0;valid;31;;;0.0;117.0;CHEMBL495793;;0.0
143;FC(F)(F)C(Cl)Br;0.0;valid;[106, 92];;;0.0;;;;
144;N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1;1.0;valid;127;;;1.0;441.0;;;1.0
145;N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1;1.0;valid;113;;;1.0;;;;
146;NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1;0.0;valid;78;;;0.0;209.0;CHEMBL1346;;0.0
147;NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;1.0;valid;160;;;1.0;388.0;;;1.0
148;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;0.0;valid;39;;;0.0;27.0;CHEMBL1422;;0.0
149;Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1;1.0;valid;[9, 10];;;1.0;400.0;;;1.0
150;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1;0.0;valid;[98, 207];;;0.0;219.0;CHEMBL741;;0.0
151;O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1;1.0;valid;86;;;1.0;;;;
152;O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1;0.0;valid;48;;;0.0;196.0;CHEMBL3764774;;0.0
153;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1;1.0;valid;112;;;1.0;342.0;;;1.0
154;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1;1.0;valid;99;;;1.0;140.0;CHEMBL561788;;1.0
155;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cccnc3)no2)CC1;0.0;valid;35;;;0.0;344.0;;;0.0
156;O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1;1.0;valid;111;;;1.0;100.0;CHEMBL552061;;1.0
157;O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1;0.0;valid;67;;;0.0;136.0;CHEMBL552402;;0.0
158;O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;1.0;valid;24;;;1.0;191.0;CHEMBL3942685;;1.0
159;O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1;0.0;valid;169;;;0.0;341.0;;;0.0
160;O=C(NCCc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;1.0;valid;133;;;1.0;123.0;CHEMBL3932660;;1.0
161;O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CCc3ncccc3O2)CC1;0.0;valid;36;;;0.0;109.0;CHEMBL522211;;0.0
162;O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1;0.0;valid;68;;;0.0;104.0;CHEMBL555347;;0.0
163;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1;1.0;valid;32;;;1.0;215.0;CHEMBL3946972;;1.0
164;O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1;1.0;valid;147;;;1.0;426.0;;;1.0
165;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1;1.0;valid;34;;;1.0;435.0;;;1.0
166;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@@H]1c1ccc(F)cc1;1.0;valid;134;;;1.0;427.0;;;1.0
167;O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)C[C@H]1c1ccc(F)cc1;1.0;valid;135;;;1.0;124.0;CHEMBL3962647;;1.0
168;O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1;1.0;valid;191;;;1.0;429.0;;;1.0
169;O=C(Nc1ccncc1)N1N=C(c2ccccc2)CC1c1ccc(F)cc1;1.0;valid;69;;;1.0;433.0;;;1.0
170;O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1;0.0;valid;16;;;0.0;423.0;;;0.0
171;O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1;0.0;valid;108;;;0.0;171.0;CHEMBL550348;;0.0
172;O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1;1.0;valid;120;;;1.0;77.0;CHEMBL1734;;1.0
173;O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1;0.0;valid;95;;;0.0;382.0;;;0.0
174;O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2;0.0;valid;37;;;0.0;155.0;CHEMBL1189679;;0.0
175;O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1;1.0;valid;149;;;1.0;399.0;;;1.0
176;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1;0.0;valid;38;;;0.0;174.0;CHEMBL434394;;0.0
177;Brc1ccc2c(c1)c(CN1CCCCC1)cn2CCCCN1CCCCC1;0.0;valid;;;;;639.0;CHEMBL4560105;;0.0
178;Brc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;0.0;valid;;;;;654.0;CHEMBL4520312;;0.0
179;Brc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1;0.0;valid;;;;;642.0;CHEMBL4287276;;0.0
180;C#CCNCc1ccc(C/N=C2/C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;1.0;valid;;;;;745.0;CHEMBL4530974;;1.0
181;C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1;1.0;valid;;;;;692.0;CHEMBL4452784;;1.0
182;C#CCn1cc(CN(C)C)c2cc(Br)ccc21;0.0;valid;;;;;643.0;CHEMBL4591052;;0.0
183;C#CCn1cc(CN(C)C)c2cc(C)ccc21;0.0;valid;;;;;656.0;CHEMBL4524776;;0.0
184;C#CCn1cc(CN(C)C)c2cc(Cl)ccc21;0.0;valid;;;;;633.0;CHEMBL4288058;;0.0
185;C#CCn1cc(CN2CCCCC2)c2cc(Br)ccc21;0.0;valid;;;;;644.0;CHEMBL4565304;;0.0
186;C#CCn1cc(CN2CCCCC2)c2cc(C)ccc21;0.0;valid;;;;;638.0;CHEMBL4585087;;0.0
187;C#CCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;0.0;valid;;;;;630.0;CHEMBL4283920;;0.0
188;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(=O)OC)cc1;1.0;valid;;;;;726.0;CHEMBL2063850;;1.0
189;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)(C)C)cc1;1.0;valid;;;;;722.0;CHEMBL1814700;;1.0
190;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C(C)C)cc1;1.0;valid;;;;;677.0;CHEMBL2063835;;1.0
191;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(C)cc1;1.0;valid;;;;;755.0;CHEMBL2063836;;1.0
192;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)c(Cl)c1;1.0;valid;;;;;771.0;CHEMBL2063814;;1.0
193;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl;1.0;valid;;;;;775.0;CHEMBL2063841;;1.0
194;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1;0.0;valid;;;;;669.0;CHEMBL2063957;;0.0
195;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1;1.0;valid;;;;;725.0;CHEMBL2063849;;1.0
196;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1;1.0;valid;;;;;784.0;CHEMBL2063834;;1.0
197;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1;1.0;valid;;;;;798.0;CHEMBL2063833;;1.0
198;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)cc1;1.0;valid;;;;;736.0;CHEMBL2063956;;1.0
199;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1;1.0;valid;;;;;776.0;CHEMBL2063950;;1.0
200;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Oc2ccccc2)c1;1.0;valid;;;;;674.0;CHEMBL2063813;;1.0
201;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;680.0;CHEMBL2063832;;1.0
202;C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl;1.0;valid;;;;;791.0;CHEMBL2063851;;1.0
203;CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1;0.0;valid;;;;;149.0;CHEMBL1777861;;0.0
204;CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C;0.0;valid;;;;;665.0;CHEMBL4059848;;0.0
205;CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1;0.0;valid;;;;;25.0;CHEMBL126;;0.0
206;CC(C)(C)NC(=O)Cn1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;591.0;CHEMBL1643730;;1.0
207;CC(C)(C)NC(=O)Cn1c(-c2cc(F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;579.0;CHEMBL1643731;;1.0
208;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;576.0;CHEMBL1643729;;1.0
209;CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;595.0;CHEMBL1643732;;1.0
210;CC(C)(C)NC(=O)Cn1c(-c2ccc(OC(F)(F)F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;577.0;CHEMBL1643735;;1.0
211;CC(C)(C)NC(=O)Cn1c(-c2cccc(OC(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;592.0;CHEMBL1643734;;1.0
212;CC(C)(C)NC(=O)Cn1c(-c2ccccc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;580.0;CHEMBL1643728;;1.0
213;CC(C)(C)NC(=O)Cn1c(-c2ccccc2OC(F)(F)F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;609.0;CHEMBL1643733;;1.0
214;CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;574.0;CHEMBL1643738;;1.0
215;CC(C)(C)NC(=O)Cn1c(C(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21;1.0;valid;;;;;578.0;CHEMBL1643737;;1.0
216;CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1;0.0;valid;;;;;169.0;CHEMBL2337981;;0.0
217;CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1;1.0;valid;;;;;53.0;CHEMBL114;;1.0
218;CC(C)(C)c1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(C(C)(C)C)c1O;1.0;valid;;;;;507.0;;;1.0
219;CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12;1.0;valid;;;;;497.0;;;1.0
220;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C;0.0;valid;;;;;54.0;CHEMBL517;;0.0
221;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;1.0;valid;;;;;606.0;CHEMBL247648;;1.0
222;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;1.0;valid;;;;;611.0;CHEMBL248196;;1.0
223;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;1.0;valid;;;;;598.0;CHEMBL248195;;1.0
224;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(C(F)(F)F)c2)NC(=O)OC(C)(C)C)CCc2ccccc21;1.0;valid;;;;;588.0;CHEMBL245598;;1.0
225;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cccc(F)c2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21;1.0;valid;;;;;585.0;CHEMBL247647;;1.0
226;CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21;1.0;valid;;;;;597.0;CHEMBL445940;;1.0
227;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;413.0;;;1.0
228;CC(C)Oc1ccccc1-n1nc(OC2CCN(S(C)(=O)=O)CC2)cc1-c1ccc(Cl)cc1;1.0;valid;;;;;272.0;CHEMBL3952905;;1.0
229;CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21;1.0;valid;;;;;211.0;CHEMBL4278328;;1.0
230;CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1;0.0;valid;;;;;516.0;;;0.0
231;CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C;1.0;valid;;;;;62.0;CHEMBL363295;;1.0
232;CC1(C(=O)O)CCC(C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CC1;0.0;valid;;;;;446.0;;;0.0
233;CC1(C)CCOc2c(Cl)cc(CN3CCC4(CC3)CC(=O)N(c3ccc(C(=O)O)cc3)C4)cc21;1.0;valid;;;;;113.0;CHEMBL4284867;;1.0
234;CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)C(C(=O)OC(C)C)=C(C)N1;1.0;valid;;;;;721.0;CHEMBL2063952;;1.0
235;CC1=C(C(=O)OC(C)C)C(c2ccc(Cl)cc2)C(C(=O)OC(C)C)=C(C)N1;1.0;valid;;;;;683.0;CHEMBL2063810;;1.0
236;CC1=C(C(=O)OC(C)C)C(c2ccc(F)cc2)C(C(=O)OC(C)C)=C(C)N1;1.0;valid;;;;;790.0;CHEMBL2063831;;1.0
237;CC1=C(C(=O)OCc2ccccc2)C(c2ccc(Cl)cc2)C(C(=O)OCc2ccccc2)=C(C)N1;1.0;valid;;;;;696.0;CHEMBL2063799;;1.0
238;CC1=C(C(=O)OCc2ccccc2)C(c2ccc(O)cc2)C(C(=O)OCc2ccccc2)=C(C)N1;1.0;valid;;;;;765.0;CHEMBL2063655;;1.0
239;CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1;1.0;valid;;;;;368.0;;;1.0
240;CCC(=N\O)/C(C)=C/c1ccc(F)cc1;1.0;valid;;;;;799.0;CHEMBL3697701;;1.0
241;CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1;0.0;valid;;;;;385.0;;;0.0
242;CCC(C)OC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;542.0;;;1.0
243;CCC1=CC2C(C1)C[C@@]2(CN)Cc1nn[nH]n1;1.0;valid;;;;;568.0;;;1.0
244;CCC1=CC2C(C1)C[C@]2(CN)Cc1nn[nH]n1;1.0;valid;;;;;800.0;;;1.0
245;CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)Cc1nn[nH]n1;1.0;valid;;;;;801.0;;;1.0
246;CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O;0.0;valid;;;;;490.0;;;0.0
247;CCCC(C)C1(CC)C(=O)NC(=O)NC1=O;0.0;valid;;;;;488.0;;;0.0
248;CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21;1.0;valid;;;;;32.0;CHEMBL2069499;;1.0
249;CCCCCCCCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;20.0;CHEMBL286157;;1.0
250;CCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;303.0;;;1.0
251;CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1;0.0;valid;;;;;80.0;CHEMBL533;;0.0
252;CCCCCc1onc(-c2ccccc2)c1C1C(C(=O)OCC)=C(C)N=C(C)/C1=C(/O)OCC;1.0;valid;;;;;90.0;CHEMBL72717;;1.0
253;CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC;1.0;valid;;;;;705.0;CHEMBL111612;;1.0
254;CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12;1.0;valid;;;;;55.0;CHEMBL1107;;1.0
255;CCCCOc1ccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cc1;1.0;valid;;;;;734.0;CHEMBL2063844;;1.0
256;CCCCSc1ccccc1C1N=C(SC)N=C2COC(O)=C21;0.0;valid;;;;;243.0;CHEMBL23642;;0.0
257;CCCCSc1ccccc1C1N=C(SC)NC2=C1C(=O)OC2;0.0;valid;;;;;545.0;;;0.0
258;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1;1.0;valid;;;;;374.0;;;1.0
259;CCCCn1cc(CN(C)C)c2cc(Br)ccc21;0.0;valid;;;;;646.0;CHEMBL4522567;;0.0
260;CCCCn1cc(CN(C)C)c2cc(Cl)ccc21;0.0;valid;;;;;631.0;CHEMBL4282739;;0.0
261;CCCCn1cc(CN2CCCCC2)c2cc(Br)ccc21;0.0;valid;;;;;655.0;CHEMBL4578159;;0.0
262;CCCCn1cc(CN2CCCCC2)c2cc(C)ccc21;0.0;valid;;;;;648.0;CHEMBL4578380;;0.0
263;CCCCn1cc(CN2CCCCC2)c2cc(Cl)ccc21;0.0;valid;;;;;653.0;CHEMBL4280153;;0.0
264;CCCCn1cc(CN2CCCCC2)c2ccccc21;0.0;valid;;;;;634.0;CHEMBL4281667;;0.0
265;CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)C[C@H](O)CO;0.0;valid;;;;;153.0;CHEMBL4475999;;0.0
266;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1;1.0;valid;;;;;599.0;CHEMBL631;;1.0
267;CCCN[C@@H](C)c1c(-c2cc(C)cc(C)c2)[nH]c2ccc(C(C)(C)C(=O)N3C4CCC3CC4)cc12;1.0;valid;;;;;602.0;CHEMBL1643712;;1.0
268;CCN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1;0.0;valid;;;;;531.0;;;0.0
269;CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1;1.0;valid;;;;;687.0;CHEMBL561339;;1.0
270;CCN(CC)CCNC(=O)c1ccc(N)cc1;0.0;valid;;;;;487.0;;;0.0
271;CCN(CC)c1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1;1.0;valid;;;;;707.0;CHEMBL2063840;;1.0
272;CCN=C1N[C@H]2[C@H](O[C@H](C)[C@@H](O)[C@@H]2O)S1;0.0;valid;;;;;529.0;;;0.0
273;CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1;0.0;valid;;;;;96.0;CHEMBL4107048;;0.0
274;CCNC1=N[C@@H]2[C@@H](O)C[C@@H](CO)O[C@@H]2S1;0.0;valid;;;;;532.0;;;0.0
275;CCNC1=N[C@H]2[C@H](O[C@H](C(F)F)[C@@H](O)[C@@H]2O)S1;0.0;valid;;;;;587.0;CHEMBL4111094;;0.0
276;CCNC1=N[C@H]2[C@H](O[C@H](CF)[C@@H](O)[C@@H]2O)S1;0.0;valid;;;;;533.0;;;0.0
277;CCNC1=N[C@H]2[C@H](O[C@H](CO)C(F)[C@@H]2O)S1;0.0;valid;;;;;534.0;;;0.0
278;CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2F)S1;0.0;valid;;;;;530.0;;;0.0
279;CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2OC)S1;0.0;valid;;;;;97.0;CHEMBL4519186;;0.0
280;CCNC1=N[C@H]2[C@H](O[C@H](COC)[C@@H](O)[C@@H]2O)S1;0.0;valid;;;;;112.0;CHEMBL4570378;;0.0
281;CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)N(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;52.0;CHEMBL88449;;1.0
282;CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;51.0;CHEMBL330707;;1.0
283;CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;71.0;CHEMBL89904;;1.0
284;CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)c2ccc(OC)cc2)C1c1cccc([N+](=O)[O-])c1;1.0;valid;;;;;63.0;CHEMBL315125;;1.0
285;CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCCO/C(O)=C2\C(C)=NC(C)=C(C(=O)OC(C)C)C2c2cccc([N+](=O)[O-])c2)C1c1ccc([N+](=O)[O-])cc1;1.0;valid;;;;;42.0;CHEMBL286598;;1.0
286;CCOC(=O)C(C)(C)c1ccc2c(c1)c([C@H](C)CO)c(-c1cc(C)cc(C)c1)n2C(=O)OC(C)(C)C;1.0;valid;;;;;601.0;CHEMBL1643713;;1.0
287;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1;1.0;valid;;;;;795.0;CHEMBL142868;;1.0
288;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1OC;1.0;valid;;;;;691.0;CHEMBL1517833;;1.0
289;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1C;1.0;valid;;;;;95.0;CHEMBL305903;;1.0
290;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1C(C)C;1.0;valid;;;;;92.0;CHEMBL75770;;1.0
291;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(Br)c1;1.0;valid;;;;;222.0;CHEMBL325811;;1.0
292;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(OC)c1;1.0;valid;;;;;228.0;CHEMBL539426;;1.0
293;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1CCc1ccccc1;1.0;valid;;;;;235.0;CHEMBL107213;;1.0
294;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1C;1.0;valid;;;;;91.0;CHEMBL74944;;1.0
295;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CC;1.0;valid;;;;;93.0;CHEMBL72620;;1.0
296;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccc(-c2ccccc2)cc1;1.0;valid;;;;;223.0;CHEMBL104082;;1.0
297;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccc2ccccc2c1;1.0;valid;;;;;225.0;CHEMBL317651;;1.0
298;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1cccc2ccccc12;1.0;valid;;;;;229.0;CHEMBL104455;;1.0
299;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccccc1;1.0;valid;;;;;231.0;CHEMBL323782;;1.0
300;CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccccc1-c1ccccc1;1.0;valid;;;;;238.0;CHEMBL105893;;1.0
