SMILES	AATS7se	AATSC2dv	GATS2se	BELpe-1	HATS0u	HATS5v	HATS0s	R1m+	F02[N-O]	F03[C-N]	B03[O-O]	F04[N-N]	B07[N-F]	EState_VSA8	SaasC	observed	predicted
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	-0.22	0.49	-0.18	-0.28	-0.47	-0.44	-0.53	-0.99	-0.49	-0.83	-0.57	-0.31	-0.16	0.79	0.92	1	1
CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5[C@]6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@](C)(CO)C6CC[C@]5(C)[C@@]4(C)CC[C@]23C)O1	0.03	-0.36	0.21	0.28	-1.1	-1.12	-0.45	-0.97	-0.49	-0.83	1.76	-0.31	-0.16	1.13	-0.66	0	0
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	-0.82	-0.38	2.08	-0.1	-0.46	-0.93	-0.52	-0.54	-0.49	-0.1	1.76	-0.31	-0.16	1.46	1.25	1	0
C[C@H](c1ncncc1F)[C@@](O)(Cn1cncn1)c1ccc(F)cc1F	1.42	-0.79	-0.28	-0.1	-0.09	0.94	0.44	0.33	-0.49	1.12	-0.57	-0.31	6.14	-0.08	-1.91	1	1
C=C(C)C1CC=C(C)C(=O)C1	-1.06	-0.78	-1.02	0.46	0.67	0.36	-0.12	-0.28	-0.49	-0.83	-0.57	-0.31	-0.16	-0.67	-0.66	0	0
CCCCCCCCCCCCCCCCCC(=O)CC(O)CCCCC	-0.97	-0.76	-0.4	1.96	-0.77	-1.11	-0.56	-0.99	-0.49	-0.83	-0.57	-0.31	-0.16	-0.35	-0.66	0	0
CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	-0.34	0.19	0.94	-0.28	-0.34	0.42	-0.39	-0.49	-0.49	-0.1	1.76	-0.31	-0.16	0.1	1.33	0	0
NCCc1ccc(O)c(O)c1	0.75	-0.02	-0.58	-0.1	0.92	0.21	0.03	-0.39	-0.49	-0.59	1.76	-0.31	-0.16	-0.96	-0.32	1	0
CC(C)=CCOC(=O)c1ccccc1	-0.14	0.01	-0.21	-0.1	0.43	-0.7	-0.45	-0.67	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.4	0	1
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3	-0.68	1.03	0.33	1.21	-0.39	0.37	-0.52	-0.66	-0.49	-0.83	1.76	-0.31	-0.16	-0.35	-0.66	1	0
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C5CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2C1C	0.03	-0.53	0.51	0.84	-1.05	-1.12	-0.45	-0.84	-0.49	-0.83	1.76	-0.31	-0.16	-0.05	-0.66	0	0
CNCCCN1c2ccccc2CCc2ccc(Cl)cc21	-0.6	-0.18	0.74	-0.1	-0.17	0.53	-0.34	1.12	-0.49	1.12	-0.57	1.13	-0.16	1.08	2.14	1	1
CC1=C2C(CC3CCC(O)C(C)[C@@]3(C)C2OC(=O)[C@]2(C)OC2C)OC1=O	0.67	0.8	-0.43	0.28	-0.52	-0.0	-0.22	-0.16	-0.49	-0.83	1.76	-0.31	-0.16	-0.65	-0.66	0	0
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F	1.99	0.15	-1.12	-0.28	0.1	1.53	0.69	1.38	0.38	0.88	-0.57	-0.31	-0.16	-0.74	-0.71	0	1
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	1.34	1.01	-0.86	-0.1	-0.31	0.6	0.2	0.18	1.25	1.12	-0.57	1.13	-0.16	-0.5	-0.96	0	1
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	-0.14	-0.13	-0.61	-0.1	-0.34	0.13	-0.33	-0.52	1.25	0.39	-0.57	-0.31	-0.16	-0.16	0.49	1	1
OCCN1CC(O)C(O)C(O)C1CO	0.61	-1.81	0.65	1.96	0.19	0.88	0.19	-0.39	-0.49	-0.59	1.76	-0.31	-0.16	-0.96	-0.66	0	0
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1	-0.05	-0.85	-1.16	-0.28	1.17	-0.91	-0.26	-0.73	-0.49	1.12	-0.57	-0.31	-0.16	-0.96	0.59	0	0
CCC(C(=O)c1ccc(C)cc1)N1CCCC1	-1.05	-0.02	0.21	-0.1	-0.08	0.03	-0.44	-0.88	-0.49	-0.34	-0.57	-0.31	-0.16	-0.44	0.26	1	1
CNc1ccc(C(=O)OC2C[C@@]3(C)CC[C@]4(C)[C@@]5(C)CCC6[C@@](C)(CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@]6(C)CO)C5CC5O[C@@]54[C@]3(O)C[C@]2(C)C=O)cc1	0.12	-0.42	0.35	-0.1	-1.11	-1.14	-0.49	-0.94	-0.49	-0.34	1.76	-0.31	-0.16	0.49	-0.13	0	0
CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)NC(N)=O	-0.11	-0.75	-1.19	-0.66	0.0	-0.34	0.05	0.04	1.25	-0.34	-0.57	-0.31	-0.16	-0.21	0.64	1	1
CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]12C	-0.86	-0.54	-1.18	0.28	-0.52	0.42	-0.43	-0.62	-0.49	-0.83	-0.57	-0.31	-0.16	-0.35	-0.66	1	0
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	0.38	-0.26	-0.73	-0.1	0.25	1.27	-0.06	0.81	1.25	1.12	-0.57	-0.31	-0.16	-0.96	0.47	1	1
CCCCCCCCCCCCCCCC(=O)OC1CC[C@@]2(C)C(=CCC3C2CC[C@]2(C)C(C(C)CCCC(C)C)CCC32)C1	-1.04	-0.29	-0.43	0.46	-1.03	-1.08	-0.6	-1.1	-0.49	-0.83	-0.57	-0.31	-0.16	1.13	-0.66	0	0
C[C@H]1O[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	-0.04	-0.37	0.36	0.65	-1.01	-0.75	-0.51	-0.84	-0.49	-0.83	1.76	-0.31	-0.16	-0.35	-0.66	0	0
CC1CC[C@]2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C1C2C	0.06	-0.39	0.4	0.84	-0.99	-0.91	-0.45	-0.85	-0.49	-0.83	1.76	-0.31	-0.16	0.26	-0.66	0	0
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	-1.02	-0.72	1.24	-0.1	-0.34	-0.52	-0.52	-0.45	-0.49	-0.34	-0.57	-0.31	-0.16	0.41	0.27	1	1
c1ccccc1	0.16	-1.87	1.24	0.09	0.48	-1.69	-0.49	-0.74	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
CC(C)=CC(C[C@]1(C)OC1C1CCC2[C@]3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)C(C)(C)C3CC[C@]2(C)[C@]12COC(=O)C2)OC1OC(CO)C(O)C(O)C1O	0.14	-0.56	0.39	0.65	-1.08	-1.14	-0.46	-0.91	-0.49	-0.83	1.76	-0.31	-0.16	0.26	-0.66	0	0
CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C12	0.03	-0.71	0.5	0.46	-1.06	-1.06	-0.48	-0.92	-0.49	-0.83	1.76	-0.31	-0.16	-0.05	-0.66	0	0
O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	2.85	2.88	-1.07	-2.34	-0.23	-0.15	0.59	1.19	1.25	1.36	1.76	1.13	-0.16	0.27	-0.87	0	0
CCCCN(C)N=O	-0.44	-0.29	-0.95	2.52	1.02	-0.12	1.06	1.79	0.38	-0.34	-0.57	-0.31	-0.16	-0.42	-0.66	1	0
Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1	-0.39	-0.92	0.37	-0.28	-0.55	-0.51	-0.43	-0.2	-0.49	1.36	-0.57	-0.31	-0.16	1.2	0.82	0	0
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	1.27	0.46	-0.06	0.46	-0.24	-0.28	-0.21	0.81	2.99	1.36	-0.57	1.13	-0.16	-0.09	-0.13	1	1
CNC(C)Cc1ccccc1	-1.37	-1.04	2.28	-0.1	0.48	0.13	-0.47	-0.62	-0.49	-0.59	-0.57	-0.31	-0.16	0.64	-0.03	0	1
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1	-0.07	-1.01	0.34	-0.1	-0.3	-0.18	-0.34	-0.46	0.38	0.14	-0.57	-0.31	-0.16	-0.49	0.62	1	1
CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)CC(O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(/C)C1C=C2C(C)(C)CCC[C@]2(C)O1	-0.89	-0.35	0.56	-0.1	-0.87	-0.78	-0.54	-0.87	-0.49	-0.83	-0.57	-0.31	-0.16	5.54	-0.66	0	0
BrCCBr	-0.32	-0.93	1.06	3.45	5.24	-1.91	1.32	6.94	-0.49	-0.83	-0.57	-0.31	-0.16	0.44	-0.66	0	0
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C	-0.03	-0.5	1.75	-0.1	-0.28	-0.2	-0.51	-0.25	-0.49	1.12	-0.57	-0.31	-0.16	-0.3	1.09	1	1
CC(=O)OC1CC(C)CN[C@]12OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC[C@]5(C)C4CC[C@]3(C)C1C2C	0.46	-0.53	0.5	0.84	-1.1	-1.17	-0.5	-0.97	0.38	0.39	1.76	-0.31	-0.16	0.49	-0.66	0	0
COc1ccc2c3c([nH]c2c1)C(C)=NCC3	-0.35	-0.12	1.37	-0.47	0.82	-0.18	-0.45	-0.54	-0.49	0.39	-0.57	-0.31	-0.16	0.05	0.9	0	1
CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1	0.29	-0.59	-0.45	-0.1	-0.75	-1.11	-0.33	0.76	2.12	0.88	-0.57	-0.31	-0.16	-0.28	0.32	0	1
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2C)c(N)n1	1.21	4.28	-1.97	-2.34	-0.43	-0.1	-0.07	0.42	-0.49	1.61	-0.57	5.45	-0.16	0.06	0.78	0	0
CC(O)CC(=O)O	2.38	-0.56	-0.88	2.33	1.99	0.13	1.93	0.4	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
CC(SC(=O)c1cccs1)C(=O)NCC(=O)O	1.01	-0.27	-1.07	0.84	0.7	0.13	0.12	0.96	0.38	-0.59	-0.57	-0.31	-0.16	-0.72	-0.4	0	0
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F	1.42	-0.79	-0.28	-0.1	-0.09	0.83	0.2	0.06	-0.49	1.12	-0.57	-0.31	6.14	-0.08	-1.91	1	1
CC1(C)O[C@]2(C)CC[C@H]1CC2	-0.65	-0.42	0.97	1.4	0.22	0.55	-0.5	-0.94	-0.49	-0.83	-0.57	-0.31	-0.16	-0.05	-0.66	0	0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1	0.26	-0.68	0.46	-0.47	0.14	-0.02	-0.31	-0.54	0.38	0.14	-0.57	-0.31	-0.16	-0.51	0.25	1	1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	-0.68	-0.46	-0.76	-0.28	-0.31	0.4	-0.37	-0.55	-0.49	-0.83	-0.57	-0.31	-0.16	-0.39	0.79	1	1
Clc1ccccc1CN1CCc2sccc2C1	-0.62	-1.44	0.83	-0.1	0.24	0.27	-0.4	0.67	-0.49	0.14	-0.57	-0.31	-0.16	0.29	1.66	1	1
CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5[C@]6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@](C)(CO)C6CC[C@]5(C)[C@@]4(C)CC[C@]23C)O1	0.09	-0.28	0.06	0.28	-1.11	-1.16	-0.43	-0.94	-0.49	-0.83	1.76	-0.31	-0.16	1.13	-0.66	0	0
O=S(=O)(CCNCCCO)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1	0.45	1.12	-0.14	-0.1	-0.61	-1.04	-0.29	0.0	0.38	2.34	-0.57	2.57	-0.16	0.38	0.11	0	1
NS(=O)(=O)Cc1noc2ccccc12	1.1	1.62	-0.74	-0.28	1.36	1.12	3.2	2.52	1.25	-0.1	-0.57	1.13	-0.16	-0.73	-0.51	1	1
CNCc1cc(=O)oc2cc(OC)ccc12	0.79	0.41	0.57	-0.47	0.7	0.31	0.3	0.51	-0.49	-0.34	-0.57	-0.31	-0.16	-0.72	0.06	1	1
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1	-0.55	-0.42	0.29	-0.1	-0.19	-0.47	-0.39	-0.74	-0.49	-0.1	-0.57	-0.31	-0.16	-0.44	0.26	1	1
OCCc1ccccc1Nc1c(Cl)cccc1Cl	0.25	-0.94	-0.13	-0.1	0.39	0.47	0.18	1.22	-0.49	0.39	-0.57	-0.31	-0.16	-0.72	1.03	1	1
CCC(Cc1ccc2c(c1)OCO2)NC	-0.3	0.34	1.13	-0.1	0.23	-0.0	-0.43	-0.31	-0.49	-0.34	-0.57	-0.31	-0.16	0.11	0.7	1	1
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21	-0.6	-0.26	1.78	-0.28	-0.71	-0.59	-0.54	-0.62	-0.49	0.88	1.76	-0.31	-0.16	0.86	3.36	0	0
CCOP(=S)(OCC)SCSCC	-0.64	-0.23	1.11	-3.27	0.25	-0.1	-0.45	-0.31	-0.49	-0.83	-0.57	-0.31	-0.16	-0.65	-0.66	1	1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	0.1	-0.9	-0.42	-0.1	-0.34	-0.38	-0.27	-0.01	-0.49	-0.34	-0.57	-0.31	-0.16	-0.74	0.15	1	1
N=C(N)N1CCc2ccccc2C1	-0.35	-1.05	-0.45	-0.1	0.79	0.55	-0.31	-0.55	-0.49	0.63	-0.57	-0.31	-0.16	-0.16	0.55	0	0
CC1(C)S[C@@H]2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O	0.72	0.02	-1.05	-0.1	-0.17	0.37	0.26	-0.3	1.25	0.39	-0.57	-0.31	-0.16	-0.72	-0.41	1	1
COc1ccc2c(c1)[nH]c1c(C)nccc12	-0.37	-0.17	1.41	-0.66	1.53	-0.3	-0.39	-0.55	-0.49	0.39	-0.57	-0.31	-0.16	-0.25	0.19	1	1
CCCCCCCC1OC1CC#CC#CC(=O)CCO	-0.47	-0.41	0.13	-1.22	-0.17	-1.01	-0.18	-0.26	-0.49	-0.83	-0.57	-0.31	-0.16	0.38	-0.66	0	1
CC(C)C1CC2[C@@]3(O)C4O[C@@](O)(C[C@@]2(C)[C@]2(O)CC(OC5OC(CO)C(O)C(O)C5O)C(C)C42)[C@@]13C	-0.25	0.35	0.03	0.84	-0.8	-0.25	-0.4	-0.87	-0.49	-0.83	1.76	-0.31	-0.16	-0.35	-0.66	0	0
CCc1csc(C)n1	-1.91	-0.04	-0.33	1.02	1.71	0.16	-0.36	1.63	-0.49	-0.59	-0.57	-0.31	-0.16	-0.2	0.41	0	0
CC1=CC(=O)CC(C)(C)C1COC1OC(CO)C(O)C(O)C1O	0.43	-0.92	0.44	0.46	-0.38	-0.33	-0.11	-0.49	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.66	0	0
C=CCc1ccc(OC)c(OC)c1	-0.89	-0.53	2.32	-0.1	0.76	-0.21	-0.4	-0.49	-0.49	-0.83	1.76	-0.31	-0.16	-0.67	0.55	1	1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	0.26	-0.45	-0.31	-0.28	0.27	1.23	-0.04	1.48	0.38	0.88	-0.57	-0.31	-0.16	-0.74	0.84	1	1
CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	1.07	2.41	-1.02	-2.34	-0.95	-0.93	-0.41	-0.37	2.12	2.58	1.76	5.45	-0.16	0.85	-0.68	0	0
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	-0.38	1.21	-0.94	-0.47	0.01	0.58	-0.35	-0.54	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.05	1	1
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	0.02	-0.41	0.24	0.84	-0.28	-0.1	-0.04	0.09	-0.49	-0.1	-0.57	-0.31	-0.16	-0.29	0.2	1	1
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	-0.5	-1.09	1.78	-0.1	0.01	-0.34	-0.4	4.39	-0.49	0.14	-0.57	-0.31	-0.16	2.39	0.95	1	1
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3	-0.79	-0.41	1.74	-0.28	-0.33	0.5	-0.53	-0.5	-0.49	-0.1	-0.57	-0.31	-0.16	0.36	1.25	1	1
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	-0.35	-0.48	0.79	-0.1	-0.34	-0.73	-0.33	-0.54	-0.49	1.12	-0.57	-0.31	-0.16	-0.96	0.67	1	1
COc1cccc(CC(C)N)c1	-0.47	-0.78	1.53	-0.1	0.5	0.03	-0.42	-0.39	-0.49	-0.59	-0.57	-0.31	-0.16	-0.69	0.29	0	1
O=c1[nH]c2cc(Cl)ccc2o1	1.1	0.06	-1.1	-0.1	0.21	0.36	0.76	1.44	1.25	-0.34	-0.57	-0.31	-0.16	-0.74	-0.4	1	1
CCCCN	-0.91	-0.92	0.45	2.52	1.69	-0.8	-0.35	-0.73	-0.49	-0.59	-0.57	-0.31	-0.16	-0.65	-0.66	0	0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)c(Cl)c1	0.66	0.39	-1.15	-0.1	0.2	-0.52	-0.22	0.84	-0.49	1.61	-0.57	5.45	-0.16	-0.29	0.04	1	1
CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	-0.21	-0.05	0.95	0.28	-1.06	-0.9	-0.55	-0.99	-0.49	-0.83	1.76	-0.31	-0.16	0.83	-0.66	0	0
CCCCCCCCCC(O)CCCCC(O)C1CCC(C(O)CCCCC(=O)CCCCCC(O)CC2=CC(C)OC2=O)O1	-0.47	-0.28	-0.1	0.65	-0.95	-1.16	-0.53	-0.94	-0.49	-0.83	1.76	-0.31	-0.16	-0.65	-0.66	0	0
C=CC1CC=CCC1	-1.91	-1.21	1.38	0.84	1.08	-0.05	-0.42	-0.63	-0.49	-0.83	-0.57	-0.31	-0.16	0.13	-0.66	0	0
COCC[C@@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13	-0.34	-0.17	0.76	-0.47	-0.43	-0.04	-0.48	-0.58	-0.49	2.09	-0.57	1.13	-0.16	0.54	0.43	1	1
CC1(C)CC[C@@]2(C(=O)O)CC[C@@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CC[C@]43C)C2C1	0.22	-0.37	0.19	0.28	-1.06	-1.11	-0.44	-0.92	-0.49	-0.83	1.76	-0.31	-0.16	1.43	-0.66	0	0
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1	-1.16	-0.88	3.38	-0.28	-0.11	0.68	-0.51	-0.67	-0.49	0.63	-0.57	-0.31	-0.16	1.91	1.99	1	1
C=C1C[C@]23CC1C(O)CC2[C@]1(C)CCC(O)[C@@](C)(C(=O)O)C1C3C(=O)O	0.29	-0.19	-1.34	0.84	-0.51	1.27	-0.16	-0.6	-0.49	-0.83	-0.57	-0.31	-0.16	-0.67	-0.66	0	0
CC(C)=CCSCC(N)C(=O)O	-0.55	-0.14	-1.25	0.65	0.51	-0.77	0.26	0.13	-0.49	-0.83	-0.57	-0.31	-0.16	-0.69	-0.66	0	0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	-0.98	-0.8	-1.45	0.65	-0.36	-0.9	-0.08	0.01	-0.49	-0.83	-0.57	-0.31	-0.16	1.48	-0.66	1	0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	-0.89	-0.62	-0.42	0.46	-0.52	0.37	-0.47	-0.8	-0.49	-0.83	-0.57	-0.31	-0.16	-0.08	-0.66	0	0
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21	1.37	0.15	-0.82	-0.28	0.16	0.6	0.63	0.73	0.38	1.36	-0.57	-0.31	6.14	-0.74	-0.49	1	1
COc1ccc2nc3ccc(=O)cc-3oc2c1	0.46	-0.51	0.89	-0.1	2.58	-0.41	-0.03	-0.09	-0.49	0.14	-0.57	-0.31	-0.16	-0.74	0.17	0	0
CC/C=C\CC(=O)OCC	0.26	0.11	-0.26	1.02	0.62	-0.28	-0.33	-0.78	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2	-0.4	-0.02	-0.4	-0.47	-0.54	-0.3	-0.31	-0.2	1.25	-0.59	1.76	-0.31	-0.16	-0.72	2.37	1	1
NC(=O)CCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O	0.84	-0.63	-1.02	1.58	0.04	0.13	0.34	-0.16	1.25	0.63	-0.57	1.13	-0.16	-0.29	-0.41	0	0
CC(=O)c1ccc2ccccc2c1	-0.25	-0.77	-0.92	-0.84	2.86	-0.23	-0.07	-0.33	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.31	0	0
COc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12	-0.74	-0.5	0.41	-0.28	-0.37	0.11	-0.49	-0.62	-0.49	-0.83	-0.57	-0.31	-0.16	0.14	1.16	1	1
CCOP(=S)(OCC)SCCSCC	-0.81	-0.35	1.08	-3.27	0.12	0.37	-0.39	1.3	-0.49	-0.83	-0.57	-0.31	-0.16	-0.65	-0.66	1	1
Cc1ccc(O)cc1	-1.91	-1.05	-0.85	-0.1	2.62	-0.56	-0.05	-0.31	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	0.01	1	0
CCCCCC(=O)OCC(C)C	-0.65	0.1	-0.44	2.14	0.2	-0.96	-0.49	-0.9	-0.49	-0.83	-0.57	-0.31	-0.16	-0.65	-0.66	0	0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21	-0.34	-0.59	-0.33	-0.28	0.13	0.6	-0.1	1.56	-0.49	-0.1	-0.57	-0.31	-0.16	0.6	1.73	1	1
CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(O)CCCCCC	-1.09	-0.83	0.08	1.96	-0.93	-1.29	-0.59	-1.1	-0.49	-0.83	-0.57	-0.31	-0.16	-0.35	-0.66	0	0
C=C(C)C1CC=C(C)CC1	-1.06	-1.19	0.71	0.46	0.49	-0.04	-0.47	-0.92	-0.49	-0.83	-0.57	-0.31	-0.16	0.2	-0.66	1	0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	-1.17	1.01	0.61	0.09	0.09	0.32	-0.44	-0.68	0.38	0.63	-0.57	-0.31	-0.16	-0.96	0.5	1	1
CC/C=C\CCOC(=O)CCCCC	-0.07	-0.13	-0.36	1.02	-0.04	-0.67	-0.42	-0.85	-0.49	-0.83	-0.57	-0.31	-0.16	0.18	-0.66	0	0
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1	-0.16	0.48	-0.17	0.28	-0.69	0.32	-0.32	-0.64	-0.49	-0.83	-0.57	-0.31	-0.16	-0.35	-0.66	0	0
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1	-0.83	-0.85	-0.64	-0.1	-0.26	-0.6	-0.4	-0.33	-0.49	-0.83	-0.57	-0.31	-0.16	1.05	-0.66	1	0
C=C1CCC[C@]2(C)CC[C@](O)(C(=C)CO)CC12	-0.76	-0.72	-0.26	0.46	-0.23	0.36	-0.42	-0.56	-0.49	-0.83	-0.57	-0.31	-0.16	-0.08	-0.66	0	0
COc1ccc2c(c1)CC[C@H]1[C@H]2CC[C@]2(C)[C@@H](O)CC[C@H]12	-0.74	-0.5	0.41	-0.28	-0.35	0.13	-0.46	-0.62	-0.49	-0.83	-0.57	-0.31	-0.16	0.14	1.16	1	1
C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1	-0.69	-0.81	2.06	-0.28	-0.66	-0.73	-0.54	-0.8	-0.49	1.12	-0.57	-0.31	-0.16	3.54	2.09	0	0
COc1ccc([N+](=O)[O-])cc1	2.92	-0.01	0.04	0.09	3.19	0.11	0.84	0.67	-0.49	-0.34	-0.57	-0.31	-0.16	-0.96	-0.35	1	0
COC(OC)C1(C)Oc2ccc(N)cc2C(N(Cc2nnn(C)n2)c2ccc(Cl)cc2)C1O	0.51	-0.28	1.1	-0.1	-0.52	-0.62	-0.37	0.76	-0.49	1.61	1.76	2.57	-0.16	-0.28	1.0	1	1
CNCCC=C1c2ccccc2CCc2ccccc21	-0.98	-0.25	2.06	-0.47	-0.15	0.14	-0.5	-0.69	-0.49	-0.59	-0.57	-0.31	-0.16	1.67	1.93	1	1
CCCNCc1cc(=O)oc2cc(OC)ccc12	0.28	0.93	0.38	-0.47	0.26	-0.33	0.1	0.31	-0.49	-0.1	-0.57	-0.31	-0.16	-0.42	0.08	1	1
CC(C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O	-0.45	-0.86	-1.56	-0.66	0.05	-0.23	-0.24	-0.34	1.25	-0.34	-0.57	-0.31	-0.16	0.59	0.94	1	1
