SMILES	AATS7se	AATSC2dv	GATS2se	BELpe-1	HATS0u	HATS5v	HATS0s	R1m+	F02[N-O]	F03[C-N]	B03[O-O]	F04[N-N]	B07[N-F]	EState_VSA8	SaasC	observed	predicted
CCCCC(=O)NC1(C(=O)NCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)CCCC1	-0.34	0.69	-1.08	-0.47	-0.6	-0.46	-0.52	-0.45	1.25	2.34	-0.57	-0.31	-0.16	0.72	1.35	0	0
c1ccc2[nH]ccc2c1	-0.88	-1.12	0.64	-0.28	0.02	-1.01	-0.5	-0.51	-0.49	-0.34	-0.57	-0.31	-0.16	0.06	-0.66	1	0
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	0.47	-0.03	-1.28	0.09	0.24	-0.51	-0.24	0.82	-0.49	1.61	-0.57	5.45	-0.16	-0.26	-0.04	1	1
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1	-0.49	0.3	0.45	-0.1	-0.22	0.16	-0.38	0.48	1.25	0.88	-0.57	-0.31	-0.16	0.44	0.74	1	1
CCC(C)C1C/C(O)=N\C(CCN)/C(O)=N/C(C(C)CC)/C(O)=N/C(CCN)/C(O)=N/C(Cc2ccccc2)/C(O)=N/C(CC(C)C)/C(O)=N/C(CCN)/C(O)=N/C(C(C)C)/C(O)=N\C(CC(C)C)/C(O)=N/C(CO)C(=O)O1	0.29	0.74	-0.76	-0.1	-1.17	-1.37	-0.58	-1.15	7.34	4.53	-0.57	4.01	-0.16	1.01	-0.36	0	0
CC1(C)C(=O)CC[C@]2(C)C1CC[C@@]13C=CC(CC21)[C@@](C)(O)C3	-0.67	-0.4	-0.94	0.46	-0.52	0.63	-0.45	-0.73	-0.49	-0.83	-0.57	-0.31	-0.16	0.48	-0.66	0	0
CCN(CC)C(=O)c1cccc(C)c1	-1.26	0.67	-0.37	-0.1	0.25	-0.17	-0.45	-0.76	0.38	-0.34	-0.57	-0.31	-0.16	-0.96	0.2	1	1
C=C(CCC(C)C1CCC2C3CC=C4CC(O)CC[C@@]4(C)C3CC[C@@]12C)C(C)(C)C	-1.15	-0.58	-0.2	0.46	-0.82	-0.51	-0.57	-1.01	-0.49	-0.83	-0.57	-0.31	-0.16	1.42	-0.66	0	0
O=C1C=C2CN([C@H](C(=O)C3CC3)c3ccccc3F)CC[C@@H]2S1	-0.25	-0.66	-0.64	-0.1	-0.1	0.05	0.3	0.29	-0.49	0.39	-0.57	-0.31	-0.16	-0.74	-0.59	1	1
CC1(C)CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)C[C@@]3(C)C(=CCC4[C@]3(C)CCC3C(C)(C)C(OC5OCC(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CC[C@@]34C)C2C1	0.12	-0.34	0.2	0.28	-1.09	-1.06	-0.49	-0.99	-0.49	-0.83	1.76	-0.31	-0.16	1.43	-0.66	0	0
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1	2.35	-0.49	0.1	-0.47	-0.71	0.13	-0.04	-0.74	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-7.07	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	0.94	1.61	-0.64	-0.1	-0.41	-0.43	-0.09	-0.06	-0.49	0.63	-0.57	-0.31	-0.16	-0.72	-0.65	1	1
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1	1.82	0.62	-0.3	-2.15	0.09	0.73	0.19	0.55	1.25	1.85	1.76	2.57	-0.16	-0.1	-0.72	0	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1	-0.83	-0.85	-0.64	-0.1	-0.29	-0.6	-0.42	-0.4	-0.49	-0.83	-0.57	-0.31	-0.16	1.05	-0.66	1	0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1	-0.72	1.78	-0.26	-3.09	0.09	0.6	0.29	0.43	-0.49	-0.34	-0.57	-0.31	-0.16	-0.96	-0.49	1	1
O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCc3ccccc3)ccc12	0.27	-0.61	0.27	-0.66	-0.51	-0.83	-0.21	0.01	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	1.88	1	1
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1	0.25	-1.06	2.52	-0.66	-0.4	-0.64	-0.46	-0.67	-0.49	1.85	1.76	1.13	-0.16	-0.03	0.88	0	0
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1	2.03	1.63	-0.72	-0.1	-0.23	0.08	0.91	0.61	1.25	1.61	-0.57	-0.31	-0.16	-0.73	-0.8	1	1
COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1	-0.0	-1.2	-0.18	-0.1	-0.02	0.27	-0.09	0.29	-0.49	0.14	-0.57	-0.31	-0.16	-0.96	-0.08	1	1
CC(C)=CCCC(C(=O)O)C1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3	-0.87	-0.18	-1.27	0.09	-0.82	-0.47	-0.5	-0.93	-0.49	-0.83	-0.57	-0.31	-0.16	1.43	-0.66	0	0
C[C@]12CCC3C(CC=C4CC(O)CC[C@@]43C)C1CCC2C(=O)CO	-0.75	-0.71	-0.6	0.46	-0.6	0.39	-0.39	-0.67	-0.49	-0.83	1.76	-0.31	-0.16	-0.08	-0.66	0	0
CC(C)=CCCC(C)CCOC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	0.66	-0.62	0.81	0.65	-0.72	-0.96	-0.32	-0.64	-0.49	-0.83	1.76	-0.31	-0.16	-0.39	-0.66	0	0
Cc1ccc(C(=O)C(C)N2CCCC2)cc1	-0.83	-0.27	0.21	-0.1	0.03	-0.05	-0.38	-0.7	-0.49	-0.59	-0.57	-0.31	-0.16	-0.74	0.25	1	1
NC(CNC(=O)C(=O)O)C(=O)O	5.09	1.2	-0.92	2.52	1.32	0.27	1.96	0.11	0.38	-0.59	1.76	-0.31	-0.16	-0.96	-0.66	0	0
CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)O	2.44	0.85	-0.37	-2.34	-0.7	-0.7	-0.11	-0.46	3.86	0.63	1.76	-0.31	-0.16	-0.34	-0.66	0	0
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1	0.02	-0.95	-0.36	-0.1	0.55	1.49	0.24	5.09	0.38	1.12	-0.57	-0.31	-0.16	0.41	0.84	1	1
N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12	-0.15	-0.74	1.22	-0.28	-0.36	-0.26	-0.46	-0.45	-0.49	1.61	-0.57	-0.31	-0.16	0.23	1.04	0	1
COc1cc2c(cc1OC)C(=O)C(CC1CCNCC1)C2	-0.19	-0.16	0.89	-0.1	-0.2	-0.1	-0.37	-0.55	-0.49	-0.59	1.76	-0.31	-0.16	-0.72	0.82	0	0
CC(=O)OC1C=C2C(CC[C@@]3(C)[C@@]2(O)CCC2Cc4c([nH]c5cc6c(cc45)CC4C6=CC(C)(C)OC4(C)C)[C@@]23C)OC1C(C)(C)O	-0.32	0.38	0.01	-0.47	-0.87	-0.56	-0.51	-0.74	-0.49	0.63	1.76	-0.31	-0.16	1.88	1.78	0	0
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13	-0.78	-0.04	1.37	-0.47	-0.39	0.14	-0.54	-0.61	-0.49	1.61	-0.57	1.13	-0.16	0.58	1.17	1	1
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	0.05	-1.27	-0.86	-0.28	0.37	0.37	-0.03	0.61	-0.49	0.14	-0.57	-0.31	-0.16	-0.96	1.36	0	1
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	2.11	3.2	-1.41	-0.66	0.38	3.41	2.24	1.14	1.25	-0.1	-0.57	-0.31	-0.16	0.0	-0.75	0	1
c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1	-0.72	-0.84	0.82	-0.1	-0.04	0.44	-0.49	-0.62	-0.49	0.14	-0.57	-0.31	-0.16	2.15	0.61	0	0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	1.32	1.62	-1.48	-0.1	-0.03	-0.12	0.41	2.01	2.99	0.14	-0.57	-0.31	-0.16	-0.72	-0.19	1	1
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	0.01	1.93	-1.17	-1.22	-0.48	-0.75	0.17	0.21	-0.49	-0.1	-0.57	-0.31	-0.16	-0.14	-0.42	0	1
CN(C)CC/C=C1/c2ccccc2COc2ccccc21	-0.72	-0.39	2.41	-0.47	-0.18	-0.23	-0.49	-0.68	-0.49	-0.59	-0.57	-0.31	-0.16	2.0	1.46	1	1
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	1.51	0.89	-0.82	-0.1	0.4	0.52	0.8	2.47	1.25	0.63	-0.57	-0.31	-0.16	-0.52	-0.08	0	1
CCC(/C=C/C(C)C1CCC2C3=CCC4CC(OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CC[C@@]4(C)C3CC[C@@]21C)C(C)C	0.12	-0.36	0.46	0.28	-1.07	-1.09	-0.47	-0.86	-0.49	-0.83	1.76	-0.31	-0.16	1.66	-0.66	0	0
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	-0.89	-0.65	-0.79	0.46	-0.58	0.34	-0.36	-0.52	-0.49	-0.83	-0.57	-0.31	-0.16	-0.08	-0.66	1	0
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1	-0.21	0.27	-0.06	-0.1	-0.22	-0.98	-0.45	-0.78	0.38	1.61	-0.57	1.13	-0.16	0.41	1.68	1	1
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	-0.46	0.73	-0.41	-0.47	-0.06	0.52	-0.04	0.03	-0.49	0.63	-0.57	-0.31	-0.16	0.36	0.9	0	1
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21	-0.67	-0.25	1.94	-0.28	-0.15	0.14	-0.37	-0.34	-0.49	1.61	-0.57	1.13	-0.16	1.99	1.86	1	1
CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1	-0.4	0.29	-0.23	-0.1	-0.16	0.01	0.1	1.7	-0.49	-0.1	-0.57	-0.31	-0.16	-0.17	0.06	1	1
C/C=C1\C(O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1	0.84	-0.13	-0.05	-0.1	-0.33	-0.13	-0.1	-0.51	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.57	0	0
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1	0.02	-0.61	0.09	-0.28	-0.69	-0.86	-0.38	-0.08	-0.49	0.39	1.76	-0.31	-0.16	0.38	2.3	0	0
C/C(=C\C=O)CCCC(C)CCCC(C)CCCC(C)C	-1.11	-0.97	-0.49	0.65	-0.56	-0.82	-0.27	0.04	-0.49	-0.83	-0.57	-0.31	-0.16	0.56	-0.66	0	0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	-0.64	-0.07	2.44	-0.28	-0.4	-0.3	-0.53	-0.07	-0.49	0.88	-0.57	1.13	-0.16	1.92	2.43	1	1
CC=O	3.83	-2.22	-0.28	3.26	6.44	-1.91	3.92	1.32	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.66	0	0
C=C[C@](C)(CC/C=C(\C)CC/C=C(/C)CC/C=C(\C)COC1OC(CO)C(O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O	-0.17	-0.76	0.71	0.65	-0.93	-0.9	-0.4	-0.8	-0.49	-0.83	1.76	-0.31	-0.16	0.47	-0.66	0	0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34	-1.12	-0.38	-0.04	-1.4	-0.73	-0.36	-0.56	-0.81	-0.49	-0.83	-0.57	-0.31	-0.16	2.23	-0.66	0	0
COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	0.15	-0.45	-0.08	-0.47	-0.49	-0.57	-0.41	0.31	1.25	0.88	-0.57	-0.31	-0.16	-0.72	1.04	1	1
C/C(=C\C(C)C1CCC2[C@@]1(C)CCC1[C@]23C=C[C@]2(CC(O)CC[C@@]12C)OO3)C(C)C(C)C	-0.95	0.34	-0.17	0.46	-0.81	-0.41	-0.56	-0.96	-0.49	-0.83	-0.57	-0.31	-0.16	1.96	-0.66	0	0
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	-0.34	-0.59	-0.33	-0.28	0.11	0.52	-0.18	1.15	-0.49	-0.1	-0.57	-0.31	-0.16	0.6	1.73	1	1
CCCS[P@@](=S)(OCC)Oc1ccc(SC)cc1	-0.75	0.34	0.55	-3.27	-0.03	0.34	-0.43	1.22	-0.49	-0.83	-0.57	-0.31	-0.16	-0.38	0.24	1	1
CN1C(=O)CC(C)(c2ccccc2)C1=O	-0.47	0.16	-1.14	-0.1	0.45	1.41	0.07	-0.14	1.25	-0.34	-0.57	-0.31	-0.16	-0.96	-0.25	1	1
CC(Nc1cc(-c2nc(S(C)=O)[nH]c2-c2ccc(F)cc2)ccn1)c1ccccc1	0.15	0.15	-0.61	-0.1	-0.38	-0.57	0.02	1.55	-0.49	2.58	-0.57	-0.31	6.14	0.77	1.51	1	1
CNC(C)Cc1ccccc1OC	-0.81	-0.58	2.1	-0.1	0.26	0.27	-0.48	-0.67	-0.49	-0.59	-0.57	-0.31	-0.16	-0.16	0.34	0	1
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1	0.38	-0.76	0.57	-0.66	0.34	0.34	-0.26	-0.46	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	0.25	1	1
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1	2.11	3.2	-1.41	-0.66	0.37	3.46	2.15	1.09	1.25	-0.1	-0.57	-0.31	-0.16	0.0	-0.75	0	1
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1	-1.28	-0.45	0.74	-0.1	-0.28	0.5	-0.39	1.02	-0.49	0.14	-0.57	-0.31	-0.16	1.01	0.38	1	1
COc1cccc(C2(O)CCCCC2CN(C)C)c1	-0.77	-0.47	1.27	-0.1	-0.27	0.03	-0.42	-0.52	-0.49	-0.34	-0.57	-0.31	-0.16	-0.13	0.16	1	1
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1	0.24	-0.73	-0.45	-0.1	-0.3	-0.47	-0.2	-0.31	1.25	0.14	-0.57	-0.31	-0.16	0.06	1.16	1	1
CCCCCC(O)/C=C/C1C2CC(OO2)C1C/C=C\CCCC(=O)O	-0.14	-0.35	-0.48	0.84	-0.52	-0.75	-0.23	-0.26	-0.49	-0.83	-0.57	-0.31	-0.16	0.14	-0.66	0	0
CC1=CC[C@@H]2[C@H](C1)C2(C)C	-1.91	-1.23	0.51	0.65	0.43	-0.0	-0.49	-0.85	-0.49	-0.83	-0.57	-0.31	-0.16	0.22	-0.66	1	0
CC(O)CO	-0.47	-1.78	0.54	2.7	2.32	-1.45	0.88	0.11	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	-0.66	0	0
COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	0.11	-0.29	-0.2	-0.47	-0.37	-1.12	-0.43	0.11	1.25	0.88	-0.57	-0.31	-0.16	-0.72	1.35	1	1
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	0.17	-0.06	1.21	-0.28	-0.43	-0.57	-0.44	-0.7	0.38	2.82	1.76	2.57	-0.16	-0.52	0.81	1	1
CC(=O)OCC1OC(OC2C(CO)OC(OC3CC[C@]4(C)C(CCC5C4CC[C@]4(C)C5CC5O[C@]6(CCC(C)CO6)C(C)C54)C3)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O	0.53	-0.53	0.53	0.84	-1.07	-1.22	-0.46	-0.9	-0.49	-0.83	1.76	-0.31	-0.16	0.26	-0.66	0	0
COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@H]2OC(C)=O)cc1	0.24	-0.51	0.55	-0.1	-0.37	-0.67	-0.4	-0.46	0.38	-0.1	1.76	-0.31	-0.16	-0.96	0.89	0	0
O=Cc1c2ccccc2cc2ccccc12	-0.85	-0.95	-0.65	-1.03	2.88	2.92	6.05	1.54	-0.49	-0.83	-0.57	-0.31	-0.16	-0.69	-0.31	1	1
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1	1.84	0.58	-0.38	-2.15	0.05	0.31	0.51	0.92	1.25	0.63	1.76	1.13	-0.16	-0.76	-0.59	0	0
COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC	0.62	-0.51	1.05	-0.28	-0.35	-0.15	-0.4	-0.31	-0.49	-0.83	1.76	-0.31	-0.16	-0.96	2.12	1	1
O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1	0.9	0.95	-0.95	-0.47	1.12	1.07	6.19	0.81	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.56	1	1
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2	-0.98	-0.75	1.73	-0.28	-0.61	-0.36	-0.53	-0.75	-0.49	-0.59	-0.57	-0.31	-0.16	2.23	0.82	0	1
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	-0.46	1.89	-0.05	-3.09	-0.11	-0.18	-0.46	1.5	0.38	0.63	-0.57	-0.31	-0.16	-0.52	0.23	1	1
NC(=O)c1cnccn1	-1.91	-1.13	-0.1	1.4	4.3	0.52	0.49	-0.06	0.38	-0.34	-0.57	1.13	-0.16	-0.52	-0.58	0	0
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21	-0.43	-0.06	0.67	-0.28	-0.42	-0.39	-0.32	1.26	-0.49	0.88	-0.57	1.13	-0.16	1.38	2.02	1	1
CCC(N)Cc1ccc2c(c1)OCO2	-0.01	0.42	0.81	-0.1	0.32	-0.05	-0.4	-0.18	-0.49	-0.34	-0.57	-0.31	-0.16	-0.65	0.63	1	1
CC1CC[C@@]2(OC1)OC1CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC[C@]5(C)C4CC[C@]3(C)C1C2C	0.56	-0.61	0.57	0.84	-1.1	-1.21	-0.47	-0.87	-0.49	-0.83	1.76	-0.31	-0.16	0.26	-0.66	0	0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	-0.34	-0.61	1.14	-0.47	-0.31	0.14	-0.4	-0.58	-0.49	0.63	-0.57	-0.31	-0.16	0.03	0.12	0	1
CCCCCCOC	-0.78	-1.34	2.75	2.33	0.59	-0.52	-0.45	-0.16	-0.49	-0.83	-0.57	-0.31	-0.16	-0.65	-0.66	0	0
CCN(CC)N=O	2.01	0.23	-1.0	3.26	1.59	0.76	1.72	2.35	0.38	-0.34	-0.57	-0.31	-0.16	-0.73	-0.66	1	1
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O	-0.78	0.13	0.11	-0.1	-0.45	0.94	-0.47	-0.82	0.38	1.36	-0.57	-0.31	-0.16	1.15	0.53	0	0
C=C(C)CCCC(C)CCOC=O	-0.3	-1.11	-0.12	0.84	0.12	-0.57	-0.21	0.13	-0.49	-0.83	-0.57	-0.31	-0.16	0.15	-0.66	0	0
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CC[C@@]5(C)C4CC[C@@]3(C)C2C1C	-0.06	-0.51	0.55	0.84	-1.05	-1.11	-0.44	-0.88	-0.49	-0.83	1.76	-0.31	-0.16	-0.05	-0.66	0	0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	-0.72	-0.17	0.25	-0.28	-0.49	-0.23	-0.46	-0.7	-0.49	-0.59	-0.57	-0.31	-0.16	2.61	0.41	1	0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	0.4	0.16	-0.9	-0.47	-0.07	0.27	-0.23	-0.38	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.3	1	1
COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1	0.9	1.0	-0.98	-0.1	-0.05	0.44	0.29	0.42	-0.49	0.39	-0.57	-0.31	-0.16	-0.72	-0.6	1	1
CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O	0.36	0.11	-0.9	-0.47	-0.0	0.08	-0.31	-0.58	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.44	1	1
CC1CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)CC[C@@]3(C)C(=CCC4[C@]3(C)CCC3[C@@](C)(CO)C(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]34C)C2C1C	-0.18	-0.04	-0.19	0.28	-1.04	-0.85	-0.42	-0.94	-0.49	-0.83	1.76	-0.31	-0.16	0.83	-0.66	0	0
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1	0.27	-0.3	-0.02	-0.1	-0.58	-0.73	-0.21	-0.12	2.12	0.88	-0.57	-0.31	-0.16	-0.74	1.75	1	1
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O	-0.51	0.63	-1.37	-0.28	-0.37	-0.54	-0.17	-0.4	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.2	1	1
CC(S)S	-0.79	-1.26	-0.2	2.33	3.56	-0.46	0.24	1.28	-0.49	-0.83	-0.57	-0.31	-0.16	0.15	-0.66	0	0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	0.78	2.28	-1.05	-2.34	-0.66	0.18	-0.04	0.01	2.12	2.58	1.76	5.45	-0.16	3.91	-0.7	0	0
CC(C(O)C(O)C(=O)C(C)(C)O)C1CC[C@@]2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)[C@@]3(C)CC[C@]12C	-0.19	-0.38	0.19	0.28	-1.04	-0.96	-0.48	-0.9	-0.49	-0.83	1.76	-0.31	-0.16	0.83	-0.66	0	0
NCCc1c[nH]c2ccc(O)cc12	-0.44	-0.08	-0.34	-0.47	0.71	0.37	-0.12	-0.2	-0.49	0.14	-0.57	-0.31	-0.16	-0.74	-0.01	1	1
CC1OC(OC2CC[C@]3(C)C(CCC4C3CC[C@@]3(C)C(C5=CC(=O)OC5)CC[C@]43O)C2)CC(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	0.29	-0.6	0.37	0.65	-1.02	-0.7	-0.41	-0.58	-0.49	-0.83	1.76	-0.31	-0.16	-0.35	-0.66	0	0
CC(C)N=C(N)N=C(N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl	1.39	2.71	-1.08	0.09	-0.32	-0.15	0.05	0.29	-0.49	0.88	-0.57	5.45	-0.16	-0.07	-0.76	1	1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	-0.04	-0.37	0.36	0.65	-1.02	-0.8	-0.51	-0.98	-0.49	-0.83	1.76	-0.31	-0.16	-0.35	-0.66	0	0
CC1CCC(C(C)C)[C@@]2(C1)OCC(CO)O2	-1.06	0.19	0.67	1.4	-0.2	0.18	-0.43	-0.44	-0.49	-0.83	1.76	-0.31	-0.16	-0.05	-0.66	0	0
CCCCN=C=S	0.11	-0.97	0.12	1.4	1.82	0.55	0.16	3.38	-0.49	-0.59	-0.57	-0.31	-0.16	0.33	-0.66	0	0
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cc(N7CCN(CC(C)C)CC7)cc(O)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	0.39	1.21	0.07	-0.84	-1.05	-0.73	-0.51	-1.04	0.38	2.34	1.76	1.13	-0.16	0.31	-1.16	0	0
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	-0.07	-1.01	0.34	-0.1	-0.37	-0.15	-0.35	-0.52	0.38	0.14	-0.57	-0.31	-0.16	-0.49	0.62	1	1
CC1(C)CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)CC[C@@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(C(=O)O)C7O[C@@](O)(C(=O)O)C(OCC(=O)O)OC7C6O)[C@](C)(CO)C5CC[C@]43C)C2C1	0.31	0.07	-0.22	0.28	-1.03	-0.96	-0.33	-0.62	-0.49	-0.83	1.76	-0.31	-0.16	0.83	-0.66	0	0
CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)/C(=C\c2ccccc2)N(C)C1=O	0.27	0.45	-0.71	-0.1	-0.58	-0.41	-0.34	-0.64	2.99	0.39	-0.57	-0.31	-0.16	-0.49	-0.33	0	1
COc1ccc2[nH]cc(CCN)c2c1	-0.25	-0.21	1.49	-0.47	0.61	-0.04	-0.32	-0.38	-0.49	0.14	-0.57	-0.31	-0.16	-0.74	0.3	0	1
CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	2.44	3.13	-0.9	-0.47	1.18	1.54	4.87	0.77	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	-0.96	1	1
COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21	0.45	0.32	0.22	-0.28	0.1	0.76	0.45	0.42	-0.49	-0.83	-0.57	-0.31	-0.16	-0.96	1.28	1	1
COC(F)(F)C(Cl)Cl	0.83	4.44	-0.06	3.26	3.15	1.69	6.14	2.83	-0.49	-0.83	-0.57	-0.31	-0.16	-0.75	-0.66	0	0
C=CCCCCCCCCC=O	-0.99	-1.2	-0.55	1.21	0.19	-0.41	0.14	0.64	-0.49	-0.83	-0.57	-0.31	-0.16	-0.67	-0.66	0	0
