SMILES	GATS2Z	ATSC0c	SLogP_VSA2	F02(O-O)	GATS2v	GATS1se	ATSC1se	ATSC7c	GATS2se	ATSC1dv	MINssCH2	VSA_EState2	AATS4s	EState_VSA5	ZMIC1	observed	predicted
CN1CCN2c3ncccc3Cc3ccccc3C2C1	0.78392	-1.03392	-0.22125	-0.5653	-0.79508	0.67633	0.71855	-0.11113	2.32429	-0.15566	1.39459	-0.54384	-0.9832	0.69871	-0.22546	1	0
CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(=N)NO)cc1)C1CCCCC1	0.65351	0.79416	0.76287	0.09362	1.31458	-0.32803	0.33141	0.37569	-0.38551	0.60966	-0.68683	1.26237	-0.1999	-0.921	0.36719	0	0
CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21	-0.21125	1.07673	0.43805	0.09362	-0.19347	0.88472	-1.31043	1.27558	0.24223	0.42288	-1.38311	0.89641	0.44263	-0.13703	-0.71851	1	1
CNC1(C)C2CCC(C2)C1(C)C	0.73418	-1.38581	-1.03666	-0.5653	0.06827	2.44674	0.57539	0.16094	1.15744	-0.41715	2.32124	-1.12022	-1.31014	0.46514	-1.12425	1	1
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O	0.30002	0.39528	0.23539	0.09362	-0.05841	-0.21672	-0.39369	-1.37503	-1.013	-0.18091	0.19602	1.12812	0.20573	0.278	-0.20946	1	1
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1	0.60917	-0.55245	-0.73218	0.09362	-0.6594	-1.47402	0.55973	0.29268	-1.06471	-0.13761	-0.9367	-0.4041	-0.09359	-0.04792	0.32953	1	1
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	-0.38566	0.95545	0.87285	0.75254	-0.44346	-0.39429	0.1351	1.31725	-0.41576	2.62317	-0.96658	1.79287	-0.12311	1.40707	0.90617	0	0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	-0.74361	-0.66469	-0.75078	0.09362	0.07533	-1.52445	0.78339	-0.17603	-1.18709	-1.30135	0.21527	-0.44651	2.07513	0.82516	-0.69943	1	1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	0.78729	-0.68961	0.22527	-0.5653	-0.01326	-0.27505	0.7057	-0.34317	1.22253	0.08953	0.38643	0.0139	-0.80667	-0.57004	0.18666	0	0
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	-2.01404	-0.43926	-1.08844	-0.5653	-0.38923	-1.26604	0.48431	-0.64745	-1.07804	-0.14314	0.79127	-0.41529	2.23224	0.39801	-0.58105	1	1
O=C(O)CCCCC1SCC2NC(=O)NC21	1.71973	-0.07887	-0.0979	0.09362	2.05154	-0.10778	-0.1474	0.1744	-1.3853	-0.64913	-0.13701	0.16791	-0.81831	-0.921	-0.80064	1	1
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1	-0.21296	-0.08975	0.52727	-0.5653	-0.00821	-0.46802	0.92064	0.34508	0.5969	0.95041	0.26703	-0.05736	-0.77937	-0.51173	1.10099	0	0
CC(C(O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O	1.34086	-0.51557	-0.11146	0.09362	-0.37552	-1.3243	0.64803	-0.26488	-0.31014	-0.27705	-1.34107	-0.8984	1.96335	0.82478	-0.60324	1	1
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C	-1.06626	2.9539	0.73316	1.41146	-0.82711	0.4802	-1.57379	-3.00867	-0.00196	2.17683	0.17185	1.15385	0.38203	1.77333	0.63317	0	0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC	0.24492	0.82867	0.67569	-0.5653	-0.82526	0.52649	-0.14962	-0.097	1.12667	1.15925	0.51745	0.25097	-0.15952	-0.921	-0.36316	1	1
CCC1(c2ccccc2)C(=O)NCNC1=O	-0.27565	-0.61091	-0.83615	-0.5653	-0.06399	-0.77189	0.25315	0.03383	-0.98531	-0.32073	-0.20152	0.31865	1.22893	-0.921	-0.63619	1	1
Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1	-0.17352	-0.82237	-0.83005	-0.5653	-1.44601	1.2148	0.80983	-0.70021	2.39727	1.08	0.4744	-0.99209	-0.82685	2.31169	1.46337	0	0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC	0.46345	-0.98543	-0.90389	-0.5653	0.75793	-0.55	0.39739	0.27059	-0.75848	0.01849	0.85407	-0.41494	-0.94396	0.40414	-0.08549	1	1
CNS(=O)(=O)CCc1ccc2[nH]c(C3CCN(C)CC3)cc2c1	1.20176	-0.80165	0.27772	0.09362	0.05878	-1.35691	1.20247	-0.30298	-0.26628	-0.77454	-0.38184	-0.76512	-0.78908	1.30759	-0.4471	1	0
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C	-0.0659	1.83494	1.39493	0.75254	-0.17337	-0.17431	0.04194	0.56873	-0.3835	2.12802	-0.88436	2.26089	-0.40304	0.10225	2.27715	1	0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12	0.90335	-0.82143	0.45105	0.09362	-0.44855	-1.48291	1.32288	0.87355	-0.01343	-0.74384	-0.43858	-0.79418	-0.51833	-0.52065	-0.4076	1	1
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1	1.9148	0.09688	-0.41222	0.09362	0.85805	0.39247	-0.39035	1.04622	-1.60054	-1.21525	0.02487	-0.63843	0.14609	0.7412	-0.55191	1	1
O=C(O)CCCCC1CCSS1	0.79746	-0.80271	-0.71388	0.09362	1.64584	-0.46483	0.37767	0.36719	-1.42127	-0.97166	0.05027	-0.50883	-1.03851	0.41707	-0.75284	0	0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	1.24934	-0.95284	-0.22406	-0.5653	0.82439	-0.56925	0.70716	0.08587	0.36078	0.00626	0.50123	-0.09484	-0.83991	-0.52065	0.63645	0	0
CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C	-1.42628	-0.84153	-0.70724	-0.5653	-0.28527	-1.25741	0.3296	0.21265	-0.95397	0.57894	0.49923	0.35628	-0.76352	-0.42276	-0.12868	1	1
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O	-1.44014	-0.09125	-0.48748	0.09362	-0.04947	-0.50833	-0.10676	-0.15699	-0.99463	-0.90461	-0.83874	0.5317	1.17687	-0.921	0.08625	1	1
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12	-2.05094	1.93177	1.0396	-0.5653	-1.67793	0.47056	-1.91727	-0.61436	-0.47076	0.51002	-1.16895	1.28539	1.37267	1.81723	-0.03107	0	0
CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC	0.4872	0.53771	-0.34345	-0.5653	-0.36006	0.49588	0.52281	0.51421	1.68052	1.49882	0.5782	-1.12022	-0.53746	-0.52065	0.84819	1	1
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	-0.15149	0.46954	0.41074	0.09362	-0.71643	-0.72379	0.41851	-0.10309	-0.8643	0.73418	0.17772	1.18802	0.49398	0.278	-0.1143	1	1
NC1CONC1=O	0.1402	-0.86988	-0.83367	-0.5653	1.25409	-0.05246	0.25193	0.1418	0.68304	-1.02258	-0.04636	-0.24045	-0.03523	-0.921	-1.76849	1	1
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1	0.16157	0.45569	0.22841	-0.5653	0.93293	1.07788	-1.72698	0.69421	0.30262	-1.22914	-1.61855	0.33886	1.67262	-0.921	-0.769	0	0
Cc1cccc(C)c1NC(=O)NCCCNC(C)C	0.48772	-0.67133	-0.60902	-0.5653	0.63808	0.48155	0.36048	-0.4365	-0.68605	0.10427	0.74307	-0.41368	-0.8129	-0.921	-0.77799	1	1
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	-1.51821	0.12773	-0.1671	-0.5653	-0.00893	-1.16836	-0.42363	0.35987	-0.85423	0.53968	-1.15283	-0.30235	1.59781	-0.5684	0.04432	1	1
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	0.56159	-0.10234	-0.05076	-0.5653	-0.10287	-0.45434	0.25395	-0.46421	0.02364	-0.15493	0.44819	0.62608	-0.16354	-0.921	-0.11469	1	1
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	-0.31725	3.70969	2.91682	0.75254	-0.1288	0.28404	-0.87483	-1.77159	0.06583	4.05034	0.59038	1.4753	0.0286	5.20407	1.96317	1	0
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC	-0.68594	1.07473	-0.23092	-0.5653	-2.31924	1.27798	-0.53185	-0.5865	1.38204	1.1508	0.40421	-0.36976	0.14665	-0.921	-0.12722	1	1
CCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1	0.87507	1.22904	1.99846	0.75254	1.45952	1.41363	-1.50677	-0.64432	0.88775	0.02535	-0.75127	-1.12022	-0.29893	-0.921	0.90473	0	0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	-1.57302	-0.0106	-0.91438	0.09362	-0.05631	-0.59143	-0.38309	1.22673	-0.73036	-1.07634	0.29306	-0.47015	3.29384	-0.04792	-0.0554	1	1
CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32	-0.24816	-0.17923	-0.07924	0.09362	-0.63111	-0.04491	0.35417	-0.36716	-0.07408	0.90449	0.23043	-0.195	-0.64003	0.37857	-0.3451	0	0
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	-0.28575	1.34279	0.72652	3.38822	-0.34452	2.0287	-4.81742	1.66633	-0.4345	-1.88983	-2.00696	0.56617	1.12475	-0.921	-0.44747	1	1
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	-1.04796	0.00151	-0.28708	0.09362	0.19845	-1.44115	1.24986	1.29691	-0.65127	-0.46635	-0.91265	0.82883	1.76493	0.39929	-0.29541	1	1
C#CCN(C)C(C)Cc1ccccc1	1.48841	-1.32353	-0.63038	-0.5653	-0.05452	1.43406	0.66081	0.18717	3.88364	-0.73117	0.82313	-0.98892	-1.11465	-0.52065	-0.96021	0	0
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O	1.00021	2.61325	3.1843	0.75254	2.2631	1.56523	-3.42011	-1.09578	0.69131	-0.66736	-1.89589	-0.36517	0.08635	-0.921	1.80001	0	0
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12	-1.1343	0.47879	-0.11269	0.09362	-0.29286	-0.88986	-0.74683	1.06366	-0.61284	-0.10028	0.38878	0.68491	1.94903	-0.921	-0.054	1	1
CC(C)NCC(O)COc1cccc2ccccc12	0.99019	-0.56296	-0.43078	-0.5653	0.4943	0.92557	0.30268	0.24564	1.10872	-0.36569	-0.02834	-1.12022	-0.80453	-0.921	-0.29902	0	1
CN1CCOC(c2ccccc2)c2ccccc2C1	1.45653	-1.0893	-0.61117	-0.5653	-0.39483	0.36609	0.68739	0.23532	2.9429	-0.56933	0.92929	-0.98183	-0.91754	0.28005	0.14532	1	1
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21	-0.3488	0.75525	1.67773	0.09362	-0.16939	-0.25683	-0.07993	-0.9022	-0.55462	1.55815	-0.14225	1.90501	-0.11008	1.11814	1.00735	0	0
Cc1cccc(N2CC(CO)OC2=O)c1	-0.07379	-0.38803	-0.42903	0.09362	-0.23813	0.12748	0.11255	-0.12188	-0.2418	-0.43007	-0.90697	-0.34092	0.00232	-0.5684	-1.05792	1	1
CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	0.84496	0.00895	0.78488	0.09362	0.34721	0.10595	0.29651	-0.02224	0.42812	0.05248	-1.09444	-0.36504	-0.46777	-0.921	-0.30024	0	0
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1	0.89941	-0.4724	0.17355	0.09362	0.29017	-0.43157	0.67037	-0.35032	-0.01358	0.03194	0.79985	-0.06445	-0.69189	-0.1203	0.66651	1	0
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	-1.35258	0.42679	-0.44195	1.41146	-1.05679	-1.30598	1.34472	-1.48089	-0.50835	1.19392	-0.18386	1.02981	1.026	0.82516	-0.23614	0	0
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1	0.1186	0.47865	0.22841	-0.5653	0.70124	1.44857	-1.71862	0.57453	0.45035	-1.10652	-1.56375	-0.22053	1.24757	-0.03853	-0.89373	0	0
CNCCCCOc1ccccc1Cc1ccccc1	1.77014	-0.86482	-0.77779	-0.5653	0.78344	0.78068	0.59551	-0.05574	1.93176	-0.47951	0.96391	-1.12022	-0.99382	-0.1203	0.1321	0	0
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21	-0.47303	0.76543	1.67773	0.09362	-0.39622	-0.24545	-0.12549	-0.84112	-0.52701	1.51491	-0.16166	1.89372	0.01457	0.71779	0.91143	0	0
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O	-0.26196	-0.21112	-0.534	-0.5653	-0.15768	0.19975	-0.39988	0.88207	-0.02125	-0.52332	-0.91501	0.37176	1.24285	-0.14642	-1.19293	1	1
Nc1ccn(C2CCC(CO)O2)c(=O)n1	0.17382	-0.20652	-0.534	-0.5653	0.72961	0.72484	-0.44638	0.36867	0.11392	-0.57463	-0.68087	-0.2161	0.5077	-0.59235	-1.33503	1	1
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12	-0.23422	-0.03617	-0.53699	-0.5653	0.48893	0.66804	-0.21153	0.24281	-0.44961	0.09307	0.93065	-0.27843	-0.29833	-0.04792	-0.6584	1	1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F	-0.27093	0.25517	-0.15279	-0.5653	0.74011	0.33393	-1.408	0.06604	0.0355	-0.87779	-1.46575	0.32028	1.77228	-0.921	-1.00707	1	1
NCC1(CC(=O)O)CCCCC1	0.63255	-0.60217	-0.86548	0.09362	2.11566	0.25725	0.10489	0.32158	-1.39345	-0.88792	-0.122	-0.48542	-0.90335	-0.45895	-1.01299	1	1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1	1.13718	0.95341	0.66961	0.09362	-0.68889	-0.00028	-0.50672	-0.94045	-0.39827	0.41961	0.30465	1.65422	0.94346	0.78962	-0.65933	1	0
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	-0.6704	0.59868	0.58842	0.09362	-1.53051	-0.51991	-0.20647	1.2131	0.00233	0.86734	-0.0557	0.56551	0.51546	-0.47507	-0.47459	1	1
CCN(CC)C(=S)SSC(=S)N(CC)CC	-2.54677	-1.0784	0.05263	-0.5653	-1.5673	0.58497	0.77047	0.02718	1.38536	-0.44672	1.31936	-0.86038	-1.40482	-0.921	0.12574	1	1
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	0.61705	-1.31462	-1.46466	-0.5653	-0.01625	1.98891	0.56543	-0.21704	0.44247	1.29477	1.88432	-1.12022	-1.17453	4.25755	2.96171	0	0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	-0.49795	-0.69375	-0.71938	-0.5653	-0.19483	-0.36685	0.3572	-0.07094	-0.47242	0.15758	1.628	0.2857	0.2612	-0.921	-0.92596	1	1
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	-0.49912	0.22011	0.28748	0.09362	-0.21057	-1.34569	0.12111	0.62746	-0.44072	1.2922	-2.72166	1.14761	0.20839	0.45171	0.34553	0	0
CN1CCN2c3ccccc3Cc3ccccc3C2C1	0.99142	-1.12122	-0.39073	-0.5653	-0.63778	1.04194	0.73772	0.04667	3.3114	-0.26709	1.52223	-0.81635	-1.08213	0.68932	0.13975	0	0
O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2	0.90495	-0.97572	0.16511	-0.5653	0.23039	-0.78157	0.6918	0.09548	0.21595	0.0326	1.3415	-0.04224	-0.95759	2.66982	-0.30203	1	0
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	0.71937	-0.48323	-0.01017	0.09362	0.57679	-0.17786	0.47571	0.0294	-0.2725	-0.28006	0.74687	-0.30245	-1.03023	-0.52065	-0.3867	1	1
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC	-0.37608	0.65803	0.6917	-0.5653	-0.40996	-0.23	-0.19012	0.01186	0.79604	0.51614	0.46177	-0.21093	-0.37547	0.90025	0.18025	1	1
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O	-0.22702	0.10634	-0.15279	-0.5653	0.29067	0.54723	-0.87162	0.06857	0.00618	-0.52461	-1.27429	0.3753	1.21887	-0.14642	-1.03059	1	1
CNC(C)Cc1ccccc1	1.67792	-1.35205	-1.01955	-0.5653	0.63772	2.38084	0.54292	0.11588	2.25608	-0.87948	1.6241	-1.12022	-1.23401	-0.52065	-1.08384	1	1
O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O	0.88355	0.24018	-0.40577	3.38822	2.78889	2.05191	-3.12386	0.41675	-1.41173	-2.74551	0.77147	1.03345	1.56926	-0.921	0.24703	0	0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	-0.62668	-0.42708	0.56428	-0.5653	-0.28249	-0.98593	0.3574	0.01255	-0.28206	0.37054	0.89523	-0.15493	-0.76545	0.74003	0.59519	1	1
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	1.92746	-0.32465	0.01855	-0.5653	1.46485	0.78847	0.3483	0.50018	1.57768	-0.39944	-0.00841	-1.12022	-0.99544	0.40345	-0.50158	1	1
CCCNC1CCc2nc(N)sc2C1	-0.32557	-0.94659	-0.86718	-0.5653	0.5659	1.91401	0.33884	-0.16732	-0.2534	-0.60062	1.5817	-0.77656	-1.2275	0.7638	-1.18473	1	1
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1	1.72763	0.70004	1.12056	0.09362	0.29956	-0.30923	-0.04382	-0.91842	-0.65741	0.25541	-0.00937	1.17471	0.28978	1.4613	-0.07898	1	0
CNCCCC12CCC(c3ccccc31)c1ccccc12	0.98792	-1.29511	-1.00245	-0.5653	-0.07153	1.63731	0.56679	0.1148	1.73063	-0.17385	1.62039	-1.12022	-1.11441	0.92719	0.39135	1	1
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F	-0.34644	0.85557	0.26197	0.09362	0.77664	0.13011	-1.05576	-0.40192	-0.24222	0.63402	-0.27853	0.50306	0.70275	-0.42276	-0.42912	1	1
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21	-1.91637	-0.65818	-0.44568	-0.5653	-0.98336	-1.50584	0.28691	-0.13535	-1.00023	-0.40998	-3.19133	-0.80552	0.553	1.69824	0.28195	1	1
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1	0.1235	-0.30814	0.79222	-0.5653	-0.77219	-0.40882	0.30945	-0.10832	0.1928	0.35707	-0.03107	1.04935	-0.16612	-0.921	0.06164	0	0
CC(=O)Nc1ccc(O)cc1	-0.84501	-0.60095	-1.09014	-0.5653	0.64486	0.27667	0.04865	0.96041	-0.838	-0.81727	1.20293	-0.48852	-0.06528	0.45032	-1.25874	1	1
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1	1.12945	0.37762	1.70755	-0.5653	1.0243	0.49732	-0.51254	-0.03214	0.39881	-0.00787	0.982	-0.22291	-0.38763	-0.07461	-0.05516	1	0
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21	-1.39953	0.66762	-0.91438	0.09362	-0.71625	0.23144	-0.36103	-2.40227	-0.31138	-0.61815	-0.13264	-0.36811	0.64238	0.82516	0.8787	1	1
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12	-0.00338	0.56965	1.31945	0.09362	-0.48855	-0.09812	-0.41267	1.25999	-0.59979	0.56677	0.60124	1.26832	0.01846	0.278	-0.41444	0	0
O=C(O)C(=O)O	-2.66423	0.09513	-0.7114	0.75254	1.08073	3.32492	-1.55505	0.1418	-0.22409	-1.50643	-0.54254	-0.02788	2.76505	-0.921	-1.37165	0	0
Nc1nc(=O)[nH]cc1F	-1.94947	-0.60309	-1.1257	-0.5653	-0.0417	0.163	-0.67904	0.1418	-0.67826	-1.05369	0.18282	-0.20112	3.46952	-0.921	-1.59476	1	1
OC1COC(OC2COC(OC3COC(O)C(O)C3O)C(O)C2O)C(O)C1O	1.07537	2.29955	3.10824	1.41146	1.6353	1.71303	-4.30415	-0.06275	1.12563	-1.75857	-1.25763	-1.12022	0.82992	-0.921	2.35752	0	0
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O	-0.88823	1.53659	0.84483	0.09362	-0.4141	0.29968	-1.41491	-0.25312	-0.0448	0.58394	-1.44707	1.22199	0.92395	0.45032	0.32711	0	0
COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1	-0.54612	-0.0772	-0.64217	-0.5653	-1.14901	-0.83813	0.15787	0.33564	0.37233	0.29287	0.47898	-0.6509	0.78523	-0.04792	1.04738	1	1
CC(C)(C)NCC(O)c1cc(O)cc(O)c1	-0.41934	0.07184	-0.53282	-0.5653	0.25596	1.48349	-0.34565	-0.30488	-0.23583	-0.46833	0.11078	-1.12022	-0.61095	0.38862	-0.84014	0	0
COC(=O)C(c1ccccc1)C1CCCCN1	1.18949	-0.69717	-0.59191	0.09362	0.88785	-0.35214	0.48942	-0.05282	0.1061	-0.50049	1.38433	-0.40299	-0.44735	0.51472	-0.64477	0	0
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O	-1.51672	0.57113	-0.55239	0.09362	0.2409	1.17025	-0.89056	0.91685	-1.01542	-0.73639	-0.47721	-0.47556	0.24972	0.88686	-0.91801	1	1
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	0.23198	0.08161	-0.26235	0.75254	0.83892	-0.42397	0.40032	1.00555	-0.5118	0.97197	-0.44574	0.35422	-0.57591	-0.51995	0.50056	0	0
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	-0.75518	-0.65571	-1.08803	0.09362	0.15112	-1.11162	0.25476	-0.06437	-1.17054	-0.52113	0.44996	-0.46937	0.59739	-0.48446	-0.20877	1	1
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	0.96463	-0.7052	-0.72417	-0.5653	0.83879	-1.91904	1.17804	0.27165	-0.75258	-0.39625	-0.17399	0.50796	0.50701	-0.20011	1.6782	1	1
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1	-0.73009	-0.60932	-0.6796	0.09362	0.1546	-2.2917	1.58006	-0.44669	-1.01931	-0.63003	-0.65442	0.46937	0.47253	0.38862	-0.04012	1	1
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O	-0.46461	0.52531	0.05438	0.75254	-0.43235	0.15353	-0.28715	0.9751	-0.078	0.71437	-0.25801	0.92993	-0.32167	0.07548	-0.52392	1	1
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO	-0.18835	-0.38285	-0.08196	-0.5653	0.22006	-0.9447	0.03975	0.49477	-0.48858	0.08104	-1.62693	0.33835	-0.59508	-0.04653	-0.13456	1	1
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O	-0.18808	0.55114	0.08494	0.75254	0.30678	-0.07077	-0.03311	2.73004	-0.85329	1.43554	0.13758	0.36987	-0.91702	-0.42276	0.83884	1	1
Nc1cc(-c2ccncc2)c[nH]c1=O	-0.31146	-0.66382	-1.1257	-0.5653	-0.15027	0.28875	0.04537	0.15377	-0.45021	-0.96782	0.01114	-0.07086	0.03691	-0.921	-1.1633	1	1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O	0.34883	-0.17905	-0.6654	0.75254	-1.00298	-1.06326	-0.07688	-0.42088	-1.06871	-1.86608	-1.26092	-1.2345	2.37373	-0.921	0.16445	1	1
NC(N)=NN=Cc1c(Cl)cccc1Cl	-1.66299	-0.81859	-1.05068	-0.5653	-0.97556	0.27985	-0.01036	0.92246	-0.71325	-0.90605	1.23433	-1.12022	-0.3157	-0.47379	-0.47029	1	1
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O	0.84365	3.31712	4.25187	1.41146	1.74714	1.8498	-5.74766	-0.25891	1.02973	-1.78599	-2.79736	-1.12022	1.11784	-0.921	3.50064	0	0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	0.28234	0.56694	0.75197	0.75254	-0.01604	-0.61475	0.07904	-1.3808	-0.71681	0.33177	-1.66358	0.05376	0.77309	2.20679	-0.00819	0	0
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1	-1.25281	0.36122	-0.10876	0.09362	0.534	-0.28733	-0.53958	-1.64918	-0.97082	-0.45726	0.08718	1.0991	0.48514	-0.921	-0.33097	1	1
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	-0.37341	0.63016	0.18215	0.09362	-0.59954	-0.48584	-0.25146	1.06313	-0.06605	0.87033	0.60768	0.44637	0.64562	0.03656	-0.47823	1	1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1	-0.20761	-0.83304	-0.40572	-0.5653	-0.22535	-0.30072	0.67969	0.26391	1.36286	0.25414	0.76474	-0.97908	-0.90484	-0.921	1.74668	1	1
