SMILES	GATS2Z	ATSC0c	SLogP_VSA2	F02(O-O)	GATS2v	GATS1se	ATSC1se	ATSC7c	GATS2se	ATSC1dv	MINssCH2	VSA_EState2	AATS4s	EState_VSA5	ZMIC1	observed	predicted
Cc1ncc([N+](=O)[O-])n1CCO	-0.9005	-0.40512	-0.57415	0.09362	-0.39141	-1.18251	1.02554	-0.18978	-0.35992	-0.37436	-0.89889	-0.30264	1.2049	-0.14642	-1.4919	1	1
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	0.81851	0.46643	1.25241	-0.5653	-0.24753	0.41711	0.20253	0.1992	1.15262	0.53878	-0.21667	-0.10958	-0.74945	-0.921	0.57905	1	1
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12	-0.46295	-1.01403	0.0013	-0.5653	-0.54922	-0.17165	0.71145	0.13397	1.40869	0.33873	1.52213	-0.56773	-1.07245	0.88333	-0.30693	1	1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C	-0.26486	-0.84757	-0.70724	-0.5653	0.17359	-0.99301	0.37639	0.29546	-0.92373	0.66657	0.63471	0.33803	-0.89856	-0.51995	-0.01819	0	1
CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12	-0.56583	0.73663	1.67773	0.09362	-0.3792	-0.2396	0.08522	-0.95357	-0.62061	2.78212	0.41207	1.96514	-0.2657	0.6199	0.77817	0	0
CC(N)C(=O)NC(C)P(=O)(O)O	0.82795	-0.13568	-0.52889	1.41146	1.6146	1.88301	-1.87803	-1.04895	-1.15236	-1.54686	-1.82188	0.55831	0.6682	0.07548	-1.20089	1	0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	0.65398	0.38176	-0.61845	-0.5653	0.99012	1.37086	-0.15703	-1.89796	0.82252	-0.22195	0.67873	-1.12022	-0.38526	-0.921	0.4189	0	0
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1	-0.01896	0.28113	-0.0043	-0.5653	0.35548	1.2763	-1.04472	1.17735	-0.09959	-0.51326	-0.80306	0.18802	0.48362	-0.46568	-1.04635	1	1
CN1Cc2c(N)cccc2C(c2ccccc2)C1	0.78633	-1.0225	-0.83583	-0.5653	-0.52579	2.13994	0.48298	0.19912	1.89856	-0.56997	1.29994	-0.97955	-0.95316	0.28005	-0.13173	0	0
NC(=O)NO	-0.69108	-0.70145	-1.0825	-0.5653	2.31263	1.57907	-0.53612	0.1418	-0.43272	-1.30188	-0.15591	-0.56627	0.79252	-0.52665	-1.89083	1	1
NCC(O)c1cccc(O)c1	0.54127	-0.46381	-0.89481	-0.5653	1.22514	1.77901	-0.30024	-0.21936	0.00989	-1.23882	-0.29228	-1.12022	0.00351	-0.48446	-1.27989	0	0
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1	-0.0601	-0.14744	0.08929	-0.5653	-0.28146	-0.69238	0.2959	-1.45206	-0.34883	0.71944	0.64714	0.56365	-0.52517	0.83455	0.53143	1	0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1	1.52705	1.13178	0.60492	0.09362	0.13324	0.25664	-0.88084	-1.04284	-0.8537	-0.3422	0.06037	1.35096	1.50011	0.74978	-0.72427	0	0
CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F	-0.0427	1.08396	0.66698	-0.5653	0.38656	-0.57405	-0.57982	1.39621	-0.39854	0.80558	-3.45596	-0.26575	-0.49887	-0.48446	0.48934	1	1
CC(N)Cc1cccc(C(F)(F)F)c1	-1.35974	-0.93314	-1.25921	-0.5653	0.46279	-1.42047	0.16844	0.98005	-1.51473	-0.38176	0.30431	-1.12022	0.3253	-0.48446	-0.69925	1	1
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21	-1.43465	-0.85059	-0.48085	-0.5653	-1.00714	-0.02988	0.2454	0.08241	-0.17112	-0.50305	0.83441	-0.72964	0.07974	-0.921	-0.08415	1	1
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	0.92953	0.18627	0.83642	0.09362	-0.14146	-0.87137	0.81429	0.73075	-0.29894	0.4027	0.56538	0.36857	-0.36633	-0.921	0.45863	1	1
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C	0.04361	-0.59784	-0.92691	-0.5653	0.26761	0.72241	0.20151	0.24939	-0.73755	-0.13532	0.88457	-1.12022	-0.87726	-0.1203	-0.42489	1	1
CNCCCC1c2ccccc2C=Cc2ccccc21	1.34257	-1.28751	-1.00245	-0.5653	0.23032	1.73778	0.55331	0.24045	2.0876	-0.46573	1.56113	-1.12022	-1.01563	1.6045	0.34814	1	1
NCCNCCNCCN	3.33925	-0.78901	-0.12935	-0.5653	3.30728	3.98886	0.04565	-0.3449	1.86983	-1.41823	0.80062	-1.12022	-1.24262	-0.921	-0.69642	1	1
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	-2.64886	-1.09532	-0.76837	-0.5653	-2.13478	-1.07668	0.69324	0.19758	-0.3663	-0.16388	0.35394	-0.83461	-0.46879	-0.921	-0.02925	1	1
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21	0.12862	0.63762	0.4779	0.75254	1.42787	-0.30811	-0.18217	-1.47453	-1.17655	0.08836	0.08036	1.15312	-0.27335	-0.5684	0.34869	1	0
COc1ccc2cc(C(C)C(=O)O)ccc2c1	-0.4831	-0.3352	-0.84626	0.09362	-0.89172	-0.14751	0.2498	0.20075	-0.29552	-0.29622	0.71631	-0.46501	0.00313	-0.921	-0.5998	1	1
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	0.19303	0.39045	-0.32812	-0.5653	-2.25685	0.3488	0.42156	0.84107	2.18297	0.73626	0.73638	-0.84635	-0.34062	-0.921	0.58531	0	0
CN(C(=O)c1c(O)n(C)c2ccccc2c1=O)c1ccccc1	-0.88897	-0.12571	-0.69518	-0.5653	-1.38116	-0.43409	0.17067	0.19715	-0.47357	0.16908	0.39859	0.4851	1.63789	-0.23975	0.38795	1	1
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1	0.50596	-0.26536	-0.68171	0.09362	1.5254	-0.54584	0.24964	0.39904	-1.35246	-0.1456	0.01932	0.31154	-0.62923	-0.921	-0.15711	1	1
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	-0.75173	-0.54459	-1.00306	0.09362	-0.74975	-1.34631	1.25854	-1.23271	-0.9203	-0.67328	1.73674	-1.11326	0.85443	0.82516	-0.7194	1	1
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	0.09693	-1.13825	-0.42493	-0.5653	-0.62078	1.03036	0.75916	0.05873	2.48208	0.17651	1.45174	-0.65684	-1.0785	0.6021	0.38389	0	0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	-0.96759	-0.35801	-0.73607	0.09362	-0.82949	-0.61326	0.22858	0.98787	-0.87632	-0.06239	-0.81454	0.26139	0.21309	-0.921	-0.51709	1	1
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	-1.09044	-0.48571	-0.85783	-0.5653	0.48426	-0.93531	0.19752	0.70185	-1.62344	0.10611	-0.1653	0.95749	1.12054	-0.48376	-0.87421	1	1
CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1	-0.68387	-1.05768	-0.20415	-0.5653	-1.15134	-0.19786	0.62583	-0.20265	1.36277	-0.22496	1.15873	-0.59325	-0.97711	-0.921	-0.18254	1	1
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3	0.53562	-0.67695	-0.81657	-0.5653	0.50008	-0.44167	0.50933	0.64527	0.01686	0.08589	0.53239	-0.44274	-0.81435	1.20415	-0.75094	0	0
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C	0.27047	-0.53842	-0.25375	0.09362	-0.37632	-0.24672	0.39963	0.48825	-0.64007	-0.15729	0.76755	-0.14517	-0.82473	0.98267	-0.22362	1	1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	-0.86823	-0.77189	0.19688	-0.5653	-1.08497	0.17342	0.48419	0.35457	1.09652	0.04211	1.37333	-0.53869	-0.82305	-0.921	0.09615	1	1
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21	1.27668	-0.61666	0.60593	-0.5653	-0.38367	0.73801	0.74567	-0.23352	2.26744	0.46145	0.85879	-0.53689	-1.02649	-0.06197	-0.28283	1	1
O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O	-1.65334	1.25922	-0.36411	0.75254	0.1807	0.81543	-1.22168	-0.93437	-0.853	-1.15385	-0.40974	0.18586	3.06445	-0.04792	0.42551	0	0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	-0.68998	-0.62049	-1.06292	-0.5653	0.36153	-0.6358	0.16669	1.06375	-1.34122	-0.16865	0.16257	0.27772	0.20746	-0.921	-0.78903	1	1
CN(C)CCCN1c2ccccc2Sc2ccccc21	0.20005	-1.14135	-0.37363	-0.5653	-1.16507	0.99156	0.73227	0.35839	3.08863	-0.25674	1.52974	-0.67459	-1.16398	1.06415	0.14078	0	0
NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2	-1.30335	0.33962	-0.07231	0.09362	-0.40736	-0.93938	-0.48424	1.09103	-0.41052	0.0602	-0.24707	0.43044	0.56716	-0.59235	-0.4263	1	1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21	-1.00094	0.28222	-0.05962	0.09362	-0.84867	-0.84663	-0.30976	0.59149	-0.50038	0.81681	-0.13515	0.39118	1.3658	-0.59235	-0.31369	1	1
CC(CS)C(=O)N1CCCC1C(=O)O	0.05063	-0.34102	-0.09691	0.09362	1.04294	-0.41611	0.12045	0.3229	-1.07792	-0.2012	0.29976	0.31915	0.36311	-0.5684	-1.13883	1	1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	0.77669	-0.39822	0.94459	-0.5653	0.62708	-0.72302	0.62824	0.29943	-0.23311	0.62388	0.55622	1.27307	-0.66973	0.3557	0.49327	0	0
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1	0.31907	-0.38251	0.32955	-0.5653	-0.70573	0.23783	0.30691	-0.29318	0.38724	0.46378	-0.67474	-0.21744	-0.6201	1.06533	-0.63726	0	0
NC(=O)CN1CC(O)CC1=O	-0.32299	-0.36524	-0.06998	-0.5653	0.92312	0.26552	-0.4003	-0.50612	-0.3983	-0.89815	-0.81815	0.22964	0.69859	-0.5684	-1.35796	1	1
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2	1.57881	-1.00704	-0.45674	-0.5653	1.1509	0.87955	0.51433	0.098	0.6588	-0.48581	1.14474	-0.9668	-0.95979	1.86912	0.22909	0	0
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1	-1.37332	0.20739	-0.28217	0.09362	-0.35487	-0.66423	-0.41158	0.13221	-0.58313	0.14607	0.35921	0.42042	0.73702	-0.47507	-0.49678	1	1
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21	-1.36972	1.94983	1.24716	-0.5653	-1.12524	0.53472	-1.75747	-1.2713	-0.44787	0.33207	-0.70959	1.26972	1.57271	0.88245	-0.03346	1	1
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	0.15856	-0.1535	0.20016	-0.5653	-1.04339	0.39715	0.31641	-0.41191	1.04522	0.15604	1.46721	-0.97182	-0.78928	-0.1203	-0.78128	1	1
Clc1cccc(Cl)c1N=C1NCCN1	-1.67822	-0.90093	-0.8169	-0.5653	-0.73695	-0.0686	0.07643	-0.0612	-0.29256	-0.80029	1.14913	-0.86286	-0.6539	-0.921	-0.55323	1	1
CN(C)CCN(Cc1cccs1)c1ccccn1	0.95394	-1.00697	-0.20415	-0.5653	-0.9929	0.84502	0.71225	-0.07421	2.89943	-0.50892	1.26586	-0.49911	-1.11913	-0.57004	-0.5601	0	0
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314	-0.07362	-0.30901	0.0156	-0.5653	-1.06427	-0.47421	0.55818	0.18684	0.72001	0.5153	0.70777	-0.21294	-0.78173	-0.1203	-0.69655	1	1
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	-1.48862	-1.30032	-1.225	-0.5653	-0.60037	-1.14466	0.46231	0.09033	-0.25215	-0.55499	1.65883	-1.12022	-1.02006	0.28005	0.23118	1	1
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	-0.1808	-0.62639	-0.6492	-0.5653	-0.11477	0.45976	0.11912	-0.84005	-0.56422	-0.2082	1.41888	-0.2378	-0.67318	-0.11091	-0.99744	0	0
COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1	0.27172	-0.32926	-0.61117	-0.5653	-0.59421	-0.36791	0.55788	0.4104	0.83677	0.50812	0.89565	-0.20607	-0.2548	0.46514	-0.00398	1	1
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	-1.26711	-0.23186	-0.44865	-0.5653	-0.92527	-1.62767	1.0507	0.11145	-0.09724	-0.27477	-0.28504	-0.84956	0.28528	-0.921	-0.05527	1	1
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	-0.45067	0.1734	0.29449	-0.5653	-0.36438	0.09995	-0.05308	-0.91232	-0.0245	0.10128	0.02373	-0.22529	-0.35394	-0.921	-0.76315	0	1
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	-1.24142	-0.51392	-0.45156	-0.5653	-0.9207	-1.11951	0.29149	0.02425	-1.34755	0.22753	-0.01705	1.09205	2.07641	-0.41384	-0.48613	1	1
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1	0.73965	-1.31498	-0.66459	-0.5653	-0.13338	1.25248	0.68976	0.14395	2.36792	0.05254	1.72935	-0.96283	-1.19876	0.8038	0.6201	1	1
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C	-1.18022	-0.15611	-0.44806	-0.5653	-2.44664	0.0901	-0.21993	-0.90956	-0.29304	0.52214	-0.09274	0.54055	1.17848	0.37013	-0.8924	1	1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	-1.84533	-0.69505	-1.1257	-0.5653	-0.8586	0.85656	-0.01096	0.62136	-1.26311	-0.14154	0.88165	-0.6282	-0.02951	-0.921	-0.71244	1	1
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	2.28393	-0.04439	0.00651	0.09362	-0.07184	-1.02072	1.47487	-0.27312	0.25665	0.28697	0.68626	-0.40473	-0.61147	-0.921	-0.67689	1	1
CC(C)COCC(CN1CCCC1)N(Cc1ccccc1)c1ccccc1	1.94138	-0.81978	0.0244	-0.5653	0.67074	0.71299	0.82753	-0.04256	2.85822	-0.12229	0.94147	-0.81187	-1.18683	1.75465	0.75678	1	1
CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12	-0.77704	3.07132	2.07099	0.09362	-0.23019	0.58957	-2.35153	-0.22191	-0.53517	1.12104	-1.11299	2.06792	0.8894	2.25377	0.71301	1	0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	-0.25464	-0.48112	-1.00245	-0.5653	0.37305	-1.26774	0.25226	-0.03417	-0.84407	-0.12164	0.8384	-1.12022	0.23197	-0.04792	0.38094	1	1
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	0.18124	-0.47696	-0.10894	-0.5653	0.55232	-1.19673	0.36715	0.10202	-0.61221	0.28398	0.3115	0.67019	-0.45156	-0.04792	0.42314	1	1
CNS(=O)(=O)Cc1ccc2[nH]cc(CCCN3CCN(c4ncncc4OC)CC3)c2c1	1.21033	0.15398	1.09082	0.09362	-0.54448	-0.59684	0.97564	1.2977	0.56018	0.00654	-0.65695	-0.13319	-0.61019	-0.01349	0.00066	0	0
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	-0.12976	0.63736	0.18215	0.09362	-0.14192	-0.57595	-0.17302	1.3233	-0.18083	0.77336	0.75896	0.46184	0.35611	0.4731	-0.22008	1	1
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12	0.17536	-0.31209	0.1121	0.09362	0.39314	-0.75584	0.37414	0.45068	-0.25666	-0.05905	0.58632	0.67907	-0.48162	-0.921	-0.29337	1	1
CCOC(=O)C(C)CC(C)C(=O)N1c2ccccc2CC1C(=O)O	-0.53219	0.24594	-0.25406	0.75254	0.31533	-0.58965	0.16331	-0.69257	-0.88072	0.71321	-0.03166	1.13167	0.35132	-0.5684	-0.25011	1	1
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C	0.59978	-0.69528	-0.18563	0.09362	-0.42169	-0.48793	0.64647	-0.00196	0.38921	0.13096	0.20577	-0.22893	-0.29969	-0.921	-0.55383	1	1
COc1ccccc1OCCNCC(O)c1ccc(C)cc1S(N)(=O)=O	0.69681	0.26923	-0.09323	0.09362	-0.18822	-0.18971	0.43179	-0.43131	0.51853	-0.86154	-0.29752	-1.12371	-0.12793	-0.48446	0.12571	1	1
O=P1(NCCCl)OCCCN1CCCl	0.75232	-0.88688	-0.01363	0.09362	0.49948	0.68685	-0.85926	0.10546	0.11393	-1.72891	0.21546	-1.12022	-0.28917	-0.921	-0.61915	1	1
CC(C)Cc1ccc(C(C)C(=O)O)cc1	-0.16934	-0.76289	-1.08803	0.09362	0.44458	-0.3781	0.3532	0.29726	-1.57321	-0.30176	1.49118	-0.47424	-0.54865	-0.52065	-0.80902	1	1
CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O	-1.00195	3.44318	1.92513	0.75254	-0.26091	-0.29451	-2.15815	0.29464	-0.36297	2.09049	-2.48722	2.77804	0.9726	1.39849	1.31881	0	0
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(OC)CC21C	0.17129	-0.34739	-0.47758	-0.5653	-0.11531	0.59113	0.18837	0.65164	0.24776	-0.00278	0.76389	-1.12022	-0.80995	-0.1203	-0.49779	1	1
CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	0.23621	1.76789	2.62474	0.75254	0.55169	-0.28092	-0.00734	3.66684	0.35933	2.77448	-0.91128	2.34339	-0.29379	0.45485	2.32697	0	0
CNCCC(Oc1ccccc1C)c1ccccc1	1.2147	-0.87759	-1.00245	-0.5653	0.33855	0.76525	0.5826	0.17439	1.79035	-0.3171	1.27178	-1.12022	-0.81009	-0.1203	0.03112	1	1
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2	0.31749	-0.16608	-0.00529	-0.5653	-1.08534	0.4949	0.31663	0.90007	1.23165	0.12633	0.68838	-0.97903	-0.76464	-0.1203	-0.74482	1	1
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	-0.06328	0.4763	-0.45866	0.75254	0.39112	-0.59234	0.31013	-0.51163	-0.88177	-1.45042	0.22219	-0.22311	1.94859	3.01725	0.7541	0	0
CCC1(O)C(=O)CCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1	-1.28938	-0.20142	-0.76957	-0.5653	-0.9326	-0.33593	-0.06565	-0.47443	-0.60811	0.62047	-0.24752	0.69591	0.35477	-0.921	-0.28288	1	1
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	-0.92408	-0.30112	-0.63261	-0.5653	-1.39744	-0.84873	0.30382	-0.87679	-0.64972	1.00495	0.01254	1.24668	0.77638	0.68986	-0.58097	0	0
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1	-0.76918	0.58633	0.82614	0.75254	-1.60959	0.26873	-0.05666	-0.46229	-0.3743	1.4851	-0.05282	0.4498	-0.28423	0.22074	-0.03782	0	0
O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1	-1.46763	-0.4929	-0.75545	0.09362	-0.09124	-1.08146	0.36096	0.53945	-0.76398	-0.60655	-1.05264	-0.45537	0.26871	-0.04792	0.03468	1	1
O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl	-1.62903	-0.4957	-1.08803	0.09362	-0.0436	-0.43826	-0.018	0.11422	-1.00341	-0.98464	-0.73612	-0.47116	-0.35294	-0.921	0.09399	1	1
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21	0.43727	1.59992	1.40788	-0.5653	0.27723	0.92558	-1.51285	-0.47836	0.21451	-0.14124	-0.62046	0.48477	0.66115	-0.04792	0.67236	0	0
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	-2.02268	0.72899	1.67773	0.09362	-0.66798	-0.27891	-0.07644	-0.83795	-0.66476	2.55745	0.16528	1.9286	-0.13076	0.21955	0.70089	0	0
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21	0.2413	-0.40466	0.60936	0.09362	0.43281	-0.93934	1.28503	0.14233	-0.71772	-0.57033	0.33391	-0.97287	-0.59025	-0.21084	0.01082	1	1
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O	-1.59051	-0.48679	-1.08803	0.09362	-0.40852	-0.28874	0.06924	0.14272	-1.14176	-0.5997	0.65501	-0.45411	0.19827	-0.921	-0.3248	1	1
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O	-1.61605	1.32685	0.70909	2.07038	-1.12974	-0.14255	-0.67757	1.37137	-0.45692	1.46746	-0.51248	1.16918	0.128	-0.42276	0.31806	1	1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	-1.17035	0.33912	-0.42484	1.41146	-1.08886	-1.34068	1.41285	-1.357	-0.47898	1.12078	-0.31239	1.01302	0.81242	0.90025	-0.20677	0	0
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12	0.78507	-0.97534	-0.62124	-0.5653	-0.05855	1.04031	0.35218	-0.05664	0.48018	-0.354	0.68438	-1.12022	-0.91982	1.14245	0.2639	1	0
COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O	0.81522	2.67103	4.70652	2.07038	0.51824	0.48193	-0.79174	-0.41234	0.94271	2.49606	-1.47928	0.65129	-0.43557	0.08886	3.19	1	1
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1	-1.4989	-0.45148	-0.8539	-0.5653	-0.05053	1.40224	-0.14646	0.01997	-1.18785	-0.18321	0.85922	-0.64294	-0.15373	-0.921	-0.78428	1	1
C[N+]1(CC2CC2)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	1.17784	0.02151	0.78488	0.09362	0.83128	0.02856	0.33792	0.16055	0.40472	-0.08003	-1.08082	-0.35794	-0.569	0.47406	-0.04421	0	0
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1	-0.69142	-0.66137	-0.87534	-0.5653	0.26209	-1.04499	0.7675	0.71484	-0.56798	-0.12535	0.20485	-0.44708	0.37238	-0.921	-0.60976	1	1
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2	0.48223	-0.31716	-0.17274	-0.5653	-0.57468	-0.2978	0.64604	-0.12296	1.03047	0.61773	0.63648	-0.2152	-0.8297	-0.1203	-0.53394	0	0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C	0.31553	-0.99289	-0.90389	-0.5653	0.61452	-0.57908	0.39041	0.23234	-0.77776	-0.08135	0.85072	-0.41772	-0.95709	-0.05791	-0.28885	1	1
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21	-1.74749	-0.63075	-0.44449	-0.5653	-1.6757	-0.54947	0.05513	0.31367	-0.29705	-0.48809	0.07947	-0.05897	0.23976	-0.5684	0.14742	1	1
Cn1c(=O)c2c(ncn2C)n(C)c1=O	-1.79078	-0.48563	-0.82927	-0.5653	-4.45333	-0.3934	0.09267	0.1984	-0.40504	0.46501	-0.51256	0.50964	1.89249	0.37013	-0.84893	1	1
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	-1.18786	1.16054	-0.06193	2.07038	-0.81504	-0.30369	0.6312	0.19774	-0.61793	2.5446	-1.25458	0.65225	-0.04819	-0.921	0.63812	0	0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1	-0.10403	0.23502	0.56558	-0.5653	-0.01972	0.16445	0.08034	1.72019	0.07415	1.11126	-0.50894	0.4278	-0.39752	-0.42276	-0.10896	1	1
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1	0.73122	0.10619	-0.03735	-0.5653	1.33878	0.62527	0.08166	0.724	-0.01053	0.21976	-0.18983	-0.39755	-0.94622	0.46514	-0.1016	1	0
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	-1.63199	0.68702	-0.15558	-0.5653	-2.66727	-0.30312	0.02738	0.50486	0.97111	1.11549	-0.29186	0.38716	0.78517	1.48766	-0.00804	1	1
NCCCC(N)(C(=O)O)C(F)F	-0.51347	-0.09692	-0.45863	0.09362	1.9137	-0.15332	-0.87093	-0.64974	-0.63666	-0.87119	-1.27075	-0.50063	3.22516	-0.921	-1.16541	1	1
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12	0.39678	-0.22797	0.21061	0.09362	-0.65984	0.20322	0.32158	0.242	0.07872	0.03346	0.29129	-0.12444	-0.94416	0.66428	-0.79966	1	1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O	0.3537	2.29648	4.19365	1.41146	0.2091	0.70851	-0.78556	0.23855	0.7646	2.9213	-0.36788	-0.03716	-0.44385	0.08886	2.98867	1	1
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1	-1.71235	-0.10398	-0.78674	-0.5653	-0.67907	2.56133	-0.53893	-1.52107	-1.16618	-0.38807	0.20241	-0.13569	0.6824	-0.921	-0.16006	1	1
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	0.02086	0.09782	-0.0055	0.09362	0.82968	-1.25233	0.78342	-0.2043	-1.04259	-0.32936	0.10295	0.81025	0.5208	0.84394	0.13335	1	1
