SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]
CCCCC(CC=O)SC	-0.452	1	0	-1.3607760161603657	2.3479289940828405	-0.15600519048827996	0.0072686001483640615	2.35	5.169	0.438	0.211	0.387	0.183	0.16666666666666669	0	0
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	-0.83	1	1	-2.961550793612896	0.1563079777365493	-0.6052841906879414	-0.12829392064227885	2.22	5.486	0.377	0.257	-1.588	-0.882	0.20000000000000004	0	0
FC(F)OC(F)(F)C(F)Cl	0.069	0	0	0.0		-0.6172543130589226	-0.23905687505485188	2.43	7.688	0.883	0.309	-1.131	-0.178	0.5	0	0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	1.116	0	3	12.133324995130563	1.1755607414098832	-0.4316380093779724	-0.2155120708917097	2.12	11.073	0.443	0.141	-2.021	-0.439	0.22602739726027393	1	1
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O	-1.818	0	0	2.156824762207397	-0.3772839506172839	-0.4969164234693049	-0.1114662563384042	2.23	5.854	0.464	0.251	-0.64	-1.373	0.22916666666666666	0	0
CCOc1ccc(CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])cc1	-2.156	0	5	1.7683240461998317	-1.7696773473261138	-0.1593261403700514	-0.04055171584228399	2.24	9.842	0.729	0.137	-2.951	-1.586	0.28378378378378377	1	1
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	-1.745	2	1	4.362206486822295	-1.4006249492735978	-0.6243798468261508	0.0313523815692065	2.22	5.676	0.308	0.13	-3.053	-1.838	0.22222222222222224	1	1
Oc1ccc(C2Sc3cc(O)ccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1	-1.828	0	0	2.265121737129049	0.0577162099664701	-0.4210983534843389	-0.05912492770490401	2.24	6.853	0.454	0.148	-2.095	-1.766	0.16216216216216212	0	1
COC1=CC(=O)OC(CCc2ccc(OC)c(OC)c2)C1	-0.762	3	2	-1.2853825978573332	1.27587745389649	-0.37408081247146874	-0.027508693046685115	2.24	5.59	0.382	0.19	-1.578	-1.242	0.2272727272727272	1	1
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1	-1.804	1	1	-0.22615726083137877	-0.11372465917920464	-0.5868865083014048	-0.056484119777616526	2.24	7.221	0.473	0.124	-2.809	-1.911	0.1951219512195122	1	1
Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C	-0.14	0	0	6.203998241965192	-0.8026912210094114	-0.2748105246440324	0.1406910709854312	2.2	6.802	0.672	0.233	-1.175	-1.502	0.3125	1	1
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O	-1.004	0	0	-1.1722739850609947	1.8737433790941502	-0.6980487640883736	-0.4818328435410039	2.13	9.17	0.55	0.263	0.327	-0.596	0.34375	1	0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@@H](O)CC(=O)O)[C@H]21	-1.61	0	2	-2.2713331662252383	-1.2898409746902708	-0.5875927762645605	-0.06413652235293221	2.25	6.494	0.431	0.125	-1.141	-1.639	0.296875	1	1
O=C(O)C1CC(O)C=N1	-0.116	0	1	0.5210914749417066		-0.5860161726064546	-0.22445537280318245	2.37	7.606	0.453	0.213	-0.686	-0.379	0.2777777777777778	1	0
CCCCCCCCCCCCC/C=C/C(O)C(CO[P@@](=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC		3	1	-8.756556077243381	-0.21931495040308827	-0.45080761858966684	-0.11459094543329504	2.13						0.14814814814814814	1	1
CC1=NCCc2cc(O)c(O)cc21	-0.372	0	0	1.0043299420234755	8.506944444444443	-0.522838084943197	-0.15238895349266965	2.23	5.84	0.43	0.319	-0.937	-0.744	0.21428571428571425	0	0
O=C(O)CCCC(=O)NCC(=O)O	-0.731	0	3	-0.10589031161461443	-2.9722222222222228	-0.7467729678696474	-0.18681383148177533	2.37	6.403	0.569	0.213	-0.753	-0.212	0.2916666666666667	1	0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O	-1.19	2	1	-3.6211675751263	0.14242261687363034	-0.4261880011890423	-0.11779136057493624	2.23	7.147	0.381	0.155	-3.845	-2.727	0.17708333333333331	1	1
Oc1cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1	-1.242	0	0	-7.157819844845713	-1.2313619325281135	-0.5160733999001987	-0.05115467196522125	2.22	5.859	0.423	0.198	-1.231	-1.279	0.171875	0	1
C=CCc1ccc(OC)c(OC)c1	-0.08	2	0	-2.3694564598288514	-0.6754850088183426	-0.3054368479851623	0.011569023736585192	2.24	5.145	0.34	0.25	-0.769	-0.87	0.1923076923076923	0	0
CCCCCC(=O)OCC[N+](C)(C)C	-1.446	3	1	-0.9222353989833385	-0.1604339796860573	-0.43426150167069977	0.036239053463230204	2.36	3.905	0.369	0.126	-0.833	-0.606	0.30769230769230776	1	1
C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CCC3C(C)/C=C/C(C)C(C)(C)O)CC(O)CC1O	-2.803	0	0	5.767093610034226	-0.2174755555555556	-0.46686340227961015	-0.07870508463365908	2.25	5.349	0.484	0.127	-1.053	-2.098	0.28787878787878785	0	1
CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1	-0.588	1	1	0.8778532654360494	-0.7426491803278689	-0.3939549365280681	-0.02332070457939157	2.21	6.158	0.368	0.17	-1.574	-1.033	0.15517241379310345	1	1
C[C@]12CO[C@](C)(O1)[C@@]13CC2CC[C@@]1(C)CCC3O	-1.601	0	0	3.1074449260570796	5.224489795918366	-0.4888279154467614	-0.023235074226325304	2.3	4.521	0.416	0.284	-1.246	-1.086	0.3571428571428572	1	0
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC	-0.426	1	1	-8.391968340003391	-2.372947199538515	-0.3874573818635707	0.005995130397325351	2.24	5.215	0.399	0.222	-1.09	-0.643	0.18421052631578944	0	0
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	-2.861	0	2	-7.252350918979098	0.594453969510021	-0.5186658695197209	-0.03324980051019004	2.24	6.285	0.474	0.127	-1.709	-2.106	0.18571428571428572	1	1
CC(CO)CCNc1ncnc2nc[nH]c12	-0.699	0	0	0.37563204558152985	-1.9846103291527468	-0.5836810796542808	-0.1732143915352596	2.29	6.977	0.409	0.193	-1.869	-0.737	0.14705882352941177	0	0
C#CCN(C)C(C)Cc1ccccc1	-0.74	1	0	-2.4294617296838092	0.329003552334135	-0.12682387250345595	0.13876843018213575	2.22	5.322	0.377	0.216	-1.108	-0.739	0.17857142857142855	0	1
CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C/C=C/C=C(\C)CC/C=C(\C)CC/C=C(/C)CCC=C(C)C	-3.847	0	0	9.3734427476469	0.3960993459981314	0.1171415781058908	-0.015533980582516873	2.26	4.855	0.437	0.064	-0.834	-1.78	0.217948717948718	0	1
CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1	-2.127	2	0	-5.939598806799093	-0.19901120220289145	-0.3711983739676822	-0.013388996188434149	2.22	6.192	0.407	0.155	-1.863	-1.708	0.16129032258064513	0	1
CC(C)c1cccc(C(C)C)c1O	-0.826	0	0	-1.8630307996915092	4.671175858480748	-0.5665596316806046	-0.07481521298160537	2.23	4.433	0.363	0.238	-0.391	-0.705	0.23076923076923078	0	0
CCOP(=O)(O)O	-0.795	0	0	0.9295422912734999		-1.1184622028870277	-0.5100237769906567	2.13	6.394	0.625	0.225	0.657	0.447	0.5	1	0
C=C1CCC2CC=C(C#CC#CCC3OC3CCCCCCC)O[C@@]2(C)CCC2C1CC2(C)C	-3.096	0	1	-0.42407149528130283	1.0249232456140347	-0.37166539759924455	0.0534064275139445	2.18	4.748	0.477	0.117	-1.04	-2.011	0.21621621621621623	0	1
COc1ccc(C2Oc3cc(O)cc(O)c3CC2O)cc1O	0.267	1	0	2.0344088033141006	-1.757068938483249	-0.4680076826689703	-0.18186985128299085	2.24	8.784	0.523	0.243	-1.844	-1.592	0.22916666666666663	0	1
CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1	-0.219	1	0	0.1603248897910846	-1.3767313019390583	-0.2800876128822075	0.03509013834549958	2.24	6.322	0.323	0.262	-1.889	-0.778	0.12962962962962962	0	1
CC(C)=CC(C[C@]1(C)OC1C1CCC2[C@]3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)C(C)(C)C3CC[C@]2(C)[C@]12COC(=O)C2)OC1OC(CO)C(O)C(O)C1O	-4.603	0	1	7.5722150184341235	-0.26713731480597486	-0.4554629400676793	-0.10901056779775067	2.28	7.479	0.533	0.08	-3.011	-4.697	0.2837837837837838	1	1
COc1ccc(CC2COC(=O)[C@@]2(O)Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC	-2.862	3	1	-5.482722616079437	-0.4972375690607735	-0.42784555603206914	-0.13625111259956568	2.24	7.643	0.424	0.125	-2.735	-2.444	0.23809523809523808	1	1
C=C[C@@](C)(O)CC/C=C(/C)C(=O)OC1OC(CO)C(O)C(O)C1O	-1.239	0	1	2.234532792471269	-0.813028571428571	-0.5593264698747924	-0.15908669077410514	2.28	7.769	0.427	0.143	-0.628	-1.003	0.29166666666666663	1	1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1	-2.444	0	1	-4.402103932802786	-0.2160696226782491	-0.3860638095079076	-0.02352237386693203	2.24	5.9	0.575	0.151	-0.964	-1.614	0.16666666666666666	0	1
CCCc1cc(=O)oc2c(C(=O)CC(C)C)c(O)c(CC=C(C)C)c(O)c12	-0.419	0	1	-8.47197098589481	-0.44924372368626225	-0.5262240927085035	-0.05971127385759491	2.21	5.17	0.316	0.172	-0.981	-1.053	0.2321428571428571	1	1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]314	0.694	2	0	-3.7180432614276717	0.06126863941899056	-0.2681410801175839	0.0011302307303285998	2.23	8.77	0.485	0.776	-1.217	-1.795	0.19230769230769235	0	1
CCCCCCCC1OCC(C)O1	-0.717	0	0	-0.0511180391452343	0.011609977324263	-0.4201873634765024	0.03883878092175693	2.36	3.854	0.465	0.136	-0.826	-0.747	0.15384615384615385	1	1
CCOP(O)(=S)OCC	-0.792	0	0	0.07239906717476996	12.25	-0.908602651417228	-0.3493194917542006	2.08	4.63	0.423	0.258	0.931	0.929	0.375	1	0
CCCCCCCCC1CC(C(=O)O)C(=O)O1	-2.072	0	2	-0.07372115012367786	-0.2906674971452299	-0.5704231982990229	-0.039599375645612375	2.35	6.321	0.637	0.148	-1.045	-0.816	0.1764705882352941	1	1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	-2.974	0	0	-1.9085879910164116	0.042016806722689135	-0.6324046746053483	-0.0011168178355274374	2.24	5.835	0.346	0.12	-1.843	-1.273	0.24324324324324326	1	1
O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12	-1.192	0	1	3.032370442862419	-0.8195191701807959	-0.45715945923840134	-0.06148515789681812	2.23	5.054	0.356	0.191	-2.21	-1.594	0.17857142857142855	1	1
CC1NC(=O)CNC1=O	-0.39	0	2	0.7859734898983184		-0.7102594628169832	-0.13925305639167454	2.37	5.559	0.528	0.233	-0.49	-0.499	0.2777777777777778	0	0
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5	0.823	1	0	-3.7401510476358264	3.370769230769231	-0.3705013957801246	-0.045512806162304444	2.23	9.173	0.606	0.792	-1.126	-1.545	0.2	0	0
CCOC(C)(C)C	-0.354	0	0	2.319014846546997		-0.3406929446879859	0.04892342489316655	2.36	3.697	0.375	0.168	-0.314	-0.276	0.5	0	0
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	-0.551	1	2	0.35369834546279394	-1.7649642611784309	-0.535165356117976	-0.08804354585934382	2.22	8.268	0.511	0.217	-1.97	-1.291	0.20833333333333331	1	1
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O	-0.727	1	3	1.6929026750288023	-1.4152637485970823	-0.5967241645471364	-0.011923491807879544	2.23	6.042	0.302	0.288	-1.098	-1.01	0.19999999999999998	1	1
CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2	-1.089	1	1	0.766214292219205	-1.2397722444123396	-0.4482976845159759	-0.01645187167803207	2.23	4.883	0.368	0.196	-2.065	-1.059	0.16666666666666666	1	1
CC/C=C\CCOC(=O)C(C)CC	-1.35	0	1	-0.27573364588128385	-0.6483011937557392	-0.577256750411455	0.016557010036353726	2.3	4.067	0.351	0.143	-0.721	-0.391	0.16666666666666669	1	1
COC1=CC(=O)OC(CCc2ccccc2)C1	-1.025	1	2	1.0765730742135364	0.1701331496786042	-0.40681121665235587	-0.004850151403378242	2.24	5.921	0.476	0.211	-1.221	-0.857	0.19444444444444445	1	1
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO	-1.399	0	3	-2.6198488508416626	-3.1792724431988897	-0.6401813751282903	-0.2804163845428018	2.29	9.402	0.543	0.197	-1.234	-1.041	0.2826086956521739	1	0
O=NN1CCCC1	-0.688	0	0	0.0		-0.3587641907279994	0.3990828636938314	2.39	7.287	0.594	0.148	-0.481	-0.046	0.14285714285714285	0	0
C=C(C(CC=C(C)C)OC(=O)/C(C)=C\C)C1C(OC(C)=O)C(=O)[C@]2(C)OC2C1O	-0.861	0	2	1.2639793516919058	1.1826289409030686	-0.5059990991590879	-0.03758538892220004	2.28	6.251	0.42	0.152	-1.43	-1.879	0.2833333333333334	1	1
COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1	-0.619	1	3	-2.783315630798219	4.379155124653741	-0.434332713162323	-0.022328129713653617	2.24	6.232	0.433	0.264	-0.065	-0.651	0.1875	1	1
CN(C)c1ccc(C2CC3(C)C(CCC3(O)/C=C/CO)C3CCC4=CC(=O)CCC4=C23)cc1	-2.962	2	0	-1.5672715269507693	0.21127983396748545	-0.37640765376267854	-0.04827293509611628	2.23	6.283	0.5	0.174	-1.514	-2.143	0.21621621621621623	0	1
C=C1C(=O)OC2C[C@@]3(C)C(=CC12)C(C)CCC3O	-0.799	0	1	3.1798861540309926	-0.8904558045832288	-0.5585706033617897	-0.03957076432579057	2.26	5.792	0.521	0.266	-0.555	-1.412	0.2750000000000001	1	0
CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O	-2.808	0	1	-0.8950505318378804	-0.18203403244954497	-0.4900066790201564	0.11473584787665547	2.29	6.531	0.501	0.115	-1.399	-0.906	0.15384615384615385	1	1
CCCCC(C)CCC(=O)O	-1.121	0	1	-1.0343518639590168	-0.10992205046901832	-0.7191920543753956	-0.05622940291035573	2.34	5.531	0.497	0.165	-0.677	-0.577	0.25	1	0
CCCCCCCCCCC/C=C\CCCCC(=O)[O-]	-1.772	0	1	0.016645638856572567	0.2107217962880726	-0.14637998886290626	-0.0017353638805302123	2.3	4.571	0.559	0.098	-0.509	-0.653	0.07894736842105263	1	1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	-0.953	1	3	-0.624527231664783	-1.7298144001976887	-0.648008755175619	-0.0045236401648026045	2.21	6.231	0.367	0.099	-1.202	-2.187	0.31818181818181807	1	1
CS(=O)(=O)CCC(N)C(=O)O	-0.342	1	1	-0.9553689659451632	11.314049586776859	-0.6724698714036822	-0.0587857339339304	2.35	6.757	0.486	0.228	-0.015	-0.633	0.45	1	0
CC(CC[C@@]1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)C[C@@]5(C)C4CC[C@]3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O	-5.073	0	0	5.601330766355867	0.46517853079355254	-0.4641449978168364	-0.14893194187985848	2.29	7.54	0.515	0.076	-3.646	-3.872	0.2534246575342466	1	1
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC(=O)C2O	-1.603	0	0	1.9676765004814563	-0.2893916205424439	-0.467258054876448	-0.07857667487000485	2.23	5.951	0.503	0.267	-0.713	-1.171	0.22916666666666666	0	0
CC(=O)Nc1ccccc1	-0.583	0	1	-0.3947880048938299	7.781163434903047	-0.6821196023340464	-0.05456095017968147	2.25	4.042	0.27	0.257	-0.975	-0.249	0.2	0	0
Cn1cnc(CC(N)C(=O)O)c1	-1.141	1	1	-0.4312655546356806	-1.2936807993518775	-0.6033227670020485	-0.19783826354637646	2.33	7.051	0.415	0.227	-1.269	-0.453	0.29166666666666663	1	0
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	-0.829	0	0	2.4171196307900016	-0.3496561650407805	-0.42019053762584235	-0.0477311998495853	2.25	6.346	0.545	0.202	-1.773	-1.91	0.2714285714285714	1	1
CCC(CC)NC(=O)CC(C(N)=O)C(C)(C)C	-1.274	0	2	4.0165679372979985	-2.2018107886144667	-0.7401247543534633	-0.06000572276343814	2.32	5.094	0.418	0.166	-0.623	-0.854	0.375	0	0
CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1	-1.291	1	0	-3.7654092563227968	-0.29407828705252587	-0.3114720430360731	-0.009897957712656036	2.24	4.822	0.41	0.211	-0.902	-0.593	0.2631578947368421	0	0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF	-0.539	0	1	0.2138185906837924	0.5171532069038998	-0.4286372387091211	-0.04377271323160624	2.25	6.553	0.531	0.261	0.015	-2.663	0.31818181818181823	0	1
COc1cc(O)cc(CCc2cccc(O)c2)c1	-1.051	1	0	-0.1622138774348658	-0.6624285829242779	-0.47002276319851083	-0.10237340519583518	2.24	6.799	0.428	0.216	-1.09	-1.01	0.23684210526315785	0	1
CC1CC[C@]2(OC1)OC1CC3C4CC(O)C5CC(O)CC[C@]5(C)C4CC[C@]3(C)C1C2C	-3.566	0	0	5.9922435133067875	0.5599879472693032	-0.4644428641001176	-0.026418444447181423	2.29	4.701	0.465	0.163	-1.221	-2.013	0.27777777777777773	1	1
C=C(C)C1CCC(C)[C@]23CCC(C)[C@@]2(C1)O3	-2.213	0	0	-0.8199174817259172	4.202500000000001	-0.383966209911419	0.05797214625484843	2.28	4.229	0.445	0.241	-0.323	-0.996	0.3055555555555556	0	0
NC(CS/C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl)C(=O)O	-0.167	0	3	-4.720851443317719	-20.097623966942148	-0.6816625474596499	-0.2446454539872742	2.27	6.835	0.533	0.395	0.964	0.687	0.3	1	0
CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1	-0.914	0	0	8.292393440303842	1.3040430603613995	-0.3576547084351672	-0.058260128698057474	2.24	4.914	0.413	0.148	-0.665	-0.445	0.26190476190476186	0	1
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1	-1.54	0	0	-1.770170428759249	-0.9620533639096346	-0.32855154592385427	-0.011841480498332767	2.24	5.522	0.371	0.169	-1.792	-1.519	0.1	0	1
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)[C@H](O)CC[C@H]12	-1.627	0	0	3.97460000801941	0.2361357873038133	-0.4184769684180551	-0.036986170650127374	2.26	4.693	0.512	0.24	-0.718	-1.319	0.2708333333333333	0	0
C/C=C(/C)C(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C	0.362	0	2	-2.860105855778544	0.3133608815426999	-0.5893314709764891	-0.01854605522052177	2.22	6.206	0.387	0.209	-1.438	-1.312	0.2884615384615385	1	1
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[C@@H]2CC(C)=C[C@H]1O	-1.242	0	0	0.6965706874619122	1.6237373737373741	-0.4718434950840127	-0.05614326530158742	2.23	5.39	0.448	0.187	-0.893	-1.455	0.25	0	1
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1	-0.95	1	1	-4.183685921879507	-0.6278792970664426	-0.44619859428904446	0.0241542062834758	2.22	6.381	0.357	0.198	-2.544	-0.977	0.14516129032258063	0	1
CC(C)CC(=O)Cc1ccccc1	-1.229	0	0	1.4639986021619036	-0.33280486193684783	-0.22701761538871726	5.713087875306969e-16	2.24	4.397	0.363	0.195	-0.688	-0.39	0.23076923076923078	0	0
O=C(O)CC(=O)O	-0.439	0	2	0.10417924050909921		-0.7138727699665265	-0.3655911436587397	2.38	8.747	0.376	0.2	-0.495	-0.057	0.41666666666666663	1	0
C=C/C(C)=C\CC=C(C)C	-0.626	0	0	0.8932759924695268	0.8701705534284716	-0.0426586511636195	-0.06399999999999999	2.26	4.434	0.403	0.184	-0.236	-0.586	0.2777777777777778	0	0
CCCCCCCCCCCCCCC(=O)CC(O)CCCCC	-3.592	0	0	-0.02019870455911421	0.051975201845444116	-0.36426923125593713	-0.03436808572759033	2.35	4.276	0.487	0.081	-0.824	-1.125	0.10869565217391303	0	1
O=c1ccn([C@@H]2O[C@@H](CO)[C@@H](OP(=O)(O)O)[C@H]2F)c(=O)[nH]1	-1.567	0	1	2.9014456042888357	-0.5324053936494131	-0.77662373433228	-0.3376311576433032	2.13	9.076	0.514	0.259	-1.351	0.212	0.2954545454545454	1	0
C=C1C/C(=C/C)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23	-1.049	0	2	-3.276130124770165	-2.047375	-0.5212390364980569	-0.08552880276977742	2.27	6.195	0.36	0.214	-1.417	-1.244	0.24074074074074073	1	0
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12	-1.014	0	4	-0.8908146440468889	0.5241248368339861	-0.6129217710887656	-0.05223775484135233	2.24	8.846	0.508	0.193	-0.538	-0.306	0.21052631578947367	1	1
CO[P@@](=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1	-0.328	1	0	4.45675970600133	-2.496585365853658	-0.5692947888557426	-0.1694600588957654	2.06	5.653	0.421	0.36	0.658	0.157	0.26190476190476186	1	1
C=C1C(O)[C@]23C[C@@]1(O)CCC2[C@]12CC(O)C(O)[C@](C)(C(=O)O1)C2C3C(=O)O	-0.406	0	2	-3.850283935517643	0.9749804116235725	-0.5467105095887892	-0.1422335770568106	2.29	8.335	0.541	0.291	-1.006	-2.087	0.33870967741935476	1	0
CCCCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	-0.007	0	1	-0.4091462234627777	-0.10583103764922001	-0.5478243640337256	-0.03215956217408294	2.22	7.36	0.647	0.249	-1.959	-0.7	0.2619047619047619	1	1
O=C(O)CC1CCCN1	-0.694	0	1	0.43086524757449013		-0.6359851025518267	-0.12426232999389265	2.36	5.555	0.538	0.198	-0.772	-0.352	0.2222222222222222	1	0
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C	-2.556	0	0	4.21569983461071	-0.07250147501601813	-0.35944790534695975	-0.0326480906670471	2.25	4.615	0.466	0.152	-0.337	-1.983	0.265625	0	1
CNC=O	-0.218	1	0	0.0		-0.6187983799532545	-0.13388055438529906	2.48	4.531	0.45	0.078	-0.15	-0.144	0.16666666666666666	0	0
Clc1ccccc1CN1C=Cc2sccc2C1	-0.376	0	0	-1.437759324367267	4.585230168167146	-0.17321519374904298	0.01603208249511429	2.24	5.206	0.404	0.283	-0.178	-1.194	0.15789473684210525	0	1
OCc1ccccc1	-0.659	0	0	0.6914774364244998		-0.4182684635666851	-0.12052527165202294	2.24	6.4	0.373	0.234	-0.502	-0.351	0.125	0	0
COC(=O)[C@]12CCC(C)[C@@](C)(O)C1C1=CCC3[C@@]4(C)CCC(OC5OCC(O)C(O)C5O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC2	-3.857	1	1	2.3952075217400357	0.32695792344733193	-0.47440958588740917	-0.0544859324449763	2.26	5.935	0.499	0.135	-0.133	-2.507	0.3163265306122449	1	1
CC(O)CC(=O)O	-0.42	0	1	0.34707007227735137		-0.6839559888381991	-0.20033040409694766	2.37	7.15	0.541	0.191	-0.322	-0.092	0.41666666666666663	1	0
CC(=O)Oc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1	-0.227	0	1	-1.0806894412505013	1.5192408720777517	-0.46130050773418335	-0.01886952704356177	2.21	5.997	0.284	0.269	-1.716	-0.767	0.1875	1	1
COc1cc(C)cc(OC)c1Cl	-0.259	2	0	-5.254557268267001	10.63327032136106	-0.2747312036315209	-0.027883297824926816	2.24	4.387	0.303	0.313	-0.96	-0.502	0.25	0	0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O	0.938	1	0	1.4055669149314465	-2.964578527062999	-0.45032337664953204	-0.2121345578382182	2.22	8.309	0.418	0.284	-2.117	-1.118	0.22	0	1
CC(C)=CCc1c2c(c3oc4c(c(=O)c3c1O)CC(=C(C)C)Oc1cc(O)c(O)cc1-4)C=CC(C)(C)O2	-0.039	0	1	-12.70690337972017	-0.17228715946169057	-0.44310506433303387	-0.08178881626353486	2.21	6.747	0.389	0.173	-2.574	-2.245	0.24390243902439027	0	1
O=C(O)CC[C@@H]1[C@H]2CC[C@H](C2)[C@H]1NS(=O)(=O)c1ccccc1	-2.631	0	1	0.4620366896427045	0.3176470588235294	-0.6717572737069164	0.050021272420300966	2.24	6.688	0.533	0.2	-0.854	-0.543	0.22916666666666663	1	1
O=C(O)C(CS)CCCc1ccccc1	-1.132	0	1	1.475575823278286	-1.1338883107873743	-0.6324695061683102	-0.07574796681195019	2.24	6.224	0.508	0.211	-0.859	-0.925	0.16666666666666666	1	0
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC	-2.66	0	0	-1.97791621747132	0.30863182930247024	-0.45520312427934323	-0.045633004402514235	2.22	4.898	0.434	0.238	-0.506	-1.335	0.21153846153846154	0	1
COc1ccccc1C(C)=O	-0.193	1	0	-0.5761320885266976		-0.2974956764429305	-0.006339423235121372	2.24	4.435	0.268	0.299	-0.698	-0.524	0.18181818181818182	0	0
NC(=O)CCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O	-1.21	0	3	-1.2974012031402178	-0.5956039577661197	-0.690490420328843	-0.2236654127703638	2.33	8.873	0.466	0.186	-1.768	-0.676	0.25	1	1
