SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	-0.847	0	1	0.414482373394256	5.165069669022238	-0.6033573503748662	-0.07721930587895061	2.24	7.66	0.472	0.261	-1.163	-1.024	0.23809523809523814	1	1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	-0.162	0	1	-3.234646792047762	-0.31969813909613204	-0.502532416450636	-0.05025309037600806	2.22	6.857	0.324	0.256	-1.067	-0.954	0.16	1	1
CCCC(=O)CC	-0.632	0	0	-0.06112707856145161		-0.38537250152125047	-0.002431531635536025	2.35	2.97	0.477	0.183	-0.003	-0.027	0.24999999999999997	0	0
CCOP(=O)(O)OP(=O)(O)O	-0.931	0	0	-2.5107347574547894	20.96675900277008	-1.1202749067340267	-0.6284676688285515	2.12	6.975	0.597	0.281	1.525	0.914	0.55	1	0
CCN(CC)C(=S)SC	0.049	1	0	2.1538998316118745		-0.4982850818176931	0.10540596638265898	2.32	3.677	0.346	0.286	0.061	-0.101	0.25	0	0
CCCCC/C=C\C=C/C(O)C/C=C\C/C=C/CCCC(=O)O	-1.618	0	1	-0.16428570026250422	-0.23872340425531915	-0.5994428039162686	-0.06754450399599281	2.28	6.368	0.513	0.096	-1.095	-1.56	0.11363636363636365	1	1
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	-0.072	2	1	-2.3854116025934404	-1.2467532467532467	-0.4239604821858429	0.07884727492162935	2.24	5.767	0.34	0.153	-2.235	-1.138	0.2222222222222222	1	1
COc1ccc2c(CN(C)C)cc(=O)oc2c1	-0.666	3	1	-2.4839975473735785	-0.11695075757575757	-0.43698396922519356	-0.02332758491179477	2.22	6.407	0.443	0.25	-1.503	-0.834	0.25	1	1
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC	-5.116	0	1	0.5769089457564651	0.2392253968253968	-0.4774972288412151	-0.051497506712990734	2.3	5.031	0.408	0.043	-2.388	-2.624	0.09649122807017543	1	1
NC(Cc1cnc[nH]1)C(=O)NCC(=O)O	-0.813	0	2	-0.061872561286557604	3.5308045565694512	-0.6573988049467544	-0.24730574135943797	2.33	7.449	0.456	0.218	-1.567	-0.44	0.2333333333333333	1	0
OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O	-1.734	0	0	0.052576330086543555	0.3011104305914309	-0.4808126892575693	-0.29509047128853194	2.36	8.553	0.494	0.145	-1.742	-1.418	0.23913043478260865	1	1
[N][C@@H]1CCCC[C@H]1[N]	-0.726	0	0	0.0		-0.21836377029698625	4.142861400666379e-16	2.34	3.672	0.514	0.161	-0.181	-0.494	0.1875	0	0
O=c1[nH]c(=O)n(COCCO)c(O)c1Cc1cccc(OCc2ccccc2)c1	-1.309	0	1	0.5100833327701291	-0.9267807011816936	-0.595174634997786	-0.11082518718269568	2.24	6.694	0.377	0.154	-2.363	-1.057	0.16129032258064513	0	1
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1	-1.535	1	0	-6.548425256996602	0.4392611440957495	-0.2810076704799943	0.01903090865700932	2.22	5.394	0.364	0.168	-1.749	-1.307	0.10344827586206896	0	1
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C	-1.095	1	0	-0.9801872558129334	-0.26198133092442055	-0.407193151551333	-0.02762815247447313	2.24	5.57	0.374	0.168	-1.978	-0.605	0.13461538461538464	0	1
OCC(O)C(O)CO	-0.824	0	0	0.44358506705609885		-0.5151259379717021	-0.3200243473390202	2.38	7.674	0.384	0.189	-0.525	-0.492	0.2857142857142857	0	0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	-1.061	0	0	1.0843545315986844	-0.6411739737656432	-0.2818509885287445	-0.02933695850579642	2.23	5.989	0.439	0.181	-1.801	-0.953	0.15	0	1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	-2.117	0	2	-1.7214171355568082	-0.7887225896275669	-0.5405893419704435	-0.019025091875648343	2.25	5.684	0.393	0.139	-1.277	-2.085	0.2419354838709677	1	1
CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1	-1.78	1	1	-10.296206407424528	-0.13932450969487958	-0.47243337055385254	0.0025006478198624023	2.23	5.632	0.413	0.196	-1.686	-1.167	0.21153846153846156	1	0
C=CC1CO1	-0.364	0	0	0.0		-0.2986631418630126	0.0013661705772299872	2.31	4.166	0.294	0.118	-0.302	-0.282	0.2	0	0
CC1OC2(CS1)CN1CCC2CC1	-0.466	0	0	-2.5295348880351622	6.760000000000001	-0.28375491651545776	0.04768764256934348	2.33	3.58	0.396	0.237	0.423	-0.786	0.26666666666666666	0	0
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC[C@]12C	-3.905	0	1	3.784107403471315	-0.16048380053543165	-0.5740873826464542	0.020176898140874013	2.29	5.492	0.54	0.144	-0.577	-1.61	0.29729729729729726	1	1
CC1=CCC(C(C)C)CC1=O	-1.049	0	0	0.24718305354796244	4.45679012345679	-0.3748010693325423	1.6502667229983796e-16	2.27	4.049	0.429	0.236	-0.287	-0.606	0.2727272727272727	0	0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]314	1.309	2	0	-4.408699565940091	0.8770678273112017	-0.31945290451610964	-0.038823084157512816	2.23	11.027	0.399	0.777	-1.55	-1.991	0.19230769230769235	0	1
COc1ccc(C(=O)C(C)N2CCCC2)cc1	-0.567	1	0	1.4350588388210066	-0.8854166666666666	-0.2863125589856407	0.014250477945113867	2.24	4.633	0.376	0.202	-1.024	-0.694	0.16666666666666669	0	1
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	-1.598	0	0	-1.4060664041537756	1.3279712772621781	-0.45934552244408794	-0.016622404403081846	2.23	4.738	0.385	0.182	-0.771	-0.969	0.24	0	1
CC(C)C1=CC2=C(CCC2C)C(C)CC1	-1.902	0	0	-4.186486818040517	3.6982248520710055	-0.06518783864752209	0.04000000000000766	2.25	3.808	0.408	0.23	-0.795	-0.91	0.21875	0	0
C/N=C(\NC)NCCCC(N)C(=O)O	-1.421	2	1	1.513306296628934	1.9920819256756757	-0.7404880015338803	-0.1886644453650074	2.36	6.49	0.487	0.16	-0.678	-0.386	0.23076923076923078	1	0
C/C(C(=O)O)=C(\C)C(=O)O	-0.305	0	2	1.1311220134744424		-0.7965596177699124	-0.18036295912891714	2.27	7.382	0.498	0.319	-0.626	-0.247	0.33333333333333337	1	0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)cc1	-1.008	0	0	-3.584320036764388	-1.3726400325620711	-0.5185410165343692	-0.013136130813712428	2.24	8.415	0.633	0.239	-2.74	-0.926	0.29310344827586216	1	1
CC1SC(c2cccnc2)N(C)C1=O	-0.321	1	1	1.3919089469682349	3.168639053254438	-0.4779582523407669	-0.006163948092981029	2.27	5.08	0.37	0.293	-0.303	-0.654	0.16666666666666666	0	0
CSCCC(N)C(=O)NC(C)C(=O)O	-0.217	1	2	-2.0669637155470406	1.1837547892720302	-0.7125015973115197	-0.15391171840010814	2.36	6.413	0.393	0.195	-0.403	-0.452	0.2692307692307693	1	0
O=C(O)C(O)Cc1ccc(O)c(O)c1	-0.832	0	1	-0.7826262040750623	-1.0	-0.613206168854913	-0.25431875677629195	2.24	9.172	0.485	0.261	-1.125	-0.628	0.28571428571428564	1	0
CC1=CCCC(=C(C)C)C1	-0.787	0	0	-2.084310649095562		0.16853690103343033	4.7544706501304006e-17	2.26	3.554	0.39	0.229	-0.132	-0.514	0.25	0	0
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1	-0.736	0	1	0.6509417273364826	0.11632231404958673	-0.5158538278878498	-0.07433550820954696	2.24	7.991	0.513	0.177	-2.834	-1.136	0.20370370370370366	1	1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C	-4.583	3	2	2.608564905844016	-0.2234844002682129	-0.4160460432738912	-0.03249684228652117	2.26	6.246	0.416	0.067	-1.712	-1.821	0.2352941176470588	1	1
CCCCCC(=O)CCC1C(O)CC(=O)C1C/C=C\CCCC(=O)O	-1.205	0	1	0.3324344277743392	-0.23429405172231496	-0.5453609082351013	-0.05479091460404447	2.3	5.899	0.475	0.118	-1.112	-1.382	0.18	1	1
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2	-0.258	0	1	0.20285758558925626	1.2118518518518515	-0.6008781071767848	-0.034649733432449766	2.23	4.278	0.29	0.305	-1.702	-0.661	0.18421052631578944	0	1
CC(CCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C	-2.616	0	1	6.027062008300663	-1.1716470678053292	-0.7012110797941679	0.014577375201546144	2.29	6.572	0.598	0.171	-0.422	-2.424	0.31944444444444436	1	1
OCC1OC(O)C(O)C(O)C1O	-0.713	0	0	1.1299422038490001	9.0	-0.506333567749964	-0.3232228668092263	2.36	8.249	0.437	0.246	-0.919	-0.794	0.24999999999999997	1	0
NC(CP(=O)(O)O)C(=O)O	-0.839	0	1	1.3304387193955525		-0.7985560113552423	-0.4912688283590024	2.11	8.717	0.49	0.264	0.012	-0.032	0.5	1	0
CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O	-1.909	0	1	-0.016603028813999887	-0.9156070591501907	-0.6064472022412022	-0.035776491325973436	2.27	6.085	0.58	0.136	-0.883	-0.662	0.14285714285714285	1	1
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	-0.823	0	2	-2.2713331662252383	-1.2898409746902708	-0.5875927762645605	-0.06413652235293221	2.25	6.516	0.409	0.124	0.774	-0.435	0.296875	1	1
CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O	-1.119	0	2	-0.394749087655917	-2.361577317907772	-0.7231203257203979	-0.10990701015971852	2.35	6.21	0.491	0.165	-0.403	-0.686	0.3333333333333333	1	0
CC1OC(OC(C(O)C=O)C(O)C(O)CO)C(O)C(O)C1O	-2.624	0	0	-0.7009897069477873	-0.952920645109524	-0.4620127451933607	-0.25354544194403505	2.36	9.105	0.507	0.168	-1.302	-1.036	0.25	1	0
O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1	-1.513	0	2	-0.970960668214195	-0.28299319727891165	-0.5954747726771538	-0.13307529595025272	2.24	7.497	0.497	0.19	-1.884	-1.738	0.23076923076923075	0	1
CC(O)CO	-0.391	0	0	0.0		-0.5377282525862161	-0.2171318215319199	2.39	6.345	0.433	0.089	-0.274	-0.248	0.375	0	0
CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1	-2.884	1	1	-2.4764635368665266	-0.42196224748511824	-0.5807360070544743	0.04903142178971605	2.24	5.855	0.46	0.106	-2.81	-2.274	0.19318181818181818	1	1
CC(C)=C1C[C@@]2(C)C(C)CCCC2CC1=O	-1.475	0	0	-1.4928391844677982	2.2313461538461534	-0.31709375374731524	0.003951891581626401	2.26	4.186	0.415	0.24	-0.395	-0.792	0.2941176470588235	0	0
CCCCCCCCCCCC/C=C/CCC(O)C(O)CCC(O)C1CCC(CCCCCC(O)CC2=CC(C)OC2=O)O1	-3.248	0	1	0.1402463120024784	0.022944251379844044	-0.5003762744096333	-0.05082817471527725	2.28	5.07	0.421	0.06	-2.399	-1.929	0.15555555555555556	1	1
NC(CNC(=O)C(=O)O)C(=O)O	-0.964	0	3	-0.7972311266664405	-3.840000000000001	-0.7070460438295564	-0.3543496811647408	2.38	9.219	0.476	0.243	-0.654	-0.276	0.3181818181818182	1	0
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	0.664	0	0	-1.8813190092141583	-3.1632653061224487	-0.016398519841515274	0.3498439612870834	2.17	8.075	0.733	0.455	-1.25	-0.952	0.13636363636363635	1	0
O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	-0.082	0	1	0.43298290143361395	-0.654495687651707	-0.4839882588973584	-0.24578988791306772	2.22	10.713	0.475	0.197	-3.159	-1.835	0.2222222222222222	1	1
C=CCl	0.012	0	0	0.0		-0.3969128461851749	-0.004022803164002445	2.33	1.921	0.462	0.0	0.053	0.046	0.25	0	0
CCOc1ccc2ccc(=O)oc2c1	-0.065	0	1	0.5716316445476393	-3.2430555555555554	-0.5242950350509663	-0.03154784109041952	2.22	5.221	0.355	0.285	-1.335	-0.513	0.19999999999999998	1	0
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21	-0.29	0	0	0.08764211405336114	0.8744567546061086	-0.45459590756936125	-0.11602841604323338	2.24	7.729	0.487	0.285	-1.06	-0.966	0.2142857142857143	0	1
CCSC(C)CCO	-0.835	0	0	1.8097023000022523	5.586776859504133	-0.4380417661051102	-0.08120709807808389	2.35	4.759	0.437	0.199	0.158	0.093	0.21428571428571425	0	0
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C	-1.024	0	2	-3.0100831076717225	-1.6089623507805326	-0.5044767765030397	-0.022912431383181137	2.22	7.091	0.349	0.173	-3.2	-1.47	0.19444444444444445	1	1
COc1ccc2c(C(F)(F)F)cc(=O)oc2c1	0.686	1	1	1.2509122435273428	-3.8568376068376065	-0.5322695577027574	-0.05605627745309161	2.22	7.904	0.627	0.385	-1.906	-0.585	0.3055555555555556	1	0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	-3.225	0	1	4.147272059086566	-0.29359242691618426	-0.4763160640450521	-0.06784906198309226	2.28	6.103	0.509	0.094	-3.38	-3.865	0.26229508196721313	1	1
CC(C(=O)O)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	-0.62	3	3	-4.238384635147265	-0.4173698395506412	-0.3614439435757952	-0.07669073648108518	2.35	7.96	0.579	0.174	-1.305	-0.652	0.4117647058823529	1	0
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	-1.459	1	1	0.6115997388775003	0.4987023772448873	-0.43637866937904524	-0.04843370776023577	2.22	5.365	0.403	0.218	-1.835	-1.352	0.15000000000000002	1	1
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	0.126	1	1	1.0783059843740268	-2.449089980499582	-0.6026201728608667	-0.08135624996646126	2.27	6.665	0.399	0.206	-2.55	-1.335	0.16666666666666669	1	1
CCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)nccc32)C(O)C1OP(=O)(O)O	-2.344	0	3	11.317705075516654	0.6557285130734896	-0.7652137258231501	-0.25359911384187594	2.12	7.116	0.495	0.057	-1.76	-2.35	0.24999999999999994	1	1
CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	-4.817	0	3	11.979480695140365	0.9264641158923348	-0.7857484080969702	-0.24490968846337657	2.12	6.862	0.483	0.054	-0.708	-0.163	0.23239436619718307	1	1
C[C@]12CCC(O)CC1=CCC1C2C(O)C[C@]2(C)C1CC[C@]2(O)C(=O)CO	-2.875	0	0	4.42916416681628	0.047798350414283805	-0.44572685985985283	-0.10424849671433777	2.26	5.819	0.48	0.219	-0.902	-1.106	0.29310344827586204	0	1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1	-1.474	2	0	-2.5908528870807235	3.012962962962963	-0.31626169533128307	-0.02299910589771128	2.24	5.795	0.453	0.295	-0.945	-0.779	0.24999999999999997	0	1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-2.96	0	0	5.92009656081396	0.7272638724911451	-0.3806767126921642	-0.03350395198518391	2.27	4.748	0.455	0.22	-0.876	-1.662	0.2692307692307693	0	1
COc1cc2ccc1Oc1cc(ccc1O)CCC(=O)CCCC2	-1.579	1	0	-2.1286605159144636	-1.5951758034026469	-0.4276895872780755	-0.038707856197299634	2.24	6.485	0.36	0.198	-2.176	-0.657	0.19230769230769232	0	1
CC(C)=CC1C[C@](C)(O)C2C3CCC4[C@]5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CC[C@]4(C)[C@]34CO[C@]2(C4)O1	-3.442	0	0	9.808631986189361	0.4282418994584339	-0.44733065475301653	-0.10015520520601653	2.28	7.197	0.506	0.087	-4.104	-5.254	0.29166666666666663	1	1
C1=CNC(C2=CC=CC(C3C=CC=CN3)N2)C=C1	-2.198	0	1	-0.2899396731290028	-0.11770733825445077	-0.43572203911200946	-0.10504323307855308	2.27	5.33	0.368	0.223	-0.757	-1.1	0.1	0	1
COC(=O)CC1c2cc(O)c(O)cc2C(c2ccc(O)c(O)c2)C1C(=O)OC	-1.249	2	2	-3.4810721244132985	-0.9765625	-0.5449434138982171	-0.14589226674514494	2.23	9.387	0.393	0.236	-1.753	-1.699	0.21666666666666667	1	1
O=c1[nH]c2cc(Cl)ccc2o1	-0.095	0	0	0.24416147315091896		-0.8755431345945756	-0.14726345977947958	2.24	4.99	0.514	0.408	-0.974	-0.185	0.25	1	0
CCC(=O)C(=O)O	-0.187	0	1	0.34655665501066896		-0.6386543845305389	-0.13034416740150964	2.36	7.16	0.562	0.204	-0.405	-0.185	0.3333333333333333	1	0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC1COP(=O)(O)O1	-2.415	0	1	0.7891047388274945	-0.6168520710059172	-0.7652546900100263	-0.162932032086195	2.13	5.518	0.593	0.086	-0.453	-0.576	0.1607142857142857	1	1
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O	-1.929	0	0	-3.158475641639739	-0.8158914728682171	-1.0350365932689285	-0.7672756644081378	2.12	10.107	0.571	0.177	4.818	1.773	0.5227272727272727	1	0
CCCCCCCCCCCCCCCCCCCc1cc(O)cc(O)c1	-2.927	0	0	0.45179512859755533	0.004823194899860339	-0.5160049366179477	-0.06513397079961325	2.24	5.239	0.519	0.083	-1.269	-1.565	0.1111111111111111	0	1
CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CC[C@]4(C)C3CC[C@]12C	-1.971	0	0	5.747647941656415	0.07509303201506595	-0.4308866902314757	-0.05571100131906838	2.27	4.762	0.494	0.149	-0.157	-2.186	0.265625	0	1
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	-0.478	2	0	-0.8072035867691136	-2.3742430149447693	-0.2798774424176333	0.0020586286987322217	2.23	7.836	0.618	0.221	-1.723	-1.274	0.23076923076923075	0	1
CN(C)P(=O)(N(C)C)N(C)C	-0.254	6	0	13.935937324887899		-0.8153791667774064	-0.25748799122929894	2.12	4.319	0.477	0.245	0.595	0.285	0.45	0	0
COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13	-0.349	2	1	-0.2625882138095116	-0.039999999999999945	-0.3555705915993696	-0.006063988785447711	2.22	5.454	0.346	0.223	-1.798	-1.912	0.17741935483870963	1	1
CCCCC/C=C\C=C/[C@H](O)C/C=C\C/C=C/CCCC(=O)O	-0.923	0	1	-0.16428570026250422	-0.23872340425531915	-0.5994428039162686	-0.06754450399599281	2.28	5.716	0.479	0.097	-0.796	-1.114	0.11363636363636365	1	1
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	-1.145	1	2	1.4772001813486917	-0.2515024585685679	-0.506078796818439	-0.024122415827841474	2.24	6.015	0.362	0.337	-0.875	-0.629	0.17391304347826086	0	0
C/C(=C\C(O)CC(C)C1CC(=O)[C@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3=O)C(=O)O	-2.217	0	1	3.4812277610370805	0.05721172340310143	-0.546843103594596	-0.05917136862364462	2.24	7.439	0.571	0.172	-0.771	-1.851	0.3375	1	1
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1	-0.044	0	1	-0.5273620054837613	0.29470085470085494	-0.5806254370812916	-0.06271461944799771	2.24	6.356	0.432	0.286	-0.718	-0.427	0.18421052631578944	1	1
C=C(C)C1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)C(C(=O)O)C(O)C(C)(C)C5CC[C@]43C)C12	-1.386	0	2	1.8554737494866387	0.12484646350538386	-0.6133908170249125	-0.06125959322304925	2.28	6.356	0.527	0.186	-0.966	-2.017	0.32051282051282043	1	1
CC/C=C\COC(=O)CCCCC	-1.261	0	1	1.057288076913166	-1.6956982411527866	-0.5849958673667853	0.016557010036353726	2.3	3.813	0.451	0.138	-0.533	-0.348	0.12499999999999999	1	1
CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O	-1.495	0	3	-1.0505582783420762	2.3444444444444437	-0.7530837923596906	-0.16831105250756115	2.35	7.884	0.483	0.179	-0.599	-0.51	0.3125	1	0
Oc1ccc2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)c2c(c(C3c4ccc(O)cc4OC(c4ccc(O)c(O)c4)C3O)c1O)OC(c1ccc(O)c(O)c1)C(O)C2	-0.92	0	0	2.3507794942613587	-0.3192081033251357	-0.49328865586008375	-0.2102448489856336	2.22	10.883	0.482	0.129	-3.711	-4.539	0.19565217391304346	0	1
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12	0.404	0	0	2.1745530940518774	-1.8110884353741492	-0.2973008184831182	0.056652131944213396	2.18	4.107	0.422	0.325	-1.631	-1.132	0.11538461538461539	0	1
O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1	-0.883	0	0	-1.2440241764329003	0.43581506676744797	-0.35719330276842326	-0.02207426421666511	2.24	6.16	0.382	0.227	-2.07	-1.23	0.17307692307692307	0	1
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1	-1.288	0	0	0.2944215785537182	-2.0074260390465923	-0.3293819774076364	0.08429076880603896	2.24	4.692	0.325	0.163	-1.324	-0.983	0.125	0	1
Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C	-0.958	2	1	-3.961181063193265	-1.4789758645897102	-0.7175125893708754	-0.005141192907893761	2.28	5.013	0.343	0.197	-1.95	-0.832	0.17391304347826086	0	1
CNCCC(Oc1ccccc1C)c1ccccc1	-1.224	1	0	-0.27304637229904816	-0.5797916666666664	-0.33200043128125817	0.012176224606370618	2.24	5.484	0.371	0.181	-1.402	-0.975	0.12500000000000003	0	1
C=C1CC[C@]2(CO)C(O)C[C@]3(C)C(CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@]43C)C2C1C	-3.322	0	0	3.360511458527674	0.1535490423502407	-0.4397562535625604	-0.06864072598542226	2.27	5.337	0.508	0.176	-0.37	-2.44	0.32432432432432434	0	1
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1	-1.154	0	1	-9.415356192827186	-0.6829730036727122	-0.5137191485790688	-0.04065248499895445	2.23	6.524	0.408	0.225	-1.451	-1.13	0.21666666666666665	1	1
CC1=CC2OC3C(O)C(O)[C@@](C)([C@@]34CO4)[C@@]2(CO)C(O)C1=O	-0.633	0	0	1.2870981581027574	0.3381749096034816	-0.3883232313154194	-0.15051964038080998	2.27	7.316	0.455	0.314	-0.483	-1.995	0.28	0	0
CC/C=C\CC(=O)OCC	-0.724	0	1	0.278856519219056	-1.0486111111111112	-0.5755668707649659	0.006686378297537825	2.3	4.123	0.367	0.166	-0.422	-0.357	0.16666666666666669	1	0
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)OC23CCCC3)cc1	-1.344	0	1	-3.1243440112854515	2.7562236746550473	-0.6429795727983638	0.035069560256865986	2.22	6.761	0.537	0.246	-1.831	-1.075	0.25	1	1
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1	-1.518	0	0	-5.495966405489565	1.283938019652305	-0.17457799954067765	0.036892448005330286	2.23	5.889	0.433	0.196	-1.971	-1.073	0.16176470588235292	0	1
CC(C)CCCC(C)CCCC(C)C(=O)O	-1.825	0	1	1.9738097159569996	0.3264462809917355	-0.6985289406462168	-0.043138598857254656	2.34	5.052	0.53	0.129	-0.526	-0.889	0.26666666666666666	1	1
CCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC	-0.996	3	1	-8.61574594189557	-0.15113350125944586	-0.6265924844493642	-0.12653780279894425	2.13	3.428	0.379	0.148	-1.336	-2.939	0.14814814814814814	1	1
CCC(C)C(N)C(=O)NC(CO)C(=O)O	-1.109	0	2	-0.01424630949023814	-1.7884784767901647	-0.670614920617412	-0.17426401876532746	2.34	7.208	0.538	0.19	-1.024	-0.838	0.28571428571428564	1	0
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	-1.458	0	0	2.265121737129049	0.0577162099664701	-0.4210983534843389	-0.05912492770490401	2.24	6.772	0.493	0.147	-2.067	-2.024	0.16216216216216212	0	1
CNC(=O)Oc1cccc2c1OC(C)(C)C2	-0.308	1	0	-3.6054765484680007	-4.520413784660586	-0.7211766455870735	-0.04628996265496757	2.24	5.293	0.296	0.231	-1.367	-1.179	0.2941176470588235	1	0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	0.142	1	1	2.755492090631572	-2.112925170068027	-0.47449555701418816	-0.07575854734519379	2.24	5.422	0.359	0.175	-1.179	-0.803	0.22500000000000003	0	1
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	-1.346	0	1	0.03894058317361096	-0.1195472684739232	-0.5935371958595111	-0.04328081967648703	2.28	6.083	0.49	0.098	-0.938	-0.918	0.07142857142857142	1	1
NC(Cc1ccccc1)C(=O)O	-0.742	0	1	-0.8689875868519241	0.31596003240615783	-0.662626224519345	-0.15384783854518344	2.24	6.911	0.451	0.243	-0.572	-0.499	0.20833333333333331	1	0
