SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]	observed	predicted
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1	-0.21800938315192425	0.6450274088387408	-0.7358181985411926	-1.779048541192571	0.08162788823549749	1.1747869852918207	0.6899916261313088	-0.6581386653056354	-0.5278665870849375	-1.007094548377864	-0.38292795223829307	-0.4534568419192217	-0.12747917139798307	-1.6106791009326138	-0.995620873548357	0.7590039239172213	0.0	1.0
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C	0.16280519649158556	0.6450274088387408	-0.7358181985411926	-0.3037295513512345	-0.13143275845083746	0.459880999451871	0.3201318600714051	-0.3178140839593915	-0.4177136893665153	-0.8888596409993735	-0.38292795223829307	-0.6802554282160668	0.635987144392301	-1.2114658179796585	-0.995620873548357	0.7590039239172213	1.0	1.0
OCC(O)C(O)CO	0.39735235804474733	-0.5321107114104486	-0.7358181985411926	0.07350259007172129	-0.9185403723662985	-0.15161403488320793	-1.9976513444525688	2.064457985464308	0.8991141333582572	-0.7706247336208831	-0.1320165683208148	0.7587766499032177	0.7588812949397399	0.7239298850901374	-0.995620873548357	-1.3175162452902711	0.0	0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	0.1922317776458568	-0.5321107114104486	-0.7358181985411926	0.24327610890284632	-0.24664401929200017	1.1700091525657437	0.30658639679673716	-0.48797637463251725	-0.1554746885482268	-0.12033274303918666	-0.2276018574322352	-0.5049569575848807	0.2575166630603653	-1.0144073463943704	-0.995620873548357	0.7590039239172213	1.0	1.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	-0.7217232134985669	-0.5321107114104486	1.075339250028564	-0.500120315753095	-0.29147416668475595	-0.2958773826471995	0.38832710239559237	-0.14765179328627334	-0.3463646533443557	-0.6642133169802418	-0.7294246252671918	0.014005746430608024	-0.9735999601228278	0.16317593944997316	1.004398387546894	0.7590039239172213	0.0	0.0
CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1	-0.4300538649988787	0.6450274088387408	0.16976052574368564	-2.772032802968085	-0.094165561179445	0.09026143081035469	0.5589585907920892	-0.48797637463251725	-0.37890982767025344	-0.4277435022232617	-0.048379440348321937	-0.39106247101659597	0.024779068218312814	-0.22617346005321662	1.004398387546894	-1.3175162452902711	0.0	0.0
C=CC1CO1	0.7954766913084167	-0.5321107114104486	-0.7358181985411926	-0.04402641513581292	0.9194907437072762	1.0747596123533294	0.5499657504437181	0.8733219507524583	-1.2964333961657455	-1.834738900027296	-0.9803360091846703	0.9796329151617176	0.9872686543641838	-0.37396731374218306	-0.995620873548357	-1.3175162452902711	0.0	0.0
CC1OC2(CS1)CN1CCC2CC1	0.707196947845603	-0.5321107114104486	-0.7358181985411926	-0.7142331941907224	2.002077313572531	1.1592224162252929	0.9171494952317938	1.2136465320987022	-1.6631924760691281	-0.6287428447666947	0.441495166347707	1.6976633739617737	0.4391389917455183	0.47995272979406634	-0.995620873548357	-1.3175162452902711	0.0	0.0
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC[C@]12C	-2.2692151871408295	-0.5321107114104486	0.16976052574368564	0.9585825808793837	-0.10059445325387702	-0.48566110094717757	0.6990757223846582	0.5329973694062144	-0.46653145085536163	1.0738398214835656	-0.6696838195725543	0.7072765342375585	-0.4570095042818238	0.8722943714188292	1.004398387546894	0.7590039239172213	0.0	0.0
CC1=CCC(C(C)C)CC1=O	0.20261762981795253	-0.5321107114104486	-0.7358181985411926	0.021465371096879782	1.3022860099488662	0.6433988913315345	0.5391363098626429	0.19267278805997054	-1.3696600383990147	-0.23856765041767705	0.4295470052087795	0.994488717757581	0.6348995855378988	0.5575818246609979	-0.995620873548357	-1.3175162452902711	0.0	0.0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]314	2.243437581634762	1.8221655290879302	-0.7358181985411926	-1.2121227121608387	0.21464803229736512	0.9569748589989535	0.23139122292746803	-0.48797637463251725	2.9976520086416034	-0.5932723725531476	6.89350218136858	-0.25636986081410285	-0.8713694278090293	-0.4724965495348269	-0.995620873548357	0.7590039239172213	0.0	0.0
COc1ccc(C(=O)C(C)N2CCCC2)cc1	0.6197826920637974	0.6450274088387408	-0.7358181985411926	0.33619611773764385	-0.3208530239539142	1.144732049377632	0.6520978292590386	-0.3178140839593915	-1.0041526959697056	-0.8652126595236755	0.023309526485243374	0.26457361688083436	0.5391944063505129	-0.8009273355103078	-0.995620873548357	0.7590039239172213	0.0	1.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	-0.27253510705542694	-0.5321107114104486	-0.7358181985411926	-0.41656732782399614	0.3516474070669713	0.16441085652871493	0.4073728655328814	-0.48797637463251725	-0.938436478580874	-0.7588012428830342	-0.21565369629330766	0.5151414873310608	0.24011572138993148	0.13838471237956643	-0.995620873548357	0.7590039239172213	0.0	1.0
CC(C)C1=CC2=C(CCC2C)C(C)CC1	-0.5356433620818518	-0.5321107114104486	-0.7358181985411926	-1.153246872677796	1.071808802659616	2.397517907502892	0.8562106419138004	-0.14765179328627334	-1.520494404024809	-0.4868609559125069	0.3578580383752145	0.49137220317767955	0.30428169379965614	-0.13380230149761302	-0.995620873548357	-1.3175162452902711	0.0	0.0
C/N=C(\NC)NCCCC(N)C(=O)O	-0.11934378751701498	1.8221655290879302	0.16976052574368564	0.3569279830757103	0.5534261772679508	-1.4284066330012086	-0.9563800150348734	1.7241334041180643	0.15808554870705432	0.4471948123775666	-0.47851324134971346	0.6072474634254127	0.874162533506364	0.020149629428393673	1.004398387546894	-1.3175162452902711	0.0	0.0
C/C(C(=O)O)=C(\C)C(=O)O	0.8465404644878873	-0.5321107114104486	1.075339250028564	0.2556672735951061	0.8152070056388754	-1.7460813269717244	-0.8905753099513808	0.19267278805997054	0.7163604621436019	0.577253210493906	1.4212443797397656	0.658747579091072	1.0253332142682579	1.3338727733303164	1.004398387546894	-1.3175162452902711	0.0	0.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)cc1	0.23810262473927954	-0.5321107114104486	-0.7358181985411926	-0.9937012341329892	-0.46888758990826807	-0.17096222047346712	0.4350080622752987	-0.3178140839593915	1.3628828675022946	2.173424460103525	0.4653914886255621	-1.434930200085919	0.2868807521292223	0.8185761953343044	1.004398387546894	0.7590039239172213	0.0	1.0
CC1SC(c2cccnc2)N(C)C1=O	0.8326926615917597	0.6450274088387408	0.16976052574368564	0.3247634428328604	0.9109031290999651	0.05896011922530641	0.4902755667531516	0.19267278805997054	-0.724389370514395	-0.9361536039507697	1.1105921901276492	0.9786425283219935	0.5826967605265974	-0.8009273355103081	-0.995620873548357	-1.3175162452902711	0.0	1.0
CSCCC(N)C(=O)NC(C)C(=O)O	0.9227033804165893	0.6450274088387408	1.075339250028564	-0.5916737714828877	0.30782967028037805	-1.2698491846257438	-0.680900072801133	1.7241334041180643	0.10989365595524471	-0.6642133169802418	-0.060327601487249485	0.879603844349572	0.8023836491158245	0.512795808391615	1.004398387546894	-1.3175162452902711	0.0	0.0
O=C(O)C(O)Cc1ccc(O)c(O)c1	0.3904284565966835	-0.5321107114104486	0.16976052574368564	-0.25138524221431363	-0.3556672286963946	-0.7072892485104442	-1.4768124384600692	-0.3178140839593915	1.8366655014389175	0.42354783090186854	0.7282510336819683	0.16454454606868862	0.6109732907410523	0.7239298850901368	1.004398387546894	-1.3175162452902711	0.0	0.0
CC1=CCCC(=C(C)C)C1	0.4293754022420424	-0.5321107114104486	-0.7358181985411926	-0.5962698861737844	1.7087019880062018	3.721689389183357	0.5391363098626419	0.02251049738684482	-1.6794650632320771	-0.6996837891937889	0.3459098772362869	1.1479986779148343	0.7349550001428933	0.26647271891000396	-0.995620873548357	-1.3175162452902711	0.0	0.0
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1	0.4735152739734493	-0.5321107114104486	0.16976052574368564	0.12844227090373647	-0.016491604551622657	-0.15573790756387185	-0.050110730467883786	-0.3178140839593915	1.0975145229988237	0.7546055715616417	-0.2753945019879454	-1.528026563019995	0.0584933927047785	-0.3265273113235032	1.004398387546894	0.7590039239172213	0.0	0.0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C	-2.8560158348642384	2.9993036493371195	1.075339250028564	0.6471195705435469	-0.11973611822547935	0.40972479106152754	0.28153844581842713	0.02251049738684482	0.005373576870151189	-0.3922730300097146	-1.5896922272699747	-0.4168125288494256	-0.6864844225606697	0.07810800342406617	1.004398387546894	0.7590039239172213	0.0	0.0
CCCCCC(=O)CCC1C(O)CC(=O)C1C/C=C\CCCC(=O)O	0.06760155158070802	-0.5321107114104486	0.16976052574368564	0.04405294211656459	-0.12302044769967245	-0.32291077234840687	0.10481649359898777	0.7031596600793326	-0.2118028748815107	0.30531292352337813	-0.9803360091846703	0.17741957498510333	-0.20904608547814155	-0.6301433268030582	1.004398387546894	0.7590039239172213	0.0	0.0
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2	0.8872183854952622	-0.5321107114104486	0.16976052574368564	0.009721224277153015	0.3163664867689557	-0.6374444057229028	0.2644727827665763	-0.48797637463251725	-1.2263360976176594	-1.8820328629786922	1.2539701237947798	-0.40690866045218343	0.5750838485457825	-0.5762115345797165	-0.995620873548357	0.7590039239172213	1.0	1.0
CC(CCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C	-1.1536015663215475	-0.5321107114104486	0.16976052574368564	1.5528591763038935	-0.4078192824740337	-1.2058825659002315	0.6546890974898537	0.5329973694062144	0.20940678514404631	1.7596022842788086	-0.3470834688215104	0.8607864943948119	-1.3422824117651444	1.1559727642602629	1.004398387546894	0.7590039239172213	0.0	0.0
OCC1OC(O)C(O)C(O)C1O	0.49342149063663276	-0.5321107114104486	-0.7358181985411926	0.25535467999827305	2.682663367010983	-0.10180071208351175	-2.0230055550667694	1.7241334041180643	1.2589886571542384	-0.14397972451488472	0.549028616598055	0.3685642350518769	0.4304385209103014	0.2664727189100036	1.004398387546894	-1.3175162452902711	0.0	0.0
NC(CP(=O)(O)O)C(=O)O	0.38437004282962767	-0.5321107114104486	0.16976052574368564	0.3084767478265462	-0.1836664040714463	-1.7573919287313515	-3.355082080373763	-2.5299238627099805	1.5518952260873151	0.48266528459111374	0.7640955170987509	1.290614382835121	1.2591583679647123	3.46867288217094	1.004398387546894	-1.3175162452902711	0.0	0.0
CC/C=C/CC1=C(CCCCCCCC(=O)O)CCC1=O	-0.5417017758489077	-0.5321107114104486	0.16976052574368564	-0.04842543035264991	-0.3300258632718247	-0.6689962083824564	0.25554113260476835	0.19267278805997054	-0.09539128979272381	1.546779450997526	-0.7652691086839744	0.40421816128194865	0.5739962896913804	-1.1058987796303972	1.004398387546894	0.7590039239172213	0.0	0.0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	0.3982178457257553	-0.5321107114104486	1.075339250028564	-0.645821983442379	-0.44373049882550436	-0.5621761378336351	0.03073518523423411	-0.14765179328627334	0.1743581358700029	-0.47503746517465784	-0.9086470423511049	2.045289154704973	0.8208721496406602	0.8668852495214294	1.004398387546894	0.7590039239172213	0.0	0.0
CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O	0.1420334921473941	-0.5321107114104486	1.075339250028564	-0.14861620190813066	-0.7693594310384322	-1.3300097707491498	-0.3320809859905082	1.553971113444946	-0.017157697663162705	0.49448877532896274	-0.4187724356550757	0.879603844349572	0.5478948771857297	1.3338727733303157	1.004398387546894	-1.3175162452902711	0.0	0.0
CC1OC(OC(C(O)C=O)C(O)C(O)CO)C(O)C(O)C1O	-1.1605254677696113	-0.5321107114104486	-0.7358181985411926	-0.22975544218593943	-0.34136296425740476	0.1492996607490231	-1.4706824813624926	1.7241334041180643	1.7947322960574728	0.6836646271345473	-0.38292795223829307	-0.010753924562497486	0.16724927814498977	0.26647271891000396	1.004398387546894	-1.3175162452902711	0.0	0.0
O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1	-0.19896865416974874	-0.5321107114104486	1.075339250028564	-0.3012849432197286	-0.13781685809261393	-0.6068317223580245	-0.5157327045355726	-0.3178140839593915	0.7883353669027984	0.565429719756057	-0.12006840718188724	-0.5871590652819905	-0.5962170376452943	0.02014962942839332	-0.995620873548357	0.7590039239172213	0.0	0.0
CC(O)CO	0.7721085239212013	-0.5321107114104486	-0.7358181985411926	-0.04402641513581292	0.9632063515412131	-0.2796678321550085	-1.1820368721191514	2.234620276137434	0.06733458183676315	-0.1912736874662809	-1.326832682213569	1.0073637466739958	1.0242456554138557	1.867572800540472	-0.995620873548357	-1.3175162452902711	0.0	0.0
CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1	-1.3855522648316851	0.6450274088387408	0.16976052574368564	-0.7001718031045329	-0.18004024980240513	-0.5233289954350382	0.9278014426998883	-0.3178140839593915	-0.23934109931111594	0.1279605624556432	-1.1237139428518008	-1.5042572788666138	-1.1791485836048274	-0.46130004546748155	1.004398387546894	0.7590039239172213	0.0	0.0
CC(C)=C1C[C@@]2(C)C(C)CCCC2CC1=O	-0.16608012229144578	-0.5321107114104486	-0.7358181985411926	-0.43955799930236944	0.6261225597588181	0.9703406677416926	0.5704623944522053	0.02251049738684482	-1.283916021425016	-0.4040965207475636	0.47733964976448967	0.8875269390673657	0.43261363861910557	0.8315668653678155	-0.995620873548357	-1.3175162452902711	0.0	0.0
CCCCCCCCCCCC/C=C/CCC(O)C(O)CCC(O)C1CCC(CCCCCC(O)CC2=CC(C)OC2=O)O1	-1.700589780718589	-0.5321107114104486	0.16976052574368564	-0.006867793807398829	-0.044862947029358675	-0.06804956549954691	0.1362285711820655	0.3628350787330887	-0.7306480578847597	-0.3331555763204694	-1.6733293552424677	-1.0972082877399614	-0.8039407788360982	-0.9432473427663496	1.004398387546894	0.7590039239172213	0.0	0.0
NC(CNC(=O)C(=O)O)C(=O)O	0.27618408270363054	-0.5321107114104486	1.9809179743134422	-0.2552548540447782	-1.2185531178772904	-1.2389406537297003	-2.269743401833102	2.064457985464308	1.8660813320796317	0.3171364142612272	0.5131841331812723	0.6310167475787939	0.9937940074905964	1.1398000361629863	1.004398387546894	-1.3175162452902711	0.0	0.0
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	1.6851980273846172	-0.5321107114104486	-0.7358181985411926	-0.5424867287310875	-1.012938745318807	2.6739346217186006	3.3122998185429453	-1.5089501186712488	1.1500874969098884	3.355773533888428	3.0461942946339113	0.040746191103161744	0.25860422191476745	-1.189072809844967	1.004398387546894	-1.3175162452902711	1.0	1.0
O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	1.0395442173526661	-0.5321107114104486	0.16976052574368564	0.07069351900238663	-0.2506915963807289	0.024797014679829633	-1.4092053035111134	-0.6581386653056354	2.801129225212146	0.30531292352337813	-0.03643127920939439	-1.8499022859303647	-0.7017102465222993	-0.08932729923010019	1.004398387546894	0.7590039239172213	0.0	0.0
C=CCl	1.120900059367416	-0.5321107114104486	-0.7358181985411926	-0.04402641513581292	-0.6725271190711489	0.5181242440797849	0.5072481192076637	1.2136465320987022	-2.701508710812663	0.15160754393134127	-2.39021902357812	1.331220243263814	1.3439879586080772	0.26647271891000396	-0.995620873548357	-1.3175162452902711	0.0	0.0
CCOc1ccc2ccc(=O)oc2c1	1.0542575079298018	-0.5321107114104486	0.16976052574368564	0.10742886034201189	-1.03718166092798	-0.20356171009163918	0.28906104382766773	-0.6581386653056354	-0.63614187859225	-1.1135059650185053	1.0150069010162288	-0.0434366902733965	0.7360425589972954	-0.37396731374218345	1.004398387546894	-1.3175162452902711	1.0	1.0
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21	0.859522779703007	-0.5321107114104486	-0.7358181985411926	-0.02080541144572676	0.213854702088615	0.19131988025749813	-0.38060450303373666	-0.3178140839593915	0.9335369138952638	0.4471948123775666	1.0150069010162288	0.22891969065076256	0.24337839795313781	-0.19098444727012953	-0.995620873548357	0.7590039239172213	0.0	1.0
CCSC(C)CCO	0.3878319935536596	-0.5321107114104486	-0.7358181985411926	0.4354588670280088	1.645613337236482	0.28510764983887876	-0.10458084966026981	1.553971113444946	-0.9252932351031077	-0.14397972451488472	-0.012534956931539281	1.4352108614348564	1.3951032247649766	-0.19098444727013025	-0.995620873548357	-1.3175162452902711	0.0	0.0
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C	0.22425482184315187	-0.5321107114104486	1.075339250028564	-0.8415556818095267	-0.5406901228974327	-0.09128102974279195	0.3575127129504222	-0.6581386653056354	0.5342326596659841	-1.1844469094455996	-0.3231871465436556	-1.8905081463590578	-0.30475126466552765	-0.445127317370204	1.004398387546894	0.7590039239172213	1.0	1.0
COc1ccc2c(C(F)(F)F)cc(=O)oc2c1	1.7042387563667925	0.6450274088387408	0.16976052574368564	0.287406003361495	-1.2236689394786089	-0.24874150359544694	0.09478614159489039	-0.6581386653056354	1.0430639428766493	2.1024835156764308	2.2098230149089835	-0.6089475757559233	0.6577383214803433	0.9780727551902123	1.004398387546894	-1.3175162452902711	1.0	1.0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	-1.6806835640554054	-0.5321107114104486	0.16976052574368564	1.0548039910911013	-0.14103725446239931	0.06826396490164911	0.001306409648078404	0.3628350787330887	-0.08412565252606714	0.7073116086102454	-1.2670918765189312	-2.0687777775094163	-2.909454720958591	0.42395797284086983	1.004398387546894	0.7590039239172213	0.0	0.0
CC(C(=O)O)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	0.5739118449703746	2.9993036493371195	1.9809179743134422	-1.1669973328938685	-0.17864492444887606	0.7190739141316373	-0.0687802912435299	1.553971113444946	1.0781125921506927	1.534955960259677	-0.31123898540472805	-0.013725085081670023	0.5848718782354015	2.338484589255315	1.004398387546894	-1.3175162452902711	0.0	0.0
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21	-0.15223231939531812	0.6450274088387408	0.16976052574368564	0.11801850980384869	0.09968809996785759	0.29452995258242887	0.1552091714417706	-0.6581386653056354	-0.5460167804589956	-0.5459784096017515	0.21448010470808387	-0.538630110135504	-0.17641931984607834	-1.0144073463943701	1.004398387546894	0.7590039239172213	0.0	1.0
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	1.2195656550023253	0.6450274088387408	0.16976052574368564	0.24167353074803458	-0.7959486710648833	-0.6473141084391163	-0.10576315554480518	0.19267278805997054	0.26761257768843977	-0.5932723725531476	0.07110217104095325	-1.2467567005383178	-0.15793081932124228	-0.8009273355103078	1.004398387546894	0.7590039239172213	0.0	1.0
CCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)nccc32)C(O)C1OP(=O)(O)O	-0.9181889170873775	-0.5321107114104486	1.9809179743134422	2.9546286739217997	0.14739783124923206	-1.5684906438442134	-1.4711079308914379	-2.359761572036855	0.5498793780918959	0.5417827382803589	-1.7091738386592503	-0.46435109715618794	-1.2618030565393883	0.26647271891000324	1.004398387546894	0.7590039239172213	0.0	0.0
CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	-3.0585399522201047	-0.5321107114104486	1.9809179743134422	3.1299678276069214	0.22965625778840987	-1.6848302349781255	-1.4022280871965491	-2.359761572036855	0.3909087188846281	0.39990084942617043	-1.745018322076033	0.5775358582336864	1.1166881580380354	0.040965665159233416	1.004398387546894	0.7590039239172213	0.0	0.0
C[C@]12CCC(O)CC1=CCC1C2C(O)C[C@]2(C)C1CC[C@]2(O)C(=O)CO	-1.3777628757026135	-0.5321107114104486	-0.7358181985411926	1.1294920305627694	-0.03731145007685072	0.24156762066626236	-0.28722675171310175	0.02251049738684482	-0.26187237384442985	0.36443037721262334	0.22642826584701142	0.38540081132718856	0.09112015833684171	0.8185761953343029	-0.995620873548357	0.7590039239172213	0.0	0.0
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1	-0.1652146346104377	1.8221655290879302	-0.7358181985411926	-0.7304795558569729	0.8636035862846958	0.9750547088273989	0.35682565635540975	-0.3178140839593915	-0.2768932235333056	0.045196127290699904	1.1344885124055044	0.3428141772190474	0.4467519037263331	0.2664727189100036	-0.995620873548357	0.7590039239172213	1.0	1.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1.4513293285882913	-0.5321107114104486	-0.7358181985411926	1.524518405686606	0.16913263836859072	0.6101103340998221	0.27355522994328535	0.19267278805997054	-0.9321777912105091	0.06884310876639799	0.23837642698593897	0.4111508691600182	-0.5135625647107336	0.512795808391615	-0.995620873548357	0.7590039239172213	0.0	0.0
COc1cc2ccc1Oc1cc(ccc1O)CCC(=O)CCCC2	-0.2560908411162753	0.6450274088387408	-0.7358181985411926	-0.6080204975343172	-0.5365013140266928	0.3437580947799148	0.23230461864042318	-0.3178140839593915	0.15495620502187193	-1.0543885113292601	-0.024483118070466832	-0.8763520224814616	0.579434083963391	-0.4724965495348273	-0.995620873548357	0.7590039239172213	0.0	1.0
