SMILES	SLogP	EEig02d	VSA_EState2	ATSC8dv	FPSA4	VSA_EState9	ATSC8c	ATSC8se	F08[O-O]	H-051
CCS(=O)(=O)n1cc(-c2ccc(Cl)cc2)c(N2CCOCC2)c1C(=O)OC	2.629500000000001	3.3735354949586047	14.532274791089275	59.67078189300408	0.03117601394359988	-2.4692175514391703	-0.06901467355828499	0.904882109374992	2	0
Cc1nc(NCC(C)O)c(C#N)cc1-c1ccccc1	2.721400000000001	2.463658910113642	4.447537792894935	-35.87655222790359	0.025920400324038747	0.0	-0.10030885203564394	-0.6882419751643531	0	3
O=[N+]([O-])c1cccc2ncccc12	2.143	2.85236594135208	14.213707482993197	0.0	0.025959617490798108	0.0	0.0	0.0	0	0
CCCCCCn1cc(C)c(=O)[nH]c1=O	1.42532	2.6025370171717257	24.762624594220917	-47.30578512396694	0.029890784051156194	0.0	0.027856338439270052	-0.4597139834710743	0	0
Oc1ccc2cccc(O)c2c1	2.2510000000000003	2.104999425623983	0.0	4.840000000000001	0.032612038624690094	0.0	0.018297087373205213	0.033562239999999764	0	0
Clc1ccc(-c2ccccc2Cl)cc1Cl	5.313800000000001	2.6662129890944644	0.0	5.695745332108969	0.009433916416764396	0.0	-0.002889307894813479	-0.39825045041322266	0	0
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl	5.682800000000001	2.961444206593352	-2.504791666666666	0.0	0.005172435707114581	0.0	0.0	0.0	0	0
N#CCNc1ccccc1C(=O)O	1.32028	3.293228448299071	10.661998771730914	-12.471655328798185	0.03537873637665101	0.0	-0.0704805461539648	-0.16949021315192725	0	2
COc1cccc([N+](=O)[O-])c1C	1.9118199999999999	2.524368729192912	10.021114890400606	0.0	0.03198710550148422	1.4921220710506424	0.0	0.0	0	0
COC(=O)c1ccccc1/N=N/N(C)C	2.0335	2.3384488942363326	11.34143896447468	-63.29591836734692	0.037137272862161876	4.843961167800454	-0.22147056329409787	-1.6294578979591832	0	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	5.510300000000006	2.4924539471082507	0.0	54.06420607458669	0.018191412553148788	0.0	0.06369655351396482	0.40198489350250344	0	0
O=C1c2c(O)cccc2C(=CNc2ccccc2)c2cccc(O)c21	4.143500000000002	2.891170428791665	12.801801024052107	6.689999999999984	0.03134053635613812	0.0	0.31759121609715324	0.2501692025000027	0	0
CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1	-0.5359999999999987	3.807615272855171	53.26880302551888	26.751714677640607	0.050413609580538664	1.2530331316731722	-0.3677228843367103	0.48227228987654513	3	1
CN(C)C(N(C)C)=S(I)c1ccc(O)cc1	2.5806000000000004	2.523085312077955	5.473111615016377	-14.827063905043698	0.03589763506754474	8.187744444444444	-0.08975569084412292	0.3569133719008257	0	0
O=S1(=O)NC(c2ccccc2)=Nc2ccccc21	2.0568	2.5487628532589457	4.550283446712019	-9.36564625850341	0.023275959011911554	-3.52016439909297	-0.02854466815836786	0.05939373852040622	0	0
Cn1c(=O)sc2ccccc21	1.5999999999999999	2.3769818004857823	11.22287037037037	0.0	0.023618195875903473	1.792824074074074	0.0	0.0	0	0
CC(C)c1ccccc1C(N)=O	1.9089	2.0640704606870344	10.948425925925926	0.0	0.02785423089384655	0.0	0.0	0.0	0	0
CC(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1	4.484900000000004	2.985624503886242	15.998549381836895	-2.553599999999994	0.03075314642095576	0.0	-0.036494516155013826	-0.3051217023999974	0	0
COc1ccccc1C(=O)c1ccncc1	2.3212	2.5308588887008283	15.998803461199294	28.910836762688632	0.032010660286925445	1.5542283950617284	0.034202760773654806	0.24479812345679086	0	0
CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1	4.1818000000000035	2.752634377841638	5.424304925673973	-13.339429012345681	0.02324249206694308	8.134036261582821	0.019514280317279246	-1.0976969609375007	0	0
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1	2.3185000000000002	4.179446470262741	11.955092435122198	17.897894425816723	0.023427977817884506	-2.465606995884772	0.05937124232212701	0.9689095254942731	0	0
CCOC(=O)C(F)(F)F	1.1118000000000001	2.3232582616796362	9.71736111111111	0.0	0.03192996435900492	0.0	0.0	0.0	0	0
O=C(O)COc1ccc(Cl)cc1	1.8034000000000001	2.524725262796017	10.088496927577616	-3.0457576690263672	0.031336469964224796	0.0	0.11134692009069684	1.1364210000000003	0	2
CCCOc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1	4.150300000000003	2.9856246496347363	16.00264901196659	2.7612456747404863	0.03704537348631405	0.0	0.2232380315245656	0.3475837662437603	1	0
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Cl)c(Cl)c1	4.579100000000004	3.1424741116610413	25.23773403600123	11.672013661431645	0.019743531606198694	0.0	-0.04307172609531922	-0.11168969387755073	0	0
O=C1CCC(c2cccnc2)N1	1.0327	2.3896735349884333	14.89826766817838	-0.5206611570247932	0.030364852956138545	0.0	-0.016929943750157914	-0.09362399999999993	0	2
O=C(c1ccccc1)C(O)c1ccccc1	2.602900000000001	2.256570330601416	11.895096371882087	8.0	0.024179466094155548	0.0	0.00010163487812301676	0.20749787755101917	0	1
NS(=O)(=O)c1nc2c(Cl)cc(Cl)cc2s1	2.2505000000000006	3.822322302134869	3.8395987654320987	22.48076331178824	0.015166166942676583	-3.788603237591333	-0.005135620811515574	-0.11368224930747986	0	0
S=C(N/N=C/c1ccco1)Nc1ccccc1	2.6001000000000003	2.478594799242918	0.0	2.5464852607709765	0.030815229589733897	0.0	0.010571024676467693	-0.16206232270408155	0	1
COc1ccc(C(=O)N/N=C/c2c(O)ccc3ccccc23)cc1	3.3179000000000016	3.1009191234769204	12.054856386999244	-54.080000000000005	0.031017938375509285	1.5655040364731714	-0.02851889014481633	-1.14335607	0	0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1	3.144300000000001	2.695800689197065	9.959470755123036	73.43589743589743	0.0373564504776375	2.7168153187200805	0.4058267975905532	2.028042961538461	4	0
N#Cc1ccc(CC(=O)Nc2ccccc2)cc1	2.7394800000000012	2.796357097037949	11.76020919942051	17.422222222222224	0.02427694298094743	0.0	0.118446290844177	0.7463862222222202	0	2
NC1=NCC(COc2cccc(C(F)(F)F)c2)O1	1.7976999999999999	2.5200530835598123	3.7988641660367852	-2.568370986920332	0.03754466108676241	0.0	0.13994639026653433	1.0382903305588584	0	0
CC#N	0.52988	-1.0	0.0	0.0	0.022237593317985624	0.0	0.0	0.0	0	3
CC(C)NCC(O)c1ccc2ccccc2c1	2.871200000000001	2.2639866665905237	0.0	-18.111111111111107	0.0224887499959843	0.0	-0.01699422139572272	-0.03555916666666735	0	0
C=Cc1ccc(C(=O)O)cc1	2.0278	2.4923317053984047	10.374726001511716	-23.933518005540165	0.027768816278573256	0.0	-0.0886371063477258	-0.6084453739612181	0	0
O=C(O)CCCC(=O)c1ccc(-c2ccccc2)cc1	3.7912000000000026	3.2913078997321943	22.288582569857965	-38.925925925925924	0.023814493249883096	0.0	0.009690655498104286	-0.7342708148148135	0	4
BrC=C(Br)Br	2.9699999999999998	0.6846537019668751	1.7291666666666667	0.0	0.003957254770972026	0.0	0.0	0.0	0	0
CC(C)=CC1C(C(=O)OCc2cccc(I)c2)C1(C)C	4.572800000000004	2.84155458596486	12.217743764172337	-40.92586482179185	0.019133288591654748	0.0	-0.030176186150431814	-0.2058814182034498	0	1
CS(=O)c1sccc1Br	2.248	3.9387421435860968	0.0	0.0	0.014843016956258065	-0.8377700617283954	0.0	0.0	0	0
CCOP(=O)(OCC)Oc1ccc(SC)cc1C	4.276820000000003	3.2592429120497903	1.1273167569496936	38.69168267366469	0.025525087390872874	-3.498558004220209	0.08028237215739134	1.2175714711468215	0	0
O=C(O)Cc1ccccc1Nc1cc(Cl)cc(Cl)c1	4.364100000000002	2.612099304070429	10.811599374317629	9.83577503429356	0.020181625114582113	0.0	-0.2280822447966278	-1.9531996799999976	0	2
CCCS(=O)c1sc(C#N)cc1C#N	2.00906	4.96334445813695	0.44537320483749077	-32.65289256198348	0.0189306589105237	-1.1307253086419762	0.0007689566035857295	-0.27335196694214886	0	0
NCc1cccnc1	0.5403	1.2987042418578165	3.8755092592592595	0.0	0.0319033191547031	0.0	0.0	0.0	0	0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1	5.561000000000005	3.1550999730075917	14.346895263576812	-191.3203125	0.03698505649541809	0.0	-0.4841307397407369	-1.0459274863281216	0	0
Nc1cc2ccccc2nn1	1.212	1.6987727037575908	0.0	9.876543209876544	0.02676718544700292	0.0	0.019678193767888555	0.05697187654320952	0	0
C#CCC(O)(c1cccnc1)c1ccc2ccccc2c1	3.4940000000000024	2.835413657071966	4.092272612748803	-5.0	0.02228075887243401	0.0	0.0094557875324126	-0.024694999999999995	0	0
Cn1c(N)nc2c3cccnc3ccc21	1.7037	2.199723751957094	8.62175925925926	14.947200000000006	0.036921795423841865	1.9095918367346938	0.012015837309366603	0.07268087679999959	0	0
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F	4.5117	3.4640265360461195	23.346067351837853	-12.702441700960222	0.021390806986284792	0.0	-0.16083437461915936	-0.7841708800000005	0	0
Cc1ssc(=S)c1Cc1ccccc1	4.438310000000003	4.419719458047183	1.3646787603930464	11.25	0.00992232699025958	3.494519557823129	-0.010038800216555573	-0.023275560763889466	0	3
O=C(O)COc1cccc([N+](=O)[O-])c1	1.0582	2.6114970516963774	19.881745244394054	27.897959183673464	0.03956405256674087	0.0	0.3668923406233274	1.6829351836734712	4	2
Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl	6.853000000000001	2.8431572480429015	0.0	15.001343747375495	0.011150900193565462	0.0	0.005733118899402509	0.22069682312925165	0	0
CCNC(=O)c1ccc(S(N)(=O)=O)cc1	0.08370000000000022	3.1338407670704562	11.30972694633409	-24.119189147995737	0.029401949841366487	-3.6892757280381283	-0.2567480477320957	-0.8771035432098764	0	0
CC(=O)N/N=C/c1c(CO)ccc(C)c1O	0.66292	3.021587543671136	10.603547414336106	-40.626666666666665	0.03966315632207145	0.0	0.12253201804210472	-0.09535743999999974	1	3
C=CCNC(=O)N(CCCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1	3.375600000000003	2.602813561915845	38.55014459801791	69.85096903541991	0.031239022297950114	0.0	-0.019068806266263852	1.1349394858543125	0	4
C#CC(CC)OC[n+]1ccn(/C=C/C)c1/C=N/O	1.4601999999999997	1.7813770476475577	0.0	-52.55555555555554	0.04937058928371985	0.0	0.04176047829270938	-1.025400691358024	0	1
CC(=O)Nc1c(F)c(F)c(F)c(F)c1F	2.3404999999999996	3.2412591237411013	10.442031840513984	-36.282548476454295	0.031584194616036475	0.0	-0.019847043783499833	-1.3885078337950136	0	3
CC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(N)=O	-1.3037999999999978	2.829928672768347	34.2856811034918	-10.880000000000003	0.04157776351651992	0.0	0.07887265658248102	0.10842950000000026	1	5
CCCN(CCC)C1CCc2c(cccc2OC)C1	3.6745000000000028	1.9941162243575792	2.6829525699168557	-49.65595463137997	0.02146853050668044	1.7799326026706979	-0.08722560452716646	-0.2479905765595463	0	0
CCc1nc(C)c([N+](=O)[O-])[nH]1	1.1887199999999998	2.4395308493385923	16.401994520030236	0.0	0.03509988303528569	0.0	0.0	0.0	0	5
COc1cc(Cc2cnc(N)nc2N)cc(OCc2ccccc2)c1OCc1ccccc1	4.398400000000003	2.4380526806806313	8.105742675372628	-115.70324619362253	0.039038963983366676	1.6072960302884545	-0.39552514327288146	-0.4143852984774521	0	0
Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1	3.9648400000000024	2.85702263369151	28.148723217895423	4.0905999139617375	0.02550486516380471	0.0	0.24012063292621771	0.1466115647189333	0	5
CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1	1.654	3.0563299106706903	21.545961118390323	-19.507919990750377	0.030615711790422065	-1.5485591458805745	-0.23441430260855778	0.2770773891779387	0	2
O=Cc1ccccn1	0.8940999999999999	1.7702749344898214	13.673148148148147	0.0	0.029922351748080445	0.0	0.0	0.0	0	1
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1COC1OC(C)C(O)C(OC)C1OC	1.8335000000000106	3.1141352916630036	41.53363198612824	-14.707962376138006	0.03806926565360279	6.433372968203674	0.3712994700527899	1.7574194368492506	12	6
CC(C)Nc1nc(Cl)nc(NCCO)n1	0.7494999999999998	2.030038167190437	11.842547398589065	16.79686146709532	0.03783839819405249	0.0	-0.14803351783523477	0.08667353269916783	0	0
CCc1nccnc1OC	1.0475999999999999	1.481520027111872	8.063796296296296	0.0	0.041591440019587825	1.6003703703703702	0.0	0.0	0	2
CCCNC1=NC(=O)/C(=C\c2ccc([N+](=O)[O-])o2)S1	2.1577	2.6350730164892564	25.6534588935983	15.704691358024679	0.034488915890543696	0.0	0.13492396819311325	1.0715067422222226	2	1
CCCC(C(N)=O)n1nnc2ccccc21	1.2577999999999996	2.2340645371398735	11.365123299319727	16.315555555555555	0.026308102700694218	0.0	-0.0209839308210491	0.19892478222222065	0	1
CCC(=O)NC1=NC(NC(=O)CC)N=N1	0.1441999999999995	2.616782666515313	25.838642605190223	4.0	0.03813650787828537	0.0	0.04047835071737348	0.5411606173469388	1	4
CNc1ccc([N+](=O)[O-])cc1	1.6364999999999998	2.1546108689951007	9.768480253212397	-56.89196675900277	0.03141190120627403	1.7650462962962963	-0.07027536762325962	-1.1549822493074786	0	0
Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C	-1.7464000000000002	2.580488653919536	38.21597600151172	0.0	0.05229189283382391	2.9280054799697655	0.0	0.0	0	0
CCC(C)N(CC(O)COc1ccccc1)CC(O)COc1ccccc1	2.966700000000002	2.3854117183378314	2.0813888888888887	-49.68608799048752	0.030327186127733118	0.0	-0.0811250766676531	-0.4487186064209272	1	0
CCn1cc[n+](COC(C)C(C)(C)[N+](=O)[O-])c1/C=N/O	1.0215	2.41283093360141	10.602558400694223	-3.453301606186791	0.04981809999310857	0.0	-0.08536239067377188	0.11394413801308775	0	1
CCCc1nc(NC)nc(N2CCOCC2)n1	0.7023999999999997	1.7818875366401252	15.387014597505669	75.75308641975309	0.04171437060685807	1.8275335411942555	0.031021952741763555	0.6409919444444434	0	2
NS(=O)(=O)c1cccc(OC(=O)CNC(=O)c2ccccc2)c1	0.6693999999999996	3.1369387536581317	23.29371512095809	-69.09228147065986	0.0312274633882475	-3.883906893896747	0.14745003633141712	-1.7354264682249827	0	2
c1cncc(CCN2CCCCC2)c1	2.1100000000000003	1.7978446136795485	6.695877267573697	-25.125	0.02072664563634451	0.0	-0.0032275931360187075	-0.1447536562499998	0	0
CCOC(=O)/C(=C/C=C/c1ccccc1)NC=O	1.8927999999999998	2.519527084535829	21.803054960811995	-27.763085399449032	0.03103771804324125	0.0	0.012537064619803803	-0.9815797796143257	0	0
O=C1c2ccc(O)cc2OCN1CCO[N+](=O)[O-]	0.3925999999999999	4.184227008978357	27.335268109832956	5.918367346938776	0.037672729637129455	0.0	-0.1476910220147018	-1.310429469387755	0	0
COCCn1cnc2c(=N)n(C)c(=O)[nH]c21	-0.8110299999999995	2.5343340531398613	18.283439704585536	6.231866825208094	0.053707525779165	3.1453953294280677	0.04433440767853514	0.37094814744352045	0	0
Cc1ccc(C(=O)CCN2CCCCC2)cc1	3.053720000000002	2.554031099813387	14.384250519652307	-30.257617728531855	0.01993758193593893	0.0	-0.005356875414006196	-0.16323544044321303	0	2
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1	2.828000000000001	2.43795349322681	7.994060381149541	-68.71636817992504	0.0437197431781956	3.1837672306449365	-0.3105136065477019	0.1601828821324448	0	0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	3.7227000000000023	2.5373396214197137	9.68859817229361	-1.8243330253912404	0.024523192824253158	2.163510115759394	0.000389117756089543	-0.30310793367347083	0	0
Clc1cnc(Cl)cn1	1.7833999999999999	1.9999999999999982	7.299382716049383	0.0	0.019288474876721605	0.0	0.0	0.0	0	0
NC(=O)Nc1ccccc1F	1.3163000000000002	2.5492409621677994	10.265374149659864	11.950617283950619	0.03643264507270407	0.0	0.020088187792451112	0.13939199999999977	0	0
Nc1ccc2cc3ccc(N)cc3nc2c1	2.5524000000000004	2.5618315619888374	4.539351851851851	-2.8052126200274383	0.030293994786753115	0.0	0.1873627785630782	0.21536958573388149	0	0
Cc1cc(=O)[nH]c2c1cc(C)c1occ(C)c12	3.1995600000000017	3.1180954952599156	14.492015778533634	40.0	0.028478638824303616	0.0	0.0060660103867869065	-0.015307782222222635	0	0
O=C(Nc1ccccc1C(=O)O)c1ccccc1O	2.3427000000000002	3.2931389538882203	22.951701467624087	-14.319999999999997	0.039471277533968244	0.0	0.48574654925191346	0.9637263466666663	2	0
C=C(C)C(=O)OC(C)C	1.5141	1.8946703791719823	10.631481481481481	0.0	0.028063971194470176	0.0	0.0	0.0	0	0
COc1ccccc1N1CCN(CCCCc2ccc(F)cc2)CC1	3.979200000000003	2.490296965593374	4.948835534533413	-44.710059171597635	0.025976077051997507	1.732346828793172	-0.14494977839680484	-0.5687525917159748	0	0
CC(C)c1ccccc1	2.8100000000000014	1.7827086725446435	0.0	0.0	0.01591947772805622	0.0	0.0	0.0	0	0
CCCCCCCCCCCC[n+]1ccc(C)c(C)c1	5.511840000000006	1.9443900170869166	0.0	-0.5761316872427958	0.03040792634370629	0.0	-0.02601811032458604	-0.0031359999999984647	0	0
O=C(O)c1cccc(Cl)n1	1.4332	2.4135269258773153	13.770586419753087	0.0	0.027772563755996273	0.0	0.0	0.0	0	0
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl	4.026200000000004	2.209174434146489	0.0	143.55377173091466	0.021678480761815652	-3.6906481481481475	0.006306035204791054	0.822919741224491	0	0
CCc1ccc(OC(=O)NC)cc1	1.9672	2.428881520727419	10.802342765810028	-33.95266272189349	0.03348948765085664	1.5305015432098765	0.03332713443229647	-0.27862157396449694	0	0
CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)CC(C)(C)N1	1.3340999999999998	3.243147652139529	12.345208333333332	52.32296296296296	0.03302311236950062	-2.840225851914841	0.5767617176313646	1.7183328364000032	0	0
CC(C)(C)C(=O)c1ccccc1	2.9154000000000018	2.717431674081893	11.666203703703705	17.254437869822485	0.01773903793711678	0.0	0.013472800565624575	0.10112399999999976	0	0
CNC(=O)NS(=O)(=O)c1cccnc1	-0.3007000000000004	2.576283490648012	14.35993008314437	1.2079395085066156	0.04147787307933214	-2.4686805555555544	-0.05511356386700138	0.16027424196597087	0	0
COc1ccccc1NC(=O)Nc1ccccc1OC	3.347800000000001	2.4792857695083397	11.98482993197279	-8.0	0.04038276607821717	3.1084165826824552	0.4242589532045066	0.7722872592592587	1	0
CC(C(=O)O)(c1ccccc1)c1ccccc1	3.0772000000000013	2.442176673990003	11.622137188208619	19.380853277835584	0.024965792768307318	0.0	0.04095073512105669	0.19215263267429644	0	0
Cc1ccc2c(c1)C(NC(=O)CN1CCCCC1)CO2	2.03062	2.621103740270854	14.395500283446712	-63.6734693877551	0.03102044208008278	0.0	-0.022417146141555246	-0.8051844897959178	0	2
Cc1c([N+](=O)[O-])ncn1C	0.63672	2.4248023613607192	13.252777777777778	0.0	0.036463155605680156	1.7175925925925926	0.0	0.0	0	3
Cc1ncc(CO)c(CN)c1O	0.046620000000000106	2.1661002586362503	3.8925462962962962	9.1875	0.04737997468931143	0.0	0.018768713116259054	0.10829999999999992	0	3
CC(C)(C)c1cc(C(O)CCC2CCNCC2)c2ccccc2n1	4.345500000000004	2.9147111415740654	4.820137994821437	19.026063100137172	0.02114130281291621	0.0	0.023094190202494515	0.27265562688615685	0	0
Cc1sc(S(C)=O)c([N+](=O)[O-])c1C	2.0105399999999998	4.651071587610687	11.033657407407409	0.0	0.02224502395712665	-1.2736728395061732	0.0	0.0	0	3
COc1cc(C(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc(OC)c1OC	3.8245000000000022	2.923647224318058	14.618053671984049	19.04663581345674	0.03965081519941454	4.550830637832611	-0.12155835151994784	-0.9336638348166587	0	0
NC(=O)COC(=O)c1ccccc1	0.32869999999999977	2.618491722965599	21.399189657344422	3.446280991735545	0.0399664319775331	0.0	-0.01267490274340628	-0.23101934710743877	0	2
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C)CC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1	0.8484000000000074	3.235229319965568	57.72043066764087	-265.4577046181985	0.03186923526093622	-2.2431801886918623	0.7448369539870768	-5.465575810185113	4	3
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21	1.9818999999999996	2.436591399407518	0.0	-9.595213319458896	0.052479182532999984	2.031296296296296	0.20686609211656018	0.20935553381893846	0	0
COC(=O)c1cccnn1	0.2631999999999999	1.886505428250412	10.688703703703704	18.75	0.03911137666176289	1.3025925925925925	0.017279986254428184	0.21186918750000025	0	0
CNC(=O)c1ccc[nH]1	0.37429999999999997	1.6375970212042763	13.507962962962964	0.0	0.043829153620205036	1.6003703703703702	0.0	0.0	0	0
O=C(O)COc1cc(F)cc(Cl)c1	1.9425000000000001	2.8432002853297913	10.090742630385488	-22.215519305085323	0.033890655538150946	0.0	-0.13707454511841477	-0.9899213130193905	0	2
CNC(=O)OCc1ccccc1	1.5426	2.2008351962085824	10.651789965986394	2.126654064272209	0.037315510633279245	1.5350462962962963	-0.023025035160039432	0.06262842344045191	0	0
CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1	4.560200000000004	2.6659307518122133	7.9978492037247	-40.10837522656544	0.027036621465285047	0.0	0.08746366344259522	0.19641392728531912	0	2
