ID;NAME;CAS;CAS.Checksum;DSSTox.GSID;SMILES;All.Compound.Names;logMA;logMA.Reference;logP;logP.Reference;logPwa;logPwa.Reference;MW;MW.Reference;pKa_Accept;pKa_Accept.Reference;pKa_Donor;pKa_Donor.Reference;All.Species;DSSTox.GSID.Reference;Human.Clint;Human.Clint.pValue;Human.Clint.pValue.Reference;Human.Clint.Reference;Human.Fgutabs;Human.Fgutabs.Reference;Human.Funbound.plasma;Human.Funbound.plasma.Reference;Human.Rblood2plasma;Human.Rblood2plasma.Reference;Rat.Clint;Rat.Clint.pValue;Rat.Clint.pValue.Reference;Rat.Clint.Reference;Rat.Fgutabs;Rat.Fgutabs.Reference;Rat.Funbound.plasma;Rat.Funbound.plasma.Reference;Rat.Rblood2plasma;Rat.Rblood2plasma.Reference;SMILES.desalt.Reference;smiles_source;orig_ID;experimental_column;UNITS
132;Iprodione;36734-19-7;True;24154.0;O=C2CN(C(=O)NC(C)C)C(=O)N2c1cc(Cl)cc(Cl)c1;Iprodione;;;3.0;EPISuite;6.515787350050925;EPISuite;330.1666;DSSTox;;Strope in prep.;12.5;Strope in prep.;Human;DSSTox;11.7044616;0.030917549;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
133;Isazofos;42509-80-8;True;34676.0;CC(C)n1nc(OP(=S)(OCC)OCC)nc1Cl;Isazofos;;;3.48;TNO;4.298928699672926;EPISuite;313.74;TNO;;TNO;;TNO;Human|Rat;DSSTox;19.52950531;2.47e-13;Wetmore 2012;Wetmore 2012;;;0.065390016270471;Wetmore 2012;0.791207715264477;TNO;81.88;9e-05;Wetmore 2013;Wetmore 2013;;;0.107213391212904;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
134;Isoxaben;82558-50-7;True;24159.0;CCC(C)(CC)c2cc(NC(=O)c1c(OC)cccc1OC)on2;Isoxaben;;;3.94;Tonnelier 2012;6.906131230385569;EPISuite;332.39;Tonnelier 2012;0.219;Strope in prep.;10.1;Strope in prep.;Human;DSSTox;4.11034520705533;0.476209695074639;Wetmore 2012;Wetmore 2012;;;0.047126297115753;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
135;Isoxaflutole;141112-29-0;True;34723.0;O=C(c2cnoc2C1CC1)c3ccc(cc3S(C)(=O)=O)C(F)(F)F;Isoxaflutole;;;2.1400000000000006;TNO;7.587145939955207;EPISuite;359.32;TNO;;TNO;;TNO;Human|Rat;DSSTox;20.4174295431391;0.002424396987672;Wetmore 2012;Wetmore 2012;;;0.016551483420593;Wetmore 2012;0.698633897668854;TNO;0.0;0.0001;Wetmore 2013;Wetmore 2013;;;0.062189687505477;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
136;Lactofen;77501-63-4;True;24160.0;Clc2cc(ccc2Oc1cc(C(=O)OC(C)C(=O)OCC)c(cc1)[N+]([O-])=O)C(F)(F)F;Lactofen;;;4.81;EPISuite;4.371139534499183;EPISuite;461.7731;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;1.280307803;0.46481929;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
137;Lindane;58-89-9;True;20686.0;Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H]1Cl;Lindane;;;4.35;TNO;;EPISuite;290.83;TNO;;TNO;;TNO;Human|Rat;DSSTox;13.23969463;8.31e-05;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;5.288;9e-05;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
138;Linuron;330-55-2;True;24163.0;Clc1ccc(NC(=O)N(C)OC)cc1Cl;Linuron;;;3.2;EPISuite;6.2199000520273895;EPISuite;249.0939;DSSTox;;Strope in prep.;12.7;Strope in prep.;Human;DSSTox;33.05408351;5.27e-05;Wetmore 2012;Wetmore 2012;;;0.105122975936085;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
139;Malathion;121-75-5;True;20791.0;CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC;Malathion;;;2.36;Tonnelier 2012;6.326475917886447;EPISuite;330.35;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;87.48042666;0.021088994;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
140;Mcpa;94-74-6;True;24195.0;Clc1cc(C)c(OCC(=O)O)cc1;Mcpa|2-methyl-4-chlorophenoxyacetic acid;;;2.75;TNO;6.921229873338697;EPISuite;200.62;TNO;;TNO;3.07;TNO;Human|Rat;DSSTox;0.0;0.042652962;Wetmore 2012;Wetmore 2012;;;0.017971238750212;Wetmore 2012;1.3;TNO;0.0;9e-05;Wetmore 2013;Wetmore 2013;;;0.017140156932215;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
141;Mesosulfuron-methyl;208465-21-8;True;34712.0;O=C(Nc1nc(cc(OC)n1)OC)NS(=O)(=O)c2cc(CNS(C)(=O)=O)ccc2C(=O)OC;Mesosulfuron-methyl;;;0.8;EPISuite;30.489299869864308;EPISuite;503.5067;DSSTox;;Strope in prep.;2.544583,10.26626,11.25017;Strope in prep.;Human;DSSTox;5.452139062;0.001498938;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
142;Mesotrione;104206-82-8;True;32424.0;O=C2CCCC(=O)C2C(=O)c1ccc(cc1[N+]([O-])=O)S(C)(=O)=O;Mesotrione;;;1.49;EPISuite;30.489299869864308;EPISuite;339.3205;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;0.354174612;0.794479332;Wetmore 2012;Wetmore 2012;;;0.354753927157217;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
143;Metalaxyl;57837-19-1;True;24175.0;CC(N(C(=O)COC)c1c(C)cccc1C)C(=O)OC;Metalaxyl;;;1.65;Tonnelier 2012;6.5459683490403515;EPISuite;279.34;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;1.579900972;0.131812244;Wetmore 2012;Wetmore 2012;;;0.730560439421095;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
144;Methidathion;950-37-8;True;20819.0;O=C1SC(=NN1CSP(=S)(OC)OC)OC;Methidathion;;;2.2;EPISuite;6.189530530228098;EPISuite;302.3313;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;3.923514967;0.009900155;Wetmore 2012;Wetmore 2012;;;0.268484052073111;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
145;Methoxychlor;72-43-5;True;20827.0;COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl;Methoxychlor;;;5.08;EPISuite;4.620430487720473;EPISuite;345.6481;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;170.396226;0.009571392;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
146;Methoxyfenozide;161050-58-4;True;32628.0;Cc1c(cccc1OC)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C;Methoxyfenozide;;;3.7;EPISuite;9.42538666100995;EPISuite;368.4693;DSSTox;2.46;Strope in prep.;9.52;Strope in prep.;Human;DSSTox;16.19786839;8.08e-09;Wetmore 2012;Wetmore 2012;;;0.06119378059912;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
147;Methyl parathion;298-00-0;True;20855.0;S=P(Oc1ccc(cc1)[N+]([O-])=O)(OC)OC;Methyl parathion|Methylparathion;;;2.86;Tonnelier 2012;4.875253267778766;EPISuite;263.21;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;14.1918066807169;1.998126386e-05;Wetmore 2012;Wetmore 2012;;;0.028319338133437;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
148;Metolachlor;51218-45-2;True;22448.0;ClCC(=O)N(C(C)COC)c1c(C)cccc1CC;Metolachlor;;;3.13;EPISuite;5.774958938412077;EPISuite;283.7937;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;35.37473607;1.27e-08;Wetmore 2012;Wetmore 2012;;;0.177340461631947;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
149;Metribuzin;21087-64-9;True;24204.0;O=C1C(=NN=C(SC)N1N)C(C)(C)C;Metribuzin;;;1.7;Tonnelier 2012;7.7777602555653935;EPISuite;214.29;Tonnelier 2012;;Strope in prep.;;Strope in prep.;Human;DSSTox;1.06679523277121;0.037029903125648;Wetmore 2012;Wetmore 2012;;;0.478672064632663;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
150;Metsulfuron-methyl;74223-64-6;True;23864.0;Cc2nc(NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC)nc(OC)n2;Metsulfuron-methyl;;;2.2;EPISuite;13.124648823396555;EPISuite;381.3638;DSSTox;;Strope in prep.;1.874578,9.474032;Strope in prep.;Human;DSSTox;2.31859258;0.018430521;Wetmore 2012;Wetmore 2012;;;0.08599450521286;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
151;Mevinphos;7786-34-7;True;32683.0;O=P(OC)(OC)OC(/C)=C/C(=O)OC;Mevinphos;;;0.13;EPISuite;8.239574202604208;EPISuite;224.1483;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;15.6224321;1.48e-07;Wetmore 2012;Wetmore 2012;;;;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
152;Mgk;113-48-4;True;32562.0;CCC(CCCC)CN3C(=O)C2C1CC(C=C1)C2C3=O;Mgk|Mgk-264;;;3.7;Tonnelier 2012;4.555121482050504;EPISuite;275.39;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;134.32686803615;0.144152538969658;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
153;Molinate;2212-67-1;True;24206.0;O=C(SCC)N1CCCCCC1;Molinate;;;3.21;EPISuite;3.2832318573315376;EPISuite;187.3024;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;11.60298073;0.056094695;Wetmore 2012;Wetmore 2012;;;0.097144552839941;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
154;Monobutyl phthalate;131-70-4;True;40002.0;O=C(O)c1ccccc1C(=O)OCCCC;Monobutyl phthalate;;;2.84;EPISuite;6.773116700590004;EPISuite;222.2372;DSSTox;;Strope in prep.;4.24;Strope in prep.;Human;DSSTox;0.735864936;0.165675874;Wetmore 2012;Wetmore 2012;;;0.207710513571554;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
155;Myclobutanil;88671-89-0;True;24315.0;Clc1ccc(cc1)C(CCCC)(Cn2cncn2)C#N;Myclobutanil;;;2.94;EPISuite;6.378463434873117;EPISuite;288.7753;DSSTox;0.602;Strope in prep.;;Strope in prep.;Human;DSSTox;16.39858547;9.69e-07;Wetmore 2012;Wetmore 2012;;;0.0842871853932;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
156;Napropamide;15299-99-7;True;24211.0;CCN(CC)C(=O)C(C)Oc2cccc1ccccc12;Napropamide;;;3.36;EPISuite;7.091007923828932;EPISuite;271.3541;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;15.14932585;0.003516368;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
157;Niclosamide;50-65-7;True;40362.0;Clc2cc(ccc2NC(=O)c1cc(Cl)ccc1O)[N+]([O-])=O;Niclosamide;;;4.56;EPISuite;9.243894997022583;EPISuite;327.1196;DSSTox;;Strope 2015;6.89,12.07;Strope 2015;Human;DSSTox;12.0;1.1e-06;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
158;Nitrapyrin;1929-82-4;True;24216.0;ClC(Cl)(Cl)c1cccc(Cl)n1;Nitrapyrin;;;3.41;EPISuite;2.7375842702682913;EPISuite;230.9067;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;36.83524387;0.015732612;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
159;Norflurazon;27314-13-2;True;24234.0;FC(F)(F)c1cc(ccc1)N2N=CC(NC)=C(Cl)C2=O;Norflurazon;;;2.3;EPISuite;7.509785755213983;EPISuite;303.6676;DSSTox;;Strope in prep.;10.9;Strope in prep.;Human;DSSTox;11.08929866;2.24e-05;Wetmore 2012;Wetmore 2012;;;0.184056702935091;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
160;Novaluron;116714-46-6;True;34773.0;Clc1cc(ccc1OC(F)(F)C(F)OC(F)(F)F)NC(=O)NC(=O)c2c(F)cccc2F;Novaluron;;;6.240000000000001;TNO;10.178713869319331;EPISuite;492.71;TNO;;TNO;6.3,13.89;TNO;Human|Rat;DSSTox;2.872905153;0.014264244;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;0.0;0.9757;Wetmore 2013;Wetmore 2013;;;0.013958993469761;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
161;Oryzalin;19044-88-3;True;24238.0;O=S(N)(=O)c1cc(c(c(c1)[N+]([O-])=O)N(CCC)CCC)[N+]([O-])=O;Oryzalin;;;3.73;EPISuite;6.734408724738172;EPISuite;346.3595;DSSTox;;Strope in prep.;9.21;Strope in prep.;Human;DSSTox;20.20326887;2.85e-11;Wetmore 2012;Wetmore 2012;;;0.004802315784854;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
162;Oxadiazon;19666-30-9;True;24239.0;O=C2OC(=NN2c1cc(OC(C)C)c(Cl)cc1Cl)C(C)(C)C;Oxadiazon;;;5.3100000000000005;TNO;5.058032024591619;EPISuite;345.23;TNO;;TNO;;TNO;Human|Rat;DSSTox;14.0214424;0.00031;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;7.264;0.0006;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
163;Oxamyl;23135-22-0;True;21086.0;O=C(C(=NOC(=O)NC)SC)N(C)C;Oxamyl;;;-0.47;EPISuite;7.670300995725426;EPISuite;219.2614;DSSTox;;Strope in prep.;10.2;Strope in prep.;Human;DSSTox;0.0;0.330818962;Wetmore 2012;Wetmore 2012;;;0.792576554283947;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
164;Oxasulfuron;144651-06-9;True;34364.0;O=C(OC1COC1)c2ccccc2S(=O)(=O)NC(=O)Nc3nc(C)cc(C)n3;Oxasulfuron;;;1.1;EPISuite;30.489299869864308;EPISuite;406.413;DSSTox;3.01;Strope in prep.;11.5;Strope in prep.;Human;DSSTox;3.10692555;0.00530897;Wetmore 2012;Wetmore 2012;;;0.060838553829148;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
165;Oxyfluorfen;42874-03-3;True;24241.0;Clc2cc(ccc2Oc1ccc([N+]([O-])=O)c(OCC)c1)C(F)(F)F;Oxyfluorfen;;;4.73;EPISuite;4.160537802710042;EPISuite;361.7003;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;0.0;0.624605332;Wetmore 2012;Wetmore 2012;;;0.121757911196343;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
166;Oxytetracycline dihydrate;6153-64-6;True;23412.0;NC(=O)C=3C(=O)[C@@]4(O)C(O)=C2C(=O)c1c(O)cccc1[C@@](C)(O)[C@H]2[C@H](O)[C@H]4[C@@H](C=3O)N(C)C;Oxytetracycline dihydrate|Oxytetracycline;;;-3.97;Tonnelier 2012;;EPISuite;496.46;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;0.0;0.595155600472462;Wetmore 2012;Wetmore 2012;;;0.398168608171313;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
167;Paclobutrazol;76738-62-0;True;24242.0;OC(C(Cc1ccc(Cl)cc1)n2cncn2)C(C)(C)C;Paclobutrazol;;;3.2;EPISuite;7.927939287407538;EPISuite;293.7918;DSSTox;1.18;Strope in prep.;;Strope in prep.;Human;DSSTox;7.13989155;0.041083636;Wetmore 2012;Wetmore 2012;;;0.153767147551555;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
168;Parathion;56-38-2;True;21100.0;S=P(Oc1ccc(cc1)[N+]([O-])=O)(OCC)OCC;Parathion;;;3.8300000000000005;TNO;4.401003693540415;EPISuite;291.26;TNO;;TNO;;TNO;Human;DSSTox;6.65047789229267;0.007546871085295;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.753461681787512;TNO;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
169;Pendimethalin;40487-42-1;True;24245.0;[O-][N+](=O)c1c(C)c(C)cc([N+]([O-])=O)c1NC(CC)CC;Pendimethalin;;;5.18;EPISuite;4.02473983882772;EPISuite;281.3077;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;7.214316442;0.014154023;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
170;Penoxsulam;219714-96-2;True;34803.0;FC(F)(F)c1cccc(OCC(F)F)c1S(=O)(=O)Nc2nc3c(cnc(OC)n3n2)OC;Penoxsulam;;;2.95;EPISuite;11.863730562152908;EPISuite;483.3699;DSSTox;;Strope In Prep.;6.55;Strope In Prep.;Human;DSSTox;0.0;0.182426277;Wetmore 2012;Wetmore 2012;;;0.010089093211881;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
171;Perfluorooctane sulfonic acid;1763-23-1;True;31864.0;FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Perfluorooctane sulfonic acid|Pfos;;;5.43;TNO;0.09252014514196677;EPISuite;500.13;TNO;;TNO;-3.32;TNO;Human|Rat;DSSTox;0.0;0.017460331;Wetmore 2012;Wetmore 2012;;;0.004758050885834;Wetmore 2012;0.643600035440791;TNO;0.0;0.0007;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
172;Perfluorooctanoic acid;335-67-1;True;31865.0;FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;Perfluorooctanoic acid;;;5.110000000000001;TNO;-0.9131820035068233;EPISuite;414.07;TNO;;TNO;-4.2;TNO;Human|Rat;DSSTox;1.644488757;0.063584741;Wetmore 2012;Wetmore 2012;;;0.004778831906811;Wetmore 2012;0.643600035440791;TNO;0.0;0.0374;Wetmore 2013;Wetmore 2013;;;0.002928714848301;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
173;Permethrin;52645-53-1;True;22292.0;Cl/C(Cl)=C/C3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C;Permethrin;;;5.700000000000001;TNO;3.7732028918147855;EPISuite;391.3;TNO;;TNO;;TNO;Human|Rat;DSSTox;46.20981204;0.079602012;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;0.643600035440791;TNO;54.7;9e-05;Wetmore 2013;Wetmore 2013;;;0.0;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
174;Phenoxyethanol;122-99-6;True;21976.0;OCCOc1ccccc1;Phenoxyethanol|2-phenoxyethanol;;;1.16;EPISuite;5.318401436504022;EPISuite;138.1638;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;17.89438495;0.219317454;Wetmore 2012;Wetmore 2012;;;0.295713267698041;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
175;Phosalone;2310-17-0;True;24259.0;CCOP(=S)(OCC)SCN1c2ccc(Cl)cc2OC1=O;Phosalone;;;4.38;EPISuite;4.41427978156928;EPISuite;367.8086;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;56.02164086;2.21e-05;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
176;Picloram;1918-02-1;True;21160.0;Nc1c(Cl)c(nc(Cl)c1Cl)C(=O)O;Picloram;;;1.9;EPISuite;11.085878053130248;EPISuite;241.4592;DSSTox;;Strope in prep.;2.65;Strope in prep.;Human;DSSTox;3.10871701;0.023740109;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
177;Piperonyl butoxide;51-03-6;True;21166.0;CCCc1cc2OCOc2cc1COCCOCCOCCCC;Piperonyl butoxide;;;4.75;EPISuite;8.12547270469397;EPISuite;338.4385;DSSTox;;Strope in prep.;;Strope in prep.;Human;DSSTox;76.00544675;1.46e-07;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
178;Pirimicarb;23103-98-2;True;32569.0;Cc1nc(nc(OC(=O)N(C)C)c1C)N(C)C;Pirimicarb;;;1.7;EPISuite;7.118225850330012;EPISuite;238.2862;DSSTox;5.03;Strope in prep.;;Strope in prep.;Human;DSSTox;22.53406841;9.14e-13;Wetmore 2012;Wetmore 2012;;;0.163336577289879;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
179;Pirimiphos-methyl;29232-93-7;True;24266.0;CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1;Pirimiphos-methyl;;;4.2;EPISuite;4.1700735268922315;EPISuite;305.3336;DSSTox;5.01;Strope in prep.;;Strope in prep.;Human;DSSTox;29.78348049;7.92e-05;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
180;Prochloraz;67747-09-5;True;24270.0;O=C(N(CCOc1c(Cl)cc(Cl)cc1Cl)CCC)n2ccnc2;Prochloraz;;;4.1;EPISuite;5.8009361653353215;EPISuite;376.6654;DSSTox;3.09;Strope in prep.;;Strope in prep.;Human;DSSTox;16.39950975;2.53e-09;Wetmore 2012;Wetmore 2012;;;0.022369548225335;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
181;Prodiamine;29091-21-2;True;34210.0;[O-][N+](=O)c1cc(c(N)c([N+]([O-])=O)c1N(CCC)CCC)C(F)(F)F;Prodiamine;;;4.1;EPISuite;4.071792685637526;EPISuite;350.2937;DSSTox;;Strope in prep.;13.5;Strope in prep.;Human;DSSTox;7.215548492;0.000124;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
182;Prometon;1610-18-0;True;22341.0;COc1nc(NC(C)C)nc(NC(C)C)n1;Prometon;;;2.99;EPISuite;6.6788831861286715;EPISuite;225.2908;DSSTox;3.76;Strope in prep.;;Strope in prep.;Human;DSSTox;14.1064056;9.9e-13;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
183;Prometryn;7287-19-6;True;24272.0;CSc1nc(NC(C)C)nc(NC(C)C)n1;Prometryn;;;3.51;EPISuite;5.806996422237487;EPISuite;241.3564;DSSTox;3.13;Strope in prep.;;Strope in prep.;Human;DSSTox;35.78116588;4.92e-10;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
184;Propamocarb hydrochloride;25606-41-1;True;34849.0;O=C(NCCCN(C)C)OCCC;Propamocarb hydrochloride;;;0.7700000000000001;TNO;15.083331741797327;EPISuite;224.77;TNO;;TNO;9.3;TNO;Human|Rat;DSSTox;5.814962413;1.43e-05;Wetmore 2012;Wetmore 2012;;;0.843484139022621;Wetmore 2012;0.764983182820169;TNO;0.0;9e-05;Wetmore 2013;Wetmore 2013;;;0.774512670565302;Wetmore 2013;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
185;Propanil;709-98-8;True;22111.0;Clc1ccc(NC(=O)CC)cc1Cl;Propanil;;;3.07;EPISuite;6.77692862201935;EPISuite;218.0799;DSSTox;;Strope in prep.;11.9;Strope in prep.;Human;DSSTox;38.89805425;3.58e-08;Wetmore 2012;Wetmore 2012;;;0.0;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
186;Propazine;139-40-2;True;21196.0;Clc1nc(NC(C)C)nc(NC(C)C)n1;Propazine;;;2.93;EPISuite;6.177326358990011;EPISuite;229.7098;DSSTox;1.18;Strope in prep.;;Strope in prep.;Human;DSSTox;14.604219;1.9e-11;Wetmore 2012;Wetmore 2012;;;0.036510507270822;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
187;Propetamphos;31218-83-4;True;32470.0;COP(=S)(NCC)OC(C)=CC(=O)OC(C)C;Propetamphos;;;3.82;Tonnelier 2012;5.2138445471842525;EPISuite;281.31;Tonnelier 2012;;Tonnelier 2012;;Tonnelier 2012;Human;DSSTox;16.2447159362275;0.00183401731135;Wetmore 2012;Wetmore 2012;;;0.009786978442496;Wetmore 2012;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
