ID;orig_ID;SMILES;Property;smiles_source;experimental_column;UNITS
193;hERG194;CN(C(Cc1ccc(CNS(C)(=O)=O)cc1)=O)C(c2ccccc2)CN3CC(O)CC3;1;Smiles;Property;classhERGinh
194;hERG195;CCCOC(c1ccccc1)(c2ccccc2)C(OC3CCN(C)CC3)=O;1;Smiles;Property;classhERGinh
195;hERG196;CC(NCC(COc1c(c2ccc1)cccc2)O)C;1;Smiles;Property;classhERGinh
196;hERG197;Cc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1;1;Smiles;Property;classhERGinh
197;hERG198;CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccccc5)C3)C4)CC1;1;Smiles;Property;classhERGinh
198;hERG199;CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccc(F)cc5)C3)C4)CC1;1;Smiles;Property;classhERGinh
199;hERG200;COc1cc(C2C(C3C(N(C(Nc4cc(Cl)c(F)cc4)=O)CCCN5CCN(C)CC5)C2)C3)ccc1;1;Smiles;Property;classhERGinh
200;hERG201;CN(C(c1ccc(C(Nc2c(C(Nc3ncc(Cl)cc3)=O)cc(Sc4ccccc4)cc2)=O)cc1)=N)C;1;Smiles;Property;classhERGinh
201;hERG202;CN(C1CCN(C(c2ccc(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc2)=N)CC1)C;1;Smiles;Property;classhERGinh
202;hERG203;Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)COC5)c(c6n1)cccc6;1;Smiles;Property;classhERGinh
203;hERG204;CN(C(c1cc(N2CCCCC2)c(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc1)=N)C;1;Smiles;Property;classhERGinh
204;hERG205;COc1cc(C(Nc2ncc(Cl)cc2)=O)c(NC(c3c(N4CCCCC4)cc(C(N(C)C)=N)cc3)=O)cc1;1;Smiles;Property;classhERGinh
205;hERG206;CN1C(c2ccc(C(N3C(CC(N4CCOCC4)=O)CN(S(c5sc(c6c5)cc(Cl)cc6)(=O)=O)CC3)=O)cc2)=NCC1;1;Smiles;Property;classhERGinh
206;hERG207;CCOC(C1N(Cc2ccc(C(N(C)C)=N)cc2)C(=O)CN(S(c3[nH]c(c4c3)ccc(Cl)c4)(=O)=O)C1)=O;1;Smiles;Property;classhERGinh
207;hERG208;Cc1nn(c2c(C#N)cc(c3c2)cccc3)c(C(Nc4ccc(C(N5CCCC5)=N)cc4)=O)c1;1;Smiles;Property;classhERGinh
208;hERG209;CC(c1cc(C(N)=N)ccc1)=C(C(Nc2ccc(c3c(S(N)(=O)=O)cccc3)cc2)=O)F;1;Smiles;Property;classhERGinh
209;hERG210;Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)CC5)c(c6n1)cccc6;1;Smiles;Property;classhERGinh
210;hERG211;O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(n4nc(Cc5ccccc5)nc4)CC3;1;Smiles;Property;classhERGinh
211;hERG212;O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(N4N=C(Cc5ccccc5)OC4)CC3;1;Smiles;Property;classhERGinh
212;hERG213;Fc1ccc(Cn2c(c3nc2NC4CCNCC4)cccc3)cc1;1;Smiles;Property;classhERGinh
213;hERG214;FC(c1cc(c2nc(C3CCC(CNS(c4ccccc4)(=O)=O)CC3)[nH]c2)ccc1)(F)F;1;Smiles;Property;classhERGinh
214;hERG215;CN(S(c1ccccc1)(=O)=O)CC2CCC(c3[nH]cc(c4cc(C(F)(F)F)ccc4)n3)CC2;1;Smiles;Property;classhERGinh
215;hERG216;OCCNC(C1CCC(c2[nH]cc(c3cc(C(F)(F)F)ccc3)n2)CC1)=O;1;Smiles;Property;classhERGinh
216;hERG217;CC(NC(C1CCC(c2[nH]cc(c3cc(Br)ccc3)n2)CC1)=O)=O;1;Smiles;Property;classhERGinh
217;hERG218;Fc1ccc(C(c2ccc(F)cc2)N3CCN(CC=Cc4ccccc4)CC3)cc1;1;Smiles;Property;classhERGinh
218;hERG219;Clc1ccc(C(n2c[n+](CC(c3c(Cl)cc(Cl)cc3)OCc4c(Cl)cc(Cl)cc4)cc2)c5ccc(Cl)cc5)cc1;1;Smiles;Property;classhERGinh
219;hERG220;Fc1ccc(C(CCCN2CC=C([N+](C3=O)=C4C(=N3)C=CC=C4)CC2)=O)cc1;1;Smiles;Property;classhERGinh
220;hERG221;CCOC(C(n1c(C(N2CCC3)C34CC)c(c(c15)cccc5)CC2)=C4)=O;1;Smiles;Property;classhERGinh
221;hERG222;COC(c1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O;1;Smiles;Property;classhERGinh
222;hERG223;COc1c(Cl)cc(CNc2c(c3c(N4CCC5(CC(O)C5)CC4)nn2)cc(C#N)cc3)cc1;1;Smiles;Property;classhERGinh
223;hERG224;CN1CCN(CCCN(C(Nc2cc(C(F)(F)F)c(F)cc2)=O)C3C(C4C(c5ccc(C#N)cc5)C3)C4)CC1;1;Smiles;Property;classhERGinh
224;hERG225;Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC4(C(=O)NCN4c5ccccc5)CC3)cc1;1;Smiles;Property;classhERGinh
225;hERG226;CCCCNCCC(c1c(c2c(c3c1)cc(Cl)cc3Cl)ccc(C(F)(F)F)c2)O;1;Smiles;Property;classhERGinh
226;hERG227;NC(C(c1ccccc1)(c2ccccc2)C3CN(CCc4cc(c5cc4)CCO5)CC3)=O;1;Smiles;Property;classhERGinh
227;hERG228;C1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCN(c5ccccc5)C1;1;Smiles;Property;classhERGinh
228;hERG229;Clc1cc2c(n(c3ccccc3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1;1;Smiles;Property;classhERGinh
229;hERG230;CC(OC(N1CC(OC2CC1)CN(CC(COc3ccc(C#N)cc3)O)C2)=O)(C)C;1;Smiles;Property;classhERGinh
230;hERG231;CSc1cc(c2cc1)N(CCC3N(C)CCCC3)c(c4S2)cccc4;1;Smiles;Property;classhERGinh
231;hERG232;CC(N1CCC(Cc2ccccc2)CC1)C(c3ccc(O)cc3)O;1;Smiles;Property;classhERGinh
232;hERG233;Fc1ccc(C(CCCN2CCC(N3c(c4NC3=O)cccc4)CC2)=O)cc1;1;Smiles;Property;classhERGinh
233;hERG234;CCC(c1ccccc1)=C(c2ccc(OCCN(C)C)cc2)c3ccccc3;1;Smiles;Property;classhERGinh
234;hERG235;Fc1ccc(C(C2CCN(CCN3C(=O)c(c4NC3=O)cccc4)CC2)=O)cc1;1;Smiles;Property;classhERGinh
235;hERG236;FC1C(c2c(c3[nH]c2c4c(c5ccc4)cccc5)ccc(F)c3)CNCC1;1;Smiles;Property;classhERGinh
236;hERG237;Cc1ncn(c2cc(C(F)(F)F)cc(NC(c3cc(Nc4nc(c5cnccc5)ccn4)c(C)cc3)=O)c2)c1;1;Smiles;Property;classhERGinh
237;hERG238;CCCN1C2C(c(c(c3N=C4)C4C2)ccc3)CC(CSC)C1;1;Smiles;Property;classhERGinh
238;hERG239;Clc1c(CCN2CCN(c3c(c4sn3)cccc4)CC2)cc(c5c1)CC(=O)N5;1;Smiles;Property;classhERGinh
239;hERG240;COC(Cc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O;1;Smiles;Property;classhERGinh
240;hERG241;Clc1cc2c(n(C3CCCCC3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1;1;Smiles;Property;classhERGinh
241;hERG242;Fc1ccc(n2c(c3c(C4CCN(CCN5C(=S)NCC5)CC4)c2)cccc3)cc1;1;Smiles;Property;classhERGinh
242;hERG243;CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5C(O)CCC4)=N5;1;Smiles;Property;classhERGinh
243;hERG244;O=C1N(c2ccccc2)CCC1NCCc3n(Cc4ccc(C#N)cc4)cnc3;1;Smiles;Property;classhERGinh
244;hERG245;ClC(C=CC(C1=N2)=[N+](C3CCN(CCC[N+](C4=O)=C5C(=N4)C=CC=C5)CC3)C2=O)=C1;1;Smiles;Property;classhERGinh
245;hERG246;CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5CCCC4)=N5;1;Smiles;Property;classhERGinh
246;hERG247;CCN(CCOc1ccc(C(c2ccccc2)=C(c3ccccc3)Cl)cc1)CC;1;Smiles;Property;classhERGinh
247;hERG248;CN1CCN(C(c(c2Nc(c34)cccc3)cc(C)s2)=N4)CC1;1;Smiles;Property;classhERGinh
248;hERG249;CCOc1c(C(NCCCN2CCOCC2)=O)cccc1;1;Smiles;Property;classhERGinh
249;hERG250;CC(NCC(COc1c(C#N)c(Cl)ccc1)O)(Cc2cc(c3cc2)cccc3)C;1;Smiles;Property;classhERGinh
250;hERG251;CCCCN(C1C(=O)N(Cc2ccccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3;1;Smiles;Property;classhERGinh
251;hERG252;Clc1cc(CN2C(=O)C(N(Cc3n(Cc4ccc(C#N)cc4)cnc3)CCN5CCOCC5)CC2)ccc1;1;Smiles;Property;classhERGinh
252;hERG253;Fc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)cccc3)cc1;1;Smiles;Property;classhERGinh
253;hERG254;Fc1ccc(N2CCN(CCCN3S(=O)(=O)c(c(c4ccc5)c35)ccc4)CC2)cc1;1;Smiles;Property;classhERGinh
254;hERG255;Fc1ccc(n2c(c3c(C4CCNCC4)c2)ccc(Cl)c3)cc1;1;Smiles;Property;classhERGinh
255;hERG256;CN(c1n(C)c(c2n1)cccc2)CCN(S(c3ccc(NS(C)(=O)=O)cc3)(=O)=O)C;1;Smiles;Property;classhERGinh
256;hERG257;COc1c(Nc2c(c3nc(c24)cccc4)cccc3)ccc(NS(C)(=O)=O)c1;1;Smiles;Property;classhERGinh
257;hERG258;COc1c(OC)cc(C2CCN(CCC3c(c4OCC3)cccc4)CC2)cc1;1;Smiles;Property;classhERGinh
258;hERG259;CN1CCN(C(c(c2Nc(c34)ccc(Cl)c3)cccc2)=N4)CC1;1;Smiles;Property;classhERGinh
259;hERG260;O=C(N1C(c2ccccc2)c(c3CC1)cccc3)OC4C(CCN5C4)CC5;1;Smiles;Property;classhERGinh
260;hERG261;CCN(CCNC(c1c(C)c(C=C2c(c3NC2=O)cc(F)cc3)[nH]c1C)=O)CC;1;Smiles;Property;classhERGinh
261;hERG262;CN1CCN(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CCC1;1;Smiles;Property;classhERGinh
262;hERG263;C(c1ccccc1)N2CC(c3c(c4[nH]c3c5ccccc5)cccc4)CCC2;1;Smiles;Property;classhERGinh
263;hERG264;Fc1ccc(C(c2ccc(F)cc2)OCCN3CCN(CCCc4ccccc4)CC3)cc1;1;Smiles;Property;classhERGinh
264;hERG265;OC(C1Oc(c2CC1)ccc(F)c2)CNCC(C3Oc(c4CC3)ccc(F)c4)O;1;Smiles;Property;classhERGinh
265;hERG266;CC(c1ccc(C(CCCN2CCC(OC(c3ccccc3)c4ccccc4)CC2)=O)cc1)(C)C;1;Smiles;Property;classhERGinh
266;hERG267;CS(Nc1cc(c2cc1)C(=O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O;1;Smiles;Property;classhERGinh
267;hERG268;Fc1ccc(Cn2c(c3nc2N4CCC(CNC(NC(=O)C=C5)=N5)CC4)cccc3)cc1;1;Smiles;Property;classhERGinh
268;hERG269;O=C1N(CCCN2CCN(C(c3ccccc3)c4ccccc4)CC2)c(c5N1)cccc5;1;Smiles;Property;classhERGinh
269;hERG270;CN(CCC(c1ncccc1)c2ccc(Cl)cc2)C;1;Smiles;Property;classhERGinh
270;hERG271;Clc1cc(CN2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)ccc1;1;Smiles;Property;classhERGinh
271;hERG272;CS(Nc1cc(c2cc1)C(=O)CC3(CCN(CCc4cc(c5cc4)non5)CC3)O2)(=O)=O;1;Smiles;Property;classhERGinh
272;hERG273;CC(c1ccc(C(CCCN2CCC(C(c3ccccc3)(c4ccccc4)O)CC2)O)cc1)(O)C;1;Smiles;Property;classhERGinh
273;hERG274;CC(CN(C)C)CN1c(c2Sc(c13)cccc3)cc(C#N)cc2;1;Smiles;Property;classhERGinh
274;hERG275;NCCCN(C1C(=O)N(Cc2cc(Cl)ccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3;1;Smiles;Property;classhERGinh
275;hERG276;NC(OCC1C(C2(N3C(=N)N1)C(O)(O)CC3)NC(=N)N2)=O;1;Smiles;Property;classhERGinh
276;hERG277;FC1C(c2c(c3[nH]c2c4cc(c5cc4)cccc5)ccc(F)c3)CNCC1;1;Smiles;Property;classhERGinh
277;hERG278;COc1c(OCCNCC(COc2c(c3ccc2)c(c4[nH]3)cccc4)O)cccc1;1;Smiles;Property;classhERGinh
278;hERG279;C(N1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CCC1)Cc5ccccc5;1;Smiles;Property;classhERGinh
279;hERG280;CC(COCC(N1CCCC1)CN(c2ccccc2)Cc3ccccc3)C;1;Smiles;Property;classhERGinh
280;hERG281;CN1C(CCN2c(c3Sc(c24)cccc4)cc(S(C)=O)cc3)CCCC1;1;Smiles;Property;classhERGinh
281;hERG282;CN(C1CC2)C2CC(OC(C(c3ccccc3)CO)=O)C1;1;Smiles;Property;classhERGinh
282;hERG283;N#CC(Cl)Cl;0;Smiles;Property;classhERGinh
283;hERG284;Cc1c(C(=O)N)cccc1;0;Smiles;Property;classhERGinh
284;hERG285;O=C(c1c(O)cc(O)cc1O)CCc2ccc(O)cc2;0;Smiles;Property;classhERGinh
285;hERG286;O=C1c(c2C(c3ccc(O)cc3)(c4ccc(O)cc4)O1)cccc2;0;Smiles;Property;classhERGinh
286;hERG287;N=C(Nc1ccccc1)NC(c2c(N)nc(N)c(Cl)n2)=O;0;Smiles;Property;classhERGinh
287;hERG288;CC=C(C(OC1C(OC(CCCCCCC)=O)C2C(C3C(C(O)(C)C(=O)O3)(O)C(OC(CCC)=O)CC2(OC(=O)C)C)=C1C)=O)C;0;Smiles;Property;classhERGinh
288;hERG289;ClC(C(Cl)=C(Cl)C1(Cl)Cl)=C1Cl;0;Smiles;Property;classhERGinh
289;hERG290;c1cc(OCC(NCC2)=N2)c(C3CC3)cc1;0;Smiles;Property;classhERGinh
290;hERG291;CCCN(C1Cc(c2C1)cc(OC)c(OC)c2)CCC;0;Smiles;Property;classhERGinh
291;hERG292;CCOC(c1c2n(c(c3C(=O)N(C24)CCC4)ccc(OC)c3)cn1)=O;0;Smiles;Property;classhERGinh
292;hERG293;CCCN(C1Cc(c2CC1)c(O)ccc2)CCC;0;Smiles;Property;classhERGinh
293;hERG294;c1ccc(NNc2ccccc2)cc1;0;Smiles;Property;classhERGinh
294;hERG295;CC(C(Cn1ncnc1)(CCc2ccc(Cl)cc2)O)(C)C;0;Smiles;Property;classhERGinh
295;hERG296;c1cc2c(c(c3I2)cccc3)cc1;0;Smiles;Property;classhERGinh
296;hERG297;Cc1c2c(N(C3CC3)C=C(C(O)=O)C2=O)cc(N4CC(C)NCC4)c1F;0;Smiles;Property;classhERGinh
297;hERG298;COCCOC(C(C(c1cc([N+]([O-])=O)ccc1)C(C(OC(C)C)=O)=C(C)N2)=C2C)=O;0;Smiles;Property;classhERGinh
298;hERG299;O[Si](C1CCCCC1)(c2ccc(F)cc2)CCCN3CCCCC3;0;Smiles;Property;classhERGinh
299;hERG300;COc1ccc(NC(C=Cc2ccc(Cl)cc2)=O)cc1;0;Smiles;Property;classhERGinh
300;hERG301;O=[N+](c1c(Cl)c(Cl)ccc1)[O-];0;Smiles;Property;classhERGinh
301;hERG302;Oc1c(Cc2c(O)ccc(Cl)c2)cc(Cl)cc1;0;Smiles;Property;classhERGinh
302;hERG303;CN(C1CC2)C2CC(OC(c3c(N)cccc3)c4ccccc4)C1;0;Smiles;Property;classhERGinh
303;hERG304;CN(c1ccc(Cc2ccc(N(C)C)cc2)cc1)C;0;Smiles;Property;classhERGinh
304;hERG305;ClC(C(C(Cl)(Cl)C12Cl)(Cl)C(C13)C=CC3Cl)=C2Cl;0;Smiles;Property;classhERGinh
305;hERG306;OCCN(c1nc(N2CCCCC2)c3c(c(N4CCCCC4)nc(N(CCO)CCO)n3)n1)CCO;0;Smiles;Property;classhERGinh
306;hERG307;CC(CC(CSSCC(CC(C)C)N)N)C;0;Smiles;Property;classhERGinh
307;hERG308;CC(C1C(C)(C2CC1)CCC(C23)C(C)(C(=C4)CC3)CCC4=O)=O;0;Smiles;Property;classhERGinh
308;hERG309;O=S(N1CCNCC1)(c2c(c3ccc2)cccn3)=O;0;Smiles;Property;classhERGinh
309;hERG310;CN(c1ccc(C(c2ccc(N(C)C)cc2)=N)cc1)C;0;Smiles;Property;classhERGinh
310;hERG311;Cc1cc2c(C(=O)c(c3C2=O)c(O)cc(O)c3)c(O)c1;0;Smiles;Property;classhERGinh
311;hERG312;CC(Cc(c1C(c2ccc(N)cc2)=N3)cc4c(OCO4)c1)=N3;0;Smiles;Property;classhERGinh
312;hERG313;CCCCCCCCC=CCCCCCCCC(NCCO)=O;0;Smiles;Property;classhERGinh
313;hERG314;COC(c1ncc2c(c(c3[nH]2)cccc3)c1)=O;0;Smiles;Property;classhERGinh
314;hERG315;CCCNC(C(Nc1c(C)cccc1)=O)C;0;Smiles;Property;classhERGinh
315;hERG316;CCN(C(C)C)c1c(Cl)nc(C(NC(N)=N)=O)c(N)n1;0;Smiles;Property;classhERGinh
316;hERG317;CN1C(C2(C)CC1)N(C)c(c23)ccc(O)c3;0;Smiles;Property;classhERGinh
317;hERG318;c1ccc(C2N=C(N3C2)SCC3)cc1;0;Smiles;Property;classhERGinh
318;hERG319;Clc1c(Cl)cc(C(Cl)(Cl)Cl)cc1;0;Smiles;Property;classhERGinh
319;hERG320;COc1ccc(n2c(c3ccc(Cl)cc3)cc(C(F)(F)F)n2)cc1;0;Smiles;Property;classhERGinh
320;hERG321;COc1c(C(OCCN2CCCCC2)=O)cc(Cl)c(N)c1;0;Smiles;Property;classhERGinh
321;hERG322;C=C(CSC(N(CC)CC)=S)Cl;0;Smiles;Property;classhERGinh
322;hERG323;COc1c(c2cc(F)c1N3CC(C)NCC3)N(C4CC4)C=C(C(O)=O)C2=O;0;Smiles;Property;classhERGinh
323;hERG324;c1cc(c(c(c2ccc3)c34)c(C4)c1)cc2;0;Smiles;Property;classhERGinh
324;hERG325;CN(c1ccc(C=C2C(=O)Nc(c23)cccc3)cc1)C;0;Smiles;Property;classhERGinh
325;hERG326;CC(c1ccc(O)cc1)(c2ccccc2)C;0;Smiles;Property;classhERGinh
326;hERG327;CCC(c1ccc(O)cc1)=C(c2ccc(OCCN(C)C)cc2)c3ccccc3;0;Smiles;Property;classhERGinh
327;hERG328;CCCCC(COC(c1ccc(N(C)C)cc1)=O)CC;0;Smiles;Property;classhERGinh
328;hERG329;N#CSCSC#N;0;Smiles;Property;classhERGinh
329;hERG330;CN(c1c(Cl)nc(C(NC(N)=N)=O)c(N)n1)C;0;Smiles;Property;classhERGinh
330;hERG331;CN=C1SN(c2ccccc2)C(c3ccccc3)=N1;0;Smiles;Property;classhERGinh
331;hERG332;CCS(Nc1cc(C(=C2CCCCC2)c3nc[nH]c3)ccc1)(=O)=O;0;Smiles;Property;classhERGinh
332;hERG333;c1ccc(c2ccccc2)cc1;0;Smiles;Property;classhERGinh
333;hERG334;Brc1cc(c2ccccc2)ccc1;0;Smiles;Property;classhERGinh
334;hERG335;O=C(C=Cc1ccc(C=CC(O)=O)cc1)O;0;Smiles;Property;classhERGinh
335;hERG336;CCCCOC(c1c(C(OCc2ccccc2)=O)cccc1)=O;0;Smiles;Property;classhERGinh
336;hERG337;O=C(OC1C(O)C(O)CC(C(O)=O)(O)C1)C=Cc2cc(O)c(O)cc2;0;Smiles;Property;classhERGinh
337;hERG338;Cc1c(CC(NCC2)=N2)c(C)cc(C(C)(C)C)c1;0;Smiles;Property;classhERGinh
338;hERG339;CC(CC(C)C)=O;0;Smiles;Property;classhERGinh
339;hERG340;O=C(Nc1cc(C(Nc2c(S(O)(=O)=O)cc(S(O)(=O)=O)cc2)=O)cc(C(Nc3c(S(O)(=O)=O)cc(S(O)(=O)=O)cc3)=O)c1)Nc4cc(C(Nc5c(S(O)(=O)=O)cc(S(O)(=O)=O)cc5)=O)cc(C(Nc6c(S(O)(=O)=O)cc(S(O)(=O)=O)cc6)=O)c4;0;Smiles;Property;classhERGinh
340;hERG341;NCCCCCCNS(c1c(c2ccc1)cccc2Cl)(=O)=O;0;Smiles;Property;classhERGinh
341;hERG342;O=C1C=CC(=O)C=C1;0;Smiles;Property;classhERGinh
342;hERG343;CC(CN1c(c2CCc(c13)cccc3)cccc2)CN(C)C;0;Smiles;Property;classhERGinh
343;hERG344;c1cc(c(c(c2ccc3)c3cc4)c4c1)cc2;0;Smiles;Property;classhERGinh
344;hERG345;N=C1C=CC(=C(c2ccc(N)cc2)c3ccc(N)cc3)C=C1;0;Smiles;Property;classhERGinh
345;hERG346;COc1c([N+]([O-])=O)c(C)c([N+]([O-])=O)cc1C(C)(C)C;0;Smiles;Property;classhERGinh
346;hERG347;CCCCCC(c1cc(OCc2nc(c3cc2)cccc3)ccc1)O;0;Smiles;Property;classhERGinh
347;hERG348;COC(N1CC(CN2CCCC2)N(C(Cc3cc(Cl)c(Cl)cc3)=O)CC1)=O;0;Smiles;Property;classhERGinh
348;hERG349;N=C(NC(Nc1ccc(Cl)cc1)=N)NCCCCCCNC(NC(Nc2ccc(Cl)cc2)=N)=N;0;Smiles;Property;classhERGinh
349;hERG350;Cc1c2c(CCC2)c(OCC(C(NC(C)C)C)O)cc1;0;Smiles;Property;classhERGinh
350;hERG351;CCCCN1CCC(N2C(=O)Nc(c23)cccc3)CC1;0;Smiles;Property;classhERGinh
351;hERG352;CC(C(C(CNC1=C2C(=O)N=C(N)N1)=N2)=O)O;0;Smiles;Property;classhERGinh
352;hERG353;CCn1c2c(c(Nc3cc(Cl)ccc3)nc(NC4C(N)CCCC4)n2)nc1;0;Smiles;Property;classhERGinh
353;hERG354;NCC(C1CCCCCCC1)O;0;Smiles;Property;classhERGinh
354;hERG355;NC1(CC1)C(O)=O;0;Smiles;Property;classhERGinh
355;hERG356;CN(C(SSC(N(C)C)=S)=S)C;0;Smiles;Property;classhERGinh
356;hERG357;Oc1c(c2c(Cl)cc1I)nccc2;0;Smiles;Property;classhERGinh
357;hERG358;CCc1ccc(C(C(Cl)Cl)c2ccc(CC)cc2)cc1;0;Smiles;Property;classhERGinh
358;hERG359;Clc1cc(N2CCNCC2)ccc1;0;Smiles;Property;classhERGinh
359;hERG360;CN(CCCC1(c(c2CO1)ccc(C#N)c2)c3ccc(F)cc3)C;0;Smiles;Property;classhERGinh
360;hERG361;Nc1c(Cl)cc(Cc2cc(Cl)c(N)cc2)cc1;0;Smiles;Property;classhERGinh
361;hERG362;CC([N+](C(C)C)(CCOC(C1c(c2Oc(c13)cccc3)cccc2)=O)C)C;0;Smiles;Property;classhERGinh
362;hERG363;c1nc(CN(c2ccccc2)Cc3ccccc3)[nH]c1;0;Smiles;Property;classhERGinh
363;hERG364;Brc1ccc(c2ccccc2)cc1;0;Smiles;Property;classhERGinh
364;hERG365;N#CC(C(NCc1ccccc1)=O)=Cc2cc(O)c(O)cc2;0;Smiles;Property;classhERGinh
365;hERG366;CCCCOC(COc1c(Cl)cc(Cl)cc1)=O;0;Smiles;Property;classhERGinh
366;hERG367;C(c1ccccc1)=Cc2ccccc2;0;Smiles;Property;classhERGinh
367;hERG368;CC(c1ccc(O)cc1)(c2ccc(O)cc2)C;0;Smiles;Property;classhERGinh
368;hERG369;CNC(OCC[N+](C)(C)C)=O;0;Smiles;Property;classhERGinh
369;hERG370;CCN(CCCCCCCCOC(c1cc(OC)c(OC)c(OC)c1)=O)CC;0;Smiles;Property;classhERGinh
370;hERG371;CCCCCCCCCCCCCC=CC(C(CO)N)O;0;Smiles;Property;classhERGinh
371;hERG372;ClC(C(C(Cl)(Cl)C12Cl)(Cl)C(C13)CC(Cl)C3Cl)=C2Cl;0;Smiles;Property;classhERGinh
372;hERG373;CCC(Nc1nc(NCc2ccccc2)c3c(n(C(C)C)cn3)n1)CO;0;Smiles;Property;classhERGinh
373;hERG374;CC1C2(OCC(C)CC2)OC3C1C(C)(C4C3O)CCC(C45)C(C)(C6CC5)CC(O)C(OC7C(O)C(O)C(OC8C(OC9C(O)C(OC%10C(O)C(O)C(O)C(CO)O%10)C(O)C(CO)O9)C(OC%11C(O)C(O)C(O)CO%11)C(O)C(CO)O8)C(CO)O7)C6;0;Smiles;Property;classhERGinh
374;hERG375;O=C(c1c(O)cccc1)OCc2ccccc2;0;Smiles;Property;classhERGinh
375;hERG376;O=C(CCCc1ccc(N(CCCl)CCCl)cc1)O;0;Smiles;Property;classhERGinh
376;hERG377;COc1c(C(OCC2CCN(CCNS(=O)(=O)C)CC2)=O)c(c3[nH]1)cc(F)cc3;0;Smiles;Property;classhERGinh
377;hERG378;CCCN1C(C2CCC1)Cc(c3C2)cnc(N)n3;0;Smiles;Property;classhERGinh
378;hERG379;C[N+](C1CC2)(C2CC(OC(c3c(c4[nH]c3)cccc4)=O)C1)C;0;Smiles;Property;classhERGinh
379;hERG380;COc1c(N2CCN(CCN(c3ncccc3)C(C4CCCCC4)=O)CC2)cccc1;0;Smiles;Property;classhERGinh
380;hERG381;CCCN(c1c(Cl)c(Nc2c(Cl)cc(Cl)cc2Cl)nc(C)n1)CC3CC3;0;Smiles;Property;classhERGinh
381;hERG382;CC1(C(=O)CC2)C2C3C(C(C)(C(=C4)CC3)CCC4=O)CC1;0;Smiles;Property;classhERGinh
382;hERG383;COc1c(N2CCN(CCN(c3ncccc3)C(c4ccc(F)cc4)=O)CC2)cccc1;0;Smiles;Property;classhERGinh
383;hERG384;O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1;0;Smiles;Property;classhERGinh
384;hERG385;N#CC(C(N1c(c2CC1)cccc2)=O)Cc3cc(O)c(O)cc3;0;Smiles;Property;classhERGinh
385;hERG386;CCN(CCNC(c1ccc(N)cc1)=O)CC;0;Smiles;Property;classhERGinh
386;hERG387;O=C1C(=C2C(=NO)c(c3N2)cccc3)c(c4N1)ccc(Br)c4;0;Smiles;Property;classhERGinh
387;hERG388;CCC(c1ccc(O)cc1)=C(c2ccc(O)cc2)CC;0;Smiles;Property;classhERGinh
388;hERG389;CCC(C=CC1C(C)(C)CCC=C1C)=O;0;Smiles;Property;classhERGinh
389;hERG390;CC1(OC2=C(C(=O)C(=O)c(c23)cccc3)CC1)C;0;Smiles;Property;classhERGinh
390;hERG391;CN1C2c(c3CC1)c(c(c4C2)c(O)c(O)cc4)cc(O)c3;0;Smiles;Property;classhERGinh
391;hERG392;N=S(Cc1c(c2on1)cccc2)(O)=O;0;Smiles;Property;classhERGinh
392;hERG393;CCOC(C(C(c1c(Cl)c(Cl)ccc1)C(C(OC)=O)=C(C)N2)=C2C)=O;0;Smiles;Property;classhERGinh
393;hERG394;Cc1nc2c(CC3N2C(C)CNC3)cc1;0;Smiles;Property;classhERGinh
394;hERG395;CCN(c1ccccc1)Cc2ccccc2;0;Smiles;Property;classhERGinh
