ID;orig_ID;idx_separated;SMILES;Index;Binary_Characterization;old_ID;subset;NAME;Characterization;smiles_source;experimental_column;UNITS
101;101;101;CC(=O)O[C@H]1CC[C@]2(C)C(=CC[C@@H]3[C@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@H]5[C@]4(C)CC[C@H]32)C1;102.0;0;O1C[C@@H](CC[C@]12O[C@@H]1[C@@H]([C@@H]2C)[C@]2([C@@H]([C@@H]3[C@@H](CC2)[C@]2(C(C[C@@H](OC(=O)C)CC2)=CC3)C)C1)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
102;102;102;C[C@@]12CC[C@H](Cl)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12;103.0;0;Cl[C@H]1CC[C@@]2([C@H](C1)CC[C@H]1[C@@H]3CCC(=O)[C@]3(CC[C@@H]12)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
103;103;103;C[C@H](C(=O)O)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C;104.0;0;O[C@@H]1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](C(O)=O)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
104;104;104;CC(=O)O[C@@H]1C[C@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@@H]2CC[C@@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C;105.0;1;O1[C@H]([C@@]2(C(=CC1=O)[C@]1([C@@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)[C@@H](O)CC2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
105;105;105;CC1(C)C(O)C=C[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;106.0;1;O1[C@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@H](CC2)[C@@]2([C@@H](CC1=O)C(C)(C)[C@@H](O)C=C2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
106;106;106;C[C@@H]1CC[C@]2(OC1)O[C@@H]1C[C@@H]3[C@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)C4=CC[C@@]3(C)[C@H]1[C@@H]2C;107.0;0;O1C[C@@H](CC[C@@]12O[C@H]1[C@H]([C@@H]2C)[C@]2([C@@H]([C@@H]3C(=CC2)[C@@]2([C@@H](C[C@@H](O)CC2)CC3)C)C1)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
107;107;107;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1O;108.0;0;O1C[C@@H]2[C@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
108;108;108;O=C(/C=C/c1ccccc1)c1ccc(O)cc1;109.0;0;Oc1ccc(cc1)C(=O)\C=C\c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
109;109;109;COc1ccc(C(=O)/C=C/c2ccccc2)cc1;110.0;0;O(C)c1ccc(cc1)C(=O)\C=C\c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
110;110;110;COc1ccc(-c2cc(=O)c3ccccc3o2)cc1;111.0;0;O1c2c(cccc2)C(=O)C=C1c1ccc(OC)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
111;111;111;C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccc(OC)cc1;112.0;0;O(C)C1=CC(=O)C(=CC1=O)[C@@H](C=C)c1ccc(OC)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
112;112;112;COc1ccc(-c2cc(=O)c3ccc(OC)cc3o2)cc1;113.0;0;O1c2c(ccc(OC)c2)C(=O)C=C1c1ccc(OC)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
113;113;113;CC(=O)Oc1ccc(O)cc1;114.0;0;O(C(=O)C)c1ccc(O)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
114;114;114;[NH3+]C[C@H](CC(=O)[O-])c1ccc(Cl)s1;115.0;0;Clc1sc(cc1)[C@@H](CC(=O)[O-])C[NH3+];training;;;SMILES;Binary_Characterization;classOATP1B3inh
115;115;115;NCCc1ccccc1S(=O)(=O)F;116.0;0;S(F)(=O)(=O)c1ccccc1CCN;training;;;SMILES;Binary_Characterization;classOATP1B3inh
116;116;116;Cc1cc(O)cc(=O)o1;117.0;0;O1C(=CC(O)=CC1=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
117;117;117;C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccccc1;118.0;0;O(C)C1=CC(=O)C(=CC1=O)[C@@H](C=C)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
118;118;118;Cc1cc(=O)oc2c(O)c(O)ccc12;119.0;0;O1c2c(ccc(O)c2O)C(=CC1=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
119;119;119;Cc1cc(=O)oc2cc(O)c(O)cc12;120.0;0;O1c2c(cc(O)c(O)c2)C(=CC1=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
120;120;120;O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O;121.0;0;O=C1N(CCCC(O)=O)C(=O)c2c3c1cccc3ccc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
121;121;121;CCCCCCCCCc1ccc(O)cc1;122.0;0;Oc1ccc(cc1)CCCCCCCCC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
122;122;122;Cc1cc(=O)oc2cc(O)cc(O)c12;123.0;0;O1c2c(C(=CC1=O)C)c(O)cc(O)c2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
123;123;123;O=c1c(-c2ccccc2)coc2cc(O)cc(O)c12;124.0;0;O1C=C(C(=O)c2c1cc(O)cc2O)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
124;124;124;COc1cc(OC)c2c(=O)c(-c3ccccc3)coc2c1;125.0;0;O1C=C(C(=O)c2c1cc(OC)cc2OC)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
125;125;125;[NH3+]CCCCC(=O)[O-];126.0;0;O=C([O-])CCCC[NH3+];training;;;SMILES;Binary_Characterization;classOATP1B3inh
126;126;126;O=C(O)c1cc2cc(Cl)ccc2[nH]1;127.0;0;Clc1cc2cc([nH]c2cc1)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
127;127;127;O=C(O)c1cc2cc(F)ccc2[nH]1;128.0;0;Fc1cc2cc([nH]c2cc1)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
128;128;128;COc1cc(O)c2c(=O)c(-c3ccccc3)coc2c1;129.0;0;O1C=C(C(=O)c2c1cc(OC)cc2O)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
129;129;129;C=C1CC[C@@H]2[C@H](CC2(C)C)C(=C)CC/C1=N/O;130.0;0;O\N=C/1\CCC([C@@H]2[C@@H](CCC\1=C)C(C2)(C)C)=C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
130;130;130;COc1ccc2c(c1)[C@]1(C)CCC(=O)C[C@@H]1CC2;131.0;0;O(C)c1cc2c(CC[C@H]3CC(=O)CC[C@@]23C)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
131;131;131;CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@@]4(C)[C@H]3CC[C@]21C;132.0;0;O=C1[C@H]2C[C@@H](O)CC[C@]2([C@@H]2[C@H]([C@@H]3CC[C@@H]([C@H](CCCC(C)C)C)[C@@]3(CC2)C)C1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
132;132;132;COc1cccc(-c2cc(=O)c3cc(OC)ccc3o2)c1;133.0;0;O1c2c(cc(OC)cc2)C(=O)C=C1c1cc(OC)ccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
133;133;133;COc1ccc(-c2cc(=O)c3cc(OC)ccc3o2)cc1;134.0;0;O1c2c(cc(OC)cc2)C(=O)C=C1c1ccc(OC)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
134;134;134;O=C(O)c1nc2cc(Cl)c(Cl)cc2nc1O;135.0;0;Clc1cc2nc(C(O)=O)c(O)nc2cc1Cl;training;;;SMILES;Binary_Characterization;classOATP1B3inh
135;135;135;C=C1C2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@@]13O[C@H]1CC(=O)C(C)(C)C(C(OC(C)=O)C(=O)OC)[C@@]21C;136.0;1;O1[C@H]([C@@]2([C@]3(O[C@H]4CC(=O)C(C)(C)[C@H]([C@H](OC(=O)C)C(OC)=O)[C@]4([C@@H](CC2)C3=C)C)CC1=O)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
136;136;136;NC(=O)c1ccc(N)nc1;137.0;0;O=C(N)c1ccc(nc1)N;training;;;SMILES;Binary_Characterization;classOATP1B3inh
137;137;137;C=C1C2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@@]13O[C@H]1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@@]21C;138.0;0;O1[C@H]([C@@]2([C@]3(O[C@H]4CC(=O)C(C)(C)[C@H]([C@H](O)C(OC)=O)[C@]4([C@@H](CC2)C3=C)C)CC1=O)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
138;138;138;CC(=O)[C@H]1CC[C@@H]2[C@@H]3CC(=O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;139.0;0;O=C1CC[C@@]2([C@@H]3[C@H]([C@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CC(=O)C2=C1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
139;139;139;CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;140.0;0;O=C1C=C2[C@@]([C@@H]3[C@H]([C@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
140;140;140;COc1ccc2c(=O)cc(-c3ccccc3OC)oc2c1;141.0;0;O1c2c(ccc(OC)c2)C(=O)C=C1c1ccccc1OC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
141;141;141;COc1cccc(-c2cc(=O)c3ccc(OC)cc3o2)c1;142.0;0;O1c2c(ccc(OC)c2)C(=O)C=C1c1cc(OC)ccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
142;142;142;O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12;143.0;0;O1c2c(ccc(O)c2O)C(=O)C=C1c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
143;143;143;Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O;144.0;0;ClCCn1c2c(nc1)N(C)C(=O)N(C)C2=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
144;144;144;O=C(O)c1cc(O)c2ccc(Cl)cc2n1;145.0;0;Clc1cc2nc(cc(O)c2cc1)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
145;145;145;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(CC(=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]423)C1(C)C;146.0;0;O1[C@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@H](CC2)[C@]2([C@@H](CC1=O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
146;146;146;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(C[C@H](O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@]432)C1(C)C;147.0;1;O1[C@@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@@H](CC2)[C@@]2([C@@H](C[C@H]1O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
147;147;147;CC1(C)C(=O)C=C[C@@]2(C)C1C=C[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;148.0;0;O1[C@H]([C@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@@H](CC2)[C@]2([C@@H](C=C1)C(C)(C)C(=O)C=C2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
148;148;148;O=C(O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1;149.0;0;OC1=CC(=Cc2c(C1=O)c(O)c(O)cc2)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
149;149;149;Cn1c(=O)c2c(ncn2CCO)n(C)c1=O;150.0;0;O=C1N(C)C(=O)N(c2ncn(c12)CCO)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
150;150;150;COc1ccc2c(=O)ccoc2c1;151.0;0;O1C=CC(=O)c2c1cc(OC)cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
151;151;151;O=[N+]([O-])c1cccc2cn[nH]c12;152.0;0;O=[N+]([O-])c1c2[nH]ncc2ccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
152;152;152;COC(=O)[C@]1(C)CCC[C@@]2(C)c3ccc(C(C)C)cc3C(=O)C[C@@H]12;153.0;0;O=C1c2cc(ccc2[C@]2([C@@H](C1)[C@@](CCC2)(C(OC)=O)C)C)C(C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
153;153;153;CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3C(=O)C=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C;154.0;0;O=C1[C@@H]2[C@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC[C@H]2[C@]2(C(=C1)C[C@@H](O)CC2)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
154;154;154;CC(=O)O[C@H]1CC[C@]2(C)C(=CC(=O)[C@@H]3[C@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]32)C1;155.0;0;O=C1[C@@H]2[C@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC[C@H]2[C@]2(C(=C1)C[C@@H](OC(=O)C)CC2)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
155;155;155;COC(=O)[C@@H]1OC(=O)[C@@H]2O[C@@]23[C@@]2(C)[C@H](CC[C@@]13C)[C@]1(C)C(OC(C)=O)CC(OC(C)=O)C(C)(C)C1C[C@@H]2O;156.0;0;O1[C@@H](C(OC)=O)[C@]2([C@]3(O[C@H]3C1=O)[C@@]1([C@H](CC2)[C@@]2([C@@H](C[C@@H]1O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
156;156;156;COc1ccccc1-c1cc(=O)c2cccc(OC)c2o1;157.0;0;O1c2c(cccc2OC)C(=O)C=C1c1ccccc1OC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
157;157;157;Cn1c(=O)c2nc(C3CCCC3)[nH]c2n(C)c1=O;158.0;0;O=C1N(C)C(=O)N(c2[nH]c(nc12)C1CCCC1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
158;158;158;CC(=O)/C=C\[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O;159.0;0;O[C@@]1(CC[C@@H]2[C@@](CCCC2(C)C)(C)[C@H]1\C=C/C(=O)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
159;159;159;CC1(C)C(=O)[C@H]2C[C@]3(O)C4=CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@](C)(C2=O)[C@H]1CC(=O)O;160.0;0;O1[C@H]([C@@]2(C(=CC1=O)[C@]1(O)[C@H](CC2)[C@@]2(C)[C@@H](CC(O)=O)C(C)(C)C(=O)[C@@H](C1)C2=O)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
160;160;160;COc1ccc([C@H]2Oc3c(I)c(OC)cc(OC)c3C[C@@H]2O)cc1OC;161.0;0;Ic1c2O[C@@H]([C@@H](O)Cc2c(OC)cc1OC)c1cc(OC)c(OC)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
161;161;161;COC(=O)C[C@H]1C(C)(C)[C@]2(O)O[C@@]34C[C@@H]2C(=O)[C@]1(C)C3CC[C@@]1(C)C4=CC(=O)O[C@@H]1c1ccoc1;162.0;1;O1[C@H]([C@]2(CC[C@H]3[C@@]4(O[C@@]5(O)[C@@H](C4)C(=O)[C@]3(C)[C@@H](CC(OC)=O)C5(C)C)C2=CC1=O)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
162;162;162;CC(C)C1=CC2=CC[C@H]3[C@@](C)(CCC[C@]3(C)C(=O)O)[C@@H]2CC1;163.0;1;OC(=O)[C@@]1([C@H]2CC=C3[C@@H](CCC(=C3)C(C)C)[C@@]2(CCC1)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
163;163;163;C[NH2+][C@H](Cc1c[nH]c2ccccc12)C(=O)[O-];164.0;0;O=C([O-])[C@H]([NH2+]C)Cc1c2c([nH]c1)cccc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
164;164;164;CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O;165.0;0;O=C1CC(C)(C)[C@@](O)(\C=C\C(=C/C(O)=O)\C)C(=C1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
165;165;165;COc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3o2)cc1;166.0;0;O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(OC(=O)C)cc(OC(=O)C)c2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
166;166;166;CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1;167.0;0;O(C[C@@H](O)CNC(C)C)c1ccc(NC(=O)CCC)cc1C(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
167;167;167;CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1;168.0;0;O=C(NCCN(CC)CC)c1ccc(NC(=O)C)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
168;168;168;COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;169.0;0;Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(OCC(O)=O)=O)c1C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
169;169;169;COP(=O)(NC(C)=O)SC;170.0;0;S(P(OC)(=O)NC(=O)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
170;170;170;CC(=O)Nc1ccc(O)cc1;171.0;0;Oc1ccc(NC(=O)C)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
171;171;171;CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1;172.0;0;O(C(=O)c1ccccc1O)c1ccc(NC(=O)C)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
172;172;172;CC(=O)Nc1ccccc1;173.0;0;O=C(Nc1ccccc1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
173;173;173;CC(=O)Nc1nnc(S(N)(=O)=O)s1;174.0;0;s1c(nnc1S(=O)(=O)N)NC(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
174;174;174;CCOCN(C(=O)CCl)c1c(C)cccc1CC;175.0;0;ClCC(=O)N(COCC)c1c(cccc1C)CC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
175;175;175;CC(=O)NO;176.0;0;O=C(NO)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
176;176;176;COc1cc(C(C)=O)cc(OC)c1O;177.0;0;O(C)c1cc(cc(OC)c1O)C(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
177;177;177;CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I;178.0;0;Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
178;178;178;CC(=O)Oc1c2c(c(CC=C(C)C)c3c1C(=O)C1=C[C@H]4C[C@@H]5C(C)(C)O[C@](C/C=C(\C)C(=O)O)(C4=O)[C@]15O3)O[C@@](C)(CCC=C(C)C)C=C2;179.0;1;O1[C@]2([C@]34Oc5c(C(=O)C3=C[C@@H](C[C@@H]4C1(C)C)C2=O)c(OC(=O)C)c1c(O[C@](C=C1)(CC\C=C(\C)/C)C)c5C\C=C(\C)/C)C\C=C(\C(O)=O)/C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
179;179;179;CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O;180.0;0;Oc1ccc(cc1)C[C@H](NC(=O)C)C(OCC)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
180;180;180;CC(=O)N[C@@H](CC(C)C)C(=O)O;181.0;0;OC(=O)[C@@H](NC(=O)C)CC(C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
181;181;181;CC(=O)O[C@@H](CC(=O)[O-])[N+](C)(C)C;182.0;0;O([C@H]([N+](C)(C)C)CC(=O)[O-])C(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
182;182;182;CC(=O)N[C@@H](CS)C(=O)O;183.0;0;SC[C@H](NC(=O)C)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
183;183;183;CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O;184.0;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
184;184;184;CC(=O)N[C@@H](CCC(=O)O)C(=O)O;185.0;0;OC(=O)CC[C@H](NC(=O)C)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
185;185;185;CC(=O)N[C@H](Cc1ccccc1)C(=O)O;186.0;0;OC(=O)[C@H](NC(=O)C)Cc1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
186;186;186;CC(=O)NCCc1c[nH]c2ccc(O)cc12;187.0;0;Oc1cc2c([nH]cc2CCNC(=O)C)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
187;187;187;CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O;188.0;0;O=C(N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)N)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
188;188;188;CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O;189.0;0;OC(=O)[C@@H](NC(=O)C)Cc1c2c([nH]c1)cccc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
189;189;189;CC(=O)NCCCCCC(=O)O;190.0;0;OC(=O)CCCCCNC(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
190;190;190;[NH3+][C@H](C(=O)[O-])[C@@H]1CC(Cl)=NO1;191.0;0;ClC1=NO[C@@H](C1)[C@H]([NH3+])C(=O)[O-];training;;;SMILES;Binary_Characterization;classOATP1B3inh
191;191;191;CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC;192.0;0;O1[C@@H](C)C(=O)CC[C@@H]1O[C@@H]1[C@@H](O[C@@H](O[C@@H]2[C@@H](O[C@@H](O[C@@H]3c4c(cc5c(C(=O)c6c(cccc6O)C5=O)c4O)[C@@H](C(OC)=O)[C@](O)(C3)CC)C[C@@H]2N(C)C)C)C[C@@H]1O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
192;192;192;O=C(O)/C=C(\CC(=O)O)C(=O)O;193.0;0;OC(=O)C\C(=C/C(O)=O)\C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
193;193;193;CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]2[C@@H](OC)[C@@H]([C@@H]13)[C@@]1(OC(C)=O)[C@@H]2[C@H](OC(=O)c3ccccc3)[C@](O)(C[C@@H]24)[C@@H](OC)[C@@H]1O;194.0;0;O(C)[C@@H]1[C@@]2(O)C[C@H]3[C@H]([C@](OC(=O)C)([C@@H]4[C@H]5[N@](C[C@]6([C@H]([C@@]35[C@@H](OC)C[C@H]6O)[C@H]4OC)COC)CC)[C@H]1O)[C@H]2OC(=O)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
194;194;194;Nc1ncnc2[nH]cnc12;195.0;0;[nH]1c2ncnc(N)c2nc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
195;195;195;Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O;196.0;0;P(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(O)(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
196;196;196;Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;197.0;0;O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2ncnc(N)c2nc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
197;197;197;CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1;198.0;0;O(C(=O)C(c1ccccc1)c1ccccc1)CCN(CC)CC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
198;198;198;OC[C@@H](O)C(O)[C@@H](O)CO;199.0;0;OC([C@H](O)CO)[C@@H](O)CO;training;;;SMILES;Binary_Characterization;classOATP1B3inh
199;199;199;N=C(N)NCCCCN;200.0;0;N(CCCCN)C(N)=N;training;;;SMILES;Binary_Characterization;classOATP1B3inh
200;200;200;CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@@H]5O)[N@]3[C@@H]1O;201.0;0;O[C@H]1[N@@]2[C@@H]3[C@H]4[C@H](C[C@H]2[C@@H]2N(c5c([C@@]2(C3)[C@H]4O)cccc5)C)[C@@H]1CC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
201;201;201;CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC;202.0;0;O1[C@@H](C)[C@@H](O)[C@@H](N(C)C)C[C@@H]1O[C@@H]1c2c(cc3c(C(=O)c4c(cccc4O)C3=O)c2O)[C@@H](C(OC)=O)[C@](O)(C1)CC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
