ID;orig_ID;idx_separated;SMILES;Index;Binary_Characterization;old_ID;subset;NAME;Characterization;smiles_source;experimental_column;UNITS
521;521;521;CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1;522.0;0;ClC=1C(Oc2c(ccc(OP(=S)(OCC)OCC)c2)C=1C)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
522;522;522;C=C1C(=O)O[C@H]2C[C@@H]1[C@@H](OC(C)=O)C/C(C)=C\CC/C(C)=C\CC[C@]2(C)O;523.0;0;O1[C@H]2C[C@H]([C@@H](OC(=O)C)C\C(=C\CC\C(=C\CC[C@@]2(O)C)\C)\C)C(=C)C1=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
523;523;523;CN1CC(=O)NC1=N;524.0;0;O=C1NC(=N)N(C1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
524;524;524;Cc1ccc(O)cc1;525.0;0;Oc1ccc(cc1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
525;525;525;CO[C@@H]1C=C[C@]23c4cc5c(cc4C[N@](C[C@H]2O)[C@@H]3C1)OCO5;526.0;0;O1c2c(OC1)cc1[C@]34[C@H]([N@@](C[C@H]3O)Cc1c2)C[C@H](OC)C=C4;training;;;SMILES;Binary_Characterization;classOATP1B3inh
526;526;526;O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1;527.0;0;O1c2c(C(=O)C=C1C(O)=O)c(OCC(O)COc1c3c(OC(=CC3=O)C(O)=O)ccc1)ccc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
527;527;527;C/C=C/C(=O)N(CC)c1ccccc1C;528.0;0;O=C(N(CC)c1ccccc1C)\C=C\C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
528;528;528;CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)[C@@H]3CC[C@]12C;529.0;0;O=C1[C@H]2C[C@@H](O)[C@@H](O)C[C@]2([C@H]2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(O)(C)C)C)[C@]1(CC2)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
529;529;529;COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O;530.0;0;O(C)c1cc(ccc1O)\C=C\C(=O)\C=C(/O)\C=C\c1cc(OC)c(O)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
530;530;530;CN1CCN(C(c2ccccc2)c2ccccc2)CC1;531.0;0;N1(CCN(CC1)C)C(c1ccccc1)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
531;531;531;CN(C)CCC=C1c2ccccc2C=Cc2ccccc21;532.0;0;N(CC\C=C/1\c2c(C=Cc3c\1cccc3)cccc2)(C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
532;532;532;[NH2+]=C1NCCN1CC(=O)[O-];533.0;0;O=C([O-])CN1CCNC1=[NH2+];training;;;SMILES;Binary_Characterization;classOATP1B3inh
533;533;533;C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1;534.0;0;O=C1[C@H](C[C@@H](C[C@H]1[C@H](O)CC1CC(=O)NC(=O)C1)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
534;534;534;[NH3+]C1(C(=O)[O-])CCCC1;535.0;0;O=C([O-])C1([NH3+])CCCC1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
535;535;535;CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1;536.0;0;OC1(CCCC1)[C@@H](C(OCCN(C)C)=O)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
536;536;536;CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C=O)[C@@H]4CC[C@@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@@]3(O)C2)O[C@H](C)[C@H]1O;537.0;0;O1CC(=CC1=O)[C@@H]1CC[C@]2(O)[C@@H]3[C@@H](CC[C@@]12C)[C@@]1(CC[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](OC)C2)C[C@]1(O)CC3)C=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
537;537;537;CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C;538.0;0;ClC=1C2=CC(=O)[C@H]3[C@H](C3)[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@]3(CC2)C)C=1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
538;538;538;CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@H]3CC[C@@]21C;539.0;0;ClC=1C2=CC(=O)[C@H]3[C@@H](C3)[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](O)(C(=O)C)[C@]3(CC2)C)C=1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
539;539;539;NCCSSCCN;540.0;0;S(SCCN)CCN;training;;;SMILES;Binary_Characterization;classOATP1B3inh
540;540;540;Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1;541.0;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(=NC1=O)N;training;;;SMILES;Binary_Characterization;classOATP1B3inh
541;541;541;O=c1cccc2n1C[C@H]1CNC[C@@H]2C1;542.0;0;O=C1N2C([C@H]3C[C@@H](C2)CNC3)=CC=C1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
542;542;542;[NH3+][C@H](Cc1ccccc1)C(=O)[O-];543.0;0;O=C([O-])[C@H]([NH3+])Cc1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
543;543;543;CN(C)N=Nc1[nH]cnc1C(N)=O;544.0;0;O=C(N)c1nc[nH]c1N=NN(C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
544;544;544;COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl;545.0;0;Clc1c(C(OC)=O)c(Cl)c(Cl)c(C(OC)=O)c1Cl;training;;;SMILES;Binary_Characterization;classOATP1B3inh
545;545;545;Cc1c2oc3c(C)ccc(C(=O)O[C@@H](C)[C@@H]4NC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]5CCCN5C(=O)[C@@H](C(C)C)NC4=O)c3nc-2c(C(=O)O[C@@H](C)[C@@H]2NC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]3CCCN3C(=O)[C@@H](C(C)C)NC2=O)c(N)c1=O;546.0;0;O1C=2C(=Nc3c1c(ccc3C(O[C@@H](C)[C@@H]1NC(=O)[C@@H](N(C)C(=O)CN(C)C(=O)[C@H]3N(CCC3)C(=O)[C@H](NC1=O)C(C)C)C(C)C)=O)C)C(C(O[C@@H](C)[C@@H]1NC(=O)[C@@H](N(C)C(=O)CN(C)C(=O)[C@H]3N(CCC3)C(=O)[C@H](NC1=O)C(C)C)C(C)C)=O)=C(N)C(=O)C=2C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
546;546;546;C=C[C@H](C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1;547.0;0;O(C)C1=CC(=O)C(=CC1=O)[C@@H](C=C)c1ccc(O)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
547;547;547;C=C[C@H](C1=CC(=O)C=CC1=O)c1ccccc1;548.0;0;O=C1C=CC(=O)C=C1[C@@H](C=C)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
548;548;548;C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@H]3CC[C@@]21C;549.0;0;o1ncc2C[C@]3([C@@H]4[C@H]([C@@H]5CC[C@@](O)(C#C)[C@]5(CC4)C)CCC3=Cc12)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
549;549;549;O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1;550.0;0;o1c(ccc1\C=N\N1CC(=O)NC1=O)-c1ccc([N+](=O)[O-])cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
550;550;550;O=c1ccc2ccc(O)c(O)c2o1;551.0;0;O1c2c(C=CC1=O)ccc(O)c2O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
551;551;551;Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1;552.0;0;S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
552;552;552;CC(=O)OC1CC(OC(C)=O)[C@]2(C)C(CC(=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](C(=O)O)OC(=O)[C@@H]4O[C@@]423)C1(C)C;553.0;0;O1[C@@H](C(O)=O)[C@]2([C@]3(O[C@H]3C1=O)[C@]1([C@H](CC2)[C@]2([C@@H](CC1=O)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
553;553;553;CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;554.0;0;O1[C@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](CC1=O)C(C=CC2=O)(C)C)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
554;554;554;CC1(C)C(=O)C=C[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;555.0;0;O1[C@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@H](CC2)[C@@]2([C@@H](CC1=O)C(C)(C)C(=O)C=C2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
555;555;555;CC1(C)C(=O)C=C[C@@]2(C)C1C[C@@H](O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312;556.0;0;O1[C@@H]([C@@]2([C@@]3(O[C@@H]3C1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](C[C@H]1O)C(C)(C)C(=O)C=C2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
556;556;556;CC(C)CCC[C@@]1(C)C=Cc2c(O)c3c(c(CCC(C)C)c2O1)O[C@]12[C@@H](C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(CC[C@H](C)C(=O)O)[C@H]4O)C3=O;557.0;1;O1[C@@]2([C@@]34Oc5c(C(=O)[C@@H]3C[C@H](C[C@H]4C1(C)C)[C@@H]2O)c(O)c1c(O[C@](C=C1)(CCCC(C)C)C)c5CCC(C)C)CC[C@@H](C(O)=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
557;557;557;CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN;558.0;0;O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
558;558;558;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4;559.0;0;O1c2c(C=CC1(C)C)c1O[C@H]3[C@H](c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
559;559;559;C[C@@H]1CC[C@@]23CC[C@@]4(C)[C@@](C=C[C@@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@H]6CC[C@@]54C)(OC2=O)C3[C@H]1C;560.0;0;O1[C@@]23[C@@H]4[C@@](CC[C@]2(C)[C@@]2([C@H](C=C3)[C@@]3([C@H](CC2)C(C)(C)[C@@H](O)CC3)C)C)(CC[C@@H](C)[C@@H]4C)C1=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
560;560;560;CC(C)c1ccc2c(c1)CC[C@@H]1[C@@]2(C)CCC[C@]1(C)C(N)=O;561.0;0;O=C(N)[C@@]1([C@@H]2CCc3cc(ccc3[C@@]2(CCC1)C)C(C)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
561;561;561;C=CCCCCCCCCCCC/C=C/[C@@H](O)COC(C)=O;562.0;0;O(C(=O)C)C[C@H](O)\C=C\CCCCCCCCCCCC=C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
562;562;562;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@@]4(C)[C@H]3CC(=O)[C@]12C;563.0;0;O=C1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@@]13C)C(=O)C[C@@H]1CC(=O)CC[C@]12C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
563;563;563;COc1cc2c(cc1OC)-c1c(oc3c4c(ccc3c1=O)O[C@@H](C(C)C)C4)CO2;564.0;0;O1c2c(C[C@@H]1C(C)C)c1OC3=C(c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
564;564;564;C=C(C)[C@H]1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1;565.0;0;O1c2c(C[C@@H]1C(C)=C)c1OC3=C(c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
565;565;565;COc1ccc2c(c1)OCc1c-2oc2cc(OC)ccc12;566.0;0;O1Cc2c(oc3cc(OC)ccc23)-c2c1cc(OC)cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
566;566;566;CCN1C[C@]2(C)CC[C@@H](OC)[C@]34[C@@H]2[C@@H](O)[C@@]2(OCO[C@@]25C[C@H](OC)[C@H]2C[C@@]3(O)[C@@H]5[C@H]2O)[C@@H]14;567.0;0;O1[C@]23[C@]4(OC1)[C@H]1[C@@](O)([C@]56[C@@H]([C@](CC[C@@H]5OC)(C[N@]([C@@H]26)CC)C)[C@@H]3O)C[C@H]([C@@H](OC)C4)[C@@H]1O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
567;567;567;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12;568.0;0;Clc1c2c(C(=O)C=3[C@H](C[C@@H]4[C@@](O)(C(=O)C(C(=O)N)=C(O)[C@H]4N(C)C)C=3O)[C@@H]2O)c(O)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
568;568;568;Nc1ncnc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1;569.0;0;O1[C@H](CO)[C@@H](O)C[C@H]1n1c2ncnc(N)c2nc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
569;569;569;CC1(C)[C@H](O)C=C[C@]2(C)[C@@H]1CC(=O)O[C@@]1(C)C3=CC(=O)O[C@@H](c4ccoc4)[C@]3(C)CC[C@@H]21;570.0;0;O1[C@H]([C@]2(C(=CC1=O)[C@@]1(OC(=O)C[C@H]3[C@]([C@@H]1CC2)(C=C[C@@H](O)C3(C)C)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
570;570;570;C=C1C2=CC(=O)O[C@@H](c3ccoc3)[C@@]2(C)CC[C@@H]1[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1CC(=O)OC;571.0;1;O1[C@H]([C@@]2(C(=CC1=O)C(=C)[C@H](CC2)[C@]1(C=CC(=O)C(C)(C)[C@@H]1CC(OC)=O)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
571;571;571;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C;572.0;0;O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@@]13C)CC[C@@H]1C[C@H](O)CC[C@@]12C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
572;572;572;CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@@]2(C)[C@H]2CC[C@@]3(C)C(=CC(=O)O[C@@H]3c3ccoc3)[C@]21C;573.0;1;O1[C@@H]([C@@]2(C(=CC1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)C(=O)C=C2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
573;573;573;CC(=O)O[C@@H]1C=C[C@@]2(C)[C@H]3CC[C@@]4(C)C(=CC(=O)O[C@@H]4c4ccoc4)[C@@]3(C)[C@H](OC(C)=O)C[C@H]2C1(C)C;574.0;1;O1[C@@H]([C@@]2(C(=CC1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)[C@H](OC(=O)C)C=C2)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
574;574;574;Nc1nc2c(ncn2[C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1;575.0;0;O1[C@H](CO)[C@@H](O)C[C@H]1n1c2N=C(NC(=O)c2nc1)N;training;;;SMILES;Binary_Characterization;classOATP1B3inh
575;575;575;CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@]3(C)C4=CC(=O)O[C@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@]12C;576.0;0;O1[C@@H]([C@@]2(C(=CC1=O)[C@@]1([C@H](CC2)[C@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)[C@H](OC(=O)C)C[C@@H]2OC(=O)C)C)C)C)c1ccoc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
576;576;576;COc1ccc2c(c1)OC[C@H](Cc1ccc(OC)c(OC(C)=O)c1)C2=O;577.0;0;O1C[C@H](Cc2cc(OC(=O)C)c(OC)cc2)C(=O)c2c1cc(OC)cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
577;577;577;COc1ccc2c(c1)OC[C@H](Cc1ccc(OC)c(OC)c1)C2=O;578.0;0;O1C[C@H](Cc2cc(OC)c(OC)cc2)C(=O)c2c1cc(OC)cc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
578;578;578;COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F;579.0;0;S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2cc(F)c(OC)cc2)C(F)F)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
579;579;579;CC(C)=CCc1c(O)cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2c1O;580.0;0;O1C=C(C(=O)c2c1cc(O)c(C\C=C(\C)/C)c2O)c1cc2OCOc2cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
580;580;580;COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1;581.0;0;O1c2c(C(OC)=C(c3cc4OCOc4cc3)C1=O)c(OC)cc(OC)c2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
581;581;581;COc1cc(OC)c2c(=O)c(-c3ccc4c(c3)OCO4)coc2c1;582.0;0;O1C=C(C(=O)c2c1cc(OC)cc2OC)c1cc2OCOc2cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
582;582;582;CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C;583.0;0;O=C1CC[C@]2([C@H]3[C@@H]([C@H]4CC[C@H](C(=O)COC(=O)C)[C@]4(CC3)C)CCC2=C1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
583;583;583;c1ccc2c(c1)CN1CCCC1=N2;584.0;0;N12C(=Nc3c(C1)cccc3)CCC2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
584;584;584;CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;585.0;0;F[C@@]12[C@@H]([C@H]3C[C@@H](C)[C@](O)(C(=O)COC(=O)C)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
585;585;585;C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O;586.0;0;P(OCC(=O)[C@]1(O)[C@@]2([C@@H]([C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@H]1C)C)(O)(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
586;586;586;CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O;587.0;0;O(C(=O)C)c1c2c(cc(c1)C(O)=O)C(=O)c1c(C2=O)c(OC(=O)C)ccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
587;587;587;C=CCSCC=C;588.0;0;S(CC=C)CC=C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
588;588;588;CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1;589.0;0;Clc1cc2S(=O)(=O)NC(=Nc2cc1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
589;589;589;NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1;590.0;0;O1[C@H](CO)[C@@H](O)[C@H](N)[C@@H](O)[C@H]1O[C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@@H](CC[C@H]2N)CN)[C@@H](N)C[C@H]1N;training;;;SMILES;Binary_Characterization;classOATP1B3inh
590;590;590;c1ccc2c(c1)sc1ccccc12;591.0;0;s1c2c(c3c1cccc3)cccc2;training;;;SMILES;Binary_Characterization;classOATP1B3inh
591;591;591;O=C(CC(=O)c1ccccc1)c1ccccc1;592.0;0;O=C(CC(=O)c1ccccc1)c1ccccc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
592;592;592;CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1;593.0;0;O(CCCC)c1nc2c(cccc2)c(c1)C(=O)NCCN(CC)CC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
593;593;593;CCCCOC(=O)c1ccccc1C(=O)OCCCC;594.0;0;O(C(=O)c1ccccc1C(OCCCC)=O)CCCC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
594;594;594;COc1c(Cl)ccc(Cl)c1C(=O)O;595.0;0;Clc1ccc(Cl)c(OC)c1C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
595;595;595;N#Cc1c(Cl)cccc1Cl;596.0;0;Clc1cccc(Cl)c1C#N;training;;;SMILES;Binary_Characterization;classOATP1B3inh
596;596;596;ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1;597.0;0;Clc1ccc(cc1)C(=C(Cl)Cl)c1ccc(Cl)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
597;597;597;Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;598.0;0;Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(Cl)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
598;598;598;Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O;599.0;1;Clc1cccc(Cl)c1-c1noc(C)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
599;599;599;COc1c2ccccc2nc2occc12;600.0;0;o1c2nc3c(cccc3)c(OC)c2cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
600;600;600;O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O;601.0;1;O1c2c(cccc2)C(O)=C(CC=2C(Oc3c(cccc3)C=2O)=O)C1=O;training;;;SMILES;Binary_Characterization;classOATP1B3inh
601;601;601;CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1;602.0;0;O(C(=O)C1(CCCCC1)C1CCCCC1)CCN(CC)CC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
602;602;602;C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1;603.0;0;Oc1ccc(cc1)/C(/C(=C/C)/c1ccc(O)cc1)=C\C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
603;603;603;CCN(CC)C(=O)N1CCN(C)CC1;604.0;0;O=C(N(CC)CC)N1CCN(CC1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
604;604;604;CCN(CC)C(=O)c1cccc(C)c1;605.0;0;O=C(N(CC)CC)c1cc(ccc1)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
605;605;605;O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O;606.0;0;Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1;training;;;SMILES;Binary_Characterization;classOATP1B3inh
606;606;606;COc1cc(OC)c(-c2c(OC)cc(OC)cc2OC)c(OC)c1;607.0;0;O(C)c1cc(OC)cc(OC)c1-c1c(OC)cc(OC)cc1OC;training;;;SMILES;Binary_Characterization;classOATP1B3inh
607;607;607;C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C;608.0;0;O1[C@H](CO)[C@@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@H]1O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]1C[C@@H]2CC[C@H]3[C@H]4[C@@]([C@@H]5[C@H](O[C@@]6(OC[C@@H](CC6)C)[C@H]5C)[C@H]4O)(CC[C@@H]3[C@]2(C[C@H]1O)C)C;training;;;SMILES;Binary_Characterization;classOATP1B3inh
