ID;NAME;SMILES;Property;smiles_source;orig_ID;experimental_column;UNITS
87;pgps088;[C@H]1(\C=C\CCSSC2)CC(=O)N[C@H](C(C)C)C(=O)N[C@H]2C(=O)N\C(=C/C)\C(=O)N[C@@H](C(C)C)C(=O)O1;1;Smiles;;Property;classPsub
88;pgps089;c1c(C(=O)c2c(c(O)c3c([C@@H](O[C@@H]4C[C@H](O)[C@H](O)CO4)C[C@@]([C@H](O)C)(N)C3)c2O)C5=O)c5ccc1;1;Smiles;;Property;classPsub
89;pgps090;C1=C(c2c(cc(OC)c(OC)c2OC)CC[C@@H]3NC(OCCC)=O)C3=CC(=O)C(OC)=C1;1;Smiles;;Property;classPsub
90;pgps091;c1c(SC[C@H](Nc2ccc(S(NC(c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCC(C)(C)C5)CC4)cc3)=O)(=O)=O)cc2S(C(F)(F)F)(=O)=O)CCN7CCOCC7)cccc1;1;Smiles;;Property;classPsub
91;pgps092;C1N(C(N[C@H](C(C[C@H](\C=C\S(c2ccccc2)(=O)=O)CCc3ccccc3)=O)Cc4ccccc4)=O)CCN(C)C1;1;Smiles;;Property;classPsub
92;pgps093;FC(C(NC1(C(N[C@@H](c2c(F)cc(c3cccc(Cl)c3C(OCC)=O)cc2)C)=O)CC1)=O)(F)F;1;Smiles;;Property;classPsub
93;pgps094;CO[C@H]1C(C(=O)C(=C2)NC(=O)\C(\C)=C\C=C/[C@@H](C)[C@H](OC(N)=O)\C(\C)=C\[C@@H](C)[C@H](O)[C@H](OC)C[C@@H]1C)=CC2=O;1;Smiles;;Property;classPsub
94;pgps095;FC(C(NC1(C(N[C@@H](c2c(F)cc(c3ccccc3C(OC)=O)cc2)C)=O)CC1)=O)(F)F;1;Smiles;;Property;classPsub
95;pgps096;c1c(c(NCCCCCCNc2c(ccc(OC)c3)c3nc(cccc4)c24)c5c(cccc5)n6)c6cc(OC)c1;1;Smiles;;Property;classPsub
96;pgps097;C1N(c2c3c(c(N4CCCCC4)nc(N(CCO)CCO)n3)nc(N(CCO)CCO)n2)CCCC1;1;Smiles;;Property;classPsub
97;pgps098;C1N(Cc2ccc(C(Nc3ccc(C)c(Nc4nccc(c5cccnc5)n4)c3)=O)cc2)CCN(C)C1;1;Smiles;;Property;classPsub
98;pgps099;FC(C(NC1(C(NCc2c(F)cc(c3cccc(F)c3C(OC)=O)cc2)=O)CC1)=O)F;1;Smiles;;Property;classPsub
99;pgps100;c1c(nc(CCCN(CC[C@H]2[C@@H](Cc3c(ccc(F)c3)[C@@H]2C(C)C)OC(COC)=O)C)[nH]4)c4ccc1;1;Smiles;;Property;classPsub
100;pgps101;CC(NC1(C(N[C@H](c2c(F)cc(c3cccc(F)c3C(OC)=O)cc2)C)=O)CC1)=O;1;Smiles;;Property;classPsub
101;pgps102;c1n(c2cc(NC(c3ccc(C)c(Nc4nccc(c5cccnc5)n4)c3)=O)cc(C(F)(F)F)c2)cc(C)n1;1;Smiles;;Property;classPsub
102;pgps103;C1N(C(N[C@H](C(C[C@H](\C=C\S(c2ccccc2)(=O)=O)CCc3ccccc3)=O)Cc4ccccc4)=O)CCNC1;1;Smiles;;Property;classPsub
103;pgps104;C1N([C@H](C(N[C@H](C[C@@H]([C@@H](NC(COc2c(C)cccc2C)=O)Cc3ccccc3)O)Cc4ccccc4)=O)C(C)C)C(=O)NCC1;1;Smiles;;Property;classPsub
104;pgps105;CCNc1cc2c(C(c3cccc(C(OCCCCCCCCCCC(C(=O)C(C)=C(C)C4=O)=C4)=O)c3)=C5C(=C\C(=N\CC)\C(C)=C5)O2)cc1C;1;Smiles;;Property;classPsub
105;pgps106;C1=C(c2c(cc(OC)c(OC)c2OC)CC[C@@H]3NC(C)=O)C3=CC(=O)C(OC)=C1;1;Smiles;;Property;classPsub
106;pgps107;c1c(S(\C=C\[C@@H](NC([C@@H](NC(N2CCOCC2)=O)Cc3ccccc3)=O)CCc4ccccc4)(=O)=O)cccc1;1;Smiles;;Property;classPsub
107;pgps108;c1c(Cc2cc([C@H]3CCN(C[C@@H]4[C@@H](c5cccc(F)c5)C[C@@H](N([C@H](C(C)C)C(O)=O)C)C4)CC3)n(CC)n2)cccc1;1;Smiles;;Property;classPsub
108;pgps109;Cc1cc(c2c(cc3c(N(C4CC4)C=C5C3=NN([C@@H]6CC[C@H](N(C)C)CC6)C5=O)c2F)F)cc(C)n1;1;Smiles;;Property;classPsub
109;pgps110;c1c(n(Cc2ccc(OCCN3CCCCCC3)cc2)c(c4ccc(O)cc4)c5C)c5cc(O)c1;1;Smiles;;Property;classPsub
110;pgps111;COc1c(c(cc([C@H]2c(cc3c(OCO3)c4)c4[C@H](NC[C@@H](CO)O)[C@@H](COC5=O)[C@@H]25)c1)OC)OC;1;Smiles;;Property;classPsub
111;pgps112;C1N(c2c(sc(CN3CCN(S(C)(=O)=O)CC3)c4)c4nc(c5c(cn[nH]6)c6ccc5)n2)CCOC1;1;Smiles;;Property;classPsub
112;pgps113;CCCCN([C@@H]12)[C@H](C[C@@H](OC(c3ccc(F)cc3)c4ccc(F)cc4)C1)CC2;1;Smiles;;Property;classPsub
113;pgps114;C1=C(c2c(cc(O)c(OC)c2OC)CC[C@@H]3NC(CCC)=O)C3=CC(=O)C(SC)=C1;1;Smiles;;Property;classPsub
114;pgps115;c1c([C@@H](Nc2cc(c3n(C)c(C4CCNCC4)nc3c5cccc(C(F)(F)F)c5)ccn2)C)cccc1;1;Smiles;;Property;classPsub
115;pgps116;c1c(N([C@@H]2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)C(=O)N5)c5ccc1;1;Smiles;;Property;classPsub
116;pgps117;C1N(C\C=C(\c2cccc(\C=C\C(N3CCOCC3)=O)n2)/c4ccc(C)cc4)CCC1;1;Smiles;;Property;classPsub
117;pgps118;C1=C(c2c(cc(O)c(OC)c2OC)CC[C@@H]3NC(C)=O)C3=CC(=O)C(OC)=C1;1;Smiles;;Property;classPsub
118;pgps119;NC[C@H]1CCC[C@@H](CNC([C@H](NC(N2CCN(N3c(cccc4)c4NC3=O)CC2)=O)[C@H](C(c(cccc5)c5C6)=C6)C)=O)C1;1;Smiles;;Property;classPsub
119;pgps120;CC\N=C(/C=C1C2=C(c3ccccc3C(OCC)=O)c4c(cc(NCC)c(C)c4)O1)\C(C)=C2;1;Smiles;;Property;classPsub
120;pgps121;c1c(oc(C(N[C@H](C(N[C@H](C(CNS(c2ncccc2)(=O)=O)=O)C)=O)CC(C)C)=O)c3)c3ccc1;1;Smiles;;Property;classPsub
121;pgps122;C1=C(c2c(cc(OC)c(O)c2OC)CC[C@@H]3NC(C)=O)C3=CC(=O)C(OC)=C1;1;Smiles;;Property;classPsub
122;pgps123;COc1c(cc2c(CCN(CCC[C@H]3c(cc(OC)c(OC)c4)c4CCC3)C2)c1)OC;1;Smiles;;Property;classPsub
123;pgps124;CC(CCC[C@](C(O[C@H]1[C@H]2[C@@](CCC3)(N3CCc4c2cc5c(OCO5)c4)C=C1OC)=O)(CC(OC)=O)O)(O)C;1;Smiles;;Property;classPsub
124;pgps125;c1c([C@@](CCCN(CCc2ccc(c(OC)c2)OC)C)(C(C)C)C#N)cc(OC)c(OC)c1;1;Smiles;;Property;classPsub
125;pgps126;c1c(C([C@@H]2CCN(CCC[C@H](c3ccc(C(C)(C)C(O)=O)cc3)O)CC2)(c4ccccc4)O)cccc1;1;Smiles;;Property;classPsub
126;pgps127;O=C(NC1(C(NCc2c(F)cc(c3cccc(F)c3C(OC)=O)cc2)=O)CC1)C;1;Smiles;;Property;classPsub
127;pgps128;O=C([C@@H]([C@@H]([C@@H]([C@H]1O[C@@]2(CC[C@@]([C@@H]3O[C@@]([C@H]4O[C@H]([C@@H]5[C@H](C[C@@H](C)[C@@](CO)(O)O5)C)C[C@@H]4C)(CC)CC3)(C)O2)C[C@H](O)[C@H]1C)C)OC)C)O;1;Smiles;;Property;classPsub
128;pgps129;c1c(C2=C3C(Oc4c2ccc(N(C)C)c4)=CC(=[N+](C)C)C=C3)c(C(OCC)=O)ccc1;1;Smiles;;Property;classPsub
129;pgps130;C1N(C\C=C(\c2cccc(\C=C\C(N3CCCCC3)=O)n2)/c4ccc(C)cc4)CCC1;1;Smiles;;Property;classPsub
130;pgps131;c1c(c(C(c2ccc(OCCN3CCCCC3)cc2)=O)c(c4ccc(O)cc4)s5)c5cc(O)c1;1;Smiles;;Property;classPsub
131;pgps132;N1C(N\N=C/c2c(cccc3)c3c(\C=N/NC(NCC4)=N4)c(cccc5)c25)=NCC1;1;Smiles;;Property;classPsub
132;pgps133;C1=C(c2c(cc(OC)c(OC)c2OC)CC[C@@H]3NC=O)C3=CC(=O)C(SC)=C1;1;Smiles;;Property;classPsub
133;pgps134;N#CCC(Nc1c(C)ccnc1NCc2c(F)cc(c3cccc(F)c3C(OC)=O)cc2)=O;1;Smiles;;Property;classPsub
134;pgps135;COc1cccc([C@@H](c2ccc(C(N(CC)CC)=O)cc2)N3C[C@@H](C)N(CCC)C[C@@H]3C)c1;1;Smiles;;Property;classPsub
135;pgps136;c1c(C2=C3C(Oc4c2ccc(N(C)C)c4)=CC(=[N+](C)C)C=C3)c(C(OC)=O)ccc1;1;Smiles;;Property;classPsub
136;pgps137;c1c([C@@](CCCNCCc2ccc(c(OC)c2)OC)(C(C)C)C#N)cc(OC)c(OC)c1;1;Smiles;;Property;classPsub
137;pgps138;C=CCN([C@@H]12)[C@H](C[C@@H](OC(c3ccc(F)cc3)c4ccc(F)cc4)C1)CC2;1;Smiles;;Property;classPsub
138;pgps139;C1=C2C([C@H](CCc3c2c(OC)c(OC)c(OC)c3)NC(C)=O)=CC(=O)C(O)=C1;1;Smiles;;Property;classPsub
139;pgps140;Oc1c(C(c2c(c(NCCNCCO)ccc2NCCNCCO)C3=O)=O)c3c(O)cc1;1;Smiles;;Property;classPsub
140;pgps141;C1N(C\C=C(\c2cccc(\C=C\C(N(c3ccccc3)C)=O)n2)/c4ccc(C)cc4)CCC1;1;Smiles;;Property;classPsub
141;pgps142;COc1c(cc2c(CCN(C(c3ccc(c4ccc(O)cc4)cc3)=C)C2)c1)OC;1;Smiles;;Property;classPsub
142;pgps143;C1=C(c2c(cc(OC)c(OC)c2OC)CC[C@@H]3NC(C)=O)C3=CC(=O)C(N)=C1;1;Smiles;;Property;classPsub
143;pgps144;C\C=C(/C(O[C@@H]1[C@]2(O)[C@@]([C@H](C)C[C@@H]3[C@H]4C3(C)C)(C(=O)[C@H]4C=C(CO)[C@H]2O)C=C1C)=O)\C;1;Smiles;;Property;classPsub
144;pgps145;C1[C@@H](OC(N[C@H]([C@@H](CN(S(c2ccc(N)cc2)(=O)=O)CC(C)C)O)Cc3ccccc3)=O)CCO1;1;Smiles;;Property;classPsub
145;pgps146;c1c([C@@H](CCCN2Cc3c(cc(OC)c(OC)c3)CC2)CCC4)c4c(OC)cc1;1;Smiles;;Property;classPsub
146;pgps147;c1c(oc(C(N[C@H](C(NCC(CNS(c2ncccc2)(=O)=O)=O)=O)CC(C)C)=O)c3)c3ccc1;1;Smiles;;Property;classPsub
147;pgps148;n1n(c2ccc(OC)c(CN[C@H]3CCCN[C@H]3c4ccccc4)c2)c(C(F)(F)F)nn1;1;Smiles;;Property;classPsub
148;pgps149;c1c(C[C@H](NC(CNC([C@H](NC([C@H](Cc2ccc(O)cc2)N)=O)C)=O)=O)C([C@@H]([C@@H](CCSC)C(N)=O)C)=O)cccc1;1;Smiles;;Property;classPsub
149;pgps150;COc1c(cc2c(CCN(CCC[C@H]3c(ccc(OC)c4)c4CCC3)C2)c1)OC;1;Smiles;;Property;classPsub
150;pgps151;C1C(=NC(C)=C(CCN2CC[C@H](c3c(ccc(F)c4)c4on3)CC2)C5=O)N5CCC1;1;Smiles;;Property;classPsub
151;pgps152;CC(C[C@H](C(N[C@H](C(N[C@@H](Cc1ccc(O)cc1)C(N)=O)=O)CC(C)C)=O)NC(C)=O)C;1;Smiles;;Property;classPsub
152;pgps153;Fc1c(C[C@H](CC(N2CCn3c(nnc3C(F)(F)F)C2)=O)N)cc(F)c(F)c1;1;Smiles;;Property;classPsub
153;pgps154;O1[C@](C(CO)=O)([C@@H]2OC1(C)C)[C@](C[C@H](O)[C@@H]3[C@H]4C[C@H](F)C(=C5)[C@]3(C=CC5=O)C)(C)[C@@H]4C2;1;Smiles;;Property;classPsub
154;pgps155;c1c(C([C@@H](C(N[C@H](C(N([C@H](\C=C(/C)\C(=O)O)C(C)C)C)=O)C(C)(C)C)=O)NC)(C)C)cccc1;1;Smiles;;Property;classPsub
155;pgps156;c1c(F)c(C2=C[C@@](CCCNCCF)(c3ccccc3)N(C(N(C)C)=O)C2)cc(F)c1;1;Smiles;;Property;classPsub
156;pgps157;c1c(C(C(O[C@H]2C[C@H]([N+]3(CCCC3)[C@@H]4C2)CC4)=O)(c5ccccc5)O)cccc1;1;Smiles;;Property;classPsub
157;pgps158;c1c(c(Nc2c(CCCC3)c3c(O)c(CNC(C)(C)C)c2)ccn4)c4cc(Cl)c1;1;Smiles;;Property;classPsub
158;pgps159;COc1c(cc2c(CCN(C(c3ccc(c4ccccc4)cc3)=C)C2)c1)OC;1;Smiles;;Property;classPsub
159;pgps160;C1N(C(N2C(c3ccc(OC)cc3OC(C)C)=N[C@H](c4ccc(Cl)cc4)[C@@H]2c5ccc(Cl)cc5)=O)CC(=O)NC1;1;Smiles;;Property;classPsub
160;pgps161;c1c(C(c2c(c(NCCNCCO)ccc2NCCNCCO)C3=O)=O)c3ccc1;1;Smiles;;Property;classPsub
161;pgps162;C1=C(c2c(cc(OC)c(OC)c2OC)CC[C@H]3NC)C3=CC(=O)C(OC)=C1;1;Smiles;;Property;classPsub
162;pgps163;Clc1c(C(c2c(sc(CCC(N3CCOCC3)=O)c2)n4c(nnc4C)C5)=N5)cccc1;1;Smiles;;Property;classPsub
163;pgps164;Nc1ccc(CNC(CN2C(C)=CN=C(NCCc3ccccc3)C2=O)=O)c(C)n1;1;Smiles;;Property;classPsub
164;pgps165;C1N(C\C=C(\c2cccc(\C=C\C(OC(C)C)=O)n2)/c3ccc(C)cc3)CCC1;1;Smiles;;Property;classPsub
165;pgps166;CCN(CCC[C@H](Nc1c(cc(OC)cc2)c2nc(cc(Cl)cc3)c13)C)CC;1;Smiles;;Property;classPsub
166;pgps167;n1c(c2c(c3ccc(Cn4c(CO)c(Cl)nc4CCCC)cc3)cccc2)nn[nH]1;1;Smiles;;Property;classPsub
167;pgps168;c1c(C2=C3C(Oc4c2ccc(N(C)C)c4)=CC(=[N+](C)C)C=C3)c(C(O)=O)ccc1;1;Smiles;;Property;classPsub
168;pgps169;COc1cccc(CCc2ccccc2NCc3c(OC)c(OC)ccc3)c1;1;Smiles;;Property;classPsub
169;pgps170;CCCC[C@H](NC([C@@H](NC([C@@H](NC(C)=O)CC(C)C)=O)CC(C)C)=O)C=O;1;Smiles;;Property;classPsub
170;pgps171;OC[C@H]1COc2c(cccc2N3CCN(CCNC(c4ccc(F)cc4)=O)CC3)O1;1;Smiles;;Property;classPsub
171;pgps172;c1c(NC(c2c(c3ccccc3)c(c4ccc(F)cc4)n(CC[C@H](C[C@H](CC(=O)O)O)O)c2C(C)C)=O)cccc1;1;Smiles;;Property;classPsub
172;pgps173;CSCC[C@@H](NC([C@@H](NC([C@@H](NC(C)=O)CC(C)C)=O)CC(C)C)=O)C=O;1;Smiles;;Property;classPsub
173;pgps174;COc1c(N2CCN(CCN(C(c3ccc(F)cc3)=O)c4ncccc4)CC2)cccc1;1;Smiles;;Property;classPsub
174;pgps175;c1c(F)c(C2=C[C@@](CCCNCC)(c3ccccc3)N(C(N(C)C)=O)C2)cc(F)c1;1;Smiles;;Property;classPsub
175;pgps176;C1=C(c2c(cc(OC)c(OC)c2OC)CC[C@@H]3N)C3=CC(=O)C(SC)=C1;1;Smiles;;Property;classPsub
176;pgps177;c1c([n+](c2c(cc(CC[C@H](CC(C)(C)C)C)cc2)c3N)[O-])c3ccc1N;1;Smiles;;Property;classPsub
177;pgps178;c1c(c2c(c(C)c3c(c(C(NCCN(C)C)=O)ncc3)c2)n4C)c4ccc1O;1;Smiles;;Property;classPsub
178;pgps179;CNCCNc1c(C(=O)c2c3c(O)ccc2O)c(c4cc1)c3nn4CCNCCO;1;Smiles;;Property;classPsub
179;pgps180;c1c2c(c(c(OC[C@H](CNCCOc3ccccc3OC)O)ccc4)c4[nH]2)ccc1;1;Smiles;;Property;classPsub
180;pgps181;C1C(CN2[C@H]3[C@@](CC[C@H]4NC(c5ccncc5)=O)(O)[C@]([C@H]4O6)(c(c67)c(ccc7O)C3)CC2)C1;1;Smiles;;Property;classPsub
181;pgps182;c1c(c2ccc(C(NC\C=C\CN3CCN(c4c(Cl)c(Cl)ccc4)CC3)=O)cc2)nccc1;1;Smiles;;Property;classPsub
182;pgps183;c1c(C(C(N([C@@H](c2ccccc2)CN3CC[C@H](O)C3)C)=O)c4ccccc4)cccc1;1;Smiles;;Property;classPsub
183;pgps184;C1N(c2ccc3c(nc(c4ccc5c(nc(c6ccc(O)cc6)[nH]5)c4)[nH]3)c2)CCN(C)C1;1;Smiles;;Property;classPsub
184;pgps185;C1[C@H](Cc2c(cc(CCS(c3ccccc3)(=O)=O)cc4)c4[nH]c2)N(C)CC1;1;Smiles;;Property;classPsub
185;pgps186;[C@@H](C[C@@H](OC(c1ccc(F)cc1)c2ccc(F)cc2)C3)(CC4)N[C@@H]34;1;Smiles;;Property;classPsub
186;pgps187;c1c(CCc2ccccc2OCc3ccc(OC)c(OC)c3)cc(OC)cc1;1;Smiles;;Property;classPsub
187;pgps188;OCC([C@@]1([C@](C[C@H](O)[C@]2(F)[C@@H]3CCC(=C4)[C@@]2(C=CC4=O)C)(C)[C@H]3C[C@H]1C)O)=O;1;Smiles;;Property;classPsub
188;pgps189;n1c(n([C@H]2[C@H](O)[C@H](NC([C@H](Cc3ccc(OC)cc3)N)=O)[C@@H](CO)O2)cn4)c4c(N(C)C)nc1;1;Smiles;;Property;classPsub
189;pgps190;c1c(CCc2ccccc2OCc3cccc(OC)c3OC)cc(OC)cc1;1;Smiles;;Property;classPsub
190;pgps191;COc1c(cc2c(CCN(Cc3cccc(c4ccccc4)c3)C2)c1)OC;1;Smiles;;Property;classPsub
191;pgps192;COc1c(cc2c(CCN(Cc3ccccc3c4ccccc4)C2)c1)OC;1;Smiles;;Property;classPsub
192;pgps193;O=S(Nc1ccc2c(cc(C(N3CCN(c4cc(NC(C)C)ccn4)CC3)=O)[nH]2)c1)(C)=O;1;Smiles;;Property;classPsub
193;pgps194;O=C([C@@](C1=C(C(N2C(c3c(c(CC)c4c(ccc(OC(N5CCC(N6CCCCC6)CC5)=O)c4)n3)C2)=C1)=O)CO)(CC)O)O;1;Smiles;;Property;classPsub
194;pgps195;C1N(c2ccc3c(nc(c4ccc5c(nc(c6ccc(OCC)cc6)[nH]5)c4)[nH]3)c2)CCN(C)C1;1;Smiles;;Property;classPsub
195;pgps196;c1c(C(=O)N(CCN2CC[C@H](C(c3ccc(F)cc3)=O)CC2)C(=S)N4)c4ccc1;1;Smiles;;Property;classPsub
196;pgps197;n1c(C(N[C@H](Cc2ccccc2)C(N[C@H](CC(C)C)B(O)O)=O)=O)cncc1;1;Smiles;;Property;classPsub
197;pgps198;c1c([nH]c2c3c(C)c4c(cc[n+](CCN(CC)CC)c4)c2C)c3ccc1;1;Smiles;;Property;classPsub
198;pgps199;O=C(N[C@H](C(N[C@H](C(N[C@@H](CCCNC(=N)N)C=O)=O)CC(C)C)=O)CC(C)C)C;1;Smiles;;Property;classPsub
199;pgps200;O=C1[C@](C(O)=C2[C@H]([C@](C)(O)c3c(c(O)ccc3)C2=O)C4)(O)[C@@H]4[C@H](N(C)C)C(O)=C1C(N)=O;1;Smiles;;Property;classPsub
200;pgps201;c1c(NC(=O)N2[C@@H]3CCN(CCCN4c(cccc5)c5NC4=O)CC3)c2ccc1Cl;1;Smiles;;Property;classPsub
201;pgps202;COc1c(cc2c(CCN(CCCC(c(ccc(OC)c3)c3CC4)=C4)C2)c1)OC;1;Smiles;;Property;classPsub
202;pgps203;Nc1c(ncn2C[C@H](OCP(OCOC(OC(C)C)=O)(OCOC(OC(C)C)=O)=O)C)c2ncn1;1;Smiles;;Property;classPsub
203;pgps204;FC(c1c(nc(C(F)(F)F)cc2[C@@H]([C@H]3CCCCN3)O)c2ccc1)(F)F;1;Smiles;;Property;classPsub
204;pgps205;CCC(C(O[C@@H]1[C@H]2C(C=C[C@H](C)[C@@H]2CC[C@@H]3C[C@@H](O)CC(=O)O3)=C[C@H](C)C1)=O)(C)C;1;Smiles;;Property;classPsub
205;pgps206;FC(Oc1cc2c(nc([S@](Cc3nccc(OC)c3OC)=O)[nH]2)cc1)F;1;Smiles;;Property;classPsub
206;pgps207;c1c(C(CCN2CC[C@](c3ccc(Cl)cc3)(O)CC2)(c4ccccc4)C(N(C)C)=O)cccc1;1;Smiles;;Property;classPsub
207;pgps208;c1c([P+](Cc2ccc(Cl)cc2Cl)(c3ccccc3)c4ccccc4)cccc1;1;Smiles;;Property;classPsub
208;pgps209;c1c(\C(=C(/c2ccc(OCCNC)cc2)\c3ccc(O)cc3)\CC)cccc1;1;Smiles;;Property;classPsub
209;pgps210;OC(\C=C\c1nc(\C(=C\CN2CCCC2)\c3ccc(C)cc3)ccc1)=O;1;Smiles;;Property;classPsub
210;pgps211;CCOC(N1CCC(=C2c(ccc(Cl)c3)c3CCc(cccn4)c24)CC1)=O;1;Smiles;;Property;classPsub
211;pgps212;CN(CCN1c(cccc2)c2S[C@@H](c3ccc(OC)cc3)[C@@H](OC(C)=O)C1=O)C;1;Smiles;;Property;classPsub
212;pgps213;O[C@H]1[C@@H]([C@H](NC([C@H]2N(C)C[C@H](CCC)C2)=O)[C@@H](O)C)O[C@H](SC)[C@H](O)[C@H]1O;1;Smiles;;Property;classPsub
213;pgps214;C1[C@H](c2c(OC(c3ccccc3Cl)=CC4=O)c4c(O)cc2O)[C@H](O)CN(C)C1;1;Smiles;;Property;classPsub
214;pgps215;c1c(C2=C3C(Oc4c2ccc(N)c4)=CC(=N[H])C=C3)c(C(OC)=O)ccc1;1;Smiles;;Property;classPsub
215;pgps216;C([C@@]([C@@H]1[C@H]([C@@H]2C([C@@](C(CO)=O)(O)CC2)(C)C[C@@H]1O)C[C@@H]3C)(C)C3=CC4=O)=C4;1;Smiles;;Property;classPsub
216;pgps217;C1C(C(N2C(=C3)c(nc4c(cc(OC(N5CCC(N6CCCCC6)CC5)=O)cc4)c7CC)c7C2)=O)=C3[C@](CC)(O)C(=O)O1;1;Smiles;;Property;classPsub
217;pgps218;COc1cccc(CCc2ccccc2NCc3cc(OC)ccc3)c1;1;Smiles;;Property;classPsub
218;pgps219;c1c(C(C[n+]2c(C(=O)c3c(cccc3)C4=O)c4n(CC(C)C)c2C)=O)ccc([N+]([O-])=O)c1;1;Smiles;;Property;classPsub
219;pgps220;c1c(F)c(C2=C[C@](c3ccccc3)(CCCN)N(C(N(C)C)=O)C2)cc(F)c1;1;Smiles;;Property;classPsub
220;pgps221;C1[C@@]([C@H]2[C@@H]([C@H]3[C@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(C)CC2)C4)(C)C(=C4)C[C@@H](O)C1;1;Smiles;;Property;classPsub
221;pgps222;C=C[C@@H]1[C@@H]2C[C@H]([C@H](c3c(cc(OC)cc4)c4ncc3)O)[N@@+](C)(CC2)C1;1;Smiles;;Property;classPsub
222;pgps223;OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O[C@]2([C@](C)(C[C@@]3(O)[C@@H]45)O[C@@H](C24COC(c6ccccc6)=O)O3)C5)O1)O)O)O;1;Smiles;;Property;classPsub
223;pgps224;C1C(N2c(c(F)c(N3C[C@H](C)N[C@H](C)C3)c(F)c4N)c4C(=O)C(C(O)=O)=C2)C1;1;Smiles;;Property;classPsub
224;pgps225;c1c(c2nc(N(S(C)(=O)=O)C)nc(C(C)C)c2\C=C\[C@H](C[C@H](CC(=O)O)O)O)ccc(F)c1;1;Smiles;;Property;classPsub
225;pgps226;c1c(\C=C\C(Nc2ccc3c(ccc(\C=C\c4ccc(N(CCCl)CCCl)cc4)[n+]3CC)c2)=O)cccc1;1;Smiles;;Property;classPsub
226;pgps227;[nH]1c2c(ccc3c2c(Nc4ccc(N(C(C)=O)C)cc4)cc(C)n3)nc1;1;Smiles;;Property;classPsub
227;pgps228;O=S(CCNCc1oc(c2ccc3c(c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1)(C)=O;1;Smiles;;Property;classPsub
228;pgps229;c1c(\C(=C(/c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3)\CC)cccc1;1;Smiles;;Property;classPsub
229;pgps230;[C@H](C[C@H](OC(c1ccc(Cl)cc1)c2ccc(Cl)cc2)C3)(CC4)N([C@H]34)C;1;Smiles;;Property;classPsub
230;pgps231;CC(N[C@H](C(N([C@@H](Cc1ccccc1)C(N[C@H](C(N)=O)C)=O)C)=O)C)=O;1;Smiles;;Property;classPsub
231;pgps232;COc1ccc2c(nc([S@](Cc3ncc(C)c(OC)c3C)=O)[nH]2)c1;1;Smiles;;Property;classPsub
232;pgps233;COc1ccc2c(c([C@@H]([C@H]3C[C@H]4[C@H](C=C)CN3CC4)O)ccn2)c1;1;Smiles;;Property;classPsub
233;pgps234;c1c([P+](c2ccccc2)(c3ccccc3)c4ccccc4)cccc1;1;Smiles;;Property;classPsub
234;pgps235;Cc1c(c2n(c3ccc(Cl)cc3)c([S@](C)=O)c(C(NN4CCCCC4)=O)n2)ccc(Cl)c1;1;Smiles;;Property;classPsub
235;pgps236;O1c(cc2c(OC[C@@H](c3c(O)cc(O)cc3)C2)c4)c4C=CC1(C)C;1;Smiles;;Property;classPsub
236;pgps237;c1c([C@@](Cc2ccccc2)(OC(CC)=O)[C@H](CN(C)C)C)cccc1;1;Smiles;;Property;classPsub
237;pgps238;C1c(c(OC[C@H](CNC(C)(C)C)O)ccc2)c2C[C@@H](O)[C@H]1O;1;Smiles;;Property;classPsub
238;pgps239;c1c(sc(\C=C\C=C\c2ccc(N(C)C)cc2)[n+]3CC)c3ccc1;1;Smiles;;Property;classPsub
239;pgps240;O1c(cc(OC[C@H]2[C@H](c3ccc(F)cc3)CCNC2)cc4)c4OC1;1;Smiles;;Property;classPsub
240;pgps241;Clc1ccc(C(N[C@@H](C(N(CCCOC)CCCCC)=O)CCC(=O)O)=O)cc1Cl;1;Smiles;;Property;classPsub
241;pgps242;c1c2c(c3cc1)c(C[C@@H]4C2=C[C@@H](C(N[C@@H](CC)CO)=O)CN4C)cn3C;1;Smiles;;Property;classPsub
242;pgps243;FC(c1c([C@@H]2C(C(OCCNC(c3ccc(N=[N+]=[N-])cc3)=O)=O)=C(C)NC(C)=C2C(OCC)=O)cccc1)(F)F;1;Smiles;;Property;classPsub
243;pgps244;c1c(c(C[C@](C(CCN2CC3CC3)([C@@H]45)c(c6C7)c(O4)c(O)cc6)([C@@H]27)O)c5[nH]8)c8ccc1;1;Smiles;;Property;classPsub
244;pgps245;C1C(CN2[C@H]3C([C@@](CC)(CC2)c(cc(O)cc4)c4C3)(C)C)(O)C1;1;Smiles;;Property;classPsub
245;pgps246;O=C([C@@H]1N(C(=O)[C@H]2NC(c3c(c4c(Cl)cccc4Cl)noc3C)=O)[C@@H]2SC1(C)C)O;1;Smiles;;Property;classPsub
246;pgps247;c1c(\C(=C(/c2ccc(OCCNC)cc2)\c3ccccc3)\CC)cccc1;1;Smiles;;Property;classPsub
247;pgps248;OCCN(CCNc1c(c([N+](=O)[O-])ccc2)c2nc(cccc3)c13)CCO;1;Smiles;;Property;classPsub
