feature;importance;normalized_importance;cumulative_importance
AATSC1c;20.7;0.03307766059443912;0.03307766059443912
GATS1se;20.599999999999998;0.03291786513263023;0.06599552572706935
N-079;14.899999999999999;0.023809523809523808;0.08980504953659316
GATS7d;12.0;0.019175455417066157;0.10898050495365931
SIC3;11.700000000000001;0.018696069031639506;0.1276765739852988
SLogP_VSA2;9.8;0.015659955257270698;0.1433365292425695
AATSC0c;8.700000000000001;0.013902205177372966;0.1572387344199425
JGI7;8.3;0.013263023330137427;0.17050175775007992
AATSC3c;7.8999999999999995;0.012623841482901885;0.1831255992329818
ATSC3c;7.699999999999999;0.012304250559284116;0.1954298497922659
ATSC0c;7.4;0.011824864173857464;0.20725471396612338
SssCH2;7.0;0.011185682326621925;0.2184403962927453
ATSC5c;6.500000000000001;0.010386705017577503;0.2288271013103228
GATS2i;6.000000000000001;0.00958772770853308;0.23841482901885588
SLogP;6.0;0.009587727708533078;0.24800255672738897
AATS4v;6.0;0.009587727708533078;0.257590284435922
SdssC;6.0;0.009587727708533078;0.2671780121444551
GATS2d;5.8;0.00926813678491531;0.27644614892937036
GATS1i;5.300000000000001;0.008469159475870887;0.28491530840524126
PEOE_VSA6;5.2;0.008309364014062001;0.2932246724193033
GATS2Z;5.2;0.008309364014062001;0.3015340364333653
AATSC5d;5.1;0.008149568552253116;0.3096836049856184
GATS1c;4.8999999999999995;0.007829977628635347;0.3175135826142538
ATSC5i;4.8;0.007670182166826463;0.32518376478108024
GATS1dv;4.8;0.007670182166826463;0.3328539469479067
TI2;4.7;0.007510386705017578;0.3403643336529243
SMR_VSA10;4.599999999999999;0.007350591243208691;0.347714924896133
AATSC1dv;4.4;0.007031000319590925;0.3547459252157239
ATSC5p;4.2;0.006711409395973155;0.36145733461169705
AATS4p;4.1;0.00655161393416427;0.3680089485458613
VSA_EState4;4.0;0.006391818472355385;0.3744007670182167
MATS2Z;3.9000000000000004;0.006232023010546502;0.38063279002876316
AATSC5i;3.8000000000000003;0.0060722275487376165;0.38670501757750075
AATS1i;3.7999999999999994;0.006072227548737616;0.39277724512623835
BELi-1;3.7;0.005912432086928732;0.39868967721316706
ATSC2d;3.6999999999999997;0.005912432086928731;0.40460210930009577
GATS5s;3.6;0.005752636625119848;0.4103547459252156
MATS7s;3.5999999999999996;0.005752636625119847;0.4161073825503354
ATSC5se;3.5000000000000004;0.005592841163310963;0.42170022371364635
MATS2s;3.4999999999999996;0.005592841163310961;0.4272930648769573
RBN;3.4000000000000004;0.005433045701502079;0.4327261105784594
X1vA;3.4000000000000004;0.005433045701502079;0.4381591562799615
AATSC2d;3.4000000000000004;0.005433045701502079;0.4435922019814636
GATS3c;3.3;0.0052732502396931925;0.4488654522211568
AATS4i;3.0;0.004793863854266539;0.45365931607542337
MATS3c;3.0;0.004793863854266539;0.4584531799296899
GATS5p;3.0;0.004793863854266539;0.4632470437839565
AATS7i;2.9;0.004634068392457655;0.46788111217641415
ATSC7s;2.9;0.004634068392457655;0.4725151805688718
ATSC3se;2.8000000000000003;0.00447427293064877;0.4769894534995206
AATS5se;2.8;0.0044742729306487695;0.4814637264301694
