Name,Smiles,Property
hlm0838,COc1ccc2nc(SCc3ccc4ccccc4c3)[nH]c2c1,1
hlm0839,Nc1ccc2[nH]c(SCc3ccccn3)nc2c1,1
hlm0840,Cc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,1
hlm0841,COc1cccc(c1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,1
hlm0842,[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCSCC4,1
hlm0843,COc1ccc2nc(SCc3cc(OC)cc(OC)c3)[nH]c2c1,1
hlm0844,COc1ccc2[nH]c(SCC3CC3)nc2c1,1
hlm0845,O=C(N[C@@H](CCc1ccccc1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,1
hlm0846,CCSc1nc2cc(OC)ccc2[nH]1,1
hlm0847,Fc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,1
hlm0848,Nc1ncnc(Nc2ccc(Oc3cccnc3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4,1
hlm0849,NC(=O)OC(CCN1CCN(CC1)c2ccccc2)c3ccc(Cl)cc3,1
hlm0850,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccncc4,1
hlm0851,O=C(NCc1ccccc1)c2ccccc2C(=O)N3CCCCC3,1
hlm0852,Nc1ncnc(Nc2ccc(F)c(Cl)c2)c1c3occ(CNC(=O)C=C)n3,1
hlm0853,FC(F)Oc1ccc2[nH]c(SCc3ccccn3)nc2c1,1
hlm0854,COc1ccc2[nH]c(SCc3ccc(OCc4ccccc4)cc3)nc2c1,1
hlm0855,COc1ccc2[nH]c(SCc3ccc(cc3)C(C)(C)C)nc2c1,1
hlm0856,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4oc5ccccc5c4,1
hlm0857,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)N4CCCCC4,1
hlm0858,COc1ccc(cn1)c2cc(cnc2N)c3ccc(cc3)S(=O)(=O)N(C)C,1
hlm0859,CCOc1ncc(cc1C2=Nc3c(CC)n(CCN4CCOCC4)nc3C(=O)N2)S(=O)(=O)N5CCN(CC)CC5,1
hlm0860,Fc1ccccc1C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,1
hlm0861,COc1cc(ccc1Nc2ncc3c(C)cc(c4ccccc4N(C)S(=O)(=O)C)n3n2)C5CCN(CC(=O)N)CC5,1
hlm0862,CCc1cc(CC)nc(OCCCn2c3CCC(F)(F)Cc3c4cc(ccc24)c5onc(C)n5)n1,1
hlm0863,CCC1=C([C@@H](NC(=O)N1)c2ccc(O)c(Cl)c2)C(=O)CC3CCCCC3,1
hlm0864,NC(=O)OC(CCN1CCN(CC1)c2ccccc2)c3ccc(F)cc3,1
hlm0865,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)NCCCCCCCNC(=O)[C@H](CCC(=O)N)NC(=O)OC(C)(C)C,1
hlm0866,Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCOCC5)c4oc3c2,1
hlm0867,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cccs4,1
hlm0868,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,1
hlm0869,CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN3CCC(CC3)c4c(C)cccc4C,1
hlm0870,NC(=O)OC(CCN1CCN(CC1)c2ccccc2)c3ccccc3,1
hlm0871,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4CCCC4,1
hlm0872,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccccc4,1
hlm0873,CCOc1ccc2[nH]c(SCc3ccccn3)nc2c1,1
hlm0874,Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2CO,1
hlm0875,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccns4,1
hlm0876,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4cc(C1)cc(NC(=O)C(F)(F)F)c4)n3,1
hlm0877,CN1C\C=C\CCOc2cccc(c2)c3ccnc(Nc4ccc(N5CCOCC5)c(C1)c4)n3,1
hlm0878,Clc1ccc(CNC(=O)N2CCC(CC2)Oc3ccccc3)c(Cl)c1,1
hlm0879,Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOC[C@@H](O)CO)c3CCCC(=O)c13,1
hlm0880,Cc1noc(n1)c2ccc3c(c2)c4CCCCc4n3CCCOc5ccc(F)c(F)c5,1
hlm0881,CCC1=C([C@@H](NC(=O)N1)c2ccc(O)c(Cl)c2)C(=O)CCC3CCCCC3,1
hlm0882,COc1ccc(cn1)c2cc(cnc2N)c3ccc(cc3)c4oc(C)nn4,1
hlm0883,Cc1ccccc1C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,1
hlm0884,FC(F)(F)Oc1ccccc1CNC(=O)N2CCC(C2)c3ccncc3,1
hlm0885,Fc1cccc([C@@H]2CC[C@@H](OC(=O)N3CCC(CC3)N4C(=O)Nc5ncccc45)c6ncccc6C2)c1F,1
hlm0886,CCC1CCC(CC(=O)C2=C(CC)NC(=O)N[C@H]2c3ccc(O)c(Cl)c3)CC1,1
hlm0887,CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN3CCC(CC3)c4ccccc4C,1
hlm0888,CCNC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)C1,1
hlm0889,CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(=O)N)C(=O)O,1
hlm0890,Cn1c(Nc2ccc(Br)cc2F)c(C(=O)NOCCO)c3CCCC(=O)c13,1
hlm0891,O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn5ccsc5n4,1
hlm0892,Nc1ncnc(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4,1
hlm0893,Fc1cccc(c1C(=O)Nc2sc3COCCc3c2C(=O)N4CC(F)(F)C4)C(F)(F)F,1
hlm0894,CC(=O)NCCCCCCCNC(=O)[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C,1
hlm0895,FC1(F)CCC(CC1)[C@H](NC(=O)c2ccsc2)c3cn(nn3)C4(CC4)C#N,1
hlm0896,CS(=O)(=O)N1CCc2cc(ccc12)S(=O)(=O)c3ccc4OCCOc4c3,1
hlm0897,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,1
hlm0898,Cc1noc(n1)c2ccc3c(c2)c4CCCCc4n3CCCSc5ccc(F)c(F)c5,1
hlm0899,Nc1ncnc(Nc2ccc(OCc3ccccn3)c(F)c2)c1c4occ(CNC(=O)C=C)n4,1
hlm0900,CCc1c2N=C(NC(=O)c2nn1CC(C)C)c3cc(cnc3OCCOC)S(=O)(=O)N4CCN(C)CC4,1
hlm0901,CCOc1ncc(cc1C2=Nc3c(CC)n(CCOC)nc3C(=O)N2)S(=O)(=O)N4CCN(CC)CC4,1
hlm0902,[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCCCC4,1
hlm0903,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,1
hlm0904,CC(C)c1ccc(NC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1,1
hlm0905,CC(C)(C)c1ccc(CNC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1,1
hlm0906,CCCC[C@@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)C3CCCCC3,1
hlm0907,COc1cc(ccc1Nc2ncc3c(O)cc(c4ccccc4N(C)S(=O)(=O)C)n3n2)C5CCN(CC(=O)N)CC5,1
hlm0908,COc1cc(ccc1Nc2ncc3ccc(c4ccccc4N(C)S(=O)(=O)C)n3n2)C5CCN(C[C@@H](C)O)CC5,1
hlm0909,COc1cc(ccc1Nc2ncc3ccc(c4ccccc4N(C)S(=O)(=O)C)n3n2)C5CCN(CC(=O)N)CC5,1
hlm0910,COc1cc(ccc1Nc2ncc3ccc(c4ccccc4N(C)S(=O)(=O)C)n3n2)C5CCN(CCO)CC5,1
hlm0911,CNC(=O)CN1CCC(CC1)c2ccc(Nc3ncc4ccc(c5ccccc5OC)n4n3)c(OC)c2,1
hlm0912,Clc1cccc(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2)c1,1
hlm0913,CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\C4CCOCC4)\C,1
hlm0914,CC[C@@H](Cn1cc(C)c2ccccc12)NS(=O)(=O)c3c(N)cc(Cl)cc3Cl,1
hlm0915,Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC4CCCC4)n2)c1,1
hlm0916,Clc1ccccc1n2c(SCc3oc(nn3)c4ccc(cc4)C#N)nnc2c5ccncc5,1
hlm0917,Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccccc3O,1
hlm0918,CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@@H](O)[C@@H](C4)OC)\C,1
hlm0919,CO[C@H]1C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H](C)[C@H](OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]3(O)O[C@H]1[C@H](C[C@H]3C)OC)\C(=C\[C@@H]4CC[C@@H](O)CC4)\C)\C,1
hlm0920,Fc1ccc(c2ocnc2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,1
hlm0921,COc1ccc(cc1)n2c(SCc3onc(n3)c4ccc(C)cc4)nnc2c5ccncc5,1
hlm0922,COc1cccc(CN(CCN2CCOCC2)C(=O)Nc3ccc(cc3)c4cn[nH]c4)c1,1
hlm0923,Cn1cc(C[C@H](NC(=O)C2CCCCC2)C(=O)Nc3ccncc3)c4ccccc14,1
hlm0924,FC(F)(F)c1ccc(CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)cc1,1
hlm0925,CC[C@@H](Cn1cc(C#N)c2ccccc12)NS(=O)(=O)c3c(N)cc(Cl)cc3Cl,1
hlm0926,CC[C@@H](Cn1ccc2ccccc12)NS(=O)(=O)c3c(N)cc(Cl)cc3Cl,1
hlm0927,CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@H]4CCCC(O)CC4)\C,1
hlm0928,CC[C@@H]1\C=C(/C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)\C(=C\[C@@H]4CC[C@@H](O)[C@@H](F)C4)\C,1
hlm0929,COC(=O)c1ccc(NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc(C)cc3C)cc1,1
hlm0930,O=C(Nc1ccncc1)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C4CCCCC4,1
hlm0931,CC(C)(C)C[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2F)[C@]13C(=O)Nc4cc(Cl)ccc34)C(=O)N[C@H]5CC[C@@H](O)C5,1
hlm0932,COc1cccc(CN(CCCN2CCOCC2)C(=O)Nc3ccc(cc3)c4cn[nH]c4)c1,1
hlm0933,CS(=O)(=O)c1ccc(nc1)c2nnc(SCc3oc(nn3)c4ccc(Cl)cc4)n2c5ccccc5Cl,1
hlm0934,Cc1onc(C)c1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C4CCCCC4,1
hlm0935,Fc1ccc(CN2CCN(CC2)c3ccc(C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)Nc6ccncc6)c(F)c3)cc1,1
hlm0936,COc1ccc(CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)cc1,1
hlm0937,O=C(CCCc1ccccc1)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0938,O=C(Nc1ccncc1)[C@H](Cc2c[nH]c3ccc(OCc4ccccc4)cc23)NC(=O)C5CCCCC5,1
hlm0939,O=C(Nc1ccncc1)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4ccccc4,1
hlm0940,COc1cccc(\C=N\N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,1
hlm0941,Clc1ccccc1CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2,1
hlm0942,COc1ccccc1CNc2ncc(C(=O)NCCNC(=O)C)c(NC3CCCC3)n2,1
hlm0943,COc1cc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C4CCCCC4)ccn1,1
hlm0944,O=C(Cc1ccccc1)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0945,O=C(Nc1ccncc1)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4cccc(Oc5ccccc5)c4,1
hlm0946,OCc1ccc(O)c(NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3)c1,1
hlm0947,CCC(=O)NCCCc1cc(OC)ccc1CCc2cccc(OC)c2,1
hlm0948,CCC(=O)NCCCc1cc(OC)ccc1c2cccc(OC)c2,1
hlm0949,CCC(=O)NCCCc1cc(OC)ccc1OCc2cccc(OC)c2,1
hlm0950,Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCCCC3,1
hlm0951,CO[C@H]1C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H](C)[C@H](OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]3(O)O[C@H]1[C@H](C[C@H]3C)OC)\C(=C\[C@@H]4CCC=CC4)\C)\C,1
hlm0952,Oc1ccc(O)c(c1)c2cn3ccsc3n2,1
hlm0953,CCC(=O)NCCCc1cc(OC)ccc1Cc2cccc(OC)c2,1
hlm0954,C[C@@H]1C[C@]23OC(=C(C)C2=O)CC(C)(C)\C=C\C(=O)\C(=C/C3=C1)\C,1
hlm0955,Cc1nn(cc1c2ccccc2)[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)C(=O)NS(=O)(=O)C6CC6,1
hlm0956,CCOc1ccccc1CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2,1
hlm0957,Clc1ccccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0958,FC1(F)CCC(CC1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0959,Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)c5cccc(c5)C#N,1
hlm0960,Fc1ccc(CCCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)cc1,1
hlm0961,Fc1ccc(F)c(c1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0962,O=C(CCc1ccccc1)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0963,CC(C)CC1n2cncc2CN([C@@H](C)c3ccc(Cl)cc3)S1(=O)=O,1
hlm0964,Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2)c1,1
hlm0965,COc1ccc(cc1)n2c(NCc3onc(n3)c4ccc(C)cc4)nnc2c5ccncc5,1
hlm0966,O=C(Nc1ccncc1)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C4CCCCC4,1
hlm0967,CO\N=C(\N)/c1ccc(cc1)c2cncc(n2)c3ccc(nc3)\C(=N\OC)\N,1
hlm0968,CONC(=N)c1ccc(cc1)c2oc(cc2)c3ccc(cc3)C(=N)NOC,1
hlm0969,CCC(C)(C)c1nn(CCO)c2C(=O)NCC(=Nc12)c3ccc(cc3)n4ccnc4C,1
hlm0970,CC1=CN2C(=O)C=C(CSc3nnc(c4ccncc4)n3c5ccccc5Cl)N=C2C=C1C,1
hlm0971,Cc1ccc(cc1)c2oc(CCc3nnc(c4ccncc4)n3c5ccccc5Cl)nn2,1
hlm0972,FC(F)(F)c1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0973,Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)N5CCN(CC5)S(=O)(=O)c6ccccc6,1
hlm0974,OCc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3)c1O,1
hlm0975,CO\N=C(\N)/c1ccc(cc1)c2cncc(n2)c3ccc(cn3)\C(=N\OC)\N,1
hlm0976,COc1ccc2N(CCCc2c1)c3cc(C)nc4ccccc34,1
hlm0977,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc2ccccc2,1
hlm0978,Cc1cccc(CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2)c1,1
hlm0979,Cc1ccoc1C(=O)Nc2ccc(C)c(c2)c3oc4cccnc4n3,1
hlm0980,COc1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0981,Fc1cccc(c1)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0982,OCc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccccc3)c1,1
hlm0983,Clc1ccccc1Nc2ccc3c(cnn3c4cccc(c4)C(=O)NCCCN5CCOCC5)c2,1
hlm0984,CO\N=C(\N)/c1ccc(cc1)c2cncc(n2)c3ccc(cc3)\C(=N\OC)\N,1
hlm0985,Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccc4ccccc4c3,1
hlm0986,Cc1cccc(NC(=O)c2cccc(c2)n3ncc4cc(Nc5ccccc5F)ccc34)c1,1
hlm0987,Cc1ccoc1C(=O)Nc2ccc(F)c(c2)c3oc4cccnc4n3,1
hlm0988,Fc1ccc(Br)cc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm0989,CC(C)c1ccc(cc1)c2ccc(cn2)C#N,1
hlm0990,Clc1ccc2c(NCCCNCc3ccncc3)ccnc2c1,1
hlm0991,Cc1ccc(CO)cc1NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,1
hlm0992,OCc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccccc3F)c1,1
hlm0993,C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2)[C@@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F,1
hlm0994,C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@](C)(O)C(F)(F)F)c3ccc(cc3C(F)(F)F)C(=O)N,1
hlm0995,C[C@@H]1CN(CCN1S(=O)(=O)c2cn(C)c(n2)C(C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F,1
hlm0996,C[C@@H]1CN(CCN1S(=O)(=O)c2nc(n(C)n2)C(C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F,1
hlm0997,Fc1ccc(c2ocnn2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,1
hlm0998,Cc1ccc(NC(=O)c2cocc2)cc1c3oc4cccnc4n3,1
hlm0999,Cc1ccoc1C(=O)Nc2cccc(c2)c3oc4cccnc4n3,1
hlm1000,O=C(Nc1ccncc1)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4cccc(c4)c5ccccc5,1
hlm1001,Clc1ccc2c(NCCNCc3cnccc3Cl)ccnc2c1,1
hlm1002,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)Nc3cccc(CO)c3,1
hlm1003,OCc1cc(NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3)ccc1O,1
hlm1004,COc1ccc2N(CCCc2c1)c3nc(Cl)nc4ccccc34,1
hlm1005,Clc1ccc2oc(nc2c1)N3CCC(CC3)C(=O)N[C@H]4CCC[C@@H]4OCc5ccccc5,1
hlm1006,COc1cccc(CN(C(C)C)C(=O)Nc2ccc(cc2)c3cn[nH]c3)c1,1
hlm1007,COc1cccc(CN(CCN2CCCCC2)C(=O)Nc3ccc(cc3)c4cn[nH]c4)c1,1
hlm1008,COc1ccccc1CNc2ncc(C(=O)NCCCO)c(NC3CCCC3)n2,1
hlm1009,O=C(NCCCN1CCCC1=O)c2cnc(NCc3ccccc3)nc2NC4CCCC4,1
hlm1010,Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3cccc4cccnc34,1
hlm1011,Fc1ccc(NC(=O)c2cocc2)cc1c3oc4cccnc4n3,1
hlm1012,O=C(Nc1ccncc1)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4ccc5ccccc5c4,1
hlm1013,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2C(=O)O,1
hlm1014,Cc1cn2cc(nc2s1)c3ccc(O)c(O)c3O,1
hlm1015,C(N1CCC[C@H](C1)n2nnc3cnc4[nH]ccc4c23)c5ccccc5,1
hlm1016,Cn1nnc(n1)c2ccc(F)c3c(c[nH]c23)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,1
hlm1017,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N,1
hlm1018,Fc1cc(Br)ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm1019,Fc1ccc(F)c(c1)c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc5ccncc5)c(F)c2,1
hlm1020,Fc1ccccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm1021,Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O,1
hlm1022,COc1cc(NC(=O)c2cccc(c2)n3ncc4cc(Nc5ccccc5)ccc34)cc(OC)c1OC,1
hlm1023,OC(=O)CCCC(=O)N1N=C(CC1c2ccc(Cl)cc2)C3=C(c4ccc(Cl)cc4)c5ccccc5NC3=O,1
hlm1024,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2cccc(F)c2)C(=O)N,1
hlm1025,Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)N5CCOCC5,1
hlm1026,CN1CCC(CC1)NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC4CCCC4,1
hlm1027,COc1cccc(CN(CCCN2CCCCC2)C(=O)Nc3ccc(cc3)c4cn[nH]c4)c1,1
hlm1028,Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC34CC5CC(CC(C5)C3)C4,1
hlm1029,Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCC3,1
hlm1030,Cc1ccccc1C[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N,1
hlm1031,Fc1ccc2cc(ccc2c1)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc5ccncc5,1
hlm1032,Cc1c(CO)cccc1NS(=O)(=O)c2ccc(cc2)c3ccc(F)cc3,1
hlm1033,OCc1ccc(NS(=O)(=O)c2ccc(cc2)c3ccc(F)cc3F)cc1CO,1
hlm1034,CO\N=C(\N)/c1ccc(cn1)c2cncc(n2)c3ccc(nc3)\C(=N\OC)\N,1
hlm1035,COc1ccccc1CNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC4CCCC4)n2,1
hlm1036,CN(C)CC(=O)NC(C1=Nc2ccc(cc2C(=O)N1)c3cn[nH]c3)c4ccc(Cl)cc4,1
hlm1037,CN([C@@H](Cc1ccccc1)C(=O)N)C(=O)[C@@H](N)Cc2ccccc2,1
hlm1038,Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)N5CCNCC5,1
hlm1039,Cc1cc(ccc1c2ccc(F)cc2F)S(=O)(=O)Nc3cccc(CO)c3C,1
hlm1040,COc1ccc(c2nocn2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,1
hlm1041,Fc1ccc(c2cnc[nH]2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,1
hlm1042,Fc1ccccc1CN[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4,1
hlm1043,Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)c5ccccc5,1
hlm1044,Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)c5ccccc5Cl,1
hlm1045,Fc1cc(ccc1c2ccccc2)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc5ccncc5,1
hlm1046,Clc1ccc2c(NCCCNCc3cnccc3Cl)ccnc2c1,1
hlm1047,C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@@](C)(O)C(F)(F)F)c3ccc(cc3C(F)(F)F)C(=O)N,1
hlm1048,COc1cccc(CN(CCN(C)C)C(=O)Nc2ccc(cn2)c3cn[nH]c3)c1,1
hlm1049,Fc1ccc(c2nocn2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,1
hlm1050,Nc1onc(n1)c2ccc(F)c3c(c[nH]c23)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,1
hlm1051,Fc1cccc(c1)c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc5ccncc5)c(F)c2,1
hlm1052,Cc1ccc(cc1)S(=O)(=O)Nc2cc(Oc3ccccc3)ccc2C(=O)O,1
hlm1053,C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)[C@@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F,1
