SMILES	SLogP	ATS0d	ATSC5s	GATS2c	PNSA1	AATS2i	GATS7Z	ATSC5se	AATS5d	AATS7i	ww	ATS0Z	MAXDN	PEOE_VSA7	O-057	SIC3	ATSC1v	PEOE_VSA10	AATS5i	GATS6c	observed	predicted
COC(=O)[C@H](C)c1ccc(C(=O)c2cccs2)cc1	0.37	-0.5	-0.34	0.73	0.24	-1.0	-1.0	-0.35	-0.09	-0.94	-0.3	-0.18	-0.4	-0.45	-0.38	0.99	-0.32	-0.84	-1.02	-0.62	0	0
C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1	0.5	-0.17	-1.81	-0.86	-0.65	-0.5	0.65	-1.81	0.14	-0.69	-0.13	-0.19	-0.08	0.31	1.13	0.53	0.12	0.88	-0.51	-0.82	0	1
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1	0.47	0.15	0.27	2.02	-0.37	0.57	0.11	-0.68	1.07	-0.35	-0.18	0.07	-0.38	-0.44	-0.38	-2.02	-1.52	0.43	-0.9	0.08	0	0
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1	0.45	-0.5	-0.17	-0.3	-0.45	-0.74	-0.61	-0.3	0.7	0.96	-0.27	-0.57	-0.35	0.09	-0.38	-0.14	-0.45	0.43	-1.54	-0.86	0	0
CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C	0.02	-0.72	0.18	0.8	-1.37	0.28	-2.67	0.29	-2.48	2.26	-0.33	-0.9	-1.36	0.55	-0.38	-1.17	-0.06	-0.84	1.87	-2.14	0	0
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	0.98	-0.52	-0.43	-0.84	0.49	-1.15	0.82	-0.77	1.0	-1.46	-0.29	0.18	0.16	-0.2	-0.0	1.14	0.15	-0.84	-0.59	-0.21	0	1
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	-0.07	-0.46	-0.38	-0.21	-0.12	-0.28	-0.31	-0.34	0.02	-0.65	-0.3	-0.45	0.17	-0.64	-0.0	0.87	-0.36	-0.84	0.11	1.03	0	0
C[C@@H]1CC[C@@]23CC[C@@]4(C)[C@@](C=C[C@@H]5[C@@]6(C)CCC(=O)C(C)(C)[C@@H]6CC[C@]54C)(OC2=O)C3[C@H]1C	1.81	1.37	-0.02	-0.22	-0.29	-0.71	-0.03	-0.32	-0.4	-0.34	0.49	0.24	-0.59	1.87	-0.38	-0.84	1.67	0.02	-0.18	-0.31	0	0
NCCSSCCN	-0.86	-1.39	0.26	-0.01	-0.95	0.98	-2.02	0.19	-1.06	1.97	-0.34	-0.49	-1.41	-1.36	-0.38	-3.11	0.25	-0.84	-1.0	0.37	0	0
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@H]3O[C@H](C)C[C@H](N(C)C)[C@@H]3O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O	-0.19	2.14	-0.71	0.83	0.47	0.82	-0.19	-1.55	0.17	-0.55	0.77	1.34	0.02	0.93	-0.38	-0.28	-1.27	0.54	-0.17	0.1	0	0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1	-0.78	0.17	0.98	-0.13	0.9	-0.0	-0.15	1.61	0.75	-0.48	-0.15	0.72	0.43	-0.9	-0.0	1.17	-0.15	0.94	-0.36	0.31	0	1
CN1[C@@H](C[C@@H](O)c2ccccc2)CCC[C@H]1CC(=O)c1ccccc1	0.77	0.07	0.17	0.56	0.25	-0.4	0.27	0.21	-0.37	-0.9	-0.21	-0.19	-0.54	-0.15	-0.38	0.14	0.07	-0.84	0.09	0.96	0	0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	0.01	0.8	1.19	-0.18	0.63	0.35	-0.31	0.82	0.62	-0.56	-0.13	0.78	3.31	0.23	-0.38	0.57	0.04	-0.38	-0.3	-0.07	1	1
C=C(C)[C@@H]1Cc2c(ccc(C(=O)O)c2O)O1	-0.17	-0.65	-0.32	-0.77	-0.18	-0.78	0.89	-0.18	-0.18	-0.03	-0.31	-0.58	0.38	-0.43	0.75	0.89	0.13	0.9	0.02	-0.7	0	0
CC(=O)OC1CC(=O)[C@]2(C)C(CC(=O)[C@]3(C)[C@@H]2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]423)C1(C)C	0.66	1.39	0.56	0.08	0.41	-0.5	-0.23	0.12	0.33	-0.4	0.47	0.56	-0.07	0.06	-0.38	-0.18	0.32	1.36	-0.66	-0.18	0	1
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C	0.23	1.22	0.47	0.18	0.14	-0.08	-0.44	-0.03	0.37	0.22	0.46	0.59	1.01	1.05	-0.38	0.46	0.49	-0.37	0.29	0.19	0	0
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	0.93	0.41	-0.96	-0.77	0.74	-0.5	-0.28	-0.54	1.03	-0.76	-0.08	0.19	0.35	0.29	-0.0	0.71	0.58	-0.4	-1.49	-0.87	1	1
O=c1c(O)c(-c2ccccc2)oc2ccccc12	0.33	-0.53	-0.35	0.33	0.02	-2.0	0.49	-0.65	1.47	-1.19	-0.27	-0.53	-0.27	-0.9	0.37	0.22	0.05	-0.42	-1.59	0.48	0	0
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC	0.09	0.18	0.58	1.98	-0.2	1.38	0.19	0.28	-0.03	-0.27	-0.19	0.09	-0.43	0.3	-0.38	-0.55	-1.93	0.09	0.09	-0.31	0	0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	-0.42	-0.62	-0.4	-0.8	0.05	0.07	0.03	0.2	0.49	0.28	-0.31	-0.23	2.87	-0.18	-0.38	0.89	0.15	-0.4	0.59	-1.17	0	0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1	-0.62	-0.5	-0.74	-0.39	-0.04	0.85	0.7	-0.4	0.52	-0.49	-0.3	-0.11	2.95	-0.44	-0.38	0.99	-0.27	0.07	0.17	-0.66	0	0
COc1cc(O)c(C(C)=O)c(OC)c1	-0.31	-0.88	-0.66	0.62	-0.99	0.71	-0.91	-1.05	-0.88	0.86	-0.33	-0.68	-0.42	-1.1	0.37	-0.86	-0.86	0.87	0.06	0.57	0	0
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	0.76	0.94	0.17	1.87	0.82	0.71	0.24	0.69	0.52	-0.46	0.04	1.15	-0.27	0.02	-0.38	0.42	-1.65	0.55	-0.25	-0.28	1	1
Nc1ccc(C(=O)O)cc1	-0.58	-1.2	-0.2	-1.48	-0.6	-0.94	4.53	-0.05	-1.59	2.58	-0.33	-0.94	0.19	-0.44	-0.0	1.36	0.28	-0.84	1.76	-1.35	0	0
C=C[C@H](C1=CC(=O)C=CC1=O)c1ccccc1	0.09	-0.65	1.06	-0.61	0.06	-1.85	0.49	0.72	0.17	-0.26	-0.31	-0.61	-0.5	-0.46	-0.38	0.93	-0.25	-0.84	-1.72	0.08	0	0
O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O	-0.45	-0.22	0.6	-1.36	0.49	-2.17	1.23	0.61	1.37	-0.67	-0.2	-0.19	0.58	-0.67	2.27	0.61	1.33	0.46	-0.95	-0.01	0	0
O=C(O)CF	-0.96	-1.63	0.2	-0.5	-0.7	4.67	0.69	0.23	-2.13	1.91	-0.34	-1.14	0.62	-1.36	-0.0	0.65	-0.68	-0.84	2.89	7.14	0	0
CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O	0.27	-0.43	-1.02	-0.79	-0.62	-0.59	2.05	-0.76	-0.03	-0.39	-0.28	-0.43	-0.36	-0.33	1.13	-0.18	0.12	1.28	-0.3	-0.35	0	0
COc1cc(/C=C/C(=O)O)cc(OC)c1OC	-0.23	-0.7	-0.1	1.15	-0.53	0.86	-1.33	-1.47	0.02	0.55	-0.32	-0.49	0.27	-0.46	-0.0	-1.1	-1.14	-0.84	-0.37	0.3	0	0
Nc1ccccc1C(=O)C[C@H]([NH3+])C(=O)[O-]	-1.73	-0.83	0.73	-1.48	-0.16	-0.11	0.05	0.38	-0.33	0.78	-0.32	-0.63	0.55	-0.9	-0.38	0.64	0.66	-0.38	0.27	-0.77	0	0
CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O	-0.42	-0.55	-0.31	-1.28	-0.31	-0.42	0.3	-0.18	-0.82	0.79	-0.31	-0.57	-0.46	-0.21	-0.38	0.74	0.31	-0.84	0.24	-0.49	0	0
O=C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	-2.39	-0.96	-0.17	-0.22	-0.01	0.36	-0.14	0.06	-1.35	1.84	-0.33	-0.53	1.17	-1.36	0.37	-1.12	0.59	0.08	1.89	0.42	0	0
COc1ccc2c(=O)ccoc2c1	-0.24	-0.93	0.07	0.91	-0.97	-0.52	0.69	0.16	-0.48	-1.12	-0.32	-0.77	-0.6	-0.9	-0.38	1.07	-0.75	0.01	-0.12	0.32	0	0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1	0.43	-0.53	1.6	-1.33	0.29	-1.5	-0.21	1.34	0.09	-0.8	-0.29	-0.47	0.21	-0.94	-0.0	0.15	0.09	-0.84	-1.11	-0.7	0	0
[NH3+]C[C@H](CC(=O)[O-])c1ccc(Cl)cc1	-1.06	-0.91	0.18	-1.85	0.03	-0.22	3.81	0.59	-0.94	0.97	-0.33	-0.4	0.26	-0.45	-0.38	0.8	0.2	-0.84	0.49	2.68	0	0
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1	1.39	1.37	-1.6	-0.28	0.91	-1.36	0.06	-1.38	2.06	-1.77	0.56	0.91	-0.15	0.24	2.64	0.03	1.11	3.83	-1.55	-0.65	1	1
CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	1.33	2.0	-0.1	1.5	2.0	0.83	0.04	0.04	0.65	-0.38	0.85	1.86	-0.2	1.44	-0.38	0.27	-2.05	2.46	-0.16	-0.04	0	1
O=C1C[C@H](c2ccccc2)Oc2ccccc21	0.42	-0.58	0.17	0.84	-0.08	-1.6	0.01	-0.04	0.59	-1.27	-0.28	-0.61	-0.77	-0.69	-0.38	0.48	-0.21	0.05	-1.06	-0.77	0	0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	-0.38	-0.64	-0.49	-1.03	0.04	-0.32	-0.32	-0.48	0.45	-0.45	-0.31	-0.26	2.82	0.02	-0.38	1.35	0.22	-0.4	0.07	-0.98	0	0
COc1ccc2ccc(=O)oc2c1CC=C(C)C	0.39	-0.53	0.35	0.47	-0.58	-0.23	1.22	0.26	0.25	-0.68	-0.28	-0.52	-0.33	0.09	-0.38	-0.1	-0.74	0.01	-0.93	0.09	0	0
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@H]6[C@H]5C[C@H]43	-0.11	0.79	0.02	1.12	-0.83	0.0	0.23	0.24	1.07	-0.07	0.38	0.1	-0.81	0.04	-0.38	0.28	-0.09	-0.84	-0.39	0.13	0	0
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	-0.26	-0.26	1.1	-1.33	0.93	-0.21	-0.4	0.85	0.7	-0.95	-0.27	0.43	2.92	-0.44	-0.0	1.32	0.22	-0.84	-0.44	-0.44	0	0
CC1(C)C(=O)C=C[C@@]2(C)C1C[C@@H](O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312	0.67	1.11	0.66	0.06	0.18	-0.72	-0.13	0.39	0.16	-0.4	0.28	0.29	-0.28	0.48	-0.38	-0.03	0.93	0.04	-0.65	0.07	0	1
C[C@]12C[C@H](O)[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	-0.24	0.46	-0.46	-0.59	-0.33	-0.75	-0.46	-0.24	-0.63	0.06	-0.04	-0.04	0.37	1.2	-0.38	0.71	1.65	0.08	0.28	0.24	0	0
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1	0.63	-0.24	0.33	2.63	-0.42	-0.1	0.07	0.2	0.56	-1.08	-0.28	-0.42	-0.97	-0.19	-0.38	-1.33	-0.51	-0.38	-0.91	0.01	0	0
NC(=O)c1cccc(N)c1	-0.83	-1.18	0.62	-1.53	-0.77	-0.52	-2.67	0.53	-1.46	2.26	-0.33	-0.95	-0.23	-0.67	-0.38	1.04	0.44	-0.84	1.63	2.67	0	0
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	-0.54	-0.15	1.86	-0.72	0.19	-0.63	0.26	1.23	0.26	-0.01	-0.26	-0.15	0.37	-0.24	0.75	0.61	0.89	0.05	-0.09	0.4	0	0
Cc1cccc(C)c1NC1=NCCCS1	0.35	-0.73	0.17	-0.66	-0.8	0.02	0.18	0.27	-0.26	-1.87	-0.31	-0.45	-0.87	-0.17	-0.38	-0.09	-0.21	-0.84	-0.47	-0.12	0	0
CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O	-0.57	-0.62	1.04	-0.19	-0.35	0.39	0.14	0.75	-0.05	-0.56	-0.31	-0.46	-0.23	-0.43	0.37	0.76	-0.62	0.05	-0.13	0.18	0	0
CC[C@@H](C)[C@@H]([NH3+])C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](C(=O)NCCCC[C@H]2NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCC[NH3+])NC2=O)[C@@H](C)CC)CS1	-3.37	5.55	9.87	-0.61	9.53	0.72	-0.03	6.16	0.44	-0.13	11.16	4.62	1.01	1.7	-0.38	-0.76	1.48	4.97	0.57	-0.08	0	0
CCC(=O)OCC(=O)[C@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(Cl)[C@@H](O)C[C@]21C	0.71	1.18	0.46	0.06	0.36	-0.44	-0.27	-0.11	0.14	-0.41	0.28	0.86	0.3	0.52	-0.38	0.18	0.41	-0.84	-0.56	0.24	1	1
CC1(C)C(O)CC(O)[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312	0.34	1.22	0.67	-0.09	0.22	-0.6	-0.15	0.31	0.08	-0.35	0.32	0.38	-0.13	0.27	-0.38	-0.38	1.26	0.47	-0.38	-0.04	1	1
COc1c2c(c(CC=C(C)C)c3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2	1.32	0.69	-0.15	-0.13	0.33	-0.63	0.38	-0.72	1.85	-0.89	0.05	0.28	-0.02	1.06	1.13	0.05	0.27	2.13	-1.53	0.77	1	1
Cc1ccc(C(C)C)cc2c(C)ccc1-2	0.89	-0.65	0.17	-0.28	-0.68	-0.72	0.44	0.21	-0.64	-0.11	-0.31	-0.77	-1.46	0.44	-0.38	-1.39	-0.09	-0.84	-0.6	-0.01	1	0
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1	-0.83	-0.4	0.64	-0.0	-0.55	1.55	0.83	0.82	1.52	-0.17	-0.28	-0.41	-0.27	-0.64	-0.38	0.76	-1.27	0.45	-0.23	-0.2	0	0
CC(=O)O[C@@H]1C[C@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@@H]2CC[C@@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C	1.24	1.17	0.83	-0.24	0.0	-0.46	-0.11	0.86	0.03	-0.65	0.31	0.39	-0.32	1.15	-0.38	-0.05	0.6	0.08	-0.6	0.02	1	1
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	0.21	-0.45	-0.35	-0.74	-0.05	-1.94	-0.04	-0.55	1.14	-1.37	-0.27	-0.44	-0.48	-0.23	1.13	0.81	0.4	0.91	-0.92	-0.04	0	0
CC(=O)Nc1cccc(O)c1	-0.42	-1.12	-0.37	-1.23	-0.86	-0.14	1.79	-0.25	-0.92	0.81	-0.33	-0.88	-0.51	-0.9	0.37	1.02	-0.25	-0.4	-0.15	-1.35	0	0
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1	1.02	-0.38	0.26	-1.47	-0.13	-1.03	-0.47	0.31	-0.07	-0.14	-0.3	-0.45	-0.89	0.88	1.13	-1.55	0.42	0.03	-1.66	-1.55	1	1
NCC1CCC(C(=O)O)CC1	-0.64	-1.05	-0.48	-1.41	-0.97	0.14	1.02	-0.23	-1.98	1.58	-0.33	-0.88	-0.07	0.08	-0.0	-0.83	0.06	-0.84	2.36	0.94	0	0
COc1ccc2c(c1)OC[C@H](Cc1ccc(OC)c(OC)c1)C2=O	0.32	-0.05	-0.13	1.57	-0.46	0.03	-0.62	-0.54	0.35	-0.52	-0.2	-0.15	-0.72	0.01	-0.38	-0.51	-0.95	0.03	-0.76	-0.01	0	0
Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1	1.32	0.32	0.12	3.25	0.57	-0.18	-0.61	0.14	0.55	-0.48	-0.18	0.24	-1.25	-0.01	-0.38	-0.49	-0.4	-0.84	-1.03	-0.17	0	0
CN[C@@H]1C[C@H](N)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@@]4(O[C@@H]23)O[C@H]([C@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]1O	-3.99	1.1	0.48	0.38	0.09	0.79	-0.07	1.03	0.58	0.11	0.07	0.8	1.2	-0.85	-0.38	0.24	1.91	2.82	0.9	0.13	0	0
CC(C)C1=CC2=CC[C@H]3[C@@](C)(CCC[C@]3(C)C(=O)O)[C@@H]2CC1	1.17	0.08	0.14	-1.47	-0.63	-0.59	-0.28	0.19	-0.93	-0.22	-0.2	-0.34	-0.11	1.2	-0.0	0.02	0.74	-0.84	0.03	0.31	1	1
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1	-0.81	-0.39	0.44	0.1	1.14	-0.07	0.56	0.13	-0.35	-0.51	-0.3	0.69	2.44	-0.69	-0.38	0.98	0.35	-0.38	0.12	-0.07	0	0
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1	1.07	-0.21	0.22	0.14	0.41	-0.87	1.05	-0.09	0.5	-1.0	-0.23	-0.09	-1.44	0.9	-0.38	0.45	-0.64	-0.4	-0.88	0.79	0	0
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O	0.22	0.03	-1.19	-0.81	0.47	-1.72	-0.22	-1.42	1.64	-1.11	-0.12	-0.07	0.05	-0.44	1.13	-0.98	0.39	0.86	-1.17	-0.85	1	1
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@@]2(CCN3C)CC1=O	-0.15	0.17	-1.03	0.72	-0.68	0.09	0.42	-0.6	0.15	-0.22	-0.13	-0.17	-0.65	0.31	0.37	0.22	-0.15	-0.84	-0.15	0.67	0	0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@@]4(C)[C@H]3CC(=O)[C@]12C	0.7	0.66	0.29	-1.45	0.05	-0.72	-0.06	0.33	-0.44	-0.29	0.06	0.11	0.07	0.93	-0.0	0.08	1.16	0.46	0.09	-0.03	0	1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O	0.81	1.65	0.28	0.36	1.3	0.12	0.05	0.12	0.22	-0.45	0.24	1.02	-0.05	1.2	-0.38	-0.26	0.06	0.05	-0.25	0.62	1	1
C=C1CC[C@@H]2[C@H](CC2(C)C)C(=C)CC/C1=N/O	0.74	-0.44	0.09	-1.41	-0.65	-0.3	0.16	0.08	-0.97	0.37	-0.29	-0.61	-1.32	0.72	-0.38	-0.2	0.12	-0.84	0.25	-0.04	0	0
CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21	-1.45	0.84	-1.79	-0.22	1.73	0.76	-0.77	-2.18	1.33	-0.19	0.0	0.98	0.88	-0.09	1.13	1.2	-0.04	0.02	0.24	0.18	0	0
CN(C)CCCN1c2ccccc2CCc2ccccc21	0.62	-0.2	0.16	2.95	-0.43	0.34	-0.19	0.21	0.16	-0.56	-0.19	-0.44	-1.74	1.03	-0.38	-1.31	-0.72	-0.84	-1.1	-0.18	0	0
COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	0.37	-0.58	-0.15	-0.48	-0.02	-1.11	-0.44	-0.08	-0.02	-1.47	-0.3	-0.52	-0.68	-0.02	1.13	0.47	0.13	0.46	-0.66	-0.67	0	0
COc1ccc2c(c1)OC/C(=C\c1ccc(OC)c(O)c1)C2=O	0.29	-0.15	-0.33	0.85	-0.09	-0.46	-0.16	-0.26	0.52	-1.38	-0.22	-0.2	-0.55	-0.0	0.37	0.25	-0.39	0.52	-0.98	0.06	0	0
O=c1oc2ccccc2cc1O	-0.36	-1.01	-0.01	-0.18	-0.31	-1.59	1.42	-0.11	-0.03	1.51	-0.32	-0.82	-0.01	-0.9	0.37	1.39	-0.18	-0.42	-0.48	0.65	0	0
CC(=O)O[C@H]1CC[C@@]23C[C@]1(C)CCC2C(C)(C)C[C@H]3OC(C)=O	0.62	0.18	-0.05	-0.27	-0.73	-0.1	-0.15	-0.23	-0.64	0.21	-0.22	-0.22	-0.47	0.52	-0.38	-1.37	-0.17	0.08	-0.02	-0.34	0	0
C[C@H]1CC[C@@H]2C(C)(C)C3C[C@@]21CC[C@@]3(C)O	0.51	-0.28	-0.05	-1.21	-1.25	-0.49	-0.33	0.03	-1.75	1.23	-0.3	-0.68	-0.65	1.19	-0.38	-0.63	0.85	-0.84	0.87	-0.35	0	0
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C	1.37	0.15	-0.57	-0.34	-0.71	1.34	0.46	0.11	-1.17	0.32	-0.19	0.26	2.99	-1.12	-0.38	-3.8	-2.72	0.15	0.87	0.54	0	0
O=C/C=C/c1ccc(O)cc1	-0.32	-1.16	0.47	-1.11	-0.23	-1.49	0.68	0.39	-0.67	0.76	-0.33	-0.9	-0.84	-0.46	0.37	1.42	-0.22	0.07	-0.43	0.44	0	0
COc1ccc(C(C)=O)c(OC)c1	-0.19	-0.96	0.0	1.49	-1.01	0.73	-0.41	-0.1	-1.03	0.54	-0.33	-0.76	-0.62	-0.64	-0.38	-0.77	-1.14	0.03	-0.08	0.27	0	0
O=C1C=C2C[C@@]3(O)COc4cc(O)ccc4C3=C2C=C1O	-0.31	-0.15	-0.57	-0.48	0.1	-1.64	-0.1	-0.44	1.39	0.1	-0.16	-0.3	0.07	-0.02	0.75	1.27	1.01	0.94	-1.5	-0.03	0	0
CCC1(CC)C(=O)C=CNC1=O	-0.57	-0.97	-1.39	-0.23	-0.85	0.22	-2.67	-1.01	-2.24	2.26	-0.33	-0.83	-0.3	-0.64	-0.38	-1.36	-0.6	-0.43	1.7	-1.97	0	0
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	0.91	0.13	0.28	3.41	0.31	0.52	-0.14	0.41	0.26	-0.38	-0.1	0.4	-0.58	0.54	-0.38	-0.39	-0.7	-0.84	-0.44	-0.06	0	0
CCOC(=O)NNc1nncc2ccccc12	-0.28	-0.68	-0.16	0.18	-0.17	0.96	-0.42	-0.37	0.42	-0.31	-0.29	-0.54	-0.14	-1.1	-0.38	0.55	-0.59	-0.84	1.8	0.43	0	0
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O	-1.63	-0.65	-0.3	0.32	-0.92	2.84	-0.42	-0.52	0.02	0.66	-0.31	-0.55	-0.27	-1.36	-0.38	-0.16	-1.63	-0.84	0.68	-1.12	0	0
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0.51	0.93	2.67	-1.1	-0.06	-0.34	-0.43	2.08	-0.64	-0.01	0.2	0.28	0.26	2.57	-0.0	-0.24	1.66	-0.35	0.18	-0.5	1	1
Nc1nc2cc(Cl)ccc2o1	-0.13	-1.07	0.04	-1.48	-0.16	-0.23	7.25	0.42	-0.84	1.75	-0.33	-0.57	-0.85	-0.67	-0.38	1.33	-0.11	-0.42	0.93	-1.08	0	0
CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	1.16	0.26	0.58	-0.36	1.14	0.44	-0.8	1.13	0.06	-0.54	-0.23	0.83	0.22	0.06	-0.0	-0.51	-0.86	-0.38	0.24	0.12	1	1
COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1	0.35	0.13	-0.18	1.08	-0.37	0.2	-0.32	-1.27	1.59	-1.12	-0.14	0.02	-0.16	-0.69	-0.38	-0.42	-1.2	1.69	-1.16	0.41	0	0
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@]2(C)C=CC1=O	0.02	-0.33	0.16	-0.31	-0.38	-0.65	0.83	0.23	-0.61	0.31	-0.26	-0.52	-0.53	-0.17	-0.38	0.46	-0.0	-0.38	0.05	-0.04	0	0
CC[C@H](Cc1c(I)cc(I)c(N)c1I)C(=O)O	0.56	-0.68	-0.34	-1.43	1.23	-1.16	1.23	-0.2	-0.18	-0.98	-0.32	10.53	-0.05	2.12	-0.0	0.74	0.45	-0.84	-0.71	0.05	1	1
CC(=O)Oc1ccc(O)cc1	-0.44	-1.13	0.23	-0.95	-0.67	-0.4	-1.36	0.62	-0.67	0.69	-0.33	-0.87	-0.31	-0.44	0.37	0.32	-0.51	0.03	-0.59	-0.13	0	0
O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)cc1	-0.45	-0.67	-0.12	0.55	0.29	1.23	-0.8	-0.24	0.62	0.36	-0.3	-0.2	0.25	-0.69	-0.38	1.16	-0.77	-0.45	0.5	0.14	0	0
CCOP(=S)(OCC)SCCSCC	0.58	-0.92	-0.05	0.77	-0.15	0.51	-0.5	-0.48	-1.03	0.01	-0.33	0.39	0.27	-0.17	-0.38	-1.43	-0.69	-0.84	-1.26	-1.28	0	0
