ID_SET_COMPOUND;ID_SET;ID NUMBER;IRB PLATE;LIBRARY;ORIGINAL WELL;ID;ROMol;SMILES
2807;set_4;HY-15717;PLATE_190;kinasas;G05;atoms 28 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x000002135B5F8DD0>;O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NNC(=S)Nc1ccc(F)cc1
2808;set_4;HY-131704;PLATE_190;kinasas;H05;atoms 37 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x000002135B5F8E40>;C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(C)c2n1
2809;set_4;HY-114453;PLATE_190;kinasas;I05;atoms 36 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x000002135B5F8EB0>;C[C@@H]1OCC2(CCN(c3nc4n[nH]c(-c5ccnc(NC6CC6)c5Cl)c4c(=O)n3C)CC2)[C@@H]1N
2810;set_4;HY-18708;PLATE_190;kinasas;J05;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002135B5F8F20>;COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
2811;set_4;HY-144806;PLATE_190;kinasas;K05;atoms 33 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002135B5F8F90>;COc1ccc(-c2nc(SC)nc(N/N=C/c3cc(OC)c(OC)c(OC)c3)c2C#N)cc1
2812;set_4;HY-101493;PLATE_190;kinasas;L05;atoms 33 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002133B586040>;Cc1c(C)c(NCC(=O)N(C)C2CCN(Cc3ccc(C(N)=O)cc3)CC2)c(C)c(C)c1N
2813;set_4;HY-111378;PLATE_190;kinasas;M05;atoms 32 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002133B5860B0>;COc1cc(Nc2ncc3ccn(-c4cccc(CCC#N)c4)c3n2)cc(OC)c1OC
2814;set_4;HY-108543;PLATE_190;kinasas;N05;atoms 20 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x000002133B586120>;O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21
2815;set_4;HY-112305;PLATE_190;kinasas;O05;atoms 25 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x000002133B586190>;CNC(=O)c1ccc(-c2cnc3cnc(-c4ccccc4)cn23)cc1
2816;set_4;HY-50862;PLATE_190;kinasas;P05;atoms 41 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x000002133B586200>;O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cc12
2817;set_4;HY-15723;PLATE_190;kinasas;A06;atoms 31 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002133B586270>;CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1
2818;set_4;HY-136735;PLATE_190;kinasas;B06;atoms 36 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x000002133B5862E0>;CN1CCC(CNc2cc(Cl)nn3c(-c4cc5nc(Nc6ccccc6)[nH]c5cc4F)cnc23)CC1
2819;set_4;HY-16712;PLATE_190;kinasas;C06;atoms 31 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x000002133B586350>;COc1cc(-c2cc(-c3ccc(N4CCNCC4)cc3)cnc2C)cc(OC)c1OC
2820;set_4;HY-U00434;PLATE_190;kinasas;F06;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x000002133B5863C0>;O=C1OC(COc2ccccc2[N+](=O)[O-])CC1Cc1ccccc1
2821;set_4;HY-12810;PLATE_190;kinasas;H06;atoms 32 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002133B586430>;CCn1c2ccccc2c2cc(Nc3ccnc(NCCCN4CCOCC4)n3)ccc21
2822;set_4;HY-18683;PLATE_190;kinasas;I06;atoms 43 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x000002133B5864A0>;COc1c(Nc2cc(C)[nH]n2)nc(Sc2ccc(S(=O)(=O)Cc3cccc([N+](=O)[O-])c3F)cc2F)nc1N1CCCCC1
2823;set_4;HY-15275;PLATE_190;kinasas;K06;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x000002133B586510>;CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2[nH]ncc12
2824;set_4;HY-108333;PLATE_190;kinasas;L06;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x000002133B586580>;COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)(=O)=O)cc4C)n3C)ccc2c1
2825;set_4;HY-110193;PLATE_190;kinasas;M06;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002133B5865F0>;CC(C)n1nc(C#Cc2ccccc2)c2c(N)ncnc21
2826;set_4;HY-B0795;PLATE_190;kinasas;P06;atoms 28 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x000002133B586660>;O=[N+]([O-])c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
2827;set_4;HY-100818;PLATE_190;kinasas;C07;atoms 32 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002133B5866D0>;C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1
2828;set_4;HY-144981;PLATE_190;kinasas;D07;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x000002133B586740>;Cc1cccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)n1
2829;set_4;HY-13819;PLATE_190;kinasas;E07;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x000002133B5867B0>;O=C(c1cccc(Cl)c1F)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1
2830;set_4;HY-18305;PLATE_190;kinasas;F07;atoms 27 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x000002133B586820>;CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1
2831;set_4;HY-13804;PLATE_190;kinasas;G07;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x000002133B586890>;Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
2832;set_4;HY-13258;PLATE_190;kinasas;I07;atoms 37 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x000002133B586900>;Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2nn(C)cc12
2833;set_4;HY-15290;PLATE_190;kinasas;J07;atoms 29 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002133B586970>;c1ccc(-c2oc3ncnc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1
2834;set_4;HY-11006;PLATE_190;kinasas;K07;atoms 30 bonds 35;<rdkit.Chem.rdchem.Mol object at 0x000002133B5869E0>;O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12
2835;set_4;HY-139612A;PLATE_190;kinasas;M07;atoms 38 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x000002133B586A50>;C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1
2836;set_4;HY-N2447;PLATE_190;kinasas;P07;atoms 50 bonds 54;<rdkit.Chem.rdchem.Mol object at 0x000002133B586AC0>;C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)OC=C2C(=O)OCC[C@H]21
2837;set_4;HY-N4238;PLATE_190;kinasas;A08;atoms 31 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002133B586B30>;COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2.O=[N+]([O-])[O-]
2838;set_4;HY-13281;PLATE_190;kinasas;B08;atoms 29 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002133B586BA0>;Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12.Cl
2839;set_4;HY-145320;PLATE_190;kinasas;C08;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x000002133B586C10>;CSc1cscc1-c1cn(C2CCC(=O)NC2=O)nn1
2840;set_4;HY-15735;PLATE_190;kinasas;D08;atoms 26 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x000002133B586C80>;Cn1cc(-c2ccc3nnc(Sc4ccc5nn(C)cc5c4)n3n2)cn1
2841;set_4;HY-13873;PLATE_190;kinasas;E08;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002133B586CF0>;Cl.O=C1Nc2nc(-c3c(O)cccc3OCC3CC3)cc(C3CCNCC3)c2CO1
2842;set_4;HY-10255A;PLATE_190;kinasas;F08;atoms 29 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x000002133B586D60>;CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
2843;set_4;HY-118131;PLATE_190;kinasas;G08;atoms 28 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x000002133B586DD0>;Cc1[nH]c2ccccc2c1-c1ccnc(NCCc2c[nH]c3ccccc23)n1
2844;set_4;HY-10492;PLATE_190;kinasas;H08;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x000002133B586E40>;CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12
2845;set_4;HY-12874;PLATE_190;kinasas;K08;atoms 23 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x000002133B586EB0>;OCCNC1CCCc2c1[nH]c1ccc(-c3ccccc3)cc21
2846;set_4;HY-I0678;PLATE_190;kinasas;L08;atoms 34 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002133B586F20>;CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)cc[n+]1[O-]
2847;set_4;HY-135220;PLATE_190;kinasas;O08;atoms 32 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x000002133B586F90>;Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cc(F)cc(F)c2F)c2c(N)ncnc21
2848;set_4;HY-101423;PLATE_190;kinasas;P08;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C040>;FC(F)(F)c1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1
2849;set_4;HY-100181B;PLATE_190;kinasas;B09;atoms 29 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C0B0>;O=C(O)c1ccc(NC(=O)[C@@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1
2850;set_4;HY-150617;PLATE_190;kinasas;C09;atoms 33 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C120>;COc1cc2ncc3c(c2cc1-c1cn(C)nc1C)n(-c1c(F)cncc1OC)c(=O)n3C
2851;set_4;HY-150082;PLATE_190;kinasas;D09;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C190>;CN(C)c1ccc(CC(=O)Nc2cc(C3CCC3)[nH]n2)cc1
2852;set_4;HY-B0764A;PLATE_190;kinasas;E09;empty mol;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C200>;
2853;set_4;HY-133178;PLATE_190;kinasas;G09;atoms 19 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C270>;O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12
2854;set_4;HY-139950;PLATE_190;kinasas;H09;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C2E0>;CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3cc4ccccc4o3)cc2Cl)CC1
2855;set_4;HY-101920;PLATE_190;kinasas;I09;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C350>;Cc1cc(Nc2cc(Cl)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1
2856;set_4;HY-111184;PLATE_190;kinasas;J09;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C3C0>;Cc1cc(C(C)Nc2ccccc2)c2oc(N3CCOCC3)cc(=O)c2c1
2857;set_4;HY-80013A;PLATE_190;kinasas;K09;atoms 42 bonds 45;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C430>;CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1.Cl
2858;set_4;HY-131275;PLATE_190;kinasas;L09;atoms 66 bonds 74;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C4A0>;Cc1ccc(NC(=O)c2ccc(CN3CCN(Cc4ccc(C(=O)Nc5ccc(C)c(Nc6nccc(-c7cccnc7)n6)c5)cc4)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
2859;set_4;HY-100932;PLATE_190;kinasas;M09;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C510>;Cl.O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1
2860;set_4;HY-12338;PLATE_190;kinasas;N09;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C580>;CN1CCN(c2ccc(Nc3ncc4c(n3)S/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)N4)cc2)CC1
2861;set_4;HY-137432B;PLATE_190;kinasas;O09;atoms 22 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C5F0>;Cl.Nc1nccc(-c2ccc(O)c(-c3ccnc(N)n3)n2)n1
2862;set_4;HY-100614;PLATE_190;kinasas;A10;atoms 28 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C660>;NC(=O)c1cnc(NCCc2ccc(O)c(Cl)c2)nc1NCc1ccccc1
2863;set_4;HY-19984;PLATE_190;kinasas;B10;atoms 29 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C6D0>;Cn1ncc2cc(-c3cnc(N)c(Cl)c3N3CCC4(CCNC4=O)CC3)ccc21
2864;set_4;HY-78428;PLATE_190;kinasas;C10;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C740>;CCc1cnn2c(NCc3cccnc3)cc(N3CCCC[C@H]3CCO)nc12
2865;set_4;HY-136250;PLATE_190;kinasas;D10;atoms 61 bonds 68;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C7B0>;CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O
2866;set_4;HY-100888A;PLATE_190;kinasas;E10;atoms 25 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C820>;Cc1n[nH]cc1-c1cc2[nH]c([C@H]3CC4CCN3CC4)nc(=O)c2s1
2867;set_4;HY-100398;PLATE_190;kinasas;F10;atoms 34 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C890>;Cc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)[C@H](C)O)CC2)c(=O)n4C)cn1
2868;set_4;HY-B0402A;PLATE_190;kinasas;H10;atoms 15 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C900>;Cl.NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3
2869;set_4;HY-15004;PLATE_190;kinasas;I10;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C970>;CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ccnc(N)n4)cc3)cc2C(F)(F)F)CC1
2870;set_4;HY-18304;PLATE_190;kinasas;J10;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7C9E0>;O=C(Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1)C1CC1
2871;set_4;HY-148040;PLATE_190;kinasas;L10;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CA50>;O=C(Nc1cccc2cccnc12)c1cccc([N+](=O)[O-])c1
2872;set_4;HY-12014;PLATE_190;kinasas;M10;atoms 39 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CAC0>;Cc1[nH]c(/C=C2/C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1
2873;set_4;HY-10459;PLATE_190;kinasas;N10;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CB30>;CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
2874;set_4;HY-10501;PLATE_190;kinasas;O10;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CBA0>;Cc1[nH]c(/C=C2/C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
2875;set_4;HY-130517;PLATE_190;kinasas;P10;atoms 33 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CC10>;CCOC(=O)C1=C(N2CCc3ccc(OC)cc3C2)O/C(=C\c2c[nH]c3ncccc23)C1=O
2876;set_4;HY-144288;PLATE_190;kinasas;A11;atoms 51 bonds 56;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CC80>;Cc1ccc(NC(=O)c2ccc3cnccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(NC3CCN(C(=O)/C=C/CN(C)C)CC3)c2)nc1
2877;set_4;HY-18744;PLATE_190;kinasas;B11;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CCF0>;FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cc1
2878;set_4;HY-131334;PLATE_190;kinasas;C11;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CD60>;CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(OCc2ccc(C#N)cc2)cc1
2879;set_4;HY-131962A;PLATE_190;kinasas;E11;atoms 29 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CDD0>;CC[C@@H](N)CNc1nc(-c2cc(Cl)ccc2O)nc2ccccc12.Cl.Cl
2880;set_4;HY-134903;PLATE_190;kinasas;G11;atoms 141 bonds 150;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CE40>;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)N3CCc4cc(Cn5nc(-c6ccc7oc(N)nc7c6)c6c(N)ncnc65)ccc4C3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
2881;set_4;HY-123464;PLATE_190;kinasas;H11;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CEB0>;CCCCC(=O)N1c2ccccc2NC2=C(C(=O)CCC2)C1c1ccccc1Cl
2882;set_4;HY-P2230;PLATE_190;kinasas;I11;atoms 72 bonds 74;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CF20>;CC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(N)=O
2883;set_4;HY-18985;PLATE_190;kinasas;J11;atoms 41 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x0000021398E7CF90>;CCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CCC
2884;set_4;HY-112720;PLATE_190;kinasas;K11;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5040>;N#C/C(=C\c1ccc2oc(=O)[nH]c2c1)C(=O)c1ccc(O)c(O)c1
2885;set_4;HY-111207;PLATE_190;kinasas;L11;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC50B0>;CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1
2886;set_4;HY-15517B;PLATE_190;kinasas;O11;atoms 33 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5120>;COc1ccc(S(=O)(=O)Nc2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1.Cl
2887;set_4;HY-130354;PLATE_190;kinasas;P11;atoms 38 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5190>;CCCC(=O)Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O[Na])O[C@H]3[C@H]2OC(=O)CCC)c(=O)[nH]1
2888;set_4;HY-15339;PLATE_190;kinasas;A12;atoms 29 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5200>;COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1
2889;set_4;HY-143584;PLATE_190;kinasas;C12;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5270>;COc1cc(F)ccc1-c1ccnc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)c1
2890;set_4;HY-139039;PLATE_190;kinasas;D12;atoms 59 bonds 64;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC52E0>;CC(C)S(=O)(=O)c1ccccc1Nc1nc(N[C@@H]2CCCN(CCCCCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)ncc1Cl
2891;set_4;HY-U00417;PLATE_190;kinasas;E12;atoms 31 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5350>;*.C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4c(O)cccc4F)c(Cl)cc23)CC1
2892;set_4;HY-103489;PLATE_190;kinasas;F12;atoms 24 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC53C0>;CCc1c(C)sc(NC(=S)NC(=O)c2ccc(Cl)cc2)c1C(N)=O
2893;set_4;HY-101931;PLATE_190;kinasas;G12;atoms 43 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5430>;CCN(CC)CCOc1ccc(Nc2nc(-c3ccccc3NC(=O)CCN3CCN(C)CC3)nc3ccccc23)cc1
2894;set_4;HY-12871C;PLATE_190;kinasas;H12;atoms 27 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC54A0>;COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1
2895;set_4;HY-13227;PLATE_190;kinasas;J12;atoms 25 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5510>;Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1
2896;set_4;HY-148455;PLATE_190;kinasas;K12;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5580>;COc1ccccc1CC(=O)Nc1nc2ccc(C)cc2s1
2897;set_4;HY-101964;PLATE_190;kinasas;L12;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC55F0>;O=C1Nc2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1
2898;set_4;HY-13257;PLATE_190;kinasas;M12;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5660>;O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1
2899;set_4;HY-18312;PLATE_190;kinasas;N12;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC56D0>;Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cc(COc3cccnc3)n[nH]2)cc1
2900;set_4;HY-108348;PLATE_190;kinasas;O12;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5740>;CC(C)c1cnc(NC(=O)Cc2ccccc2)s1
2901;set_4;HY-14981;PLATE_190;kinasas;P12;atoms 36 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC57B0>;CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1
2902;set_4;HY-N0631;PLATE_190;kinasas;B13;atoms 38 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5820>;C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CCOC(=O)c1cc(O)c(O)c(O)c1
2903;set_4;HY-10255;PLATE_190;kinasas;C13;atoms 39 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5890>;CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
2904;set_4;HY-10192;PLATE_190;kinasas;E13;atoms 42 bonds 46;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5900>;COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
2905;set_4;HY-109099;PLATE_190;kinasas;F13;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5970>;CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2c[nH]c3nc(CN4CCOCC4)cc-3c21
2906;set_4;HY-130240;PLATE_190;kinasas;G13;atoms 31 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC59E0>;Nc1ncc(C#Cc2c(F)ccc(NS(=O)(=O)c3cc(Cl)cc(CO)c3Cl)c2F)cn1
2907;set_4;HY-12045;PLATE_190;kinasas;H13;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5A50>;COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1
2908;set_4;HY-13521A;PLATE_190;kinasas;I13;atoms 27 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5AC0>;Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1.Cl
2909;set_4;HY-142295;PLATE_190;kinasas;J13;atoms 32 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5B30>;CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1
2910;set_4;HY-12293;PLATE_190;kinasas;L13;atoms 35 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5BA0>;CC(C)c1c2cc(-c3ccnc(N[C@H]4CC[C@H](NC5CCOCC5)CC4)n3)ccc2nn1C
2911;set_4;HY-19982;PLATE_190;kinasas;M13;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213AFDC5C10>;Cn1ncc(C#N)c1-c1ccc2c(c1)CN([C@H](CN)Cc1cccc(F)c1)C2=O
