SMILES	SMR_VSA6	C-024	BELi0	RASA	VSA_EState5	GATS2c	SLogP_VSA3	MATS1dv	H-047	SaasC	AATS5dv	Mor08u	HATS2u	ATSC2dv	GATS2s	GATS7se	Mor19m	observed	predicted
CCc1nc(C)cs1	-0.93	-0.92	0.15	1.02	-0.04	-0.3	-0.44	1.39	-1.48	0.57	-1.26	-0.36	1.93	-0.39	0.79	-2.05	-0.29	0.0	0.0
CN(C)CCN(Cc1ccccc1)c1ccccn1	1.57	1.3	0.15	1.11	0.44	2.78	-0.43	0.27	1.63	0.55	-0.15	-0.18	-0.01	-1.04	1.56	0.31	-0.75	0.0	1.0
C=C(C(CC=C(C)C)OC(=O)/C(C)=C\C)C1C(OC(C)=O)C(=O)[C@]2(C)OC2C1O	-0.93	-0.92	-0.7	-0.12	-1.22	0.29	1.63	0.91	-0.24	-0.7	0.43	0.11	-0.27	0.64	-0.19	-0.03	0.42	0.0	0.0
O=C(O)c1ccc(CO)o1	-0.93	-0.37	-0.71	-2.48	-0.51	-0.1	-0.42	-1.05	-0.86	-0.64	-0.08	-0.3	1.26	-0.43	0.1	1.43	-0.05	0.0	0.0
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O	-0.41	1.85	0.15	-1.06	-0.36	-1.46	0.78	-2.04	0.07	-0.14	1.36	-0.97	-0.2	1.15	-1.15	0.45	-1.97	0.0	0.0
C=CCCCCC(C)O	-0.93	-0.92	-0.73	0.54	-0.04	-0.67	-1.04	-1.22	-0.86	-0.7	-1.01	0.29	0.54	-0.88	0.68	-0.07	0.26	0.0	0.0
CCC1=C(O)C(=O)CC1	-0.93	-0.92	-0.71	-0.56	-0.07	-0.92	-0.59	0.69	-1.48	-0.7	-1.2	-0.32	0.99	0.03	-0.5	1.16	0.01	0.0	0.0
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	0.68	1.02	0.15	1.12	0.12	2.53	-1.04	0.19	0.85	1.21	-0.13	-0.82	-0.03	-0.98	1.59	0.64	-0.16	1.0	1.0
CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC	0.72	-0.92	0.14	0.13	-1.92	0.67	6.07	0.58	2.25	-0.7	0.24	3.3	-0.94	0.88	-0.15	0.11	1.82	0.0	0.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	0.1	-0.64	0.15	1.01	-0.02	-0.35	0.91	-0.37	-0.7	-0.41	0.19	0.09	0.4	0.82	1.51	-1.06	-1.42	1.0	1.0
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4	-0.93	-0.92	-0.63	-0.84	-0.89	-0.63	2.1	0.86	-1.48	-0.7	-0.11	-0.66	-0.32	1.55	-0.95	-0.71	0.65	0.0	0.0
CCC(C)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O	-0.42	-0.92	0.16	-0.71	-0.84	-1.14	-0.14	0.03	-0.86	-0.7	-0.28	0.6	-0.42	0.33	-0.98	0.36	0.18	0.0	0.0
Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1	-0.42	1.3	2.86	0.61	-0.23	-1.05	-0.43	-0.46	0.69	-0.1	0.29	-0.83	-0.26	1.83	-1.74	-0.66	0.04	1.0	1.0
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2	0.64	-0.09	0.15	0.82	0.51	0.04	-0.44	1.26	0.07	0.52	-0.07	-0.07	-0.29	1.81	-0.73	0.86	-0.23	0.0	1.0
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC	2.66	0.74	2.85	0.31	0.17	0.81	-0.6	0.02	1.94	0.23	-0.09	1.47	-0.48	-0.91	0.01	0.06	-1.68	0.0	1.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	-0.42	0.19	0.14	-0.19	-0.04	-1.34	-0.1	-1.56	-0.55	-0.47	0.55	-0.02	0.31	0.91	-0.62	0.69	-0.49	1.0	0.0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NCCO	0.09	-0.92	0.14	0.45	-0.02	-0.1	-0.59	-0.75	0.07	-0.7	-0.77	0.86	-0.35	-1.05	0.31	-0.35	0.57	0.0	0.0
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	-0.93	1.58	0.16	-0.01	0.0	-0.56	0.35	-0.34	-0.08	1.35	0.77	-0.63	-0.16	1.2	-0.46	-0.92	-0.46	0.0	0.0
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2	-0.93	-0.92	-0.71	0.5	1.04	-0.82	-0.59	1.22	-1.48	-0.7	-1.19	0.19	0.58	-0.48	-0.7	-2.05	0.58	0.0	0.0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	1.67	2.13	0.15	0.75	0.97	1.26	-1.04	-0.16	2.09	0.46	-0.07	0.16	-0.4	-0.64	1.97	-0.26	-1.77	1.0	1.0
CCN(CC)CC(=O)Nc1c(C)cccc1C	1.01	-0.09	0.14	1.01	-0.01	0.79	-0.59	1.26	-0.08	0.99	-0.62	0.47	-0.03	-0.11	-0.51	-0.3	-0.31	1.0	1.0
C=C(C=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	-0.93	-0.92	-0.71	0.92	1.13	-0.34	-0.59	-0.21	-1.17	-0.7	-1.02	1.79	-0.38	-1.0	-0.46	-0.54	1.47	0.0	0.0
CN(C)CCc1c[nH]c2cccc(O)c12	0.68	-0.09	0.15	0.51	0.13	0.04	-0.44	0.46	0.23	0.12	-0.58	0.13	0.16	-0.35	-0.28	0.21	-0.27	0.0	1.0
O=[P@@]1(N(CCCl)CCCl)OCCCN1CCCl	2.99	-0.92	0.15	0.86	0.53	0.17	-0.19	-2.21	1.0	-0.7	-0.89	-0.01	0.23	1.08	0.05	-0.24	0.8	0.0	0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1	0.14	-0.09	0.14	-1.21	-1.79	-0.38	0.89	-0.29	0.38	-2.12	1.31	-1.32	-0.59	0.52	0.37	0.08	-1.0	0.0	0.0
CC1=C(/C=C\C(C)=C\C=C/C(C)=C\C(=O)O)C(C)(C)CCC1	-0.93	-0.92	-0.71	0.08	-0.46	-1.72	-0.59	0.9	-0.55	-0.7	-0.75	0.06	-0.38	-0.38	-1.6	-0.66	0.36	0.0	0.0
C=C1C(O)[C@]23C[C@@]1(O)CCC2[C@]12CC(O)C(O)[C@](C)(C(=O)O1)C2C3C(=O)O	-0.93	-0.92	-0.7	-1.9	-2.15	-1.13	0.3	-0.39	-0.7	-0.7	0.42	-0.68	-0.57	0.22	-0.38	0.87	0.74	0.0	0.0
O=CC(=O)C(O)C(O)C(O)CO	-0.42	-0.92	-0.71	-2.8	-0.62	0.21	-0.14	-2.27	-0.7	-0.7	0.5	-0.1	0.16	-1.12	1.75	0.41	-0.29	0.0	0.0
CC(C)NC[C@H](O)COc1cccc2ccccc12	0.09	1.02	0.14	0.86	0.34	0.93	-1.04	0.11	0.54	-0.26	-0.3	-0.37	-0.16	-0.42	1.36	0.85	-0.95	1.0	1.0
COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1	-0.38	1.02	0.23	0.19	0.73	0.11	-0.59	0.55	0.07	1.22	0.48	-0.56	0.24	-0.09	-0.03	0.34	-0.52	0.0	1.0
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21	0.53	-0.92	0.16	0.38	0.51	-0.84	0.16	1.01	-0.7	0.87	-0.64	0.36	-0.0	0.14	-0.94	0.26	0.1	0.0	0.0
CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1	0.62	-0.09	0.14	-0.02	0.68	0.93	-1.04	0.53	-0.24	0.42	-0.03	0.17	0.34	0.07	-0.0	-0.0	0.11	1.0	1.0
Cc1cc(N=Nc2ccccc2C)ccc1N	-0.48	1.02	0.33	1.17	-0.04	-1.07	-1.04	1.06	-0.39	1.77	-0.06	-0.35	0.22	-0.19	-0.26	-0.81	-1.04	0.0	1.0
CN(C)CCCN1c2ccccc2Sc2ccccc21	1.57	1.3	0.15	1.18	-0.04	3.06	-1.04	0.45	1.32	2.18	-0.26	-0.35	-0.0	-0.47	1.88	-0.43	-0.77	1.0	1.0
CN=C(NC#N)NCCSCc1nc[nH]c1C	0.57	-0.92	0.17	0.8	1.03	-0.66	-0.5	0.78	-0.08	0.48	-0.69	-0.03	0.06	-0.16	-0.81	-0.0	0.33	0.0	0.0
CC#Cc1ccc(/C=C\C(=O)OC)s1	-0.38	-0.37	-0.71	0.62	2.47	0.32	-0.15	0.17	-0.39	0.36	0.2	-0.24	0.92	-0.55	0.02	0.35	-0.09	0.0	0.0
CCCCCCCCCCCC/C=C/C(O)C(COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC	2.25	-0.92	0.15	0.5	-0.12	0.02	0.68	-1.2	1.47	-0.7	-0.68	-5.0	-0.6	1.5	-0.78	1.53	2.21	0.0	0.0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	0.04	1.85	0.15	0.24	-0.18	-0.28	1.6	-0.2	1.16	1.25	0.75	0.36	-0.44	1.26	-0.67	0.15	-0.54	0.0	0.0
O=P(O)(O)OC(CO)CO	0.1	-0.92	-0.7	-3.59	-0.04	-1.27	-0.19	-4.23	-0.7	-0.7	1.01	-0.54	0.4	0.56	-0.23	-2.05	-0.57	0.0	0.0
CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	2.01	-0.92	0.17	-0.65	-0.56	-1.3	3.7	-1.29	0.69	-0.74	0.3	3.74	-0.94	10.06	-1.1	-0.42	1.41	0.0	0.0
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12	-0.93	-0.92	-0.71	-0.22	0.73	-0.82	0.75	0.67	-1.17	-0.7	-0.61	0.42	-0.35	-0.25	-0.91	0.26	1.43	0.0	0.0
O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C1O	-0.42	-0.92	-0.7	-4.24	-0.04	-1.33	1.1	-4.3	-0.7	-0.7	1.64	-0.4	-0.05	1.43	-0.87	0.05	-0.92	0.0	0.0
C[C@]12CCC3C(CC=C4CC(O)CC[C@@]43C)C1CCC2=O	-0.93	-0.92	-0.71	0.15	1.16	-0.94	-0.59	0.45	-1.17	-0.7	-0.88	-0.5	-0.25	-0.58	-0.38	-0.02	1.38	0.0	0.0
CC(C)=CCc1cc(CC(O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O	-0.93	0.47	-0.71	-0.24	-0.47	-1.07	0.76	0.21	-0.24	0.15	0.23	0.37	-0.53	-0.1	-0.13	0.8	-0.61	0.0	0.0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C	-0.93	-0.92	-0.73	0.79	1.52	-0.67	-1.04	0.61	-0.7	-0.7	-0.9	1.93	-0.55	-0.54	0.28	-0.99	1.52	0.0	0.0
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21	1.19	1.02	0.14	1.14	0.37	2.17	-0.6	0.12	1.32	2.17	0.27	-0.49	0.04	-0.83	2.28	-0.45	-0.85	1.0	1.0
CC(=O)NCCC=O	-0.42	-0.92	0.14	-0.72	-0.08	-0.45	-0.14	-0.14	-1.17	-0.7	-0.2	0.16	1.43	-0.84	-0.16	2.52	0.1	0.0	0.0
CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1	-0.0	0.19	0.36	-0.19	-0.65	0.53	0.3	0.73	-0.55	0.11	1.3	-0.2	0.36	1.23	-0.43	1.45	-0.17	0.0	0.0
COc1cc(CNC(=O)CCCCCCCC(C)C)ccc1O	-0.38	-0.09	0.14	0.47	0.61	-0.05	0.02	0.47	-0.24	0.08	-0.61	0.35	-0.26	0.06	-0.39	-0.41	0.19	0.0	1.0
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	1.15	-0.09	0.15	0.85	-0.04	0.29	-0.44	0.97	0.85	0.74	-0.25	0.12	-0.23	0.53	-0.6	0.69	0.07	1.0	1.0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O	0.6	-0.09	2.85	-0.3	0.18	0.14	0.17	0.67	0.38	0.69	-0.02	0.33	-0.37	0.95	-0.44	-0.35	-0.88	1.0	1.0
CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	0.6	2.96	0.14	0.87	0.04	0.14	-0.01	0.24	1.78	1.57	-0.47	0.04	-0.65	-0.39	0.62	0.34	0.43	1.0	1.0
OCC1OC(O)C(O)C(O)C1O	-0.42	-0.92	-0.72	-3.13	-0.04	0.01	-0.6	-2.44	-0.55	-0.7	-0.35	0.04	0.06	-1.12	1.69	-0.64	-0.24	0.0	0.0
O=C(O)CCCCC=C(c1ccccc1)c1cccnc1	-0.93	1.02	0.15	-0.17	-0.38	-1.17	-0.59	-0.27	-0.24	0.5	-0.07	-0.32	-0.09	-0.44	-1.02	-0.77	-0.69	0.0	0.0
CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC	0.72	-0.92	0.14	0.28	-1.35	0.63	4.29	0.3	2.25	-0.7	0.16	3.23	-0.91	0.37	0.24	0.17	-0.32	0.0	0.0
CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	-0.42	0.19	2.86	-0.01	0.12	-0.46	-0.46	0.28	-0.55	-1.05	3.26	-0.92	1.03	1.55	-1.16	-0.8	-1.08	0.0	0.0
CC/C=C\CC(=O)OCC	-0.42	-0.92	-0.71	0.54	-0.11	0.46	-0.15	0.71	-0.86	-0.7	-0.82	-0.06	0.9	-0.21	-0.38	1.89	0.17	0.0	0.0
Nc1c2c(nc3ccccc13)CCCC2	-0.48	0.19	0.15	0.95	-0.04	-1.05	0.16	0.9	-0.86	1.15	-0.63	-0.33	0.35	0.28	-0.2	-1.58	-0.49	0.0	0.0
CCC(C)COC(=O)C=C(C)C	-0.42	-0.92	-0.71	0.81	0.06	0.11	-0.15	1.04	-1.01	-0.7	-0.86	0.32	0.64	0.0	-0.81	-0.75	0.35	0.0	0.0
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1	0.13	1.58	0.14	1.14	0.4	1.51	-1.04	-0.1	0.85	0.49	-0.08	-0.52	0.01	-0.28	2.35	-1.03	-1.54	1.0	1.0
CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O	-0.93	0.19	-0.71	-0.02	-0.2	-0.12	-0.59	0.47	-0.86	0.13	-0.11	-0.98	0.12	-0.19	-1.19	-0.11	-0.45	0.0	0.0
COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1	0.14	1.58	0.19	-0.23	-0.7	0.32	-0.15	0.45	1.0	0.39	1.5	-1.11	-0.4	0.96	-0.82	0.4	-1.59	1.0	1.0
CC(=O)NC(CS)C(=O)O	-0.48	-0.92	0.14	-1.24	-0.65	-0.71	-0.14	0.32	-1.01	-0.7	0.04	-0.82	0.36	-0.18	-0.9	-2.05	0.07	0.0	0.0
Cc1cc(OCC(F)(F)F)c(C)c(C[S@](=O)c2nc3ccccc3[nH]2)n1	-0.42	0.47	2.86	0.61	0.01	0.43	0.51	-0.0	-0.08	0.22	0.96	-0.44	0.01	0.79	-0.96	0.58	-0.91	0.0	0.0
CC1C(=O)C[C@@]2(C(C)C)CC12	-0.93	-0.92	-0.71	0.54	1.04	-0.82	-0.59	1.22	-1.48	-0.7	-1.19	0.05	0.6	-0.48	-0.7	-2.05	0.63	0.0	0.0
Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C	-0.93	-0.92	0.17	0.36	0.54	0.01	0.89	1.63	-0.24	-0.3	-0.17	0.88	0.1	2.01	-0.88	0.83	0.33	0.0	0.0
CCCCCC(=O)OCC(C)C	-0.42	-0.92	-0.71	0.77	0.14	0.18	-0.15	0.7	-1.17	-0.7	-0.77	0.62	0.47	-0.09	-0.65	0.38	0.16	0.0	0.0
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	1.02	-0.09	0.15	1.17	1.29	1.22	-0.44	1.18	0.54	0.98	-0.64	0.69	-0.05	0.54	0.73	-0.14	0.7	0.0	1.0
C=C1C=CCC(C)(C)[C@]12CCC(C)O2	-0.93	-0.92	-0.72	1.21	-0.04	0.96	-0.6	1.66	-0.7	-0.7	-1.19	-0.03	0.08	0.09	0.91	-1.99	0.16	0.0	0.0
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1	0.13	1.58	2.86	1.24	0.16	0.46	-0.46	-0.19	0.85	-0.3	0.33	-0.38	-0.03	1.29	-1.22	-1.47	-0.9	1.0	1.0
COC(=O)C1=C(C)N=C(C)C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1	-0.38	0.19	0.19	-1.05	-1.84	-0.49	0.3	0.39	-0.39	-0.61	1.16	-0.8	-0.16	0.52	-1.08	0.44	-0.27	1.0	0.0
O=C(O)CC1CCC(=O)O1	-0.93	-0.92	-0.71	-2.32	-0.6	-1.05	0.3	-0.15	-1.32	-0.7	0.78	-0.54	0.83	-0.4	-1.05	0.01	-0.17	0.0	0.0
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1	0.03	-0.92	0.17	-2.36	-0.1	-0.89	0.68	-2.13	-0.7	-0.76	1.93	-0.72	0.14	0.4	-0.39	-0.11	-1.31	0.0	0.0
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1	-0.42	0.19	2.86	0.75	-0.04	-0.45	0.12	-0.3	-0.24	-2.25	2.03	-1.15	0.08	3.57	-1.28	0.11	-0.23	0.0	0.0
CCCCC/C=C\C=C/[C@H](O)C/C=C\C/C=C/CCCC(=O)O	-0.93	-0.92	-0.71	-0.03	-0.38	-1.14	-0.59	-0.7	-0.08	-0.7	-0.65	1.57	-0.47	-0.77	-0.55	-0.25	0.28	0.0	0.0
CC(C)CC(=O)Cc1ccccc1	-0.93	0.47	-0.71	0.81	0.33	-0.32	0.01	0.28	-0.7	-0.1	-0.45	-0.25	0.27	-0.7	-0.27	-0.83	0.05	0.0	0.0
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12	-0.93	1.58	0.15	-0.44	-0.72	-1.11	-1.04	-0.74	-0.08	-0.41	1.72	-1.03	-0.02	0.03	-0.8	0.55	-1.07	0.0	0.0
O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32	-0.93	1.58	0.19	-0.13	-0.04	0.2	-1.04	-0.46	-0.08	-0.6	1.34	-1.48	1.29	-0.17	-1.44	3.08	-1.78	0.0	0.0
O=C(O)CNC(=O)C1CCCN1	0.09	-0.92	0.14	-1.12	-0.61	-0.53	-0.14	-0.52	-0.7	-0.7	0.53	-0.12	0.6	-0.37	-1.0	1.22	-0.39	0.0	0.0
CCCCCC(O)/C=C/C1C(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CC(=O)C1CCCCCCC(=O)O	0.03	-0.92	0.14	-1.23	-2.43	-1.0	1.65	-0.33	0.07	-0.7	-0.06	1.85	-0.76	0.53	-0.89	0.01	1.04	0.0	0.0
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O	1.12	1.3	0.14	0.1	-0.02	-0.14	0.62	-0.77	1.47	0.68	-0.6	1.29	-0.59	-1.05	0.89	0.22	0.0	0.0	0.0
CCCCCCCC1OCC(C)O1	-0.42	-0.92	-0.72	0.9	-0.04	1.3	-0.15	0.38	-1.01	-0.7	-0.97	0.42	0.52	-0.22	2.34	-0.02	0.94	0.0	0.0
CCCCCCCCCCCCC(O)C1CCC(C(O)CCCC(O)C(O)CCCCCC2CC(CC(C)=O)C(=O)O2)O1	-0.93	-0.92	-0.71	-0.0	-0.3	-0.24	0.74	-0.27	-0.39	-0.7	-0.68	3.51	-0.85	-0.19	0.14	-0.04	1.6	0.0	0.0
CNCC[C@H](Oc1ccccc1C)c1ccccc1	0.13	1.58	0.14	1.18	0.4	1.45	-1.04	0.35	0.85	1.09	-0.21	0.37	0.04	-0.43	2.22	-1.17	-1.09	1.0	1.0
O=[P@]1(NCCCl)OCCCN1CCCl	2.03	-0.92	0.15	0.46	0.36	-0.33	-0.19	-2.6	0.38	-0.7	-0.94	-0.12	0.64	0.89	-0.13	-0.28	0.18	0.0	0.0
FC(F)(F)C(F)(F)C(F)(F)F	-0.93	-0.92	2.87	1.28	-3.11	0.81	-1.04	-3.23	-1.48	-0.7	-0.16	-1.49	3.81	-0.69	2.77	-1.13	-0.71	0.0	0.0
CC/C=C\C#CC(O)c1ccc(/C=C\C(=O)OC)o1	-0.38	-0.37	-0.71	-0.02	2.58	0.36	-0.15	0.35	0.07	-0.28	0.99	-0.02	0.26	0.19	0.33	0.82	0.14	0.0	0.0
CC(C)(C(=O)O)C1CC[C@@]23CC(CCC2[C@]1(C)CC(=O)O)[C@]1(C)OC13	-0.93	-0.92	-0.71	-0.92	-0.48	-1.58	0.3	0.71	-1.32	-0.7	-0.55	-1.36	-0.51	-0.01	-1.56	1.29	1.22	0.0	0.0
CC1C(=O)CC2CC1C2(C)C	-0.93	-0.92	-0.71	0.54	0.99	-0.91	-0.59	1.05	-1.48	-0.7	-1.21	0.0	0.61	-0.64	-0.76	-0.11	0.63	0.0	0.0
C=C(C)C1CC[C@]2(CO)C(O)C[C@]3(C)C(CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@]43C)C12	-0.42	-0.92	-0.72	0.21	1.12	-0.97	-1.04	0.58	-0.55	-0.7	-0.88	0.58	-0.76	-0.22	0.25	0.25	2.57	0.0	0.0
CC(N)Cc1cccc(C(F)(F)F)c1	-0.93	0.19	2.86	1.07	-0.04	-0.96	0.14	-0.07	-0.7	-0.7	0.35	-0.97	0.49	1.52	-1.36	0.46	-0.47	0.0	0.0
CC1CC[C@]2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(O)[C@@](C)(CO)C5C(O)C[C@]43C)C2C1C	0.61	-0.92	-0.7	-1.36	-0.65	-0.08	2.06	-0.54	1.94	-0.7	-0.21	1.6	-1.13	0.05	0.78	-0.23	0.24	0.0	0.0
C[C@]12CO[C@](C)(O1)[C@@]13CC2CC[C@@]1(C)CCC3O	-0.42	-0.92	-0.72	0.49	-0.06	0.06	-0.15	1.22	-1.01	-0.7	-1.1	-0.38	-0.12	0.56	0.45	-0.93	1.01	0.0	0.0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O	1.73	0.74	-0.7	-0.98	-0.54	0.57	1.62	-0.64	1.78	1.45	1.12	-1.06	-0.49	-1.43	0.96	-0.05	-0.76	0.0	0.0
C[C@]12CCC3C(C(O)C=C4CC(O)CC[C@@]43C)C1CCC2=O	-0.93	-0.92	-0.71	-0.27	0.63	-1.07	-0.59	0.14	-1.01	-0.7	-0.71	0.37	-0.28	-0.57	-0.21	-0.03	1.0	0.0	0.0
COC(=O)C(c1ccccc1)C1CCCCN1	0.13	0.47	0.14	0.68	-0.19	0.68	-0.15	-0.05	0.23	-0.14	-0.13	-0.41	0.17	-0.38	-0.25	-0.53	-0.11	0.0	1.0
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O	0.6	2.69	0.15	0.58	-0.07	0.21	1.06	0.17	2.09	1.71	0.1	1.36	-0.69	-0.17	-0.18	0.68	0.0	0.0	1.0
FCOC(C(F)(F)F)C(F)(F)F	-0.4	-0.92	2.86	0.34	-0.04	0.32	-0.6	-0.9	-1.32	-0.7	6.2	-1.2	2.45	-0.44	0.28	-1.4	-0.23	0.0	0.0
NCCCC(N)C(=O)O	-0.42	-0.92	0.14	-1.46	-0.48	-0.95	-0.59	-0.79	-1.01	-0.7	-0.67	-0.24	0.58	-0.16	-0.67	1.89	0.09	0.0	0.0
N/C(=C/C=C\C(=O)O)C(=O)O	-0.93	-0.92	0.14	-2.77	-1.17	-1.16	-0.14	-1.32	-1.01	-0.7	0.9	-0.68	1.16	-0.27	-0.8	0.2	-0.35	0.0	0.0
CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1	-0.38	1.85	0.14	0.91	-0.15	0.51	0.36	0.77	0.85	0.56	-0.11	0.38	-0.35	0.1	-0.37	-0.13	0.02	0.0	1.0
O=C(OC1CC2CC3CC(C1)N2CC3O)c1c[nH]c2ccccc12	-0.42	0.19	0.15	0.23	0.06	-0.04	-0.6	-0.19	0.07	-0.37	-0.14	-0.68	-0.18	-0.42	-0.34	0.38	0.47	1.0	1.0
CCCS[P@@](=S)(OCC)Oc1ccc(SC)cc1	0.52	0.19	-0.72	1.15	0.78	0.05	0.49	-0.06	0.23	0.38	-0.57	-0.04	0.25	0.14	2.19	-0.98	-0.47	1.0	1.0
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)O2)c(=O)[nH]c1=O	0.1	-0.92	0.16	-2.5	-0.04	-0.95	1.95	-2.45	0.07	-0.6	0.95	-0.63	-0.56	1.87	-0.01	0.29	-2.41	0.0	0.0
CNCCCC1c2ccccc2C=Cc2ccccc21	0.13	1.3	0.14	1.24	0.19	1.24	-1.04	0.2	0.85	2.31	-0.36	-0.33	-0.1	-0.37	1.98	0.54	-0.15	1.0	1.0
COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341	0.68	-0.37	0.14	0.52	1.12	0.84	0.96	0.89	0.54	1.6	-0.01	-0.3	-0.15	0.33	-0.45	0.5	0.21	1.0	1.0
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	0.13	-0.37	0.14	-0.37	0.51	0.06	0.07	-0.01	0.38	1.05	-0.29	-0.54	-0.14	-0.17	0.05	0.98	0.2	1.0	1.0
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	1.49	1.58	0.14	1.29	-0.04	2.74	0.16	0.7	1.32	1.67	-0.6	-0.38	-0.32	-0.65	1.63	0.85	-0.22	1.0	1.0
Nc1ccccc1	-0.48	0.47	0.14	0.83	-0.04	-1.41	-1.04	-1.06	-0.7	-0.26	-1.29	-0.87	1.88	-0.76	-0.14	1.23	-0.57	0.0	0.0
