SMILES	SMR_VSA6	C-024	BELi0	RASA	VSA_EState5	GATS2c	SLogP_VSA3	MATS1dv	H-047	SaasC	AATS5dv	Mor08u	HATS2u	ATSC2dv	GATS2s	GATS7se	Mor19m	observed	predicted
O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2C[C@@H]3O)c1c[nH]c2ccccc12	-0.42	0.19	0.15	0.18	0.06	-0.04	-0.6	-0.19	0.07	-0.37	-0.14	-0.31	-0.21	-0.42	-0.34	0.38	0.46	1.0	1.0
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O	-0.38	-0.09	0.14	0.48	0.5	0.02	0.02	0.38	0.07	0.06	-0.46	0.09	-0.22	-0.18	-0.24	-0.57	-0.31	1.0	1.0
CN(C)c1cn(C)n(-c2ccccc2)c1=O	0.55	0.47	0.28	0.73	-0.04	2.88	-0.38	1.28	0.69	0.14	-0.28	-0.44	0.32	0.19	-0.36	-1.27	-0.27	1.0	1.0
C#CC[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12	-0.93	-0.92	-0.71	0.16	2.48	-0.85	-0.14	0.43	-1.32	-0.7	-0.68	0.86	-0.33	-0.65	-0.86	0.21	1.07	0.0	0.0
O=Cc1ccc2c(c1)C(c1cc(O)cc3c1C(c1cc(O)cc(O)c1)C(c1ccc(O)cc1)O3)C(c1ccc(O)cc1)O2	-0.93	3.52	-0.71	-1.41	-0.13	-0.94	-1.04	-1.13	1.32	2.25	1.47	-0.98	-0.78	-1.85	-0.25	-0.33	-1.49	0.0	0.0
OCC(O)C(O)CO	0.1	-0.92	-0.72	-2.71	-0.04	-0.05	-1.04	-2.88	-0.55	-0.7	-0.81	-0.3	0.43	-1.1	2.17	-2.05	-0.21	0.0	0.0
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1	0.1	-0.92	0.14	0.37	-1.52	0.33	2.53	-0.1	-0.39	-0.7	0.47	-1.05	0.12	1.39	-0.98	0.08	0.45	0.0	0.0
Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1	0.6	1.02	0.15	1.13	-0.04	1.93	-1.04	0.46	0.69	1.22	0.07	0.06	0.02	-0.56	1.09	0.8	-0.41	0.0	1.0
CC(C)NCC(O)COc1cccc2ccccc12	0.09	1.02	0.14	0.65	0.34	0.93	-1.04	0.11	0.54	-0.26	-0.3	-0.27	-0.09	-0.42	1.36	0.85	-0.55	1.0	1.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	2.12	1.3	0.15	0.38	-0.02	1.36	0.3	0.46	2.09	1.15	0.65	-0.27	-0.22	-0.51	-0.24	0.46	-0.21	1.0	1.0
C=CCOC(=O)/C=C\C	-0.42	-0.92	-0.71	0.53	-0.19	0.42	-0.15	0.36	-0.39	-0.7	-0.62	-0.23	1.15	-0.15	-0.18	-1.96	-0.19	0.0	0.0
CCCCCC(=O)OCC[N+](C)(C)C	1.74	-0.92	0.15	0.66	-0.07	2.0	-0.15	0.72	0.54	-0.7	-0.78	0.74	0.23	-0.43	-0.79	3.4	0.29	0.0	0.0
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	0.18	0.74	-0.71	-0.76	-0.08	0.24	-0.14	-0.25	1.0	0.34	0.27	0.03	-0.24	-1.19	0.22	-0.6	-1.31	1.0	1.0
COc1cc(/C=C/C(=O)OC[C@@]2(O)COC(OC3C(Oc4ccc(C5CC(=O)c6ccc(O)cc6O5)cc4)OC(CO)C(O)C3O)C2O)ccc1O	1.16	1.85	-0.7	-1.0	-0.28	0.27	1.18	-0.96	2.71	0.37	1.03	-0.03	-0.73	-2.12	0.86	0.06	-1.94	0.0	0.0
Cc1cc(O)cc(C)c1Cl	-0.93	-0.37	-0.73	0.16	0.09	-1.61	-1.04	0.9	-1.17	0.82	-1.21	-0.45	1.34	-0.48	-0.78	-1.21	-0.6	1.0	1.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]4(C)C3CC(O)[C@@]12C	-0.93	-0.92	-0.7	-1.41	0.0	-0.8	0.74	-0.36	-0.55	-0.7	-0.55	1.66	-0.84	-0.06	-0.47	-0.39	1.77	0.0	0.0
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	0.18	0.19	2.86	0.25	0.38	0.7	0.51	-0.39	0.38	0.11	1.1	-0.38	0.01	-0.18	0.08	-0.34	-0.66	0.0	0.0
CCCCN(CCCC)CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	0.6	0.74	2.86	1.07	-0.04	-0.14	-0.46	0.41	0.54	-0.42	0.23	1.39	-0.43	2.96	-1.23	-0.13	-0.52	1.0	1.0
COc1cc(O)c2c(=O)c3ccc(OC)c(OC)c3n(C)c2c1	0.73	0.19	0.15	-0.12	0.58	1.03	-0.38	0.83	1.0	0.02	0.51	-0.68	0.15	0.33	0.47	-0.89	-1.85	0.0	1.0
Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1	-0.52	2.13	0.15	0.45	-0.08	-0.59	-0.59	0.26	0.23	1.19	0.58	-0.87	-0.28	-0.21	-0.28	0.4	-0.7	1.0	1.0
Cn1nnc2ccc(C(c3ccc(Cl)cc3)n3cncn3)cc21	-0.93	1.02	0.34	0.9	-0.04	1.04	-0.38	0.34	0.23	0.83	1.05	-0.77	0.1	-0.72	0.91	-0.24	-0.63	0.0	0.0
O=C(O)C1CC(O)CN1C(=O)C1CCCN1	0.09	-0.92	0.14	-1.47	-0.61	-0.34	-0.14	-0.5	-0.39	-0.7	0.67	0.27	0.13	-0.24	-0.69	0.09	0.18	0.0	0.0
CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1	-0.93	0.19	-0.71	0.06	-0.17	-0.83	-1.04	0.87	-0.86	-0.3	-0.32	-0.66	-0.34	1.07	-0.73	0.03	0.55	0.0	0.0
Cc1cccc(C)c1OC[C@H](C)N	-0.42	-0.09	0.14	0.93	0.41	0.83	-1.04	1.07	-0.55	1.06	-0.75	-0.49	0.3	-0.18	1.26	-0.41	-0.37	1.0	1.0
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1	1.53	2.41	0.14	1.04	0.02	1.82	0.16	0.26	1.78	2.92	-0.3	0.02	-0.37	-0.72	-0.05	-0.77	-0.88	1.0	1.0
O=CCO	-0.42	-0.92	-0.71	-2.02	-0.04	0.3	-0.59	-2.24	-1.17	-0.7	-1.29	-0.5	4.1	-0.88	2.02	-0.53	-0.22	0.0	0.0
CNC(=O)CSP(=S)(OC)OC	1.17	-0.92	0.14	0.19	0.05	0.52	1.36	-1.01	0.23	-0.7	0.48	0.48	1.11	-0.85	1.04	3.01	-0.13	0.0	0.0
O=C1NS(=O)(=O)c2ccccc21	-0.93	0.19	0.14	-1.7	-0.3	-1.26	-0.1	-2.69	-0.86	-0.55	0.09	-1.25	2.2	0.09	-0.45	0.23	-0.43	0.0	0.0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C	1.24	-0.92	0.14	0.31	-3.73	0.74	3.41	0.34	2.4	-0.7	-0.19	1.99	-1.05	1.29	0.08	-0.24	2.6	0.0	0.0
N=C(N)N=c1[nH]c(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1	0.03	0.19	0.16	0.05	0.53	-1.27	0.44	-1.78	0.07	0.36	0.27	-0.37	-0.2	0.22	-0.55	0.34	-1.27	0.0	0.0
CCCCCC(=O)OCCC(C)C	-0.42	-0.92	-0.71	0.67	0.23	0.15	-0.15	0.62	-1.17	-0.7	-0.79	0.43	0.41	-0.2	-0.68	2.79	0.78	0.0	0.0
CCCCCCCC/C=C\CCCCCCCC(=O)NC(CO[P@](=O)([O-])OCC[N+](C)(C)C)C(O)/C=C/CCCCCCCCCCCCC	2.25	-0.92	0.15	-0.2	-0.14	-0.36	0.68	-1.22	1.78	-0.7	-0.55	0.67	-0.73	2.05	-0.84	1.67	0.73	0.0	0.0
CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)NC(N)=O	-0.93	0.74	2.85	0.02	2.59	-1.82	-0.44	-0.39	-0.39	0.85	0.26	-0.44	-0.02	-0.68	-0.78	-0.87	-0.75	1.0	1.0
CC(=O)OC1CC(C)CN[C@]12OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC[C@]5(C)C4CC[C@]3(C)C1C2C	1.63	-0.92	0.14	-0.85	1.07	0.23	3.83	-0.64	2.87	-0.7	-0.02	1.94	-1.01	-0.6	0.86	-0.09	2.48	0.0	0.0
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12	-0.42	0.19	0.14	0.68	0.25	0.36	-0.44	1.21	-0.39	0.27	-0.44	0.53	-0.04	0.4	0.59	1.77	0.1	1.0	1.0
CC1C(O)CC[C@@]2(C)CCC(C(C)(C)O)CC12	-0.93	-0.92	-0.73	0.16	0.59	-1.21	-1.04	0.37	-1.32	-0.7	-0.99	0.03	-0.18	-0.8	0.01	1.64	1.22	0.0	0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1	-0.38	0.19	0.19	-1.1	-1.37	-0.53	0.3	0.36	-0.39	-0.62	1.18	-0.46	-0.21	0.73	-1.14	0.27	0.4	1.0	0.0
CC(=O)Nc1ccc(OC(C)C)cc1	-0.52	0.19	0.14	0.49	0.3	-0.13	-0.59	1.08	-0.7	0.15	-0.32	0.05	0.6	-0.31	-0.56	-1.36	-0.5	0.0	1.0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	2.0	1.02	2.85	0.76	-0.26	1.43	-0.59	0.69	1.16	0.33	0.34	-0.75	-0.25	0.51	-0.33	0.35	-0.86	0.0	1.0
CN(C)N=Nc1[nH]cnc1C(N)=O	0.17	-0.92	0.35	-0.13	-0.21	0.14	-1.04	1.12	-0.55	-0.51	0.77	-0.0	1.04	0.1	-0.66	-0.27	0.34	0.0	0.0
CCCOCCOC(=O)C1=C(C)N=C(C)C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1	2.15	0.19	0.19	-0.19	-1.46	0.79	1.63	0.57	1.0	-0.56	0.89	1.71	-0.48	1.18	-0.6	0.59	0.28	0.0	0.0
CC(C)CCCC(C)C1CCC2C3C=CC4=CC(=O)CC[C@]4(C)C3CC[C@]12C	-0.93	-0.92	-0.71	0.8	2.42	-0.7	-0.59	1.06	-1.01	-0.7	-0.9	0.39	-0.55	-0.06	-0.81	-0.26	2.42	0.0	0.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O	0.03	0.19	0.15	-0.5	-0.5	-0.48	0.35	-1.69	-0.39	-0.51	1.81	-0.79	0.08	0.55	-0.23	0.16	-1.38	0.0	0.0
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)[C@H](O)CC[C@H]12	-0.93	-0.92	-0.71	0.1	1.15	-1.07	-0.59	0.45	-1.17	-0.7	-0.9	0.71	-0.31	-0.53	-0.5	0.21	0.9	0.0	0.0
Cc1cc2ccccc2c2ccc3ccccc3c12	-0.93	2.13	-2.58	1.29	-0.04	-0.08	-1.04	0.51	0.23	0.02	-0.06	-0.94	1.48	-0.2	0.83	-0.2	-1.5	1.0	1.0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	-0.93	-0.09	2.85	-0.85	-1.34	-0.4	-0.14	0.42	-0.7	-1.06	1.52	-0.78	-0.27	1.06	-0.7	0.34	0.27	0.0	0.0
CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CC[C@@]4(C)C3CC[C@@]12C	-0.93	-0.92	-0.71	0.83	3.11	-0.62	-0.59	0.84	-1.48	-0.7	-0.99	1.87	-0.58	-0.51	-0.74	-0.33	2.36	0.0	0.0
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314	0.68	-0.37	0.14	0.29	1.1	1.24	0.52	0.71	0.38	1.6	-0.29	-0.68	-0.0	0.11	-0.01	0.84	0.96	1.0	1.0
CC1CC[C@@]2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC[C@@]5(C)C4CC(=O)[C@@]3(C)C1C2C	0.61	-0.92	-0.71	-0.66	0.89	0.08	2.06	-0.35	1.0	-0.7	-0.27	1.24	-0.9	-0.04	0.69	-0.15	1.96	0.0	0.0
CC(=O)NC1C(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O	1.13	-0.92	0.14	-2.45	-0.4	0.29	2.51	-1.71	2.25	-0.7	0.89	0.0	-0.79	-2.65	1.45	-0.1	-0.96	0.0	0.0
CCCCCCCCCCCCC(O)C(O)CCC(O)C1CCC(CC(O)CCCCCC(O)CC2=CC(C)OC2=O)O1	-0.93	-0.92	-0.71	0.21	-0.19	-0.39	0.29	-0.33	-0.08	-0.7	-0.64	2.63	-0.81	0.03	0.36	0.06	1.84	0.0	0.0
c1ccc(C2(c3ccccc3)C[C@@H]2C2=NCCN2)cc1	0.09	1.85	0.15	1.0	0.75	0.44	-0.53	-0.1	0.69	0.81	0.1	-0.08	0.01	-0.79	2.09	0.75	-0.07	1.0	1.0
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1	2.64	1.02	0.14	0.84	-0.04	1.66	-1.04	-0.43	1.94	2.47	-0.35	0.88	-0.22	-1.24	1.38	-0.37	-1.09	1.0	1.0
CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1.22	-0.92	0.15	-0.08	-0.66	-0.11	0.3	0.78	0.38	-0.7	-0.13	0.7	0.0	0.12	-1.33	2.29	0.36	0.0	0.0
CCCCCCC(C)CC(C)(C)C	-0.93	-0.92	-2.73	1.29	0.38	0.25	-1.04	0.11	-1.48	-0.7	-1.16	0.67	0.05	-0.92	-0.23	-0.13	0.89	0.0	0.0
CC(CCCC(CO)COS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C	0.1	-0.92	-0.69	-0.37	0.61	-1.4	0.32	-1.53	-0.39	-0.7	-0.75	0.4	-0.83	1.01	-0.84	-0.39	2.15	0.0	0.0
CNc1ccc(C(=O)OC2C[C@@]3(C)CC[C@]4(C)[C@@]5(C)CCC6[C@@](C)(CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@]6(C)CO)C5CC5O[C@@]54[C@]3(O)C[C@]2(C)C=O)cc1	2.09	0.19	0.14	-0.84	-0.34	0.11	2.95	-0.34	3.02	-0.06	-0.14	-0.69	-1.1	-0.17	0.75	-0.31	0.34	0.0	0.0
COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC	1.77	0.19	-0.71	-0.35	1.13	0.97	0.45	0.32	0.85	2.6	0.68	-0.45	-0.01	-0.51	0.66	-0.34	-0.29	0.0	0.0
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(\C)CO)C(C)(C)CC(O)C1	-0.42	-0.92	-0.73	0.4	-0.04	-0.53	-1.04	0.31	0.38	-0.7	-0.73	1.26	-0.53	-1.19	0.9	-0.73	0.37	0.0	0.0
CC[C@H](N)Cc1ccc2c(c1)OCO2	-0.4	-0.09	0.14	0.15	0.73	0.47	-0.44	0.48	-0.86	0.84	-0.61	-0.58	0.56	0.09	1.3	0.62	0.14	1.0	1.0
CN(C)C(=N)NC(=N)N	0.17	-0.92	0.16	-0.27	-0.09	-1.64	-1.04	0.54	-0.55	-0.7	-1.07	-0.04	0.46	-0.43	-1.35	-2.05	-0.1	0.0	0.0
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	0.09	1.02	2.86	0.24	-0.15	-0.22	1.61	-0.4	0.85	-2.3	1.53	-0.78	-0.45	1.49	-1.13	-0.38	-1.22	0.0	0.0
COc1ccc(C(=O)Nc2ccccc2[C@H](C)CN2CCCCC2)cc1	1.56	1.3	0.14	0.7	0.43	0.71	-1.04	0.46	1.16	1.15	-0.15	0.41	-0.18	-0.21	-0.19	0.16	-0.17	1.0	1.0
S=P(N1CC1)(N1CC1)N1CC1	2.12	-0.92	0.15	0.98	-0.04	1.28	0.06	-1.5	0.38	-0.7	-1.29	0.46	0.93	-1.05	4.95	-0.15	-0.14	0.0	0.0
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1	1.13	1.02	2.85	-0.24	1.25	0.73	-1.04	-0.29	0.54	1.03	-0.05	0.25	0.02	-0.8	0.06	0.22	0.08	1.0	1.0
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	1.19	2.69	0.14	0.64	0.49	0.5	-1.04	0.47	2.09	1.75	0.09	0.91	-0.48	-0.39	0.25	-0.77	-0.97	0.0	1.0
c1ccc2cnccc2c1	-0.93	0.47	0.15	0.75	-0.04	0.71	-1.04	-0.66	-0.7	-0.7	-0.71	-0.89	-0.49	-0.86	1.95	-2.05	-0.98	0.0	0.0
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl	0.1	-0.64	0.15	0.48	-0.11	-0.96	0.23	-1.02	-0.7	-0.67	0.58	-0.09	0.44	2.08	-0.49	-1.2	-1.24	0.0	0.0
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21	1.02	-0.09	0.15	1.18	1.29	1.22	-0.44	1.18	0.54	0.98	-0.64	0.93	-0.19	0.54	0.73	-0.14	0.73	0.0	1.0
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	-0.93	0.47	0.14	-0.87	-0.57	-1.39	0.36	0.32	-0.7	-0.39	0.02	-0.64	0.24	0.64	-0.58	1.01	-0.08	0.0	0.0
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2	0.6	0.47	0.14	0.97	0.73	0.49	-0.51	-0.13	0.54	-0.1	-0.46	-0.83	-0.18	-0.71	0.53	0.09	0.63	0.0	1.0
CC1CC[C@@]2(OC1)OC1CC3C4CCC5CC(=O)CC[C@@]5(C)C4CC[C@@]3(C)C1C2C	-0.42	-0.92	-0.71	0.7	2.38	0.1	0.29	0.91	-1.01	-0.7	-0.84	0.08	-0.6	0.2	-0.25	-0.41	2.02	0.0	0.0
CC(C)C1=CC2=C(CC[C@H]2C)[C@@H](C)CC1	-0.93	-0.92	-2.65	1.29	1.06	-0.12	-1.04	1.78	-1.32	-0.7	-1.12	0.92	0.15	-0.21	0.3	-0.02	0.75	0.0	0.0
CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O	1.7	-0.09	0.15	0.38	0.28	1.21	-0.44	1.64	0.85	0.64	-0.51	0.31	-0.24	1.21	-0.64	2.14	-0.49	1.0	1.0
NC(CNC(=O)C(=O)O)C(=O)O	-0.42	-0.92	0.14	-3.57	-2.01	-0.31	0.31	-1.06	-1.01	-0.7	1.21	-0.69	0.1	0.09	-0.42	0.31	-0.19	0.0	0.0
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O	-0.93	0.47	-0.71	-0.32	-0.51	-1.34	0.31	0.73	-0.7	-0.15	-0.17	0.12	-0.31	0.78	-0.92	-0.3	0.11	0.0	0.0
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F	0.38	0.74	2.86	0.25	-1.04	-0.42	-0.01	0.51	-0.08	-2.25	1.79	-0.85	-0.26	2.25	-0.96	-0.44	-0.12	0.0	0.0
CN=C(NC#N)NCCSCc1[nH]cnc1C	0.57	-0.92	0.17	0.61	1.05	-0.67	-0.5	0.78	-0.08	0.48	-0.7	0.38	0.16	-0.18	-0.83	0.14	0.37	0.0	0.0
CC(N)C(=O)c1ccccc1	-0.93	0.47	0.14	0.26	-0.05	0.04	-1.04	0.08	-0.55	-0.34	-0.53	-0.66	0.98	-0.29	0.12	-1.58	-0.5	0.0	0.0
CC(C)CC(NC(=O)C(N)CC(N)=O)C(=O)O	-0.93	-0.92	0.14	-0.96	-1.15	-0.97	0.31	0.02	-1.17	-0.7	0.41	0.19	-0.14	0.12	-0.87	0.88	-0.16	0.0	0.0
CC1=C2C(=O)C(C(C)C)CC[C@@]2(C)C(O)CC1	-0.93	-0.92	-0.71	0.48	0.37	-0.74	-0.59	1.04	-1.32	-0.7	-0.94	-0.36	-0.07	0.26	-0.23	-1.08	0.7	0.0	0.0
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12	-0.93	-0.92	-0.71	0.1	0.95	-1.0	-0.14	0.78	-0.7	-0.7	-0.67	-0.33	-0.27	-0.21	-0.89	0.09	1.07	0.0	0.0
CCC(C)C1C/C(O)=N\C(CCN)/C(O)=N/C(C(C)CC)/C(O)=N/C(CCN)/C(O)=N/C(Cc2ccccc2)/C(O)=N/C(CC(C)C)/C(O)=N/C(CCN)/C(O)=N/C(C(C)C)/C(O)=N\C(CC(C)C)/C(O)=N/C(CO)C(=O)O1	1.11	0.47	0.16	-0.39	-3.99	-0.82	0.45	0.39	2.09	-0.34	0.48	5.31	-1.15	4.08	-0.23	0.53	3.51	0.0	0.0
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1	0.17	1.85	0.14	0.92	-0.15	1.0	0.36	0.92	1.32	0.57	-0.14	0.29	-0.4	-0.1	-0.48	0.12	-0.17	0.0	1.0
Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1	0.03	0.19	0.15	-0.43	-0.63	-0.45	0.35	-1.1	-0.24	-0.08	1.9	-0.43	0.16	0.58	-0.22	0.02	-1.15	0.0	0.0
C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO	-0.42	-0.92	-0.71	-0.68	0.02	-0.71	-0.14	0.01	-0.86	-0.7	-0.62	-0.14	-0.49	-0.38	-0.17	-0.39	1.39	0.0	0.0
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1	-0.03	-0.92	-0.71	0.45	0.24	-0.03	0.74	1.26	-0.55	-0.7	0.3	-0.27	0.45	1.61	-0.89	1.88	0.86	0.0	0.0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12	-0.93	-0.09	2.85	-0.73	-1.34	-0.4	-0.14	0.42	-0.7	-1.06	1.52	-0.88	-0.17	1.06	-0.7	0.34	0.06	0.0	0.0
CNC(C)Cc1ccc2c(c1)OCO2	0.15	-0.09	0.14	0.23	0.75	0.97	-0.44	0.61	-0.39	0.9	-0.64	0.27	0.52	-0.13	1.77	0.62	0.2	1.0	1.0
COC1=CC(=O)OC(CCc2ccccc2)C1	-0.38	0.47	-0.71	0.06	0.15	0.47	0.89	0.1	0.07	-0.03	-0.37	0.12	0.12	-0.77	-0.25	-0.46	-0.09	0.0	0.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	3.65	0.74	0.15	0.27	-0.51	0.45	1.91	0.56	3.18	1.72	0.32	0.13	-0.9	1.92	-0.11	0.07	0.75	0.0	0.0
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	0.1	-0.92	-0.71	0.58	-0.46	-0.75	0.8	-2.37	-0.86	-0.7	0.13	-1.22	0.58	-0.39	-1.27	-1.87	-1.45	0.0	0.0
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C	1.7	1.02	2.85	0.3	0.26	0.84	1.49	0.62	1.47	0.85	-0.32	0.7	-0.57	0.15	-0.39	0.03	0.22	0.0	1.0
CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O	-0.93	-0.92	0.14	-1.03	-1.2	-0.97	0.31	0.06	-1.17	-0.7	0.17	0.61	-0.14	0.19	-0.86	0.37	0.19	0.0	0.0
COP(=S)(OC)SCn1nnc2ccccc2c1=O	0.18	0.19	0.34	0.48	0.07	0.37	1.46	0.1	0.07	-0.7	0.59	-0.48	0.45	-0.08	0.98	0.01	-1.0	1.0	1.0
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O	-0.93	-0.92	-0.67	-4.97	-0.04	-2.21	5.71	-5.71	-0.55	-0.7	3.02	-0.94	-0.72	7.88	-1.74	-0.41	-2.55	0.0	0.0
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1	-0.0	1.02	0.28	0.28	-0.1	0.41	-0.59	0.55	0.07	1.21	0.87	-0.91	-0.15	0.22	-0.2	0.04	-1.4	0.0	1.0
COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21	-0.38	1.85	-0.71	-0.53	0.55	-0.13	-0.07	0.0	0.54	1.61	1.67	-0.73	-0.09	0.22	-0.23	0.3	-1.49	0.0	0.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	-0.42	1.3	0.15	0.83	-0.21	0.02	-0.08	1.01	0.38	0.16	-0.19	-0.71	-0.41	0.27	-0.71	0.64	-0.6	0.0	1.0
Cc1cc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2cc1C	-0.42	-0.37	0.16	-1.69	-0.04	-0.64	0.25	-1.58	-0.39	0.43	0.68	-0.63	-0.38	0.85	-0.58	0.05	-0.35	0.0	0.0
C1CCN2CC3CC(CN4CCCCC34)C2C1	1.11	-0.92	0.14	1.27	0.9	2.86	-1.04	0.24	0.07	-0.7	-0.99	-0.11	0.02	-0.72	3.54	-0.51	1.13	1.0	1.0
NC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)O	-0.93	0.47	0.14	-0.79	-1.16	-0.92	0.9	-0.67	-0.39	-0.23	0.76	0.53	-0.35	-0.62	-0.76	0.77	-0.04	0.0	0.0
c1ccc(COc2ccc3cccnc3c2)cc1	-0.93	1.85	0.15	0.82	0.35	1.04	-0.42	-0.44	0.38	0.38	0.28	-0.71	0.2	-1.05	2.1	-0.88	-1.59	0.0	0.0
CN1CCCN=C1/C=C\c1cccs1	0.64	-0.37	0.15	1.26	0.47	1.67	-1.04	0.11	0.23	-0.01	-0.48	-0.37	0.49	-0.66	2.08	1.02	-0.6	1.0	1.0
