SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4	observed	predicted
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	-0.25	-0.75	-0.48	0.03	-0.58	-0.26	-0.62	0.3	-0.58	0.44	-0.45	-0.15	-0.51	1.68	-0.17	1	1
O=P1(N(CCCl)CCCl)OCCCN1CCCl	-0.25	-0.75	-0.84	-1.73	-1.45	2.42	1.06	-1.05	-0.26	0.51	0.41	0.95	0.26	1.68	0.04	1	1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	-0.25	1.57	-0.13	-0.23	0.16	1.27	1.04	1.65	0.14	0.37	1.14	1.0	0.39	-0.59	0.69	1	0
O=c1[nH]c2cc(Cl)ccc2o1	-0.25	-0.75	-0.48	-0.35	0.31	-0.58	-0.71	-0.37	-0.73	-1.01	-1.12	-0.86	1.02	1.68	-0.51	1	0
Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1	-0.25	-0.75	-0.48	0.24	0.6	-0.4	-0.71	0.3	0.65	0.02	-0.45	-1.22	-1.33	-0.59	0.21	1	1
CC(C)C1=CC2=CC3OC(=O)[C@]4(CCCC(C)(C)C34)C2=C(O)C1=O	-0.25	0.67	-0.48	1.36	0.23	0.01	1.06	0.97	-0.21	-0.04	0.13	0.38	1.26	-0.59	0.34	0	0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3	-0.25	-0.15	-0.84	0.36	-0.21	1.06	1.04	0.97	-0.65	0.14	-0.3	0.1	-0.54	-0.59	0.94	1	1
CC(C)=CC1CC(C)CCO1	1.34	0.0	-0.84	-0.16	2.01	-0.51	-1.0	-1.05	-0.66	-0.21	-0.59	-1.44	0.66	-0.59	1.01	0	0
CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1	-0.25	-0.37	-0.84	-0.8	0.26	-0.65	1.06	-0.37	-0.35	0.07	-0.29	-0.41	-0.67	-0.59	0.7	1	1
CCCCCN(C)N=O	-0.25	-0.22	-0.84	0.91	-0.84	-1.0	-1.06	-1.05	-0.6	-0.44	-1.0	-0.28	-0.97	1.68	1.03	0	1
O=C(/C=C/c1ccc(O)c(O)c1)OC1C[C@]2(O)CC(OC2=O)C1OC(=O)/C=C/c1ccc(O)c(O)c1	-0.25	-0.75	0.95	-0.53	-1.29	-0.67	1.02	0.97	0.46	-0.05	-0.24	0.05	-0.4	-0.59	-2.84	0	0
CC(C)(O)/C=C/C[C@](C)(O)C1C(=O)C[C@]2(COC3OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)C1CCC1[C@@]3(C)CCC(OC4OCC(O)C(O)C4O)C(C)(C)C3CC[C@]12C	-0.25	1.12	3.09	-0.25	0.66	0.69	1.23	1.65	3.19	0.6	3.05	1.16	0.78	-0.59	-1.19	0	0
COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1	-0.25	-0.75	-0.13	0.23	-0.15	-0.31	1.02	0.3	-0.38	0.01	-0.3	-0.16	0.01	1.68	-1.45	1	1
CN(C)N=O	-0.25	-0.75	-0.84	2.93	-3.05	-2.83	-1.09	-1.05	-1.39	-0.78	-1.16	0.62	-2.76	1.68	0.99	1	1
CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(C3C=C(C)CC(c4ccc(O)cc4O)C3C(=O)c3ccc(O)cc3O)c(O)cc(O)c2c1=O	1.34	0.37	2.02	0.08	1.46	-0.52	-0.43	2.32	1.66	0.94	1.06	-0.32	0.03	-0.59	-1.18	0	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1O	2.93	0.52	-0.13	0.39	0.38	0.77	1.02	-0.37	-0.27	-0.16	-0.36	0.62	0.67	-0.59	0.22	0	0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	-0.25	-0.75	-0.84	0.37	-0.41	0.41	1.04	0.3	0.75	0.26	0.95	-0.33	-0.43	1.68	-0.46	1	1
C=C(C)C1CCC(C)(O)CC1	-0.25	-0.15	-0.48	-0.31	-0.21	-0.09	1.02	-0.37	-0.71	-0.5	-0.87	0.62	-0.1	-0.59	0.94	0	0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	-0.25	0.67	-0.48	0.45	0.53	-0.3	-0.71	0.3	-0.28	0.63	0.47	-0.53	0.11	-0.59	0.47	1	1
CCC(N)Cc1ccc2c(c1)OCO2	-0.25	-0.52	-0.13	0.53	-0.0	-0.62	-0.75	-0.37	-0.63	-0.32	-0.92	-0.82	-0.52	-0.59	0.43	1	0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21	-0.25	-0.75	-0.48	1.16	1.07	-0.36	-0.52	-0.37	-0.02	-0.01	-0.37	0.05	-0.35	-0.59	0.12	0	1
CC1CC([C@](C)(O)C2CCC3C4C5OC5[C@]5(O)CC=CC(=O)[C@]5(C)C4CC[C@]32C)OC(=O)C1C	-0.25	0.97	-0.13	0.66	-0.04	1.04	1.23	1.65	0.2	0.5	0.96	1.43	1.06	-0.59	0.29	0	0
COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1	-0.25	-0.75	-0.84	0.02	0.2	0.29	-0.64	-0.37	-0.54	0.66	0.54	-0.44	0.44	-0.59	-0.09	1	1
C=C1CCC2C(C)(C)CCC[C@]2(C)C1CC/C(C)=C\C(=O)O	1.34	1.35	-0.48	0.14	0.67	1.49	1.06	0.3	-0.58	0.3	0.27	0.93	1.21	-0.59	0.73	0	0
C=C[C@]1(C)CCC(C(C)C)C(=O)C1C(=C)C	-0.25	0.52	-0.84	0.29	1.17	1.4	1.02	-0.37	-0.65	0.09	-0.07	1.22	1.61	-0.59	0.89	0	0
CCOC(=O)CC(C)=O	1.34	-0.75	-0.84	1.72	2.97	-0.46	-1.02	-1.05	-0.72	-0.51	-0.92	-0.58	1.72	-0.59	0.49	0	0
CN(C)CCOC(c1ccccc1)c1ccccc1	-0.25	-0.75	-0.84	-0.25	1.79	-0.37	-0.77	0.3	-0.59	0.39	-0.77	-0.97	-0.67	-0.59	0.54	1	1
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(\C)CO)C(C)(C)CC(O)C1	4.52	0.6	-0.13	-0.09	0.57	0.62	1.02	-0.37	-0.11	0.06	-0.31	0.22	0.47	-0.59	0.39	0	0
c1ccc2[nH]ccc2c1	-0.25	-0.75	-0.48	-0.63	-1.38	0.5	-0.73	-0.37	-0.73	-2.75	-1.14	-0.77	-0.98	-0.59	0.79	0	0
COC1=CC(=O)c2cc(C)cc(O)c2C1=O	-0.25	-0.52	-0.48	1.11	0.99	-0.15	-0.56	0.3	-0.64	-0.45	-1.02	-0.1	0.72	-0.59	-0.07	0	0
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1	-0.25	0.3	-0.48	0.81	-0.37	1.52	1.23	1.65	0.29	0.58	0.89	1.53	1.21	-0.59	0.37	1	1
CC(C)C1=CC(=O)[C@]2(C)C[C@@]3(O)O[C@@]4(C(=O)[C@@]13C)C(O)C(C)CC[C@]42O	-0.25	0.6	0.23	1.38	0.33	0.96	1.31	0.3	-0.17	0.33	1.6	2.32	1.77	-0.59	0.27	0	0
NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)O	-0.25	-0.75	0.59	0.05	-1.21	0.21	-0.73	-1.05	-0.21	-0.08	-0.51	-0.21	0.03	1.68	0.21	0	0
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	-0.25	-0.75	-0.84	0.71	-0.12	-0.52	-0.66	0.3	-0.27	0.58	-0.27	-0.47	-0.75	1.68	-0.08	1	1
C=CCC(C)C(=O)OCCCCCC	-0.25	0.3	-0.84	0.06	-0.88	-0.29	-0.88	-1.05	-0.63	-0.33	-0.76	0.1	-0.52	-0.59	0.76	0	0
C=C(CO)C1CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@]5(C)C=CC(=O)C(C)(C)C5CC[C@]43C)C12	-0.25	1.95	-0.48	0.37	-0.24	1.69	1.23	2.32	0.05	0.85	0.64	1.9	0.92	-0.59	0.74	0	0
COc1ccccc1O	-0.25	-0.75	-0.48	0.1	-1.06	1.56	-0.75	-0.37	-0.73	-0.72	-1.16	0.29	-0.25	-0.59	0.39	0	0
CCCCCCCCCCCCC#CCCCC(=O)O	-0.25	1.42	-0.48	-0.52	0.06	-1.36	-1.04	-1.05	-0.66	-0.05	-0.38	-2.23	-2.02	-0.59	0.71	0	0
CC(CN)C(=O)O	-0.25	-0.52	0.23	0.07	-1.32	0.14	-0.88	-1.05	-0.72	-6.01	-0.43	2.16	-0.67	-0.59	0.49	0	0
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	-0.25	0.67	-0.48	1.03	0.3	0.26	1.04	0.97	-0.51	0.5	0.1	0.95	0.25	-0.59	0.42	1	1
CC(C)=CCC/C(C)=C/Cc1c(CCC(=O)c2ccc(O)cc2O)ccc(O)c1O	2.93	0.52	0.59	0.3	0.83	0.11	-0.58	0.3	0.3	0.22	-0.32	0.28	-0.12	-0.59	-0.2	0	0
CC#Cc1ccc(CCC(=O)OC)s1	-0.25	-0.52	-0.84	0.5	-1.99	0.28	-0.96	-1.05	-0.6	-0.44	-0.91	-0.86	-0.72	-0.59	0.29	0	0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	1.34	-0.52	-0.84	0.41	0.1	1.66	1.04	0.3	-0.31	1.28	-0.17	0.51	-0.02	-0.59	0.68	1	1
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)(O)O)CN2	-0.25	-0.75	2.02	-2.19	-0.45	-1.09	1.04	-1.05	1.14	-0.16	-0.93	-0.02	-0.0	1.68	-1.9	0	0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	-0.25	-0.52	-0.84	0.58	0.02	1.45	1.04	0.3	-0.02	1.66	-0.04	0.13	0.01	-0.59	0.55	1	1
O=C(O)CNC(=O)c1cccc(Cl)c1	-0.25	-0.75	-0.13	-0.67	-1.47	-1.02	-0.83	-0.37	-0.71	-0.27	-0.75	-0.18	-0.41	1.68	-0.75	0	0
CCCC#CCCCCCCCCCCCCO	-0.25	1.27	-0.48	-1.03	0.11	-1.14	-2.54	-1.05	-0.07	-0.1	-0.09	-2.53	-2.34	-0.59	0.94	0	0
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C	-0.25	-0.75	-0.84	0.57	0.0	0.77	-0.71	-0.37	-0.31	0.22	-0.18	-0.23	0.13	-0.59	0.27	1	1
C=CC(O)C#CC#C/C=C/C=C/C(O)CCCCC	-0.25	-0.07	-0.13	-0.41	0.13	-1.27	-1.06	-1.05	-0.48	-0.35	-0.77	-1.09	-1.37	-0.59	0.19	0	0
FC(F)OC(F)(F)C(F)Cl	-0.25	-0.75	-0.84	-1.06	1.71	-0.59	1.02	-1.05	6.65	-6.06	0.26	1.45	0.66	-0.59	-1.96	0	0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2	-0.25	-0.6	-0.84	0.91	1.22	-0.26	-0.43	0.3	-0.49	0.23	0.31	-0.75	0.17	-0.59	-0.06	1	1
CC(C)CC(N)C(=O)N1CCCC1C(=O)O	-0.25	-0.22	0.23	0.5	-0.61	-0.17	-0.73	-1.05	-0.59	-0.13	-0.15	0.29	0.36	1.68	0.37	0	0
O=C(O)CC/C(=N\O)C(=O)O	1.34	-0.75	0.23	-0.15	-1.61	-0.25	-0.83	-1.05	-0.42	-0.62	0.02	0.62	0.09	-0.59	-0.94	0	0
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1	-0.25	-0.3	-0.13	0.04	0.57	-0.69	1.02	1.65	0.31	0.24	-0.17	-0.37	-0.63	-0.59	-0.53	1	1
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1	-0.25	0.0	1.3	0.64	0.28	0.48	1.1	0.97	1.55	1.2	1.78	0.23	0.71	1.68	0.09	1	1
Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C	-0.25	-0.75	-0.84	2.13	0.19	0.6	-0.41	-1.05	-0.68	0.06	-0.54	-0.15	0.58	1.68	0.31	0	1
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	-0.25	-0.07	-0.13	-0.09	0.0	0.72	1.04	0.97	0.14	0.29	0.26	0.22	-0.05	-0.59	0.35	1	1
CC(C)C12CCC(C)(CC1)O2	-0.25	-0.3	-0.84	0.81	-0.97	0.91	1.04	-1.05	-0.71	-0.59	-0.49	0.62	1.08	-0.59	1.06	1	0
CCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	-0.25	1.57	-0.84	-0.02	0.94	-1.51	1.02	-1.05	0.68	0.06	0.39	-1.89	-0.16	-0.59	0.44	0	0
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12	-0.25	-0.37	-0.13	0.88	0.19	-1.31	1.02	-0.37	-0.65	-0.06	0.09	-0.25	-0.33	-0.59	0.59	1	1
CC1(C)C(=O)CC(O)[C@]23C(=O)OC4OCC(=CCC12)C43	-0.25	-0.07	-0.48	0.67	0.43	0.86	1.08	0.3	-0.31	-0.39	0.0	0.71	1.24	-0.59	0.24	0	0
C=C1C[C@]23CC1C(O)CC2[C@]1(C)CCC(O)[C@@](C)(C(=O)O)C1C3C(=O)O	-0.25	0.3	0.59	0.02	0.19	0.88	1.08	1.65	0.27	0.39	0.95	1.05	1.85	-0.59	0.17	0	0
O=C1c2oc3cc(O)c(O)cc3c2C(=O)c2oc3cc(O)c(O)cc3c21	-0.25	-0.75	0.59	-1.17	-0.76	-1.23	-0.48	0.97	0.68	-0.45	-0.21	-0.28	0.16	-0.59	-2.01	0	0
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	-0.25	1.2	0.23	-0.28	0.15	1.12	1.04	1.65	0.01	0.43	0.79	0.84	0.61	-0.59	0.61	1	0
CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O	-0.25	-0.75	0.23	0.04	-0.77	-0.63	-0.79	-0.37	-0.48	-0.22	-0.43	-0.43	-0.39	1.68	-0.44	1	0
CC(=O)OC1C=C2C(CC[C@@]3(C)[C@@]2(O)CCC2Cc4c([nH]c5cc6c(cc45)CC4C6=CC(C)(C)OC4(C)C)[C@@]23C)OC1C(C)(C)O	-0.25	0.37	0.23	1.26	0.22	0.55	1.31	2.32	0.97	0.51	0.77	0.62	1.02	-0.59	0.31	0	0
CNCCCN1c2ccccc2CCc2ccccc21	-0.25	-0.45	-0.48	0.14	-0.84	0.25	-0.64	0.3	-0.66	0.25	-0.81	-0.75	-0.91	-0.59	0.69	0	1
O=c1ccc2nc3ccc(OCOCc4ccccc4)cc3oc-2c1	-0.25	-0.75	-0.84	-0.08	0.46	-0.91	-0.71	0.97	-0.44	-0.04	-1.05	-1.28	-1.49	-0.59	-0.26	0	1
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	-0.25	-0.75	-0.13	-0.36	-0.18	0.2	1.02	0.3	0.75	-0.07	-0.25	0.34	-0.91	-0.59	0.05	1	1
NCCc1ccc(OS(=O)(=O)O)cc1	-0.25	-0.75	0.23	-2.48	0.94	-1.22	1.06	-0.37	-0.48	-0.48	-1.05	-1.09	-0.25	-0.59	-0.24	0	0
NCCCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	-0.25	-0.6	1.66	-0.36	-0.87	-0.95	-0.85	-0.37	-0.45	-0.0	-0.48	-0.15	-0.74	1.68	-0.28	0	0
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1	-0.25	-0.75	0.59	-1.22	1.15	-0.53	-0.6	-1.05	-0.73	-10.77	-1.04	-0.71	1.38	1.68	-1.33	0	0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	-0.25	0.9	-0.48	0.55	0.31	-0.34	1.02	0.3	-0.25	0.58	0.57	-0.22	0.06	-0.59	0.44	1	1
CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC	-0.25	0.07	-0.48	1.03	-0.02	0.12	1.02	-1.05	3.72	1.09	2.28	-0.29	0.23	-0.59	-0.86	1	1
CCCCC/C=C\CCCO	-0.25	0.22	-0.48	-1.24	0.34	-1.11	-2.7	-1.05	-0.7	-0.32	-0.87	-2.18	-1.98	-0.59	0.95	0	0
CC(=O)OC1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4C(C)C(C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O	-0.25	2.17	-0.48	0.88	0.26	1.46	1.23	2.32	0.55	0.84	1.14	1.55	1.17	-0.59	0.51	0	0
C=C1C(=O)OC2C[C@@]3(C)C(=CC12)C(C)CCC3O	-0.25	-0.07	-0.48	0.62	-0.51	0.67	1.04	0.3	-0.3	-0.07	-0.22	1.07	0.85	-0.59	0.58	0	0
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC	-0.25	0.67	-0.48	0.11	-0.22	1.19	1.23	1.65	-0.43	0.22	-0.35	1.06	0.2	-0.59	0.65	1	1
Oc1ccc2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)c2c(c(C3c4ccc(O)cc4OC(c4ccc(O)c(O)c4)C3O)c1O)OC(c1ccc(O)c(O)c1)C(O)C2	-0.25	-0.75	3.8	-1.06	-0.11	-0.59	-0.43	3.0	3.07	0.59	0.72	-0.2	-0.54	-0.59	-3.37	0	0
C=C1C(O)[C@]23C[C@@]1(O)CCC2[C@]1(C=O)CCC[C@](C)(C(=O)O)C1C3C(=O)O	-0.25	0.22	0.59	0.06	-0.5	0.78	1.08	1.65	0.88	0.36	0.56	1.17	1.88	-0.59	-0.17	0	0
OCC(O)C(O)C(O)C(O)COCC1OC(O)C(O)C(O)C1O	-0.25	-0.75	2.37	-2.13	0.12	-0.04	-0.73	-1.05	-0.29	-0.25	-0.03	1.29	0.38	-0.59	-0.87	0	0
O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1	-0.25	-0.75	0.23	-0.37	-0.88	-0.54	-0.85	-0.37	-0.3	0.03	-0.76	-0.77	-0.93	1.68	0.01	0	0
O=C(OCC1OC(c2c(O)cc(O)c(C(=O)c3ccc(O)c(O)c3)c2O)C(O)C(O)C1O)c1ccc(O)cc1	-0.25	-0.75	2.37	-1.23	0.27	-0.18	-0.5	0.97	0.7	0.21	0.13	0.39	0.07	-0.59	-2.87	0	0
CCC1=C(O)C(=O)CC1	-0.25	-0.22	-0.48	0.88	-1.87	1.29	-0.62	-0.37	-0.71	1.41	-0.62	1.22	1.84	-0.59	0.69	0	0
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	-0.25	-0.37	-0.48	1.32	1.33	1.66	1.04	-0.37	-0.67	-0.04	-0.25	1.13	0.92	1.68	0.07	0	1
CC(=O)Oc1cc(C(C)C)ccc1C	-0.25	0.0	-0.84	1.64	0.09	-0.12	-0.75	-0.37	-0.67	-0.1	-0.85	0.05	-0.14	-0.59	0.72	0	0
O=C(O)CCC/C=C\CC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1	-0.25	0.22	-0.13	-1.34	-0.02	-0.08	1.06	0.97	-0.34	0.24	0.12	-0.4	-0.17	1.68	0.06	1	1
Cn1c(=O)c2[nH]cnc2n(C)c1=O	-0.25	-0.75	-0.48	2.04	-0.99	1.36	-0.45	-1.05	-0.71	-0.74	-0.79	0.79	0.22	1.68	0.36	1	1
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCC(C)C	-0.25	3.37	-0.48	-0.88	0.07	-1.25	-1.04	-1.05	0.06	0.06	0.94	-2.08	-2.13	1.68	0.91	0	0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)cc1	-0.25	-0.75	0.23	-0.92	-0.43	-1.07	1.06	0.3	0.07	0.1	-0.21	0.13	-0.68	1.68	-1.28	0	1
O=C(/C=C/c1ccccc1)c1cc(O)ccc1O	-0.25	-0.75	-0.13	-0.83	0.42	-0.35	-0.69	0.3	-0.57	-0.36	-0.91	-0.39	-0.67	-0.59	-0.35	0	0
O=C(O)CCC1=C(CC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC(=O)O)c5CCC(=O)O)C(CCC(=O)OO)=C4CC(=O)O)c(CC(=O)O)c3CCC(=O)O	-0.25	-0.15	2.73	0.19	-0.03	-0.77	-0.54	-1.05	3.81	0.9	1.46	-0.74	0.09	-0.59	-3.72	0	0
O=C(/C=C\C=C\c1ccccc1)CCc1ccccc1	1.34	-0.6	-0.84	-0.65	-0.36	-0.39	-1.0	0.3	-0.63	-0.27	-0.89	-1.54	-1.91	-0.59	0.37	0	0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	-0.25	0.9	0.23	0.21	0.7	-0.34	1.02	0.3	0.12	0.57	-0.04	-0.01	0.19	-0.59	0.09	1	1
CN(C)c1cn(C)n(-c2ccccc2)c1=O	-0.25	-0.75	-0.84	1.44	1.07	0.78	-0.54	-0.37	-0.53	-0.02	-0.4	-0.28	1.38	1.68	0.7	1	1
CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-0.25	2.77	1.3	-0.94	0.77	-0.88	1.06	-1.05	2.29	0.3	2.97	-0.44	0.02	1.68	-3.55	0	0
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5	-0.25	0.52	-0.13	0.8	-0.22	0.95	1.23	3.0	0.54	1.24	1.31	1.13	-0.08	-0.59	0.58	1	1
C=C1C(OC2OC(CO)C(O)C(O)C2O)CC2C(C)C(=O)OC2C2C(=C)CCC12	-0.25	-0.15	0.59	-0.33	0.07	0.14	-0.66	0.3	-0.05	0.37	-0.01	0.25	0.34	-0.59	-0.22	0	0
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(OS(=O)(=O)O)C1O)NC(=O)CCCCCCCCCCCCCCCCCCCCC	-0.25	4.34	1.3	-0.95	0.51	-1.06	1.06	-1.05	5.28	0.04	2.25	-1.23	-0.91	1.68	-3.96	0	0
O=P([O-])(O)C(NC1CCCCCC1)P(=O)([O-])O	-0.25	-0.15	0.23	-3.52	3.21	-1.05	1.06	-0.37	-0.07	-0.01	1.09	-0.39	1.01	-0.59	-1.39	0	0
CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1	-0.25	-0.3	-0.48	0.56	-0.32	-0.23	1.08	-0.37	0.67	0.28	-0.07	-0.24	-0.33	1.68	-0.29	1	1
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	-0.25	-0.75	-0.48	0.13	0.66	0.1	-0.85	-0.37	-0.34	-0.13	-0.53	-0.78	-0.32	1.68	-0.3	1	1
COc1cc(/C=C/C(=O)OC[C@@]2(O)COC(OC3C(Oc4ccc(C5CC(=O)c6ccc(O)cc6O5)cc4)OC(CO)C(O)C3O)C2O)ccc1O	-0.25	-0.75	1.66	-0.57	-0.21	-0.35	1.02	0.97	2.02	0.06	1.22	0.05	-0.37	-0.59	-2.46	0	0
COc1ccc(CC2COC(=O)[C@@]2(O)Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC	-0.25	-0.6	0.95	-0.01	-0.3	0.32	1.04	0.3	0.63	0.33	0.87	0.32	-0.02	-0.59	-0.86	0	1
CCNc1nc(NC(C)(C)C)nc(SC)n1	-0.25	-0.75	-0.13	1.96	1.68	-1.61	1.02	-1.05	-0.09	0.22	-0.47	-1.67	1.04	-0.59	0.47	1	1
Clc1ccc(Cl)c(Cl)c1	-0.25	-0.75	-0.84	-1.17	-0.23	-1.03	-0.75	-0.37	-0.68	7.78	-0.65	0.62	0.06	-0.59	0.38	1	1
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1	-0.25	-0.75	-0.84	0.45	0.41	-0.77	-0.52	0.3	-0.51	0.42	-0.45	-0.58	-0.82	1.68	0.34	1	1
CC1CNc2[nH]c(N)nc(=O)c2N1	-0.25	-0.75	0.95	0.84	1.56	-0.98	-0.62	-1.05	-0.68	-0.57	-1.05	-0.46	0.05	1.68	0.18	0	0
CCCCCCC[N+](=O)O	-0.25	0.07	-0.48	-0.24	0.04	-1.52	-1.04	-1.05	-0.7	-0.41	-0.81	-1.38	-0.97	-0.59	1.11	0	0
O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O)c2O	-0.25	-0.75	0.59	-1.0	-1.27	-0.66	-0.56	0.3	-0.7	-0.24	-0.39	0.2	0.4	-0.59	-1.62	0	0
CC1=C(C=O)C(C)(C)C=CC1	-0.25	0.07	-0.84	0.6	0.95	1.57	1.02	-0.37	-0.72	-0.78	-1.01	1.52	1.56	-0.59	0.9	0	0
NC(CCC(=O)NC(CS)C(=O)O)C(=O)O	-0.25	-0.75	1.3	0.11	-2.02	-0.64	-0.85	-1.05	-0.47	-0.29	-0.04	0.81	-0.12	1.68	-0.85	0	0
CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	-0.25	1.35	-0.13	0.53	0.39	0.23	1.04	-0.37	2.41	1.05	2.07	0.41	0.2	1.68	-0.15	1	1
CCCCCCC(=O)OCC(C)C	-0.25	0.52	-0.84	0.11	-0.51	-1.67	-1.04	-1.05	-0.55	-0.28	-0.67	-0.77	-1.05	-0.59	0.91	0	0
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	-0.25	-0.37	-0.84	0.28	0.77	0.11	-0.56	0.97	0.21	0.82	0.03	-0.95	-0.62	-0.59	0.52	1	1
CC(=O)C1=CCC2C3CC=C4CC(OC5OC(CO)C(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)CC[C@@]4(C)C3CC[C@]12C	-0.25	0.67	2.73	-0.19	0.37	0.41	1.04	1.65	2.85	0.68	3.39	0.65	0.22	-0.59	-1.55	0	0
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21	-0.25	-0.75	-0.84	0.85	0.51	-0.04	-0.52	-0.37	-0.65	-0.35	-0.32	0.19	0.26	-0.59	0.38	1	0
