SMILES	ATSC6dv	X3sol	VSA_EState3	X2sol	PEOE_VSA8	H-050	GATS1c	SLogP	observed	predicted
FC(Cl)C(F)(F)F	0.1	-1.6	-0.55	-1.42	-0.82	-0.53	1.4	-0.13	2.4168900301730125	2.41182242675284
C=CCCCCCCCCCCCC	0.1	0.1	-0.55	0.21	-0.82	-0.53	0.24	2.02	2.7042792411845356	2.7035610872315075
c1ccc2c(c1)oc1ccccc12	0.13	1.32	-0.03	0.73	0.87	-0.53	-0.36	0.82	2.7483043403083025	2.7472854681094936
C/N=C/c1ccccc1	0.06	-0.21	-0.55	-0.38	1.26	-0.53	-1.3	-0.35	2.6610076909010316	2.649272442072551
Clc1ccc(Br)c(Cl)c1	0.1	1.01	-0.27	0.61	0.67	-0.53	-0.81	0.93	2.7059919299146995	2.711681156831821
Cc1cccc2c1CCC2	1.31	0.51	-0.55	0.08	-0.82	-0.53	-1.49	0.12	2.679836558918098	2.6812857070520244
CCC(C)CC(C)=O	0.03	-0.7	-0.55	-0.45	0.19	-0.53	-0.92	-0.18	2.620812485741877	2.629533513425592
ClCCCI	0.1	-0.79	-0.55	-0.82	0.8	-0.53	-2.32	-0.15	2.6475296664449806	2.626529769379756
Cc1cccc(C(=O)c2ccccc2)c1	-1.75	1.33	-0.55	1.03	0.92	-0.53	-0.97	0.59	2.7709624114601947	2.7732312787769446
CC1CCC(C)C1=O	0.45	0.05	-0.55	-0.33	1.03	-0.53	-0.95	-0.42	2.6228872274491244	2.6442708478690484
c1ccc(-c2coc(-c3ccccc3)n2)cc1	-1.36	1.92	-0.55	1.42	0.92	-0.53	0.05	1.09	2.7868578538289523	2.78565325888701
CC(C)c1cccs1	0.52	0.17	-0.09	-0.1	-0.05	-0.53	-0.77	0.37	2.629562492778617	2.645440756222172
O=COCCCc1ccccc1	0.46	0.23	-0.55	0.12	-0.82	-0.53	-0.08	-0.31	2.7186262296553676	2.6801978809524893
CC(=O)O[Si](C)(C)OC(C)=O	2.76	0.05	-0.55	1.19	3.4	-0.53	2.16	-0.93	2.6416228160292308	2.6576234528581653
Sc1ccccc1Cl	0.18	0.4	-0.39	-0.05	-0.05	0.85	-0.69	0.21	2.6800180632491917	2.682025785800677
CC(C)=C1OC(=O)C1(C)C	1.28	0.49	-0.55	0.33	-0.82	-0.53	0.8	-0.27	2.646550753640341	2.6684191923617817
CCCC(CC)(CC)CC	0.6	0.14	-0.55	-0.37	-0.82	-0.53	1.12	1.08	2.6429094688082353	2.6252105258979848
CC1(CCl)CO1	0.1	-0.3	-0.55	-0.59	-0.82	-0.53	-0.61	-0.81	2.5967619862752436	2.60781954550207
CCN(C)N=O	0.1	-0.8	0.3	-1.02	1.31	-0.53	0.49	-1.06	2.646550753640341	2.6266804589884556
FC(F)OCC(F)(F)F	0.1	-1.31	-0.55	-1.45	-0.82	-0.53	1.87	-0.32	2.4806535888433694	2.461520591413351
Cc1cc(C)c(Cl)c(C)c1	1.76	0.64	-0.35	0.29	-0.03	-0.53	-0.66	0.62	2.679564160112239	2.68292246185659
C=CCC(C(=O)OCC)C(=O)OCC	-3.86	0.45	-0.55	0.42	-0.82	-0.53	0.56	-0.62	2.6951751105143433	2.6919963076488465
CC(=O)CCC(C)=O	-1.06	-0.84	-0.55	-0.34	1.19	-0.53	-1.31	-0.85	2.6694563531836693	2.643540973121155
Cc1ccc([N+](=O)[O-])cc1	-0.63	0.12	1.64	0.08	1.08	-0.53	-1.76	-0.24	2.7088031829445818	2.704655133902919
C=C(CC(=O)OC)C(=O)OC	0.49	0.17	-0.55	0.01	0.06	-0.53	0.7	-1.27	2.6822804901301343	2.6941629233059494
C=C(C)COC	0.58	-1.1	-0.55	-0.9	0.3	-0.53	-0.65	-0.68	2.532945375615925	2.5509350018651387
Cc1cccc(CC#N)c1	0.49	-0.03	1.26	-0.08	-0.82	-0.53	-1.85	-0.14	2.7169627421024516	2.7152537549044298
c1ccc(NNc2ccccc2)cc1	-0.2	0.94	-0.55	0.7	-0.82	2.23	-0.39	0.53	2.7650349017956963	2.7646862122416596
COc1ccc(C=O)cc1OC	1.1	0.62	-0.55	0.15	0.05	-0.53	-0.6	-0.49	2.743627337570885	2.73711281657469
CCCCCCCCCCCCN(C)C	0.09	0.2	-0.55	0.59	-0.82	-0.53	0.01	1.38	2.7268494135432264	2.7261616916380134
CCOC(=O)/C(=C/c1ccccc1)C(C)=O	-2.37	1.07	-0.55	1.09	-0.82	-0.53	0.11	-0.04	2.7552267401861577	2.744886436685792
CC(C)CCC#N	-0.68	-0.95	1.19	-0.73	0.19	-0.53	-1.19	-0.22	2.633114816128496	2.632850764939801
CC(=O)OC/C=C/c1ccccc1	0.54	0.33	-0.55	0.51	0.27	-0.53	0.39	-0.02	2.730903344611624	2.7061120159040737
C1CS1	0.1	-1.38	-0.55	-1.17	0.98	-0.53	-1.95	-0.98	2.5167336366163866	2.506806848432606
C#C	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	-1.27	-1.29	2.275196141785624	2.341716114950114
ClCCC(Cl)Cl	0.1	-0.85	-0.55	-0.25	0.1	-0.53	-0.9	0.08	2.6218510955443124	2.6167376507472815
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl	0.12	-0.37	-2.04	-0.34	-0.82	-0.53	0.68	2.87	2.6275194713376826	2.5902347143350184
CCC(=O)OC(=O)CC	-0.89	-0.34	-0.55	-0.39	1.19	-0.53	1.43	-0.89	2.646550753640341	2.6559642581855205
CCOS(C)(=O)=O	0.76	-0.74	-0.55	0.29	-0.82	-0.53	1.3	-1.46	2.687216727711397	2.6542873258204267
CCOC(=O)C(O)C(O)C(=O)OCC	-1.1	0.76	3.37	0.54	-0.82	2.23	0.56	-2.18	2.7428429167274433	2.7359632516808072
Cc1ccccc1CC#N	-0.33	0.09	1.27	-0.13	-0.82	-0.53	-1.84	-0.14	2.7136165290200505	2.708437845172758
ClC(Cl)(Cl)I	0.1	-1.6	-0.55	2.3	-0.82	-0.53	3.34	0.29	2.6182050422592695	2.6126531781699303
FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F	0.1	0.25	-1.41	-0.22	-0.82	-0.53	0.11	0.83	2.5609223792574705	2.5724508084862934
CC#CCC	0.35	-1.19	-0.55	-1.28	0.19	-0.53	-2.03	-0.55	2.5175257836338214	2.5335381693229877
O=C(Cl)c1cccc(Cl)c1	-0.07	0.36	-0.54	0.49	0.84	-0.53	-0.27	0.27	2.6973601346540663	2.696957785132812
Cc1ccc(CC(C)C)cc1	-0.41	0.09	-0.55	0.31	-0.82	-0.53	-0.8	0.57	2.671311720661767	2.681228078502701
C=CCN=C=O	-0.42	-1.05	-0.55	-1.12	-0.82	-0.53	0.5	-1.13	2.5576876191963103	2.553474814562329
CC(C)OC(=O)C(=O)OC(C)C	-5.67	-0.07	-0.55	0.52	-0.82	-0.53	0.9	-0.89	2.666658354789331	2.6694058988828138
Cc1cocn1	0.1	-0.65	-0.55	-0.8	-0.82	-0.53	-0.18	-0.83	2.5576876191963103	2.5681723361484456
COC(=O)c1ccncc1	0.8	0.18	-0.55	-0.15	1.12	-0.53	0.17	-0.9	2.6822804901301343	2.6883935748684533
Cc1cc(=O)cc(C)o1	1.82	-0.21	-0.55	-0.03	1.08	-0.53	-0.54	-0.65	2.7194555901325703	2.7004493354604913
CC1CC(C)NC(C)(C)C1	1.33	-0.1	0.23	0.43	0.99	0.85	1.01	-0.07	2.632609116860944	2.6399912881410814
CC#CCCO	-0.03	-1.05	1.2	-1.12	0.19	0.85	-0.46	-1.2	2.6305804106989807	2.6321165515984366
CCOC(=O)c1cccs1	-0.01	0.5	-0.15	0.14	-0.82	-0.53	0.48	-0.23	2.69121414838279	2.700148929063663
C=CC#CCCC	-0.01	-0.9	-0.55	-0.95	0.19	-0.53	-0.8	-0.2	2.583368829892705	2.5751174622687283
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.05	-0.9	-0.55	-0.95	-0.82	-0.53	0.85	1.9	2.5510228130338692	2.553233288225916
c1ccc(Cc2ccccn2)cc1	-0.3	0.76	-0.55	0.54	2.05	-0.53	-1.19	0.24	2.7404811172953423	2.7278535809486
CCCCN(CCCC)c1ccccc1	-1.23	0.79	-0.55	0.63	2.12	-0.53	0.33	1.14	2.738740931267598	2.733262268259543
CC(C)=CCO	0.29	-1.1	1.21	-0.9	-0.82	0.85	-0.1	-0.85	2.616107757092463	2.607857438633029
CCC[Si](CCC)CCC	-0.03	0.2	-0.55	0.0	0.56	-0.53	1.79	0.9	2.6485063777121614	2.6473956592373913
CCNNCC	0.3	-1.05	-0.55	-1.12	1.23	2.23	-0.21	-1.37	2.554670835171456	2.5545619875923613
C=CCCCC	0.1	-1.05	-0.55	-1.12	-0.82	-0.53	0.18	0.05	2.5270495948927647	2.513882236610158
CCCCC#CCCCCC	-0.47	-0.33	-0.55	-0.29	1.19	-0.53	-0.69	0.93	2.6731591954541862	2.6763306985331465
CCc1nc(C)c[nH]1	0.7	-0.23	-0.55	-0.42	1.16	0.85	1.02	-0.64	2.7533148931036493	2.717801976896732
CCC(C)CC(C)(C)CC	0.21	-0.13	-0.55	0.07	-0.82	-0.53	1.15	0.99	2.63230541441367	2.632745184913032
C=CCOCCC	0.13	-0.9	-0.55	-0.95	0.22	-0.53	-0.42	-0.44	2.5612803142902894	2.5591816367228004
Nc1ccccc1	0.26	-0.51	-0.55	-0.63	0.07	2.23	0.89	-0.65	2.6601537141484544	2.656453183136861
C[C@@H]1CCCC[C@H]1O	0.31	-0.14	1.43	-0.4	-0.82	0.85	-0.11	-0.46	2.6439952055784817	2.647777380072238
C=CCCCBr	0.19	-0.85	-0.31	-0.88	0.02	-0.53	-0.78	0.04	2.600591768429376	2.6065225792036646
CCOCC(C)C	0.31	-0.95	-0.55	-0.73	1.25	-0.53	-0.53	-0.39	2.5491872461344083	2.555279395839663
CCOC(=O)C(=O)c1ccccc1	-2.61	0.71	-0.55	0.43	0.05	-0.53	0.12	-0.54	2.723988976618778	2.7303143339440616
CCNc1ccccc1	0.11	-0.21	0.15	-0.38	1.1	0.85	0.61	-0.11	2.6777437886661413	2.664568488539321
CC1(C)CC(N)CC(C)(C)N1	2.06	-0.02	0.23	0.9	1.86	3.61	1.25	-0.65	2.664312839896641	2.6789159882962617
Cc1ccc(N)nc1	-0.05	-0.28	-0.55	-0.34	0.15	2.23	1.18	-0.83	2.6991002731412457	2.700199379653698
C1CCCCCC1	0.1	-0.59	-0.55	-0.76	-0.82	-0.53	0.09	0.28	2.592787228303482	2.5753873151140265
C1CCCNCC1	0.1	-0.59	0.18	-0.76	-0.82	0.85	0.42	-0.72	2.6140002945951797	2.5965466951513054
CC#CC#CC	0.24	-1.05	-0.55	-1.12	-0.82	-0.53	-2.15	-0.79	2.6049277034284457	2.597724943260624
CCCC[Si](C)(C)C	0.05	-0.6	-0.55	0.46	0.45	-0.53	3.01	0.53	2.588999590499436	2.6056020907874764
CCC(C)(CC)c1ccccc1	-0.07	0.81	-0.55	0.28	-0.82	-0.53	-0.32	0.93	2.679564160112239	2.6984782701559276
COC1CCC(OC)O1	0.02	0.01	-0.55	-0.34	3.41	-0.53	0.17	-0.98	2.622058519778418	2.6325131140966085
CC(CO)CO	0.14	-0.8	2.98	-1.02	2.18	2.23	-0.13	-1.7	2.670385027721014	2.6920313567060874
COC(=O)c1ccc(OC)c(OC)c1	1.52	1.08	-0.55	0.56	-0.82	-0.53	0.05	-0.51	2.745191941557655	2.7367083353287467
O=C(CCl)Oc1ccccc1	-0.01	0.41	-0.55	0.17	-0.82	-0.53	0.47	-0.29	2.703850011576653	2.697823243335649
N#Cc1ccc2ccccc2c1	0.22	0.82	1.82	0.37	-0.82	-0.53	-1.49	0.27	2.7631658402006614	2.7622162115913063
CCCCCCOC=O	-0.21	-0.62	-0.55	-0.62	-0.82	-0.53	0.29	-0.35	2.632102828062753	2.6216311999298885
COc1ccc(Br)cc1OC	1.01	0.68	-0.55	0.46	-0.12	-0.53	-0.39	0.11	2.7223459424755814	2.7019351811562062
NC(=O)c1cccc([N+](=O)[O-])c1	0.19	0.49	1.66	0.51	1.95	2.23	0.02	-1.01	2.7676381476219185	2.7664797479506835
CCN(CC)CCO	0.0	-0.54	1.28	-0.76	0.21	0.85	0.0	-1.24	2.6396358768118477	2.6411401692293417
CC(=O)CO	0.1	-1.13	1.14	-1.07	-0.82	0.85	-0.41	-1.72	2.6218510955443124	2.621637387899951
COC(=O)CC(=O)OC	-3.06	-0.34	-0.55	-0.39	-0.82	-0.53	0.44	-1.62	2.657581662100898	2.652423634106045
Cc1ccc(CBr)cc1	0.04	0.29	-0.34	-0.07	0.02	-0.53	-1.67	0.38	2.692979037459632	2.6928911870825467
Cc1ccc(N)cc1	-0.08	-0.28	-0.55	-0.34	0.07	2.23	0.98	-0.45	2.6753658409478986	2.6798862853582586
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]	1.14	2.56	1.76	2.48	1.08	-0.53	0.03	2.0	2.8002701848037037	2.789672660030403
Cc1cccc(C=O)c1	-0.17	-0.1	-0.55	-0.26	0.05	-0.53	-1.62	-0.3	2.67407999402218	2.675887339852634
Cc1cc(Cl)n(C)n1	0.83	0.08	0.46	-0.09	0.29	-0.53	-0.44	-0.57	2.634124451552187	2.6583297400729897
CCOc1ccccc1O	-0.02	0.09	1.42	-0.13	-0.82	0.85	-0.07	-0.32	2.690329006973969	2.695879482938655
CNCCNC	0.18	-1.05	0.75	-1.12	1.23	2.23	0.67	-1.81	2.5945582800022815	2.6088568249380057
Cl/C=C\CCl	0.1	-0.99	-0.55	-1.05	0.97	-0.53	-1.88	-0.2	2.5768594297075027	2.577634984684033
CC(C)C(C)C(C)C	0.44	-0.39	-0.55	-0.35	-0.82	-0.53	1.23	0.41	2.587318014514068	2.592514591791371
C=C/C=C/C#N	-0.28	-1.05	1.14	-1.12	0.13	-0.53	-1.11	-0.66	2.6124129591954146	2.615205169113986
OCC(F)(F)C(F)C(F)(F)F	-1.07	-1.19	1.1	-1.28	-0.82	0.85	0.67	-0.49	2.591231611251554	2.596425213615164
CCCCCCCCCCCCCS	0.08	0.2	-0.55	0.32	-0.82	0.85	0.04	1.86	2.7512406009927677	2.7487228101826164
OCCN1CCOCC1	0.23	-0.21	1.3	-0.38	2.25	0.85	-0.42	-1.88	2.6991002731412457	2.6961827376358745
C=C[Si](C=C)(C=C)C=C	0.83	0.98	-0.55	0.13	-0.82	-0.53	1.66	0.03	2.6056820612789826	2.624619921090595
Oc1cccc2ccccc12	0.62	0.65	1.9	0.24	0.03	0.85	-0.33	0.16	2.7490789672538862	2.74353707519261
C/C=C/C(=O)OCC	0.21	-0.7	-0.55	-0.66	0.13	-0.53	0.93	-0.74	2.61320735210376	2.6029472690038853
N#CCCO	0.1	-1.19	2.8	-1.28	-0.82	0.85	-0.56	-1.52	2.6938587997009296	2.681121541614128
N#CCc1ccc2ccccc2c1	0.45	0.89	1.82	0.55	-0.82	-0.53	-1.86	0.39	2.7605355662208573	2.7576908324915106
CCCC(C)C=O	-0.02	-0.75	-0.55	-0.84	0.11	-0.53	-1.36	-0.42	2.591231611251554	2.6051471326064513
ClCCCCCCCCCl	0.1	-0.27	-0.55	-0.22	1.02	-0.53	-1.38	0.96	2.711089840140532	2.7072978226109092
CC(Cl)=C(Cl)Cl	0.1	-0.17	-0.45	-0.05	-0.03	-0.53	0.26	0.38	2.5923433345820435	2.613537488175591
C=C(C)CC(C)O	0.68	-1.06	1.32	-0.5	-0.82	0.85	-0.01	-0.6	2.6043880730385607	2.610125128738394
SC1CCCCC1	0.13	-0.35	-0.39	-0.44	0.01	0.85	-0.3	-0.03	2.635534009471285	2.6456074679512978
CCCOC(=O)CCC	-0.41	-0.55	-0.55	-0.5	0.19	-0.53	0.8	-0.35	2.619249898968967	2.6209861073279437
CC(Br)CCl	0.1	-0.54	-0.55	-0.52	0.86	-0.53	-1.67	-0.18	2.5923433345820435	2.610024489292328
CC(=O)C1C(=O)C=C(C)OC1=O	0.37	0.48	-0.55	0.59	0.13	-0.53	-0.36	-1.31	2.734919783872693	2.725018827945167
CCCC(=O)C(C)C	0.47	-0.52	-0.55	-0.51	1.11	-0.53	-0.72	-0.18	2.610819800835439	2.6056153728053237
CCC(=O)Br	0.1	-0.89	-0.55	-0.61	0.19	-0.53	-0.31	-0.61	2.574204950786184	2.5753664008055273
Cc1cc(C(C)(C)C)c(C)cc1O	0.82	0.77	1.5	1.07	-0.82	0.85	0.15	0.64	2.730095580067584	2.7229954889965122
O=C(Cl)c1ccccc1F	-0.02	0.02	-0.71	0.0	-0.82	-0.53	-0.58	-0.05	2.6804714924842656	2.662279641046822
CC(C)(C)O	0.1	-1.6	1.29	-0.51	-0.82	0.85	0.25	-0.96	2.550900682976286	2.5401409999370617
C1CCC2CCCC2C1	0.43	0.24	-0.55	-0.17	-0.82	-0.53	-0.24	0.43	2.643600706192297	2.645081289488287
CC(C)F	0.1	-1.6	-0.55	-1.59	-0.82	-0.53	-1.07	-0.59	2.4202033743532962	2.470276361390394
Oc1c(Br)cccc1Br	0.23	1.12	1.42	0.53	-0.82	0.85	-0.14	0.4	2.7227572841258656	2.7205180261077144
Cc1cc(Cl)ccc1N	0.39	0.19	-0.39	0.09	0.86	2.23	1.09	-0.04	2.7136165290200505	2.7116930446475185
CC1(C)CO1	0.1	-0.95	-0.55	-0.67	-0.82	-0.53	-0.35	-0.95	2.5120837583439175	2.5428721053772403
CC(C)COCOCC(C)C	-1.11	-0.42	-0.55	0.15	-0.82	-0.53	0.09	-0.0	2.6421181336945816	2.6496071140842647
O=C(Br)CBr	0.1	-0.19	-0.46	-0.42	-0.82	-0.53	-0.71	-0.62	2.624952104663122	2.615811502841779
CCCCC(C)CC	0.05	-0.6	-0.55	-0.67	-0.82	-0.53	0.95	0.59	2.5923433345820435	2.5958020750092796
O=C(CCl)c1ccc(Cl)cc1	0.26	0.76	-0.41	0.43	0.84	-0.53	-1.21	0.3	2.734919783872693	2.7198911256518823
O=C(O)c1c[nH]cn1	0.62	-0.25	1.22	-0.38	0.15	2.23	0.5	-1.38	2.754080642190165	2.739014920154462
CCCC[Si](C)(C)Cl	0.06	-0.49	-0.55	0.93	-0.82	-0.53	2.09	0.59	2.6150553041797213	2.618261415239728
COC(=O)C(Cl)Cl	0.1	-0.25	-0.55	-0.19	-0.82	-0.53	0.54	-0.84	2.6191455263460415	2.6135764603519545
Cc1cc(C)oc(=O)c1	1.48	-0.21	-0.55	-0.03	0.13	-0.53	0.82	-0.65	2.7144555024904737	2.6743894433776583
CCCOCCC	0.19	-0.9	-0.55	-0.95	1.25	-0.53	-0.55	-0.3	2.560086048497414	2.557041027687297
CC1CCO1	0.1	-0.8	-0.55	-0.96	0.22	-0.53	-0.85	-0.95	2.521334256777568	2.5497536500185376
CCc1nc(C)cnc1C	1.11	0.21	-0.55	-0.01	0.15	-0.53	-0.3	-0.4	2.656720915213298	2.678910675797005
CCCCCCCC(=O)OCCC	-0.61	0.04	-0.55	0.17	0.19	-0.53	0.78	0.64	2.698578963307436	2.6923876721688127
CC(C)Nc1ccccc1	-0.16	-0.15	0.17	0.02	1.02	0.85	0.76	0.14	2.6777437886661413	2.6910957293743487
FC(Cl)(Cl)I	0.1	-1.6	-0.55	0.72	-0.82	-0.53	2.54	0.12	2.560086048497414	2.553338119202115
C/C=C/C=O	0.1	-1.19	-0.55	-1.28	-0.82	-0.53	-1.37	-0.97	2.5754765086019	2.52764694521305
CCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F	-9.25	-0.53	-0.55	-0.2	-0.82	-0.53	1.26	2.18	2.595661530898903	2.5936621693103903
C[Si](C)(C)CBr	0.1	0.23	-0.55	0.38	-0.82	-0.53	2.0	-0.02	2.5906746805752014	2.609194953957836
COc1ccc(C(C)=O)c(OC)c1OC	-1.77	1.21	-0.55	0.8	-0.82	-0.53	-0.43	-0.24	2.7552267401861577	2.7370872028451276
CC(C)C(c1ccccc1)C(C)C	0.29	0.54	-0.55	0.64	-0.82	-0.53	-0.37	1.13	2.6935950581046235	2.693038817553655
BrCCCCCBr	0.18	-0.5	-0.05	-0.48	0.85	-0.53	-1.64	0.42	2.6949998327470954	2.6796348198667794
CCOC(=O)c1ccccc1[N+](=O)[O-]	-1.72	0.81	1.73	0.71	0.13	-0.53	-0.4	-0.33	2.738899418444579	2.743862524691502
C#CCO	0.1	-1.31	1.1	-1.45	-0.82	0.85	-0.05	-1.69	2.587430322371405	2.595523444002291
C[C@@H]1CC[C@@H](C)C1	0.23	-0.48	-0.55	-0.5	-0.82	-0.53	0.39	0.1	2.5621143505886863	2.5814434240907818
CCCCCCCC(=O)O	-0.03	-0.52	1.24	-0.23	0.19	0.85	0.85	0.09	2.7093971770530683	2.6990962733374197
CCC(=O)Cc1ccccc1	-0.56	0.21	-0.55	0.07	1.19	-0.53	-1.34	-0.05	2.7016974770258484	2.7040179610019535
CCO[PH](=O)OCC	0.18	-0.25	-0.55	-0.27	-0.82	0.85	1.14	-0.53	2.6140002945951797	2.6508977174585393
CC(F)(Cl)CCl	0.1	-0.72	-0.92	-0.75	-0.82	-0.53	0.16	-0.09	2.558408539791075	2.5418501841335797
CCO[Si](Cl)(OCC)OCC	0.01	0.92	-0.55	0.96	2.28	-0.53	3.14	-0.33	2.632609116860944	2.630439877534677
CCC(C)CC	0.17	-0.8	-0.55	-1.02	-0.82	-0.53	1.13	0.1	2.526791432018821	2.521506253009876
FCCCF	0.1	-1.6	-0.55	-1.59	0.19	-0.53	-1.92	-0.62	2.4979657387799	2.5038568489550217
CN1CN(C)CN(C)C1	1.56	-0.21	-0.55	-0.03	-0.82	-0.53	0.47	-1.66	2.639386869017684	2.6452379696508985
C[SiH](Cl)Cl	0.1	-1.6	-0.55	0.21	-0.82	-0.53	1.89	-0.62	2.497137064051958	2.502496797317202
c1ccc(-c2ccccn2)cc1	-0.18	0.67	-0.55	0.33	1.02	-0.53	-0.91	0.29	2.735718633508221	2.7344857241885
Cc1cccc(O)c1O	1.02	0.19	3.29	-0.16	-0.82	2.23	0.04	-0.56	2.711089840140532	2.7150865999200455
O=C(Oc1ccccc1)Oc1ccccc1	-2.33	1.22	-0.55	1.17	-0.82	-0.53	1.6	0.62	2.76279106067973	2.7438900641742836
CCOc1ccccc1F	-0.5	-0.21	-0.55	-0.38	-0.82	-0.53	-0.38	-0.04	2.647920614581567	2.6384313724294888
C/C=C(\Cl)C(=O)O	0.48	-0.27	1.15	-0.51	-0.82	0.85	0.91	-0.68	2.68587603571674	2.694836171040029
CC(C)(C)OC=O	0.1	-1.02	-0.55	-0.37	-0.82	-0.53	0.56	-0.84	2.5510228130338692	2.546815592489641
Cc1cccc(F)c1	0.44	-0.51	-0.55	-0.63	-0.82	-0.53	-0.87	-0.1	2.588999590499436	2.5888385787499253
CCC1CCCC1	0.27	-0.42	-0.55	-0.72	-0.82	-0.53	0.27	0.19	2.5759379717686035	2.5745511726840236
CCCC1CCCCN1	0.18	-0.21	0.21	-0.38	0.13	0.85	0.64	-0.23	2.6431070774941166	2.644335256064907
CCCCCCC(C)(C)S	0.0	-0.51	-0.55	0.45	-0.07	0.85	0.52	0.87	2.663842212973794	2.668204514731936
Oc1c(Cl)cc(Cl)cc1Cl	0.2	0.89	1.56	0.68	-0.03	0.85	-0.17	0.67	2.715292858349809	2.7197326453866664
O=C1CCC(=O)N1c1ccccc1	-0.23	1.03	-0.55	0.66	1.19	-0.53	0.44	-0.6	2.828111850128304	2.782730420280869
CCN(C=O)CC	0.46	-0.6	-0.55	-0.94	1.23	-0.53	0.49	-1.14	2.653839375402497	2.6253715647223967
CC(C)CC(=O)OC(C)C	-0.21	-0.6	-0.55	0.13	0.19	-0.53	0.92	-0.19	2.6182050422592695	2.6318166186757117
CCc1ccco1	0.52	-0.42	-0.55	-0.72	0.19	-0.53	-0.44	-0.28	2.562471304977469	2.5767639115439622
COc1ccccc1CO	0.66	0.19	1.35	-0.22	0.05	0.85	-0.42	-0.7	2.71779528233997	2.720655804588817
O=C(Cl)OCCOCCOC(=O)Cl	-0.46	0.04	-0.55	0.95	2.81	-0.53	1.05	-0.34	2.7008334670285428	2.6807803840891076
CCCCCCCCCCCCCCCCCO	0.1	0.67	1.32	0.87	0.22	0.85	-0.0	2.25	2.7825801094983293	2.780079045496689
CC(C)CCN	0.25	-1.1	-0.55	-0.9	-0.82	2.23	1.31	-0.82	2.5672028727584837	2.5640894601828967
CCCCC(=O)CCCC	-0.88	-0.39	-0.55	-0.33	1.19	-0.53	-0.78	0.41	2.6642187553031396	2.650691711438439
OC(C(F)(F)F)C(F)(F)F	0.1	-1.6	1.07	-1.11	-0.82	0.85	1.49	-0.52	2.521334256777568	2.5069675389597745
CC(=O)CC(C)O	0.75	-1.06	1.29	-0.5	0.19	0.85	-0.47	-1.23	2.6533572544805337	2.6390569243834987
CCC#CCCCCCC	0.04	-0.48	-0.55	-0.46	1.19	-0.53	-0.8	0.68	2.6533572544805337	2.656710845961481
Fc1ccc(F)c(F)c1	0.1	-0.74	-0.55	-0.93	0.13	-0.53	-1.05	-0.12	2.560086048497414	2.5627355050874905
C=C=CC	0.1	-1.31	-0.55	-1.45	-0.82	-0.53	-1.68	-0.6	2.453394793613277	2.4770980198563435
CCC(C)C(C)(C)C	0.35	-0.4	-0.55	-0.2	-0.82	-0.53	1.35	0.5	2.583368829892705	2.59245753953966
BrCCCBr	0.1	-0.79	-0.07	-0.82	0.85	-0.53	-2.36	-0.08	2.643896614322234	2.6401324983495593
O=C1CCc2ccccc21	0.54	0.52	-0.55	0.08	1.06	-0.53	-1.34	-0.3	2.712775931676611	2.7059611203732814
CC(C)OC=O	0.1	-1.1	-0.55	-0.9	-0.82	-0.53	0.41	-1.09	2.5331999071876963	2.5457090087703023
C#CCCCCCC	0.04	-0.76	-0.55	-0.79	0.19	-0.53	-0.87	0.19	2.6014624254946224	2.606657318640298
CCCC(C)C(C)CC	0.23	-0.25	-0.55	-0.44	-0.82	-0.53	1.03	0.75	2.616738006783775	2.606465311503098
C=CC(=O)Cl	0.1	-1.01	-0.65	-0.84	-0.82	-0.53	0.34	-0.85	2.542389669540937	2.558829212074809
CCCCCCCCCCCCCCCCCCCCCCCCCCCC	0.08	2.1	-0.55	2.52	-0.82	-0.53	0.47	5.61	2.84803508454364	2.8513849947933374
CC(O)CCCO	-0.25	-0.95	3.07	-0.73	0.22	2.23	-0.06	-1.36	2.676830733600716	2.6911816420773595
CCOP(Cl)OCC	0.06	-0.01	-0.55	0.02	-0.82	-0.53	1.36	0.15	2.629562492778617	2.642966538580819
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-1.99	0.71	-2.16	1.25	0.21	0.85	0.7	1.65	2.671311720661767	2.6951111636364904
Cc1ccc(O)c(O)c1	0.04	0.04	3.26	-0.1	-0.82	2.23	0.02	-0.56	2.7194555901325703	2.7248890013736204
OCCCC(F)(F)F	-0.98	-1.19	1.16	-1.28	1.22	0.85	1.25	-0.61	2.6000467200622737	2.5911149360577146
FC(F)C(F)(F)C(F)Cl	0.1	-1.17	-0.55	-1.33	-0.82	-0.53	0.24	0.08	2.4789270555829246	2.4657257002059056
Cc1ccc(F)cc1	-0.84	-0.51	-0.55	-0.63	-0.82	-0.53	-0.87	-0.1	2.5907861238608794	2.6046275511287122
CCCCCCCCCCCCCC	0.07	0.1	-0.55	0.21	-0.82	-0.53	0.61	2.16	2.7215220885210325	2.7066528324568213
