SMILES;Name;Cluster;Center
CC1CCC23CC(C)(O)C2CC(C)(C)CC13;CNP0240013;100;No
CC(C=CC=C(CO)C(N)=O)C(O)C(C)C(O)C(C)C1OC2(C)CCC(O2)C1C;CNP0108050;100;No
C=C1CCC2OC2(C)CCC2C(C1OO)C2(C)C;CNP0245286;100;No
CC(C)=CCCC1(C)C2CCC1(C)C(O)C2;CNP0160834;100;No
CC1CC2CC(C)C(C)(C#N)C3CCC4C(C1CCC4(C)N=C=S)C23;CNP0101245;100;No
CC(C)C1C=CC(C)(O)CC=CC(C)(O)CCC2OC2(C)CC1;CNP0264626;100;No
CC(C)(O)C#CCN1CC2(C)CC1CC(C)(C)C2;CNP0252771;100;No
C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)CCC[C@](C)(O)[C@]2(O)C1;NPC50847;100;No
CC=C(C)CCC1(C)C2CC3C(C2)C31C;CNP0149410;100;No
COCC1(O)C23CCCC2C=CC2CC1(C)C(C)(C)C23;CNP0087797;100;No
C=C1C2C3CCC2(C)C(O)CC12CCC(C)C2CCC3C;CNP0315031;100;No
CC(C)=CC1CCC2(C)C(O)CCC(C)(O)C12;CNP0419925;100;No
CC1(CO)CC2C(O)C3(O)COC(C)(C2C1)C31CC1;CNP0310485;100;No
CC1CCC2C1CC1CCC2(C)OC1(C)CO;CNP0146173;100;No
CC1C(C(C)(O)CCC(O)C(C)(C)O)CCC1(C)O;CNP0072058;100;No
CC(C)C1CCC2(C)C(Br)CCC(C)(O)C2C1Cl;CNP0252261;100;No
CC1(C2CCCC2C(=O)O)OC1C(=O)O;CNP0054296;100;No
CC(C)=C[C@@H](C)[C@H]1CC[C@H]2[C@@]34C=C[C@]5(CCCC[C@]5(C)[C@H]3CC[C@]12C)OO4;NPC474230;100;No
CCCCCC1CC2C3NC(CNC)CCC3CC34C(O)CC5(C)CCCC(O)(C5)C3CC24C1;CNP0420905;100;No
CC1CCC2(C(C)C)OC2C2(O)C1CCC2(C)O;CNP0194038;100;No
[C-]#[N+]C1(C)CCC(C(C)=CC(O)C2OC2(C)C)CC1;CNP0434787;100;No
CC(=O)N1CC23C=CC(CC2CC12CCCC2)O3;CNP0367136;100;No
CC12CCC(C1)C(C)(C)C2O;['NPC150713',;100;No
CC1CC(O)C2=C(CO)C(C)(C)C3CCC21C3;CNP0176891;100;No
CC1(C)CC23C1CCC2(C)CCCC3(C)O;CNP0129658;100;No
CC(C)C1CCC2(C)C3CCC(C)(O)C2C13;CNP0002820;100;No
CC1CC(O)CC(C)(C)C1CCC(=O)CO;CNP0387230;100;No
COC1CC2C(O)CC(C)(O)C2C(OC)O1;CNP0124224;100;No
C=CC1(C)CCC(C)(C(C)C(=O)C=CC(C)(C)O)O1;CNP0118113;100;No
CC(C)C(C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@@]13O[C@@]21[C@H](O)[C@@H]1O[C@@]12C[C@@H](O)CC[C@]32C;NPC476021;100;No
CNCCNCC1CCCC12CC1C2C(O)CC2(C)CCCC1(O)C2;CNP0096246;100;No
CC(=O)C(O)CC1C(C2C3CCC32C)C1(C)C;CNP0430350;100;No
CC1(C)CC2(C)C(CCC34OCC5(CCCCC53)C(O)CC24C)C2(C)CCC(O)CC12;CNP0350417;100;No
CC1(O)CC2CCC1C2(C)C;CNP0385776;100;No
CC1(C)CC2C(O)C(O)(CO)C3(O)C(O)C(O)C3(C)C2C1;CNP0263105;100;No
C=CC1(C)CC(O)C2C(O)(CCC3C(C)(C)CCC(O)C32C)C1;CNP0316177;100;No
CC(C)CN1CC2(C)CNCC(C)(C1)C2;CNP0399078;100;No
CC(=O)C=CC1(O)C(C)(C)CC(O)CC1(C)O;CNP0302253;100;No
CC1COCC23CCC2(O1)C(C)C1CC(C)(C)CC1C3;CNP0397182;100;No
CC1(O)CCC2CC1C2(C)C;CNP0114831;100;No
CC(O)C=CC12OC1(C)CC(OC1OC(CO)CC(O)(O)C1O)CC2(C)C;CNP0340889;100;No
C=C1C(O)CC2(O)CC3(O)CC(C)(C)CC3C12C;CNP0108320;100;No
CNC1CCC23CC4(CCCC14)C2C(O)CC1(C)CCCC3(O)C1;CNP0343509;100;No
CC1(C)C=CCC2(C)OC2CCC2(C)OC2C1;CNP0131609;100;No
CC1(O)CCC2(CCC(=O)NC3CC3)C(NC(=O)C3CC3)CC(C)(C)C2C1;CNP0196792;100;No
CC(C)C1CCC2(C)C(O)CCC(O)(CO)C2(O)C1O;CNP0258897;100;No
C=CC1(C)CCC2(O1)C(C)CC(O)C1C(C)(CO)CCCC12C;CNP0202468;100;No
CC1CCC2(O)C3C1CCC2(C)CC3(C)C;CNP0219553;100;No
C=CC(C)=CC(=O)C1OC1(C)C;CNP0324964;100;No
CC1(C)C(=CC2OCCO2)C2CCC1C2;CNP0068469;100;No
CC12CCCC(C)(N=C=S)C1C1C(CC2)C1(C)C;CNP0231668;100;No
CC1(O)CCC2C(C1N=C=S)C(C1(C)CCC(Cl)C(C)(C)O1)CCC2(C)NC=O;CNP0165555;100;No
CC1(C)CC(O)C2(C)CCC(O)C3(C)CC3C12;CNP0154496;100;No
CN1CC2(C)CCCC34C1C(CC23)C12CCC(CC41)C(O)(CO)C2O;CNP0193675;100;No
CC(C)(O)C1C=CC(O)(CO)CC1;CNP0244846;100;No
CC1(C)CC(O)CC2(C)C1CCC1CC3(O)CC12CCC3(C)O;CNP0295165;100;No
CC1(O)CC2OC23C(C)(C)C(Cl)C(O)CC3(C)C1C(=O)O;CNP0223157;100;No
C[C@H]1C[C@H]2C[C@@H](C)[C@@](C)(C#N)[C@H]3CC[C@H]4[C@H]([C@H]23)[C@@H]1CC[C@]4(C)N=CO;NPC476288;100;No
CC(=CCCC1(C)OC2(C)CCC1C2C)CO;CNP0259202;100;No
CC(C)N1CC2(C)CNCC(C)(C1)C2;CNP0337150;100;No
CC1CC(O)C2C(C)(CO)CCCC2(C)C12CCC1(C=COC1)O2;CNP0183358;100;No
C=CC1(C)CCC(C2(C)CCC(C(C)(C)O)O2)O1;CNP0282294;100;No
CC(C)C1CCC(C)C2CCCC2(C)C1;CNP0140528;100;No
COC(=O)C12CCC(C1)C(C)(C)C2(Br)CBr;CNP0372306;100;No
CCC(=NO)C1CC2(C)CCC1C2(C)C;CNP0022769;100;No
CC1(C)C(C(=O)O)CCC1C(=O)O;CNP0416897;100;No
CC1CCC2C(C[N+]#CS)CCC3C(C12)C3(C)C;CNP0051584;100;No
CC(C)(O)C1CCC2(C)C=COC=CC2C1;CNP0398926;100;No
CC(=O)NC1C2CCC(C)(C1NC(C)=O)C2(C)C;CNP0058321;100;No
C=C1C(O)CC2CC3(C)C(O)CC(C)(C)C3C12O;CNP0277555;100;No
CC(=CCO)CCC1C(C)(O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CC(O)CC12C;CNP0086818;100;No
CC(C)=CCCC1(C)OC2CCC1CC2;CNP0173111;100;No
CC1CCC2C1C1C(CC(O)C2(C)O)C1(C)CO;CNP0361305;100;No
CC1(O)CCC2C(CO)C(=O)OCC21;CNP0133129;100;No
CC(C)C12CCC(C)(CC1)O2;['CNP0334277',;100;No
C=C(C(=O)O)C1CCC(C)C2CCC(O)C2(C)C1;CNP0139440;100;No
CC(C1C(O)CC2(C)C3CCC4C5(C)COCNC5CCC45CC35CCC12C)N(C)C;CNP0144875;100;No
CC(C)C1CCC(C)C23CCC(C)(O)C(O)C12O3;CNP0436247;100;No
CC1(C)CCC2(C)CCC3(C)C(CCC4(C)C5=C(CCC43C)OCCC5)C2C1;CNP0161744;100;No
CC(=CC(C)C1CCC2C1(C)CCC1C23C=CC2(CC(OS(=O)(=O)[O-])CCC12C)OO3)C(C)C(C)C;CNP0068904;100;No
C=C(CCC1OC(C(C)(C)O)CCC1(C)O)C1CCC2OC(C3(C)CCC(Br)C(C)(C)O3)CCC2(C)O1;CNP0332889;100;No
C=CC1(C)CCC(C(C)CC(=O)O)O1;CNP0237529;100;No
CC(C)C1CC(O)C(C)C2CCC(O)C3(C)OC123;CNP0300209;100;No
COC1(C)CCC2C(C3C1CCC3(C)O)C2(C)C;CNP0284442;100;No
CC1(C(Cl)Cl)C2C(Cl)CC1(C(Cl)Cl)C(Cl)C2Cl;CNP0204782;100;No
CC(=O)OC1(C)CCC(C(C)C)C2C3OC(CC4(C)OC3(C)CCC4O)C21;CNP0150265;100;No
CC(C)C1=C(O)C2C(C)(O)CCC(O)C2(C)CC1;CNP0075023;100;No
C=CC(C)(O)CC=CC1(C)CCC(C(C)(C)O)O1;CNP0146961;100;No
CC12CCCC(O)(C1)C1CC34CCCC3C3[NH2+]CCCC3CC14C(O)C2;CNP0059799;100;No
CC1CCC2OC2(C)CCC2(C(C)C)OC2C1O;CNP0211304;100;No
CC1CCC2C1C1C(CCC2(C)NC(=S)N(C)C)C1(C)C;CNP0146335;100;No
CC12CCC(CCC1=NO)C2(C)C;CNP0127036;100;No
CC(C)C(=O)C1CCC2(O)CCCC(C)C12C;CNP0182317;100;No
CC1CCC2C1C1C(CCC2(C)O)C1(C)CO;CNP0159887;100;No
C=C(CCC(O)C1(C)CCC(C(C)(C)O)O1)C1CCC2OC3(C)CCC(Br)C(C)(C)OC3CCC2(C)O1;CNP0258850;100;No
CC1C2(O)CC34C=CCC56C(CC3)CC3(C)C7CC(C)(C(=O)O)CCC7(C)CCC3(C)C5CCC1(CO2)C46CO;CNP0100518;100;No
CC(=O)C12CC(O)(C(C)(C)O)CCC1(C)CCC2O;CNP0201312;100;No
C=C1CC23CC(O)C4(O)C(C(O)C(O)C4(C)C)C(C)(O)C2CCC1C3O;CNP0134541;100;No
CC1CC2C(C)CCCC2(C)CC1O;CNP0217582;100;No
C=C(C=O)C1CCC2(C)CCCC(C)(O)C2C1;CNP0210607;100;No
C=CC1(C)CCC2(C)C(CCC3(O)C2CCC(O)C3(C)CO)C1;CNP0273743;100;No
CC(=O)CCC1C(C)CC(O)CC1(C)C;CNP0240637;100;No
CC(C(=O)O)=C1CC2N(C)C1(O)CC1(C)C(N)CCC21C;CNP0291877;100;No
CC1(O)CCC(O)CC1;CNP0296660;100;No
C=C1C(C)CCC2(C)C1CCC(O)(CO)C2CO;CNP0355751;100;No
CCCCCC1CC2(CC1CO)CC1C2CCC2(C)CCCC1(O)C2;CNP0372436;100;No
CC(CO)C1CCC2(C)C3CC4C(C13)C42C;CNP0302120;100;No
COC(C=C(C)C1CCC(C)(NC=O)CC1)C(O)C(C)C;CNP0433745;100;No
CC1CCC2(C(C)C)OOC3(C)CCC1C2C3;CNP0319744;100;No
CC(C)[C@@H]1C[C@]2(C)[C@@H]3C[C@H]1[C@H]2CC[C@]3(C)N=CO;NPC477739;100;No
CC(=O)C(C)(C)C1CC2CCC(C)(C)C2(C)O1;CNP0181761;100;No
CC12CC3C=CC1C(O)C1C(CC14CCC(CO)C4)C(O)(C3)C2;CNP0419796;100;No
C=C[C@@](C)(O)CC[C@@H](O)[C@]1(C)CC[C@H](C(C)(C)O)O1;NPC250836;100;No
CC1CCC23CCCC(CC12)C3(C)C;CNP0213890;100;No
CC1(O)CCC(Br)C2(C)CCC3C(C12)C3(C)C;CNP0109800;100;No
CC1CCCC2(CCC(CCO)O2)O1;CNP0324344;100;No
CC(C)[C@@H]1C[C@@H]2C[C@@]13CC[C@]1(C)[C@@H](Br)CC[C@@](C)(O)[C@H]1[C@@H]3[C@H]2O;NPC329871;100;No
C=C1COC2(O)CC(C)C3CC4OC4(C)C(O)C3C12O;CNP0201534;100;No
CC1(C)CCC2(C)CCC3(C)C4CCC5C(C)(C)C6CCC5(O6)C4(C)CCC3(C)C2C1;CNP0261744;100;No
CC1(CO)C2CC3C(C2)C31C;CNP0206697;100;No
C=C1[C@@H]2CC[C@@H]3[C@](C2)([C@@H]2C[C@@H]4C(C)(C)[C@@H]5CC[C@@]43C(O5)O2)[C@@H]1O;NPC469738;100;No
CC(C)C1C2CC3(C)C(O)CCC(C)(O)C3C21;CNP0120731;100;No
CC1C2(O)CC(O)C3(CO)C4(C)CCC5(C)C6CC(C)(C(=O)O)CCC6(C)CCC5(C)C4CCC13CO2;CNP0417066;100;No
CC1CCCC2CCCC(O)C12C;CNP0081047;100;No
CC1CCC2C3(C)COC(C)(C)OC3CCC2(C)C12CCC1(CCOC(C)(C)OC1)O2;CNP0254664;100;No
CC1(O)CCC2(CCC(=O)N3CCCC3)C(NC(=O)C3CC3)CC(C)(C)C2C1;CNP0092191;100;No
CC1(O)CC23CC1CCC2C(C)(O)C1C2OC2C(C)(C)C1(O)C(O)C3;CNP0145448;100;No
OCCC1(CO)CCC(CO)CC1O;CNP0118452;100;No
COC1(O)CCCC(O)(O)C1(O)O;CNP0133841;100;No
CC(C)C12CC1C(C)(O)C(O)C2O;CNP0235846;100;No
C=C1CC2(CCC3(CCC(CCC(C)C)C3)C2)C2OC2(C)CCC2C1CC2(C)C;CNP0229202;100;No
C=CC1(C)CCC(O)(C(C)C)O1;CNP0088384;100;No
CC1CC(O)C(C2CC3CCC2(C)C3(C)C)CC1C;CNP0386603;100;No
C=C1CC2(CCC(CCC3(O)CCCC(O)C3)C2)C2OC2(C)CCC2C1CC2(C1CCCCC1)C1CCCC1;CNP0098182;100;No
CCOC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21;CNP0366441;100;No
CC(C)C1CCC2(C)C1C1OC2(O)CCC1(C)O;CNP0282231;100;No
CC1(C)CC23CCC1C2(C)CCC1OC13C;CNP0075976;100;No
CC1CCC2N(C1)CC1C(C(O)C(O)C3(O)C1CC14OC(=O)C5(O)CCC1(C)C5CCC34)C2(C)O;CNP0231659;100;No
CC1(C)CC2C(C1)C1(C)CC13C(O)OCC3(O)C2O;CNP0041893;100;No
CC1CCC(C)(C(=O)C[N+](C)(C)C)C1(C)C;CNP0047216;100;No
C=C1CC[C@@H](O)[C@]2(C)CC[C@@H](C(C)C)C[C@@]12O;NPC283316;100;No
CC(C)CC1CC1C(C)C1CCC2C1(C)CCC1C23C=CC2(CC(O)CCC12C)OO3;CNP0174388;100;No
C=C1CCC(C(C)(C)O)CC2C1CCC2(C)O;CNP0193277;100;No
C=CC1(C)CCC2=C(C(OC)CC3C(C)(C)CCC(O)C23C)C1O;CNP0124083;100;No
CC1(C)C(Cl)CC(Br)C(=CCCl)C1Cl;CNP0229301;100;No
CC1(O)CCC2(CCC(=O)N3CCOCC3)C(NC3CCOCC3)CC(C)(C)C2C1;CNP0168254;100;No
CC1CC2CC(C1O)C2(C)C;CNP0231491;100;No
CC(=O)CC[C@@H]1[C@H]([C@H]2CC(O)OC[C@H]2C)[C@@]1(C)CO;NPC473899;100;No
NC(N)=[NH+]CC1COC2(CCCCC2)O1;CNP0276739;100;No
C=C(CO)C12OC1C1(C)C(C)CCCC1C(O)C2O;CNP0114262;100;No
CC1(C)C2CCC(C=O)C1C2;CNP0127558;100;No
CC1=C2CCC(C)CCCC3(C)OC(C2O)C2(C)CCC3C12;CNP0329882;100;No
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2;CNP0034116;100;No
CC(CC(=O)CC12COC3(CO)CCC1CC32)C(=O)O;CNP0086625;100;No
CC1(O)CCC2C1C=CCCC2(C)O;CNP0252671;100;No
CCOCCC1CCCC12CC(C)C13CCC(C)=C1CC21C24C=CC5(C=CC2=CCC31C)C(CCCO)CCC51CN14;CNP0248595;298;No
C=C1C=CCC(C)CC=C2C(=C)C3C1CCC3(C)C(O)C2O;CNP0154406;298;No
CC1(C)CC2C(=O)C3(C)CCC(C(=O)O)=C3C2C1;CNP0111813;298;No
C=C1C=CC2C(C)(C)CCCC2(C)CC1;CNP0119662;298;No
CC=CC(=O)C1=C(C)C(O)=CCC1(C)C;CNP0367959;298;No
CC(C)CCC=C1C(=O)C2(C)CCC1C2(C)C;CNP0022097;298;No
CCOC1(C)CCC2C1C=C(C(C)C)CCC2(C)O;CNP0207925;298;No
CC1(C)OC2(C3CCCC(Cc4ccccc4)C3)CCC1C(N)C2;CNP0311968;298;No
COC1C=C(O)C2C3C4CCC5(CCC6(CCC7(CCCC7)C6)C5)C3(C)C(C)(C4)C12O;CNP0165457;298;No
C=C1C2CCC(C2)C1(C)CCC=C(CO)CO;CNP0223138;298;No
CC(C)C1CCC2(C)C(O)CCC(CO)=CC12;CNP0202140;298;No
CCOCC1C(=O)C2(C)CCC1C2(C)C;CNP0067597;298;No
C=C1CC(CC=C(C)C)CC(C)(C)C1CO;CNP0088269;298;No
COC1=C(OC)C2C(=CC1OC)CC(C)C(C)(O)CC1=CC(OC)C(OC)=C(OC)C12;CNP0196311;298;No
CC(C)=C1CCN2[C@H]3C[C@H]4C5=CC[C@H]6C[C@H](N(C)C)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@H](C)C[C@H]12;NPC171639;298;No
Cc1ccc([C@]2(C)CC[C@H](C(C)(C)O)O2)cc1;NPC154905;298;No
CC(C)C1C(=O)CC2(C)C3CC=C(C=O)C2C13;CNP0189406;298;No
CCN(CC)C(=O)CC1C(=O)C2(C)CCC1C2(C)C;CNP0053233;298;No
CC(C)C1CC(O)C2C1(CO)CCC1(C)C3C(=CCC21C)C1=C(CC3O)C(C)(CO)C(O)CC1;CNP0116956;298;No
CC(C)CC=CC(C)C1=CCC(C)CC1;CNP0360042;298;No
C=C1C=C2C3(CCC(CC(CO)CC4=C[CH+]N=C4)C3)CCC(C)C2(C)C2C1C2(C)C;CNP0173426;298;No
CC1OC(=O)CCC2(C)C3=C(CCC12)C1CCC(C(=O)CO)C1(C)CC3;CNP0261454;298;No
C=CC(C)(O)CCC1(C)C2=CCCC(C)(C)C2CCC1C;CNP0117616;298;No
C=CC1C(=C)CCC2C1CC(O)C1(O)C2(C)CCC(O)C1(C)C(=O)O;CNP0331787;298;No
CC(C)=CCC=C(C)C1CCC(C)(O)C1CC1=C(O)C(O)CCC1=O;CNP0398840;298;No
CC1=CCCC2(C)C1CC=C1C3CC(C)(C)CCC3(C)CCC12C;CNP0256059;298;No
CC1=CC2=CC(C)(C)CC2(O)C(C)(O)C12CC2;CNP0269591;298;No
COC1c2c(C)coc2CC2=CCCC(C)(O)C21C;CNP0154738;298;No
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO;CNP0301941;298;No
CC1CC2=C(CC1C[NH2+]CCC[NH+](C)C)C(C)(C)CCC2;CNP0052118;298;No
C=CC1(C)CC2=CCC3C(C)(C)C(O)C(=O)CC3(C)C2CC1O;CNP0233390;298;No
CC(C)C1=CCC(C)(O)C2CC=CCC12;CNP0350504;298;No
C=C1CCC2C(C)=CCC3C(C(C)CCC=C(C)C(=O)O)CCC3(C)CC12;CNP0264117;298;No
CC(C)=CCCC(C)C1CCC2(C)C3CC=C(C)C2C13;CNP0243401;298;No
CC1=CCC23CC1C(C)(CO)C2CCC3C;CNP0196822;298;No
C=C1CCC(C(C)C)CC12CCCC2C;CNP0367934;298;No
CC1CC23NC4CCN2CCCC32C(CC(=O)C42)C1O;CNP0425630;298;No
C=CC1(C)C=C2C(O)C(O)C3C(C)(C(=O)O)CCC4CC43C2(O)C(=O)C1;CNP0122689;298;No
CC1CCC2=C(CO)C(=O)CC3C(C21)C3(C)CO;CNP0317949;298;No
Cc1c2c(cc3occc13)C1(C)CCCC(C)(C)C1(O)CC2;CNP0305678;298;No
C=CC1(C)CC(O)C2(C)C(CCC3(C)C(=C)C=CC(=O)C32)C1;CNP0376504;298;No
COC(=O)C1=C(C)C23CCC(C)C2CCC3(C)C1O;CNP0261672;298;No
CC1=CCC2C(CC[C@@]2(C)O)C(C)(C)C1CC[C@H]1[C@@](C)(O)CC[C@H]2OC(C)(C)C(=O)CC[C@@]21C;NPC470834;298;No
CC(C)C1=CC(=O)C2(C)CCC3(C)C(=CC=C(C=O)CC3O)C12;CNP0354764;298;No
C=C1C(O)C(O)CC(C)(C)C12CC=C(C=O)CC2;CNP0228981;298;No
CC1=CCC2C3(C)CCC4C(C4(C)C)C123;CNP0426068;298;No
COC1CCC2(C)C(CCC(C)CCO)=C(C)C(O)CC2C1(C)C;CNP0426677;298;No
CC1CC23C4CCCN2CCCC3(O)C(CC4=O)C1O;CNP0303665;298;No
C=CC1(C)C=C2CCC3C(C)(CO)C(=O)CCC3(C)C2CC1O;CNP0198821;298;No
CC1=CC2C(C(C)C(=O)O)CCC(C)(O)C2CC1O;CNP0373411;298;No
CN(C)CCOC(=O)C1CC2=C(CC1C(=O)O)C(C)(C)CCC2;CNP0361829;298;No
CC(C)CC1CC2(CC3CCC3C2(C)C)Oc2c(C=O)c(O)c(C=O)c(O)c21;CNP0287784;298;No
CC1=CC=CC2(C)CCC3C(C12)C3(C)C;CNP0143358;298;No
COCC1(O)CCC2C1=CC1(O)OC(CC3=C(C(C)C)C(=O)C31C)C2C;CNP0072171;298;No
C=C1COC2(CO)C(CO)=CCC12;CNP0159570;298;No
CC(C)C1=C[C@H]2[C@@H](CC[C@]2(C)O)[C@](C)(O)CC1;NPC261782;298;No
Cc1ccc(C2(C)CCC(C)(O)C2C)c(O)c1;CNP0327767;298;No
CC(C)C1=CC2(CCC(C)C2N=C=S)C(C)CC1;CNP0234364;298;No
CC1(C(O)CCO)C=C2CCC3C(C)(CO)CC(O)CC3(C)C2CC1;CNP0420223;298;No
CC(C)C(=O)CC(O)C(C)C1CCC2(C)C3=CC(=O)C45OC4C(O)C(O)CC5(C)C3=CC(O)C12C;CNP0388626;298;No
CC1(C)OC2(C3CC(Cc4ccc(N)nc4)CC4(CCCC4)C3)CC3CCC(CO)C(N)(C2)C31;CNP0358675;298;No
CC(c1ccc(C=O)cc1)C1C2C=CC3[NH+]1C3(O)C2C1CC2CCC3CCCC34C(O)CC2C4[NH2+]1;CNP0137245;298;No
CC(=O)C=CC1=C(C)CCC(O)C1(C)C;CNP0140238;298;No
N#CC1(C#N)C(C(=O)c2ccc(Cl)cc2)C12CCC1COC2O1;CNP0396916;298;No
COCC1(O)CCC2C1=CC1(C)C(=C(C(C)C)CC1O)CC(O)C2C;CNP0189978;298;No
CC12CN3CC(C)(CN(C1)C3c1ccc(N)cc1)C2O;CNP0154093;298;No
CC1=C2C=C(C(C)C)C(O)CC2(C)CCC1O;CNP0139013;298;No
CC(=O)C1CCC2(O)C1(C)CCC1C3(C)CCC(O)CC3=CCC12O;CNP0222070;298;No
CC1(C)C2CCC(CCCCO)C13CC(=O)C(CCCCN=C(N)N)=C3C2;CNP0100449;298;No
[C-]#[N+]C1(C)CCC2C(C)CC(CC(C)(C)N=C=S)C3C(=C)CCC1C23;CNP0053665;298;No
C=CC1=C(C)CCCC1(C)C;CNP0165975;298;No
CC12CCCCC1=CC=C1C(=O)C=CC=C12;CNP0133422;298;No
CC1=CC(=O)CC(C)(C)C1(O)CCC(C)OC1CC(CO)C(O)C(O)C1O;CNP0218975;298;No
CC1=C[C@H]2[C@H](C(C)C)CC[C@@](C)(O)[C@@H]2CC1=O;NPC186554;298;No
CC(C)=CC=CC(C)C1CCC2(C)CC3C(C(=O)CC3(C)O)C(C)=CCC12;CNP0093512;298;No
C=CC1(C)CC(O)C(C(=C)C(=O)[O-])C(O)C1C(=C)CO;CNP0069194;298;No
CC1(C)CCC(=O)C(C)(O)C12CC=C(C=O)CC2;CNP0072482;298;No
C=CC(C)(O)CCC1=C(C)CCC2C1(C)CCC(Br)C2(C)C;CNP0103973;298;No
CC(C)(O)c1ccc2c(c1)C(=O)C=C1C(C)(C)[C@H](O)CC[C@]12C;NPC472981;298;No
CC#CC1(O)CCC2C3CCC4=C(CCC5(C4)OCCO5)C3=CCC21C;CNP0281801;298;No
CC1=CC2(O)C(CC1O)C(C)CCC2C(C)C(=O)O;CNP0074929;298;No
C=C1C2CCC3C(C)(CC(=O)O)C(C(C)(C)C(=O)O)CCC3(C2)C1O;CNP0190939;298;No
CC12CCC(=O)C(OCC=O)C1CCC2=O;CNP0344354;298;No
C=C1CC[C@]2(C=O)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1;NPC33881;298;No
CC1=C2C=CCCC2(C)CCC1;CNP0324516;298;No
C=C1CCC(O)C2(C)CC(O)C3=C(C(C)C)C(=O)CC3(C)CC12O;CNP0018920;298;No
C=CC(C)(O)CC[C@@]1(C)C2=CCCC(C)(C)C2=C[C@H](O)[C@H]1C;NPC130665;298;No
CCCC=C1OC(=O)C2=C1CCC1C2C23CCC=CC12C(=O)OC3=CCCC;CNP0371639;298;No
CC(C)C=CC(=O)C(O)C1C(C)CC2C1(C)CC(=O)C1(C)C3CC(O)C(=O)C(C)(C)C3=CCC21C;CNP0346435;298;No
CCC(C)C1C(C)(O)C(=O)C2CC(C)(O)CC(C)C2C1(C)C(C)=O;CNP0220845;298;No
C=C1CCC(O)(C(C)C)C2CC(C)CCC12;CNP0167103;298;No
CC1=CC(=O)C2(O)C(C)(C)CCCC2(C)C1CO;CNP0413261;298;No
CC(c1ccc(C=O)cc1)C1C2C=CC3N1C3(O)C2C1CCC2CCCC2N1;CNP0141904;298;No
C=CC1(C)CCC2=C(C1)C(=O)CC1C2(C)CC(O)C(O)C1(C)CO;CNP0168820;298;No
C=C1CCC2=C(C)CCC3C(C12)C3(C)C;CNP0205321;298;No
C[C@H]1[C@@H](O)C2(Oc3cc4c(c5c3[C@H](C[C@H]5O)[C@@H]2C)CC[C@H]2Cc3nc5c(nc3C[C@]42C)C[C@@H]2CC[C@H]3C4=C[C@@H]6O[C@@]7(C[C@]6(O)[C@@]4(C)[C@H](O)C[C@@H]3[C@@]2(C)C5)O[C@](C)(CO)C[C@H]7O)OC1(C)C;NPC471445;298;No
C1CCC2=C(C1)CC1CCCC2C12OCC1(COC3(CC4CCCC3C3=C4CCCC3)OC1)CO2;CNP0386795;298;No
C=C[C@]1(C)C=C2CC[C@H]3[C@H](C)C(=O)CC[C@]3(C)[C@H]2CC1;NPC197238;298;No
CC(C)c1ccc(C2N3CC4(C)C[NH+]2CC(C)(C3)C4O)cc1;CNP0105087;298;No
CC(C)=CCCC1(C)CC=C2CC(C)(CCC2O)C2CC21;CNP0432672;298;No
CC(C)=CC=CC(C)C1CCC2(C)CC3C(C)=CC(=O)C3C(CO)=CCC12;CNP0348641;298;No
C=C1CCC(C)(C)C2CCC(C(=O)O)=CCC12;CNP0311556;298;No
COC1CCCCC2CCC3CC4=C(C(=O)O)C1(O)C1c5[cH-]cnc5CC3(C)C421;CNP0008768;298;No
C=CC1(C)CCC2=C(C(=O)C=C3C(C)(C)CCCC32O)C1OC;CNP0435899;298;No
CC1CN2CC3CCC4=C5C(O)(CC4)CCC54C(=O)C1CC2C34C;CNP0384568;298;No
CNC(=N)N1C=CC(CNCCO)C2(C1)C1CCC(C)C23CCC(C(=O)O)=C3C1;CNP0134737;298;No
CC1(C)CC(c2ccc(CO)cc2)CCC1Br;CNP0215097;298;No
CC1(CO)C(=O)C(O)CC2(C)C1CCC1(C)c3cocc3CCC12;CNP0166888;298;No
CC1=CC(=O)[C@H]2C(C)(C)[C@@H](Cl)[C@H](Cl)C[C@]2(C)[C@H]1C[C@H](O)[C@H]1CC(O)=NC1=O;NPC216335;298;No
CC(c1ccc(C=O)cc1)C1CC(C2CCC3C(O)CCC3N2)C2(O)CN12;CNP0154074;298;No
CC(C)C1CCC2(C)CCCC(=O)C2(C)C1;CNP0293140;298;No
CC1(C)CC2C(=O)C3(C)CCC(CO)=C3C2C1;CNP0072091;298;No
C=C1C2CCC3C2C(C(C)C)CCC13C;CNP0180668;298;No
CC12C=C(C=O)C(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(C)O;CNP0252724;298;No
