SMILES	AATSC0c	AATS1s	IC2	D/Dr5	AATS3s	AATS4s	SdssC	AATS0s	X2A	SIC0	AATSC1Z	nR_3_True_True_False_None	SMR_VSA7	MATS1c	VSA_EState5	nR_3_True_False_None_False	observed	predicted
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C	1.21	0.75	1.21	-0.57	1.21	0.86	0.25	1.36	-0.05	0.47	0.53	-0.73	0.32	-1.29	0.05	-0.4	-0.3010299957	0.14387668599826833
O=[N+]([O-])OC1COC2C(O)COC12	0.96	1.24	-1.17	0.38	0.69	0.23	0.25	1.82	-0.13	1.34	0.12	1.25	-1.02	0.41	0.12	-1.19	0.3010299957	0.5725026216041151
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1	1.63	1.47	0.41	0.31	1.37	1.34	0.25	1.12	-0.41	0.99	-0.29	-0.73	-0.53	-0.64	0.15	-1.19	0.4313637642	0.8242091037336762
O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1	-0.49	-0.41	-0.36	-0.57	-0.6	-0.49	-0.58	-0.02	0.23	-0.32	-0.12	-0.73	-0.07	-0.53	-0.2	0.39	1.3010299957	1.1343180592836604
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F	-0.34	0.78	-0.03	-0.57	0.71	0.52	0.06	1.6	-0.01	0.86	-0.05	1.25	1.13	-0.04	-0.25	0.39	0.4265112614	0.13660761495408869
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	-0.05	0.47	0.94	-0.57	0.1	0.57	-0.01	0.54	-0.05	-0.27	0.07	-0.73	0.6	0.57	-1.45	-0.4	-0.1758741661	0.040898580041926716
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I	0.81	1.01	1.32	-0.57	0.7	0.75	-2.82	1.06	-0.25	0.6	-0.55	-0.73	0.3	-0.77	-2.03	0.39	2.0	1.6860482486536899
NC(=O)c1ccccc1O	1.46	2.0	-1.3	-0.57	1.16	2.69	-0.21	1.11	0.65	1.51	-0.41	-0.73	-0.25	-0.87	-0.24	-0.4	1.6364878963999998	1.42234819479506
O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21	-0.68	-0.9	-0.53	0.19	-0.93	-0.71	-0.29	-0.52	-0.46	-0.46	-0.07	1.25	-0.09	-0.68	-0.14	1.18	-0.1249387366	0.05281404810429703
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1	-0.41	-0.07	0.28	-0.57	-0.18	-0.12	0.01	-0.31	-0.5	-0.17	0.11	1.25	0.48	-0.04	0.2	-0.4	0.3979400086999999	0.24817649487060395
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1	-0.85	-0.99	-0.44	0.69	-0.9	-0.5	0.23	-0.87	-0.32	-0.89	0.05	-0.73	-0.01	0.43	0.1	0.39	0.6989700043000001	0.31435788385902746
CC(I)C1OCC(CO)O1	0.19	-0.44	-0.61	-0.05	-0.36	-0.32	0.25	-0.42	0.48	0.98	-0.28	-0.73	-1.42	0.38	0.12	-1.19	0.6020599913	0.7039300582421705
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I	0.46	0.56	0.58	-0.57	0.2	0.15	-0.59	0.46	0.22	1.2	-0.53	-0.73	-0.76	-1.0	-0.8	-0.4	1.8750612634	1.8536495800403596
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	0.48	0.86	1.34	2.48	0.47	0.98	-1.43	1.0	-0.67	0.9	-0.02	1.25	0.17	-0.1	-1.34	-0.4	1.8241258339	1.7078497533626393
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	-0.61	-1.44	-1.78	-0.57	-1.14	-1.11	0.25	-1.3	-0.46	-1.48	0.09	-0.73	-0.71	1.06	1.35	-0.4	0.3010299957	0.3405502700520965
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1	2.32	1.94	0.43	-0.57	1.7	1.72	-1.81	1.53	-0.28	-0.39	-0.17	-0.73	1.75	0.29	-1.78	0.39	1.123851641	0.9544942074233478
CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13	-0.59	-0.79	0.94	0.65	-0.63	-0.74	1.26	-0.14	-1.32	-0.9	0.02	1.25	-0.96	0.42	0.55	1.97	-2.0793549986	-1.5167170478915335
Nc1ccn(C2CCC(CO)O2)c(=O)n1	0.68	0.61	0.39	0.18	0.07	0.57	0.25	0.29	-0.17	0.87	-0.07	-0.73	-0.53	-1.07	0.22	-1.19	-1.4259687323	-0.20849421687627134
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2	-1.07	-0.67	0.02	-0.57	-0.64	-0.87	0.33	-0.81	-0.18	-0.41	0.23	1.25	0.47	1.49	0.18	0.39	-0.8239087409	-0.09396484204992304
CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O	-0.06	0.31	-0.26	-0.57	0.38	1.91	-0.6	0.58	-0.37	0.31	-0.11	-0.73	-0.96	-1.74	-0.44	-1.19	0.5224442335	0.709651671926011
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1	-0.44	-0.26	-0.44	0.64	0.39	0.5	0.95	0.55	-0.19	-0.0	0.86	-0.73	1.17	0.13	-0.06	0.39	-0.0793549986	0.06678206968017075
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2	-1.11	-0.73	0.15	-0.57	-0.61	-0.73	0.39	-0.84	-0.41	-0.53	0.23	1.25	0.47	1.3	0.22	0.39	-0.0793549986	0.011738168824624192
O=C(O)c1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1	-0.08	0.57	-0.67	0.53	-0.25	0.3	-0.47	0.04	-0.25	0.79	-0.08	-0.73	1.12	-0.5	-0.39	0.39	1.1760912591	1.0494716537849798
CC(=O)C1CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC12C	-1.35	-1.25	0.16	0.06	-0.84	-1.0	3.03	-0.65	-0.98	-1.24	0.06	1.25	-0.5	1.31	1.27	1.97	-0.3010299957	-0.20925202029038847
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1	0.51	0.35	0.87	4.39	0.07	0.51	-0.88	0.53	-0.14	0.14	-0.06	-0.73	-0.7	-0.79	-0.67	-1.19	-2.0793549986	-0.1779517883136039
N=c1ccn2c(n1)OC1OC(CO)C(O)C12	1.6	1.01	0.65	0.31	0.59	0.95	0.25	0.46	-0.87	1.18	-0.1	1.25	-0.72	-0.55	0.12	-1.19	1.3010299957	1.014114448115455
CCC(C(N)=O)N1CCCC1=O	-0.03	-0.06	-0.55	0.1	-0.17	0.27	-0.0	0.31	0.23	0.52	-0.1	-0.73	-1.42	-1.14	-0.06	-1.19	1.7781512504	1.2593942783248788
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12	0.65	0.85	1.61	-0.57	1.1	1.57	-3.84	1.27	-0.96	-0.24	-0.18	1.25	-0.27	0.62	-6.14	1.97	1.5224442335	1.2941214728191084
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	-1.2	-0.87	0.38	0.04	-0.75	-0.73	2.55	-0.8	-0.71	-0.45	0.23	1.25	1.05	2.17	0.26	0.39	-1.4775557665	-0.8273939195762814
N=C(N)NS(=O)(=O)c1ccc(N)cc1	0.87	0.62	-0.53	-0.57	1.03	2.38	-0.21	1.26	0.83	1.83	1.06	-0.73	-0.47	-1.93	-0.2	-0.4	1.3010299957	1.2406279979632096
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O	1.57	1.39	1.82	-0.57	0.44	0.71	-2.08	1.16	-0.01	0.16	-0.21	1.25	0.16	-1.01	-1.39	-0.4	0.7331972651	0.7798560891396578
COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(CCC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O	-0.31	-0.74	1.93	1.52	-0.29	-0.35	1.31	-0.64	-0.63	-1.48	0.11	1.25	0.43	0.48	-1.0	-0.4	-0.8239087409	-0.7780134949718276
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO	2.21	1.68	1.05	-0.57	1.31	0.62	-1.89	1.27	0.48	0.41	-0.4	-0.73	-0.96	-0.77	-1.38	-1.19	-0.4775557665	0.34563976921502226
Cc1ccccc1C(OCCN(C)C)c1ccccc1	-1.15	-0.71	-0.64	-0.57	-0.75	-0.92	0.25	-1.15	0.29	-0.91	0.06	-0.73	1.39	2.04	0.12	0.39	0.8241258339	0.5205556638010713
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	-0.25	-0.13	-0.08	-0.57	0.59	0.98	0.25	0.32	0.3	0.89	1.01	-0.73	0.22	-1.68	0.15	-0.4	1.6989700043	1.4562032772476656
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1	0.25	0.66	0.27	0.28	0.22	0.33	-0.39	0.05	-0.31	0.43	-0.1	-0.73	0.67	-0.78	-0.38	0.39	1.0	0.8227271304132907
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12	-0.8	-0.76	0.79	-0.57	-0.9	-1.01	0.25	-0.96	0.13	-0.44	-0.05	-0.73	-0.02	0.74	0.12	-0.4	1.0	0.4376342126768917
O=c1[nH]c(O)cn1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1	1.15	2.06	0.62	2.15	1.42	1.62	0.25	1.54	-0.12	0.91	-0.05	-0.73	1.29	-0.12	0.43	-0.4	0.8241258339	0.6765254539495845
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1	1.91	1.78	0.3	0.31	1.55	1.67	0.25	1.29	-0.41	1.22	-0.3	-0.73	-0.76	-0.91	0.02	-1.19	1.3074960379	1.0659125573207322
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	0.32	-0.31	1.03	-0.2	-0.04	-0.27	0.29	-0.1	-1.52	-0.25	0.03	1.25	-0.51	0.65	0.41	1.18	-0.8239087409	-0.571365646974557
CNC(C)CC1CCCCC1	-1.4	-1.86	-1.7	-0.57	-1.48	-1.54	0.25	-1.45	0.83	-1.14	-0.08	-0.73	-1.42	1.34	0.65	-0.4	0.3979400086999999	0.4319849499487593
NCCS	-0.47	-0.96	-2.09	-0.57	-1.35	-1.56	0.25	-1.03	5.62	1.87	-1.65	-0.73	-1.42	-0.39	0.53	-1.19	1.5224442335	1.2676139657299728
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21	0.52	0.65	0.21	-0.57	0.42	1.16	-0.74	0.79	-0.53	0.57	-0.03	-0.73	-0.09	0.1	-0.79	-1.19	1.3010299957	1.4215744414001046
COc1ccccc1OCC(O)COC(N)=O	1.65	1.09	-0.18	-0.57	0.69	0.08	-0.44	0.3	0.82	0.36	-0.1	-0.73	-0.47	-0.52	0.68	-0.4	2.0	1.3907480349710313
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	0.05	-0.26	1.01	-0.57	-0.48	-0.13	-0.04	0.08	0.23	-1.03	-0.15	1.25	-0.48	-0.4	-0.56	0.39	-0.1758741661	0.008601200219528655
CC(N)C12CC3CC(CC(C3)C1)C2	-1.38	-1.88	-1.84	-0.57	-1.37	-1.47	0.25	-1.36	-0.81	-1.11	0.07	1.25	-1.42	0.25	1.76	1.97	0.5224442335	0.4926368640390301
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	-0.89	-0.99	-0.36	-0.57	-1.05	-1.16	0.25	-1.04	-0.43	-0.27	0.16	1.25	0.45	1.27	0.12	0.39	-0.3979400086999999	0.2012132576868584
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	0.79	1.1	0.44	-0.57	0.64	1.26	-0.67	0.6	-0.45	0.26	-0.13	-0.73	0.38	-0.59	-0.48	-0.4	0.3979400086999999	0.6407165254885699
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O	0.88	0.91	2.22	2.24	0.65	0.76	-3.69	0.92	-0.56	0.25	0.05	1.25	0.2	-0.78	-2.1	-0.4	2.3010299957	2.0006558145441207
CCCC(=O)OC1(C(=O)COC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	-0.34	-0.41	1.23	0.6	0.14	-0.03	-0.51	0.26	-0.94	-0.97	0.0	1.25	-0.48	0.06	-1.56	1.97	-0.8239087409	-0.8162759609744495
CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O	-0.5	-0.38	-0.27	1.63	-0.21	-0.58	0.25	-0.78	-0.14	-1.1	0.09	-0.73	2.82	1.17	0.12	1.18	1.123851641	0.7350259198917354
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12	0.79	0.95	1.65	-0.57	1.12	1.81	-3.96	1.41	-0.98	0.13	-0.24	1.25	-0.31	0.66	-6.31	1.97	1.1760912591	1.2270578937423757
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O	2.08	1.21	0.96	-0.57	1.11	1.1	-0.31	0.61	-0.77	-0.58	-0.18	3.24	1.15	0.51	-0.31	1.18	0.84509804	0.6484090536664816
NC1CC(N)C(OC2OC(CO)C(O)C(N)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1N	1.2	0.59	0.04	-0.57	0.85	0.59	0.25	0.49	-0.6	-0.37	-0.29	-0.73	-1.42	0.06	0.12	-0.4	1.1760912591	1.271322405662652
CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O	1.22	0.9	0.77	0.28	1.19	0.92	-0.51	1.76	0.14	1.45	0.84	1.25	-0.73	-0.87	-0.03	-0.4	0.4771212547	0.8392231730346419
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1	1.99	1.69	1.8	1.2	0.91	1.26	-2.7	1.26	-0.3	0.77	-0.04	1.25	-0.03	-0.48	-1.12	-1.19	1.2227164711	1.4521630646797383
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl	-0.7	-0.95	-0.2	-0.57	-0.77	-1.03	-0.62	-0.82	-0.14	-0.82	-0.01	-0.73	1.32	0.19	-0.49	0.39	0.2227164711	0.2693506972203666
CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CC)CCC12	-0.72	-0.94	0.38	0.35	-0.79	-0.81	0.07	-0.61	-0.75	-1.15	0.09	1.25	-0.27	-0.59	1.32	1.97	-0.3010299957	-0.19331511103231114
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1	0.96	0.76	1.57	-0.57	0.34	0.29	-1.54	0.93	-0.11	0.7	0.07	1.25	-0.01	-0.52	-1.01	-1.19	2.0	1.722111171731993
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	-0.31	-0.61	0.82	0.91	-0.15	-0.33	0.2	-0.18	-0.05	-0.16	0.71	-0.73	0.48	-0.42	0.55	-0.4	0.8241258339	0.4185650258574954
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1	-0.33	-0.33	0.44	0.75	-0.33	-0.65	-0.01	-0.72	0.24	-0.73	0.04	-0.73	1.17	0.18	0.34	0.39	-1.7772835289	-0.7866505624369309
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1	-1.06	-0.89	-0.03	-0.57	-0.64	-1.02	0.25	-0.97	0.82	-0.45	-0.1	-0.73	-0.05	0.92	0.23	-0.4	0.6020599913	0.4729632761372554
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1	1.23	0.95	2.16	4.05	0.61	0.51	-2.14	0.87	-0.33	0.74	-0.05	1.25	-0.13	-0.52	-1.38	-1.19	1.5224442335	1.4252599609653842
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O	0.16	-1.2	0.27	-0.57	0.85	1.27	0.25	1.74	0.09	2.81	0.23	1.25	-0.75	-0.87	0.12	-0.4	-1.1758741661	-0.37367065915397873
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1	0.34	0.02	0.65	-0.57	0.24	0.59	-0.68	0.58	0.31	0.23	0.72	-0.73	0.47	-0.6	-0.33	0.39	-0.7772835289	-0.20992052529646568
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O	0.55	-0.03	1.37	-0.57	0.27	-0.13	0.66	-0.25	-0.42	-0.47	-0.13	-0.73	-0.96	-0.02	0.41	-0.4	0.4771212547	0.41709169967699694
NC(=O)OCC(COC(N)=O)c1ccccc1	1.33	1.23	-0.95	-0.57	-0.13	-0.03	-1.04	0.59	1.13	0.59	-0.16	-0.73	-0.01	-2.07	-0.03	-0.4	1.7781512504	1.40027245618566
NC(=O)NNc1ccccc1	0.57	1.27	-1.43	-0.57	0.27	-0.27	-0.2	0.2	1.3	1.26	-0.24	-0.73	-0.23	-1.32	0.12	-0.4	1.3979400087	1.1466691869458625
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21	-0.39	-0.56	-0.13	-0.57	-0.61	-0.56	0.09	-0.75	-0.5	-0.77	0.12	1.25	0.93	0.56	0.55	0.39	0.8241258339	0.5610355247692683
CC(=O)C1(O)CCC2C3=CC(Cl)=C4CC(=O)CCC4(C)C3CCC21C	-1.05	-1.01	0.56	0.13	-0.4	-0.73	2.72	-0.4	-1.08	-0.81	-0.03	1.25	-0.55	0.51	0.51	1.97	-1.4775557665	-0.812850670758645
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	-0.66	-0.09	1.15	2.79	-0.35	-0.33	-0.43	-0.61	-0.74	-0.91	0.05	-0.73	2.81	-0.43	0.68	1.97	0.123851641	0.02423294985547257
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C	-0.54	-0.66	-0.23	-0.57	-0.66	-0.67	0.09	-0.81	-0.38	-0.94	0.11	1.25	0.93	0.42	0.53	0.39	0.096910013	0.3806794947828336
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1	-0.6	-0.87	-0.44	2.24	-0.59	-0.58	-0.16	-0.71	-0.93	-0.97	0.09	1.25	1.41	0.39	-0.17	0.39	-0.6989700043000001	-0.605697885582098
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	-0.87	-0.8	0.88	0.15	-0.69	-0.55	1.42	-0.86	-0.98	-0.71	0.11	1.25	0.22	0.62	0.23	0.39	-1.903089987	-1.238050408048274
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1	0.42	0.51	0.83	-0.57	0.52	1.27	-0.83	0.91	-0.74	0.23	-0.07	-0.73	-0.1	0.33	-1.62	0.39	0.8241258339	0.9710881312261959
CCNC(C)Cc1cccc(C(F)(F)F)c1	-0.76	0.01	-0.26	-0.57	-0.07	0.03	0.25	1.14	0.86	0.06	-0.11	-0.73	-0.03	-0.36	0.12	-0.4	0.3010299957	0.401924347719429
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	-0.73	-0.37	0.61	1.44	-0.45	-0.48	0.33	-0.53	-0.49	-0.5	0.17	-0.73	0.19	0.06	0.17	-0.4	-0.6108339156	-0.3493672214723192
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O	0.63	0.18	1.45	3.72	0.42	1.44	-3.03	1.22	-0.39	0.32	0.57	1.25	-0.01	-1.3	-1.14	-0.4	2.4265112614	2.044395041715607
CC(C[N+](C)(C)C)OC(N)=O	0.42	-0.32	-1.43	-0.57	-0.68	-1.07	-0.27	-0.37	2.65	0.15	-0.07	-0.73	-1.42	-1.49	0.12	-1.19	0.5224442335	0.6531737736510291
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	0.11	1.42	0.86	-0.57	1.97	2.46	-0.7	3.24	0.24	1.05	0.41	-0.73	0.92	-0.28	-1.47	0.39	-0.0793549986	0.16313685236901806
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O	0.74	0.48	0.88	1.29	0.79	0.93	-1.07	1.73	-0.8	1.45	0.81	1.25	-0.93	0.24	-0.8	-1.19	1.3979400087	1.36425982714298
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	-0.46	-0.68	-0.1	-0.57	-0.09	0.95	-0.38	0.57	0.33	0.25	0.91	-0.73	-0.25	-1.66	0.04	0.39	1.3979400087	1.2028139327100495
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C	-1.03	-1.07	-0.19	-0.57	-0.29	-0.39	0.25	-0.49	-0.34	-0.11	1.0	1.25	0.25	0.62	0.12	0.39	0.123851641	0.18808310708318038
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	0.22	0.31	-0.33	-0.57	-0.24	-0.35	0.33	-0.51	0.49	-0.38	-0.11	-0.73	0.93	-0.31	0.99	0.39	0.6020599913	0.5087342285864472
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	1.07	0.96	0.46	-0.57	0.63	0.82	0.25	0.55	-0.88	-0.93	-0.24	-0.73	0.37	0.03	-1.74	1.97	-0.4775557665	-0.20169641163216304
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I	0.81	0.82	1.17	-0.57	0.9	0.3	-0.97	0.8	0.06	0.42	-0.54	-0.73	-0.56	-0.12	-0.73	-0.4	2.0	1.9184404779621818
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC	-0.6	-0.78	0.21	1.3	-0.59	-0.61	0.22	-0.36	0.62	-1.22	-0.12	-0.73	-0.94	0.09	-0.04	-0.4	-1.876148359	-1.134944767025056
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1	-0.53	-0.53	0.68	0.37	-0.58	-0.51	0.05	-0.63	-0.52	0.39	0.15	1.25	0.81	0.51	-0.02	-0.4	0.096910013	-0.06661849457628456
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O	1.22	0.25	2.09	4.65	0.35	0.11	-0.07	-0.06	-1.07	-0.67	0.1	3.24	1.07	0.48	-0.44	1.18	0.84509804	0.3652303971349495
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O	0.13	0.1	0.48	-0.57	0.62	1.3	0.25	0.78	0.05	1.01	0.95	-0.73	0.43	-1.63	0.11	-0.4	1.2227164711	0.9942737124395344
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O	-0.28	0.41	0.5	-0.57	0.46	2.12	-1.11	0.44	-0.37	0.02	-0.06	-0.73	-0.92	-1.21	2.28	-1.19	0.3010299957	0.45937858231027834
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	0.03	-0.01	0.67	-0.57	-0.11	-0.69	-0.02	-0.26	1.2	-0.24	-0.15	-0.73	-0.25	-0.11	0.28	-0.4	0.5224442335	0.3372227242075962
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO	1.18	2.14	0.63	-0.57	1.74	2.4	-0.57	1.9	0.35	1.04	-0.39	-0.73	-1.23	-0.44	0.08	-1.19	0.6074550232	0.873987559095072
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl	-1.09	-0.39	0.57	0.84	-0.52	-0.57	0.94	-1.0	-0.85	0.28	0.15	1.25	1.06	0.07	1.03	-0.4	-1.1758741661	-1.0545275627532251
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1	-0.64	-0.6	1.62	0.25	-0.58	-0.59	1.19	-0.65	-0.84	-0.65	0.06	1.25	0.22	0.51	0.03	0.39	-1.0	-1.0003591211039895
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1	-0.81	-0.41	0.09	-0.57	-0.48	-0.51	0.08	-0.68	0.38	-0.74	0.02	-0.73	1.16	0.21	0.19	-0.4	1.6020599913	0.5456640498522228
CC(C)C(N)C(=O)OCCOCN1C=NC2C(=O)N=C(N)NC21	0.84	0.43	1.09	0.51	0.34	0.31	-0.33	0.08	0.11	0.22	-0.02	1.25	-1.42	-0.67	-0.28	-1.19	1.6989700043	1.3983884115246905
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3	-1.04	-1.39	0.26	-0.57	-1.17	-1.24	0.25	-1.29	-1.15	-0.99	0.18	1.25	-0.27	1.7	1.11	1.18	0.3010299957	0.02510191089119786
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC	0.57	-0.08	-0.04	-0.57	-0.23	-0.19	0.15	-0.54	-0.25	-0.17	0.07	-0.73	-0.73	0.66	0.79	-0.4	0.6989700043000001	0.4895181608010547
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	0.05	-0.77	-1.82	-0.57	-0.61	-0.94	-0.26	-0.48	2.09	-0.61	0.07	-0.73	-1.42	0.13	-0.24	-1.19	0.0413926852	0.3283576796346262
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12	1.42	1.47	-0.77	-0.57	0.88	2.25	0.25	0.89	-0.72	-0.28	-0.15	-0.73	1.73	-0.32	-0.49	0.39	0.6989700043000001	0.6139362377489963
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	-0.63	-1.02	0.34	1.61	-0.43	0.32	-0.27	0.07	-0.1	0.21	0.98	1.25	-0.25	-0.99	0.78	0.39	0.7267272090000001	0.36644618733181217
CCC(C)(C)N=C(N)NC#N	-0.31	0.46	-1.5	-0.57	-0.28	-0.45	0.38	-0.37	1.6	0.07	-0.25	-0.73	-1.42	-2.82	0.21	-1.19	1.0170333393000002	0.8942068748062975
CCN(CC)CCc1nc(-c2ccccc2)no1	-0.94	-0.36	-0.65	0.45	-0.82	-0.7	0.25	-1.02	-0.04	-0.24	0.14	-0.73	0.01	0.84	0.84	-0.4	0.5224442335	0.5216035071335167
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O	-1.25	-1.57	-0.54	0.04	-1.05	-1.14	0.63	-0.87	-1.09	-1.35	0.05	1.25	-1.42	0.58	2.06	1.97	0.2227164711	0.19568249492891263
