SMILES	ATS0d	SLogP	GATS2c	AATS7i	AATS2i	EState_VSA3	PEOE_VSA6	AATS4i	ATSC8se	AATS5i	PNSA3	AATS1i	AATSC1Z	RBF	GATS1i	PNSA1	SMR_VSA7	MAXDN	AATSC3s	AATS3i
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O	393.0	0.9357000000000062	0.8608260185977858	163.02035708010686	153.5049389924596	0.0	86.75971568138782	163.76923541417796	5.872666852857141	164.55651965968565	-104.31894171656083	147.9966303497539	-0.2147168726645592	0.04477611940298507	1.3203000423648366	397.23383254276683	72.91224128200658	3.6034461132155715	-0.17791175696469064	161.65919226505926
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O	96.0	-1.5739999999999998	1.0489811864474965	171.5401043744329	170.05213666717583	11.16387793838399	0.0	169.93908523474465	-0.14329946938775512	167.18655267226248	-31.344504391416983	155.52368770976037	0.3193173821252636	0.11764705882352941	2.153589992371319	107.74672266007227	27.165404736163666	2.0770847505668932	-0.05163617171006337	160.6314326022999
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	221.0	3.594100000000001	0.6032415913839319	165.87327785754096	151.5629309348627	41.92825789989436	20.771211599071872	159.50278661979104	-1.2560972487111115	164.13860622747984	-53.08435567373059	145.759597260934	0.11481025641025713	0.2	1.3092459096638747	188.86855893789374	0.0	2.677079745231607	-0.05948666666666671	156.16132119447744
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]21C	214.0	5.969600000000007	0.9300743798645228	162.78075665342982	150.86096682165797	37.01618300726221	39.18595937499316	157.1068367602725	-0.6445243292997422	162.67793543215686	-26.892348289513713	142.81966050271626	0.36955344553043384	0.20588235294117646	1.272430738516248	172.4550089550308	11.64912463690315	2.2028902772528767	-0.01552375309171146	154.96350959960787
CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@@]3(C)[C@H](CC[C@]4(C)[C@H](c5ccoc5)C(=O)[C@H]5O[C@@]534)[C@]12C	290.0	4.757300000000005	0.942095405656512	161.17544649691254	151.8779605729722	19.26246486877803	34.61868599845312	156.19857261055927	1.3524554414283614	158.59315793918347	-53.766351783104035	143.58378405263412	0.5669116773776377	0.15217391304347827	1.3285441371350095	219.86050935443416	24.156144551436718	2.1034892946376083	-0.16526615162121044	151.58219696641723
CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	168.0	5.165600000000004	0.8347552870378633	161.37870216824916	156.12293719019362	18.112146125566476	62.732640671550314	164.90625284785594	-1.246031372528614	164.49982163868972	-50.34342207463683	146.92416705141048	-0.042143600416233065	0.5333333333333333	1.492183863634353	320.9947411797338	33.807819324564484	2.6299516800139093	-0.008009832404485199	163.5060528004438
CC(=O)Oc1ccc(O)cc1	58.0	1.3175	0.6518377724887822	171.7325597678828	151.21707853620853	5.749511833283905	0.0	158.7150547312406	-0.7532384044321319	159.43079118407374	-31.77259953091597	145.15662720928685	-0.14958448753462558	0.18181818181818182	1.1267002258819654	133.71228264796474	24.26546827384644	2.031768707482993	-0.9099909529272411	160.01170687133327
CC(=O)O[C@H]1CC[C@]2(C)[C@@H](CC[C@@H]3[C@H]4CC=C(C(C)=O)[C@@]4(C)C(=O)C[C@H]32)C1	188.0	4.265100000000004	0.7938670336519895	162.774642765895	150.24725917509502	24.174539761410188	12.999757306524504	156.0078953180626	0.46011717092789517	163.57345573819407	-32.955028107141864	142.5241463086742	0.40425906534088235	0.1	1.23367382357872	168.45829051367926	11.64912463690315	1.8521370529096477	-0.10157587576054543	153.50638104740224
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C	385.0	2.6798000000000073	1.1473724745027962	160.82488277113075	158.26427682817953	6.4208216229260096	27.694948798762496	162.83590939036003	3.8208193896296176	162.16530840637884	-59.072108664345386	147.60186363650004	0.2824979724249794	0.22580645161290322	1.6620333549796686	311.1105025893457	0.0	3.2933919152336415	-0.07045223809576923	159.81326942167644
COc1c(CC(=O)c2cc3c(cc2O)OC(C)(C)[C@H](O)C3)ccc2c1C=CC(C)(C)O2	202.0	4.084800000000003	1.022218007131108	161.7905588081948	150.86119348619303	34.796260106171715	6.06636706846161	158.50585012546134	-1.0538402459063498	157.08237004802356	-45.45106471789977	143.57263954697905	0.25508057565957115	0.11764705882352941	1.137865869778957	206.2985468875445	52.595294347468304	2.037710492793119	-0.15927636305283263	152.40098820322328
CC1(C)CC[C@@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]2C1	256.0	6.206000000000008	0.5596842184312079	164.06542736377227	150.08797504741133	11.835812092322787	53.19154783504689	158.58093665252838	-0.5992511719214793	163.26638084964347	-31.99916039183264	143.84242904522037	0.22086797725606255	0.05263157894736842	1.2130380410130193	156.94310958390432	11.64912463690315	2.2371508843372565	-0.0018113579012455077	150.02142560033752
CC1(C)C(=O)C=C[C@@]2(C)C1CC(=O)[C@@]1(C)[C@H]2CC[C@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312	234.0	4.198100000000003	0.9998933127015247	160.3454595236641	149.02955920789987	6.4208216229260096	33.770968905596376	156.8226928166847	-0.7066046118626447	158.5959943267768	-55.406761552377056	142.1493784722687	0.569043440446052	0.02702702702702703	1.1772451991013195	227.93162764647025	36.308184765104485	2.1620149518140592	0.01904551384376158	148.5585545381857
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C	292.0	6.828300000000008	0.5406638375409116	162.25367916556812	150.42425679223078	19.26246486877803	47.11552772821301	158.5020238221577	0.671058887573965	161.84370425144388	-57.43369021852212	143.5619857501211	0.23645758521409216	0.13333333333333333	1.2459667821104858	253.48213186823	11.64912463690315	2.6763277128793166	-0.07235602627981982	150.70973302112068
CC1(C)C(=O)C=C[C@]2(C)C1=C(O)C(=O)[C@]1(C)[C@H]2CC[C@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321	230.0	4.893300000000004	0.8278764637163347	159.0022225011507	147.99965938855186	5.573104530069267	19.92349450621513	154.79577015328314	0.9944658779897945	158.30601277566987	-41.52927030446591	142.06329978614016	0.456174211885042	0.027777777777777776	1.097843263949403	184.69730781716376	47.640454166829926	2.1509881819335734	0.12301738381757193	147.93236699474335
COc1ccc2c(c1)OC/C(=C/c1ccc(O)c(O)c1)C2=O	130.0	2.7651000000000012	0.9859802749881935	155.481908441686	147.94827300073683	28.19903118003107	6.06636706846161	156.27092365434626	0.49812829629629624	156.78266033299306	-59.45637892978875	143.0722757468974	-0.0292397660818708	0.08333333333333333	0.9769458406563838	197.21418286050454	53.09820992423292	1.8993858415981428	0.08584447873799725	149.208234344594
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O	182.0	2.5487200000000003	0.8812838536490664	160.54959214552792	151.77294215607643	16.346332224312764	34.95670435274279	161.71389702674952	-0.5803037718424624	162.08113856636913	-56.244351839933216	146.284319385877	0.27794477138976914	0.15625	1.162154685033128	308.26840425644076	40.6118004981592	2.6298592377027363	-0.17329200364409164	153.1793315278816
CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2	196.0	5.529500000000004	0.8092362546088144	155.73330001712054	151.82184664957487	25.011976702061933	33.10993926815928	155.3601274847875	-3.784078030636935	158.19625635351613	-59.45028338349397	144.14914210559846	0.13638593482721395	0.2857142857142857	1.195667853845678	218.4093570686106	40.452907172172814	2.984009196745973	-0.011385920218333801	155.79582660789845
