SMILES	nR_9_True_True_False_None	H-048	nR_3_True_False_None_False	nR_9_True_True_None_True	nR_3_True_True_False_None	H-053	AATS5se	C-009	C-002	nR_10_True_True_None_None	nR_5_False_False_False_False	NssCH2	FNSA4	nR_5_False_False_None_None	SdssC	nR_11_True_True_False_None	AATSC0dv	SRW05	nR_5_False_False_True_True	F05[O-O]	SLogP	nR_4_False_False_False_True	AATSC0c	AATS1s	SssCH2
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	1	0	4	0	1	0	8.26752243137255	0	0	1	0	0	-0.03535521965356071	0	-6.839030751061771	1	4.50480109739369	0.0	0	7	-0.5944999999999991	0	0.041799636029418864	3.994152046783626	0.0
COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3C=CCC=C3)C2SC1	0	1	1	0	1	0	8.15538572972973	1	1	0	0	2	-0.026864045207488144	0	-2.058026043304271	0	4.400367309458219	0.0	0	4	-0.2114999999999989	1	0.035491452973436206	3.4577965646806224	1.1298229113489895
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12	1	0	4	0	1	0	7.533117375	0	7	1	1	8	-0.012926975319490608	1	1.0719344159010933	1	3.648834019204389	2.3978952727983707	0	2	1.8456999999999997	0	0.014946858848228453	2.7948343079922027	4.157558223377352
C/C=C\C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1	0	1	1	0	1	0	8.117224684210527	1	0	0	0	1	-0.03332588785690377	0	-1.6759917587289508	0	4.2350346565847525	0.0	0	3	0.7067000000000008	1	0.035308227739916175	3.6597865226337447	0.4273870768080723
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]	0	0	0	0	0	0	9.659267999999999	0	0	0	0	4	-0.059648836164989186	0	0.0	0	7.139120095124854	0.0	0	0	-1.1939999999999997	0	0.03134277969402433	5.851190476190476	-4.128888888888888
O=C(O)c1cc2ccccc2cc1O	0	0	2	0	0	0	7.93160281081081	0	0	1	0	0	-0.035624162490048225	0	-1.1173582766439905	0	3.9752066115702487	0.0	0	0	2.2436000000000003	0	0.04098217658881269	4.173913043478261	0.0
COc1ccccc1OCC(O)COC(N)=O	0	0	1	0	0	0	7.9325643999999995	0	0	0	0	2	-0.028767034633157176	0	-0.9293132716049384	0	4.75	0.0	0	1	0.5302000000000002	0	0.04427605480222892	3.8159722222222223	-0.22407171201814058
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1	0	0	1	0	0	0	7.895964384615386	0	0	0	0	2	-0.022508269860289587	0	-1.0724193226673389	0	4.527777777777777	0.0	0	0	1.4153000000000002	0	0.02262241066258643	2.984471450617284	0.7768161060720589
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O	0	2	0	0	1	0	8.733694896551723	2	0	0	0	1	-0.05199354719391518	2	0.0	0	4.753023431594861	3.044522437723423	0	3	-0.46290000000000026	0	0.04213178110075399	3.373243933588761	-0.5465761343117497
CCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	1	0	4	0	1	2	7.643815329113922	0	7	1	1	8	-0.012021812447974617	1	-0.5413717380943445	1	4.041658401110893	2.3978952727983707	0	2	3.6368000000000027	0	0.017068990551681176	2.8370870870870872	2.4769168079916364
CNC(C)(C)Cc1ccccc1	0	0	1	0	0	0	7.067091164179104	0	1	0	0	1	-0.008357758488183337	0	0.0	0	2.2306777645659928	0.0	0	0	2.2271	0	0.005847057369897953	2.5402298850574714	1.07375
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	0	0	1	0	0	0	8.044896592592593	0	0	0	0	1	-0.03601612551489127	2	-1.0078126954820394	0	4.8099173553719	3.044522437723423	1	0	1.7404999999999997	0	0.03095698689854449	4.273015873015874	-0.13367886312805988
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1	1	0	1	1	1	0	7.66597841509434	0	2	1	0	4	-0.013669826618351137	0	0.0	0	3.9809637120761456	0.0	0	2	1.8117999999999996	0	0.018309617821435767	3.0595238095238093	2.390626630664509
NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)NC(N)=N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O	0	1	0	0	0	0	8.167033870503596	1	4	0	0	8	-0.030230163841075977	0	-7.878650703207007	0	4.417582417582418	0.0	0	7	-8.874400000000014	0	0.03883696492383508	3.760567632850241	-1.9723089728750558
C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	1	0	4	0	1	0	7.612090995850622	0	3	1	1	4	-0.019332867796875097	1	0.5161810775287072	1	3.742384396230549	2.3978952727983707	0	1	1.9000999999999997	0	0.017719849601338357	2.956055929667041	0.43055385457885187
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	0	0	4	2	0	2	7.524655675675675	0	2	0	0	3	-0.013964790012696453	2	-0.9207855830474492	0	3.6198277672757833	3.044522437723423	2	0	7.2644200000000065	0	0.014432306080825874	3.081456456456457	2.5722537766076172
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12	0	4	0	0	1	0	8.171821045871559	1	1	0	0	3	-0.02290356198668789	1	-0.9987981002649989	0	3.976895610165933	2.3978952727983707	1	3	1.0169	1	0.028361850839381895	3.229969765684052	1.1180593851045613
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C	1	0	4	0	1	3	7.604730735395188	0	7	1	1	8	-0.013338747241360234	1	-0.32670043766792334	1	4.339156140822359	2.3978952727983707	0	2	2.4445000000000006	0	0.019371943688087586	2.9131944444444446	1.2954636947195246
Cc1c(C(=O)O)c(O)cc2c(O)c3c(c(O)c12)C(=O)C(C1OC(CO)C(O)C(O)C1O)C(=O)C3=O	1	0	3	0	1	0	8.504473644444445	0	0	1	0	1	-0.04277439830658036	0	-5.816704076713997	1	4.880661157024793	0.0	0	10	-1.6300800000000009	0	0.054892580617840046	4.438697318007663	-0.8765775998572019
COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1	0	0	2	0	0	2	7.453603793103449	0	1	0	0	2	-0.01595681228197837	0	0.05351935836062882	0	3.487712665406428	0.0	0	1	2.979700000000001	0	0.017146690459232873	3.083924349881797	0.889008566389519
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O	1	0	5	0	1	0	7.280041889447236	0	6	1	1	6	-0.01130914001928523	1	-0.30313687209655793	1	3.2385204081632653	2.3978952727983707	0	0	5.122800000000005	0	0.01193168668575591	2.649305555555556	6.623263857347067
O=C([O-])P(=O)([O-])[O-]	0	0	0	0	0	0		0	0	0	0	0	-0.4267173924163945	0	-2.562499999999999	0	4.831443688586545	0.0	0	0	-2.7566	0	0.10518786676112371	5.448216735253772	0.0
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	0	2	0	0	0	0	8.358544125000002	2	0	0	0	2	-0.03437771825288325	0	0.0	0	4.842469135802471	0.0	0	8	-5.397199999999993	0	0.04789132213535755	3.903381642512077	-1.3450162719408745
O=C(O)Cn1cc(I)c(=O)c(I)c1	0	2	0	0	0	0	8.296607636363637	0	0	0	0	1	-0.05462797418822289	0	-0.9210657596371885	0	4.938741045572322	0.0	0	0	1.1421000000000001	0	0.04326386978591027	4.192880658436214	-0.11876666666666669
CCCCc1ccc(C(=O)O)nc1	0	0	0	0	0	0	7.475546545454545	0	3	0	0	3	-0.01820971720232735	0	-0.9703319213487862	0	3.8284023668639047	0.0	0	0	2.1224	0	0.023919272553029284	3.3247863247863245	3.23430468946838
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C	1	0	2	1	1	0	7.145649202185792	0	2	1	0	4	-0.008021257223254677	0	1.400111259124607	1	2.6875	0.0	0	0	3.8826000000000027	0	0.010732019550178301	2.475277777777778	4.519755527210885
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C	1	1	4	0	1	6	7.272972646153845	0	8	1	1	8	-0.00928656703678051	1	1.0487270255192616	1	3.482222222222221	2.3978952727983707	0	0	4.425900000000004	0	0.014351947394998983	2.5878527336860673	8.300822426990132
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO	0	0	0	0	0	3	8.204375870967743	0	0	0	0	1	-0.03289095148238807	0	-2.893526523263624	0	4.689021092482424	0.0	0	2	-3.7854999999999976	0	0.05155482266264081	4.18733850129199	-0.7987108686067019
CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C1OC	0	3	0	0	0	4	7.805833289134439	3	8	0	0	8	-0.012772987746573558	0	-1.2099096825564803	0	3.9364217091695584	0.0	0	8	3.2860000000000085	0	0.020575235503571404	2.797935956790123	1.8855604665701835
O=C(O)c1cc(O)c2c(O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc3c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC5OC(CO)C(O)C(O)C5O)cccc34)c2c1	0	2	6	0	0	0	8.161727094339621	2	0	2	0	2	-0.038030008102257776	0	-3.0391041410551063	0	4.49	0.0	0	10	0.5425999999999991	0	0.050532114383602424	4.105919003115264	-1.6221706167099477
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	1	0	3	1	1	0	7.484650326797385	0	4	1	0	5	-0.014417990152373779	1	0.2203732048374909	1	3.8600000000000008	2.3978952727983707	0	0	1.6302999999999999	0	0.022573131238190075	2.741477272727273	4.552493386243386
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5C(c7cc(O)co7)CCC56O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O	1	5	4	0	1	3	7.697894279792746	4	12	1	1	13	-0.013790993030884494	2	-0.6218475907978325	1	4.087017755646094	3.044522437723423	1	14	2.235200000000002	0	0.026698676901374382	2.8499254287844886	7.98278335848385
NC(=O)OCC(O)COc1ccc(Cl)cc1	0	0	1	0	0	0	7.895795409090908	0	0	0	0	2	-0.03815069467337971	0	-0.9254232136176579	0	4.4421768707483	0.0	0	1	1.1750000000000003	0	0.040234093362641755	3.764623750734862	-0.18270291810139683
CNCCc1ccccn1	0	0	0	0	0	2	7.2066711515151525	0	1	0	0	2	-0.008246948880661856	0	0.0	0	2.7768595041322324	0.0	0	0	0.8434999999999999	0	0.010215211407398044	2.8333333333333335	2.0082870370370367
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)C(c4ccccc4)S(=O)(=O)O)[C@H]3SC2)cc1	0	3	1	0	1	0	8.374011234899328	1	0	0	0	2	-0.03880085601127062	0	-4.036513705861507	0	4.715986394557823	0.0	0	3	-1.8939999999999932	1	0.03680910388999116	3.475047080979284	0.2607461407641254
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21	1	0	3	1	1	0	8.341875795454545	0	0	0	0	0	-0.05715964036365564	1	-0.9085775699168555	0	4.657533820314748	2.3978952727983707	0	0	5.103500000000002	0	0.039582575538577434	3.365992693373646	0.0
NCCCCC(N)C(=O)O	0	0	0	0	0	0	7.518499219512195	0	3	0	0	4	-0.01949321905290146	0	-0.9333134920634916	0	3.2222222222222228	0.0	0	0	-0.4726999999999995	0	0.032410002773152154	3.4480676328502415	2.767677626606198
CCOP(=O)(OCC)SCC[N+](C)(C)C	0	0	0	0	0	0	7.903565519999999	0	0	0	0	4	-0.008421495694255106	0	0.0	0	2.9269860811873727	0.0	0	0	2.6069000000000004	0	0.01631427869818638	2.0449585387856994	2.568341836734694
NCCCC(N)(C(=O)O)C(F)F	0	1	0	0	0	0	8.145056818181818	1	2	0	0	3	-0.03506568953999913	0	-1.688935185185185	0	5.583333333333333	0.0	0	0	-0.22749999999999942	0	0.03998321152746865	4.193840579710145	0.01645833333333324
Cc1ncc(CO)c(CO)c1O	0	0	0	0	0	0	7.986421960784314	0	0	0	0	2	-0.018262274843411537	0	0.0	0	4.253308128544423	0.0	0	2	0.08021999999999985	0	0.03769755223047908	3.9565217391304346	-0.5120833333333334
CCC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C	1	0	4	0	1	0	7.079555219917012	0	9	1	1	9	-0.006093707733649973	1	1.9098847634464973	1	2.5784023668639047	2.3978952727983707	0	0	4.269300000000004	0	0.007103085370395729	2.218055555555556	9.315320182646571
O=C(OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1	0	0	1	0	0	0	8.660498722222222	0	0	0	0	0	-0.027506066223482045	0	-6.508722131644212	0	4.488888888888889	0.0	0	15	3.723600000000003	0	0.03491121300509888	3.920138888888889	0.0
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O	1	0	4	0	1	0	7.079827969230768	0	8	1	1	8	-0.005834604489744133	1	0.5119086855421184	1	2.432098765432099	2.3978952727983707	0	0	4.205100000000003	0	0.0067683333241791415	2.1539961013645224	9.230377430293105
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	1	0	4	0	1	0	7.133170344827587	0	6	1	1	6	-0.009249534610783133	1	0.0	1	2.731404958677686	2.3978952727983707	0	0	3.6092000000000026	0	0.01391382178619953	2.4719267139479904	6.868613210716386
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	1	0	3	1	1	0	7.81527413245033	0	3	1	0	5	-0.010364367232788569	1	-0.9218296858741817	1	4.479591836734693	2.3978952727983707	1	7	4.171100000000004	0	0.02905504394623652	3.053995006242197	3.9303647577534804
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl	0	0	2	0	0	0	7.346843804195803	0	0	0	0	10	-0.011894505981064783	0	-1.1754622257875003	0	2.7818605368462923	0.0	0	0	4.639200000000005	0	0.01389501157708465	2.5420117726728138	7.492617413090741
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1	1	1	4	0	1	2	8.127959856502242	1	3	1	0	4	-0.02233264661993149	0	-2.5085012273580993	1	4.663494809688583	0.0	0	9	0.0012999999999993017	0	0.03658324474241494	3.6705246913580236	-2.043298941296604
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	1	0	3	1	1	0	7.5719667472527465	0	4	1	0	6	-0.017651310521850223	1	0.04078304778701658	1	3.8933333333333335	2.3978952727983707	0	1	1.3014	0	0.02510713126391152	2.968395691609978	3.666782171201814
CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C2CCC13C	1	0	5	0	1	4	7.297957120331949	0	12	1	0	12	-0.011874122800447634	0	0.6207585166177068	1	3.559956526989495	0.0	0	4	6.972400000000008	0	0.016975792454121855	2.6388157894736843	7.515939108975354
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl)cc1	0	1	1	0	0	0	7.9891974392523375	1	0	0	0	2	-0.03550321151819589	0	-1.5174934005588758	0	4.529401945662988	0.0	0	2	-0.0860999999999989	0	0.02973685595473722	3.2043257728012247	-0.7453163731716375
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	0	0	1	1	0	0	7.603771417475728	0	0	0	0	1	-0.013400779383242925	1	0.0	0	4.360915810347935	2.3978952727983707	1	0	2.8997400000000004	0	0.022883472099984103	3.063054412437129	0.2772124590576974
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1	1	0	4	0	1	6	7.291189197505196	0	13	1	1	17	-0.004988442765446228	1	-0.20183388836456273	1	2.7286640450632373	2.3978952727983707	0	0	5.965900000000007	0	0.011789501856324389	2.1595860566448803	20.980067907836837
CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I	0	0	2	0	0	4	8.111018561151079	0	4	0	0	4	-0.03583673195175876	0	-4.284242829013706	0	4.79587158438355	0.0	0	0	5.567400000000003	0	0.03490969906524053	3.768941798941799	0.6693072840512606
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC	0	0	1	0	0	4	7.344663842696629	0	11	0	1	11	-0.009636554997645755	1	-0.03373312322953592	0	3.0698224852071005	2.3978952727983707	0	0	3.9536000000000033	0	0.015193030890548093	2.647863247863248	8.441338745510047
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1	0	1	1	0	1	0	8.206527123966941	1	0	0	0	2	-0.03750462736323593	1	-1.707367274346891	0	4.314776250636309	2.3978952727983707	1	3	0.041000000000000425	1	0.03637632593322114	3.763888888888889	0.7477545812400885
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	0	0	1	1	0	0	7.8755301818181795	0	0	1	0	2	-0.030713269486267406	0	0.0	0	4.593028519692167	0.0	0	1	-1.7235599999999989	0	0.033379019989460974	3.7857142857142856	-1.0200356390643186
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C	0	0	2	0	0	3	7.460242235294118	0	2	0	0	3	-0.010494864005899678	0	-0.16167564247921407	0	3.1303155006858714	0.0	0	0	4.275500000000004	0	0.010896847126478027	2.7424242424242427	1.870416351725876
CC(C)Cc1ccc(C(C)C(=O)O)cc1	0	0	1	0	0	1	7.358746742857142	0	1	0	0	1	-0.013456256071601062	0	-0.7716577958343829	0	3.2084481175390267	0.0	0	0	3.073200000000001	0	0.016370546441760767	2.957912457912458	1.0433852985638699
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12	1	2	4	0	1	2	8.001425007751937	0	3	1	0	6	-0.020315858398695447	1	-4.846360714810617	1	4.391192223765128	2.3978952727983707	0	6	-0.7837999999999974	0	0.025698270688042556	3.237407407407408	3.3764689925180655
CCN1C(=O)NC(c2ccccc2)C1=O	0	0	1	0	0	0	7.912475547169811	0	0	0	0	1	-0.023264611337799716	1	-0.48143235071806467	0	4.148148148148148	2.3978952727983707	0	0	1.2993999999999999	0	0.021384388207853024	3.3373015873015874	0.4107145219198789
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO	1	0	4	0	1	0	7.521285323076921	0	4	1	1	5	-0.014146458335334728	1	0.4939828695418085	1	3.7950413223140504	2.3978952727983707	0	1	2.0118000000000005	0	0.014994321245624017	2.864343869731801	1.644444361913473
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1	0	1	0	0	0	0	8.071040815384615	0	1	0	0	3	-0.032861929199707596	1	-0.050922043691704166	0	4.139319727891157	2.3978952727983707	1	0	-0.7679999999999998	0	0.03090384507569086	3.134567901234568	1.5606667034097588
Nc1nc(O)c(-c2ccccc2)o1	0	0	1	0	0	0	8.232175466666666	0	0	0	0	0	-0.035385297559946675	1	0.0	0	4.045351473922903	2.3978952727983707	1	0	1.6293999999999997	0	0.044588484242026626	4.116161616161617	0.0
CC(N)C(O)c1cccc(O)c1	0	0	1	0	0	0	7.579250434782609	0	0	0	0	0	-0.021519359488915864	0	0.0	0	3.28	0.0	0	1	0.7728000000000002	0	0.02920934812135967	3.52	0.0
CC(COc1ccccc1)N(CCCl)Cc1ccccc1	0	0	2	0	0	0	7.377157165217391	0	0	0	0	4	-0.014281889833185174	0	0.0	0	2.81044809005869	0.0	0	0	4.194900000000003	0	0.010969592401479987	2.632996632996633	3.0405643738977073
CC1=CC(=O)c2ccccc2C1=O	1	0	2	0	1	0	8.067133290322582	0	0	1	0	0	-0.01910998445610349	0	0.39500000000000024	0	4.204081632653063	0.0	0	1	2.0119000000000002	0	0.01316219202888532	3.595959595959596	0.0
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	0	0	2	0	1	0	7.921902906976744	0	3	0	1	5	-0.015450986535121412	2	-0.6939366024187452	0	3.852172345411934	3.044522437723423	0	0	1.6298199999999994	0	0.014796123416307766	2.4999657064471883	5.278538102833391
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC	1	3	4	0	1	4	7.970289969999999	3	6	1	0	6	-0.01758450627329072	0	-2.2234241377058623	1	4.564889213537862	0.0	0	9	3.157700000000002	0	0.026883575783413455	3.1448243114909777	0.9091796501390652
NC(Cc1c[nH]c2ccccc12)C(=O)O	0	1	1	1	0	0	7.496824384615385	0	1	0	0	1	-0.022539821853265665	1	-0.9719619236583521	0	3.7037037037037037	2.3978952727983707	1	0	1.1223000000000003	0	0.030559877828026185	3.6170634920634916	0.3465740740740739
C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H]([C@@H](O)[C@H](O)[C@]3(O)[C@H]1C[C@@]14O[C@@]5(O)[C@@H]([C@@H](O)[C@@H](O)[C@@H]31)[C@]4(C)CC[C@@H]5O)[C@]2(C)O	1	0	4	1	1	1	7.740174316784869	0	5	1	1	7	-0.01313391091512296	2	0.0	1	3.597500000000001	3.044522437723423	0	6	-1.8432999999999953	0	0.02417663076352213	2.788840439276486	3.8576753724465043
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)O)C2C1	1	0	4	0	1	4	7.534497165048544	0	7	1	1	8	-0.016667718363635363	1	-0.2386806852725083	1	4.165224913494812	2.3978952727983707	0	6	2.3634000000000004	0	0.023475092671983583	3.058783255086072	0.7944882986947261
CC(I)C1OCC(CO)O1	0	1	0	0	0	0	7.332332714285714	1	0	0	0	2	-0.024735114429716723	1	0.0	0	4.133422916491701	2.3978952727983707	0	0	0.5436999999999999	0	0.025381558939045992	2.8600458553791888	0.5777462962962966
CC(C)NCC(O)COc1ccc(O)cc1	0	0	1	0	0	0	7.429081454545455	0	0	0	0	2	-0.018350504202804728	0	0.0	0	3.4497959183673474	0.0	0	1	1.1298999999999995	0	0.02835265678536564	3.142857142857143	0.7502435279667424
Cc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O	0	0	6	0	0	0	8.271000390243902	0	0	2	0	0	-0.03940213213338875	0	0.0	0	4.6611381527552425	0.0	0	0	6.670040000000006	0	0.030311419766604203	3.3525980192646863	0.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O	1	0	2	1	1	0	7.762940826815642	0	3	1	0	5	-0.018236359541401112	0	-1.797368979900129	0	3.88449531737773	0.0	0	2	2.5671	0	0.02205177717983516	3.1163194444444446	1.8459987896972783
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	0	1	0	1	0	0	8.559401945945947	1	0	0	0	1	-0.055140266888104805	2	0.0	0	5.652968495883841	3.044522437723423	1	4	-1.629000000000001	0	0.05800046256989216	3.4480662635424544	-0.9561826814058958
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5	1	0	4	1	1	0	7.433134588235293	0	6	1	0	8	-0.012461717319699167	1	1.0717758461409257	1	3.3904	3.9318256327243257	0	0	2.512500000000001	0	0.020092130074389168	2.606691919191919	8.108796852431412
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	0	0	2	1	0	2	7.87190055	0	1	0	0	2	-0.0277561233510425	1	-2.214922060613347	0	4.605424497985234	2.3978952727983707	1	2	3.4705200000000014	0	0.03138714650432539	3.6687872679936175	-0.8956079072645489
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2	1	0	2	1	1	0	7.718273683453238	0	1	1	0	7	-0.015483851644080003	0	-0.4765896729789785	1	4.050909090909092	0.0	0	0	4.106600000000004	0	0.01996135000615836	2.960621541081311	4.532002199744145
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	0	0	2	0	0	2	7.843200406779661	0	1	0	0	1	-0.02992964174732365	0	-0.8893467078189301	0	3.552208504801098	0.0	0	0	4.364100000000001	0	0.02384129884984394	3.440395592725342	-0.0642410714285715
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12	1	0	3	1	1	0	7.203845308411214	0	1	1	1	3	-0.00870880837078016	1	3.2210213529856393	1	2.8060486522024988	2.3978952727983707	0	0	3.9212000000000033	0	0.004695663638946035	2.5694444444444446	3.4627299855127234
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2	1	0	1	1	1	2	7.6323592	0	3	0	0	10	-0.014796961298418378	1	0.2545347332561688	0	4.417273673257024	2.3978952727983707	0	1	2.52402	0	0.02843805880314942	3.0512152777777777	5.6889300058843055
CN(C)CCOC(C)(c1ccccc1)c1ccccn1	0	0	1	0	0	0	7.465380139130434	0	0	0	0	2	-0.010557402854168254	0	0.0	0	3.2018140589569164	0.0	0	0	2.923300000000001	0	0.00969906509781058	2.803294573643411	1.5458588435374154
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1	0	1	1	0	1	0	8.32345940229885	1	0	0	0	1	-0.037454172567164594	0	-2.3571878528985293	0	4.194760781095039	0.0	0	3	0.6213000000000004	1	0.033509886971275646	3.59781378600823	0.27256435463686546
NC1CONC1=O	0	0	0	0	0	0	6.718464	0	0	0	0	1	-0.034745003469511745	1	-0.23611111111111094	0	5.053254437869823	2.3978952727983707	0	0	-1.6249000000000007	0	0.03637360672093415	4.170940170940171	0.2905092592592591
CCOc1ccc(NC(C)=O)cc1	0	0	1	0	0	3	7.445740636363637	0	0	0	0	1	-0.014862936617092497	0	-0.06559269232384302	0	3.9822485207100584	0.0	0	0	2.0437	0	0.021663618295858503	3.2403846153846154	0.652265447845805
