SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]	observed	predicted
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C	-0.36	1.82	1.08	1.63	-0.18	0.11	-0.05	-1.0	0.37	-1.1	-1.27	0.19	-1.55	-0.09	1.0	0.76	1.0	1.0
C=CCCCCCCCCCCCC(CC(O)CO)OC(C)=O	-1.55	-0.53	0.17	-0.25	-0.14	-0.2	0.16	0.87	0.12	0.39	-1.2	-0.13	0.23	-0.9	1.0	0.76	0.0	0.0
O=S(=O)(Nc1ccc(CCNCC(O)c2cccnc2)cc1)c1ccc(C2=NC(c3ccc(C(F)(F)F)cc3)=CC2)cc1	-1.39	-0.53	0.17	0.31	-0.27	-0.32	0.52	-0.49	0.42	1.17	-0.85	-2.49	-0.49	-0.07	1.0	0.76	0.0	0.0
CCCCCCCC(=O)OCCC(C)C	-0.04	-0.53	0.17	-0.26	-0.12	-0.45	0.71	1.72	-1.56	-0.69	-1.08	0.63	0.65	-0.65	1.0	0.76	0.0	0.0
NC(Cc1ccc(O)c(Cl)c1)C(=O)O	0.22	-0.53	0.17	-0.25	-1.18	-0.92	-1.15	-0.32	0.96	0.49	1.0	0.57	0.67	0.72	1.0	-1.32	0.0	0.0
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1	0.16	0.65	-0.74	-0.68	-0.05	0.59	0.57	-0.32	0.41	2.26	-0.52	-0.25	0.66	-0.32	-1.0	0.76	1.0	1.0
O=C(O)C(=O)C=Cc1ccccc1O	1.11	-0.53	0.17	-0.18	-1.88	-0.49	-0.63	-0.32	1.83	-0.51	0.94	0.18	0.63	-0.19	1.0	-1.32	0.0	0.0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	-0.57	-0.53	-0.74	0.64	-0.32	0.1	0.18	-0.49	-0.61	0.0	0.85	0.48	0.13	-0.15	-1.0	-1.32	1.0	1.0
CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@]43C)C2C1	-0.86	-0.53	-0.74	-0.2	-0.09	0.36	0.14	0.02	-0.93	0.55	-0.36	0.44	-0.88	1.69	-1.0	0.76	0.0	0.0
O=C(O)C1CC(O)CN1C(=O)C1CCCN1	0.18	-0.53	1.08	-0.57	-0.31	-0.6	-0.59	1.89	0.42	0.99	0.25	-0.23	0.24	-0.3	1.0	-1.32	0.0	0.0
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)cccc3c(=O)c2c1O	0.93	-0.53	-0.74	-1.45	-0.37	0.17	-0.24	-1.0	0.13	-1.23	-0.1	-0.38	-0.29	-0.37	-1.0	0.76	0.0	1.0
CN1CCCC1c1cccnc1	-0.12	0.65	-0.74	0.16	1.42	2.09	1.31	0.19	-1.11	-1.03	0.53	0.56	0.83	-1.46	-1.0	-1.32	1.0	1.0
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	-0.45	-0.53	-0.74	0.99	-0.09	0.54	0.25	0.19	-0.94	0.65	0.45	0.99	-0.36	0.53	-1.0	-1.32	0.0	0.0
N=CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	0.64	-0.53	2.89	0.26	-0.06	-1.16	-1.18	-0.32	2.01	0.71	-0.53	-0.94	-0.25	-0.09	1.0	0.76	0.0	0.0
CCCCCCCC(=O)OCCCC1C(=C(C)C)CCC2[C@@]1(C)CC[C@@]1(C)C(C(C)CCC=C(C)C)CC[C@]21C	-2.65	-0.53	0.17	-0.94	-0.1	0.24	0.79	0.02	-1.36	-0.58	-1.21	0.96	-1.0	0.11	1.0	0.76	0.0	0.0
CCOC(=O)C(CCc1ccccc1)NC1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O	0.19	-0.53	1.98	-0.77	-0.25	-0.43	0.08	-0.32	0.72	0.18	-0.52	-0.33	0.09	-0.68	1.0	0.76	0.0	0.0
C=C(C)C1CC[C@]2(C)CCC[C@](C)(O)C2C1	-0.23	-0.53	-0.74	1.31	0.54	0.13	0.11	0.36	-1.1	-0.18	0.31	1.4	0.15	1.59	-1.0	-1.32	0.0	0.0
CCC(C)C(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O	-1.34	-0.53	1.08	-0.29	0.36	-0.98	-0.56	-0.32	0.88	0.19	-0.35	0.42	0.47	0.42	1.0	0.76	0.0	0.0
CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	0.24	-0.53	-0.74	-0.8	-0.45	0.42	1.67	-0.66	0.51	0.44	-0.07	-1.63	0.1	-1.19	-1.0	0.76	0.0	1.0
O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2C[C@@H]3O)c1c[nH]c2ccccc12	-0.89	-0.53	0.17	0.76	-0.35	0.18	0.05	-0.49	-0.5	-0.68	-0.09	-1.01	-0.53	-0.65	1.0	0.76	0.0	0.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	-2.85	-0.53	2.89	-0.28	-0.08	-0.61	0.0	-0.66	0.07	-0.89	-1.31	-1.42	-1.02	-0.04	-1.0	0.76	0.0	0.0
O=C(O)c1ccc[nH]1	0.65	-0.53	0.17	0.06	2.84	-1.05	-1.3	0.7	1.38	-1.2	0.81	0.12	1.17	-0.53	1.0	-1.32	0.0	0.0
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O	-1.43	3.0	0.17	4.87	-0.17	0.13	-0.01	1.04	-0.1	-0.58	-1.36	-1.64	-2.16	1.17	1.0	0.76	1.0	1.0
CC(=O)SCC=C(C)C	0.54	-0.53	0.17	-0.41	1.87	0.17	0.58	0.36	-1.11	-0.88	0.17	1.65	1.55	1.07	-1.0	-1.32	0.0	0.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	1.12	-0.53	-0.74	-0.19	-0.07	0.23	-0.86	-0.83	1.27	-0.9	1.39	-0.19	0.31	-0.32	-1.0	0.76	1.0	1.0
O=C1NC(=O)C(N2C(=O)c3ccccc3C2=O)CC1O	1.06	-0.53	2.89	-0.57	0.04	-0.76	-0.38	-0.32	1.33	1.04	1.52	-0.52	0.06	-0.61	-1.0	-1.32	0.0	0.0
O[C@@H]1Cc2c(ccc3ccc4ccccc4c23)[C@@H](O)[C@@H]1O	0.77	-0.53	-0.74	-1.19	-0.21	0.27	-0.59	-1.34	1.02	-0.33	1.21	0.07	-0.14	-1.07	-1.0	-1.32	0.0	0.0
C[C@]12CCC3C4=C(CCC3C1CCC2=O)C(=O)C(=O)C=C4	0.38	-0.53	-0.74	0.77	-0.31	1.12	0.54	-0.32	-0.25	1.99	1.05	0.72	0.18	-0.27	-1.0	-1.32	0.0	0.0
O=NN(CCCl)C(=O)NCCCl	0.78	-0.53	-0.74	0.05	0.2	-2.03	1.01	2.92	1.28	1.52	0.66	1.23	1.41	-0.61	-1.0	-1.32	1.0	1.0
C=CC=C	0.88	-0.53	-0.74	-0.04	-0.68	1.32	-0.78	0.36	-2.03	-1.97	-0.99	1.11	1.17	-0.8	-1.0	-1.32	0.0	0.0
CCCCCC(O)/C=C/C(O)C(O)C/C=C\C/C=C\CCCC(=O)O	-0.67	-0.53	0.17	-0.12	-0.11	-0.59	-0.31	0.53	0.51	0.27	-1.24	0.27	-0.17	-0.8	1.0	0.76	0.0	0.0
CCOc1ccc(NC(C)=O)cc1	0.67	-0.53	0.17	-0.29	-0.99	-0.28	0.22	-0.15	-0.92	-1.56	0.28	0.12	0.65	0.02	-1.0	0.76	1.0	1.0
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)(O)O)CN2	0.33	-0.53	0.17	0.25	-0.79	-1.66	-3.17	-2.19	2.03	0.83	0.17	0.69	0.93	0.96	1.0	-1.32	0.0	0.0
C[C@]12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O	-0.28	-0.53	-0.74	0.43	-0.1	-0.13	-0.08	-0.49	-0.06	0.62	0.77	0.79	-0.16	-0.0	-1.0	-1.32	0.0	0.0
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1	-0.21	-0.53	-0.74	0.58	-1.75	0.6	0.26	-0.32	-0.31	-0.15	-0.29	-0.36	-0.87	0.04	-1.0	0.76	0.0	0.0
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@H]1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2[C@H]1O	1.04	0.65	-0.74	0.46	-0.15	0.47	0.2	-0.49	2.01	3.0	-0.45	-1.63	-1.08	0.48	1.0	0.76	0.0	0.0
O=C(O)/C=C\C(=O)O	1.22	-0.53	1.08	0.05	-0.57	-1.85	-2.08	0.7	2.35	-1.51	0.58	0.49	1.02	1.64	1.0	-1.32	0.0	0.0
CCCCC/C=C\C/C=C\CC(O)/C=C\C=C\CCCC(=O)O	-0.03	-0.53	0.17	-0.09	-0.12	-0.63	0.0	0.36	-0.33	0.39	-1.25	-0.18	-0.3	-1.48	1.0	0.76	0.0	0.0
C=CCCCCCCCCC=O	0.05	-0.53	-0.74	-0.03	-0.12	1.76	0.51	0.87	-0.35	0.64	-0.64	0.92	0.84	-2.35	-1.0	0.76	0.0	0.0
OCCc1ccccc1Nc1c(Cl)cccc1Cl	0.44	-0.53	-0.74	0.48	-1.01	0.12	-0.29	-0.32	0.05	0.0	0.93	0.35	0.17	-0.91	-1.0	-1.32	1.0	1.0
O=Cc1ccc2c(c1)C(c1cc(O)cc3c1C(c1cc(O)cc(O)c1)C(c1ccc(O)cc1)O3)C(c1ccc(O)cc1)O2	0.32	-0.53	-0.74	-0.13	-0.31	0.11	-0.48	-0.49	2.14	0.56	-0.23	-2.33	-1.39	-0.45	-1.0	0.76	0.0	0.0
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	0.99	-0.53	0.17	-0.94	0.24	0.36	1.2	-0.66	1.84	0.6	0.71	-1.09	0.47	-0.42	1.0	0.76	1.0	1.0
C/C1=C\C2OC(=O)C(C)C2CC/C(C(=O)OC2C(O)C(O)OC(CO)C2O)=C\CC1	0.27	-0.53	1.08	-0.43	-0.22	-0.28	-0.36	0.36	0.66	0.87	-0.46	-0.37	-0.39	-0.13	1.0	0.76	0.0	0.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1	1.82	0.65	-0.74	0.09	-0.9	0.34	-0.82	-0.66	0.46	-1.08	1.01	-0.73	0.03	-0.27	-1.0	0.76	1.0	1.0
CC1CC(C)(C)CC1=O	0.4	-0.53	-0.74	0.56	0.68	0.72	0.54	1.21	-1.14	0.19	0.08	1.08	0.75	2.76	-1.0	-1.32	0.0	0.0
CC1CC[C@]2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(O)[C@@](C)(CO)C5C(O)C[C@]43C)C2C1C	-2.66	-0.53	0.17	0.56	-0.09	0.08	-0.52	0.02	0.38	-0.18	-1.37	-1.03	-5.24	0.57	1.0	0.76	0.0	0.0
CC1(C)CC(O)[C@@]2(CO)C(O)C[C@@]3(C)C(=CCC4[C@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1	-1.14	-0.53	-0.74	0.11	-0.12	0.23	-0.12	0.02	-0.49	0.99	-0.33	1.33	-1.73	1.78	-1.0	0.76	0.0	0.0
CCN(CC)N=O	0.87	-0.53	-0.74	0.16	-2.03	0.42	3.92	2.75	0.61	0.98	0.05	1.0	1.0	0.27	-1.0	-1.32	1.0	1.0
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	1.26	0.65	1.08	-0.89	-0.46	0.04	0.04	-0.66	-0.36	-1.33	0.69	-0.29	0.31	-1.04	-1.0	0.76	0.0	1.0
CC(=O)C1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1CC3O	1.37	-0.53	-0.74	0.89	0.01	0.54	0.33	-0.15	-0.24	0.85	0.48	1.07	-0.57	1.47	-1.0	0.76	0.0	0.0
COc1cc([N+](=O)[O-])ccc1N/N=C(\C(C)=O)C(=O)Nc1ccccc1OC	1.06	1.82	0.17	0.11	-0.76	1.08	1.09	-0.15	1.57	0.02	-0.28	-0.71	-0.21	-0.29	1.0	0.76	0.0	1.0
COP(=S)(OC)Oc1ccc(SC)c(C)c1	1.24	3.0	-0.74	1.25	-0.68	-1.75	-1.39	-3.04	-0.96	-0.24	0.74	1.78	1.92	1.07	1.0	0.76	1.0	1.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]4(C)C3CC(O)[C@@]12C	-1.26	-0.53	1.08	1.21	-0.11	-0.32	-0.25	0.53	0.81	2.11	-0.79	-0.68	-1.33	0.41	1.0	0.76	0.0	0.0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	-0.38	-0.53	-0.74	1.73	0.09	0.92	0.57	0.02	-0.71	1.85	0.4	0.63	-0.21	0.51	-1.0	0.76	1.0	1.0
C=C1C[C@@]23CCC4[C@](C)(C(=O)O)CCC[C@]4(C)C2CC[C@]1(O)C3	0.47	-0.53	0.17	2.12	0.14	-0.79	0.03	0.53	-0.3	1.09	0.54	1.24	-0.71	1.74	1.0	-1.32	0.0	0.0
CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	0.91	0.65	1.08	-0.66	0.59	-1.33	0.17	-0.32	0.2	0.4	1.39	-0.11	0.27	0.1	-1.0	-1.32	0.0	1.0
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1	0.13	0.65	-0.74	-0.68	-0.05	0.59	0.57	-0.32	0.49	1.79	-0.51	-0.12	0.77	-0.32	-1.0	0.76	1.0	1.0
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C5CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2C1C	-2.02	0.65	-0.74	1.95	-0.02	0.25	-0.29	0.53	0.74	0.7	-1.44	-1.69	-3.84	0.27	1.0	0.76	0.0	0.0
O=P(O)(O)OCC1O[C@@](CO)(OP(=O)(O)O)C(O)C1O	0.22	-0.53	-0.74	-0.64	0.9	-1.94	-3.78	-2.19	1.85	0.52	0.41	2.14	1.15	2.83	1.0	-1.32	0.0	0.0
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	-0.41	-0.53	0.17	-1.4	-0.16	-0.31	-0.14	-0.66	1.22	0.58	-0.27	-1.18	-0.64	-0.33	1.0	0.76	0.0	0.0
C1CCN2CC3CC(CN4CCCCC34)C2C1	-0.43	-0.53	-0.74	0.38	-0.18	2.37	1.9	1.21	-1.85	-0.38	0.19	1.2	-0.28	-1.33	-1.0	-1.32	0.0	0.0
c1ccoc1	0.54	-0.53	-0.74	-0.04	0.85	1.24	0.28	0.87	-1.62	-0.65	-2.11	0.49	1.37	-2.94	-1.0	-1.32	0.0	0.0
O=C(O)C1C[C@H](O)[C@@H](O)[C@H](O)O1	0.73	-0.53	0.17	0.13	2.77	-0.58	-1.87	1.72	1.78	0.52	0.71	0.43	0.49	0.8	1.0	-1.32	0.0	0.0
CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	-0.54	-0.53	-0.74	1.73	0.1	1.18	0.57	0.02	-0.91	1.04	0.4	0.77	-0.09	0.51	-1.0	0.76	1.0	1.0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	0.38	-0.53	0.17	-0.54	0.0	-0.35	0.05	-0.66	0.32	0.31	0.62	-0.41	0.32	-0.15	1.0	-1.32	0.0	0.0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	0.01	-0.53	-0.74	-1.28	-0.47	-0.51	0.6	-0.49	0.41	1.44	1.16	0.43	0.64	0.62	1.0	-1.32	0.0	0.0
CC1CC[C@]2(OC1)OC1CC3C4C(CC[C@]3(C)C1C2C)[C@]1(C)CCC(O)C[C@@]1(O)C4C=O	-1.32	-0.53	-0.74	0.8	0.08	0.33	0.27	0.7	-0.59	0.06	-0.29	-0.58	-1.15	0.7	1.0	0.76	0.0	0.0
Cc1cc(/N=N/c2ccccc2C)ccc1N	0.76	-0.53	-0.74	0.5	-0.29	-0.07	1.51	-0.32	-0.56	-1.15	-0.0	-0.26	0.49	-0.45	-1.0	0.76	1.0	1.0
CNC(C)Cc1ccc2c(c1)OCO2	0.15	0.65	-0.74	-0.6	-1.25	0.2	0.31	-0.32	-0.82	-1.02	0.29	-0.04	0.32	-0.37	1.0	-1.32	1.0	1.0
COc1cc2ccc(=O)oc2c(OC)c1OC1OC(CO)C(O)C(O)C1O	1.6	1.82	0.17	-0.88	-0.12	0.23	-0.96	-0.66	1.36	-0.3	-0.07	-0.7	-0.65	-0.29	1.0	0.76	0.0	1.0
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CC[C@]4(C)C3CC[C@]12C	-1.37	-0.53	1.08	1.9	-0.52	-1.3	0.73	0.53	0.18	1.65	-0.59	0.67	-0.48	1.01	1.0	0.76	0.0	0.0
CCCCC/C=C\C/C=C\C=C\C(O)C/C=C\CCCC(=O)O	-0.53	-0.53	0.17	-0.05	-0.17	-0.63	0.0	0.19	-0.04	0.3	-1.22	1.01	0.12	-1.48	1.0	0.76	0.0	0.0
CCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC	0.18	3.0	0.17	-2.51	-0.2	-0.87	-0.52	-2.19	0.03	-1.49	-0.59	-1.74	-1.42	-0.76	1.0	0.76	0.0	0.0
CN(C)c1cn(C)n(-c2ccccc2)c1=O	0.71	3.0	0.17	-1.18	0.05	1.43	1.43	-0.15	-0.78	-1.28	0.66	-0.07	0.23	-0.68	-1.0	-1.32	1.0	1.0
CCC(C)C(N)C(=O)N1CCCC1C(=O)O	-0.55	-0.53	1.08	-0.23	-0.08	-1.03	-0.22	1.38	-0.15	0.47	-0.03	0.13	0.72	-0.13	1.0	-1.32	0.0	0.0
CN1CC=C(c2ccccc2)CC1	0.25	0.65	-0.74	-0.3	-0.07	2.6	1.67	-0.32	-1.33	-1.08	0.47	0.58	0.5	-1.11	-1.0	-1.32	0.0	1.0
CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)C=CC3C1C5	0.86	0.65	-0.74	-1.03	0.63	0.66	0.12	-0.49	0.14	0.19	1.85	-0.74	-0.36	-0.37	-1.0	-1.32	0.0	0.0
CCCCCC(O)/C=C/C1C=CC(=O)C1CCCCCCC(=O)O	-0.94	-0.53	0.17	-0.19	-0.22	-0.62	0.07	0.53	0.33	1.06	-1.01	0.51	-0.01	-0.8	1.0	0.76	0.0	0.0
CCCCCCCCC1OCC(C)O1	-0.74	-0.53	-0.74	-0.06	-0.12	0.42	0.87	1.72	-1.43	-0.23	-0.95	0.02	0.56	-1.11	1.0	0.76	0.0	0.0
C[C@]12C=CC(=O)CC1CCC1C2CC[C@]2(C)C(O)CCC12	-0.26	-0.53	-0.74	0.91	-0.06	0.39	0.25	0.19	-0.9	0.99	0.46	0.42	-0.21	0.53	-1.0	-1.32	0.0	0.0
O=C(O)CC1CCC(=O)O1	0.82	-0.53	1.08	0.02	0.87	-0.89	-0.42	1.72	0.65	1.72	0.57	0.46	0.88	0.91	1.0	-1.32	0.0	0.0
COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21	0.98	0.65	0.17	-1.2	-0.1	0.17	-0.03	-0.49	1.29	-0.61	1.55	-0.74	-0.92	-0.37	1.0	0.76	1.0	1.0
CCC1OC1C/C=C\C/C=C\CCCCCCCC(=O)O	-0.31	-0.53	0.17	0.01	-0.14	-0.43	0.36	0.53	-0.68	0.05	-1.19	0.07	0.07	-1.41	1.0	0.76	0.0	0.0
CCCCCCCCCC/C=C/CCCC(=O)O	-0.56	-0.53	0.17	-0.08	-0.13	-0.93	0.21	0.7	-0.47	0.57	-1.15	0.54	0.53	-1.81	1.0	0.76	0.0	0.0
CCCCCCCCC/C=C/CCCCC(=O)O	-1.04	-0.53	0.17	-0.04	-0.07	-0.94	0.21	0.7	-0.52	0.76	-1.14	0.69	0.41	-1.81	1.0	0.76	0.0	0.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C	-0.55	-0.53	0.17	0.55	-0.1	-0.43	-0.17	0.53	0.29	2.02	-0.22	0.18	-0.66	0.67	1.0	0.76	0.0	0.0
CC1=C(C)C2CC1CC2O	0.02	-0.53	-0.74	0.43	0.25	0.37	-0.09	0.19	-1.07	-0.29	0.29	0.83	0.92	-0.02	-1.0	-1.32	0.0	0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	0.62	-0.53	-0.74	1.59	-0.16	0.27	-0.03	-0.15	0.31	0.73	0.55	0.16	-0.64	1.2	-1.0	0.76	0.0	0.0
O=C(O)CCCC(O)/C=C\C=C\C=C\C(O)C/C=C\CCCCC(O)O	-0.33	-0.53	0.17	-0.03	-0.11	-0.74	-0.51	0.19	0.77	0.92	-1.24	-0.45	0.01	-0.63	1.0	0.76	0.0	0.0
O=C(O)C(O)C(O)C(O)C(O)COP(=O)(O)O	0.37	-0.53	0.17	-0.04	0.39	-1.42	-3.38	-2.19	1.88	1.16	0.13	1.57	0.69	1.87	1.0	-1.32	0.0	0.0
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N	0.98	-0.53	-0.74	0.78	-1.75	-0.02	0.24	-0.32	1.57	2.29	1.91	-0.59	1.4	0.65	-1.0	0.76	0.0	0.0
COC(=O)OC12COC1CC(O)C1(C)C(=O)C(OC(C)=O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C(C)(C)C)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C	-0.5	0.65	1.98	2.01	-0.21	-0.81	0.02	-0.32	0.36	-0.91	-1.14	-2.94	-1.84	1.27	1.0	0.76	0.0	0.0
CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCN)cc2)C1C(O)=NO	-0.13	-0.53	0.17	1.96	-0.28	-0.22	0.76	-0.66	0.72	-0.16	0.01	0.9	0.43	0.27	1.0	0.76	0.0	0.0
c1ccc2[nH]ccc2c1	0.47	-0.53	-0.74	0.25	0.24	0.5	-0.16	-0.49	-1.78	-2.04	1.14	0.2	0.86	-1.65	-1.0	-1.32	0.0	1.0
O=C1CCCCC1=O	0.61	-0.53	-0.74	-0.04	0.12	1.18	0.54	1.21	-0.54	2.9	-0.28	1.1	0.95	-0.53	-1.0	-1.32	0.0	0.0
COc1ccc2c(c1)CC[C@H]1[C@H]2CC[C@]2(C)[C@@H](O)CC[C@H]12	-0.81	0.65	-0.74	0.33	-0.28	0.79	0.37	-0.49	-0.89	-0.56	0.43	0.33	-0.25	-0.27	-1.0	0.76	1.0	1.0
NCCCC[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	-0.37	-0.53	1.08	-0.44	-0.25	-0.92	-0.84	-0.32	0.8	0.43	-0.61	-0.12	-0.04	-0.02	1.0	0.76	0.0	0.0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12	-0.19	1.82	-0.74	-0.68	-0.27	0.64	1.71	-0.66	-1.02	-0.45	-0.36	0.24	0.28	0.14	1.0	0.76	1.0	1.0
CCCCOc1ccc2ccc(=O)oc2c1	0.27	-0.53	0.17	-0.2	-0.37	-0.2	0.45	-0.66	-0.56	-0.5	0.18	0.15	0.59	-0.68	1.0	0.76	0.0	1.0
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1	0.31	-0.53	1.08	-1.48	0.06	-0.53	0.6	1.04	-0.48	0.2	-0.72	-0.13	-0.45	-0.19	-1.0	0.76	0.0	0.0
CC(C)=CCC/C(C)=C\COC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O	-0.8	-0.53	-0.74	0.13	-0.05	0.19	-0.55	0.36	0.13	0.0	-1.17	-0.57	-1.56	-0.02	1.0	0.76	0.0	0.0
Clc1ccc2nsnc2c1NC1=NCCN1	1.27	-0.53	-0.74	-0.57	-2.02	-1.09	-0.4	-0.32	-0.33	-0.78	1.67	0.22	1.13	-1.16	-1.0	-1.32	1.0	1.0
CC(Cc1ccccc1)NCCC#N	0.29	-0.53	-0.74	-0.08	0.26	1.45	0.29	-0.32	-0.34	0.05	-0.0	0.5	0.54	-1.11	-1.0	0.76	1.0	1.0
COC1C=CC2=CCN3CCc4cc5c(cc4[C@@]23C1)OCO5	-0.52	0.65	-0.74	-0.12	0.11	0.61	0.49	-0.49	-0.55	-0.82	1.03	-0.6	0.18	-0.47	1.0	0.76	0.0	1.0
NCC(=O)Nc1ccc(OCc2ccccc2)cc1	-0.39	-0.53	0.17	-0.15	0.11	-0.18	-0.18	-0.32	-0.75	-1.09	-0.18	-0.06	0.37	-0.69	-1.0	0.76	0.0	1.0
CC1(C)C2CC[C@]1(C)C(O)C2	0.34	-0.53	-0.74	0.22	0.72	0.06	0.02	0.87	-1.14	-0.15	0.45	0.67	0.57	1.87	-1.0	-1.32	0.0	0.0
C[C@@]12C(=O)C=CC=C1C(O)CC1C2CC[C@@]2(O)C(=O)O[C@@]3(C)C4C[C@]5(C)C(CO[C@@]16O[C@]23C5C6=O)C(=O)O4	0.16	-0.53	1.08	-0.04	0.2	0.17	0.04	-0.15	0.57	1.26	0.77	-0.86	-0.97	0.91	1.0	0.76	0.0	0.0
CSCCC(N)C(=O)NC(CC(=O)O)C(=O)O	0.47	0.65	1.98	-0.49	-0.27	-1.19	-0.98	1.72	1.45	0.25	0.02	0.98	0.61	0.67	1.0	0.76	0.0	0.0
NC(=O)CCCCC1SCC2NC(=O)NC21	-0.36	-0.53	0.17	-0.03	-0.23	-1.91	-0.44	1.55	0.31	1.78	0.02	1.16	0.59	-0.3	-1.0	-1.32	0.0	0.0
COc1ccc2ccc(=O)oc2c1	1.15	0.65	0.17	0.26	-0.78	-0.08	0.17	-0.66	-0.53	-1.04	1.53	0.0	0.76	-0.19	1.0	-1.32	1.0	1.0
Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	1.21	-0.53	-0.74	0.46	1.68	0.65	0.75	-0.32	2.26	3.98	2.53	-0.12	0.97	1.64	1.0	-1.32	1.0	1.0
