SMILES	C-001	F04[C-N]	F05[N-O]	B05[N-S]	F05[N-S]	B05[N-F]	F05[N-F]	B05[N-Cl]	B05[N-Br]	B05[O-O]
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C	8	16	4	0	0	0	0	0	0	0
COc1cnc2ccc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1	0	17	2	0	0	0	0	0	0	0
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC	3	2	0	0	0	0	0	0	0	0
O=C(CN(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(Cl)c2Cl)CC1	0	12	1	0	0	0	0	1	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCBr)C1c1cccc([N+](=O)[O-])c1	2	3	0	0	0	0	0	0	0	0
CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21	2	18	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccccc1	5	4	0	0	0	0	0	0	0	0
CCC1=CC2C(C1)C[C@]2(CN)Cc1nn[nH]n1	1	11	0	0	0	0	0	0	0	0
NC(=O)c1ccc(Cc2ccccc2)cc1-c1cccc(CCC(=O)O)c1	0	3	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(c2ncon2)CC1	0	11	0	0	0	0	0	0	0	0
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1	3	8	0	0	0	0	0	1	0	0
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12	0	13	0	1	1	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1	0	8	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N[C@]2(C)Sc3ccccc3[C@H]1[C@H]2C(=O)OCC	4	2	0	0	0	0	0	0	0	0
CN1CCC(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1	0	9	1	0	0	0	0	0	0	0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	0	2	0	0	0	0	0	0	0	0
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCC3	2	11	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCC(=O)CC2)cc1-c1ccc(Cl)cc1	0	11	0	0	0	0	0	0	0	1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)c(Cl)c1	3	1	0	0	0	0	0	0	0	0
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	3	2	2	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc([N+](=O)[O-])cc1	2	2	0	0	0	0	0	0	0	0
C#CCn1cc(CN(C)C)c2cc(Br)ccc21	0	3	0	0	0	0	0	0	1	0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	3	6	0	0	0	0	0	0	0	0
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1OC)CCCCC3	2	12	0	0	0	0	0	0	0	0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC)C1c1ccc(-c2cccc(Cl)c2Cl)o1	2	1	1	0	0	0	0	0	0	1
CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC	5	11	0	0	0	0	0	0	0	0
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1	2	16	0	0	0	0	0	0	0	0
CCN(CC)c1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1	4	2	0	0	0	0	0	0	0	0
CSC1=NC2C(=C(C)N1)C(=O)OCCCCCSc1ccc([N+](=O)[O-])cc12	1	6	0	1	1	0	0	0	0	0
CCOC(=O)C(C)(C)c1ccc2c(c1)c([C@H](C)CO)c(-c1cc(C)cc(C)c1)n2C(=O)OC(C)(C)C	9	8	1	0	0	0	0	0	0	0
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1	2	5	0	0	0	1	2	0	0	0
CN(C)CCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1	0	18	1	0	0	1	1	0	0	0
COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	1	10	1	0	0	0	0	0	0	0
CN(C)Cc1cn(CCCCN2CCCCC2)c2ccc(Br)cc12	0	5	0	0	0	0	0	0	1	0
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	0	8	0	0	0	0	0	0	0	0
ClCc1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1	0	5	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(Br)c1	4	1	0	0	0	0	0	0	0	0
CCOC(=O)[C@@H]1[C@H]2/C(=C(\O)OCC)C(C)=N[C@]1(C)Sc1cc([N+](=O)[O-])ccc12	4	3	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cc(Cl)cc(Cl)c1OC	4	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCCCCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1	6	6	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(OCc2ccccc2)cc1	2	1	0	0	0	0	0	0	0	0
O=C(Nc1ccccn1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1	0	14	0	0	0	0	0	0	0	0
CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc(C(F)(F)F)c1	4	1	0	0	0	0	0	0	0	0
O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0	4	2	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Br)c1	4	2	0	0	0	0	0	0	0	0
Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)c(C)c1	2	9	1	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(I)cc1	2	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccncc1)CCCC3	2	12	0	0	0	0	0	0	0	0
CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21	11	10	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C#N)[C@@H]1c1cnccc1-c1ccccc1	3	7	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCN(CC(F)(F)F)CC2)cc1-c1ccc(Cl)cc1	0	11	0	0	0	0	0	0	0	0
CN(C)c1ccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)cc1	0	12	0	0	0	0	0	0	0	0
CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1	0	9	0	0	0	0	0	0	0	0
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21	5	13	3	0	0	1	1	0	0	1
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCCC3	2	12	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccc(-c2ccccc2)cc1	5	4	0	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(Cl)cc1Cl	2	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCCCCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1	6	6	0	0	0	0	0	0	0	0
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCCC3	2	12	0	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1ccccc1Cl	3	5	0	0	0	0	0	0	0	0
Brc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1	0	7	0	0	0	0	0	0	1	0
CSC1=NC(c2cc([N+](=O)[O-])ccc2SC)C2=C(O)OCC2=N1	0	6	0	1	1	0	0	0	0	0
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(O)ccn1	1	16	2	0	0	0	0	0	0	0
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	0	11	1	0	0	0	0	0	0	0
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C)n2)C3=O)ccc2c1COC2=O	1	12	3	0	0	0	0	0	0	0
CC(C)Oc1ccccc1-n1nc(OC2CCN(S(=O)(=O)C(C)C)CC2)cc1-c1ccc(Cl)cc1	4	11	0	0	0	0	0	0	0	0
CSC1=NC2/C(=C(/O)OCCCCCSc3ccccc32)C(C)=N1	1	4	0	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1	2	2	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CCCC3	2	11	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ncccn3)no2)CC1	0	17	1	0	0	0	0	0	0	0
CN1C(=O)CC[C@H]1c1cccnc1	0	2	0	0	0	0	0	0	0	0
N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1	0	6	2	0	0	0	0	0	0	0
Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O	2	6	0	0	0	0	0	0	0	0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC	0	5	0	0	0	0	0	1	0	1
Cc1ccc(C2(CCO)CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1	1	18	1	0	0	1	1	0	0	0
C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1	0	8	2	0	0	0	0	0	0	0
CCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCCO/C(O)=C2\C(C)=NC(C)=C(C(=O)OC(C)C)C2c2cccc([N+](=O)[O-])c2)C1c1ccc([N+](=O)[O-])cc1	7	5	0	0	0	0	0	0	0	1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc2c(c1)OCO2	2	1	0	0	0	0	0	0	0	0
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1	0	8	2	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1	4	7	0	0	0	0	0	0	0	0
COc1cccc2nc(CCCN(C)CC[C@]3(OC(=O)C(C)C)C[C@H]4CCC[C@@H]3c3ccccc34)[nH]c12	2	8	0	0	0	0	0	0	0	0
CSC1=NC(c2cccc([N+](=O)[O-])c2)C2=C(O)OCC2=N1	0	6	0	0	0	0	0	0	0	0
CC(C)(C)NC(=O)Cn1c(-c2ccc(OC(F)(F)F)cc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21	8	8	0	0	0	0	0	0	0	0
C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1	1	11	1	0	0	0	0	0	0	1
Cc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1	1	11	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CN(S(=O)(=O)c3c(C)noc3C)C2)cc1-c1ccc(Cl)cc1	2	14	0	0	0	0	0	0	0	1
CN(C)Cc1cn(Cc2ccccc2)c2ncc(Br)cc12	0	7	0	0	0	0	0	0	1	0
Nc1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1	0	6	0	0	0	0	0	0	0	0
CCC(C)OC(=O)C1=C(C)NC(SC)=NC1c1cccc([N+](=O)[O-])c1	3	6	0	0	0	0	0	0	0	0
CCCCn1cc(CN2CCCCC2)c2cc(Cl)ccc21	1	4	0	0	0	0	0	1	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1	2	1	0	0	0	0	0	0	0	0
Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F	1	10	1	0	0	0	0	0	0	0
N[C@@H](Cn1c(=O)cnc2ccc(F)cc21)C1CCC(NCc2ncc3c(n2)NC(=O)CO3)CC1	0	17	1	0	0	1	1	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(N(C)C)cc1	4	2	0	0	0	0	0	0	0	0
C#CCn1cc(CN2CCCCC2)c2cc(C)ccc21	1	3	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCC(N)CC2)cc1-c1ccc(Cl)cc1	0	12	1	0	0	0	0	0	0	0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	2	8	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1/C=C/c1ccccc1	4	1	0	0	0	0	0	0	0	0
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O	2	6	6	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CC(C)(C)[S+]([O-])C(C)(C)C2)cc1-c1ccc(C#N)cc1	4	13	0	0	0	0	0	0	0	1
COc1ccccc1-n1nc(OC2CCC(F)(F)CC2)cc1-c1ccc(Cl)cc1	0	11	0	0	0	0	0	0	0	0
CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc(C#N)c1	4	3	0	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1	4	7	0	0	0	0	0	0	0	0
COc1ccc(C(c2ccc(C(F)(F)F)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1	0	8	1	0	0	0	0	0	0	0
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	0	1	0	0	0	0	0	0	0	1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	0	3	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CN(S(C)(=O)=O)C2)cc1-c1ccc(Cl)cc1	0	12	0	0	0	0	0	0	0	1
O=C(O)C1CN(C(c2ccccc2)c2ccccc2)CCN1C(=O)CC(c1ccccc1)c1ccccc1	0	8	1	0	0	0	0	0	0	1
O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21	0	13	1	0	0	0	0	0	0	0
O=C(NC1CCCCC1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1	0	15	0	0	0	0	0	0	0	0
Cc1cccc(Nc2ccc(-c3ccc(N4CCNCC4)nc3)cc2)n1	1	11	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C(C)(C)C)cc1	5	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCCC2)c(OC)c1	4	1	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CN(C(=O)c3ccccc3)C2)cc1-c1ccc(Cl)cc1	0	14	0	0	0	0	0	0	0	1
CCOC(=O)C1=C(C)N[C@]2(C)Sc3c(cccc3[N+](=O)[O-])[C@H]1[C@H]2C(=O)OCC	4	5	0	0	0	0	0	0	0	0
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1	2	3	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N[C@]2(C)Sc3cc([N+](=O)[O-])ccc3[C@H]1[C@@H]2C(=O)OCC	4	3	0	0	0	0	0	0	0	0
O=C(O)c1ccc(N2CC3(CCN(Cc4cc(Cl)c(-c5ccc(F)cc5F)c(C5CC5)c4)CC3)OC2=O)cc1	0	6	0	0	0	0	0	1	0	0
COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C	2	6	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(n2cncn2)CC1	0	10	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(N(C)C)cc1	2	2	0	0	0	0	0	0	0	0
CSC1=NC(c2cc([N+](=O)[O-])ccc2SC)C2=C(COC2=O)N1	0	6	0	1	1	0	0	0	0	0
O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1	0	0	0	0	0	0	0	0	0	1
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(Cl)c2Cl)CC1	0	8	1	0	0	0	0	1	0	0
CCCCOc1ccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cc1	5	1	0	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1Cl	3	5	0	0	0	0	0	1	0	0
COc1ccccc1-n1nc(OC2CC(C)(C)C(=O)C(C)(C)C2)cc1-c1ccc(Cl)cc1	4	11	0	0	0	0	0	0	0	1
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	0	9	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	2	6	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(C)C)cc1	6	1	0	0	0	0	0	0	0	0
CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	4	8	0	0	0	0	0	0	0	0
CC(C)NCC(O)COc1cccc2ccccc12	2	0	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)cc1	4	1	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(C(C)C)cc1	4	1	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCN(C(=O)N(C)C)CC2)cc1-c1ccc(Cl)cc1	0	13	0	0	0	0	0	0	0	0
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12	4	16	3	1	2	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1	4	3	0	0	0	0	0	0	0	0
O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cccc(Cl)c2Cl)CC1	0	14	1	0	0	0	0	1	0	0
CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21	8	8	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCCN2CCCCC2)cc1	4	2	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Cl)c1	4	2	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(Br)c1	4	6	0	0	0	0	0	0	0	0
CO[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21	4	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc([N+](=O)[O-])cc1	3	2	0	0	0	0	0	0	0	0
CCCCn1cc(CN(C)C)c2cc(Cl)ccc21	1	4	0	0	0	0	0	1	0	0
c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1	0	8	1	0	0	0	0	0	0	0
Nc1nccn2c([C@@H]3CCC[C@H](C(=O)O)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12	0	20	0	0	0	1	6	0	0	0
Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(F)cc1	1	5	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCCN2CCCC2)c(OCC)c1	5	1	0	0	0	0	0	0	0	0
Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1	0	7	0	1	1	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc([N+](=O)[O-])c1	2	3	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccc2ccccc2c1	5	4	0	0	0	0	0	0	0	0
O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(C(F)(F)F)cn34)CC2)[C@@H](c2cccc(F)c2)C1	0	12	0	0	0	0	0	0	0	0
CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C(=O)C1(C)C	3	20	1	0	0	0	0	0	0	1
COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1	0	18	1	0	0	0	0	1	0	0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	1	0	0	0	0	0	0	0	0	0
NCc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1	0	5	0	0	0	0	0	0	0	0
O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1	0	17	1	0	0	1	1	0	0	0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1	0	11	1	0	0	0	0	0	0	0
C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21	1	20	3	0	0	1	2	0	0	1
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC	2	3	1	0	0	0	0	0	0	0
CS(=O)(=O)c1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1	0	17	1	0	0	1	1	0	0	0
O=C(CN1CCN(C(c2ccccc2)c2ccccc2Cl)CC1)N(c1ccccc1)c1ccccc1	0	12	0	0	0	0	0	0	0	0
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	0	5	1	0	0	0	0	0	0	0
CC1=C(C(=O)OCc2ccccc2)C(c2ccc(O)cc2)C(C(=O)OCc2ccccc2)=C(C)N1	2	1	0	0	0	0	0	0	0	0
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O	1	9	1	0	0	0	0	0	0	0
CN1CCC(C(c2ccc(Cl)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1	0	9	1	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	0	8	1	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	4	7	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1	3	15	1	0	0	0	0	0	0	0
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1ccnc(O)n1	1	15	2	0	0	0	0	0	0	0
COc1ccc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc1	0	8	1	0	0	0	0	0	0	0
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3cnccn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1	2	18	3	0	0	0	0	0	0	0
CCCCSc1ccccc1C1N=C(SC)NC2=C1C(=O)OC2	1	4	0	0	0	0	0	0	0	0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC	0	11	3	0	0	0	0	0	0	0
CC(C)C(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@H]2CCC[C@@H]1c1ccccc12	2	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1C	6	3	0	0	0	0	0	0	0	0
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21	5	13	3	0	0	1	2	0	0	1
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2Cl)CC1	0	8	1	0	0	0	0	0	0	0
CCc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1	3	1	0	0	0	0	0	0	0	0
CCN(CC)CCNC(=O)c1ccc(N)cc1	2	6	1	0	0	0	0	0	0	0
Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1	0	9	0	1	1	0	0	0	0	0
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2cc(F)ccc2F)NC(=O)OC(C)(C)C)CCc2ccccc21	5	13	3	0	0	1	1	0	0	1
Cc1ccc(C(c2ccccc2)N2CCN(CC(=O)N(c3ccccc3)c3ccccc3)CC2)c(C)c1	2	13	0	0	0	0	0	0	0	0
