SMILES	C-001	F04[C-N]	F05[N-O]	B05[N-S]	F05[N-S]	B05[N-F]	F05[N-F]	B05[N-Cl]	B05[N-Br]	B05[O-O]
CC(C)(C)NC(=O)Cn1c(-c2cc(F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21	8	8	0	0	0	1	1	0	0	0
NCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1	0	8	2	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCN(C(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1	0	11	0	0	0	0	0	0	0	0
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2cccc(=O)n21	0	9	1	0	0	0	0	0	0	1
COc1ccc(CCNC2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC	2	10	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccc(Cl)cc1	4	1	0	0	0	0	0	0	0	0
O=C(c1cccc(OC(F)(F)F)c1)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1	0	4	1	1	1	0	0	0	0	1
Nc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1	0	4	0	0	0	0	0	0	0	0
O=C(O)CNC(=O)c1c(O)c2c(n(Cc3ccc(C(F)(F)F)cc3)c1=O)COC2	0	3	0	0	0	0	0	0	0	1
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1[N+](=O)[O-])CCCC3	2	14	0	0	0	0	0	0	0	0
c1ccc(-c2cnc([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)[nH]2)cc1	0	18	0	0	0	0	0	0	0	0
CCNC(=N)NC(=O)Nc1c(CC)cc(C(=O)NCc2ccccc2)cc1CC	3	11	0	0	0	0	0	0	0	0
COc1cnc2c(c1)c(CN(C)C)cn2Cc1ccccc1	0	8	1	0	0	0	0	0	0	0
O=C(CN1CCN(C(c2ccccc2)c2ccccc2)CC1)N(c1ccccc1)c1ccccc1	0	12	0	0	0	0	0	0	0	0
Nc1c2c(nc3c1C(c1cccc([N+](=O)[O-])c1)NC(=S)N3)CCCC2	0	13	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CN(S(=O)(=O)C(C)C)C2)cc1-c1ccc(Cl)cc1	2	12	0	0	0	0	0	0	0	1
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N2)n1	3	14	2	0	0	1	1	0	0	0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12	1	22	2	0	0	1	6	0	0	1
O=C(c1ccc(OC(F)(F)F)cc1)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1	0	4	0	1	1	0	0	0	0	0
CCNCCc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1	1	16	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(-c2cccc(Cl)c2Cl)o1	2	1	1	0	0	0	0	0	0	1
COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C	1	7	1	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCN(C(C)=O)CC2)cc1-c1ccc(Cl)cc1	1	11	0	0	0	0	0	0	0	0
C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1	4	10	2	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CC(C)(C)[S+]([O-])C(C)(C)C2)cc1-c1ccc(Cl)cc1	4	11	0	0	0	0	0	0	0	1
Cn1nccc1-c1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2	0	11	0	0	0	0	0	0	0	0
c1ccc(-c2cnc([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)[nH]2)cc1	0	18	1	0	0	0	0	0	0	0
COc1cnc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1	0	8	1	0	0	0	0	0	0	0
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	0	14	0	0	0	0	0	0	0	0
COc1ccc(-c2cc(OC3CC(C)(C)SC(C)(C)C3)nn2-c2ccccc2OC)cc1	4	11	0	0	0	0	0	0	0	0
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccccc3)cc1)C(=O)N2c1cc(=O)[nH]cn1	1	15	2	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1	4	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(OC)c1	4	6	0	0	0	0	0	0	0	0
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1	2	4	0	0	0	0	0	0	0	1
CCO/C(O)=C1\C(C)=NC(=S)N(C(=O)N(C)C)C1c1cccc([N+](=O)[O-])c1	2	8	0	0	0	0	0	0	0	0
CC(C)(C)NC(=O)Cn1c(-c2ccccc2OC(F)(F)F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21	8	8	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(Cl)cc1	3	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C#N)[C@@H]1c1cnccc1-c1cccc2ccccc12	3	7	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(n2ccnn2)CC1	0	10	0	0	0	0	0	0	0	0
NC(=O)CN[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(c1ccccc1)c1ccccc1	0	6	0	0	0	0	0	0	0	0
CCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1	4	3	0	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1	0	8	1	0	0	0	0	0	0	0
CN(C)Cc1cn(Cc2ccccc2)c2ccccc12	0	5	0	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2c(Cl)cccc2Cl)CC1	0	8	1	0	0	0	0	0	0	0
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	5	2	0	0	0	0	0	0	0	0
CCc1c(C)[nH]c2c1/C(=N/OC(=O)Nc1ccccc1)CCC2	2	8	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccc2ccccc2c1	5	4	0	0	0	0	0	0	0	0
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc([N+](=O)[O-])c1)CCCC3	2	13	0	0	0	0	0	0	0	0
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1	0	8	1	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc1-c1ccc(Cl)cc1	3	14	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3	2	13	0	0	0	0	0	0	0	0
CN(C)c1cccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1	0	6	1	1	1	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C#N)[C@@H]1c1cnccc1-c1ccc2ccccc2c1	3	7	0	0	0	0	0	0	0	0
CCOc1ccc(Oc2ccc(OCc3cc(F)ccc3F)cc2)c(N)c1	1	2	0	0	0	0	0	0	0	1
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(C)noc1CCc1ccccc1-c1ccccc1	5	4	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1	4	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1C	5	5	0	0	0	0	0	0	0	0
O=C(CN1CCN(C(c2ccccc2)c2cccc(Cl)c2Cl)CC1)N(c1ccccc1)c1ccccc1	0	12	0	0	0	0	0	1	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(Cl)cccc1Cl	4	1	0	0	0	0	0	0	0	0
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2c(F)cccc2C(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21	5	13	3	0	0	1	1	0	0	1
O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1	0	14	1	0	0	0	0	0	0	0
CC(C)OCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2	4	10	1	0	0	0	0	1	0	0
CCCN(C1CCN(Cc2c(OC)cccc2OC)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1	1	4	0	1	1	0	0	0	0	0
Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3-c3ccc(F)cc3)n2)ccn1	1	16	0	1	3	0	0	0	0	0
COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ncc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	1	9	0	0	0	0	0	0	0	0
CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1	2	5	2	0	0	1	1	0	0	1
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1	2	10	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2)noc1CCc1ccccc1	4	6	0	0	0	0	0	0	0	0
Cc1ccc(Nc2nc(C(=O)N3CCCC(C)C3C)cs2)cc1	3	7	1	0	0	0	0	0	0	0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1	2	8	0	0	0	0	0	0	0	0
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1	1	16	2	0	0	1	3	0	0	0
CC1=C(C(=O)OCCCCCCCCCC[N+](C)(C)C)C(c2cccc3nonc23)C(C(=O)OC(C)C)=C(C)N1	4	7	0	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(O)c(OCC)c1	3	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccc(Br)cc5)noc4C)nn3)nn2)C1c1c(-c2ccc(Br)cc2)noc1C	8	16	4	0	0	0	0	0	0	0
CN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21	0	16	0	0	0	0	0	0	0	0
CS(=O)(=O)c1ccc(C2CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1	0	16	0	0	0	1	1	0	0	0
CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1nccnc12	2	12	1	0	0	0	0	0	0	0
Nc1c2c(nc3c1C(c1ccc(F)cc1)NC(=S)N3)CCCC2	0	11	0	0	0	0	0	0	0	0
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	1	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(F)cc1	4	1	0	0	0	0	0	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(I)cc1	2	1	0	0	0	0	0	0	0	0
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CN4)cc12	0	17	0	1	1	0	0	0	0	0
C[C@H]1OC(C)(C)C(=O)N(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2C#N)[C@H]1C	4	15	0	0	0	1	9	0	0	0
CCOc1ccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cc1	3	1	0	0	0	0	0	0	0	0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	0	1	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1	0	20	1	0	0	0	0	0	0	0
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCC3	2	11	0	0	0	0	0	0	0	0
CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(Br)cc3OC(F)(F)F)CC2)n1	1	12	1	0	0	0	0	0	0	0
O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1	0	16	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1ccccc1C(F)(F)F	3	6	0	0	0	1	3	0	0	0
COc1ccccc1-n1nc(O[C@H]2CC[C@@H](NC(=O)C(F)(F)F)CC2)cc1-c1ccc(Cl)cc1	0	12	1	0	0	0	0	0	0	0
COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1	3	3	0	0	0	0	0	0	0	0
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21	0	8	0	1	1	0	0	0	0	0
CCOC(=O)C1=C(C)NC(N(C)C)=NC1c1cccc([N+](=O)[O-])c1	2	9	0	0	0	0	0	0	0	0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	2	3	0	0	0	0	0	0	0	0
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1	0	4	2	0	0	0	0	0	0	1
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3	2	11	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1	0	10	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Cl)c(Cl)c1	4	1	0	0	0	0	0	0	0	0
CC(C)[C@@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1	3	20	0	0	0	1	6	0	0	0
CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1	1	3	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Br)c1	4	2	0	0	0	0	0	0	0	0
CCc1c(C)[nH]c2c1/C(=N/NC(=O)Nc1ccccc1)CCC2	2	13	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3	2	11	0	0	0	0	0	0	0	0
O=C(CCCc1ccccc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0	4	1	0	0	0	0	0	0	0
CO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1	4	3	0	0	0	0	0	0	0	0
O=C(NC1CCN(Cc2ccc3ccc(=O)oc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1	0	4	2	0	0	0	0	0	0	1
CCCC[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)COC)[C@@H](C(C)C)c2ccc(F)cc21	3	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1cccc2ccccc12	5	4	0	0	0	0	0	0	0	0
O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1	0	14	1	0	0	0	0	0	0	0
O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1	0	9	1	0	0	0	0	0	0	0
O=C(CN(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2Cl)CC1	0	12	1	0	0	0	0	0	0	0
CC(C)(C)NC(=O)Cn1c(-c2cccc(OC(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21	8	8	1	0	0	0	0	0	0	0
CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CCC[C@H]1c1ccccc12	2	7	0	0	0	0	0	0	0	0
CCC(=N\O)/C(C)=C/c1ccc(F)cc1	2	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1	4	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(F)cccc1Cl	4	1	0	0	0	0	0	0	0	0
O=C(CCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0	4	1	0	0	0	0	0	0	0
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCCC3	2	12	0	0	0	0	0	0	0	0
Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1	2	15	2	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1	6	6	0	0	0	0	0	0	0	1
CN1CCC(C(c2ccc(F)cc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)CC1	0	9	1	0	0	0	0	0	0	0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	4	10	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1CCc1cccc(OC)c1	4	6	0	0	0	0	0	0	0	0
O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccncc3)no2)CC1	0	16	1	0	0	0	0	0	0	0
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2cc(Cl)cc(Cl)c2)CC1	0	8	1	0	0	0	0	1	0	0
Cc1cn(-c2ccc(-c3cn(CC(=O)Nc4cccc(Cl)c4Cl)nn3)cc2F)cn1	1	13	1	0	0	1	2	0	0	0
COc1ccc([C@]2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1	0	17	1	0	0	0	0	0	1	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc2c(c1)OCO2	4	1	0	0	0	0	0	0	0	0
C#CCn1cc(CN(C)C)c2cc(Cl)ccc21	0	3	0	0	0	0	0	1	0	0
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O	1	2	1	0	0	0	0	0	0	0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	1	11	1	0	0	1	1	0	0	0
C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(OC)c(OC)c1	2	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(=S)N(C(=O)c2ccc(OC)cc2)C1c1cccc([N+](=O)[O-])c1	2	9	0	0	0	0	0	0	0	0
CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C	4	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1	6	6	0	0	0	0	0	0	0	1
CCNC1=N[C@H]2[C@H](O[C@H](CO)C[C@@H]2O)S1	1	3	1	0	0	0	0	0	0	1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	4	4	0	0	0	0	0	0	0	0
O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1	0	16	0	0	0	1	1	0	0	0
NC1(Cc2nc(-c3ccc(OC(F)(F)F)cc3)c[nH]2)COC1	0	8	2	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]	2	4	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(N(CC)CC)cc1	6	2	0	0	0	0	0	0	0	0
Nc1c2c(nc3c1C(c1ccc(Cl)cc1)NC(=S)N3)CCCC2	0	11	0	0	0	0	0	0	0	0
CNC1(c2ccccc2Cl)CCCCC1=O	0	3	0	0	0	0	0	0	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1c(C)noc1C	4	3	0	0	0	0	0	0	0	0
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	1	5	1	0	0	0	0	0	0	1
CC1(C(=O)O)CCC(C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)CC1	2	20	0	0	0	1	6	0	0	0
COc1ccccc1-n1nc(OC2CC(C)(C)SC(C)(C)C2)cc1-c1ccc(Cl)cc1	4	11	0	0	0	0	0	0	0	0
CC(C)C(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H](OCc2ccccc2)c2cc(F)ccc2[C@@H]1C(C)C	4	7	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1csc(Cl)c1	4	11	1	1	1	0	0	1	0	0
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2	0	7	1	0	0	0	0	0	0	0
CC(C)(C)c1cc(C(c2ccccc2)N2CCN(C(=O)CC(c3ccccc3)c3ccccc3)CC2)cc(C(C)(C)C)c1O	6	8	1	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC)C1c1c(-c2ccccc2)noc1CCc1ccccc1	4	6	0	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc(Cl)c1	3	5	0	0	0	0	0	1	0	0
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1	0	7	1	0	0	0	0	0	0	0
CCc1c2c(n(C)c1CC)CCC/C2=N\OC(=O)Nc1ccccc1	2	8	1	0	0	0	0	0	0	0
CN(CCCc1nc2ccccc2[nH]1)CC[C@@]1(OC(=O)C2CC2)C[C@@H]2CC[C@H]1c1ccccc12	0	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1	4	3	0	0	0	0	0	0	0	0
O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O	0	10	1	0	0	1	1	0	0	1
CC(C)(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)cc1	3	10	1	0	0	0	0	0	0	0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	0	10	1	0	0	1	1	1	0	0
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2	0	5	0	1	1	1	1	0	0	0
COc1ccc([C@H]2C[C@H](C(=O)O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12	0	5	0	0	0	0	0	0	0	0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	2	3	1	0	0	0	0	0	0	0
CCOC(=O)N1C(=S)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	2	7	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccccc1-c1ccccc1	5	4	0	0	0	0	0	0	0	0
Fc1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1	0	6	0	0	0	1	4	0	0	0
CCOC(=O)N1C(=S)N=C(C)/C(=C(/O)OCC)C1c1cccc([N+](=O)[O-])c1	3	7	0	0	0	0	0	0	0	0
CCCCCCCCO/C(O)=C1\C(C)=NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1	4	3	0	0	0	0	0	0	0	0
COc1ccccc1-n1nc(OC2CC(C)(C)OC(C)(C)C2)cc1-c1ccc(C#N)cc1	4	13	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(C)noc1CCc1ccccc1	5	4	0	0	0	0	0	0	0	0
Cc1ccc2c(c1)c(CN(C)C)cn2Cc1ccccc1	1	5	0	0	0	0	0	0	0	0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	0	8	2	0	0	1	1	0	0	0
CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1	0	15	1	0	0	0	0	0	0	0
CCn1c(-c2cnc(C)nc2)nc2c(-c3cnc4c(c3)[C@](C)(NCC(C)(C)F)C(=O)N4)ncnc21	5	15	0	0	0	0	0	0	0	0
CN(C)CCC=C1c2ccccc2CCc2ccccc21	0	1	0	0	0	0	0	0	0	0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(Br)cc1	4	1	0	0	0	0	0	0	0	0
COc1ccc(-c2cc(OC3CC(C)(C)OC(C)(C)C3)nn2-c2ccccc2OC)cc1	4	11	0	0	0	0	0	0	0	0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	4	3	0	0	0	0	0	0	0	1
CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCCOC(=O)C2=C(C)N=C(C)/C(=C(/O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1	6	6	0	0	0	0	0	0	0	1
CC1=C(c2ncnn2C2CCC(C(F)(F)F)CC2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nc(C(F)(F)F)cc2N1	1	20	0	0	0	1	3	1	0	0
CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1cccc(Cl)c1Cl	3	5	0	0	0	0	0	1	0	0
