SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4	observed	predicted
CCC(O)C1CC(C)[C@]2(CC(=O)[C@@]3(C)C4=C(CC[C@]32C)[C@@]2(C)CCC(=O)[C@](C)(CO)C2CC4)O1	-0.249321075795678	1.4215718758098863	-0.1255792317688879	0.7467069132898232	0.015990620127265858	2.02292494304158	1.3120631257451143	1.64863851327247	0.030961720355392755	1.359496637588482	1.4817409656215073	2.1151499703086953	1.355671500159183	-0.5938324862422478	0.5401459745748255	0	0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF	-0.249321075795678	0.14969032305936794	-0.1255792317688879	0.3729315721522317	-0.2635534646411662	1.7345799059552696	1.2279429106396267	1.64863851327247	1.062606580468805	0.8674762204000649	0.6709736919444206	2.1626531780818437	1.4726026935790926	-0.5938324862422478	-0.23483645663410987	1	1
CC(C)=CCCC(C)CCOC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	1.341469007817721	0.2993234469123701	1.6598298459887793	-0.6543398754150641	0.7293899925303747	-0.2802191550668925	-0.7278520905629634	-1.0494148809851351	0.24640562688510126	0.4854368376419999	0.7354185217769067	0.23557269253277313	0.029822645736639692	-0.5938324862422478	-0.4106646533211714	0	0
COC1=CC(=O)OC(CCc2ccc(OC)c(OC)c2)C1	-0.249321075795678	-0.5984752962056429	-0.8397428628719548	1.0442301409291528	0.4619029718528695	0.5734366050542082	-0.7488821443393349	-0.37490153242073376	-0.6029405430877881	-0.34231515833380755	-0.6924796867597494	-0.996037131891422	-0.45864798484008507	-0.5938324862422478	0.21515727035144872	0	1
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1	-0.249321075795678	-0.4488421723526407	-0.1255792317688879	0.42517371243465224	0.26280572584904116	-0.7206730325813407	-0.5596116603519877	0.9741251647080688	0.8885941944255787	0.17864763633628114	-0.2956987555428729	-0.848815610993788	-1.4562652515205947	1.6839765812206853	-0.9579231203112458	1	1
COc1c2c(c(C)c3c1C(=O)OC3)O[C@@]1(C)CC(OC(C)=O)C3C(C)(C)OC(=O)CC[C@]3(C)C1C2	-0.249321075795678	5.719920636579156e-05	-0.8397428628719548	1.9372950959375725	0.5875433376937842	0.8130332608601891	1.059702480428651	0.29961181614366744	0.6648639837985736	1.892036383251239	1.389978772323728	0.2810808076922216	1.2644187449964983	-0.5938324862422478	-0.062390578188606625	0	1
CSCCC(N)C(=O)NC(C)C(=O)O	-0.249321075795678	-0.748108420058645	0.5885843993341789	0.5579736157672649	-1.5525951730420702	-0.17252380040083398	-0.854032413221195	-1.0494148809851351	-0.41649870089861735	-0.3307382073411389	-0.3340336191903002	1.0690897491374491	-0.40631184584972	1.6839765812206853	-0.2188144837038659	0	0
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O	-0.249321075795678	0.14969032305936794	0.5885843993341789	0.18651570623767752	-0.2315210061750849	0.08426577488838281	-0.6437318754574756	0.9741251647080688	1.3526272238741819	0.6706680535246979	0.6847078360070815	-0.6911380161687707	-0.025005690348500753	1.6839765812206853	-0.4480630195469441	1	1
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	-0.249321075795678	-0.07475936272013528	-0.8397428628719548	0.1002273100323147	0.17986101830845738	-0.17304720089574907	1.017642372875906	0.9741251647080688	0.47427898956075454	0.7922260389477187	0.11013765527575813	-0.4896092559190432	-0.9498025199804185	-0.5938324862422478	0.3602322108300683	1	1
O=S(=O)(O)NC1CCCCC1	-0.249321075795678	-0.29920904849963853	-0.1255792317688879	-2.7485369162252753	0.40983675078619364	-1.4213588883719792	1.059702480428651	-0.37490153242073376	-0.7189488004499389	-1.4363370271409936	-0.9356193140668579	-1.542597028223874	0.6927470729479142	1.6839765812206853	0.4889536565256404	0	0
CN1CCN2c3ncccc3Cc3ccccc3C2C1	-0.249321075795678	-0.5984752962056429	-0.8397428628719548	0.26352527234125	-0.09691490382815625	0.019499620614406882	-0.6437318754574756	-0.37490153242073376	-0.6816604320121048	0.38703275420431643	-0.6555031450525852	-0.8002994279707082	-0.8608098949765639	-0.5938324862422478	0.7440817331411933	1	1
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	-0.249321075795678	-0.748108420058645	-0.48266104732042137	-0.6231681976512203	-0.3979124357329122	-0.6431248383701839	-0.5596116603519877	-0.37490153242073376	0.5529988784850711	-0.1744493689401122	1.8803329927587342	0.2461444506823362	-0.11455291009884534	-0.5938324862422478	-1.451720654378578	0	1
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1	-0.249321075795678	-0.748108420058645	-0.8397428628719548	-0.041367518215156905	0.688980599091145	-0.23003954370904234	-0.6437318754574756	0.29961181614366744	-0.4662165254823962	0.1149744058766036	-0.14432132153354343	-0.8416037459498197	-1.0260819128408682	-0.5938324862422478	0.6045267295490384	1	1
CC1(C)C(O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C	-0.249321075795678	2.169737495074897	-0.1255792317688879	0.5618552852275728	-0.16783192197872412	1.2939677788740522	1.2279429106396267	2.3231518618368714	0.2836939953229355	1.5157854759895086	1.3508892853761545	1.9629506379409902	0.8589912791525949	-0.5938324862422478	0.5556659649711011	0	0
