SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4
CCCCCCCCCCCC(=O)O	0	21	1	0.4622295425619526	-0.011448991512902424	0.8874395118872291	3.04	0	0.034	0.179	5.099	0.034188034188034205	0.022727272727272728	0	-3.606979879297459
CN1C(=O)OC(C)(C)C1=O	0	0	0	3.1052631578947367	-0.1947219186998496	1.3867924528301887	4.02	0	0.001	0.0	4.549	0.15277777777777785	0.1240079365079365	1	-8.105713553996416
COc1ccccc1CC(C)N	0	0	2	0.9506172839506176	0.012603013726504667	1.2645676691729322	3.18	1	0.003	0.197	2.061	0.0740740740740741	0.04464285714285714	0	-3.524389829086632
C/C(=C\CCC(C)C1CC[C@@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3O)C(=O)O	1	38	3	1.0750603632291702	-0.06855913657888132	1.7609947715266054	4.12	4	0.3	0.485	16.788	0.14936247723132973	0.07555555555555557	0	-6.297210483153637
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12	0	1	1	2.348611111111111	-0.036289466147599744	1.24170799897425	3.29	1	0.134	0.572	5.56	0.07936507936507939	0.05851063829787234	0	-9.364470503293001
CCCCOc1ccc2ccc(=O)oc2c1	0	5	0	1.6177777777777775	-0.007273380973005281	0.9394936204146733	3.19	1	0.054	0.178	0.442	0.060606060606060635	0.02976190476190476	0	-6.999203323872929
CCCCCC(=O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)O	1	15	2	0.7173553719008263	-0.007061914971775501	1.140957446808511	3.18	1	0.304	0.275	8.019	0.07885304659498213	0.06296296296296296	0	-9.465116647021281
C=CC(O)CCCCCCCC(=O)O	0	10	2	0.3904791863269372	-0.07110071561091967	0.9516964285714288	3.04	0	0.079	0.183	7.298	0.0634920634920635	0.031249999999999997	0	-5.772438703520171
C=C(CCC(C)C1CCC2C3CC=C4CC(O)CC[C@@]4(C)C3CC[C@@]12C)C(C)(C)C	1	39	1	0.7766089560961353	-0.048528531246906474	1.5825928594300351	4.03	4	0.19	0.424	13.9	0.12997903563941302	0.060499058380414306	0	-2.9498354953045642
COc1ccccc1C(C)=O	0	0	0	1.5442176870748303	0.09137949718248801	1.7055084745762716	3.2	1	0.011	0.091	0.456	0.09523809523809526	0.062499999999999986	0	-5.268354328318956
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12	0	13	3	1.6087138070739642	-0.013189152663289638	1.2067268008212573	4.04	2	0.523	0.569	28.793	0.09563994374120961	0.06680253623188406	1	-13.262692850330438
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC	0	3	0	1.455552060396351	-0.08824288597663243	1.3592750533049043	3.25	3	0.059	0.445	4.624	0.072562358276644	0.0482253086419753	0	-12.332111406286623
CC1=CCC(C(C)C)CC1=O	0	13	0	1.0823045267489713	-0.10939520326766611	1.356280012004802	3.14	1	0.014	0.086	2.839	0.11851851851851855	0.04910714285714285	0	-2.400918213823564
COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1O	0	9	1	1.394927536231884	-0.016855518770710853	1.662531017369727	4.03	2	0.194	0.363	5.985	0.108641975308642	0.049528301886792456	0	-8.801366139646671
CC1(C)CC2C1CC[C@](C)(O)C1CC[C@@]21C	0	19	1	0.9102762317048029	0.008300552948970908	1.4279727523857362	4.04	3	0.017	0.23	8.553	0.13888888888888895	0.11041666666666669	0	-1.7960387359686145
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	0	2	0	1.5109107133199935	-0.10346287351631586	1.4145298377387647	3.32	2	0.167	0.3	6.081	0.08408408408408412	0.07054093567251461	0	-4.456629453595458
CCc1occc(=O)c1O	0	3	1	1.7098765432098764	-0.25816217044757817	1.436170212765957	3.23	0	0.004	0.015	0.752	0.11965811965811972	0.062499999999999986	0	-6.862455890064368
CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	0	7	0	1.5750641025641026	0.13160137550571682	0.8171996071155735	4.02	0	0.221	0.299	3.972	0.05050505050505054	0.10294117647058823	0	-7.464053406908013
C/C(=C/CC/C(C)=C\CC/C(C)=C/CC/C(C)=C/CO)CC/C=C(/C)CC/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C	6	71	1	0.41211589821113637	0.060220824140356274	1.2210687542545953	3.06	0	0.404	0.443	16.156	0.07547169811320757	0.04411764705882353	0	-5.376702091104874
C=C(CC)C(=O)COC	2	5	0	1.1777777777777778	-0.12266744267014486	1.7472527472527473	3.13	0	0.003	0.108	2.736	0.14814814814814822	0.05555555555555555	0	-3.735347788723089
CC1(C)C(=O)[C@@]2(O)CC3=CCC[C@@]4(C)C3=C(C(=O)OC4c3ccoc3)[C@]2(O)[C@@]2(C)OC(=O)C3O[C@]312	0	13	2	1.8020151860958578	-0.014225006534973553	1.4842843856001753	4.19	3	0.466	0.493	18.158	0.13536776212832552	0.08751493428912784	0	-14.393737146654795
CNc1ccc(C(=O)OC2C[C@@]3(C)CC[C@]4(C)[C@@]5(C)CCC6[C@@](C)(CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@]6(C)CO)C5CC5O[C@@]54[C@]3(O)C[C@]2(C)C=O)cc1	0	30	12	0.8037019230769231	-0.0011297249848454946	1.5488049283746828	4.19	6	1.011	0.565	41.98	0.12922705314009664	0.06585648148148147	0	-21.519976820978183
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O	0	0	7	-2.044699872286079	-0.10108000317098587	1.1337197049525816	4.03	1	0.056	0.121	4.235	0.11555555555555559	0.07692307692307691	0	-23.883776728860685
CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O	0	13	4	1.1665793217039755	-0.1071530910820589	1.1262354730096666	3.16	0	0.155	0.265	7.659	0.11111111111111116	0.06250000000000001	1	-7.555358512561674
CC/C=C\CCOC(=O)CCCCC	0	14	0	0.8507054673721341	-0.1159771735835629	1.058641975308642	3.04	0	0.102	0.167	7.824	0.05128205128205131	0.031249999999999997	0	-3.2243128733607738
CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5[C@]6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@](C)(CO)C6CC[C@]5(C)[C@@]4(C)CC[C@]23C)O1	0	38	12	0.8776208115393752	0.07419688161632072	1.431307693743641	4.12	5	1.251	0.639	31.835	0.12238325281803546	0.06394508670520233	0	-28.508202285083435
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC1COP(=O)(O)O1	0	25	1	0.10045145737453423	-0.08487391309249134	0.9654958997369643	4.03	0	0.263	0.267	7.68	0.04713804713804715	0.03720238095238095	0	-10.20574059013953
CC1OC(O)C(O)C(O)C1O	0	0	4	-0.005671077504725884	-0.056864574242925764	1.3162523020257828	3.18	0	0.001	0.019	5.331	0.13888888888888895	0.06985294117647059	0	-9.64526252083083
CSCCC(NC=O)C(=O)O	0	0	2	1.0052910052910051	-0.1495421777609886	1.3414634146341458	3.12	0	0.015	0.092	1.958	0.10101010101010105	0.05681818181818182	1	-11.686788024391038
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)/C(=N\OCOCCOC)C(C)C(O)C1(C)O	0	15	5	1.285641044120923	-0.07022245395811576	1.4999111968192749	4.03	0	0.61	0.515	23.197	0.11485642946317107	0.06708715596330275	0	-11.923119726648235
COc1ccc2[nH]cc(CCNC(C)=O)c2c1	0	0	2	1.2735645222276235	-0.1301947094962058	1.276746940386893	3.24	1	0.057	0.244	2.809	0.07407407407407411	0.044507575757575746	1	-5.099818471890892
CCNc1nc(Cl)nc(NC(C)C)n1	0	0	2	2.128401360544218	0.2689196419236578	0.8678571428571429	3.09	0	0.155	0.264	1.182	0.037037037037037056	0.07421875	0	-8.101829034889604
NC(=O)CCC(N)C(=O)NC(CCC(N)=O)C(=O)O	0	0	8	0.8024713903092281	-0.25020094552332417	1.0075344091124823	3.13	0	0.366	0.234	4.623	0.10628019323671505	0.04545454545454544	1	-16.988257433160364
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	0	0	2	1.5771047734017407	-0.05714205349035401	1.1896172248803822	4.02	1	0.32	0.296	8.807	0.09777777777777781	0.09263626834381551	1	-23.01354846763655
Oc1c(Br)cc(Br)cc1Br	0	0	1	-0.12228796844181454	-0.16207585418705306	1.1641791044776117	3.23	1	0.0	0.0	16.8	0.11111111111111113	0.07692307692307693	0	-14.756858267552373
CCCCCCCC1OC1CC#CC#CC(=O)CCO	1	13	1	0.9545454545454543	0.25190158792393647	0.9473961627661821	3.13	0	0.105	0.184	4.071	0.08333333333333337	0.04312865497076023	0	-6.9933707560678995
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C	1	34	1	0.8217449704200451	-0.05094427918014398	1.574333003952569	4.03	4	0.187	0.45	9.655	0.12888888888888894	0.06042884990253411	0	-3.2501852380022305
Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1	0	0	4	0.5741973840665876	0.07990782394871686	1.2003663003663	3.21	0	0.022	0.165	3.742	0.09259259259259264	0.0697463768115942	1	-12.06233256055515
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1	0	1	1	1.9124803925511802	-0.11091431773115294	1.361842105263158	3.28	1	0.131	0.515	8.25	0.08771929824561406	0.06250000000000001	0	-10.094198431678208
CCCCCN(CCCCC)N=O	0	14	0	1.0302280912364943	-0.08739140374942844	1.0771480295223508	3.03	0	0.025	0.202	1.348	0.05555555555555558	0.031249999999999997	1	-2.3682747120331324
CC1CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@]43C)C2C1C	0	45	1	0.9711306561948058	-0.0830578678145755	1.7394957983193278	4.12	5	0.23	0.589	16.212	0.15300546448087435	0.07451923076923075	0	-2.267973963848694
CC(c1cc2ccccc2s1)N(O)C(N)=O	0	0	3	0.8402533427163966	-0.19653393885938053	1.26645644461963	3.2	1	0.028	0.194	6.374	0.09259259259259264	0.05615942028985506	1	-11.108239594235329
COc1cc2c(CCN3CCN(c4cccc(Cl)c4C)CC3)nn(Cc3c[nH]cn3)c2cc1OC	0	3	1	1.4103304975358846	-0.017016783739492697	1.3930850737414848	3.27	2	0.248	0.319	7.814	0.07676767676767679	0.04471247563352826	0	-8.427634035129335
c1cnc(N2CCNCC2)nc1	0	0	1	0.9911111111111107	-0.25748105097949764	1.3365617433414043	3.13	0	0.003	0.118	1.278	0.05555555555555558	0.02678571428571428	0	-2.245353723641084
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O	0	0	14	-4.450231481481482	0.09306079050328984	0.963288856833754	4.04	1	1.54	0.836	19.477	0.0660660660660661	0.09126984126984125	0	-74.08961122252359
Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1	0	0	1	1.9123072556995555	-0.038011885467314946	1.2373949579831935	3.32	0	0.008	0.268	2.699	0.07885304659498213	0.060648148148148145	1	-9.75015523838606
CCCCCCCCC1CC(C(=O)O)C(=O)O1	0	15	1	1.1558185404339247	0.26103815940504105	1.007470845481049	3.16	0	0.129	0.177	6.201	0.06349206349206352	0.06286549707602339	0	-7.395767826646842
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	0	21	1	0.8624050876237466	-0.07010294326321757	1.5898305084745765	4.03	4	0.071	0.332	9.176	0.1310541310541311	0.0634469696969697	0	-3.219372352497838
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1	0	0	3	0.4609429978888109	0.11121242644330169	1.193023255813954	3.21	0	0.022	0.176	2.493	0.09259259259259264	0.0697463768115942	1	-12.485639635538273
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	0	0	2	0.8238226420044601	0.3323714871180757	1.2798965740142212	3.3	2	0.013	0.193	2.029	0.08080808080808084	0.05555555555555555	0	-11.853773297199181
C=Cc1ccc(O)cc1	0	0	1	0.40830449826989623	-0.17878162500955438	1.1907834101382488	3.06	1	0.0	0.036	0.321	0.08080808080808086	0.027777777777777776	0	-7.453977871697306
CC(=O)Oc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1	0	0	0	1.6648797920727745	0.11047627565851259	1.1856459330143543	3.29	2	0.091	0.267	0.651	0.06535947712418302	0.06076388888888889	0	-9.672980334385752
CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5[C@]6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@](C)(CO)C6CC[C@]5(C)[C@@]4(C)CC[C@]23C)O1	0	38	11	0.866511120732509	0.05952722571046676	1.4460726295816189	4.12	5	0.794	0.628	28.488	0.12364243943191315	0.06325301204819275	0	-24.046857073563615
CC(C)CC(O)CC(C)CCC(=O)c1ccoc1	0	13	1	0.9523809523809523	0.09205083197000574	1.0586854460093897	3.14	0	0.064	0.273	5.792	0.07729468599033822	0.060672514619883045	0	-4.6011953363268105
CCNCc1cc(=O)oc2cc(OC)ccc12	0	0	1	1.6141098484848484	0.03357611062035333	1.1531184864518198	3.24	1	0.014	0.222	0.667	0.06481481481481485	0.0475	0	-6.750810375194058
CC(O)C(NC(=O)CN)C(=O)O	0	0	5	0.7352053140096615	-0.036489241223103056	1.2062367115520907	3.16	0	0.054	0.115	3.755	0.11111111111111113	0.07142857142857141	1	-12.333875949533457
CC1=C(O)C(=O)CO1	0	0	1	1.6734693877551021	-0.3974669248144564	1.5981404958677683	3.24	0	-0.042	0.0	2.488	0.1414141414141415	0.09895833333333333	0	-10.331615286799796
N#Cc1cccc2sc(C(=O)NC(=N)N)cc12	0	0	4	0.3199589743589746	0.14972244511050892	0.9812801932367151	3.24	1	0.092	0.125	5.408	0.08000000000000004	0.05237268518518518	1	-15.778744758597519
CC(CCC1O[C@@]1(C)CO)C1CC[C@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1CC3O	0	33	2	1.1848498263768794	-0.07594594267496772	1.6873719229893491	4.12	4	0.264	0.5	16.858	0.16397849462365596	0.07814814814814816	0	-5.146362978133197
CC(CCC(=O)O)C1CCC2C3CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]4(C)C3CC[C@@]12C	0	31	5	0.7564647005788505	0.08614788917495236	1.4680970149253731	4.03	4	0.466	0.466	21.343	0.1160862354892206	0.06098646723646722	0	-12.299701018737204
C[C@@]12C(=O)C=CC=C1C(O)CC1C2CC[C@@]2(O)C(=O)O[C@@]3(C)C4C[C@]5(C)C(CO[C@@]16O[C@]23C5C6=O)C(=O)O4	0	9	2	1.5446482122260667	-0.08902421300148745	1.3546678062443365	4.16	3	0.228	0.628	21.867	0.13991769547325106	0.0762061403508772	0	-14.597331848093246
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F	0	0	0	0.9414683255922158	-0.06195635741026256	0.9874371859296481	4.02	2	0.04	0.437	6.685	0.08333333333333337	0.05255681818181818	1	-17.51447346004857
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1	0	0	2	1.035268150652766	-0.1586856139224255	1.018556701030928	3.22	1	0.007	0.469	5.683	0.058823529411764726	0.03838734567901234	0	-6.391634380841359
C/C(O)=C1/CC(=O)C2=C1CCCN2	0	2	2	1.3140477755862368	-0.07830769739671198	1.3937381404174571	3.28	1	0.012	0.103	3.522	0.08888888888888895	0.07967836257309942	0	-5.115492121264645
CC(Cc1ccccc1)N(C)Cc1ccccc1	0	0	0	0.6527777777777779	-0.0069039376680541725	1.3206647398843927	3.12	2	0.092	0.359	1.026	0.05555555555555559	0.03409090909090909	0	-4.641601670793946
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	0	0	1	1.6505569529284945	-0.0637062662546628	1.4943805527885938	3.26	2	0.06	0.321	3.027	0.08771929824561406	0.052487080103359174	0	-6.457002182293383
CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(O)/C=C/CCCCCCCCCCCCC	0	68	9	0.4231109060689502	0.08090077334132875	1.074907415429799	3.19	0				0.06425702811244983	0.036290322580645164	1	
CNCc1cc(=O)oc2cc(OC)ccc12	0	0	1	1.5666666666666667	0.030563251452906982	1.2406528616623522	3.24	1	0.016	0.172	1.207	0.06763285024154592	0.049479166666666664	0	-7.473213224500061
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	0	0	0	1.2067313345091126	-0.276155987165817	1.128412537917088	3.27	1	0.227	0.558	17.007	0.07807807807807811	0.05486111111111111	0	-12.244976604945455
CCCCCCCCCCCCC(O)C1CCC(C(O)CCCC(O)C(O)CCCCCC2CC(CC(C)=O)C(=O)O2)O1	1	31	4	0.577769205138408	-0.07446464872417771	1.0909337172021198	3.13	0	0.397	0.354	16.763	0.07272727272727275	0.04559748427672956	0	-8.041983758004921
CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)[C@@]1(C)CC(O)CC1(C)C)/C=C/[C@]12O[C@@]1(C)CC(O)CC2(C)C	4	27	2	1.158007843137255	0.0360553510860028	1.681478022178782	4.16	2	0.325	0.408	13.858	0.13847429519071314	0.08343253968253966	0	-11.063410472258372
CC1C(=O)CC2CC1C2(C)C	0	13	0	1.1313932980599648	-0.07591408571089354	1.538474025974026	4.03	3	0.002	0.0	3.454	0.13580246913580254	0.125	0	-1.9862762339204703
CCCCCCOc1ccc2ccc(=O)oc2c1	0	9	0	1.525525525525525	0.02784983983866326	0.9004934210526316	3.19	1	0.08	0.173	2.209	0.05555555555555558	0.027173913043478264	0	-6.176575521591495
CCC(/C=C/C(C)C1CCC2C3=CCC4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C	0	39	1	0.7272262400467525	-0.0384814827630513	1.5901263412945652	4.03	4	0.194	0.421	15.661	0.1263616557734205	0.06261770244821091	0	-2.767007292119295
CC1Cc2ccc(/C(O)=N/C(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	0	0	3	0.9367517328292374	0.07094338506730014	1.1416967509025266	3.28	2	0.281	0.271	8.679	0.07588075880758811	0.058238636363636354	1	-15.82414745622663
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	0	0	2	1.2481356777653074	0.1226595569190057	1.7144059644059646	4.03	1	0.109	0.548	9.215	0.10493827160493831	0.06845238095238095	1	-6.421984324103045
CCCCN(CCCC)N=O	0	10	0	1.2487260064549006	-0.1137469454052369	1.1038062283737027	3.03	0	0.005	0.178	1.5	0.06666666666666671	0.0375	1	-2.1781781226073984
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	0	0	0	1.2392567716777028	0.07531159069160834	1.3508734165655618	4.03	2	0.761	0.395	11.239	0.08187134502923979	0.046502976190476185	0	-12.748532805330838
O=C1NS(=O)(=O)c2ccccc21	0	0	1	-0.8525994275705928	0.20436894970736022	1.3053297199638663	4.04	1	0.0	0.0	1.569	0.11111111111111117	0.1103395061728395	1	-13.549537891629068
C/C=C(/C)C(=O)OC1C2=C(C)C(=O)O[C@]2(OC)CC2CCC(OC(=O)/C=C/SC)C(C)[C@]21C	1	18	0	1.9754949386028249	-0.11919440916015912	1.6865451312670117	4.03	2	0.208	0.551	14.68	0.11740041928721179	0.06944444444444445	0	-11.056654436841802
C=C1C[C@]23CC1CCC2[C@@]12OC(=O)[C@@](C)(C(O)CC1O)C2C3C(=O)O	0	12	3	1.0000628668872242	-0.021178704695823104	1.3672487364948702	4.05	4	0.279	0.362	17.084	0.11764705882352945	0.09049823633156967	0	-9.505437527672026
O=C(O)C(c1ccccc1)C1CCCCN1	0	2	2	0.5391616701777131	0.12164195186201869	1.2665067541977022	3.19	1	0.021	0.275	5.299	0.060606060606060635	0.062499999999999986	0	-6.443219052292834
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC(CO)CO	0	21	3	0.2266864448682631	0.031690843006380344	1.0321513095226407	3.05	0	0.118	0.247	3.972	0.032921810699588494	0.027777777777777776	1	-7.349187955240258
COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1	0	1	1	1.3134836794633031	-0.08704683959849359	1.336206968011472	3.28	2	0.281	0.468	9.753	0.07407407407407411	0.053240740740740734	0	-13.726637529742497
BrCCBr	0	0	0	-0.29425093082500486		0.0	2.11	0	0.0	0.0	1.549	0.11111111111111116	0.0	0	-3.313336612762791
O=C(CO)C(O)C(O)C(O)COP(=O)(O)O	1	0	6	-1.7599958686958288	-0.15233384629227775	1.1089466089466091	4.03	0	0.293	0.174	5.877	0.12698412698412703	0.06250000000000001	0	-23.14952906497096
CNC(=O)Oc1cccc2c1OC(C)(C)C2	0	0	1	2.063670655567117	-0.04878476851995411	0.9213191264529765	4.02	1	0.038	0.208	6.859	0.08000000000000004	0.07291666666666667	1	-6.322478353816507
NC(Cc1ccc(O)c(Cl)c1)C(=O)O	0	0	4	0.2962962962962965	-0.20616242683514902	1.0056680161943319	3.18	1	0.031	0.144	5.669	0.10526315789473686	0.04513888888888889	0	-16.35080069725602
CSCCC(N)C(=O)NC(CC(C)C)C(=O)O	0	7	4	1.0742682368863206	-0.13748831908085213	1.0758222222222225	3.13	0	0.117	0.264	5.712	0.10000000000000006	0.05625000000000001	1	-9.52432125252937
CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	0	0	3	0.9592532303359862	0.023296773431375557	1.0920955201777118	3.29	2	0.239	0.295	7.371	0.07751937984496125	0.055851063829787224	1	-19.94140926176362
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21	0	6	1	1.2078121565326487	-0.1222932502898827	1.3099533737229754	4.03	2	0.239	0.354	6.333	0.0897435897435898	0.04116161616161616	0	-9.536605266939068
CC(=O)OCCC(C)CCC=C(C)C	1	14	0	0.9951499118165785	0.0038069110655969173	1.0897435897435896	3.05	0	0.071	0.243	4.744	0.0740740740740741	0.05208333333333334	0	-3.777400658080699
O=C(O)CNC(=O)C1CCCN1	0	0	3	0.7361111111111115	-0.18449128886322075	1.0905172413793105	3.12	0	0.022	0.127	3.368	0.08888888888888889	0.036616161616161616	1	-8.983902977364304
O=[N+]([O-])OC1COC2C(O)COC12	0	0	1	0.582105641394179	-0.10725964513166283	1.137230769230769	3.18	0	0.002	0.048	3.034	0.08888888888888896	0.059027777777777776	0	-13.298810541638913
CCCCCCC(=O)CCO	1	11	1	0.39035162221844744	0.16505062778452814	1.0878090366581414	3.04	0	0.008	0.137	3.881	0.0666666666666667	0.041666666666666664	0	-2.784901202961012
COCCc1ccc(OCC(O)CNC(C)C)cc1	0	0	2	0.7293388429752063	-0.004898817402584045	0.9571354539397375	3.06	1	0.08	0.211	2.963	0.06763285024154593	0.017857142857142856	0	-5.633077655221243
C=C(C)C1CC=C(C)CC1	0	13	0	0.5976331360946743	-0.049730850214526105	1.4431910984075134	3.12	1	0.001	0.078	1.793	0.10256410256410259	0.045454545454545456	0	-1.8611119615629583
C=CCC1/C=C(\C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	0	25	3	1.1029958925861472	0.0003472398358377466	1.312774926686217	4.03	1	0.75	0.637	20.847	0.10335917312661501	0.058333333333333334	1	-11.05425331658453
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	0	7	0	1.0644444444444445	0.0018720183578574516	1.189183490590902	3.23	2	0.054	0.496	6.451	0.06734006734006737	0.043918918918918914	0	-4.407046972036012
CC(C)CC1NC(=O)C(C)N(C)C(=O)CNC(=O)/C(=C\c2ccccc2)N(C)C1=O	0	7	2	1.5260655737704913	-0.1475853634729886	1.2856374561099846	3.2	1	0.329	0.479	6.935	0.09819121447028428	0.053750000000000006	1	-7.821305368741852
CC(C)=CCC[C@@](C)(O)C1CC[C@]2(C)C1C(O)CC1[C@@]3(C)CCC(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CC[C@]12C	1	35	8	0.759410734351246	0.033838503318558505	1.5841179186035277	4.12	4	0.692	0.562	26.574	0.13238770685579204	0.06932261208576998	0	-12.350847342721284
O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	0	0	7	-0.00173010380622847	0.08637883273415586	1.038240621573955	3.31	2	0.214	0.356	10.053	0.09053497942386837	0.0564516129032258	0	-28.000344732264665
Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1	0	0	3	0.8365961142265866	0.04995658606318483	1.1349932503374829	4.02	2	0.147	0.356	8.09	0.06837606837606841	0.0472972972972973	0	-13.613334166283419
CC(=O)OC[C@]1(O)C[C@]23CCC4[C@@](C)(CCC[C@@]4(C)C=O)C2CCC1C3	0	24	1	1.005873015873016	-0.034935997134947716	1.4943495153743311	4.04	4	0.115	0.407	13.478	0.12037037037037042	0.0763888888888889	0	-4.859930061294108
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O	0	9	0	2.482698961937716	-0.0627052147451206	0.9928701456310677	3.25	1	0.384	0.387	6.291	0.09523809523809526	0.04838709677419355	0	-12.228914206070757
CC(C)C(C(=O)O)C(=O)C(=O)O	1	7	2	1.6997245179063365	0.0754871204299367	1.3299123904881098	3.2	0	0.006	0.032	4.376	0.11851851851851856	0.09375	0	-14.549366006940767
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	0	6	1	1.4971375918915133	-0.13034598501974054	1.4578918689834717	3.26	1	0.227	0.191	7.274	0.09009009009009013	0.053952991452991456	0	-7.948406407307358
CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	0	0	1	1.1644444444444446	-0.1279730658398568	0.9786003470213995	4.02	2	0.365	0.396	6.223	0.09259259259259264	0.045572916666666664	0	-19.5821998068795
C/C1=C\C2OC(=O)C(C)C2CC/C(C(=O)OC2C(O)C(O)OC(CO)C2O)=C\CC1	0	14	4	0.8303225806451614	-0.057381413146370026	1.2450400404011257	3.19	1	0.165	0.351	11.392	0.10144927536231887	0.06276205450733752	0	-15.135213064891877
CC(C)=C1C[C@@]2(C)C(C)CCCC2CC1=O	1	22	0	1.1049390243902442	-0.003263973150430281	1.6745440021302085	4.03	2	0.032	0.269	3.804	0.12820512820512828	0.06249999999999999	0	-2.012377575750202
CCCCCCCCCCCCC/C=C/C(O)C(CO)NC(=O)CCCCCCCCCCCCCCCCCCC	0	64	3	0.2353765041651868	0.08789763903732545	1.0292392443378877	3.12	0	0.314	0.353	12.883	0.036175710594315263	0.022727272727272728	1	-3.949680967228039
