SMILES	SLogP	SLogP_VSA2	ATSC3c	ATSC2c	ATSC4c	SdssC	ATSC1dv	Jhetv	ATSC1p	SLogP_VSA3	observed	predicted
CC(=O)CC(C)(C)O	-0.6007069438700332	0.03604523266720651	-1.3432530724225116	0.4676852907705724	1.6276498301476563	0.12669722199627503	0.2026212952018093	1.8253178557583178	-0.19957478167708348	0.038058741764695245	-3.07	-2.9598578489143668
CCN/C(CC)=N/N=C(\CC)NCC	0.1522281531058449	0.513474185982424	0.30843260262211575	0.48338475809686393	-0.9551636222221273	3.4398059755365122	1.6153677168338394	1.6628597060044998	-1.4801086938605603	-0.7868699715380856	-3.89	-3.4625065217391233
Cc1cc(O)cc(C)c1Cl	0.8480274359295881	-0.6211783366940742	-0.2759895408941495	0.36447580696795495	0.2620749491758285	0.08126025185024129	0.3098465740111913	1.5632864592231799	0.5487187187944448	-0.7868699715380856	-1.23	-1.2602907894038333
Nc1ccccc1	-0.20024476042352213	-0.915981830297266	-0.25360845986202313	0.30728010824419555	-0.01652521771577295	0.08126025185024129	-0.6955046592850943	0.9022187857361595	0.6457986315037196	-0.7868699715380856	-2.65	-2.5213737577639757
CC1CCCCC1	0.7909818837271396	-0.915981830297266	-0.15672672827091255	-0.04700794949764428	0.0599847770525802	0.08126025185024129	-0.6889927251603343	-0.5750417436927656	0.03465283604037459	-0.7868699715380856	-0.76	-0.9759297884863691
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	1.9569406188143634	1.190219476559171	-0.7171328962934783	0.159471991423124	0.4796152566225914	0.4925648858043387	1.3871760051538675	-2.015111573457509	-0.7211650203062526	1.1427993906313951	-2.25	-2.4030347826086964
O=C(O)c1ccccc1O	-0.3344341922921504	0.018237437859606374	-1.2958529507623162	0.9448829394044219	2.9704461692870603	-1.9045831815503724	-0.7345762640336547	0.976919420391013	0.972105090785165	-0.7868699715380856	-2.2	-2.371891304347823
O=[N+]([O-])c1cccc([N+](=O)[O-])c1	-0.024083521950244963	-0.34752926554531705	-0.09442375999422825	-0.052430484487450676	-1.736673811593332	0.08126025185024129	-0.2331573364271321	0.17683744709787644	0.9070331551332836	-0.7868699715380856	-2.69	-2.5759475155279494
N#Cc1ccc(O)cc1	-0.20394550036070644	-0.6211783366940742	0.007177881338723854	0.2553212964394496	-0.31274636554996754	0.08126025185024129	-0.6889927251603344	0.9733887910079704	0.5820799131225998	-0.7868699715380856	-1.98	-2.1106680594767524
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O	1.716768614354424	-0.2873074528770352	0.0036470342515548507	0.17349544288697832	-0.23675879838037703	0.9940527336662995	1.1436515928078463	-1.3754662311158166	1.5963786964802558	1.1427993906313951	-2.44	-2.3677043478260846
CCCCC(C)=O	0.1734397112823881	-0.582110946480227	-0.27589859006836853	0.061929325087119805	0.10508517343414656	0.6295605625033687	-0.1517130633709228	0.6702879566365784	-0.5020725349096146	0.038058741764695245	-2.35	-2.2327963550179777
Oc1c(Cl)cc(Cl)cc1Cl	1.3670035593156775	-0.6211783366940742	0.5380480664556596	-0.2055918097051567	-0.6182308576376003	0.08126025185024129	-0.8818461588551508	1.6431434979061232	0.8651971846157427	-0.7868699715380856	-1.14	-1.204141532621967
CC(=O)OCCC(C)C	0.0455686158918794	-0.1899495090019071	-0.5421616736500424	0.6325331790594424	0.3365093025531155	-0.24811647537199955	0.495403762200321	0.30847638842270114	-1.205666559047988	0.8530642598262584	-1.91	-1.921903957274608
Cn1c(=O)c2c(ncn2C)n(C)c1=O	-1.9288363152289822	0.16273265598793565	0.013496233588858006	1.2646307929457155	0.13532237723191334	0.08126025185024129	2.1628274256017628	0.3478704940752759	-2.283398659984772	2.850912002349424	-3.96	-3.7579086956521697
OCCCCc1ccccc1	0.35095487900097655	-0.23975829634920393	-0.059813640229497804	-0.2636524269454419	0.018901091342791738	0.08126025185024129	-0.6324691369574175	-0.35518559191216054	0.445261212031005	0.31787067732861457	-1.18	-1.3557986915639684
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	-0.6277855287762586	0.11425019724125392	-4.09783240607101	3.533196006733877	3.4225042576322835	-3.314275717661778	1.015267932145026	-0.15064909492961773	0.2661302088536732	1.7946688559973287	-3.35	-3.1955317523056666
OCc1ccccc1	-0.2678660043976795	-0.6211783366940742	0.1460451923194205	-0.2981554179542808	-0.03796958799484332	0.08126025185024129	-0.8998165924494406	0.5805164557039576	0.4863152972104735	0.34988346861363573	-2.22	-2.2721543478260866
CCCCCC(C)O	0.3102617833502326	-0.26879197374951824	-0.2610411085848341	0.042580475128590374	0.18383133240058286	0.08126025185024129	-0.6234663880299366	0.42657130783319547	-0.24231673019960814	-0.7868699715380856	-1.48	-1.6665352284633734
Cc1ccc(Cl)cc1O	0.6160391815746424	-0.6211783366940742	-0.20188875905772963	0.30410303578593456	0.053215886466806916	0.08126025185024129	-0.21922903288250656	1.2707136855581327	0.5818016963724092	-0.7868699715380856	-1.26	-1.3311430764061771
