SMILES	H-050	AATS0d	AATS0i	AATSC0c	AATSC0i	AATSC1c	GATS1v	GATS1se	ESpm02u	EEig04u	SIC3	ZMIC1	B01(C-N)	nAr_NH	nCOO	observed	predicted
Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1	-0.75	0.55	-0.46	-0.17	-0.11	0.54	-0.49	-1.38	0.52	0.79	0.78	0.2	1.06	-0.16	-0.32	2.5342165443323297	2.540517842242809
CC(C)(C)c1ccncc1	-0.75	-0.49	-0.04	-1.02	-0.17	0.92	0.53	0.02	-0.29	-0.11	-0.92	-0.83	1.06	-0.16	-0.32	2.365768688002193	2.4375577365137397
Cc1ccccc1O	0.01	-0.36	-0.41	0.22	-0.24	-0.34	-0.31	0.5	-0.78	-1.05	0.6	-0.89	-0.94	-0.16	-0.32	2.4813709568325484	2.4826754637394943
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1C(C)=CCCC1(C)C	-0.75	-0.74	-0.29	-1.21	-0.25	1.02	0.57	1.16	1.66	1.2	-0.55	3.01	-0.94	-0.16	-0.32	2.6166330286633936	2.621256740983103
CC(=O)Oc1ccc([N+](=O)[O-])cc1	-0.75	0.49	-0.07	0.61	-0.13	-0.24	-0.25	-1.16	0.0	0.11	0.96	-0.57	1.06	-0.16	-0.32	2.5454926727523057	2.5471300579976264
CCOc1cccc(C(=O)O)c1	0.01	-0.13	-0.24	1.0	-0.26	-1.02	-0.11	0.01	-0.18	-0.11	0.86	-0.67	-0.94	-0.16	2.52	2.61294271588699	2.609792818354151
Cc1n[nH]c(=S)[nH]c1=O	0.77	0.5	0.44	0.74	0.44	-1.11	-1.02	-0.02	-0.51	-0.85	0.72	-0.95	1.06	11.02	-0.32	2.691656043498147	2.6970754411436944
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1	-0.75	0.08	0.15	0.55	-0.18	-1.11	0.55	-0.07	0.52	0.14	0.04	-0.11	1.06	-0.16	-0.32	2.75826829674409	2.5352817756614416
CC(C(O)c1ccccc1)N(C)C	0.01	-0.61	0.07	-0.56	-0.23	0.63	0.61	0.65	0.0	0.0	0.04	-0.42	1.06	-0.16	-0.32	2.557085936526085	2.547198530027304
O=C(NO)c1ccccc1	0.77	-0.01	-0.11	0.29	-0.1	-0.05	-0.78	-0.46	-0.51	-0.11	0.87	-0.62	1.06	-0.16	-0.32	2.6033067965385137	2.576937638312185
COc1ccc(NC(C)=O)cc1	0.01	-0.25	-0.04	0.29	-0.17	-0.24	0.11	-0.13	-0.18	-0.11	0.7	-0.68	1.06	-0.16	-0.32	2.6065425831345697	2.560105704505453
c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1	-0.75	0.48	-1.12	-1.15	-0.24	1.02	-0.76	-0.07	1.21	1.1	-1.69	2.72	-0.94	-0.16	-0.32	2.6973601346540663	2.7026876134583744
C=CCc1cc(Cl)ccc1O	0.01	-0.08	-0.55	0.03	-0.28	-0.14	-0.69	-0.07	-0.29	-0.11	1.02	-0.75	-0.94	-0.16	-0.32	2.5067079263501197	2.5055473237350876
Cc1nc(=O)c2ccccc2[nH]1	0.01	0.7	-0.22	-0.1	0.05	-0.14	-0.62	-0.45	0.09	0.27	0.8	-0.69	1.06	5.43	-0.32	2.703420357325243	2.7036133230614996
S=C=Nc1cccc2ccccc12	-0.75	0.77	-1.27	-1.02	0.03	0.83	-1.14	-0.48	0.09	0.17	0.63	-0.03	1.06	-0.16	-0.32	2.520024759382907	2.525056176259212
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1	-0.75	0.8	-0.53	-0.69	-0.1	0.63	-0.6	-0.83	1.17	1.23	0.79	0.46	1.06	-0.16	-0.32	2.6218510955443124	2.6188069102944787
CCNc1nc(NC(C)(C)C)nc(SC)n1	0.77	-0.41	0.58	-0.3	0.01	-0.53	0.62	0.71	0.39	0.79	-0.42	-0.12	1.06	-0.16	-0.32	2.576514112051963	2.5723885118289886
ClCCCCCl	-0.75	-1.61	0.2	-1.15	-0.54	1.02	0.17	-1.09	-2.08	-2.0	-1.58	-0.62	-0.94	-0.16	-0.32	2.3726358805817207	2.3674642720643444
COC(C(=O)CC(=O)O)c1cccc2ccccc12	0.01	0.38	-0.5	0.29	-0.22	-0.05	-0.4	-0.33	0.69	0.61	0.69	0.16	-0.94	-0.16	2.52	2.648993910859345	2.626041611508718
CC[NH2+]CC	0.77	-2.07	0.86	0.03	-0.49	-0.34	2.59	3.32	-2.47	-2.58	-1.66	-1.25	1.06	-0.16	-0.32	2.6962689967455327	2.657882688825169
Cc1c(Br)cc(Br)cc1Br	-0.75	0.74	-1.43	-1.21	-0.5	0.92	-1.63	-1.15	-0.29	-0.6	0.53	1.62	-0.94	-0.16	-0.32	2.5354840032266903	2.535635122240115
c1ccc2nn(C3CCCCC3)nc2c1	-0.75	0.23	0.05	-1.02	-0.01	1.02	-0.02	-1.2	0.45	0.4	-0.46	0.02	1.06	-0.16	-0.32	2.5046747087698833	2.5246501177195553
CC12CCC(C(C(=O)O)C1=O)C2(C)C	0.01	0.37	-0.01	0.03	-0.31	-0.14	0.32	-0.61	0.64	0.42	0.09	-0.56	-0.94	-0.16	2.52	2.602765147077054	2.6099818643678327
CCCC(=O)C(=O)O	0.01	-0.88	0.29	1.33	-0.41	-1.5	0.7	-0.29	-1.11	-1.61	0.38	-1.04	-0.94	-0.16	2.52	2.446614823664267	2.455860208316665
C=CCC#N	-0.75	-1.55	0.05	-0.82	-0.01	0.83	0.36	-1.04	-2.47	-2.58	0.5	-1.41	1.06	-0.16	-0.32	2.269863040554411	2.296062653293226
c1ccc(N2CN(c3ccccc3)CN(c3ccccc3)C2)cc1	-0.75	0.37	-0.4	-0.62	-0.03	0.63	-0.26	0.66	1.13	0.84	-1.28	1.93	1.06	-0.16	-0.32	2.6202922479198407	2.6166950112526606
Cn1ccc(=O)[nH]c1=O	0.01	0.28	0.51	0.94	-0.07	-1.89	0.04	-0.31	-0.51	-0.85	0.77	-1.01	1.06	5.43	-0.32	2.7076978909884035	2.6982817329257736
C=CC(=C)Cl	-0.75	-1.27	-0.36	-1.08	-0.35	0.73	-0.27	-1.1	-2.08	-2.45	0.5	-1.14	-0.94	-0.16	-0.32	2.1557913523576175	2.166942039690867
CCCCNC(=O)NS(=O)(=O)c1ccccc1	0.77	-0.22	0.1	-0.17	-0.06	-0.53	0.23	-0.99	0.39	0.43	0.6	-0.12	1.06	-0.16	-0.32	2.6065425831345697	2.607705615021994
[N-]=[N+]=NC(=O)c1ccccc1	-0.75	0.43	0.06	-0.62	0.26	0.54	-0.66	-1.49	-0.4	-0.11	0.82	-0.53	1.06	-0.16	-0.32	2.4845133742926118	2.50197347425664
COc1ccc(C(=O)c2cccc(C)c2)cc1C	-0.75	0.16	-0.59	-0.49	-0.22	0.63	-0.21	-0.55	0.64	0.67	0.27	0.18	-0.94	-0.16	-0.32	2.525627796211888	2.527663454741436
CN(C)Cc1c[nH]c2ccccc12	0.01	-0.06	-0.06	-0.62	-0.07	0.73	0.04	1.05	0.17	0.41	0.16	-0.59	1.06	5.43	-0.32	2.6145281197475394	2.6119099897912124
Clc1cccs1	-0.75	0.31	-1.44	-1.02	-0.1	0.73	-1.5	-1.12	-1.3	-1.83	1.35	-0.83	-0.94	-0.16	-0.32	2.3037358890399062	2.3058713576106253
Cl/C=C/Br	-0.75	-1.41	-0.82	-1.08	-0.56	1.02	-1.51	-0.77	-2.98	-1.05	1.35	-0.53	-0.94	-0.16	-0.32	2.2705623876973258	2.2748102720197863
O=C=Nc1ccc(Cl)c(Cl)c1	-0.75	1.1	-0.8	-0.56	-0.15	0.15	-1.34	-0.7	-0.29	-0.01	1.08	-0.13	1.06	-0.16	-0.32	2.499893186149237	2.503026844944789
Clc1c2ccccc2nc2ccccc12	-0.75	1.28	-1.08	-0.95	-0.15	0.83	-1.17	-0.98	0.52	0.38	0.8	0.2	1.06	-0.16	-0.32	2.595661530898903	2.5918087480860583
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1	3.82	1.07	0.38	0.74	0.3	-1.31	-1.2	1.46	0.85	0.92	0.83	0.25	1.06	-0.16	-0.32	2.7702258820173142	2.7480935645003166
CCOC(=O)CC(=O)C(C)C	-0.75	-0.96	0.25	0.03	-0.39	0.05	1.3	-0.6	-0.51	-0.23	-0.25	-0.74	-0.94	-0.16	-0.32	2.421850615022958	2.3872297733402577
FC(F)(F)C(Cl)=C(Cl)Cl	-0.75	2.02	3.4	1.0	5.23	-0.92	-1.5	1.62	-0.51	-2.0	-0.33	0.53	-0.94	-0.16	-0.32	2.5885518064856425	2.4053334961140855
N#CC(O)C(Cl)(Cl)Cl	0.01	0.84	0.13	0.94	-0.37	-0.53	-1.95	1.09	-0.78	-2.0	0.34	0.01	1.06	-0.16	-0.32	2.523941465459712	2.521287940814478
CC12CCC(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O	5.35	0.39	0.14	0.42	-0.35	-0.24	0.31	0.4	2.47	1.91	0.27	3.15	-0.94	-0.16	-0.32	2.7341194621094815	2.7278829595325558
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1	0.01	0.38	0.04	-0.43	0.29	0.44	-0.05	-0.75	1.47	1.23	0.5	0.92	1.06	-0.16	-0.32	2.6179957689233793	2.6248901000470237
CCCCCCCCCCCCCCCC(N)=O	0.77	-1.44	0.33	-0.89	-0.36	0.54	1.56	-0.08	0.0	0.46	-2.07	1.04	1.06	-0.16	-0.32	2.579954994822772	2.5783914997306856
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2	0.01	0.37	-0.28	-0.17	-0.19	0.34	-0.03	-0.03	1.4	1.1	-0.05	0.95	1.06	-0.16	-0.32	2.7106672924501614	2.6564384258445095
CC(C)(S)C(N)C(=O)O	2.3	-0.64	0.39	0.87	-0.13	-1.41	0.47	0.39	-0.51	-2.0	-0.25	-0.95	1.06	-0.16	2.52	2.6736198387747407	2.6813682274835005
CC(C)C(C)C	-0.75	-1.69	0.35	-1.28	-0.44	1.02	2.27	2.74	-1.52	-2.0	-3.16	-1.0	-0.94	-0.16	-0.32	2.159416788216739	2.196743693825526
CC(C)(C)c1cc(C(C)(C)c2ccc(O)c(C(C)(C)C)c2)ccc1O	0.77	-0.08	-0.22	-0.43	-0.27	0.24	0.31	0.53	1.36	1.22	-1.46	1.24	-0.94	-0.16	-0.32	2.5883277412249504	2.5994515941405933
CN(C)c1ccc(N=O)cc1	-0.75	-0.21	0.15	-0.69	-0.06	0.92	0.23	-1.4	-0.29	-0.11	0.0	-0.63	1.06	-0.16	-0.32	2.5630655777602662	2.5553230903939013
COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO	1.54	0.59	-0.03	0.68	-0.02	-0.73	-0.17	-0.58	0.85	0.71	0.63	0.08	-0.94	-0.16	-0.32	2.57071802332789	2.614243621518874
Clc1ccccc1Cl	-0.75	0.46	-1.02	-1.08	-0.41	0.92	-1.35	-1.15	-0.78	-1.05	-0.63	-0.19	-0.94	-0.16	-0.32	2.4090027034017725	2.418575257152454
CCOCCOCCOC(C)=O	-0.75	-1.21	0.44	0.35	-0.47	-0.05	1.77	0.05	-0.64	-0.11	-0.28	-0.4	-0.94	-0.16	-0.32	2.3947142795333423	2.386339594250426
CCCCC(CC)CN	0.77	-1.66	0.52	-0.95	-0.39	0.73	1.9	2.32	-1.11	-0.66	-0.31	-0.78	1.06	-0.16	-0.32	2.294796781409242	2.330352270293436
Oc1cc(Br)c(Br)c(O)c1Br	0.77	1.5	-1.28	2.18	-0.47	-1.79	-2.38	1.07	-0.09	-0.47	1.08	1.92	-0.94	-0.16	-0.32	2.588999590499436	2.589106931038744
FC(F)F	-0.75	-0.57	7.68	1.98	5.01	-2.47	2.4	0.91	-2.47	-1.05	-1.56	-1.28	-0.94	-0.16	-0.32	2.0720659914147457	2.0741449459504744
COS(=O)(=O)OC	-0.75	-0.55	0.61	0.48	-0.3	-1.79	1.87	-0.57	-1.11	-2.0	-1.82	-0.68	-0.94	-0.16	-0.32	2.3911998401087744	2.3874426573426426
N#CCCCC#N	-0.75	-1.19	0.27	-0.82	0.09	0.92	0.29	-1.1	-1.77	-1.47	-1.01	-0.98	1.06	-0.16	-0.32	2.387656728620142	2.387734203900847
O=C(O)c1ccc2ccccc2c1	0.01	0.73	-0.88	0.35	-0.21	-0.63	-0.97	-0.33	0.17	0.36	0.58	-0.01	-0.94	-0.16	2.52	2.6614813978436156	2.65389673783701
NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O	3.06	-0.19	0.69	1.2	-0.16	-1.41	0.0	0.36	0.25	0.2	0.97	-0.69	1.06	5.43	2.52	2.7268494135432264	2.724532832592569
CCCCCCCC(=O)NO	0.77	-1.36	0.52	-0.43	-0.39	0.44	1.37	-0.49	-0.78	-0.47	-0.03	-0.57	1.06	-0.16	-0.32	2.5464192668351915	2.552219542621061
COc1ccc(-c2ccc(OC)cc2)cc1	-0.75	0.09	-0.57	-0.04	-0.22	0.44	-0.19	0.08	0.39	0.36	-0.55	0.37	-0.94	-0.16	-0.32	2.651423400759052	2.557690186217463
CC1CCC2N(C1)CC1C3(O)CC4C(CCC5C(O)CCCC54C)C3(O)CC(O)C1(O)C2(C)O	3.82	0.39	0.16	-0.17	-0.32	0.24	0.41	0.52	2.09	1.64	0.41	2.05	1.06	-0.16	-0.32	2.725217185813792	2.721414321774599
O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1	-0.75	2.16	0.29	1.0	0.1	1.6	-1.12	-1.91	1.04	1.21	0.19	1.4	1.06	-0.16	-0.32	2.6813769331998136	2.6781449043758556
CC(C)=O	-0.75	-1.69	0.36	-0.62	-0.43	0.54	1.63	-1.1	-2.47	-1.05	-2.39	-1.41	-0.94	-0.16	-0.32	2.251273113674373	2.2510188927140438
ClCCN(CCCl)c1ccc2ccccc2c1	-0.75	0.04	-0.43	-0.89	-0.21	0.92	-0.46	-0.81	0.45	0.48	0.02	0.5	1.06	-0.16	-0.32	2.516072408592942	2.526363763462388
COc1cc(OC)c(C(=O)O)cc1OC	0.01	0.05	-0.03	1.98	-0.3	-1.11	0.23	0.31	0.25	0.38	-0.6	-0.18	-0.94	-0.16	2.52	2.621332101120809	2.6214611422066447
OCC(CO)(CO)COCC(CO)(CO)CO	3.82	-0.76	0.6	1.07	-0.54	-0.53	1.03	0.98	0.32	-0.47	-2.14	1.06	-0.94	-0.16	-0.32	2.6938587997009296	2.696244350485403
O=C1CCCC(=O)N1	0.01	-0.19	0.34	0.29	-0.21	-0.92	0.17	-0.7	-0.78	-1.38	-0.59	-0.88	1.06	-0.16	-0.32	2.632609116860944	2.6168570372288684
CN1C2CCC1CC(=O)C2	-0.75	-0.13	0.2	-0.69	-0.24	0.83	0.68	-0.75	-0.09	0.04	-0.34	-0.88	1.06	-0.16	-0.32	2.499893186149237	2.5040873293294053
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	-0.75	1.66	-0.9	0.16	-0.56	0.54	-1.6	-0.05	0.17	-0.15	0.29	1.59	-0.94	-0.16	-0.32	2.5810959241060507	2.566020672108476
C(CC1CCNCC1)CC1CCNCC1	0.77	-0.93	0.38	-0.89	-0.29	0.83	1.18	1.46	0.17	0.33	-1.36	0.27	1.06	-0.16	-0.32	2.5317981338753723	2.5235880553998644
CCC(C)C(=O)NC1CCC(=O)N(CCc2ccccc2)C1=O	0.01	-0.15	0.0	-0.36	-0.18	0.05	0.33	-0.74	0.95	1.03	0.69	0.32	1.06	-0.16	-0.32	2.581665266717616	2.5833434127354735
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1	0.01	-0.06	-0.11	-0.62	-0.29	0.34	0.47	-0.3	1.21	1.09	0.41	0.04	-0.94	-0.16	2.52	2.649967338324824	2.6399318215087684
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O	2.3	1.4	0.5	3.55	-0.29	-4.32	-1.18	2.87	0.09	-2.0	-1.31	0.71	-0.94	-0.16	-0.32	2.7186262296553676	2.716147871186772
Nc1cccc2cc3ccccc3nc12	0.77	0.95	-0.66	-0.49	0.03	0.34	-1.08	0.82	0.52	0.48	0.94	0.08	1.06	-0.16	-0.32	2.5810959241060507	2.656824924683384
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C	-0.75	0.28	-0.08	-0.3	-0.23	-0.05	0.33	-0.73	1.29	1.01	-0.17	0.06	1.06	-0.16	-0.32	2.5342165443323297	2.5499633048440162
Cc1ccnc(C)n1	-0.75	-0.36	0.25	-0.76	0.0	0.54	0.33	-0.12	-0.78	-1.38	0.29	-1.03	1.06	-0.16	-0.32	2.4299943841517067	2.462246710922543
O=c1cc(CO)occ1O	0.77	0.35	-0.05	2.7	-0.29	-1.6	-0.63	0.61	-0.4	-0.5	1.13	-1.05	-0.94	-0.16	-0.32	2.6300717499686574	2.632506856290799
CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1	0.77	-0.27	0.27	-0.17	-0.2	0.54	0.26	-0.92	0.32	0.44	0.48	-0.47	1.06	-0.16	-0.32	2.5695494648887034	2.5713191851838415
CC(C)COc1ccc2ccccc2c1	-0.75	-0.14	-0.48	-0.62	-0.23	0.73	-0.02	0.04	0.32	0.48	0.08	0.03	-0.94	-0.16	-0.32	2.483087820798942	2.498826649727775
COC(=O)/C(C)=C\OP(=O)(OC)OC	-0.75	-0.42	0.32	1.33	-0.32	-2.38	1.34	0.74	0.0	-0.47	-0.25	-0.47	-0.94	-0.16	-0.32	2.4580331924965058	2.458201204174706
O=C(O)C(CO)c1ccccc1	0.77	-0.13	-0.24	0.87	-0.26	-0.92	-0.39	0.18	-0.18	-0.11	0.86	-0.53	-0.94	-0.16	2.52	2.5923433345820435	2.607716165130609
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C	0.01	0.5	-0.14	-0.23	-0.28	0.24	0.19	-0.68	1.69	1.22	0.73	0.48	-0.94	-0.16	-0.32	2.6947367833859928	2.697597956913462
c1ccc(C2=NNCC2)cc1	0.01	0.06	-0.12	-0.69	0.01	0.92	-0.4	-0.38	-0.18	-0.11	0.68	-0.61	1.06	-0.16	-0.32	2.503722606486479	2.5514614599168683
COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1	0.01	1.29	0.08	0.61	0.09	-0.63	-0.49	-0.37	1.36	1.1	0.58	0.33	1.06	-0.16	-0.32	2.68497993618928	2.684403053165757
CC(C)OC(=O)c1cc(-c2nn(C)c(C(F)(F)F)c2Br)c(F)cc1Cl	-0.75	1.25	0.97	0.29	2.09	-0.05	-0.6	-0.72	1.29	1.23	0.36	0.22	1.06	-0.16	-0.32	2.547959210587186	2.5528021125411686
CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1	0.01	-0.12	-0.15	-0.17	-0.22	0.24	0.29	0.06	1.09	0.97	-0.15	0.85	1.06	-0.16	-0.32	2.686770290087891	2.6347007895409984
O=C=NC1CCCCC1	-0.75	-0.78	0.2	-0.82	-0.22	0.44	0.72	-0.93	-0.78	-0.11	-0.9	-0.67	1.06	-0.16	-0.32	2.285894712480839	2.3980911137564536
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2	-0.75	2.42	-1.29	0.42	-0.46	0.05	-1.59	-0.18	0.85	0.89	1.21	1.75	-0.94	-0.16	-0.32	2.6485063777121614	2.649773133818682
O=C(O)c1ccc(I)cc1	0.01	0.56	-1.04	0.94	-0.05	-1.41	-1.59	-0.13	-0.4	-0.11	1.35	-0.05	-0.94	-0.16	2.52	2.734919783872693	2.7046571769334355
O=C(O)c1ccccc1I	0.01	0.56	-1.04	0.94	-0.05	-1.41	-1.59	-0.13	-0.4	-0.11	1.11	-0.05	-0.94	-0.16	2.52	2.6396358768118477	2.659484322726011
C/C(=N\Nc1nc(C)cc(C)n1)c1ccccc1C	0.01	0.03	0.04	-0.76	0.01	0.44	0.0	-0.19	0.69	0.74	0.36	0.09	1.06	-0.16	-0.32	2.6519076720869994	2.6000069906355234
CC(=O)Nc1ccccc1C(=O)O	0.77	0.19	-0.13	1.0	-0.14	-1.5	-0.48	-0.15	0.0	0.26	0.86	-0.55	1.06	-0.16	2.52	2.6614813978436156	2.652326865015811
CCCCCSC	-0.75	-1.81	0.08	-1.21	-0.2	1.02	1.3	0.78	-1.77	-1.47	0.0	-1.02	-0.94	-0.16	-0.32	2.2532168125021292	2.248147659575614
N=C(N)NC(=N)Nc1ccccc1	3.82	-0.18	0.69	0.74	0.08	-1.79	-0.69	1.91	-0.09	0.25	0.78	-0.27	1.06	-0.16	-0.32	2.619249898968967	2.621009937040637
CC12CC3CC(C)(C1)CC(N)(C3)C2	0.77	0.12	0.13	-1.02	-0.26	0.73	0.57	1.67	0.69	0.97	-0.51	-0.23	1.06	-0.16	-0.32	2.725217185813792	2.68851144696743
CC(N)CC(=O)O	1.54	-1.15	0.79	1.2	-0.44	-1.7	0.86	0.4	-1.3	-2.0	0.38	-1.24	1.06	-0.16	2.52	2.6685256885568625	2.7065466454602336
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	-0.75	0.22	-0.27	0.35	-0.29	-0.24	-0.04	-0.31	1.47	1.37	-0.68	1.56	-0.94	-0.16	-0.32	2.5120837583439175	2.519076882237364
C[C@@H]1CCC[C@@H](C)C1	-0.75	-1.18	0.17	-1.28	-0.37	1.02	1.46	1.99	-0.78	-1.38	-0.94	-0.8	-0.94	-0.16	-0.32	2.26256973321755	2.257374818457127
CO/C=C(\C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1	-0.75	0.71	-0.41	0.68	-0.03	-0.34	-0.37	0.04	1.36	1.21	0.6	0.94	1.06	-0.16	-0.32	2.59011703478479	2.5728924842788556
Cc1ccc2ccc3ccc(C)cc3c2c1	-0.75	0.56	-0.94	-1.21	-0.22	1.02	-0.63	0.05	0.64	0.84	-0.55	0.49	-0.94	-0.16	-0.32	2.621332101120809	2.620122981778982
CCCCCCOC(=O)CC	-0.75	-1.41	0.3	-0.36	-0.41	0.15	1.69	-0.41	-0.78	-0.47	0.07	-0.67	-0.94	-0.16	-0.32	2.3337494624819706	2.3271290484619978
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	0.77	1.54	0.34	3.09	-0.1	-1.21	-1.38	-0.43	0.45	0.49	1.02	-0.14	1.06	-0.16	2.52	2.646550753640341	2.645815494768921
Cc1ccc(/N=N/c2ccccc2)cc1	-0.75	0.15	-0.47	-1.02	0.0	0.92	-0.44	-1.14	0.25	0.36	0.38	0.31	1.06	-0.16	-0.32	2.5373782828302054	2.533145369560738
Cc1c(O)ccc(O)c1C	0.77	-0.15	-0.2	1.07	-0.27	-1.11	-0.25	0.66	-0.29	-0.76	-1.07	-0.69	-0.94	-0.16	-0.32	2.6964874437507436	2.65895195309244
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F	-0.75	3.21	4.82	1.85	5.81	-0.73	-1.17	2.29	0.52	0.22	-2.31	1.95	-0.94	-0.16	-0.32	2.552242228356702	2.5483774184358903
CP(C)C	-0.75	-1.95	0.19	-1.21	-0.18	1.02	1.48	6.61	-2.47	-1.05	-3.55	-1.21	-0.94	-0.16	-0.32	2.274504222655883	2.2730682502921398
CC[N+](=O)[O-]	-0.75	-1.27	1.17	0.03	-0.54	1.41	1.77	-2.04	-2.08	-2.45	-0.09	-1.34	1.06	-0.16	-0.32	2.2639909326813124	2.2675251455425496
FC(F)(Cl)Cl	-0.75	1.4	4.79	1.53	4.92	-2.86	-1.4	3.77	-1.52	-2.0	-1.1	-0.44	-0.94	-0.16	-0.32	2.0612639423002497	2.060425948652509
O=Cc1cccc(O)c1	0.01	0.09	-0.56	0.87	-0.22	-0.53	-0.74	-0.19	-0.64	-0.65	1.35	-0.79	-0.94	-0.16	-0.32	2.5810959241060507	2.5519269812302734
CC(=O)C12OC(C)(c3ccccc3)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C	-0.75	0.63	-0.31	-0.76	-0.25	0.63	0.08	-0.6	1.98	1.6	0.71	0.98	-0.94	-0.16	-0.32	2.6270072107429017	2.631433877382573
C(/C=C\c1ccccc1)=C/c1ccccc1	-0.75	-0.1	-0.94	-1.15	-0.22	1.02	-0.53	0.14	0.25	0.36	-1.44	0.85	-0.94	-0.16	-0.32	2.6285421834125686	2.5921435018281564
COC(=O)c1ccccc1C(=O)OC	-0.75	0.11	-0.28	1.0	-0.25	-0.92	0.04	-0.3	0.09	0.06	-0.81	-0.15	-0.94	-0.16	-0.32	2.445059047392219	2.5205509121200174
CC(=O)c1ccc2ccccc2c1O	0.01	0.58	-0.75	0.09	-0.21	0.05	-0.75	-0.34	0.32	0.4	0.53	-0.14	-0.94	-0.16	-0.32	2.5730457495590535	2.5816410768619598
COC(=O)c1ccccc1[N+](=O)[O-]	-0.75	0.49	-0.07	0.87	-0.13	0.05	-0.25	-1.16	0.0	0.03	0.8	-0.57	1.06	-0.16	-0.32	2.4152238302320552	2.5003120768942106
Oc1c(I)cc(I)cc1I	0.01	1.29	-2.2	0.61	-0.03	-0.63	-2.19	0.73	-0.29	-0.6	1.05	3.26	-0.94	-0.16	-0.32	2.6364377439793962	2.6319002036148618
FC(F)(F)C(F)(F)C(F)(F)F	-0.75	2.93	8.72	3.68	6.02	-1.11	2.86	3.29	0.09	-2.0	-2.29	-0.38	-0.94	-0.16	-0.32	2.0988167170489413	2.102701408550959
N#Cc1ccccc1C#N	-0.75	0.6	-0.79	-0.76	0.23	0.83	-1.04	-1.2	-0.51	-0.47	-0.51	-0.47	1.06	-0.16	-0.32	2.616107757092463	2.630920682731667
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-]	0.01	1.46	0.61	2.05	-0.09	0.92	-0.83	-1.31	0.58	0.51	0.32	0.23	1.06	-0.16	-0.32	2.5828017176654714	2.5846102834046216
CC12CCC(C(=O)C1=O)C2(C)C	-0.75	0.43	-0.11	-0.62	-0.29	0.73	0.34	-1.22	0.45	0.28	-0.17	-0.57	-0.94	-0.16	-0.32	2.67407999402218	2.6134076169566898
c1ccc(CSSCc2ccccc2)cc1	-0.75	-0.1	-1.06	-1.15	-0.04	1.02	-0.74	-0.72	0.25	0.36	-0.75	0.84	-0.94	-0.16	-0.32	2.5373782828302054	2.53622739678023
C/C=C/C(=O)c1ccccc1	-0.75	-0.34	-0.62	-0.82	-0.22	0.73	-0.22	-1.15	-0.4	-0.11	0.62	-0.44	-0.94	-0.16	-0.32	2.4678300051789757	2.4748368819671227
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl	-0.75	1.28	-0.46	-0.17	-0.11	0.05	-0.99	-0.87	0.64	0.86	-0.37	0.52	1.06	-0.16	-0.32	2.6543209617036787	2.6482424447610033
Nc1ccc(Nc2ccc(N)cc2)cc1	3.06	0.15	-0.09	0.09	0.04	-0.24	-0.86	2.06	0.32	0.7	-0.65	0.43	1.06	-0.16	-0.32	2.634628390436653	2.637389941745961
CCCCCCC(=O)OCCCCC	-0.75	-1.41	0.27	-0.62	-0.4	0.34	1.69	-0.39	-0.4	0.02	-0.47	-0.1	-0.94	-0.16	-0.32	2.3485968911765482	2.351437178080747
